mrun;rbd_admitido_geo_con_error;cod_curso_admitido_geo_con_error
101176;9768;111000000132
101213;3335;111000000133
101435;9828;511000000133
101454;4633;211000000132
102133;10746;131000000133
102246;9413;311000000133
102315;7385;111000000133
102501;617;611000000133
102513;3327;151053014133
102664;1751;611000000131
102988;1268;111000000132
104193;10430;511000000133
104287;13156;411000000133
104889;26084;131000000133
105053;13445;131000000132
105243;10892;501000000232
105263;9646;131000000131
105437;25166;511000000133
106307;10015;111000000132
106462;5656;131000000133
106504;2754;711000000133
106617;14917;311000000133
107386;9063;151052009133
107819;8627;611000000233
108340;25439;311000000233
108466;9060;231000000131
108748;25698;111000000133
111563;16446;231000000133
111717;10968;131000000133
112312;8756;111000000131
113082;17818;131000000133
113321;326;111000000133
113380;1213;131000000133
113848;2579;231000000123
115838;25028;131000000131
115969;7338;511000000131
116006;2151;711000000131
116067;8498;331000000133
116134;10497;501000000133
116745;2793;131000000131
117257;518;131000000113
117543;4517;511000000133
118030;8;131000000133
119203;3252;711000000133
119586;10832;131000000333
120571;11323;311000000132
120668;10674;111000000133
120684;11936;211000000131
120729;9007;811000000133
121100;12255;501000000131
121522;14879;611000000133
122066;24626;131000000133
122549;2794;131000000133
122586;4571;131000000133
124500;616;411000000133
124612;6164;411000000133
125004;292;111000000133
125643;25766;611000000133
126341;4179;111000000133
127225;31083;331000000133
127278;10503;811000000133
127501;25543;131000000131
127620;5440;131000000133
127664;1336;811000000133
128314;9876;311000000131
128940;4744;111000000132
129989;12244;111000000332
130705;10250;511000000133
130754;8001;351052013133
131100;9206;411000000133
131435;4977;341041005133
131467;26015;511000000133
132196;25101;231000000133
132227;9473;511000000131
132704;12602;111000000133
133531;15767;231000000133
133636;9714;111000000133
135294;10151;111000000132
135871;26303;331000000133
136112;4709;131000000133
136252;5566;131000000133
137210;31074;711000000113
138399;12810;111000000133
139091;15676;131000000133
139209;10052;131000000131
140086;1520;711000000133
140237;1682;111000000131
141108;26012;111000000133
141572;9175;711000000133
141787;25717;511000000131
141862;25032;211000000133
142048;12855;131000000133
142087;4270;131000000133
142672;1275;411000000133
143222;284;131000000133
143340;40316;411000000133
143635;8598;131000000133
144189;15768;111000000131
145001;10832;311000000133
145735;1681;511000000133
146824;25418;231000000133
148140;24431;611000000133
148471;525;511000000133
148566;31116;711000000133
148575;14539;411000000133
148909;5216;131000000133
149554;8931;211000000112
149654;9077;131000000133
150084;13621;331000000133
150509;1503;131000000133
151507;1680;111000000133
151836;13445;131000000131
151960;25220;131000000133
152119;25481;111000000133
152409;291;111000000133
152792;10352;111000000132
152945;3296;231000000133
153339;294;111000000133
154592;8293;111000000133
154696;1121;131000000133
155823;25171;131000000131
155929;127;111000000111
155997;40126;131000000133
156068;2065;111000000133
156085;525;411000000133
156523;646;511000000133
156932;9312;711000000133
157044;25733;111000000132
157156;6253;811000000133
157384;18147;111000000132
157580; ; 
159734;14870;811000000133
160978;1483;211000000113
162422;1522;131000000133
163583;11224;311000000132
164390;11111;131000000133
164544;4410;111000000133
165782;8945;131000000113
166039;8495;131000000133
166053;3976;131000000133
166109;1579;131000000131
166364;11837;111000000132
166365;18069;111000000132
167427;41135;131000000133
167537;12122;111000000132
167764;12004;131000000133
168003;10790;111000000133
168398;9917;111000000133
168877;25434;111000000131
169743;438;131000000133
171117;12515;231000000133
172497;10493;111000000132
173218;1672;131000000133
173490;8491;131000000122
174524;6929;131000000133
174560;8109;131000000133
174968;12242;131000000133
175013;9906;131000000133
175254;536;311000000133
175341;17750;711000000123
175518;22114;331000000133
176756;12255;111000000132
176757;8004;501000000131
176873;4168;111000000122
177165;25220;611000000133
177394;1663;341041002131
177426;7508;711000000133
177889;4164;711000000133
178435;534;411000000133
179894;12762;231000000131
180058;6085;231000000133
180403;8520;311000000133
180479;228;111000000133
181082;7720;131000000133
182178;4707;131000000133
182340;122;611000000133
182817;1397;111000000123
182997;8813;131000000131
184042;2163;431000000131
184403;8003;611000000133
184437;38;111000000133
184939;1211;501000000133
185997;13551;131000000133
186308;8491;431000000121
187350;10563;311000000123
187722;2997;501000000132
187850;18147;111000000132
188360;15682;231000000131
188501;448;131000000133
188776;7872;131000000133
189723;407;311000000133
192508;8005;511000000133
192704;2948;111000000131
192874;12944;311000000133
193543;12244;111000000232
194706;9289;511000000133
197706;2835;231000000133
197743;9194;231000000132
198163;16452;131000000233
198827;6643;231000000133
198987;10420;611000000133
199868;5229;711000000133
200188;4557;131000000133
200696;2553;811000000133
201139;9206;111000000133
201245;3290;131000000113
202325;14372;511000000132
202745;17920;311000000133
203030;7331;131000000133
203560;3117;411000000133
203978;24407;131000000133
204779;24978;111000000132
205420;9834;131000000133
205854;40114;711000000133
207519;4579;311000000133
207520;1517;381081004133
207856;9981;351052010133
208101;7638;111000000133
208636;12716;361064001133
209854;10845;131000000133
210276;26;111000000133
210397;4564;111000000131
210949;12151;131000000133
211461;9659;131000000233
211573;25395;611000000133
211673;25944;611000000133
211757;9089;411000000133
212318;9942;111000000131
212723;10135;411000000133
212925;8522;811000000133
212974;7710;111000000132
213223;284;111000000133
213512;18147;311000000233
214870;10604;111000000132
215014;16652;131000000133
215655;1596;211000000131
215953;16467;311000000133
216010;4190;131000000133
216449;10099;111000000133
216627;40065;811000000133
217141;6584;131000000133
217460;8938;711000000133
217474;25543;131000000131
218026;9328;131000000131
219003;10453;131000000133
219066;14373;131000000133
220084;5713;131000000131
220506;24444;131000000131
220840;11144;131000000133
221123;1361;131000000133
221741;1143;111000000133
221866;31030;131000000133
222404;16582;131000000133
222729;1443;131000000133
223140;5717;111000000133
224490;2126;111000000133
224623;7238;711000000133
224742;12772;111000000133
225195;2163;431000000131
225595;5745;111000000133
225634;11792;111000000132
226459;14922;111000000131
226974;13185;131000000133
227181;9194;131000000133
227311;19959;131000000131
227546;9182;211000000133
229071;10474;311000000133
229089;5656;131000000133
229298;8174;131000000133
229415;4831;211000000133
229810;1213;131000000133
229865;6007;231000000133
229871;712;811000000133
230235;9572;511000000131
230841;14552;111000000131
231030;8811;131000000131
231555;16690;411000000133
231968;26538;511000000133
232493;2457;111000000131
232587;4633;811000000131
232830;12655;131000000133
232902;701;131000000133
234014;9070;211000000133
235935;4838;711000000132
236461;13562;111000000133
236562;13590;131000000133
238607;22672;231000000133
239159;13330;131000000131
240115;9834;111000000133
240474;5218;711000000133
241248;25969;711000000133
242168;14672;711000000131
242257;20324;331000000133
242837;10453;351052013133
243201;9913;611000000131
243511;9328;131000000131
244136;12747;341041005133
245202;1680;511000000133
245217;9058;131000000131
245255;10397;131000000133
245483;2047;131000000113
245740;9896;131000000133
246356;22672;411000000133
246442;6781;511000000133
246647;2123;131000000133
247237;3260;311000000133
247809;5666;231000000132
248397;4180;501000000133
248505;26392;511000000113
249535;26164;111000000132
250155;12309;501000000131
250914;18126;111000000132
251113;1292;811000000233
251557;25824;131000000133
251796;16476;331000000133
252066;2940;411000000133
252347;7668;111000000133
253040;7470;161061003133
253041;448;131000000133
253216;22664;131000000133
253344;2938;131000000133
253618;25387;111000000132
255353;7630;111000000112
256480;431;331000000113
256917;24935;131000000133
256977;10044;131000000133
257049;11914;511000000133
257834;294;111000000133
258057;2793;361064001131
258951;24443;331000000133
259064;12719;411000000133
259554;8522;111000000133
259936;1174;411000000133
259977;14642;131000000133
260843;22516;131000000133
261428;26436;811000000133
261465;22114;131000000233
263559;11854;411000000133
263669;525;111000000133
264492;2457;111000000131
264592;9981;131000000133
265091;2803;711000000133
265443;7626;131000000133
266070;8800;311000000131
266890;22553;361064001133
267265;8930;711000000112
267718;16748;711000000133
268185;2793;131000000131
269258;8368;311000000133
269774;8811;131000000131
269848;7236;331000000133
271350;2119;111000000131
271445;9474;131000000113
271634;25525;311000000133
272041;9939;511000000131
272362;9171;511000000133
272819;10430;111000000133
272901;31300;211000000131
273023;9955;111000000132
273250;9334;511000000133
273349;10152;111000000132
273524;41617;131000000133
274355;7637;611000000133
275027;5568;361064008131
275209;40194;501000000132
275355;9362;331000000133
275520;9340;511000000133
276309;8485;711000000122
277596;1503;131000000133
278041;10729;111000000133
278077;2822;211000000133
278299;9106;231000000133
278618;2091;111000000133
278708;9673;511000000133
278847;24758;411000000131
279362;24892;131000000233
279902;10780;231000000133
280000;1569;211000000133
280318;10100;711000000131
280725;4505;131000000133
280808;1635;211000000133
280957;14452;111000000131
281782;3294;501000000132
282605;396;231000000133
282772;9859;211000000132
283163;40298;111000000131
283604;1217;411000000133
283730;4807;411000000131
283983;4165;131000000133
285006;7942;131000000131
285575;7973;131000000133
287155;968;131000000133
287197;5570;711000000133
287259;9299;111000000133
287383;7352;211000000133
287440;12242;131000000133
287798;8546;111000000133
288252;1213;131000000133
288627;30006;111000000132
288904;239;111000000133
289218;9369;231000000133
289454;10607;111000000132
289769; ; 
290058;2997;131000000133
290294;9206;111000000133
291854;24935;111000000133
292863;22495;811000000133
293731;26292;131000000133
293846;24626;111000000131
293963; ; 
294995;109;131000000133
295483;4302;111000000133
295530;1268;111000000132
297341;20184;131000000133
297728;9906;611000000133
297908;12935;811000000133
298207;10210;111000000133
298308;8498;511000000133
298516;4531;611000000132
299572;9863;111000000131
299718;4951;131000000133
299849;20136;131000000133
300061;9415;811000000133
300085;15705;611000000133
301228;4002;111000000133
301587;284;111000000133
301823;9312;311000000133
303174;11789;511000000133
303205;2249;111000000133
303462;25717;611000000131
303504;319;711000000133
303741;4169;611000000131
305485;9164;131000000133
306692;25230;111000000132
307290;1934;331000000133
307609;10173;311000000132
308168;22584;811000000133
308612;4165;131000000133
308683;3744;711000000133
308737;5599;211000000133
309168;22544;131000000133
309526;4594;411000000131
309776;18014;711000000133
310017;14373;111000000131
310317;4658;411000000132
310324;32140;311000000131
310587;25160;111000000132
310768;9106;501000000133
312644;1674;131000000133
313042;1676;131000000133
313317;8424;131000000133
314101;1504;361064001132
314525;10405;361064008133
315574;15610;501000000131
315906;3540;131000000133
316191;6072;711000000133
316389;297;811000000133
316626;9786;411000000133
316945;22478;461061003133
317052;25027;461064008133
317237;9033;501000000131
318600;8442;131000000233
318881;9881;511000000133
319020;10405;111000000133
319021;2946;111000000133
319205;9531;111000000132
319572;4984;311000000133
320137;3056;611000000133
320436;317;311000000133
321004;10845;131000000133
322234;10456;441041005133
322772;5667;111000000133
323486;25385;511000000132
323822;11818;111000000133
324290;7720;131000000133
324907;3639;111000000133
325875;20136;131000000133
325908;1672;131000000133
326021;9416;501000000131
326415;9121;211000000133
326573;3723;501000000133
328397;3481;111000000133
328999;4174;111000000133
330621;1595;811000000133
330722;12630;231000000133
330950;12623;111000000133
331285;3248;231000000133
331489;17907;231000000133
331573;7479;611000000133
332104;25751;511000000132
333371;2223;111000000133
333971;2118;111000000132
334087;2956;711000000133
334269;25153;611000000133
334522;8714;711000000131
337705;45;511000000113
337924;12301;431000000133
338519;9816;111000000133
338522;11498;501000000131
338539;10301;211000000133
338762;20158;131000000131
339039;25941;611000000131
340095;2064;131000000133
340096;25550;131000000133
340103;2654;811000000133
340603;2457;611000000131
340734;22277;511000000133
340877;303;211000000132
340959;2233;111000000131
341220;9087;231000000133
341811;1368;311000000113
341862;5662;131000000132
342052;399;131000000133
342755;14720;611000000133
343146;162;111000000133
344151;20426;711000000133
345110;4103;501000000133
345404;12652;211000000133
345903;25481;111000000133
346024;2423;111000000131
346354;12617;311000000133
346589;16556;611000000133
347431;25223;311000000133
348352;7722;111000000133
349397;14336;131000000133
349655;10493;131000000231
349857;8050;611000000133
349870;420;311000000133
349927;10515;211000000232
351103;1443;131000000133
351575;6224;211000000133
351614;285;501000000131
352357;2003;211000000133
352572;14373;311000000133
352699;26219;231000000133
353323;4646;711000000133
354309;12594;501000000132
355156;8812;131000000131
356754;26037;411000000433
356897;4019;111000000133
357506;12652;811000000133
357569;8714;111000000132
358587;9317;431000000123
358747;1368;111000000113
360454;2124;511000000133
360775;6052;411000000133
361256;31500;211000000131
362008;40395;411000000133
362572;9585;111000000133
363928;3249;111000000133
364065;4163;711000000133
364770;10845;131000000133
366155;19974;231000000133
366297;22236;331000000133
366667;9070;811000000133
367326;10818;111000000133
368298;2159;711000000131
368513;25;111000000133
369039;22755;131000000133
369237;1048;361061003133
369644;10420;411000000133
369726;20260;111000000131
370152;1681;331000000113
370177;10604;111000000132
371019;14879;111000000133
371243;10228;111000000111
371958;13341;611000000133
372409;26450;511000000133
372928;24626;111000000131
373189;10408;131000000133
373545;2444;341041005133
373689;294;111000000133
373913;3733;131000000133
373981;9282;611000000133
374036;10721;311000000133
375236;9182;131000000133
375483; ; 
375528;20424;131000000133
375989;22544;131000000133
375990;8494;131000000133
376025;10832;311000000133
376414;25501;611000000133
376739;283;231000000133
376807;1352;711000000233
377459;26494;111000000132
378872;2742;111000000133
379025;12033;131000000131
380077;16851;711000000133
380113; ; 
380453;8002;331000000133
380883;9537;411000000133
380973;10773;231000000133
383018; ; 
383144;22356;131000000133
383733;1119;111000000113
384835;18049;511000000133
385395;8945;131000000113
385551;10545;131000000133
385831;25032;501000000131
387069;31005;131000000133
388594;25160;111000000132
388638;1377;111000000133
388710;13376;711000000133
388881;1257;511000000133
389016;2123;131000000133
389700;17860;211000000131
390272;25950;131000000133
390457;25;131000000133
390567;7343;111000000131
391304;2116;111000000131
392065;9877;411000000133
392685;12691;111000000132
393672;5016;311000000133
395879;52;431000000133
396275;9008;111000000133
397101;26053;331000000133
397665;30006;411000000133
397963;7505;131000000133
399937;10625;111000000131
400711;5315;211000000233
401591;6087;811000000133
401623;9208;131000000133
402020;25644;331000000133
402030;24978;131000000133
402524;1941;331000000133
402526;1610;131000000131
402599;18111;411000000133
403229;25751;231000000131
404346;406;311000000133
404615;10324;311000000133
405627;25439;331000000133
405850;25166;211000000132
406945;22114;331000000133
408616;8926;711000000123
409545;2968;111000000133
410520;26019;511000000133
412969;9105;131000000133
413698;9897;351053015133
413950;2997;501000000132
414182;9912;131000000113
415602;24329;811000000123
416750;10160;501000000131
417679;489;111000000133
417938;4593;211000000133
418124;11144;311000000133
418253;12242;311000000131
418870;1675;131000000133
419158;12255;311000000132
419702;10854;711000000133
419820;19972;111000000132
420619;123;411000000131
420717;9356;111000000131
420727;24978;511000000133
420998;25038;311000000132
422181;10541;131000000131
422774;2532;711000000133
422786;3865;331000000131
424055;14674;231000000133
424456;9861;131000000133
425080;9867;611000000133
425824;25032;451051009133
426145;25644;711000000133
426717;10407;211000000133
428712;10464;501000000133
429666;3169;111000000132
429872;26130;711000000133
429949;9867;131000000133
430041; ; 
430121;8504;461061003111
430204;7629;131000000133
430239;10465;511000000133
431449;2635;331000000133
431451;10968;131000000133
431660;8931;211000000112
431707;1686;611000000133
431958;25371;431000000133
432211;2734;811000000133
432392;2412;111000000133
432574; ; 
433058; ; 
434181;10433;811000000133
434186;3640;131000000132
434908;9284;211000000133
435093;2084;311000000133
435695;9618;111000000132
436370;7627;711000000123
437053;2089;311000000133
437418;7326;131000000133
437748;9853;711000000133
437963;9847;111000000133
438538;2948;111000000131
439726;629;111000000133
440285;25592;711000000133
440730;621;211000000133
440759;6113;131000000133
441579;24935;111000000133
441806;12836;231000000133
442955;10326;111000000131
443139;4707;131000000133
443248;26012;211000000133
443586;2664;711000000133
445860;8514;131000000111
447003;2005;611000000133
447064;4985;811000000133
447350;4165;131000000133
447833;10113;211000000133
447848;8449;811000000133
448809;10845;131000000133
449157;97;131000000133
450034;223;111000000133
450266;530;131000000133
451207;7448;111000000133
451599;9206;511000000133
452157;10641;211000000133
452630;10541;131000000131
452706;22140;151052010133
453624;10704;211000000131
454668;10568;811000000133
455383;5267;131000000133
457300;15781;131000000133
457594;5019;111000000131
457614;7372;411000000133
457690;14778;611000000133
458688;3348;131000000133
458908;9410;111000000131
459952;239;111000000133
460044;10105;411000000133
460207;10119;111000000131
461451;10565;111000000133
463090;8505;131000000111
463304;13333;131000000133
463305;1262;151052013133
463367;1909;111000000232
463465;14788;111000000131
463620;26094;211000000132
464098;9472;131000000133
464993;384;131000000131
466148;9156;111000000131
466448;9897;131000000133
466504;959;111000000133
466919;12115;131000000133
467668;2938;131000000133
467760;2283;131000000133
468066;1664;131000000133
468807;294;111000000133
469237;12872;711000000133
469764;9900;131000000133
469988;3328;131000000133
470391;25471;211000000132
471876;41617;131000000133
471908;1681;511000000133
472378;2084;811000000133
472729;2436;111000000133
473259;3173;131000000133
473744;11805;131000000133
473785;9909;131000000133
474800;1132;311000000133
474915;10345;711000000133
475394;280;231000000133
475794;8514;331000000111
475796;9008;131000000133
475905;22428;111000000133
475934;4166;131000000113
476174;11111;131000000133
476248;7627;711000000123
476581;1585;811000000133
477604;40241;411000000133
477871;22397;131000000131
477976;2951;711000000133
478776;14490;111000000132
478810;10159;111000000131
478893;8756;211000000131
480073;24946;111000000132
480074;12;711000000133
480239;26274;131000000133
480565;26108;711000000133
481340;24935;511000000133
481439;4588;311000000131
482570;9807;111000000132
483198;2102;131000000113
483856;11527;131000000133
486011;298;211000000133
486095;9117;111000000133
486348;279;231000000133
486790;8487;431000000111
487005;24473;231000000133
487463;45;331000000113
488436;1198;211000000133
489310;9903;311000000132
489861;6588;711000000133
490962;4588;501000000131
491385;1447;211000000133
491442;5662;131000000132
491747;22175;111000000133
491786;8681;111000000132
492562;9036;111000000132
492563;14201;111000000131
492959;9013;511000000133
493248;16910;711000000131
493689;9986;131000000133
494757;20460;511000000133
494794;12244;111000000332
494842;12588;411000000132
494979;291;611000000133
496403;2013;131000000133
497230; ; 
497681;2935;711000000133
498310;22597;131000000133
498777;10329;131000000131
499076;10302;501000000132
499215;1873;811000000133
499459;1252;411000000133
499522;9013;111000000133
499670;14211;411000000133
500042;26292;231000000133
500445;10151;611000000133
500824;8495;131000000133
501729;10541;131000000131
501940;8821;211000000133
502094;9726;711000000133
502099;9926;411000000133
502227;10704;111000000131
503041;25304;131000000133
503500;1537;411000000113
503724;25032;411000000133
504153;7614;131000000131
504396;7722;341041005133
504589;11144;131000000133
504609;24916;111000000131
504871;5270;361064008133
505014;18080;131000000133
506090;10405;341041005133
506459;9897;131000000133
506734;616;411000000133
506995;8546;811000000133
507042;6500;811000000133
507497;8643;711000000113
509019;12117;131000000133
509397;2664;811000000133
510020;25525;611000000133
510197;343;811000000131
510514;9599;131000000133
510673;4553;131000000111
511538;1397;811000000123
511870;6304;211000000133
512004;16749;111000000132
512319;8436;111000000133
513255;13154;111000000131
513977;24935;131000000133
514150;7331;131000000133
514265;20567;311000000133
515091;284;231000000133
515198;10783;111000000133
515576;9866;131000000131
516556;4555;131000000121
516662;6767;111000000133
517457;4897;131000000133
517851;40298;111000000132
519462;611;131000000133
519753;1210;711000000133
520943;8505;131000000111
522010;25385;211000000132
522997;6674;111000000133
523252;9474;131000000113
523290;5597;511000000133
523515;4561;131000000131
523710;31010;711000000133
523814;22436;111000000133
523900;6271;111000000133
524831;224;311000000133
525596;10326;811000000133
527488;8756;111000000131
527587;16549;131000000133
528127;10397;451052010133
528374;22535;131000000133
528837;2084;811000000133
529915;24438;311000000133
530258;14687;231000000133
530926;3638;131000000133
532642;25936;111000000131
532770;9131;311000000133
534443;25390;711000000131
535558;10674;111000000133
535849;1676;131000000133
537930;6781;211000000133
538350;9547;211000000132
538554;25324;611000000133
538880;40177;611000000131
539436;11843;511000000132
539665;11993;611000000133
540455;10248;341041005131
540781;4594;211000000131
540887;25026;361061003133
544361;9312;611000000133
544394;706;111000000133
544612;9582;131000000133
546490;6060;711000000133
546577;16980;711000000133
546694;9200;511000000132
546957;2019;331000000133
547110;6086;611000000133
547116;31068;611000000133
547189;9334;311000000133
547482;10725;131000000133
548202;22626;131000000133
548519;25770;711000000123
548630;5001;111000000133
549435;17818;131000000133
549943;4707;131000000133
550016;25324;511000000133
550158;14210;131000000133
550204; ; 
550670;8927;431000000113
550672;16507;231000000133
550836;1483;111000000113
551038;8811;131000000131
551214;13330;131000000131
552446;45;411000000113
553659;5224;111000000133
553800; ; 
554088;22255;411000000132
554633;9281;131000000133
554886;6086;711000000133
556052;24407;131000000133
556120;12255;111000000132
556310;8811;131000000131
557138;8488;231000000113
557524;20440;111000000133
557795;25215;511000000132
557969;9922;211000000131
558063; ; 
558572;9339;511000000133
558583;10473;111000000133
558842;10749;231000000133
559070;2339;111000000133
559445;24444;351058035131
561461;2744;111000000131
561516;10873;411000000133
561609;11706;131000000133
561815;9433;711000000133
562074;12961;131000000133
562673;4155;111000000133
562674;10621;111000000132
562851;25936;211000000131
563318;12192;131000000133
563319;4644;231000000133
563612;22105;111000000133
565373;25078;111000000132
566028;25047;111000000132
567568;9985;131000000133
568596;4548;501000000133
568786;1262;151052013133
568916;7006;711000000133
569564;109;131000000133
570431;6846;131000000133
571031;25475;511000000133
572234;3465;511000000133
573054;493;111000000133
574482;12050;811000000133
574518;31153;811000000133
575736;9986;341041005133
576431;9660;351053014133
576514;8491;131000000122
576977;3055;131000000133
577389;2551;131000000131
577682;2064;431000000133
577819; ; 
578119;7331;131000000133
578582;3538;711000000133
579476;20136;131000000133
579675;11144;131000000133
579763;4309;131000000133
579931;6305;511000000133
579956;11838;211000000133
580079;316;111000000133
580176;10501;131000000133
580855;218;131000000133
582122;25542;111000000133
582314;13486;211000000133
582364;26411;311000000133
582789;8488;231000000113
582868;17875;511000000133
583439; ; 
583952;9064;361061003133
584013;14717;111000000131
584172;2552;351053015133
585262;9504;311000000233
585550;4534;131000000131
585723;9206;211000000133
586199;9867;131000000133
586314;3305;131000000133
586734;2939;131000000133
589378;25198;211000000132
590779;4535;131000000131
593348;24626;131000000133
593620;4737;611000000131
593818;5652;111000000113
593820;10476;501000000133
594213;6254;511000000133
594892;15676;131000000133
594952;5959;111000000133
595611;12255;111000000132
595784;25160;111000000132
595950;1119;111000000113
597013;3387;131000000133
597763;24329;131000000123
598030;14804;111000000132
598343;9511;111000000132
598720;18158;211000000131
598857;8576;711000000131
598996;17735;131000000133
600396;4753;501000000131
600678;8675;711000000113
601119;25851;211000000131
601346;10453;351052013133
601357;1313;711000000133
602567;20008;511000000133
602726;10436;111000000131
602928;2064;131000000133
603919;9074;711000000133
605763;40126;131000000133
606082;3248;131000000133
606999;8706;611000000133
608047;1184;211000000133
608230;9801;131000000133
608641;12716;131000000133
608977;10500;131000000133
609178;10768;411000000132
609225;2978;511000000133
609928;1431;711000000133
610413;25091;811000000133
610479;3251;111000000133
610735;2793;131000000131
611106;14720;131000000133
611110;516;131000000133
611111; ; 
611468;2249;111000000133
612394;13539;411000000133
612644;12736;111000000133
612740;4166;131000000113
613063;132;501000000132
613876;2938;131000000133
614436;9669;211000000133
614928;31030;131000000133
614951;20440;111000000133
615631;5652;331000000113
615711;8004;711000000133
616299; ; 
616517;11133;311000000132
616746;219;231000000133
616870;8510;231000000113
617462;8158;111000000133
618283;9012;111000000133
618403;10450;111000000133
618605;10130;131000000131
618652;9281;131000000133
618711;10638;111000000233
618819;25328;711000000132
619051;2840;111000000133
619052;9473;111000000132
619450;9534;611000000133
619561;10641;111000000133
621294;1516;131000000133
621790;22397;131000000131
622077;2103;231000000133
623036;10845;231000000133
625158;188;211000000133
625306;2703;111000000133
626845;9726;131000000133
627630;25153;811000000133
627855;25186;411000000132
628616;1500;711000000133
628727;24935;111000000133
628934;8598;431000000133
628972;2865;171072007133
629005;4700;131000000133
629219;11472;611000000133
630548;420;351052013133
630613;11687;211000000133
630957;4578;311000000133
631001;9312;331000000133
632405;24626;131000000133
633080;4533;131000000111
633644;3749;211000000133
633729;14922;411000000133
634495;2111;131000000133
635461;22616;111000000133
635981;10250;131000000133
636389;24686;131000000133
637459;25091;111000000132
637563;8813;231000000131
637589;22041;611000000133
638804;31010;711000000133
640109;3290;131000000113
640708;406;111000000131
641626;24685;111000000133
642022;9069;111000000133
642582;26538;211000000133
642904;9909;211000000133
643265;1316;411000000133
644023;10968;231000000133
644285;8496;131000000133
644808;24878;361061003133
645040;9140;811000000133
645576;10425;111000000133
646048;40014;211000000133
646725;26037;231000000133
648721;26245;611000000133
648820;1310;501000000131
649138;2733;131000000133
650071;4406;111000000131
650337;2013;811000000133
651121;11532;711000000133
652143;8632;501000000131
653443;3839;111000000133
653957;25114;431000000133
654473;13504;111000000133
654653;25288;411000000131
654762;9340;611000000133
655040;9366;811000000133
