mrun;cod_nivel;es_mujer;prioritario;alto_rendimiento;lat_con_error;lon_con_error
11802531;9;1;0;1;-33,7238362;-70,7413599
11803985;0;1;0;0;-29,9548821;-71,2607981
11803998;4;0;1;0;-32,7190534;-71,4062444
11804636;9;1;1;0;-33,3816466;-70,6520438
11807328;11;0;0;0;-33,0240115;-71,543171
11807403;7;0;0;0;-33,4430157;-70,7045004
11807852;9;1;1;0;-34,9877055;-71,2368458
11808087;2;0;1;0;-33,6034503;-70,6730935
11808492;1;0;0;0;-34,3884773;-72,0175338
11808643;9;1;1;1;-33,4694634;-70,542945
11809267;8;1;1;0;-33,565222;-70,6036913
11809391;9;1;0;0;-33,4532167;-70,6949639
11809405;1;0;1;0;-30,5901329;-71,1975065
11809589;9;1;1;1;-27,3621448;-70,3272032
11811169;9;1;0;1;-33,4183599;-70,7514536
11811615;2;0;1;0;-33,42075;-70,746381
11812921;1;1;0;0;-33,3761041;-70,6692385
11813500;1;1;1;0;-20,2931268;-70,1011314
11813520;10;1;1;0;-36,8237387;-73,0486496
11813880;9;1;0;0;-27,3666485;-70,3290316
11815422;3;0;1;1;-20,2260844;-70,133012
11815775;5;0;1;0;-33,4746872;-70,5730565
11816988;4;1;1;1;-32,8930403;-71,2590863
11817059;1;0;0;0;-32,4457382;-71,2372971
11817403;9;1;0;1;-33,5118954;-70,6816662
11817861;1;0;1;0;-34,9811747;-71,2203078
11818258;7;0;1;0;-34,2892589;-71,1494648
11818341;9;1;1;0;-33,0528108;-71,5958432
11819750;9;1;1;1;-39,3595964;-71,5843915
11821824;4;1;0;1;-33,3913006;-70,6641635
11822029;9;0;0;1;-33,5475229;-70,6801688
11822337;9;0;1;1;-18,4812234;-70,2805849
11824649;1;0;1;0;-22,1083525;-70,2119291
11824885;9;1;0;0;-38,7783321;-72,958748
11825470;7;1;1;1;-33,3752353;-70,6696217
11825604;9;1;1;0;-33,4384006;-70,6991791
11825783;7;1;1;0;-33,0227322;-71,5055876
11826660;6;0;0;0;-29,9703842;-71,2549641
11826837;1;0;1;0;-23,1021773;-70,4430246
11827270;2;0;1;0;-33,3704428;-70,7464868
11827285;10;0;1;0;-33,5264031;-70,5982948
11827642;1;1;1;0;-32,7421851;-70,7229557
11828244;6;0;0;0;-34,476867;-71,4787498
11828875;1;0;0;0;-34,1789898;-70,7692578
11829247;9;0;1;0;-35,4252341;-71,6624341
11830042;3;0;1;0;-20,2134332;-70,1548898
11830088;9;1;1;0;-42,4840103;-73,7648237
11830146;1;1;0;0;-34,1371337;-70,7387394
11830638;5;1;1;0;-33,431745;-70,6205438
11830657;9;1;0;1;-32,7552443;-70,7254606
11831028;9;0;1;0;-27,3564626;-70,3139632
11831234;2;1;0;0;-39,56965;-72,1805778
11831266;7;0;1;1;-36,6062426;-72,1055213
11831378;4;0;1;0;-40,5599092;-73,1738298
11832233;9;1;1;0;-36,7181501;-73,1205332
11832316;9;1;0;1;-33,4363821;-71,4476384
11834988;9;1;0;1;-33,4912281;-70,6071712
11835758;1;1;1;0;-33,5663039;-70,6091708
11835816;12;0;0;0;-35,1095136;-71,2790298
11836475;5;1;0;1;-33,4893144;-70,7771451
11836484;9;0;1;0;-33,4537444;-71,6319091
11837312;1;1;0;0;-33,5924653;-70,6234683
11837380;11;1;1;0;-33,5816216;-70,6338967
11837446;9;0;1;0;-33,5961494;-70,6757555
11838315;9;0;1;1;-34,2892017;-71,3089244
11838675;5;1;1;0;-33,6016598;-70,5609527
11838805;7;0;1;0;-33,6848526;-71,1987473
11839086;9;1;0;0;-36,8044626;-73,0460825
11839223;1;0;0;0;-33,0456939;-71,445766
11839296;10;0;0;0;-32,7513599;-70,7057791
11839318;1;0;0;0;-33,5514375;-70,5827354
11839786;1;0;0;0;-33,6030546;-70,6923963
11840730;9;0;0;0;-34,4070249;-70,8575768
11841581;11;1;1;1;-36,9860143;-73,1563504
11841666;6;0;0;1;-33,4681015;-70,7496637
11842677;7;0;0;0;-35,8246103;-71,8985296
11842843;10;1;1;0;-35,3440701;-72,3984307
11843180;9;0;0;1;-33,6479101;-70,9261415
11843805;1;1;1;0;-33,4638874;-70,55313
11845064;1;0;1;0;-29,9490262;-71,3442051
11845111;2;0;0;0;-35,833465;-71,57545
11845438;1;0;1;0;-33,5861204;-70,6299034
11845537;10;1;1;0;-27,3581555;-70,3256942
11845591;7;1;1;0;-33,0531384;-71,4299882
11846044;8;0;0;1;-37,4988779;-72,6711424
11846130;11;0;1;0;-38,7705771;-72,5972505
11846297;10;1;1;0;-37,0368806;-72,3945621
11846479;8;1;0;1;-33,0467799;-71,4248893
11846559;4;1;1;0;-18,4900077;-70,315458
11846838;9;0;1;1;-37,4454576;-72,3317759
11847033;3;0;0;0;-33,4271475;-70,7122546
11847171;9;0;0;0;-33,4875232;-70,6831132
11847278;3;1;0;1;-33,4000745;-71,5959078
11847623;9;0;1;0;-29,8793615;-71,2306298
11847700;9;0;1;0;-33,5383146;-70,5984545
11847969;1;0;1;0;-33,5721778;-70,6098576
11848215;1;1;0;0;-33,4446954;-70,6064665
11848708;1;0;0;0;-34,5821983;-70,9895965
11849250;5;0;0;1;-20,2440368;-70,1415449
11849514;8;0;0;0;-36,6177504;-71,8229533
11850631;0;0;0;0;-33,0476551;-71,6214447
11850678;1;1;1;0;-22,4458361;-68,9369824
11851502;4;1;1;0;-33,5000663;-70,6870875
11851757;9;0;1;0;-27,3426125;-70,6123721
11852386;6;1;1;0;-29,8723895;-71,242658
11852997;7;0;1;0;-41,4608174;-72,9621495
11853269;9;1;1;1;-37,24292;-73,320211
11854349;2;1;1;0;-33,8040854;-70,7106907
11854430;1;0;1;0;-36,8416972;-73,1045878
11854515;10;1;1;1;-33,0467326;-71,6121786
11855355;9;1;0;0;-33,3568904;-70,7101585
11856847;1;0;0;0;-33,0335514;-71,5046569
11856864;11;1;1;0;-33,486643;-70,6736672
11857641;1;1;0;0;-37,2740792;-72,7134403
11857827;10;1;0;1;-33,6015811;-70,5829464
11858187;9;0;1;0;-33,619729;-71,6016316
11858655;5;0;0;0;-20,2192132;-70,1361818
11858738;1;0;0;0;-35,4278687;-71,6667996
11859513;2;0;0;0;-33,2832842;-70,8767015
11860983;9;0;1;0;-37,7988318;-72,7115848
11861119;1;1;1;0;-33,4409073;-70,7436718
11861617;1;0;1;0;-29,8898655;-71,2413826
11861959;2;0;0;0;-33,5919348;-70,7039241
11862403;9;1;1;0;-33,7326268;-70,742726
11862846;3;1;1;0;-36,7946013;-73,1127744
11863427;9;0;1;0;-33,5428456;-70,6305229
11863846;9;1;1;0;-38,766748;-72,598241
11865284;1;1;0;0;-33,1819782;-70,6547534
11865719;1;1;1;0;-33,0474819;-71,6244193
11867145;5;0;0;0;-38,7401513;-72,5919381
11867161;9;0;0;0;-40,5841326;-73,1237152
11871501;9;0;0;0;-36,6144302;-72,1002455
11872304;9;1;1;0;-33,0474476;-71,5611698
11872901;9;0;0;1;-33,5648631;-70,8033127
11872960;1;1;1;0;-42,4827702;-73,7644468
11873003;1;1;1;0;-33,895634;-71,4562108
11873182;9;0;1;0;-33,5749109;-70,8059167
11873899;1;1;0;0;-32,6273049;-70,7165391
11874303;5;1;0;0;-20,2834626;-70,1221469
11874562;3;1;0;0;-41,4828819;-73,0015118
11874859;9;0;1;0;-29,9563276;-71,2481603
11874899;9;0;0;0;-34,1859679;-70,7596579
11875401;1;1;1;0;-29,9161632;-71,2234877
11875453;5;1;0;0;-34,9954691;-71,2071042
11875788;3;0;0;0;-39,3855025;-72,2731127
11876280;1;0;0;0;-33,5087893;-70,7931781
11876515;9;1;1;0;-33,6018338;-71,6134023
11876861;9;0;1;0;-39,8411575;-73,2141901
11878347;7;1;0;0;-34,9735266;-71,2150286
11879063;2;0;1;0;-33,0304268;-71,6397062
11879112;1;0;0;0;-33,6232111;-70,7023278
11880263;2;1;0;0;-40,5538251;-73,197613
11880626;2;1;0;0;-38,7116091;-73,1645018
11880752;1;0;1;0;-33,6728956;-70,9854905
11880765;9;1;1;0;-23,6240493;-70,3908486
11880804;9;0;0;0;-33,5924165;-70,5464403
11881101;7;1;0;0;-20,2850131;-70,1023766
11881637;10;0;1;0;-42,3713203;-73,6604876
11881880;9;1;1;0;-20,2609773;-70,1246924
11882278;2;1;1;0;-32,9550076;-71,3578551
11882997;1;1;1;0;-33,5149928;-70,5872659
11883575;0;1;0;0;-36,6077687;-72,1054892
11883757;9;1;1;1;-33,4499346;-70,7132959
11885014;7;1;1;0;-29,9019565;-71,2479229
11885455;4;0;0;0;-29,9288594;-71,248867
11887415;11;1;1;0;-33,470792;-70,5778861
11887807;9;1;0;0;-33,2808538;-70,8819851
11887811;7;0;0;0;-53,1790788;-70,9441093
11887902;9;0;1;0;-20,2676526;-70,1010833
11888619;10;1;0;0;-32,4243275;-71,0643505
11888728;7;0;0;0;-30,5881403;-71,2060039
11888841;1;0;0;0;-33,4637413;-70,6442781
11889063;5;1;0;0;-32,8341871;-70,6003479
11889628;1;0;0;0;-33,507415;-70,7798187
11890018;5;1;0;1;-32,6304649;-71,4242411
11890110;9;1;0;1;-38,6812242;-72,0131893
11890179;9;1;0;0;-33,5264317;-70,786452
11890181;9;1;0;0;-34,168245;-70,7428947
11890312;9;0;0;0;-53,171592;-70,9423251
11890396;3;1;1;0;-33,5118721;-70,6640493
11892330;10;1;1;1;-36,9969173;-73,1666463
11892794;7;0;1;0;-36,9872204;-73,1575214
11893705;8;1;0;0;-39,2779327;-71,9762174
11893971;9;1;0;0;-33,1252911;-71,5639563
11894059;9;1;0;1;-53,1590041;-70,8899374
11894485;2;1;1;0;-36,7289069;-73,0999631
11894705;9;0;0;0;-29,9032394;-71,2592932
11894844;1;1;0;0;-33,5953494;-70,5806644
11895327;1;1;0;0;-33,0471023;-71,624934
11895784;3;1;1;1;-33,5180003;-70,6011921
11895975;5;1;1;1;-33,4122985;-71,1446364
11896404;9;0;1;0;-37,0051388;-73,143934
11896457;2;0;0;0;-33,0254974;-71,5542773
11896594;1;1;1;0;-33,6009519;-70,5708572
11896666;9;1;1;0;-33,5520818;-70,6512336
11897644;2;0;0;0;-33,572262;-70,7936941
11897815;1;1;1;0;-32,8809336;-70,5926166
11898066;4;0;0;0;-37,4553436;-72,3316511
11898900;9;0;1;1;-23,5920237;-70,391757
11899912;11;0;1;0;-33,0225442;-71,5531131
11900109;7;0;1;0;-33,2840049;-70,8758755
11900539;9;1;1;0;-33,3931199;-70,6772099
11901036;4;1;0;1;-33,4911169;-70,6221518
11901661;10;1;1;0;-27,3569429;-70,3286944
11901914;3;1;1;1;-36,7915493;-73,0937371
11904220;7;0;0;1;-33,5264304;-70,662592
11904549;5;0;0;0;-33,4247939;-70,7591588
11905029;9;0;1;0;-38,772104;-72,5977404
11905857;5;0;0;0;-33,3519412;-70,7338099
11907293;4;0;0;1;-22,4443184;-68,9271416
11908345;1;1;0;0;-33,0626813;-71,5916818
11909541;7;0;0;0;-37,4612794;-72,3615329
11910031;1;0;1;0;-33,5670546;-70,626389
11910177;9;0;0;0;-33,0836396;-70,9300282
11910277;1;1;0;0;-33,5690046;-70,5834588
11910292;8;1;1;0;-33,0445688;-71,6207043
11911729;7;1;1;0;-32,7986378;-70,5865896
11912324;8;0;0;0;-42,5255583;-73,8218528
11912405;3;0;1;0;-51,7397489;-72,487771
11913484;9;0;1;0;-33,554702;-70,6631224
11914040;3;0;0;0;-33,0238517;-71,5527218
11915394;9;1;0;0;-33,5186889;-70,5516779
11915429;7;0;0;0;-33,4316632;-70,6090642
11916387;7;1;1;0;-38,5389861;-72,4221161
11917016;2;0;0;0;-36,4135437;-71,948044
11917615;1;0;0;0;-36,5880056;-72,0696136
11917736;5;0;0;0;-33,3520512;-70,7224418
11918153;3;1;0;0;-33,4523245;-70,529109
11918419;9;0;0;1;-23,6688649;-70,3890966
11918574;1;0;0;0;-33,5174529;-70,692185
11919911;9;0;0;1;-33,5031928;-70,7932241
11920039;9;0;1;1;-27,3854517;-70,3155854
11920421;1;0;0;0;-20,2773991;-70,0912555
11920445;10;1;0;0;-33,470334;-70,6154017
11920973;5;1;0;0;-34,3881946;-72,0169849
11921690;9;0;0;0;-33,4890372;-70,7218217
11923627;9;1;0;0;-32,8986771;-71,2612511
11923667;3;0;1;0;-36,6285581;-71,8332375
11923724;1;1;0;0;-33,5824928;-70,6672679
11924166;9;1;1;0;-18,4807707;-70,3160129
11924213;10;1;1;0;-35,7459009;-71,5847718
11926169;1;1;0;0;-33,5732485;-70,7953891
11926433;7;1;0;1;-23,6174213;-70,3819854
11927374;4;1;1;1;-33,5767634;-70,6428754
11928522;3;1;0;1;-33,1265708;-71,572937
11928938;8;1;1;0;-39,5273592;-72,5349778
11929068;0;1;0;0;-33,5103975;-70,7530284
11929069;0;1;1;0;-39,8419382;-73,2292304
11929292;7;0;1;0;-33,8036341;-70,7353575
11929829;9;0;1;0;-40,5920976;-73,1507489
11930461;9;0;1;0;-33,055611;-71,3734673
11931006;1;1;0;0;-33,0576796;-71,387659
11931214;8;1;0;0;-34,1773291;-70,692117
11932103;9;1;1;0;-33,5397277;-70,5670391
11932223;3;1;0;1;-32,8426132;-70,608429
11933120;2;0;1;0;-33,489355;-70,681434
11933144;9;0;0;1;-33,4230501;-70,6953483
11933258;11;1;0;1;-34,9593671;-71,1276045
11934450;9;1;1;1;-33,4164432;-70,6658941
11934676;6;0;1;0;-36,8495528;-73,13422
11935090;0;1;0;0;-33,3034376;-70,8562571
11935133;1;1;0;0;-33,1007423;-71,6636006
11935737;7;0;1;0;-33,5650453;-70,6152599
11935809;7;1;0;0;-33,9859832;-71,8757198
11938100;9;0;1;0;-33,4458235;-70,7598363
11938895;5;1;1;0;-34,177098;-71,3653124
11938960;9;1;1;0;-34,401945;-70,8408514
11939827;5;0;1;0;-30,6063073;-71,1958566
11940323;6;1;0;0;-32,7897498;-71,1991907
11940402;1;1;1;0;-34,9443357;-71,2008288
11942041;9;1;0;0;-29,9217813;-71,2743592
11942325;9;0;1;1;-34,1516507;-70,723676
11944426;1;1;1;0;-34,1801647;-70,764935
11944490;8;0;0;0;-42,3809484;-73,6491194
11945151;9;1;0;1;-33,563348;-70,6033753
11945166;1;0;0;0;-33,6005573;-70,5482045
11945504;9;0;0;0;-33,3633316;-70,7167248
11946022;4;1;1;0;-38,7189548;-72,6117559
11946032;9;0;1;0;-33,513477;-70,6936272
11946083;1;0;0;0;-33,4754924;-70,749315
11946125;1;0;1;0;-37,4623324;-72,3831941
11947600;3;0;1;0;-36,6178895;-72,9585337
11947648;0;1;1;0;-34,1826908;-70,6493311
11948194;4;1;0;1;-34,7299785;-71,6448703
11948234;2;0;1;0;-41,8676031;-73,8256241
11948265;5;0;0;1;-32,8006931;-70,5783509
11948645;4;1;1;0;-33,4487054;-70,7369677
11950060;1;0;1;0;-32,4567331;-71,2285521
11950138;1;0;0;0;-33,0418053;-71,5906105
11950360;1;0;1;0;-33,2428189;-70,8194287
11950371;5;1;1;0;-33,045632;-71,6074851
11950543;7;0;0;0;-35,3893601;-71,5353169
11950652;11;1;0;1;-41,4547572;-72,988695
11952874;5;0;0;0;-23,5678469;-70,393176
11953726;1;0;0;0;-29,9485689;-71,3369785
11954464;3;0;0;0;-28,5754876;-70,7621884
11954657;4;1;1;0;-33,560075;-70,8744721
11956351;8;1;1;0;-33,5705102;-70,5640915
11956775;2;1;0;0;-34,1274955;-70,735669
11957285;9;0;1;0;-33,6785734;-70,9782557
11957419;9;1;0;0;-33,5133207;-70,5986329
11957447;6;0;1;0;-33,2518718;-70,7929976
11957594;7;0;1;0;-33,5015167;-70,6638217
11957999;4;1;1;0;-33,5139708;-70,7761291
11958473;7;1;1;1;-33,5211365;-70,7719959
11959042;0;0;1;0;-33,3972517;-70,7008643
11959375;11;0;1;0;-33,5973436;-70,6832247
11959462;7;1;0;1;-33,4684012;-70,5785599
11959698;1;1;0;0;-33,6265826;-70,6271707
11960046;2;0;0;0;-33,4615979;-70,6548375
11960284;1;1;0;0;-29,946909;-71,2484199
11961333;9;1;1;1;-35,8458318;-71,5969485
11961655;2;1;1;0;-33,411667;-70,6245964
11963201;7;0;0;0;-33,5575725;-70,8222972
11963800;8;0;0;0;-33,5349844;-70,7794212
11963833;4;0;0;0;-33,5461272;-70,7723115
11964188;9;1;0;0;-33,4605746;-70,6282059
11964296;10;0;1;0;-33,4351038;-70,6981632
11964405;2;0;1;0;-33,5203418;-70,6008919
11964704;8;0;1;1;-28,5137541;-71,0566394
11964996;9;1;1;0;-35,4210285;-71,6187349
11967250;9;0;0;0;-38,5328405;-72,4368181
11967928;7;1;0;0;-38,7159494;-73,1643616
11968779;10;1;0;0;-36,6186907;-72,1342089
11969059;1;0;0;0;-20,2240227;-70,1368681
11969976;2;0;1;0;-33,6094784;-70,6808932
11970282;10;1;0;0;-33,4377882;-71,6324402
11970466;4;0;1;0;-34,0161189;-71,8440873
11970576;1;1;0;0;-30,002312;-71,3306255
11970665;1;0;1;0;-33,4362443;-70,6496816
11970723;9;0;1;0;-33,4561156;-70,6704524
11971359;7;1;1;1;-38,9943786;-73,0905851
11972358;11;1;1;0;-33,5226832;-70,6012291
11972812;12;1;1;1;-34,576982;-70,9877733
11973193;9;1;1;1;-41,4714124;-72,9364775
11973712;9;1;0;0;-36,7449451;-72,9935697
11974029;2;1;1;0;-33,5128191;-70,6007475
11974425;9;0;1;0;-34,1686375;-70,7424947
11974783;7;0;1;0;-33,433397;-70,7611766
11975600;1;0;0;0;-33,7332607;-70,7633967
11975721;1;0;0;0;-40,589381;-73,1435068
11976642;1;0;1;0;-37,0283224;-72,3954217
11976757;2;1;1;0;-20,2313519;-70,1372713
11976975;2;0;0;0;-33,0327832;-71,4057874
11977358;9;0;0;1;-34,5342117;-71,3499258
11977474;1;0;0;0;-36,8950804;-73,1311909
11977992;10;0;1;1;-33,0463591;-71,4467098
11978271;1;0;0;0;-33,4892477;-70,7403203
11978455;9;1;1;0;-33,5726627;-70,6600113
11978508;9;0;1;0;-35,5489699;-71,3562449
11978624;9;1;0;0;-40,7263612;-72,8261824
11979619;1;1;0;0;-34,062302;-70,7272572
11979707;9;0;1;1;-29,8673987;-71,2388701
11979708;9;1;0;0;-35,4125487;-71,6402344
11979838;5;0;1;0;-37,0107343;-73,1586438
11980562;11;0;1;1;-27,3602946;-70,3275608
11980959;9;0;0;1;-33,4037667;-70,6340968
11981063;1;1;0;0;-34,3314604;-70,8957212
11981269;1;0;1;0;-33,0428483;-71,3713627
11983322;5;1;1;0;-27,3741146;-70,3278083
11983396;1;1;1;0;-35,844269;-71,5945847
11983516;1;0;1;0;-33,4140935;-70,640054
11983838;4;1;0;0;-38,7380115;-72,6275902
11984126;9;1;1;0;-34,4077649;-70,8454404
11984168;9;1;0;0;-23,6158624;-70,3815262
11986679;8;1;0;1;-33,8155825;-70,6945798
11987033;4;1;1;0;-33,4925562;-70,7655826
11987182;1;0;1;0;-45,4150769;-72,6890138
11987404;8;1;1;1;-33,5893585;-70,5985747
11988205;9;1;1;0;-33,4694311;-70,5595769
11988921;1;0;1;0;-33,0447152;-71,4422827
11989333;9;1;1;1;-33,4016297;-70,6442465
11989360;11;0;1;0;-33,5568541;-70,6373314
11989384;8;0;1;0;-33,5390591;-70,6240769
11990805;12;1;0;0;-33,5120508;-70,7525843
11990829;2;0;1;0;-33,6203221;-70,6001294
11991289;1;0;0;0;-33,554684;-70,6834972
11992098;6;1;0;0;-20,2474627;-70,0983226
11992271;3;1;0;1;-33,8131542;-70,8831988
11992429;1;1;0;0;-33,2019348;-70,6807833
11993447;9;0;1;0;-28,593639;-70,7471215
11993516;3;1;0;0;-29,8848651;-71,2493498
11993845;0;1;0;0;-27,3597419;-70,3278459
11993846;0;0;0;0;-33,7532129;-70,9089319
11993963;1;0;1;0;-33,0231583;-71,5515427
11994002;1;0;1;0;-33,5927984;-70,7059642
11994726;1;0;0;0;-33,4903692;-70,6376229
11994819;9;1;1;0;-20,2808887;-70,0806982
11994820;9;1;0;1;-33,5845812;-70,6285327
11995808;2;1;1;0;-33,5778699;-70,807922
11995853;1;0;0;0;-33,5171873;-70,5795616
11996516;9;0;0;1;-53,1676206;-70,9290786
11996556;9;1;1;1;-33,5505805;-70,6419183
11997403;9;0;0;0;-37,6837102;-72,0126915
11997545;1;1;0;0;-29,9804674;-71,2453995
11997581;6;0;1;0;-33,626788;-70,6269426
11998778;1;0;0;0;-36,9052864;-73,0323007
11999079;1;0;1;0;-33,4983876;-70,6650954
12000604;12;0;0;0;-33,5944775;-70,5776992
12001107;9;0;0;1;-33,4567426;-70,7454502
12001455;3;0;0;0;-33,257609;-70,7221935
12003146;1;0;1;0;-27,3872522;-70,3173777
12003177;9;0;0;0;-33,0552195;-71,3941468
12003453;3;1;1;0;-33,5921754;-70,5650761
12003622;4;0;0;0;-32,929343;-71,5212861
12004018;7;0;1;0;-33,5057246;-70,5676078
12004228;9;0;0;1;-33,4201172;-70,6936958
12004518;9;0;1;1;-33,5115949;-70,7542477
12004988;9;0;1;1;-37,4701763;-72,3497057
12005039;1;0;1;0;-34,6532096;-71,8974721
12005539;5;0;0;0;-40,0690723;-72,8647375
12006203;9;0;0;0;-40,5736676;-73,1614088
12006447;9;0;1;0;-33,43115;-70,6850652
12007236;3;1;1;0;-33,7295057;-70,7228605
12007528;9;0;0;0;-33,4790505;-70,5306552
12007774;3;0;1;0;-33,0235191;-71,5541884
12008226;1;1;0;0;-33,8276778;-70,6360884
12009147;4;0;0;0;-35,4401803;-71,6460209
12009148;4;1;0;0;-33,5398632;-70,5573704
12009737;12;1;1;1;-39,813964;-73,2455372
12009845;8;1;1;0;-33,4028697;-70,6750113
12010656;9;1;1;0;-33,608822;-70,8753758
12012165;12;1;1;0;-33,5808645;-70,6184404
12012386;3;1;1;0;-33,5854013;-70,649727
12013395;11;0;1;1;-33,5122328;-70,8026306
12013614;9;0;1;0;-33,6187778;-70,5956872
12013920;1;0;0;0;-33,4306725;-70,6523365
12015016;1;1;1;0;-38,980628;-73,0559621
12015570;2;1;0;0;-37,4713855;-72,349117
12015600;2;1;1;0;-36,7575331;-73,0943042
12016390;6;0;1;0;-40,5819282;-73,1258171
12017149;7;1;1;0;-32,7535119;-70,7109767
12018000;4;1;0;0;-32,9260413;-71,5208637
12018614;2;0;1;0;-37,4703186;-72,3533712
12018710;9;0;0;0;-33,6776597;-71,1952415
12018911;0;1;1;0;-33,5115804;-70,6894008
12019140;9;0;1;0;-33,4106485;-70,7273633
12020062;1;0;1;0;-35,4264659;-71,6636578
12021184;9;1;0;1;-39,8080644;-73,2150909
12021185;9;0;0;0;-33,6053498;-70,7108639
12021520;9;0;0;1;-33,0053174;-71,1843289
12022183;0;1;0;0;-33,5505917;-70,6214839
12022223;0;0;0;0;-37,4653375;-72,3512354
12023633;3;0;1;0;-18,4749762;-70,3129077
12024020;7;1;1;0;-39,639913;-72,3260685
12024406;3;1;1;1;-29,9473002;-71,2748753
12025328;5;0;0;1;-32,7489038;-70,7197578
12025583;8;1;0;0;-28,5632888;-70,7773128
12025962;9;0;1;0;-32,8110697;-71,2273901
12026136;11;1;1;0;-33,6328832;-70,5905678
12026900;2;1;1;0;-35,6978151;-71,3944392
12027475;6;0;1;0;-29,9775202;-71,2554221
12030344;9;0;0;0;-33,5548786;-70,6894689
12031127;9;0;1;1;-33,1913164;-70,6718701
12031593;3;1;0;0;-33,4339357;-70,6107662
12032069;11;0;0;0;-22,4304742;-68,9170393
12032356;7;1;0;0;-33,4234401;-70,6551387
12032522;1;1;1;0;-29,9369416;-71,2572894
12033288;1;0;0;0;-20,2605436;-70,1240521
12034083;1;0;1;0;-43,1196564;-73,6192709
12035287;3;1;0;0;-33,6865709;-71,2169886
12035369;9;1;1;1;-35,4107527;-71,6385586
12036722;0;1;0;0;-33,5458029;-70,5688055
12038539;7;1;1;0;-33,3636573;-70,7230873
12038551;12;1;1;0;-31,7799432;-70,968588
12038638;3;1;0;0;-37,4711012;-72,3706985
12039194;8;1;1;0;-33,5142908;-70,7898164
12040687;1;1;1;0;-39,8891703;-73,4287406
12041851;1;0;1;0;-34,7402647;-71,0682873
12042711;1;1;1;0;-41,4725403;-72,9847843
12042816;9;0;1;0;-33,5711468;-71,5984069
12043916;9;1;1;0;-34,1571118;-70,7281616
12043940;7;1;0;0;-33,5423148;-70,6788572
12044273;1;0;1;0;-38,9527653;-72,628612
12044955;8;1;1;1;-36,432478;-71,9656573
12045008;1;0;0;0;-33,5925834;-70,577443
12045281;6;1;1;0;-35,001388;-71,1888944
12046029;9;0;1;1;-46,2918623;-71,9371233
12046370;3;1;1;0;-33,5796883;-70,6120434
12046910;1;1;1;0;-36,582345;-72,1302365
12047001;1;0;0;0;-38,7712727;-72,6036549
12047221;9;1;0;0;-33,0227991;-71,5509755
12047326;3;0;1;1;-33,5903687;-70,6025014
12047472;1;1;0;0;-36,8265253;-73,0582306
12047750;0;1;1;0;-33,6057006;-70,5592184
12048220;3;1;0;0;-33,4886624;-70,6270093
12048806;9;0;0;0;-34,1721565;-70,7405095
12049445;3;1;1;1;-33,4535254;-70,7094071
12050060;3;0;1;0;-27,3587809;-70,3289227
12050797;12;1;1;1;-37,7287694;-72,2364334
12051803;1;0;1;0;-33,5247938;-70,6414498
12052549;9;1;0;0;-39,1006;-72,680198
12052990;2;1;0;0;-38,7403063;-72,6484266
12053076;1;1;1;0;-35,5944103;-71,7345044
12053476;9;0;1;1;-40,5914314;-73,1750978
12054453;1;1;0;0;-33,3988493;-71,6931365
12055289;8;1;1;0;-18,4819419;-70,2945153
12056106;9;1;1;0;-32,4475631;-71,2323047
12056567;7;1;1;0;-39,8333795;-73,2159141
12057381;10;1;0;0;-42,3715004;-73,6591326
12058708;2;1;0;0;-20,2678548;-70,1021387
12058716;9;1;1;0;-33,4041884;-70,7206077
12058915;3;0;0;0;-37,0376052;-72,4072689
12060217;9;0;1;0;-33,3940359;-70,8757837
12060260;4;1;1;0;-33,3778325;-70,723545
12060998;9;1;0;1;-36,9973524;-73,1511654
12061861;2;0;0;0;-33,4650401;-70,5474277
12061954;9;1;1;0;-33,0467288;-71,6242974
12062465;10;0;1;1;-20,2196924;-70,1426554
12062483;1;0;0;0;-33,5294588;-70,7790684
12062842;11;1;0;0;-29,8800317;-71,249666
12063318;2;0;0;0;-35,6968353;-71,4065382
12063790;6;0;0;0;-33,5304632;-70,5588717
12064209;7;1;0;1;-32,8539344;-70,6281467
12064537;10;1;0;0;-23,5892867;-70,3913047
12064612;7;1;0;0;-33,4509213;-70,5839121
12064970;4;1;0;1;-33,4870526;-70,6553623
12065001;2;0;1;0;-33,0613391;-71,5360646
12065139;1;1;0;0;-20,2703905;-70,1034954
12066018;4;1;1;0;-33,0554583;-71,6046873
12066258;4;1;0;0;-33,5251683;-70,7949917
12067457;11;1;0;0;-35,9540217;-72,3372196
12068148;8;0;1;0;-34,6517514;-70,8518635
12069212;8;0;0;1;-33,2393537;-70,8146813
12071408;4;1;0;0;-37,4388727;-72,3245723
12071739;1;0;1;0;-53,1766141;-70,9476889
12072777;0;0;0;0;-23,6620304;-70,3938849
12072817;1;0;1;0;-33,1837117;-70,6723248
12072955;9;0;0;1;-33,4892414;-70,9999029
12073404;9;0;0;0;-33,4276899;-70,5832401
12074149;1;0;0;0;-33,404222;-70,7195884
12074456;1;0;1;0;-32,7014595;-70,624433
12074595;1;1;0;0;-34,9979395;-71,3803364
12075224;5;0;0;0;-34,640005;-71,3438467
12077626;7;1;1;0;-33,0555827;-71,559691
12078917;1;1;1;0;-34,5931168;-70,9927282
12079062;9;0;1;1;-35,4267503;-71,6655197
12079341;3;0;0;1;-34,9857199;-71,2359283
12081002;5;0;1;0;-20,2134733;-70,1519027
12082079;9;1;1;1;-27,3572017;-70,3115034
