mrun_1;mrun_2;mismo_nivel;es_hermano;postula_en_bloque
3728;9064832;0;1;0
3728;16856062;0;1;0
8140;16645287;0;1;1
13446;25166778;0;1;1
13541;1959820;0;1;1
14028;13887788;0;1;1
14469;25291366;0;1;1
19074;6208593;0;1;1
23277;13495432;0;1;1
26769;26021718;0;1;1
44270;16426724;0;1;1
45042;11261541;1;1;1
50880;9766219;1;1;1
51162;25955632;0;1;1
51609;12605671;0;1;0
69671;20797476;1;1;1
70475;12090504;0;1;0
70669;25258545;0;1;1
77433;19764865;0;1;1
82704;25358700;0;1;1
85717;12276542;0;1;1
87880;16578624;0;1;1
93974;25257845;0;1;1
94119;16261937;0;1;0
98500;15880521;0;1;0
98877;6304894;0;1;1
102664;8860742;0;1;0
102664;16743330;0;1;0
102988;25841003;0;1;1
104193;21571372;0;1;1
105437;405850;0;1;1
106307;25529573;0;1;0
117543;6287500;0;1;1
120571;21972190;0;1;0
124500;12963538;0;1;1
125643;7904273;0;1;1
128314;6820343;0;1;1
131100;14474627;0;1;1
131467;12605217;0;1;0
141862;21183367;0;1;1
148909;4450970;0;1;0
148909;19365659;0;1;0
156932;9269063;0;1;0
163583;25453392;0;1;1
173490;276309;0;1;1
173490;466148;0;1;0
173490;3641290;0;1;0
174524;5130377;0;1;0
175254;6093966;0;1;1
175254;25414806;0;1;1
177426;4789935;0;1;0
184403;25442391;0;1;1
188360;10252352;0;1;0
188360;25269744;0;1;0
188360;25665486;0;1;0
189723;8336906;0;1;0
192874;1283902;0;1;0
198827;17077163;0;1;0
202745;6197105;0;1;0
203560;23523537;0;1;1
207519;26300736;0;1;1
210397;26108914;0;1;0
211757;25158493;0;1;0
212723;6513828;0;1;1
212925;26072351;0;1;1
224623;22426158;0;1;1
227181;12213367;0;1;0
229871;21903839;0;1;1
231968;4952007;0;1;1
235935;1006908;0;1;1
239159;25409391;0;1;1
244136;12527957;0;1;1
245202;25279227;0;1;1
247237;26297654;0;1;0
251113;17819295;0;1;0
266070;7680284;0;1;0
267718;12406332;0;1;0
269258;20150421;0;1;1
269848;25342654;0;1;0
275027;25995002;0;1;0
276309;466148;0;1;0
276309;3641290;0;1;0
285575;1206323;0;1;0
289218;25184435;0;1;1
291854;26002700;0;1;1
297728;22675633;0;1;1
297908;15251171;1;1;1
298308;13295974;0;1;1
298516;16189033;0;1;0
303504;25252711;0;1;0
303741;18022017;0;1;0
307290;22070649;0;1;1
316626;21692946;0;1;1
319572;25571038;0;1;1
320137;3205727;0;1;1
322234;14814002;1;1;0
323822;25663813;0;1;1
330621;18317698;0;1;1
331573;20057279;0;1;1
337705;8081507;0;1;1
344151;17156226;0;1;0
346354;1414606;1;1;1
349397;2302233;1;1;1
349397;10314485;0;1;0
349870;22308761;0;1;0
352357;4091283;1;1;0
357506;10956208;0;1;0
362572;25692053;0;1;0
363928;25694526;0;1;1
366667;19056686;0;1;0
366667;20139990;0;1;0
367326;16721406;1;1;1
369644;10372045;0;1;0
370152;26301405;0;1;0
373689;25378402;0;1;1
380883;25954784;0;1;0
397665;1653036;0;1;1
404346;7264226;0;1;1
405627;2473510;0;1;0
406945;25155799;0;1;0
415602;5715477;0;1;1
419702;2613796;0;1;1
419702;22480420;0;1;1
420619;16200850;0;1;1
422774;26205777;0;1;1
432211;5889218;0;1;0
437418;25990432;0;1;0
437748;3563057;0;1;1
439726;25546825;0;1;0
441579;25534642;0;1;1
443248;141108;0;1;1
443586;6598298;0;1;1
445860;11228889;0;1;0
445860;20015490;0;1;0
447064;21618908;0;1;1
457300;9602036;0;1;0
463090;2166543;0;1;0
463090;14870481;0;1;0
466919;26005209;0;1;0
471876;4031907;0;1;0
472378;15460483;0;1;0
475394;3656692;0;1;1
475796;9284637;0;1;1
478893;26283388;0;1;0
480239;13865806;0;1;1
481340;25543900;0;1;1
481439;12825460;0;1;1
486348;4774769;0;1;0
486790;3849770;0;1;0
487005;2691043;0;1;0
494979;1800975;0;1;1
499215;4939701;0;1;1
502094;3361114;0;1;1
503724;25562872;0;1;0
504396;21952630;0;1;1
506734;25557311;0;1;0
506995;6654561;0;1;1
510673;17816382;0;1;0
511870;14910385;0;1;1
515091;7071415;0;1;0
522010;26146391;0;1;0
523252;10925901;0;1;1
528837;1281127;0;1;0
530258;12951187;0;1;0
538880;5395897;0;1;1
538880;13125583;0;1;0
546490;18048548;0;1;1
547189;8544151;0;1;1
558063;14461093;0;1;1
576431;11996556;0;1;1
585550;2597730;0;1;0
586199;3027677;0;1;0
586199;21144374;0;1;0
586199;25303382;0;1;1
597763;25450740;0;1;0
598996;19519440;0;1;0
601357;12424325;1;1;1
609178;14883676;0;1;1
609928;4733801;0;1;1
618403;26059592;0;1;1
628616;5160808;0;1;1
628934;6403113;0;1;0
646725;19772035;0;1;0
657109;22554594;1;1;1
659972;25568181;0;1;0
673930;14638163;0;1;1
674168;20952811;0;1;1
674433;3689422;0;1;0
686360;6098798;0;1;0
693024;25428496;0;1;0
695813;5447977;0;1;1
695813;8339210;0;1;1
698982;25343060;0;1;0
709978;15122332;0;1;0
711261;4546663;0;1;1
711261;6796769;0;1;0
715754;25442024;0;1;0
719065;26010484;0;1;0
730836;26044145;0;1;1
733013;3376670;0;1;0
733014;17860698;0;1;0
733329;24407951;0;1;1
733329;25294662;0;1;1
737261;12435534;0;1;0
738755;2080302;0;1;0
739310;4509310;0;1;1
743829;26283835;0;1;1
744841;13368185;0;1;0
746388;18102411;0;1;0
748928;21433308;0;1;1
749411;26022955;0;1;1
749774;13571338;1;1;0
750313;19829590;0;1;0
751804;9629677;0;1;1
759189;25655754;0;1;1
768654;21467293;0;1;1
770077;19533136;0;1;1
771734;3082822;0;1;1
772265;2807605;1;1;1
772819;772855;1;1;1
776137;21536945;0;1;0
777812;15366080;1;1;0
779722;26090029;0;1;0
781098;6571705;0;1;1
785080;25894466;0;1;1
787828;16284199;0;1;0
787828;25306304;0;1;1
789079;26291242;0;1;1
789513;26135887;0;1;1
790929;8267916;1;1;1
792996;16950411;0;1;1
800855;12390249;0;1;1
800855;22842238;0;1;1
800855;24940200;0;1;1
802115;2538955;0;1;0
803594;9077600;0;1;1
803821;25279128;0;1;1
803944;2859591;0;1;0
803944;12397669;0;1;0
803944;14705151;0;1;0
803944;14816171;1;1;1
803944;16440567;0;1;0
803944;19850989;0;1;0
803944;25759921;0;1;0
804013;3373874;1;1;1
815546;17905005;1;1;1
823076;22362832;0;1;1
823337;9789203;0;1;1
831995;9401687;0;1;1
835104;25221243;0;1;0
836831;25256483;0;1;0
845611;13096985;0;1;0
846322;14342981;0;1;0
850018;13038678;0;1;1
866427;7642036;1;1;1
881617;11114732;0;1;1
882600;9474398;0;1;0
888003;2080223;0;1;0
888451;8742865;0;1;0
889650;14931425;0;1;0
889778;25233466;0;1;1
893129;12611162;0;1;0
897743;4642765;0;1;0
897743;17970803;0;1;0
897913;19055056;1;1;1
902407;5345842;0;1;1
904533;5407921;0;1;0
916467;10338469;0;1;0
916467;13431226;0;1;0
918968;12734447;0;1;1
920261;896391;0;1;1
922563;18939544;0;1;1
925491;6964633;0;1;1
927956;959792;0;1;1
932344;26018340;0;1;1
933119;21519971;1;1;1
942315;24037409;0;1;0
943448;18264175;1;1;0
946619;23706173;0;1;0
948276;14970932;0;1;0
949120;26278864;0;1;1
950757;25300750;0;1;0
960194;26126458;0;1;0
961235;8282904;0;1;1
961235;10700039;0;1;1
964784;22438946;0;1;1
970540;20641845;0;1;1
974337;2081450;0;1;0
975729;25317954;0;1;0
977501;9360160;1;1;0
996463;26301752;0;1;0
1006765;127664;0;1;0
1021592;4386809;0;1;1
1022177;25212069;0;1;1
1028798;6331674;0;1;1
1028798;25224914;0;1;1
1029866;22893594;0;1;1
1031460;5640987;0;1;0
1033010;24747456;0;1;1
1040056;4622588;0;1;0
1040056;25991193;0;1;0
1040344;9787897;0;1;1
1046392;1551669;1;1;0
1049074;7804035;0;1;0
1060085;10123291;0;1;1
1062430;19712042;0;1;1
1062872;23427304;0;1;0
1062872;25850346;0;1;0
1067072;12529449;0;1;1
1070612;13273511;0;1;1
1071330;17382929;0;1;0
1075173;18256593;0;1;0
1082940;25385428;0;1;0
1086584;25262069;0;1;1
1087099;8197452;0;1;0
1094468;24285361;0;1;1
1095791;18226813;0;1;0
1106993;3006795;0;1;1
1107142;19026340;0;1;0
1112490;21444728;0;1;1
1118247;25240603;0;1;0
1118862;21745131;0;1;0
1122419;4200919;0;1;1
1123145;10860536;0;1;1
1123145;26293841;0;1;0
1124048;25946070;0;1;0
1124406;1367835;0;1;0
1128586;665958;0;1;1
1132974;18124887;0;1;1
1132974;26021074;0;1;1
1135017;14941311;0;1;1
1136201;26108326;0;1;1
1144427;17825709;0;1;1
1151447;25482632;0;1;1
1160416;9936330;0;1;1
1165698;984817;0;1;1
1170408;20627610;0;1;1
1178383;21194498;0;1;1
1183532;13767697;0;1;1
1184974;8993259;0;1;0
1185136;25231352;0;1;1
1187844;15910614;0;1;0
1188412;11465874;0;1;1
1189678;26024364;0;1;1
1194346;18528771;0;1;1
1209602;25249488;0;1;1
1211068;2702207;0;1;1
1220032;18042842;1;1;1
1224196;13270273;0;1;0
1224621;13354581;0;1;1
1229792;22749370;0;1;0
1229792;25240603;0;1;0
1238127;25995374;0;1;1
1240009;2771282;0;1;0
1242074;25212813;0;1;0
1245209;23254355;0;1;1
1245209;26041321;0;1;1
1251113;13425577;0;1;1
1262316;23851313;0;1;0
1263300;25239200;0;1;1
1266491;25181984;0;1;0
1273653;16805620;0;1;1
1273839;2544512;0;1;1
1273839;20498761;0;1;1
1275579;25941041;0;1;1
1276483;25652003;0;1;1
1278954;24920349;0;1;1
1279967;25695657;0;1;0
1282570;26292930;0;1;1
1282621;17214036;0;1;1
1291103;15331328;0;1;0
1292601;25295709;0;1;0
1306602;24043734;0;1;1
1306602;26110058;0;1;1
1319427;14011733;0;1;0
1326717;230235;0;1;0
1327139;24133489;0;1;0
1334109;25369863;0;1;1
1341745;25563532;0;1;1
1346016;23385238;0;1;1
1349488;22708364;0;1;1
1350012;7697180;0;1;0
1350012;22436173;0;1;0
1350474;4816127;0;1;1
1350474;6689218;0;1;0
1350477;383018;1;1;1
1351687;22566014;0;1;0
1351984;2362796;0;1;0
1354358;19126660;0;1;1
1366439;12681680;0;1;1
1370313;13711425;0;1;0
1375404;17548306;0;1;0
1382849;17118467;0;1;0
1383695;5984600;0;1;0
1387491;25818053;0;1;0
1393098;25292140;0;1;0
1393940;24514152;0;1;0
1399465;26245174;0;1;0
1405161;26259563;0;1;0
1410176;23232292;0;1;1
1410732;14560423;1;1;1
1413156;2837439;0;1;1
1415064;25880196;0;1;0
1415991;4604724;1;1;1
1419605;24087695;0;1;1
1423066;13706059;0;1;0
1429341;1814691;0;1;1
1439329;16555273;0;1;1
1442469;18460346;0;1;1
1445576;2539667;0;1;1
1447818;25399770;0;1;1
1453740;2040199;0;1;0
1455542;26291254;0;1;1
1462973;16404160;0;1;1
1468345;17459726;0;1;1
1470054;21688388;0;1;1
1471462;17342332;0;1;0
1480624;25418787;0;1;1
1481948;6289224;1;1;1
1481948;25312199;0;1;0
1483441;1079715;0;1;0
1483441;6295138;0;1;0
1483441;7992315;0;1;0
1490902;1086584;0;1;1
1490902;25262069;0;1;1
1492928;26163469;0;1;0
1494728;24313751;0;1;0
1500290;25938503;0;1;0
1502497;4150489;0;1;1
1505163;4450739;0;1;1
1513521;4422674;0;1;1
1514112;15638620;0;1;0
1515567;25995099;0;1;0
1516122;9986639;0;1;0
1520760;19678860;1;1;1
1521951;7195081;1;1;1
1528053;22176526;0;1;1
1528058;25280125;0;1;0
1529692;8170846;0;1;1
1533327;10024970;0;1;1
1543781;26106844;0;1;1
1546349;3398270;0;1;0
1546349;24205293;0;1;0
1546589;23900584;0;1;0
1558174;19673691;1;1;0
1565905;9305345;0;1;1
1571025;25419743;0;1;1
1571962;5624415;0;1;0
1571962;17590918;0;1;0
1588896;7465397;1;1;0
1597075;19108846;0;1;0
1599507;25535700;0;1;0
1620633;25570721;0;1;1
1626160;16945443;0;1;1
1626160;25363448;0;1;1
1630068;25196104;0;1;0
1630576;3513446;0;1;0
1641165;20853859;0;1;1
1645568;6799285;0;1;0
1647217;25406181;0;1;1
1647217;26280969;0;1;1
1650423;26130340;0;1;1
1650479;17397876;0;1;1
1653953;14060278;0;1;1
1658087;4887842;0;1;0
1662231;22535679;0;1;1
1662231;25549957;0;1;1
1668302;18956537;0;1;0
1669387;24149100;0;1;1
1669387;25375300;0;1;1
1669387;25525764;0;1;1
1673047;23696705;0;1;1
1681847;25343464;0;1;1
1684976;15090238;0;1;0
1704159;3402507;0;1;0
1704316;8821552;1;1;1
1705779;1437397;0;1;1
1713312;1179006;0;1;0
1716222;14281666;0;1;1
1716517;4598710;0;1;0
1725739;4515500;0;1;1
1725929;15512593;0;1;1
1734358;12890081;0;1;1
1734358;25934866;0;1;0
1736798;26108394;0;1;1
1737482;16331350;0;1;0
1738700;24187289;0;1;1
1744441;22651501;0;1;1
1751092;26301778;0;1;0
1751245;25321962;0;1;1
1761606;25648082;0;1;1
1763083;25342677;0;1;1
1765986;25337257;0;1;1
1767604;9280060;0;1;0
1770007;25681266;0;1;0
1771327;25297684;0;1;1
1777681;187350;0;1;0
1786606;11204501;0;1;0
1796342;20921887;1;1;1
1801242;1224196;0;1;1
1801242;13270273;0;1;0
1804422;26206702;0;1;1
1809963;5410050;0;1;1
1809963;24771600;0;1;0
1813898;12590288;0;1;0
1813898;25376125;0;1;0
1820271;7273999;0;1;0
1831709;7926022;0;1;1
1836060;11134464;0;1;1
1838635;3903701;0;1;0
1838635;19933890;0;1;1
1846943;6993825;0;1;1
1847067;6990537;0;1;1
1853663;25316694;0;1;1
1883634;25563356;0;1;0
1885365;22279482;0;1;1
1885822;10504908;0;1;1
1888283;26286631;0;1;0
1892834;26302523;0;1;1
1897610;24108842;0;1;1
1899615;9455373;0;1;1
1903646;12992777;0;1;0
1916322;25665884;0;1;1
1919435;11983838;0;1;1
1919856;15634237;0;1;0
1923097;25543607;0;1;1
1923999;25653018;0;1;1
1924449;13064936;0;1;0
1925429;25663286;0;1;0
1926515;22995240;0;1;1
1928358;25366587;0;1;1
1928732;16883538;0;1;0
1930297;25199142;0;1;1
1936223;19058837;0;1;0
1938522;14292422;0;1;1
1942528;5805666;0;1;0
1951553;2822092;0;1;0
1952391;21038328;0;1;0
1955639;104287;0;1;0
1955639;9617001;0;1;1
1964555;8467403;0;1;1
1965765;22912102;0;1;1
1979713;8872250;0;1;1
1980593;7529452;0;1;0
1981476;19907652;0;1;1
1981759;25888830;0;1;1
1985370;20677350;1;1;0
1987636;21546373;1;1;1
1988548;2058436;0;1;0
1994705;22289023;1;1;1
1996452;26259224;0;1;0
1996939;10012180;0;1;0
1998951;10184929;0;1;1
1998951;25569818;0;1;1
2001805;1542464;0;1;0
2005186;13857655;0;1;0
2015643;11847278;0;1;1
2017137;19960524;1;1;1
2020143;5885906;0;1;0
2023861;25647582;0;1;0
2024588;3163928;0;1;1
2024588;21431695;0;1;0
2030237;19959759;0;1;1
2038605;25572224;0;1;1
2048704;6244940;0;1;1
2057722;1923999;0;1;1
2057722;25653018;0;1;1
2058183;25161825;0;1;1
2063826;17704954;0;1;1
