mrun;cod_nivel;rbd_admitido;cod_curso_admitido
77433;2;14210;211000000133
77705;9;3003;131000000131
78110;4;10546;411000000112
78369;1;1367;111000000133
78425;9;10968;131000000133
78907;7;6691;711000000133
82066;10;24714;231000000133
82690;9;11177;131000000131
82704;1;25196;111000000133
82938;9;25550;131000000133
83731;6;2237;611000000133
84444;2;25201;211000000132
85262;1;232;111000000133
85717;9;24978;131000000133
87880;4;5016;411000000133
89289;1;3541;111000000133
90221;2;14494;211000000132
90453;2;26015;211000000133
91025;8;10715;811000000133
91239;6;13580;611000000133
92436;1;12113;111000000133
93974;5;22688;511000000133
94119;7;7627;711000000123
94150;7;11111;711000000133
94581;7;10715;711000000133
94730;5;292;511000000133
94909;3;6027;311000000133
95099;1;24622;111000000132
96161;1;20426;111000000132
97735;9;2551;131000000131
97973;9;24978;131000000133
98013;9;25258;131000000133
98500;7;14659;711000000133
98683;12;25464;431000000133
98877;4;9206;411000000133
99910;10;9959;231000000133
100604;11;2934;341041005133
101057;7;8485;711000000122
101064;4;9512;411000000131
101176;1;9768;111000000132
101213;1;3335;111000000133
101435;5;9828;511000000133
101454;2;4633;211000000132
102133;9;10746;131000000133
102246;3;9413;311000000133
102315;1;7385;111000000133
102501;6;617;611000000133
102513;9;3327;151053014133
102664;6;1751;611000000131
102988;1;1268;111000000132
104193;5;10430;511000000133
104287;4;13156;411000000133
104889;9;26084;131000000133
105053;9;13445;131000000132
105243;0;10892;501000000232
105263;9;9646;131000000131
105437;5;25166;511000000133
106307;1;10015;111000000132
106462;9;5656;131000000133
106504;7;2754;711000000133
106617;3;14917;311000000133
107386;9;9063;151052009133
107819;6;8627;611000000233
108340;3;25439;311000000233
108466;10;9060;231000000131
108748;1;25698;111000000133
111563;10;16446;231000000133
111717;9;10968;131000000133
112312;1;8756;111000000131
113082;9;17818;131000000133
113321;1;291;111000000133
113380;9;1213;131000000133
113848;10;2579;231000000123
115838;9;25028;131000000131
115969;5;7338;511000000131
116006;7;2151;711000000131
116067;11;8498;331000000133
116134;0;10497;501000000133
116745;9;2793;131000000131
117257;9;518;131000000113
117543;5;4517;511000000133
118030;9;8;131000000133
119203;7;3252;711000000133
119586;9;10832;131000000333
120571;3;11323;311000000132
120668;1;10674;111000000133
120684;2;11936;211000000131
120729;8;9007;811000000133
121100;0;12255;501000000131
121522;6;14879;611000000133
122066;9;24626;131000000133
122549;9;2794;131000000133
122586;9;4571;131000000133
124500;4;616;411000000133
124612;4;6164;411000000133
125004;1;292;111000000133
125643;6;25766;611000000133
126341;1;4179;111000000133
127225;11;31083;331000000133
127278;8;10503;811000000133
127501;9;25543;131000000131
127620;9;5440;131000000133
127664;8;1336;811000000133
128314;3;9876;311000000131
128940;1;4744;111000000132
129989;1;12244;111000000332
130705;5;10250;511000000133
130754;11;8001;351052013133
131100;4;9206;411000000133
131435;11;4977;341041005133
131467;5;26015;511000000133
132196;10;25101;231000000133
132227;5;9473;511000000131
132704;1;12602;111000000133
133531;10;15767;231000000133
133636;1;9714;111000000133
135294;1;10151;111000000132
135871;11;26303;331000000133
136112;9;4709;131000000133
136252;9;5566;131000000133
137210;7;31074;711000000113
138399;1;12810;111000000133
139091;9;15676;131000000133
139209;9;10052;131000000131
140086;7;1520;711000000133
140237;1;1682;111000000131
141108;1;26012;111000000133
141572;7;9175;711000000133
141787;5;25717;511000000131
141862;2;25032;211000000133
142048;9;12855;131000000133
142087;9;4270;131000000133
142672;4;1275;411000000133
143222;9;284;131000000133
143340;4;40316;411000000133
143635;9;8598;131000000133
144189;1;15768;111000000131
145001;3;10832;311000000133
145735;5;1681;511000000133
146824;10;25418;231000000133
148140;6;24431;611000000133
148471;5;525;511000000133
148566;7;31116;711000000133
148575;4;14539;411000000133
148909;9;5216;131000000133
149554;2;8931;211000000112
149654;9;9077;131000000133
150084;11;13621;331000000133
150509;9;1503;131000000133
151507;1;1680;111000000133
151836;9;13445;131000000131
151960;9;25220;131000000133
152119;1;25481;111000000133
152409;1;291;111000000133
152792;1;10352;111000000132
152945;10;3296;231000000133
153339;1;294;111000000133
154592;1;8293;111000000133
154696;9;1121;131000000133
155823;9;25171;131000000131
155929;1;127;111000000111
155997;9;40126;131000000133
156068;1;2065;111000000133
156085;4;525;411000000133
156523;5;646;511000000133
156932;7;9312;711000000133
157044;1;25733;111000000132
157156;8;6253;811000000133
157384;1;18147;111000000132
157580;9; ; 
159734;8;14870;811000000133
160978;2;1483;211000000113
162422;9;1522;131000000133
163583;3;11224;311000000132
164390;9;11111;131000000133
164544;1;4410;111000000133
165782;9;8945;131000000113
166039;9;8495;131000000133
166053;9;3976;131000000133
166109;9;1579;131000000131
166364;1;11837;111000000132
166365;1;18069;111000000132
167427;9;41135;131000000133
167537;1;12122;111000000132
167764;9;12004;131000000133
168003;1;10790;111000000133
168398;1;9917;111000000133
168877;1;25434;111000000131
169743;9;438;131000000133
171117;10;12515;231000000133
172497;1;10493;111000000132
173218;9;1672;131000000133
173490;9;8491;131000000122
174524;9;6929;131000000133
174560;9;8109;131000000133
174968;9;12242;131000000133
175013;9;9906;131000000133
175254;3;536;311000000133
175341;7;17750;711000000123
175518;11;22114;331000000133
176756;1;12255;111000000132
176757;0;8004;501000000131
176873;1;4168;111000000122
177165;6;25220;611000000133
177394;11;1663;341041002131
177426;7;7508;711000000133
177889;7;4164;711000000133
178435;4;536;411000000133
179894;10;12762;231000000131
180058;10;6085;231000000133
180403;3;8520;311000000133
180479;1;228;111000000133
181082;9;7720;131000000133
182178;9;4707;131000000133
182340;6;122;611000000133
182817;1;1397;111000000123
182997;9;8813;131000000131
184042;12;2163;431000000131
184403;6;8003;611000000133
184437;1;38;111000000133
184939;0;1211;501000000133
185997;9;13551;131000000133
186308;12;8491;431000000121
187350;3;10563;311000000123
187722;0;2997;501000000132
187850;1;18147;111000000132
188360;10;15682;231000000131
188501;9;448;131000000133
188776;9;7872;131000000133
189723;3;407;311000000133
192508;5;8005;511000000133
192704;1;2948;111000000131
192874;3;12944;311000000133
193543;1;12244;111000000232
194706;5;9289;511000000133
197706;10;2835;231000000133
197743;10;9194;231000000132
198163;9;16452;131000000233
198827;10;6643;231000000133
198987;6;10420;611000000133
199868;7;5229;711000000133
200188;9;4557;131000000133
200696;8;2553;811000000133
201139;1;9206;111000000133
201245;9;3290;131000000113
202325;5;14372;511000000132
202745;3;17920;311000000133
203030;9;7331;131000000133
203560;4;3117;411000000133
203978;9;24407;131000000133
204779;1;24978;111000000132
205420;9;9834;131000000133
205854;7;40114;711000000133
207519;3;4579;311000000133
207520;11;1517;381081004133
207856;11;9981;351052010133
208101;1;7638;111000000133
208636;11;12716;361064001133
209854;9;10845;131000000133
210276;1;26;111000000133
210397;1;4564;111000000131
210949;9;12151;131000000133
211461;9;9659;131000000233
211573;6;25395;611000000133
211673;6;25944;611000000133
211757;4;9089;411000000133
212318;1;9942;111000000131
212723;4;10135;411000000133
212925;8;8522;811000000133
212974;1;7710;111000000132
213223;1;284;111000000133
213512;3;18147;311000000233
214870;1;10604;111000000132
215014;9;16652;131000000133
215655;2;1596;211000000131
215953;3;16467;311000000133
216010;9;4190;131000000133
216449;1;10099;111000000133
216627;8;40065;811000000133
217141;9;6584;131000000133
217460;7;8938;711000000133
217474;9;25543;131000000131
218026;9;9328;131000000131
219003;9;10453;131000000133
219066;9;14373;131000000133
220084;9;5713;131000000131
220506;9;24444;131000000131
220840;9;11144;131000000133
221123;9;1361;131000000133
221741;1;1143;111000000133
221866;9;31030;131000000133
222404;9;16582;131000000133
222729;9;1443;131000000133
223140;1;5717;111000000133
224490;1;2126;111000000133
224623;7;7238;711000000133
224742;1;12772;111000000133
225195;12;2163;431000000131
225595;1;5745;111000000133
225634;1;11792;111000000132
226459;1;14922;111000000131
226974;9;13185;131000000133
227181;9;9194;131000000133
227311;9;19959;131000000131
227546;2;9182;211000000133
229071;3;10474;311000000133
229089;9;5656;131000000133
229298;9;8174;131000000133
229415;2;4831;211000000133
229810;9;1213;131000000133
229865;10;6007;231000000133
229871;8;712;811000000133
230235;5;9572;511000000131
230841;1;14552;111000000131
231030;9;8811;131000000131
231555;4;16690;411000000133
231968;5;26538;511000000133
232493;1;2457;111000000131
232587;8;4633;811000000131
232830;9;12655;131000000133
232902;9;701;131000000133
234014;2;9070;211000000133
235935;7;4838;711000000132
236461;1;13562;111000000133
236562;9;13590;131000000133
238607;10;22672;231000000133
239159;9;13330;131000000131
240115;1;9834;111000000133
240474;7;5218;711000000133
241248;7;25969;711000000133
242168;7;14672;711000000131
242257;11;20324;331000000133
242837;11;10453;351052013133
243201;6;9913;611000000131
243511;9;9328;131000000131
244136;11;12747;341041005133
245202;5;1680;511000000133
245217;9;9058;131000000131
245255;9;10397;131000000133
245483;9;2047;131000000113
245740;9;9896;131000000133
246356;4;22672;411000000133
246442;5;6781;511000000133
246647;9;2123;131000000133
247237;3;3260;311000000133
247809;10;5666;231000000132
248397;0;4180;501000000133
248505;5;26392;511000000113
249535;1;26164;111000000132
250155;0;12309;501000000131
250914;1;18126;111000000132
251113;8;1292;811000000233
251557;9;25824;131000000133
251796;11;16476;331000000133
252066;4;2940;411000000133
252347;1;7668;111000000133
253040;9;7470;161061003133
253041;9;448;131000000133
253216;9;22664;131000000133
253344;9;2938;131000000133
253618;1;25387;111000000132
255353;1;7630;111000000112
256480;11;431;331000000113
256917;9;24935;131000000133
256977;9;10044;131000000133
257049;5;11914;511000000133
257834;1;294;111000000133
258057;11;2793;361064001131
258951;11;24443;331000000133
259064;4;12719;411000000133
259554;1;8522;111000000133
259936;4;1174;411000000133
259977;9;14642;131000000133
260843;9;22516;131000000133
261428;8;26436;811000000133
261465;9;22114;131000000233
263559;4;11854;411000000133
263669;1;525;111000000133
264492;1;2457;111000000131
264592;9;9981;131000000133
265091;7;2803;711000000133
265443;9;7626;131000000133
266070;3;8800;311000000131
266890;11;22553;361064001133
267265;7;8930;711000000112
267718;7;16748;711000000133
268185;9;2793;131000000131
269258;3;8368;311000000133
269774;9;8811;131000000131
269848;11;7236;331000000133
271350;1;2119;111000000131
271445;9;9474;131000000113
271634;3;25525;311000000133
272041;5;9939;511000000131
272362;5;9171;511000000133
272819;1;10430;111000000133
272901;2;31300;211000000131
273023;1;9955;111000000132
273250;5;9334;511000000133
273349;1;10152;111000000132
273524;9;41617;131000000133
274355;6;7637;611000000133
275027;11;5568;361064008131
275209;0;40194;501000000132
275355;11;9362;331000000133
275520;5;9340;511000000133
276309;7;8485;711000000122
277596;9;1503;131000000133
278041;1;10729;111000000133
278077;2;2822;211000000133
278299;10;9106;231000000133
278618;1;2091;111000000133
278708;5;9673;511000000133
278847;4;24758;411000000131
279362;9;24892;131000000233
279902;10;10780;231000000133
280000;2;1517;211000000133
280318;7;10100;711000000131
280725;9;4505;131000000133
280808;2;1635;211000000133
280957;1;14452;111000000131
281782;0;3294;501000000132
282605;10;396;231000000133
282772;2;9859;211000000132
283163;1;40298;111000000131
283604;4;1217;411000000133
283730;4;4807;411000000131
283983;9;4165;131000000133
285006;9;7942;131000000131
285575;9;7973;131000000133
287155;9;968;131000000133
287197;7;5570;711000000133
287259;1;9299;111000000133
287383;2;7352;211000000133
287440;9;12242;131000000133
287798;1;8546;111000000133
288252;9;1213;131000000133
288627;1;30006;111000000132
288904;1;239;111000000133
289218;10;9369;231000000133
289454;1;10607;111000000132
289769;2; ; 
290058;9;2997;131000000133
290294;1;9206;111000000133
291854;1;24935;111000000133
292863;8;22495;811000000133
293731;9;26292;131000000133
293846;1;24626;111000000131
293963;2; ; 
294995;9;109;131000000133
295483;1;4302;111000000133
295530;1;1268;111000000132
297341;9;20184;131000000133
297728;6;9906;611000000133
297908;8;12935;811000000133
298207;1;10210;111000000133
298308;5;8498;511000000133
298516;6;4531;611000000132
299572;1;9863;111000000131
299718;9;4951;131000000133
299849;9;20136;131000000133
300061;8;9415;811000000133
300085;6;15705;611000000133
301228;1;4002;111000000133
301587;1;284;111000000133
301823;3;9312;311000000133
303174;5;11789;511000000133
303205;1;2249;111000000133
303462;6;25717;611000000131
303504;7;319;711000000133
303741;6;4169;611000000131
305485;9;9164;131000000133
306692;1;25230;111000000132
307290;11;1934;331000000133
307609;3;10173;311000000132
308168;8;22584;811000000133
308612;9;4165;131000000133
308683;7;3744;711000000133
308737;2;5599;211000000133
309168;9;22544;131000000133
309526;4;4594;411000000131
309776;7;18014;711000000133
310017;1;14373;111000000131
310317;4;4658;411000000132
310324;3;32140;311000000131
310587;1;25160;111000000132
310768;0;9106;501000000133
312644;9;1674;131000000133
313042;9;1676;131000000133
313317;9;8424;131000000133
314101;11;1504;361064001132
314525;11;10405;361064008133
315574;0;15610;501000000131
315906;9;3540;131000000133
316191;7;6072;711000000133
316389;8;297;811000000133
316626;4;9786;411000000133
316945;12;22478;461061003133
317052;12;25027;461064008133
317237;0;9033;501000000131
318600;9;8442;131000000233
318881;5;9881;511000000133
319020;1;10405;111000000133
319021;1;2946;111000000133
319205;1;9531;111000000132
319572;3;4984;311000000133
320137;6;3056;611000000133
320436;3;317;311000000133
321004;9;10845;131000000133
322234;12;10456;441041005133
322772;1;5667;111000000133
323486;5;25385;511000000132
323822;1;11818;111000000133
324290;9;7720;131000000133
324907;1;3639;111000000133
325875;9;20136;131000000133
325908;9;1672;131000000133
326021;0;9416;501000000131
326415;2;9121;211000000133
326573;0;3723;501000000133
328397;1;3481;111000000133
328999;1;4174;111000000133
330621;8;1595;811000000133
330722;10;12630;231000000133
330950;1;12623;111000000133
331285;10;3248;231000000133
331489;10;17907;231000000133
331573;6;7479;611000000133
332104;5;25751;511000000132
333371;1;2223;111000000133
333971;1;2118;111000000132
334087;7;2956;711000000133
334269;6;25153;611000000133
334522;7;8714;711000000131
337705;5;45;511000000113
337924;12;12301;431000000133
338519;1;9816;111000000133
338522;0;11498;501000000131
338539;2;10301;211000000133
338762;9;20158;131000000131
339039;6;25941;611000000131
340095;9;2064;131000000133
340096;9;25550;131000000133
340103;8;2654;811000000133
340603;6;2457;611000000131
340734;5;22277;511000000133
340877;2;303;211000000132
340959;1;2233;111000000131
341220;10;9087;231000000133
341811;3;1368;311000000113
341862;9;5662;131000000132
342052;9;399;131000000133
342755;6;14720;611000000133
343146;1;162;111000000133
344151;7;20426;711000000133
345110;0;4103;501000000133
345404;2;12652;211000000133
345903;1;25481;111000000133
346024;1;2423;111000000131
346354;3;12617;311000000133
346589;6;16556;611000000133
347431;3;25223;311000000133
348352;1;7722;111000000133
349397;9;14336;131000000133
349655;9;10493;131000000231
349857;6;8050;611000000133
349870;3;420;311000000133
349927;2;10515;211000000232
351103;9;1443;131000000133
351575;2;6224;211000000133
351614;0;285;501000000131
352357;2;2003;211000000133
352572;3;14373;311000000133
352699;10;26219;231000000133
353323;7;4646;711000000133
354309;0;12594;501000000132
355156;9;8812;131000000131
356754;4;26037;411000000433
356897;1;4019;111000000133
357506;8;12652;811000000133
357569;1;8714;111000000132
358587;12;9317;431000000123
358747;1;1368;111000000113
360454;5;2124;511000000133
360775;4;6052;411000000133
361256;2;31500;211000000131
362008;4;40395;411000000133
362572;1;9585;111000000133
363928;1;3249;111000000133
364065;7;4163;711000000133
364770;9;10845;131000000133
366155;10;19974;231000000133
366297;11;22236;331000000133
366667;8;9070;811000000133
367326;1;10818;111000000133
368298;7;2159;711000000131
368513;1;25;111000000133
369039;9;22755;131000000133
369237;11;1048;361061003133
369644;4;10420;411000000133
369726;1;20260;111000000131
370152;11;1681;331000000113
370177;1;10604;111000000132
371019;1;14879;111000000133
371243;1;10228;111000000111
371958;6;13341;611000000133
372409;5;10420;511000000133
372928;1;24626;111000000131
373189;9;10408;131000000133
373545;11;2444;341041005133
373689;1;294;111000000133
373913;9;3733;131000000133
373981;6;9282;611000000133
374036;3;10721;311000000133
375236;9;9182;131000000133
375483;9; ; 
375528;9;20424;131000000133
375989;9;22544;131000000133
375990;9;8494;131000000133
376025;3;10832;311000000133
376414;6;25501;611000000133
376739;10;283;231000000133
376807;7;1352;711000000233
377459;1;26494;111000000132
378872;1;2742;111000000133
379025;9;12033;131000000131
380077;7;16851;711000000133
380113;1; ; 
380453;11;8002;331000000133
380883;4;9537;411000000133
380973;10;10773;231000000133
383018;9; ; 
383144;9;22356;131000000133
383733;1;1119;111000000113
384835;5;18049;511000000133
385395;9;8945;131000000113
385551;9;10545;131000000133
385831;0;25032;501000000131
387069;9;31005;131000000133
388594;1;25160;111000000132
388638;1;1377;111000000133
388710;7;13376;711000000133
388881;5;1257;511000000133
389016;9;2123;131000000133
389700;2;17860;211000000131
390272;9;25950;131000000133
390457;9;25;131000000133
390567;1;7343;111000000131
391304;1;2116;111000000131
392065;4;9877;411000000133
392685;1;12691;111000000132
393672;3;5016;311000000133
395879;12;52;431000000133
396275;1;9008;111000000133
397101;11;26053;331000000133
397665;4;30006;411000000133
397963;9;7505;131000000133
399937;1;10625;111000000131
400711;2;5315;211000000233
401591;8;6087;811000000133
401623;9;9208;131000000133
402020;11;25644;331000000133
402030;9;24978;131000000133
402524;11;1941;331000000133
402526;9;1610;131000000131
402599;4;18111;411000000133
403229;10;25751;231000000131
404346;3;406;311000000133
404615;3;10324;311000000133
405627;11;25439;331000000133
405850;2;25166;211000000132
406945;11;22114;331000000133
408616;7;8926;711000000123
409545;1;2968;111000000133
410520;5;26019;511000000133
412969;9;9105;131000000133
413698;11;9897;351053015133
413950;0;2997;501000000132
414182;9;9912;131000000113
415602;8;24329;811000000123
416750;0;10160;501000000131
417679;1;489;111000000133
417938;2;4593;211000000133
418124;3;11144;311000000133
418253;3;12242;311000000131
418870;9;1675;131000000133
419158;3;12255;311000000132
419702;7;10854;711000000133
419820;1;19972;111000000132
420619;4;123;411000000131
420717;1;9356;111000000131
420727;5;24978;511000000133
420998;3;25038;311000000132
422181;9;10541;131000000131
422774;7;2532;711000000133
422786;11;3865;331000000131
424055;10;14674;231000000133
424456;9;9861;131000000133
425080;6;9867;611000000133
425824;12;25032;451051009133
426145;7;25644;711000000133
426717;2;10407;211000000133
428712;0;10464;501000000133
429666;1;3169;111000000132
429872;7;26130;711000000133
429949;9;9867;131000000133
430041;9; ; 
430121;12;8504;461061003111
430204;9;7629;131000000133
430239;5;10465;511000000133
431449;11;2635;331000000133
431451;9;10968;131000000133
431660;2;8931;211000000112
431707;6;1686;611000000133
431958;12;25371;431000000133
432211;8;2734;811000000133
432392;1;2412;111000000133
432574;9; ; 
433058;9; ; 
434181;8;10433;811000000133
434186;9;3640;131000000132
434908;2;9363;211000000131
435093;3;2084;311000000133
435695;1;9618;111000000132
436370;7;7627;711000000123
437053;3;2089;311000000133
437418;9;7326;131000000133
437748;7;9853;711000000133
437963;1;9847;111000000133
438538;1;2948;111000000131
439726;1;629;111000000133
440285;7;25592;711000000133
440730;2;621;211000000133
440759;9;6113;131000000133
441579;1;24935;111000000133
441806;10;12836;231000000133
442955;1;10326;111000000131
443139;9;4707;131000000133
443248;2;26012;211000000133
443586;7;2664;711000000133
445860;9;8514;131000000111
447003;6;2005;611000000133
447064;8;4985;811000000133
447350;9;4165;131000000133
447833;2;10113;211000000133
447848;8;8449;811000000133
448809;9;10845;131000000133
449157;9;97;131000000133
450034;1;223;111000000133
450266;9;530;131000000133
451207;1;7448;111000000133
451599;5;9206;511000000133
452157;2;10641;211000000133
452630;9;10541;131000000131
452706;9;22140;151052010133
453624;2;10704;211000000131
454668;8;10568;811000000133
455383;9;5267;131000000133
457300;9;15781;131000000133
457594;1;5019;111000000131
457614;4;7372;411000000133
457690;6;14778;611000000133
458688;9;3348;131000000133
458908;1;9410;111000000131
459952;1;239;111000000133
460044;4;10105;411000000133
460207;1;10119;111000000131
461451;1;10565;111000000133
463090;9;8505;131000000111
463304;9;13333;131000000133
463305;9;1262;151052013133
463367;1;1909;111000000232
463465;1;14788;111000000131
463620;2;26094;211000000132
464098;9;9472;131000000133
464993;9;384;131000000131
466148;1;9156;111000000131
466448;9;9897;131000000133
466504;1;959;111000000133
466919;9;12115;131000000133
467668;9;2938;131000000133
467760;9;2283;131000000133
468066;9;1664;131000000133
468807;1;294;111000000133
469237;7;12872;711000000133
469764;9;9900;131000000133
469988;9;3328;131000000133
470391;2;25471;211000000132
471876;9;41617;131000000133
471908;5;1681;511000000133
472378;8;2084;811000000133
472729;1;2436;111000000133
473259;9;3173;131000000133
473744;9;11805;131000000133
473785;9;9909;131000000133
474800;3;1132;311000000133
474915;7;10345;711000000133
475394;10;280;231000000133
475794;11;8514;331000000111
475796;9;9008;131000000133
475905;1;22428;111000000133
475934;9;4166;131000000113
476174;9;11111;131000000133
476248;7;7627;711000000123
476581;8;1585;811000000133
477604;4;40241;411000000133
477871;9;22397;131000000131
477976;7;2951;711000000133
478776;1;14490;111000000132
478810;1;10159;111000000131
478893;2;8756;211000000131
480073;1;24946;111000000132
480074;7;12;711000000133
480239;9;26274;131000000133
480565;7;26108;711000000133
481340;5;24935;511000000133
481439;3;4588;311000000131
482570;1;9807;111000000132
483198;9;2102;131000000113
483856;9;11527;131000000133
486011;2;298;211000000133
486095;1;9117;111000000133
486348;10;279;231000000133
486790;12;8487;431000000111
487005;10;24473;231000000133
487463;11;45;331000000113
488436;2;1198;211000000133
489310;3;9903;311000000132
489861;7;6588;711000000133
490962;0;4588;501000000131
491385;2;1447;211000000133
491442;9;5662;131000000132
491747;1;22175;111000000133
491786;1;8681;111000000132
492562;1;9036;111000000132
492563;1;14201;111000000131
492959;5;9013;511000000133
493248;7;16910;711000000131
493689;9;9986;131000000133
494757;5;20460;511000000133
494794;1;12244;111000000332
494842;4;12588;411000000132
494979;6;291;611000000133
496403;9;2013;131000000133
497230;9; ; 
497681;7;2935;711000000133
498310;9;22597;131000000133
498777;9;10329;131000000131
499076;0;10302;501000000132
499215;8;1873;811000000133
499459;4;1252;411000000133
499522;1;9013;111000000133
499670;4;14211;411000000133
500042;10;26292;231000000133
500445;6;10151;611000000133
500824;9;8495;131000000133
501729;9;10541;131000000131
501940;2;8821;211000000133
502094;7;9726;711000000133
502099;4;9926;411000000133
502227;1;10704;111000000131
503041;9;25304;131000000133
503500;4;1537;411000000113
503724;4;25032;411000000133
504153;9;7614;131000000131
504396;11;7722;341041005133
504589;9;11144;131000000133
504609;1;24916;111000000131
504871;11;5270;361064008133
505014;9;18080;131000000133
506090;11;10405;341041005133
506459;9;9897;131000000133
506734;4;616;411000000133
506995;8;8546;811000000133
507042;8;6500;811000000133
507497;7;8643;711000000113
509019;9;12117;131000000133
509397;8;2664;811000000133
510020;6;25525;611000000133
510197;8;343;811000000131
510514;9;9599;131000000133
510673;9;4553;131000000111
511538;8;1397;811000000123
511870;2;6304;211000000133
512004;1;16749;111000000132
512319;1;8436;111000000133
513255;1;13154;111000000131
513977;9;24935;131000000133
514150;9;7331;131000000133
514265;3;20567;311000000133
515091;10;284;231000000133
515198;1;10783;111000000133
515576;9;9866;131000000131
516556;9;4555;131000000121
516662;1;6767;111000000133
517457;9;4897;131000000133
517851;1;40298;111000000132
519462;9;611;131000000133
519753;7;1210;711000000133
520943;9;8505;131000000111
522010;2;25385;211000000132
522997;1;6674;111000000133
523252;9;9474;131000000113
523290;5;5597;511000000133
523515;9;4561;131000000131
523710;7;31010;711000000133
523814;1;22436;111000000133
523900;1;6271;111000000133
524831;3;224;311000000133
525596;8;10326;811000000133
527488;1;8756;111000000131
527587;9;16549;131000000133
528127;12;10397;451052010133
528374;9;22535;131000000133
528837;8;2084;811000000133
529915;3;24438;311000000133
530258;10;14687;231000000133
530926;9;3638;131000000133
532642;1;25162;111000000132
532770;3;9131;311000000133
534443;7;25390;711000000131
535558;1;10674;111000000133
535849;9;1676;131000000133
537930;2;6781;211000000133
538350;2;9547;211000000132
538554;6;25324;611000000133
538880;6;40177;611000000131
539436;5;11843;511000000132
539665;6;11993;611000000133
540455;11;10248;341041005131
540781;2;4594;211000000131
540887;11;25026;361061003133
544361;6;9312;611000000133
544394;1;706;111000000133
544612;9;9582;131000000133
546490;7;6060;711000000133
546577;7;16980;711000000133
546694;5;9200;511000000132
546957;11;2019;331000000133
547110;6;6086;611000000133
547116;6;31068;611000000133
547189;3;9334;311000000133
547482;9;10725;131000000133
548202;9;22626;131000000133
548519;7;25770;711000000123
548630;1;5001;111000000133
549435;9;12033;131000000131
549943;9;4707;131000000133
550016;5;25324;511000000133
550158;9;14210;131000000133
550204;9; ; 
550670;12;8927;431000000113
550672;10;16507;231000000133
550836;1;1483;111000000113
551038;9;8811;131000000131
551214;9;13330;131000000131
552446;4;45;411000000113
553659;1;5224;111000000133
553800;9; ; 
554088;4;22255;411000000132
