mrun;cod_nivel;rbd_admitido;cod_curso_admitido
168977;7;8376;711000000133
169053;9;11994;131000000133
169527;4;2839;411000000133
169739;10;10970;231000000131
170126;7;22221;711000000133
170656;10;1502;231000000133
171267;-1;8714;401000000132
171398;10;5666;231000000132
171563;0;11677;501000000131
171963;9;22504;131000000133
172021;12;110;431000000133
172157;9;5656;131000000133
172233;10;7;231000000133
172462;0;22334;501000000131
172515;2;56;211000000133
173167;3;1049;311000000133
173209;3;2664;311000000133
173218;8;1751;811000000131
173858;4;5471;411000000133
174032;3;19950;311000000133
174347;0;6188;501000000231
174671;2;7343;211000000131
174719;3;14778;311000000133
174963;2;5019;211000000132
175363;5;1751;511000000131
175394;1;10123;111000000133
175425;8;647;811000000133
177293;-1;31253;401000000131
177310;10;40295;231000000133
177394;10;40155;231000000133
177521;7;12588;711000000131
177547;0;18204;501000000132
178458;0;12185;501000000133
178926;7;22322;711000000133
179304;1;13463;111000000133
179582;1;707;111000000111
179995;-1;10291;401000000133
180058;9;20095;131000000133
180235;8;5589;811000000133
180325;1;10026;111000000131
180799;0;25043;501000000133
180877;6;5575;611000000131
181334;7;9077;711000000133
181484;9;16676;131000000133
181548;1;10424;111000000131
181907;7;9414;711000000133
181934;4;4160;411000000133
182106;1;10266;111000000133
182303;1;20041;111000000133
182518;1;6902;111000000133
182607;1;11147;111000000132
183131;1;116;111000000131
183305;-1;1161;401000000131
183627;1;11709;111000000133
183949;9;2442;131000000113
183993;9;22270;131000000113
184248;9;25028;131000000131
184285;7;26228;711000000133
184403;5;8003;511000000133
185417;1;9727;111000000131
185646;9;9834;131000000133
186232;1;4169;111000000132
187722;-1;292;401000000132
188500;8;14673;811000000133
188846;4;1553;411000000133
189161;1;25369;111000000131
189455;0;14359;501000000132
189995;12;22434;431000000133
190508;6;5569;611000000133
190989;1;40043;111000000132
191088;0;2131;501000000131
191444;1;1547;111000000131
192508;4;40282;411000000133
192704;0;2948;501000000131
193313;11;13504;331000000133
194312;9;40422;131000000133
194455;6;6087;611000000133
194629;4;52;411000000133
196342;1;10736;111000000133
196535;8;15589;811000000131
197026;6;3390;611000000133
197226;1;24856;111000000133
197341;1;8564;111000000133
197611;10;12605;231000000133
198921;9;7200;131000000133
198966;7;8706;711000000133
199154;-1;6501;401000000232
199228;0;8444;501000000133
199627;9;10187;131000000113
199903;1;1923;111000000132
200734;6;16695;611000000133
200860;9;1367;131000000113
200959;9;4715;131000000133
201096;0;5387;501000000133
201283;10;16446;231000000133
201316;11;8424;341041002133
201505;7;2311;711000000133
201892;12;20052;451058034133
201959;0;13606;501000000131
201960;0;10324;501000000131
202201;9;1884;131000000133
203266;1;1368;111000000113
203326;9;9906;131000000133
203356;5;1521;511000000113
203449;9;2793;131000000131
203536;7;2329;711000000133
203993;1;25386;111000000132
204033;1;10204;111000000133
204253;2;15646;211000000131
205297;10;3885;231000000133
205976;2;4672;211000000133
206574;7;5654;711000000133
207404;8;3008;811000000132
207735;4;2754;411000000133
208136;1;6460;111000000133
208625;9; ; 
208700;8;24213;811000000133
208835;7;1515;711000000131
209528;2;7343;211000000131
210058;1;2124;111000000132
210454;2;22014;211000000133
210652;11;4588;331000000131
210888;5;3010;511000000131
211524;5;22010;511000000133
211717;6;16541;611000000233
211900;6;14778;611000000133
212334;9;1996;131000000133
212925;7;9886;711000000133
213163;6;1554;611000000133
213256;1;410;111000000131
214095;7;24313;711000000133
214741;0;9105;501000000133
215015;9;2422;131000000133
215837;9;448;131000000133
216006;9;1363;131000000133
216320;12;20364;431000000133
216658;9;5590;131000000133
216760;9;8506;131000000131
217750;-1;8004;401000000132
217858;9;24438;131000000133
218604;7;14868;711000000133
219347;1;1610;111000000131
219678;7;15757;711000000133
219857;0;11931;501000000132
221035;9;7629;131000000133
221604;3;2171;311000000133
221741;0;1192;501000000131
222572;1;2950;111000000133
222866;6;289;611000000133
223919;0;18147;501000000132
223920;0;10881;501000000132
224490;0;2160;501000000133
225318;9;1196;131000000133
225651;9; ; 
225849;5;292;511000000133
226132;9;6897;131000000133
226175;7;5270;711000000133
226399;9;40457;131000000133
227282;12;2737;461064001133
227334;3;1720;311000000133
227727;9;8;131000000133
228181;1;26084;111000000133
228877;7;17907;711000000133
229851;3;2336;311000000133
229865;9;6007;131000000133
230276;9;10749;131000000133
230281;6;534;611000000133
230426;3;297;311000000131
230473;10;40343;231000000133
231116;9;1443;131000000133
231304;11;15775;341041005113
231834;0;25050;501000000131
232780;3;8441;311000000133
233379;11;4162;341041002131
233481;0;616;501000000133
233718;8;13593;811000000133
233742;9;2134;131000000133
234061;0;26362;501000000231
234645;9;9834;131000000133
235122;1;13135;111000000131
235420;1;1197;111000000133
236031;4;1889;411000000133
236538;9;4554;131000000133
236760;1;9948;111000000131
236963;12;15700;431000000133
237651;1;7641;111000000133
238285;7;31343;711000000133
239440;6;5315;611000000133
239564;5;2734;511000000133
240156;0;1482;501000000132
240319;0;9903;501000000131
240337;1;1534;111000000133
240543;0;26352;501000000131
240792;8;16715;811000000133
240885;10;20478;231000000133
240933;1;1684;111000000133
241448;9;701;131000000133
242090;3;14856;311000000133
242860;0;16541;501000000232
243800;11;8375;361064008133
244136;10;144;231000000131
244382;0;15746;501000000131
245312;9;9688;131000000133
245522;2;3541;211000000133
246242;9;3642;131000000111
246674;3;14885;311000000133
246754;-1;12772;401000000133
246868;0;1534;501000000131
247171;1;6060;111000000133
247318;9;9328;131000000131
247459;0;8845;501000000131
247809;9;5703;131000000133
248490;0;10324;501000000131
248816;2;419;211000000133
249469;9;16685;131000000133
250681;10;4977;231000000133
251004;0;9106;501000000133
251455;0;297;501000000131
252050;1;10413;111000000132
252588;1;25028;111000000132
252802;9;8109;131000000133
252837;9;25853;131000000133
252958;2;40298;211000000132
253246;2;2532;211000000133
253318;-1;9629;401000000131
253370;-1;9869;401000000131
254089;2;11265;211000000131
254159;0;1326;501000000131
254234;6;17828;611000000131
254397;9;6070;131000000133
255138;9;9328;131000000131
255353;0;7636;501000000131
256382;11;4287;351053014133
257206;1;2948;111000000131
258600;3;3265;311000000133
258641;3;30006;311000000133
260056;9;16443;131000000131
260188;11;3530;331000000133
260270;4;7349;411000000133
260763;2;2416;211000000133
260885;5;40343;511000000133
261155;1;1537;111000000113
261486;0;24733;501000000131
261835;3;285;311000000133
262031;11;7627;331000000123
262181;9;11883;131000000133
262298;2;4728;211000000133
262639;2;1369;211000000133
264640;9;3540;131000000133
265069;9;2448;131000000133
266938;10;22516;231000000133
267419;11;4140;371071005133
267630;0;10324;501000000131
268969;7;10240;711000000131
269034;9; ; 
270147;9;4709;131000000133
270225;9;4160;131000000133
271252;1;7872;111000000133
271540;0;9808;501000000132
271970;7;45;711000000113
272212;7;521;711000000133
272402;0;25766;501000000132
272590;9;31068;131000000133
273135;7;4728;711000000133
274057;1;2116;111000000131
274508;0;18234;501000000133
275148;10;399;231000000133
276065;0;2250;501000000131
277040;10;16644;231000000233
277114;6;493;611000000133
277708;3;7977;311000000133
277778;4;14788;411000000133
278154;12;5570;431000000133
278223;7;16460;711000000133
278286;5;1191;511000000133
278299;9;9150;131000000133
278352;1;1292;111000000131
278521;9;40343;131000000133
278893;10;31116;231000000133
279240;5;40343;511000000133
279268;1;16467;111000000133
279640;-1;20042;401000000132
279902;9;10830;131000000113
280104;3;7391;311000000133
280168;-1; ; 
280186;3;17689;311000000131
280499;1;9834;111000000133
280537;0; ; 
280705;0;3815;501000000133
280721;7;12255;711000000131
282248;11;14856;331000000133
282479;2;1384;211000000133
282485;9;9599;131000000133
282605;9;13168;131000000133
283570;9;4287;171072007133
283941;9;16843;131000000133
284268;10;6113;231000000133
284360;6;12878;611000000131
284636;10;4262;231000000131
285020;-1;3173;401000000131
285337;4;2948;411000000131
285395;0; ; 
285574;9;10405;131000000133
285804;1;12810;111000000133
286101;3;4667;311000000133
286734;9;25644;131000000133
287193;9;2283;131000000133
287258;0;2611;501000000131
287481;9;6752;131000000133
287494;11;1895;351052009133
287523;8;1975;811000000133
287615;10;125;231000000133
287651;9;5658;131000000131
287798;0;10338;501000000132
288399;1;8003;111000000133
289072;12;1681;461064001113
289138;7;14237;711000000133
289670;4;16713;411000000133
289769;1;40409;111000000133
290000;1;5578;111000000132
291028;3;18147;311000000233
291309;0;1465;501000000133
291324;3;2458;311000000133
291674;8;4408;811000000133
291870;9;17838;131000000133
292216;-1;10272;401000000132
292268;3;1524;311000000133
292506;0;9953;501000000132
293038;8;4574;811000000113
293053;0;5224;501000000133
293174;1;9289;111000000133
293602;9;7629;131000000133
293963;1;10721;111000000133
294243;0;1748;501000000131
294280;11;14778;331000000133
294285;-1;1329;401000000133
294407;6;22210;611000000133
294733;0;24878;501000000132
294892;-1;26257;401000000132
295032;2;616;211000000133
295312;3;4633;311000000132
296100;5;7352;511000000133
297030;-1;10265;401000000133
297961;1;8498;111000000133
297962;1;2026;111000000133
298074;8;14671;811000000133
298470;1;25220;111000000133
298705;9;1502;131000000133
299302;5;2948;511000000131
300097;9;4553;131000000112
300167;3;4176;311000000112
300704;0;2870;501000000133
300936;9;10075;131000000133
301171;1;24622;111000000132
301172;2;297;211000000131
301408;9;1504;131000000131
301435;-1;10547;401000000121
301465;0;298;501000000133
301739;10;7626;231000000133
301944;1;10567;111000000132
302027;-1;10401;401000000132
302161;3;8003;311000000133
302667;2;22531;211000000133
303480;7;15646;711000000133
303781;6;3723;611000000133
303794;8;1860;811000000231
303979;1;10571;111000000131
303980;1;10502;111000000123
305124;1;4262;111000000131
305347;1;7348;111000000133
305660;0;5578;501000000132
305766;8;22505;811000000133
305990;1;4594;111000000131
306313;-1;10757;401000000132
306395;0;312;501000000132
306493;0;6711;501000000131
306790;9;9472;131000000133
307718;5;13163;511000000133
308387;0;1887;501000000133
308785;3;971;311000000113
308872;9;1663;131000000131
308873;9;9896;131000000133
309144;6;40459;611000000133
309148;5;293;511000000133
309233;1;20567;111000000131
309590;1;10092;111000000131
310587;0;9890;501000000131
311473;3;229;311000000133
312200;9;8490;131000000133
313480;1;24302;111000000131
313882;6;4195;611000000133
314101;11;14336;361061003133
314261;1;10086;111000000131
314347;0;6397;501000000131
315661;0;523;501000000133
316003;11;3305;351052009133
316251;7;20265;711000000133
316553;9;3305;131000000133
316753;4;11532;411000000133
317361;1;14373;111000000131
317636;10;14775;231000000133
317986;4;375;411000000131
318349;9;13220;131000000131
318943;0;31193;501000000131
319138;0; ; 
319684;6;4615;611000000131
320104;11;16417;351053015133
320748;9;2943;131000000133
320894;0;2948;501000000131
321292;10;1335;231000000133
321307;0;2981;501000000131
321531;7;2734;711000000133
321718;12;3865;431000000131
321799;7;9060;711000000133
322531;0;4571;501000000131
322647;-1;19;401000000133
323239;-1;10117;401000000131
323382;12;1436;431000000133
323860;0;4181;501000000131
324058;8;7631;811000000133
324237;0;1720;501000000133
324916;4;31087;411000000133
325068;1;12655;111000000133
325397;-1;10201;401000000132
325534;9;8506;131000000131
326848;1;10729;111000000133
327463;1;228;111000000133
328027;1;31290;111000000133
328313;1;5652;111000000113
328424;9;4715;131000000133
329287;2;7321;211000000133
330377;5;5580;511000000133
330412;9;12242;131000000133
331721;4;375;411000000131
332347;9;10419;131000000133
332794;7;25070;711000000132
334936;0;1517;501000000131
335935;0;1275;501000000131
336112;9;4270;131000000133
336181;6;15601;611000000131
336311;9;8109;131000000133
336387;11;5282;331000000133
336394;8;40014;811000000133
336793;7;9337;711000000131
337305;0;26249;501000000131
337755;3;7801;311000000133
338003;9;448;131000000133
338241;0;10324;501000000131
338518;0;25061;501000000131
338522;-1;20186;401000000132
338801;7;9285;711000000131
338921;7;5440;711000000133
339232;1;7878;111000000133
339381;3;1599;311000000132
340138;8;22535;811000000133
340235;0;3723;501000000133
340257;1;13586;111000000131
340428;11;4700;351051009133
340799;0;9610;501000000131
340877;1;297;111000000131
341076;12;4140;431000000133
341547;10;22113;231000000133
342725;0;1873;501000000131
342790;7;4173;711000000131
343353;2;2052;211000000131
343516;0;6188;501000000231
343874;2;13216;211000000133
344145;0;4737;501000000132
344746;2;13559;211000000133
344792;1;1367;111000000133
345037;3;13163;311000000133
345066;0;24946;501000000132
345900;1;14490;111000000132
345922;8;16564;811000000133
346421;10;7325;231000000133
346839;9;8501;131000000133
347840;1;10547;111000000121
348353;0;5680;501000000132
348360;4;7970;411000000133
348371;10;1909;231000000131
349512;4;13104;411000000133
349987;11;6922;341041005133
350829;11;7628;331000000113
350967;8;15614;811000000133
351097;10;6643;231000000133
351368;2;30012;211000000133
351574;1;4579;111000000133
351842;9;610;131000000131
352032;0;9208;501000000131
352169;8;5578;811000000131
352728;5;5717;511000000133
352912;7;8349;711000000133
353052;5;13163;511000000133
353280;12;5654;431000000133
355337;7;2087;711000000133
356165;10;12610;231000000133
356211;6;6895;611000000133
356226;1;24685;111000000133
356774;0;14381;501000000131
357037;4;1635;411000000133
357569;0;10331;501000000131
357991;1;9992;111000000133
358368;0;11838;501000000131
358714;3;1909;311000000231
358930;9;1757;131000000133
360186;12;5666;431000000131
360260;9;9489;131000000133
360343;8;40042;811000000133
360663;7;1842;711000000131
361559;4;4641;411000000132
362674;9;7129;131000000133
364175;11;2329;331000000133
364258;6;16564;611000000133
364540;1;1435;111000000133
364659;9;4287;171072007133
365202;6;6932;611000000133
366138;1;40177;111000000132
366151;3;2091;311000000133
366350;7;1699;711000000133
366471;7;7541;711000000133
366755;7;285;711000000133
367507;10;22494;231000000133
367876;6;4628;611000000131
369393;11;6113;351052010133
369586;-1;14788;401000000132
370252;9;5566;131000000133
370751;0;9144;501000000131
370752;0;9937;501000000111
370981;0;10239;501000000131
371780;0; ; 
371840;9;2102;131000000113
371875;6;4446;611000000133
372646;9;2339;131000000133
373319;7;1688;711000000131
373374;-1;15662;401000000132
373717;9;7470;171072007133
374342;1;10350;111000000113
374552;1;10832;111000000133
375098;6;390;611000000133
375254;0;123;501000000131
375970;6;18090;611000000133
376026;9;1213;131000000133
376379;10;3640;231000000132
376739;9; ; 
376756;12;3538;431000000133
376825;7;8487;711000000112
377145;0;25005;501000000133
377160;3;6323;311000000133
378174;1;270;111000000133
378506;5;2124;511000000133
378993;12;1194;431000000133
379808;9;12033;131000000131
380444;-1;10359;401000000131
381046;6;418;611000000233
381320;1;5580;111000000133
381713;3;15526;311000000133
382713;1;7682;111000000133
382752;3;2956;311000000133
383428;9;9862;131000000133
383432;9;22027;131000000133
383815;1;130;111000000132
384205;7;16600;711000000133
384604;3;406;311000000133
385125;11;17605;331000000133
385415;0;14673;501000000133
385505;11;11608;331000000133
385662;8;1987;811000000132
385831;-1;11838;401000000131
386432;1;26324;111000000131
388549;0;7898;501000000133
388887;3;1213;311000000233
388933;9;8495;131000000133
388963;2;3008;211000000131
388992;1;3335;111000000133
389398;0;6088;501000000131
389423;9;97;131000000133
389780;0; ; 
389894;5;403;511000000131
390281;9;4715;131000000133
390443;4;418;411000000233
390467;1;25300;111000000131
390567;0;7349;501000000133
390737;10;2164;231000000131
390952;9;11155;131000000133
391721;1;618;111000000133
392324;9;2378;131000000133
392371;9;2134;131000000133
393061;1;10338;111000000132
393209;9;4288;131000000133
394288;1;129;111000000132
394541;0;4588;501000000132
394648;9;9077;131000000133
394839;4;1593;411000000133
395232;3;2162;311000000132
395380;1;10546;111000000112
395405;11;3305;351053014133
395924;6;20489;611000000131
396147;1;1125;111000000133
396502;2;40298;211000000131
396716;5;5592;511000000133
396941;2;11224;211000000131
397879;11;16844;351052010133
398207;0;10324;501000000131
398587;0;25041;501000000133
398718;1;10721;111000000133
398964;0;2007;501000000131
399139;1;3395;111000000133
400245;4;2207;411000000133
400625;0;10474;501000000131
401190;2;433;211000000131
402003;0;2457;501000000131
402026;10;2206;231000000133
402155;7;1525;711000000131
402201;0;18234;501000000133
402395;9;1996;131000000133
402960;0;2007;501000000131
403600;11;20159;331000000133
403955;9;31128;131000000133
405578;0; ; 
406493;9;9834;131000000133
407130;2;4564;211000000131
407989;10;2934;231000000133
408343;9;11716;131000000133
408505;9;2793;131000000131
408688;0;13590;501000000133
408985;0;18111;501000000132
408986;0;10497;501000000133
409844;1;17915;111000000133
410509;6;14237;611000000133
410804;-1;326;401000000132
411393;9;22535;131000000133
411814;0;10768;501000000132
