mrun;cod_nivel;es_mujer;prioritario;alto_rendimiento;lat_con_error;lon_con_error
47399;-1;1;0;0;-36,7164172;-73,111791
47416;9;1;0;0;-34,1723408;-70,7408873
47417;9;1;0;0;-33,6646508;-70,9256206
47540;7;1;0;0;-33,4039799;-70,7025732
48045;4;0;1;0;-34,9381805;-71,203382
48228;9;0;0;0;-35,40879;-71,6419956
48819;5;0;1;0;-33,6280065;-70,6151649
49130;9;1;0;1;-33,5788994;-71,6158114
50310;0;1;1;0;-33,596204;-70,6789728
50354;1;0;0;0;-29,9823049;-71,332039
50439;1;0;0;0;-33,615085;-70,6237733
51117;8;1;1;0;-22,4536638;-68,9278327
51323;9;0;0;0;-33,0238931;-71,5519338
51502;1;1;1;0;-39,5393664;-72,9607736
51935;0;1;1;0;-33,4513386;-70,6646571
52925;4;0;0;0;-37,8121281;-73,2605153
53362;1;1;1;0;-20,2671074;-70,1078382
53511;-1;0;1;0;-33,4749129;-70,545509
54302;6;0;0;0;-31,9139421;-71,5118087
54624;11;0;0;0;-33,0467317;-71,3392883
54663;8;0;1;0;-41,4857012;-72,9046567
54914;7;1;0;0;-41,4709533;-72,9604133
55278;9;0;0;0;-41,4733643;-72,9369453
55925;1;0;0;0;-41,4741224;-72,9363066
56296;0;1;0;0;-36,7431363;-73,0917453
56437;9;0;1;0;-34,4076308;-70,8602956
56988;5;1;0;1;-36,7900772;-73,0869923
57172;7;0;1;0;-38,2340817;-72,3312212
57305;11;1;1;0;-33,0165596;-71,5286048
57315;6;0;1;0;-18,4378472;-70,2912582
57830;1;1;1;0;-41,1538132;-73,4238094
58638;9;0;0;1;-33,4806172;-70,5255437
58692;1;1;0;0;-33,4598931;-70,7206118
59701;7;0;1;0;-34,0744285;-70,7313626
59767;4;1;0;0;-36,9634132;-72,9315724
60575;7;0;1;0;-37,624888;-73,4601265
61890;4;1;1;1;-34,2872933;-71,0876135
62048;0;0;0;0;-33,5941986;-70,5795947
62821;1;1;0;0;-33,4627978;-70,7258408
63004;9;1;0;0;-20,2482758;-70,1309936
63148;0;1;1;0;-39,2840287;-71,9517104
63279;0;0;1;0;-18,4776097;-70,3188134
63343;9;1;1;1;-40,9447093;-73,1438341
64697;8;0;0;0;-36,6912387;-73,11443
66007;1;0;0;0;-41,1196662;-73,0629769
66584;0;1;1;0;-38,7176141;-72,6166756
66603;9;1;1;0;-34,9848022;-71,9848092
67635;4;1;1;0;-38,766383;-72,7648963
68665;9;0;1;0;-33,3938493;-71,1209307
69241;0;0;1;0;-33,2073226;-70,6728539
69282;0;1;1;0;-35,3951547;-71,6424366
69344;9;1;1;0;-42,6243781;-73,7787779
69640;1;0;1;0;-37,9581475;-72,4337443
69910;6;0;1;0;-41,110297;-73,0543523
70097;1;1;0;0;-35,4446542;-71,6513014
70277;9;1;1;0;-33,5937336;-70,6849006
70891;8;0;1;0;-29,9544129;-71,3396821
71022;7;1;0;1;-33,5221283;-70,6962877
71119;10;0;1;0;-43,1163209;-73,6123477
71158;1;0;0;0;-20,2712122;-70,1025049
72003;6;0;0;0;-29,9916925;-71,3229113
73608;9;1;1;0;-39,8127335;-73,2257777
74182;1;1;0;0;-28,5841646;-70,7393593
74359;9;1;1;0;-33,4258579;-70,7593247
74393;5;1;1;1;-36,6525956;-71,877756
74657;9;0;0;0;-33,4084627;-70,7393744
74939;0;0;0;0;-36,9930025;-73,1492304
75980;7;0;0;0;-33,3586344;-70,6723827
76032;0;1;0;0;-33,4170662;-70,6625995
76207;1;0;1;0;-20,2793209;-70,0920733
77127;10;0;0;0;-33,4533464;-70,631727
77130;9;0;1;0;-33,0839708;-70,9286693
77297;8;0;1;0;-39,6434841;-72,321102
77516;1;1;0;0;-34,2067572;-70,8933732
78218;-1;1;0;0;-39,8457135;-73,2175538
78387;9;0;0;0;-33,4646731;-70,6544752
78513;10;1;0;0;-33,0154687;-71,5031713
78831;6;1;0;0;-32,4272047;-71,0658835
79015;7;1;0;1;-40,5677349;-73,1244645
79120;0;0;1;0;-33,205338;-70,6830689
79733;6;1;1;0;-36,7270026;-72,9925072
80468;9;0;1;0;-33,1937511;-70,6708998
80999;4;1;1;0;-34,1801012;-70,7298863
81392;3;0;0;1;-37,4704869;-72,3504029
81651;9;1;1;0;-18,4816851;-70,3185299
82449;0;1;1;0;-34,1705396;-70,7642954
82467;9;0;1;0;-33,3525483;-70,7375193
83054;10;1;1;0;-34,1692055;-70,7818866
83245;0;0;0;0;-36,821043;-73,0271497
83824;1;0;0;0;-33,437203;-71,6772652
83878;9;1;1;0;-36,137967;-71,822576
84444;1;1;1;0;-33,5942854;-70,5772612
85026;7;1;0;0;-33,4012803;-70,646625
85960;5;0;1;1;-29,9021783;-71,2459025
86006;10;0;0;0;-45,460725;-72,8160532
86212;7;0;1;0;-33,5961231;-70,6928057
86464;3;0;1;0;-36,2870773;-72,5447527
86708;9;0;1;0;-37,0308431;-72,4013868
86932;8;0;1;0;-33,0237165;-71,5504568
87317;0;0;0;0;-23,602691;-70,3877967
87658;0;1;1;0;-33,5933913;-70,6701914
88130;1;0;1;0;-29,9823954;-71,3423253
88153;9;0;1;1;-22,4567044;-68,9476511
88380;6;0;1;1;-22,4555315;-68,9505222
89020;9;1;1;0;-33,621871;-70,6109819
89296;-1;1;0;0;-33,6796557;-70,9805267
89363;10;0;1;0;-37,9733558;-72,8404069
89403;9;1;1;0;-33,431284;-70,7248942
89449;8;1;0;1;-23,6617781;-70,3964773
90419;9;1;0;0;-34,5328052;-71,4134012
90830;7;1;1;1;-29,9018559;-71,2506539
90921;-1;1;0;0;-33,4563134;-70,6353498
91239;5;0;1;0;-29,94016;-71,1238362
91556;9;1;0;1;-34,5768344;-71,0076982
92593;9;0;1;0;-33,5731813;-70,5629566
92991;2;1;0;0;-36,6057515;-72,1179138
93148;9;0;0;0;-34,4080739;-70,9189546
93525;8;0;1;0;-37,4705807;-72,350557
93923;9;0;1;0;-29,9683988;-71,3175709
94119;6;0;0;0;-41,452022;-72,9310351
94254;8;0;0;0;-35,3283026;-72,4128623
94555;0;1;1;0;-34,1569052;-70,7568432
94685;0;0;0;0;-33,5500029;-70,7930042
95034;2;1;0;0;-36,9839934;-73,1466722
95307;-1;0;0;0;-37,9537936;-72,4367234
95348;0;0;0;0;-33,4795053;-70,5275705
95434;1;1;0;0;-33,0320496;-71,5116801
95664;9;0;0;0;-33,623174;-70,6038625
95716;10;0;1;1;-29,8987281;-71,2679629
95965;2;1;0;0;-37,470124;-72,3821031
96094;2;0;1;0;-29,895225;-71,2583261
96403;9;0;1;0;-33,3983203;-71,6944739
96475;9;0;1;1;-33,5474863;-70,6021641
96971;7;1;0;1;-33,0493869;-71,613222
97173;7;0;1;0;-34,4080299;-70,862157
98186;10;0;1;0;-28,584375;-70,7505603
98250;1;0;0;0;-20,240672;-70,1390527
98619;4;1;0;1;-38,6598542;-72,1207521
98647;9;0;0;0;-33,0407792;-71,5994511
99330;11;1;0;1;-37,0831932;-73,1676075
99401;0;1;1;0;-38,9494924;-72,3291242
99460;9;1;1;0;-23,6470108;-70,3836641
100065;1;0;0;0;-33,4356459;-70,649146
100709;1;1;0;0;-53,1269692;-70,9148986
101176;0;1;0;0;-33,5519096;-70,6982915
101623;9;1;1;0;-33,4744029;-70,5912141
101737;9;1;1;0;-18,4945603;-70,3020886
102316;0;0;1;0;-33,5541118;-70,6661978
102596;6;0;1;0;-33,0192097;-71,5031795
103436;6;1;1;0;-34,2016225;-70,8879447
103803;0;0;1;0;-27,4790967;-70,2674365
103941;1;0;0;0;-33,5300434;-70,5828856
105718;9;0;1;0;-31,775153;-70,9716583
105799;9;1;0;0;-36,7774773;-73,0850002
105870;9;1;0;0;-39,2853378;-72,2264648
106079;8;1;1;0;-32,7898284;-71,2010986
106462;8;1;1;0;-38,7179626;-72,6261591
107149;1;1;1;0;-32,9855391;-71,2650097
107165;4;1;0;1;-42,4841435;-73,7619745
108181;7;1;1;1;-29,8910596;-71,2437928
108601;9;1;1;0;-33,5951795;-70,5818055
108829;0;1;1;0;-33,3810406;-70,7258648
109167;2;0;1;0;-23,5795467;-70,3777228
109382;8;0;0;0;-33,4376029;-70,6556186
109487;1;1;0;0;-38,7568176;-72,626648
110187;0;0;1;0;-33,2073877;-70,6855167
111331;1;1;0;0;-35,8384039;-71,6183483
111535;1;1;0;0;-33,3529031;-70,7540672
111886;9;1;0;0;-33,4555735;-70,6563972
112316;0;0;0;0;-33,0488819;-71,4472994
112674;6;0;0;1;-36,8291081;-73,050978
113925;2;0;1;0;-33,4526755;-70,6321479
114005;3;1;0;1;-40,0697239;-72,8640723
114248;9;0;1;0;-33,5691634;-70,6686982
114861;9;1;1;1;-33,5328409;-70,631764
115204;6;1;0;1;-37,4708774;-72,3488266
115232;1;1;0;0;-33,4713105;-70,5422552
115552;11;0;0;0;-22,4535296;-68,9498256
115913;5;0;1;0;-37,4630569;-72,3730431
115977;9;0;1;0;-33,5623228;-70,5647841
116290;12;1;0;0;-37,175111;-72,9603137
116517;1;0;0;0;-22,4654596;-68,9426919
117257;8;1;0;0;-29,9405037;-71,144512
117321;-1;1;1;0;-38,235892;-72,3331321
118091;0;1;1;0;-23,6358361;-70,3860086
118520;1;0;0;0;-38,7302989;-72,5566687
119083;12;1;1;1;-39,4536578;-72,1780421
119306;1;1;0;0;-33,6750912;-71,1777592
120110;-1;0;1;0;-36,8248694;-73,0532802
120153;0;0;1;0;-32,9997895;-71,2699303
120667;0;1;1;0;-33,5122813;-70,7817885
120775;8;0;1;0;-33,0469818;-71,6231397
120894;7;0;0;0;-33,4971256;-70,7115121
120984;1;1;0;0;-33,5503863;-70,6678887
121414;0;0;1;0;-38,367877;-72,165422
122286;9;1;0;1;-33,350523;-70,7360156
122649;0;1;1;0;-35,7377157;-72,5287644
122967;1;0;1;0;-33,6344116;-70,7644835
124000;11;1;1;0;-20,2951009;-70,0940047
124384;9;0;1;0;-34,1573634;-70,7616523
124500;3;0;0;0;-29,9600952;-71,2585532
124509;9;1;1;0;-37,7978134;-72,7013954
124577;6;0;0;0;-26,3458983;-70,6200846
124800;0;0;0;0;-30,6042408;-71,1975807
125003;0;1;1;0;-36,9549778;-73,0171821
125523;-1;0;0;0;-33,541847;-70,6034181
125908;3;0;1;1;-36,7957855;-73,0871578
126070;8;1;1;0;-36,8298526;-73,0505898
126153;1;1;1;0;-33,5608681;-70,6263182
126452;11;0;1;0;-36,7959519;-73,0465493
126593;1;1;1;0;-36,6264337;-72,1297065
127467;0;0;1;0;-33,5804454;-70,6048529
127516;0;1;0;0;-33,6131053;-70,7843949
128068;9;0;0;0;-33,456692;-70,6342606
128230;10;0;1;0;-37,4720042;-72,3507998
129126;4;0;0;0;-33,0042206;-71,5396404
129532;1;0;1;0;-33,3658924;-70,7395493
129582;0;0;0;0;-33,4317424;-70,5962929
129852;8;0;1;0;-34,1598605;-70,7504664
130107;9;1;1;0;-23,571173;-70,3842673
130223;9;1;1;0;-38,9808783;-72,6407731
130463;11;1;0;1;-33,1246983;-71,5775052
130547;9;1;1;1;-33,4555275;-70,6315106
131151;11;1;1;0;-32,7462794;-70,7344204
131174;1;1;1;0;-33,3688984;-70,7325292
131361;9;1;1;0;-33,7308671;-70,7420924
131731;7;1;0;1;-29,9582956;-71,2507907
131913;9;1;0;0;-33,4398491;-70,7095613
131916;7;1;0;1;-37,7989159;-72,713064
131967;1;0;1;0;-38,7405597;-72,5909683
132061;0;0;1;0;-37,1246353;-72,0119267
132144;1;1;1;0;-38,7542279;-72,9377128
132226;3;0;0;0;-32,7724123;-71,5341644
132279;9;0;0;0;-32,8415815;-70,9546687
132610;7;0;1;0;-33,281149;-70,881133
132905;2;1;0;0;-27,3777798;-70,3068611
133028;9;1;0;1;-41,4028933;-72,9182655
133058;5;1;0;0;-23,6389668;-70,3980504
133516;6;1;1;1;-35,1598589;-71,251397
133781;-1;1;1;0;-34,1677308;-70,7542152
135228;9;1;1;1;-35,4211754;-71,6256714
136112;8;0;1;0;-36,7164144;-73,1130443
136830;3;1;0;0;-33,4465707;-70,6685583
136864;0;0;1;0;-23,5602882;-70,3876808
136994;1;1;1;0;-40,5875068;-73,1845014
137756;9;1;1;0;-33,0677136;-71,595363
138054;9;1;1;0;-38,718836;-72,6145167
138201;1;0;0;0;-39,3671052;-72,6247283
138751;9;0;0;1;-36,7418865;-73,0951613
138887;9;0;0;1;-34,1843378;-70,7651341
138964;2;0;1;0;-20,2714525;-70,1021127
139462;11;0;1;0;-35,4336517;-71,6666407
141350;9;1;1;0;-32,7500301;-70,7237755
141541;9;0;1;1;-35,8464017;-71,5974579
141542;9;1;1;0;-33,5934891;-70,5790756
141908;0;0;0;0;-33,0581973;-71,5945976
142043;9;0;1;0;-33,8542801;-71,5020532
142676;9;0;0;0;-33,4342016;-70,6553298
143062;1;0;0;0;-22,4479506;-68,9452378
143205;5;0;1;0;-33,6089178;-71,6166578
143250;1;0;0;0;-39,8154503;-73,2434052
143939;1;0;0;0;-33,4431129;-70,6594235
144228;1;0;0;0;-33,7441675;-70,6831882
144367;10;1;0;0;-23,6974801;-70,4210483
145440;1;0;0;0;-33,5055134;-70,6039003
145636;12;0;0;1;-34,1486674;-70,7076881
145739;2;1;1;0;-41,4740706;-72,9819572
146002;11;0;0;0;-53,1524788;-70,9228302
146250;0;1;0;0;-20,2317407;-70,1384625
146680;10;0;0;0;-36,7921528;-73,0889094
146747;10;0;0;0;-30,5719647;-71,1731637
146977;-1;0;1;0;-36,8876358;-73,1502635
147042;1;1;1;0;-33,5961686;-70,6202568
147561;1;0;1;0;-33,6138986;-71,6208702
148039;1;0;1;0;-33,5456406;-71,6065411
148374;0;0;1;0;-38,2346134;-72,3281117
148724;0;1;0;0;-40,0750006;-72,8750799
148848;1;1;0;0;-34,1275271;-71,9655458
148872;8;1;1;0;-37,6253206;-73,4566076
149160;9;1;0;1;-23,6386096;-70,3950825
149631;0;1;1;0;-34,581677;-70,9907695
149806;5;1;1;1;-40,5536639;-73,1678277
150441;11;1;0;0;-18,4935698;-70,3060113
151144;8;1;0;1;-41,46496;-73,0070355
152119;0;1;0;0;-33,4870504;-70,6530544
152404;1;1;0;0;-34,16718;-70,7348899
153001;0;1;0;0;-33,5990769;-70,6862294
153773;9;1;0;1;-33,3668902;-70,7404306
154193;9;0;1;1;-33,7208142;-70,7351758
154329;7;0;0;1;-33,5210597;-70,6547849
154433;3;0;1;0;-39,6406616;-72,3349983
154657;7;1;1;0;-33,6215717;-70,6096169
154738;8;0;0;0;-41,4503571;-72,9284457
155679;0;1;0;0;-32,8318325;-70,6882771
156085;3;1;1;0;-29,9010255;-71,2514611
156736;7;1;0;0;-33,7333761;-70,7420054
157310;4;0;1;0;-38,7388719;-72,5923546
157384;0;1;1;0;-36,8478304;-73,1375555
157767;1;0;0;0;-33,4859426;-70,6515775
157910;9;0;0;0;-33,0603093;-71,3901071
159135;9;0;1;0;-34,1376343;-70,7291202
159342;2;1;1;0;-38,7553266;-72,6647164
159734;7;1;0;0;-33,0479517;-71,3790072
159981;8;1;0;0;-20,2142391;-70,15332
160515;1;0;0;0;-23,5961248;-70,3754064
160619;9;1;1;0;-33,4893253;-70,6800668
161398;4;0;1;0;-34,9751316;-71,2416979
161710;9;0;1;1;-33,4556633;-70,5326194
162297;10;0;0;0;-34,1714396;-70,6501127
163060;0;1;0;0;-33,5545953;-70,6651139
163101;0;1;1;0;-23,5961701;-70,3760677
163166;9;1;1;1;-33,5086703;-70,6791521
163280;4;0;0;0;-29,9823882;-71,3386957
164834;0;0;1;0;-35,4285252;-71,6652661
165590;0;0;1;0;-33,486643;-70,640156
167216;11;1;0;0;-36,9614535;-73,1526481
168477;1;1;0;0;-36,8011686;-73,1051541
168481;0;0;0;0;-34,1721102;-70,7638546
168760;1;0;0;0;-35,3342868;-72,4326457
168878;0;0;0;0;-23,6300554;-70,3883893
168939;7;0;1;0;-25,4091372;-70,4760718
168977;7;0;1;0;-45,4074067;-72,7013486
169053;9;1;1;0;-33,6168465;-70,5853147
169527;4;1;0;0;-35,1117544;-71,2785917
169739;10;1;0;0;-22,4455376;-68,9211951
170126;7;0;1;0;-33,447483;-70,6697325
170656;10;1;1;0;-33,0670617;-71,585998
171267;-1;1;0;0;-33,4185908;-70,6429842
171398;10;1;0;0;-38,741437;-72,6366721
171563;0;1;0;0;-37,2704212;-72,7193869
171963;9;0;1;0;-42,4675368;-73,7854855
172021;12;0;0;0;-20,2044395;-70,157932
172157;9;1;0;0;-38,7081228;-72,5518113
172233;10;0;1;0;-18,4795189;-70,2853564
172462;0;1;0;0;-42,3810186;-73,6490432
172515;2;0;0;0;-18,4526891;-70,2977726
173167;3;0;1;0;-31,8083624;-70,5647137
173209;3;1;1;1;-33,457358;-70,7003829
173218;8;1;0;0;-33,0284748;-71,5430893
173858;4;1;1;1;-38,1671605;-72,9085542
174032;3;1;1;0;-38,440174;-71,8904303
174347;0;1;0;0;-38,9511795;-72,6300713
174671;2;0;0;0;-40,5701033;-73,1334918
174719;3;1;1;0;-33,0591585;-71,3765169
174963;2;1;1;0;-36,984437;-73,1573878
175363;5;0;1;1;-33,0214977;-71,5529639
175394;1;0;0;0;-33,4337839;-70,7691081
175425;8;1;0;0;-29,9878522;-71,3191769
177293;-1;0;0;0;-33,754156;-70,8972073
177310;10;1;0;0;-20,245732;-70,1394266
177394;10;1;0;0;-33,0021926;-71,4949018
177521;7;0;1;0;-20,2695507;-70,1007287
177547;0;1;0;0;-36,6240571;-72,0628067
178458;0;0;1;0;-27,4071256;-70,2761132
178926;7;1;1;0;-40,9115442;-73,1565873
179304;1;1;0;0;-29,8694021;-71,2321866
179582;1;1;0;0;-30,600497;-71,2006628
179995;-1;0;0;0;-33,4265098;-70,6582742
180058;9;0;1;1;-39,3063355;-72,2229854
180235;8;1;0;0;-38,7392077;-72,6291641
180325;1;0;0;0;-33,4390099;-70,7181704
180799;0;1;1;0;-33,6283351;-70,61591
180877;6;0;1;0;-38,6937968;-72,5245641
181334;7;0;0;0;-33,4772652;-70,579477
181484;9;0;1;0;-35,4089205;-71,6452534
181548;1;0;0;0;-33,285401;-70,8784456
181907;7;0;1;0;-33,4916365;-70,6262226
181934;4;1;1;0;-37,4611685;-72,3777233
182106;1;1;1;0;-33,3770802;-70,6681518
182303;1;1;0;0;-33,6011767;-70,5155939
182518;1;1;1;0;-39,4779862;-72,5917356
182607;1;0;1;0;-31,6300801;-71,1710691
183131;1;0;0;0;-20,2368974;-70,1381482
183305;-1;0;0;0;-32,3575713;-71,0700263
183627;1;0;1;0;-36,8280342;-73,0715003
183949;9;1;1;1;-33,4492349;-70,6696465
183993;9;1;1;0;-33,0378776;-71,371748
184248;9;1;1;1;-33,2267644;-70,8116353
184285;7;0;1;0;-33,4804669;-70,7387737
184403;5;0;1;0;-42,4821913;-73,7633714
185417;1;0;0;0;-33,5104809;-70,6425506
185646;9;1;1;1;-33,5684517;-70,6612915
186232;1;0;1;0;-37,4747907;-72,3535307
187722;-1;0;0;0;-23,5663959;-70,3821625
188500;8;1;0;0;-32,8820154;-71,2559528
188846;4;0;0;1;-33,0615277;-71,5864758
189161;1;0;0;0;-33,4541839;-70,7189336
189455;0;0;0;0;-33,0304111;-71,400401
189995;12;0;1;1;-41,4991827;-73,0390902
190508;6;0;0;0;-38,7448131;-72,598613
190989;1;0;1;0;-20,2671722;-70,1224614
191088;0;0;1;0;-34,1782359;-70,7732373
191444;1;1;1;0;-33,039363;-71,6518246
192508;4;0;1;0;-42,4847631;-73,7606934
192704;0;1;1;0;-35,4283822;-71,6661685
193313;11;0;0;0;-33,4498384;-70,6666682
194312;9;1;1;1;-20,2795827;-70,0838964
194455;6;0;1;0;-39,2812045;-72,2281882
194629;4;1;0;1;-18,4827712;-70,3018241
196342;1;1;0;0;-33,6809561;-70,9961761
196535;8;1;0;0;-34,3919701;-71,1680114
197026;6;0;1;0;-36,1374423;-71,8231963
197226;1;0;1;0;-33,6639218;-70,9255332
197341;1;0;1;0;-33,4326324;-70,6665769
197611;10;0;1;0;-20,2663868;-70,1086412
198921;9;0;1;1;-40,0693616;-72,8733365
198966;7;1;1;1;-33,4029644;-70,6420101
199154;-1;0;0;0;-38,7193329;-73,1484434
199228;0;0;1;0;-53,1310819;-70,9232812
199627;9;1;1;0;-33,4356726;-70,756995
199903;1;1;1;0;-33,0507146;-71,3765508
200734;6;1;0;0;-34,9302993;-71,1917916
200860;9;1;0;1;-32,7754424;-71,1872649
200959;9;1;1;1;-36,7883424;-73,0998961
201096;0;0;1;0;-38,061208;-72,3746726
201283;10;1;1;0;-35,4261988;-71,6766021
201316;11;1;0;0;-53,1631896;-70,9057784
201505;7;1;1;0;-34,462788;-70,8945693
201892;12;1;1;1;-38,2338731;-72,3337441
201959;0;1;0;0;-30,0373444;-70,7185601
201960;0;0;0;0;-33,3665241;-70,6319119
202201;9;0;1;0;-33,0449076;-71,4408735
203266;1;1;1;0;-32,8705164;-71,2428851
203326;9;1;0;0;-33,4915312;-70,7735334
203356;5;1;0;1;-33,0246186;-71,6339281
203449;9;0;1;0;-34,9592906;-71,2147592
203536;7;1;1;0;-34,437833;-71,0772103
203993;1;1;0;0;-33,3585278;-70,7176743
204033;1;0;0;0;-33,3982225;-70,7321817
204253;2;0;0;0;-34,0843893;-70,7367606
205297;10;1;0;0;-36,7004861;-71,8944418
