id_colegio,internado,politica_uniforme,orientacion_religiosa,alumnos_matriculados,alumnos_prom_curso,genero,actividades_extra,apoyo_academico,deportes,idioma,infraestructura,programas
3957,0,1,1,119,11,1,2,5,5,1,3,6
3958,0,0,1,8,2,1,2,2,2,1,3,5
3959,0,1,1,12,2,1,1,1,2,1,4,6
3960,0,1,5,586,41,1,7,3,7,2,7,4
3961,0,1,1,263,26,1,4,7,6,1,10,7
3962,0,0,1,3,1,1,2,5,2,1,3,3
3964,0,1,1,6,2,1,0,0,2,0,1,2
3965,0,1,1,1,1,1,1,2,2,0,4,1
3966,0,0,1,7,1,1,0,3,1,1,3,2
3967,0,1,1,83,8,1,2,6,5,1,6,6
3968,0,1,1,10,2,1,0,3,3,0,3,3
3971,0,1,1,58,6,1,3,5,5,1,5,6
3972,0,1,1,144,14,1,2,5,4,1,4,4
3974,0,1,1,69,6,1,3,6,5,0,5,4
3975,0,0,1,15,3,1,0,5,4,1,3,3
3976,0,1,1,441,21,1,5,5,4,2,9,8
3977,0,1,1,757,29,1,7,8,5,2,9,7
3978,0,1,1,97,9,1,6,7,5,1,6,4
3980,0,1,1,186,18,1,3,6,4,1,5,5
3981,0,1,1,170,17,1,3,7,8,1,7,8
3982,0,0,1,108,10,1,3,6,1,1,5,5
3983,0,1,1,116,11,1,2,5,5,1,7,5
3984,0,1,1,137,13,1,3,7,3,1,6,7
3988,0,0,1,3,1,1,3,4,3,1,6,7
3991,0,0,1,49,4,1,4,7,7,1,4,3
3992,0,1,1,24,3,1,2,6,4,1,3,6
3995,0,1,1,49,6,1,3,5,4,1,4,2
3997,0,1,1,26,3,1,0,5,3,1,3,3
3998,0,1,1,400,28,1,8,7,8,2,10,7
3999,0,1,1,409,24,1,4,7,5,1,6,7
4000,1,1,1,375,20,1,4,7,9,1,9,8
4001,0,1,1,64,6,1,2,4,3,1,8,6
4002,0,1,1,275,27,1,8,5,8,1,8,7
4003,0,0,1,23,2,1,5,5,3,1,6,7
4005,0,1,1,156,15,1,3,5,5,0,8,5
4006,0,0,1,47,4,1,4,5,6,1,5,6
4016,0,0,1,48,6,1,0,4,3,1,4,4
4017,0,1,1,4,1,1,1,2,1,1,3,3
4019,0,1,1,225,22,1,4,6,7,2,6,7
4022,0,1,1,16,2,1,1,2,3,1,3,4
4025,0,1,1,264,26,1,6,8,7,1,8,7
4026,0,1,1,66,6,1,5,6,4,1,7,6
4027,0,0,1,50,5,1,4,6,6,1,6,3
4029,0,1,1,93,9,1,7,6,7,1,7,7
4030,0,1,1,20,3,1,0,5,1,1,6,2
4032,0,1,1,387,27,1,8,8,8,2,11,8
4034,0,0,1,70,7,1,3,5,4,2,5,4
4037,0,1,1,6,2,1,2,5,3,2,5,3
4039,0,1,1,17,2,1,3,6,5,1,8,8
4040,0,1,1,13,2,1,2,5,2,1,5,5
4043,0,1,5,340,24,1,5,6,2,1,9,7
4048,0,1,1,652,21,1,7,7,8,1,10,7
4049,0,1,1,817,26,1,6,8,6,2,10,8
4050,0,1,1,463,23,1,6,7,7,1,10,7
4051,0,1,1,122,12,1,2,7,4,1,7,7
4052,0,1,1,283,20,1,8,7,11,2,10,7
4054,0,0,1,7,1,1,1,3,4,1,3,4
4058,0,1,1,3,1,1,6,5,4,2,4,6
4059,0,1,1,61,6,1,3,7,2,2,5,5
4061,0,1,1,74,7,1,1,7,3,1,5,5
4062,0,0,1,27,3,1,4,2,2,2,6,4
4064,0,1,1,11,2,1,1,1,1,1,2,3
4067,0,1,1,4,1,1,6,5,3,1,4,6
4068,0,1,1,1,1,1,6,4,6,1,3,4
4070,0,1,1,75,8,1,4,6,4,1,6,6
4071,0,1,1,203,20,1,6,6,4,1,6,6
4073,0,1,1,5,1,1,3,7,5,1,4,6
4074,0,0,1,2,1,1,3,5,2,1,6,5
4076,0,1,1,44,5,1,2,5,4,1,5,5
4077,0,1,1,5,1,1,2,4,3,1,5,3
4079,0,1,1,3,1,1,4,2,1,1,5,4
4081,0,0,1,0,None,1,1,3,4,1,5,4
4084,1,1,1,125,11,1,4,7,5,2,10,6
4085,0,0,1,12,2,1,2,5,3,1,7,7
4087,0,1,1,116,11,1,6,5,7,1,5,8
4088,0,0,1,2,1,1,1,1,5,0,3,3
4089,0,0,1,6,1,1,2,2,4,1,4,2
4090,0,1,1,12,2,1,4,5,4,1,8,7
4091,0,0,1,2,1,1,1,1,2,1,4,1
4093,0,1,1,3,1,1,2,1,6,1,3,4
4094,0,0,1,22,3,1,4,5,6,1,5,5
4095,0,1,1,5,1,1,2,1,3,1,5,5
4096,0,0,1,4,2,1,3,4,3,1,4,3
4097,0,0,1,3,1,1,3,1,3,1,4,5
4100,0,1,1,3,1,1,4,1,8,2,4,8
4101,0,0,1,16,2,1,1,5,5,1,5,5
4102,1,1,1,599,27,1,6,7,7,1,9,7
4103,0,0,1,403,31,1,8,6,9,1,6,6
4104,0,0,1,484,23,1,7,7,7,0,9,7
4107,0,1,1,18,2,1,4,4,6,2,6,6
4112,0,1,1,17,2,1,4,5,3,1,6,3
4116,0,0,1,0,None,1,3,1,1,2,3,2
4124,0,0,1,240,21,1,5,7,6,1,9,7
4125,0,1,1,51,5,1,2,6,6,1,5,6
4128,0,1,1,9,1,1,4,2,9,1,5,6
4130,0,1,1,48,4,1,4,5,5,2,5,4
4131,0,1,1,20,2,1,6,6,5,1,4,7
4133,0,1,1,10,2,1,3,2,8,2,6,6
4134,0,1,1,56,5,1,5,7,6,1,5,6
4139,0,1,8,102,12,1,0,6,4,1,8,8
4140,1,1,1,2526,38,1,9,8,9,4,9,7
4141,0,1,1,516,30,1,7,8,6,3,10,8
4142,0,0,1,23,2,1,3,6,2,1,4,4
4146,0,1,1,139,15,1,7,6,6,2,6,7
4154,0,1,1,46,7,1,2,5,6,2,5,4
4155,0,1,1,47,7,1,1,3,5,2,5,3
4158,0,1,1,111,12,1,4,6,7,1,9,7
4160,0,1,1,1377,32,1,8,7,5,2,9,7
4162,0,1,1,1427,39,1,6,7,8,2,9,8
4163,0,1,1,1563,42,1,8,6,8,2,10,8
4164,0,1,1,1089,40,1,8,7,9,2,10,7
4165,0,1,1,928,25,1,4,8,6,1,8,7
4166,0,1,1,881,36,2,5,6,6,1,7,8
4168,0,0,1,170,13,3,5,5,6,1,8,8
4169,0,0,1,792,36,1,5,6,5,1,5,7
4171,0,1,1,280,20,1,4,5,5,1,4,7
4172,0,1,1,278,19,2,7,6,4,1,9,8
4173,0,0,1,409,22,1,6,7,3,1,9,7
4174,0,1,1,392,21,1,7,6,9,1,9,7
4175,0,0,1,470,23,1,6,8,7,1,8,6
4176,0,0,1,647,23,2,4,3,3,1,6,7
4177,0,0,1,93,9,1,7,5,9,1,4,7
4179,0,0,1,658,34,1,6,7,6,1,7,3
4180,0,0,1,518,25,1,1,5,2,1,7,7
4181,0,1,1,252,25,1,5,7,3,2,6,8
4183,0,1,1,159,15,1,1,6,6,1,7,6
4185,0,1,1,390,19,1,0,6,3,1,6,8
4186,0,1,1,269,26,1,3,7,8,1,7,7
4188,0,1,1,88,8,1,5,5,7,1,6,8
4189,0,1,1,233,23,1,4,7,4,1,8,7
4190,0,1,1,573,24,1,8,6,7,2,9,9
4191,0,0,1,205,20,1,4,6,9,2,4,7
4193,0,1,1,35,4,1,4,4,5,1,5,5
4194,0,0,1,109,10,1,7,5,6,1,9,7
4195,1,1,1,376,23,1,4,7,6,2,7,7
4197,0,1,1,172,17,1,6,6,5,1,9,7
4199,0,1,1,146,14,1,3,6,3,1,6,5
4200,0,1,1,250,25,1,3,4,5,1,6,7
4201,0,1,1,225,22,1,8,6,8,1,8,8
4202,0,0,1,16,2,1,0,5,4,1,6,4
4204,0,1,1,200,20,1,5,4,5,1,5,5
4205,0,1,1,374,31,1,6,6,7,1,7,6
4207,0,0,1,165,16,1,4,4,6,2,5,6
4210,0,0,1,60,7,1,2,5,1,1,4,3
4212,0,0,1,93,11,1,3,5,1,1,5,5
4216,0,0,1,8,1,1,4,5,4,1,5,5
4221,0,1,1,94,9,1,6,4,5,1,4,6
4228,0,0,1,14,2,1,3,4,7,1,5,6
4231,0,0,1,135,13,1,2,5,4,1,5,6
4235,0,1,1,222,22,1,7,6,7,2,4,6
4241,0,1,1,55,6,1,2,4,2,1,5,5
4254,0,1,1,140,14,1,4,5,3,1,5,7
4255,0,0,1,228,22,1,5,5,5,1,7,6
4258,0,1,1,296,37,1,5,8,8,1,7,8
4259,0,1,2,323,32,1,2,5,2,1,6,6
4262,0,1,7,871,31,1,3,6,3,2,9,8
4263,0,1,5,1234,44,1,5,7,3,2,8,7
4266,0,1,1,649,32,1,5,5,4,1,4,7
4268,0,1,8,428,42,1,5,7,6,1,9,9
4269,0,1,1,903,32,1,7,7,8,2,8,7
4270,0,0,1,408,24,1,7,6,7,2,8,8
4272,0,1,1,265,26,1,3,4,4,1,7,6
4275,0,1,1,347,34,1,4,5,6,1,4,4
4277,1,1,8,1801,42,1,4,8,10,2,10,9
4280,0,1,5,323,32,1,2,4,5,1,10,6
4281,0,1,7,84,10,3,4,3,4,2,6,4
4287,1,1,1,613,36,1,5,6,8,1,10,8
4288,0,1,1,606,24,1,5,7,6,1,10,7
4289,0,0,1,597,31,1,9,6,9,1,7,7
4290,0,1,1,158,15,1,3,5,6,1,7,6
4292,0,1,1,389,29,1,5,4,6,1,5,6
4295,0,1,1,17,2,1,1,2,2,1,2,7
4297,0,1,1,9,1,1,2,3,3,1,4,5
4298,0,1,1,2,1,1,0,2,1,1,2,4
4299,0,1,1,21,3,1,1,2,2,1,2,4
4300,0,1,1,14,2,1,1,2,2,1,3,3
4302,0,1,1,26,3,1,1,2,1,1,3,2
4303,0,1,1,13,2,1,1,3,1,1,3,4
4304,0,1,1,14,2,1,2,3,6,1,3,6
4305,0,1,1,4,1,1,1,2,2,1,4,4
4306,0,1,1,37,4,1,1,3,2,1,3,3
4307,0,1,5,1291,40,1,1,7,5,2,8,8
4308,0,1,4,323,32,1,3,5,2,0,7,7
4309,0,0,1,365,22,1,5,6,8,1,9,8
4310,0,1,1,412,25,1,5,6,7,2,8,7
4311,0,1,1,120,12,1,6,6,4,2,7,7
4312,0,1,1,158,15,1,2,6,6,1,6,6
4314,0,1,1,6,1,1,2,6,5,0,5,4
4317,0,0,1,16,3,1,4,5,5,1,5,7
4321,0,1,1,11,1,1,2,0,4,1,6,3
4324,0,1,1,546,28,1,3,5,4,2,9,8
4327,0,1,1,24,3,1,2,4,1,1,3,3
4328,0,1,1,14,2,1,1,4,1,1,3,3
4330,0,1,1,31,3,1,1,4,2,0,4,2
4331,0,1,1,564,25,1,6,8,7,2,9,8
4333,0,1,1,385,27,1,3,6,7,2,9,6
4334,0,0,1,174,17,1,2,6,3,1,7,6
4335,0,0,1,3,1,1,2,4,2,1,4,1
4337,0,0,1,3,1,1,5,4,2,0,6,4
4338,0,0,1,6,1,1,3,5,5,1,3,4
4339,0,0,1,3,1,1,2,3,2,1,4,0
4340,0,0,1,4,1,1,2,2,2,0,3,2
4341,0,0,1,4,1,1,1,4,1,1,2,1
4342,0,0,1,10,2,1,5,3,8,1,6,8
4345,0,0,1,10,1,1,1,2,3,0,4,7
4347,0,0,1,4,1,1,2,4,3,0,3,6
4348,0,0,1,38,4,1,2,3,4,1,5,2
4353,0,1,1,382,25,1,6,8,8,1,9,7
4354,1,1,1,375,31,1,4,5,5,2,5,6
4355,0,1,1,62,6,1,2,5,7,1,10,6
4356,0,0,1,99,9,1,4,5,6,1,6,7
4357,1,0,1,48,4,1,4,4,6,2,6,5
4358,0,1,1,157,15,1,4,7,6,2,6,6
4359,0,0,1,92,11,1,2,6,6,2,4,7
4361,0,1,1,19,3,1,3,3,6,2,4,1
4365,0,0,1,27,4,1,4,6,4,2,5,6
4368,0,1,1,33,5,1,0,5,3,1,8,3
4372,1,0,1,28,4,1,3,4,5,2,4,5
4374,0,0,1,116,14,1,2,4,3,2,3,5
4375,1,0,1,182,18,1,3,6,4,2,8,6
4379,1,0,1,148,18,1,4,7,8,2,5,8
4382,0,1,5,615,43,1,8,6,9,2,8,7
4386,1,1,5,16,3,1,2,1,2,2,4,3
4387,0,0,1,143,14,1,4,4,3,1,6,6
4389,0,0,7,59,7,1,3,4,3,2,6,2
4391,0,0,5,68,6,1,1,2,4,1,5,3
4392,0,1,1,455,32,1,5,8,7,2,7,7
4393,0,0,1,35,5,1,2,4,6,2,5,6
4395,0,1,1,1,1,1,2,1,4,1,3,6
4396,0,1,1,22,3,1,2,5,2,2,3,2
4397,0,1,1,0,None,1,0,1,6,1,3,3
4398,0,0,1,4,1,1,0,0,1,1,3,3
4402,0,1,1,60,6,1,2,5,3,1,6,5
4404,0,1,1,622,29,1,6,7,8,1,8,8
4405,0,1,1,477,25,1,6,7,8,1,7,9
4406,0,1,1,723,36,1,4,8,6,1,6,7
4407,0,1,1,277,27,1,7,6,4,1,7,6
4408,0,1,1,536,29,1,4,6,7,0,7,8
4409,0,1,1,295,26,1,4,6,6,1,7,6
4410,0,1,1,226,22,1,7,7,8,1,8,8
4412,0,1,1,19,3,1,2,6,5,3,7,6
4414,0,0,1,29,3,1,3,4,4,1,6,7
4417,0,1,1,8,2,1,3,6,3,1,4,5
4419,0,1,1,16,3,1,3,2,2,1,3,2
4421,0,1,1,7,1,1,2,2,2,1,3,1
4426,0,0,1,9,2,1,2,2,2,1,4,2
4432,0,0,1,4,1,1,5,5,5,1,5,6
4433,0,1,1,12,2,1,3,4,5,1,4,5
4435,0,0,1,13,2,1,4,2,5,2,9,6
4436,0,0,1,22,3,1,3,6,5,1,5,6
4437,0,1,1,33,4,1,1,4,7,1,6,6
4441,0,1,1,23,3,1,3,6,7,2,4,2
4443,0,0,5,373,31,1,5,6,4,1,7,7
4446,0,0,1,1042,26,1,2,7,5,2,8,7
4447,0,0,1,181,18,1,5,4,5,1,7,7
4448,0,1,1,204,20,1,7,7,6,1,7,8
4449,0,0,1,206,20,1,3,4,3,1,5,4
4451,0,1,1,938,32,1,5,8,8,1,6,8
4452,0,0,1,812,36,1,3,8,7,1,5,6
4453,0,0,1,204,15,1,7,8,7,1,9,8
4454,0,0,1,471,26,1,4,6,6,1,8,7
4455,0,0,1,395,23,1,6,5,4,1,7,7
4456,0,0,1,88,8,1,1,4,6,1,3,6
4459,0,0,1,2,1,1,0,1,2,1,4,0
4462,0,0,1,3,1,1,0,1,3,1,3,6
4466,0,1,1,7,1,1,0,2,2,1,5,6
4467,0,0,1,2,1,1,2,1,3,1,3,5
4469,0,0,1,4,1,1,1,0,4,0,4,6
4470,0,0,1,5,2,1,0,2,3,2,2,6
4471,0,1,1,0,None,1,0,3,3,1,4,6
4472,0,0,1,4,1,1,2,1,3,1,5,6
4474,0,1,1,9,2,1,0,2,2,1,3,5
4476,0,1,1,2,2,1,1,1,1,1,2,6
4479,0,0,1,8,2,1,2,2,4,1,2,7
4480,0,0,5,5,1,1,0,1,3,1,3,4
4481,0,0,1,302,30,1,4,6,4,1,8,7
4482,0,1,1,725,24,1,8,7,6,1,5,7
4483,0,1,1,1136,29,1,8,6,8,1,7,6
4484,0,1,1,107,10,1,6,5,7,1,6,7
4485,0,1,1,122,12,1,4,5,3,1,6,6
4486,0,0,1,103,10,1,4,5,4,1,6,7
4495,0,0,1,7,1,1,2,4,4,1,5,4
4496,0,0,5,144,14,1,4,5,4,1,7,7
4497,0,1,7,180,18,1,3,5,5,1,5,7
4500,0,1,1,368,26,1,6,4,3,2,10,6
4502,0,1,1,13,2,1,1,1,1,1,3,2
4503,0,1,1,33,4,1,2,1,4,1,4,3
4505,0,1,1,297,33,1,3,6,9,1,10,7
4506,0,1,1,364,30,1,7,6,9,1,9,7
4507,0,1,1,407,20,1,6,6,8,2,8,8
4509,0,1,1,293,20,1,5,7,7,1,7,7
4512,0,0,1,120,12,1,3,5,5,1,5,4
4513,0,1,1,152,15,1,6,6,7,1,8,6
4514,0,0,1,36,3,1,1,3,5,2,3,5
4527,0,0,1,9,1,1,3,5,2,1,3,8
4530,0,0,5,1053,37,1,3,5,4,2,5,7
4531,0,1,1,1087,33,1,4,8,3,2,10,8
4533,0,1,1,496,22,2,3,4,6,1,9,6
4534,0,1,1,1153,39,1,6,3,6,1,9,8
4535,0,1,1,515,25,1,5,2,6,1,9,8
4536,0,1,1,212,13,2,8,3,5,1,8,8
4548,0,1,1,256,25,1,5,6,7,2,7,7
4553,0,1,1,383,23,2,4,6,1,1,10,7
4555,0,0,1,321,22,3,6,7,4,2,9,7
4557,0,1,1,247,27,1,6,6,7,2,9,8
4559,0,1,1,51,8,1,3,5,6,1,10,7
4560,0,1,1,307,14,1,6,6,4,1,10,6
4561,0,1,1,133,26,1,5,4,3,4,7,5
4562,0,1,1,362,30,1,3,7,4,2,8,6
4563,0,1,1,261,18,1,2,7,2,2,8,5
4564,0,1,1,1490,31,1,4,7,2,2,7,7
4565,0,1,1,481,34,1,5,6,6,2,8,8
4569,0,1,1,245,24,1,6,6,7,2,5,6
4571,0,1,1,251,15,1,4,7,2,2,10,7
4572,0,1,1,389,21,1,3,6,4,2,8,5
4574,0,1,1,741,26,2,7,6,5,2,8,7
4575,0,1,1,435,20,1,9,8,10,2,9,8
4576,0,1,1,242,22,1,8,6,7,1,9,7
4577,0,0,1,404,28,1,9,6,9,2,9,8
4578,0,1,1,499,27,1,2,6,3,1,7,6
4579,0,1,1,247,24,1,4,5,7,2,9,8
4581,0,1,1,151,15,1,8,5,8,1,8,6
4582,0,1,1,134,13,1,2,5,2,1,6,6
4585,0,1,1,411,29,1,6,6,7,2,8,8
4586,0,1,1,141,11,1,4,7,6,1,7,7
4588,0,1,1,925,33,1,7,6,8,2,7,7
4589,0,1,1,242,17,1,6,7,5,2,9,7
4591,0,1,1,451,25,1,8,8,9,2,7,7
4592,0,1,1,199,15,1,4,5,5,1,8,5
4593,0,1,1,228,15,1,3,6,5,1,9,7
4594,0,1,1,558,24,1,4,7,8,2,8,6
4595,0,1,1,512,32,1,5,6,7,2,6,8
4603,0,1,1,139,13,1,2,5,5,1,5,6
4609,0,1,1,167,16,1,6,6,10,3,8,6
4611,0,1,1,259,25,1,4,6,4,1,7,8
4612,0,1,1,96,9,1,1,5,2,1,6,6
4613,0,1,1,70,7,1,1,4,1,2,8,4
4614,0,1,1,184,18,1,2,6,2,1,4,6
4615,0,1,1,430,23,1,6,6,7,1,8,7
4616,0,1,1,459,20,1,5,7,9,2,8,6
4617,0,0,1,523,32,1,2,5,7,2,7,6
4622,0,1,1,145,14,1,7,5,7,1,7,6
4626,0,1,1,777,33,1,4,6,3,2,9,7
4627,0,1,1,543,30,1,2,5,5,2,6,6
4628,0,0,5,101,11,1,4,6,4,2,8,6
4629,0,1,1,392,39,1,7,6,5,1,8,7
4630,0,1,5,1367,37,2,5,8,5,2,9,8
4631,0,1,1,1683,37,1,6,8,5,2,10,7
4633,0,1,1,228,22,1,4,5,5,1,6,6
4635,0,1,1,329,32,1,4,4,2,1,4,2
4636,0,1,1,504,36,1,2,5,3,2,8,3
4639,0,0,1,101,16,1,3,5,4,2,7,6
4641,0,1,1,772,40,1,6,5,5,1,8,7
4644,0,1,1,1560,39,1,4,6,2,2,8,7
4645,0,1,1,250,25,1,4,5,5,1,7,7
4646,0,1,1,1282,35,1,4,8,4,2,10,8
4647,0,1,1,155,15,1,4,7,5,1,6,6
4648,0,1,5,169,18,1,1,5,4,1,6,7
4650,0,1,7,288,28,1,5,5,4,1,10,8
4655,0,1,8,772,38,1,3,7,5,2,7,8
4656,0,1,1,1012,36,1,6,7,8,2,9,7
4658,0,1,5,562,31,1,4,7,2,1,7,7
4659,0,1,5,1081,38,1,2,6,7,2,9,8
4660,0,0,5,258,25,1,4,7,2,1,7,9
4662,0,1,5,1752,41,1,5,8,8,2,9,6
4663,0,1,5,1807,43,1,6,8,8,2,10,9
4664,0,1,5,1166,41,1,7,5,8,2,9,8
4665,0,1,4,291,32,1,2,5,2,1,4,9
4666,0,1,1,1010,36,1,6,8,7,2,7,9
4667,0,1,1,812,40,1,8,6,10,2,9,9
4669,0,1,5,1247,41,1,3,7,7,2,10,9
4670,0,1,4,176,16,1,2,6,2,2,6,8
4672,0,0,5,1561,43,1,6,6,8,2,8,7
4675,0,1,1,418,41,1,3,6,1,1,7,8
4677,0,1,5,633,45,1,6,7,6,2,9,8
4691,0,1,1,673,29,1,4,5,3,2,9,7
4700,0,0,1,755,31,1,6,3,10,1,10,9
4702,0,1,1,1010,31,1,6,7,7,1,8,7
4703,0,1,1,249,20,1,3,8,5,1,6,7
4706,0,1,1,241,20,1,6,6,5,1,9,8
4707,0,0,1,511,18,1,7,7,7,1,10,7
4708,0,0,1,209,17,1,4,6,4,1,7,5
4709,0,1,1,589,24,1,6,6,6,1,8,7
4711,0,1,1,214,21,1,5,6,6,1,7,6
4712,0,1,1,501,26,1,4,6,3,2,8,7
4713,0,1,1,569,22,1,4,6,5,1,5,6
4714,0,0,1,267,20,2,7,7,7,1,6,8
4715,0,1,1,159,22,1,4,6,3,2,6,7
4717,0,1,1,266,15,1,5,8,5,2,10,7
4719,0,1,1,397,26,1,7,7,6,1,7,7
4720,0,1,1,169,16,1,1,7,6,0,6,6
4722,0,1,1,611,24,1,6,6,5,2,10,7
4723,0,0,1,398,22,3,4,7,7,2,5,8
4724,0,1,1,376,20,2,3,7,6,1,7,8
4725,0,1,1,225,20,1,2,8,3,1,10,8
4726,0,1,1,181,18,1,4,5,7,2,7,7
4727,0,1,1,140,8,1,5,5,3,1,5,6
4728,0,1,1,383,23,1,4,7,3,1,7,7
4730,0,1,1,457,24,1,7,7,5,1,8,8
4731,0,1,1,140,14,1,8,7,8,1,7,6
4732,0,0,1,243,18,1,7,6,8,1,7,7
4733,0,1,1,243,17,1,9,7,8,2,9,7
4734,0,1,1,196,19,1,5,7,1,1,8,6
4736,0,1,1,432,24,1,3,6,3,1,5,7
4737,0,1,1,726,26,1,8,8,8,1,9,6
4742,0,1,1,278,27,1,7,7,6,1,7,7
4744,0,1,1,132,13,1,3,6,4,1,4,7
4746,0,1,1,271,27,1,6,7,5,1,5,6
4747,0,1,1,104,10,1,3,5,4,2,6,8
4750,0,1,1,152,15,1,3,6,2,1,6,7
4753,0,0,1,192,19,1,2,6,5,1,7,6
4754,0,1,1,730,26,1,4,7,2,1,9,7
4758,0,1,5,42,7,1,1,2,7,1,6,5
4760,0,1,2,527,37,1,2,6,4,2,6,7
4762,0,1,5,2660,40,1,6,7,9,2,10,8
4767,0,1,1,385,38,1,4,5,3,1,9,5
4772,0,1,8,771,38,1,7,7,7,2,8,8
4774,0,1,1,101,10,1,2,5,3,1,3,6
4777,0,1,1,79,7,1,4,6,4,1,5,6
4778,0,1,1,659,32,1,5,4,5,2,7,5
4779,0,1,8,729,40,1,3,6,5,2,8,9
4781,0,1,7,231,23,1,3,5,2,1,4,6
4782,0,1,7,1205,37,1,6,6,3,2,8,7
4785,0,1,5,969,35,1,5,6,2,2,8,8
4786,0,1,1,362,36,1,3,4,4,1,7,9
4790,0,1,1,1033,43,1,5,6,3,2,7,6
4791,0,1,1,40,5,1,2,5,1,2,4,6
4792,0,1,1,201,25,1,3,5,5,1,3,6
4805,0,1,1,693,28,1,7,8,8,1,8,6
4806,0,1,1,337,33,1,3,6,4,2,9,7
4807,0,1,1,607,30,1,8,8,10,1,10,7
4808,0,1,1,183,18,1,3,8,4,1,9,6
4809,0,1,1,102,10,1,5,7,4,1,7,7
4810,0,1,1,262,26,1,3,7,5,1,9,5
4811,0,0,1,288,19,1,7,8,7,2,7,9
4812,0,1,1,137,13,1,4,6,7,2,7,6
4813,0,1,1,155,15,1,7,6,7,2,6,7
4814,0,1,1,200,20,1,4,6,5,2,5,6
4817,0,1,1,72,7,1,5,6,8,1,6,6
4818,0,1,1,204,20,1,5,6,2,1,4,7
4820,0,1,2,367,20,1,3,5,7,1,4,7
4822,0,1,5,636,45,1,5,7,6,2,9,7
4824,0,1,1,442,27,1,5,2,7,1,7,8
4825,0,1,1,361,20,1,6,7,7,1,7,7
4829,0,1,1,566,23,1,9,7,9,1,9,8
4830,0,1,1,1022,32,1,6,7,6,2,8,6
4831,0,1,1,280,25,1,5,5,7,1,10,6
4832,0,1,1,123,12,1,6,5,6,1,5,7
4834,0,1,1,512,25,1,8,7,9,2,10,7
4835,0,1,1,557,27,1,5,7,6,1,9,8
4836,0,1,1,155,15,1,7,7,10,1,9,7
4837,0,1,1,240,24,1,5,6,5,1,9,8
4838,0,1,1,328,20,1,3,7,3,1,6,5
4839,0,1,1,154,15,1,5,7,3,1,4,6
4840,0,1,1,118,11,1,3,7,2,1,5,6
4841,0,0,1,300,30,1,8,7,5,1,7,8
4842,0,1,1,180,18,1,6,7,3,1,6,8
4843,0,1,1,307,21,1,8,6,6,1,6,7
4844,0,1,1,35,3,1,5,6,6,1,8,7
4845,0,1,1,193,19,1,6,6,5,1,6,6
4848,0,1,1,86,9,1,5,6,7,1,6,7
4851,0,1,1,2,1,1,2,4,2,1,4,7
4852,0,1,1,92,9,1,5,6,2,1,5,6
4854,0,1,1,6,2,1,2,4,3,1,2,7
4855,0,1,1,43,5,1,4,6,3,2,4,2
4858,0,1,1,12,3,1,1,7,5,1,4,5
4859,0,1,1,3,1,1,5,5,3,1,5,7
4860,0,1,1,59,5,1,3,6,5,1,6,6
4861,0,0,1,4,1,1,2,5,3,1,4,6
4865,0,1,5,975,34,1,5,6,8,2,8,8
4866,0,1,1,594,29,1,7,6,6,2,5,8
4867,0,1,7,75,7,1,4,6,3,1,4,8
4868,0,1,5,516,43,1,7,5,5,2,9,9
4869,0,1,1,387,35,1,5,6,7,1,6,8
4870,1,1,1,248,31,1,4,6,5,1,6,6
4871,0,0,1,247,20,1,6,6,3,2,5,7
4873,0,0,1,147,14,1,2,5,2,1,6,5
4875,0,1,1,8,1,1,2,2,4,1,7,3
4877,0,1,1,9,1,1,3,1,3,1,3,4
4879,0,0,1,39,4,1,2,1,3,1,1,4
4882,0,1,1,12,2,1,2,4,3,1,2,4
4886,0,0,1,8,1,1,2,0,3,1,1,5
4889,0,1,1,11,1,1,3,3,2,0,1,5
4890,0,0,1,107,10,1,4,5,8,1,3,6
4896,0,1,1,24,4,1,2,2,1,1,5,3
4897,0,0,1,571,23,1,8,8,8,1,7,7
4898,0,1,1,620,31,1,1,6,6,2,10,6
4901,0,1,1,3,1,1,1,6,2,2,1,1
4902,0,1,1,204,20,1,4,7,5,2,8,6
4904,0,0,1,10,1,1,1,5,2,1,2,3
4906,0,0,1,4,1,1,1,4,2,2,1,5
4907,0,0,1,2,1,1,1,2,1,2,3,6
4908,0,1,1,104,10,1,1,6,3,1,2,3
4909,0,1,1,51,6,1,5,6,6,1,6,6
4910,0,0,1,4,1,1,2,5,1,1,4,4
4913,0,0,1,4,1,1,0,3,3,1,1,5
4915,0,1,1,26,4,1,2,5,5,1,4,6
4917,0,0,1,4,1,1,1,5,2,2,3,7
4918,0,0,1,14,2,1,0,5,2,2,3,1
4920,0,0,1,6,1,1,1,5,2,2,1,2
4922,0,1,1,604,37,1,3,5,5,2,6,8
4923,0,0,1,2,1,1,1,1,3,0,1,3
4925,1,1,1,588,30,1,5,5,3,2,9,7
4926,0,1,1,321,26,1,7,6,9,1,7,7
4927,0,1,1,24,3,1,6,5,4,1,5,5
4929,0,1,1,16,2,1,3,4,2,2,5,6
4932,1,1,1,3,1,1,1,2,1,1,3,2
4933,0,1,1,0,None,1,4,1,4,2,5,6
4940,0,1,1,4,1,1,1,2,2,1,3,1
4941,0,1,1,1,1,1,2,2,2,0,2,2
4942,0,1,1,6,1,1,4,3,2,1,4,5
4943,0,1,1,112,11,1,1,4,4,1,6,6
4946,0,1,1,27,3,1,4,5,4,1,6,3
4947,0,0,5,786,39,1,4,6,6,2,9,8
