mrun;cod_nivel;rbd_admitido;cod_curso_admitido
341935;1;706;11100033
345043;0;2151;50100031
347305;0;13606;50100032
347790;-1;2115;40100031
348453;1;12761;11100032
349020;-1;8434;40100033
351255;0;15792;50100031
359085;4;8433;41100033
363560;1;2409;11100031
364582;9;516;13100033
365232;-1;40295;40100031
365765;11;8442;33100033
375904;9;8427;13100033
378691;9;2530;13100033
378947;-1;2457;40100031
379785;9;15720;13100033
380065;-1;2420;40100031
384375;1;40189;11100032
384934;1;2262;11100031
390140;-1;2171;40100031
393774;-1;22009;40100033
396615;-1;8441;40100033
398365;9;15840;13100033
398741;7;530;71100033
405849;-1;2461;40100032
415250;0;15595;50100031
415291;1;40298;11100032
417693;0;13586;50100032
430382;7;7659;71100033
431316;9;7626;13100033
434423;1;40422;11100033
436906;9;129;13100031
437813;0;539;50100031
439683;-1;2413;40100031
440827;0;22249;50100031
448748;0;7850;50100031
449604;1;8019;11100033
449804;-1;7507;40100033
452687;-1;7706;40100032
455708;0;8475;50100031
456375;9;2422;13100033
456672;9;2339;13100033
463365;9;15646;13100033
467074;0;22697;50100031
476947;-1;22608;40100032
477487;9;15646;13100033
479951;-1;710;40100033
481788;9;22494;13100033
487091;9;12762;13100031
492709;1;12594;11100033
497816;1;111;11100033
497963;1;2268;11100033
498017;9;22155;13100033
507417;7;15632;71100031
507813;-1;15593;40100032
509492;-1;8108;40100033
510385;1;8439;11100031
513761;9;15731;13100033
523562;7;519;71100033
530984;-1;7333;40100033
537931;-1;7407;40100031
538402;1;22327;11100033
554023;-1;40295;40100031
558201;11;8429;33100033
563895;-1;7832;40100031
568176;0;15812;50100031
578958;-1;15595;40100032
579751;1;2330;11100033
580360;1;12594;11100033
582574;9;8411;13100033
587365;-1;123;40100031
588511;-1;2206;40100031
588534;0;13303;50100032
590045;-1;11265;40100031
592568;-1;7791;40100033
595242;9;22022;13100033
597104;-1;24313;40100032
597407;0;972;50100031
602044;9;22664;13100033
604196;7;11155;71100033
605142;1;8174;11100033
607313;-1;621;40100033
609917;-1;2262;40100032
609984;9;12602;13100033
610650;9;8429;13100033
616778;9;40343;13100033
617277;0;680;50100031
618507;9;7331;13100033
619013;-1;12518;40100032
630300;7;13561;71100033
632315;7;13587;71100033
632553;-1;2570;40100031
633858;9;22626;13100033
638263;2;8434;21100033
639638;9;7505;13100033
644193;1;8441;11100033
646077;0;7349;50100033
648675;0;637;50100033
649205;0;709;50100033
649491;0;13457;50100031
649987;-1;20376;40100031
651168;1;535;11100033
652833;-1;2379;40100031
655210;-1;13538;40100032
657206;-1;15807;40100031
657754;-1;2330;40100031
659868;0;129;50100032
661599;1;13587;11100033
661681;3;8448;31100033
668126;0;646;50100032
672377;-1;8437;40100033
672997;1;22356;11100033
675388;9;15583;13100033
679179;0;40295;50100031
680266;1;946;11100033
681217;0;2248;50100031
684603;-1;12691;40100032
686031;5;8438;51100033
688118;7;2118;71100033
689098;0;7639;50100031
691904;1;13545;11100033
696362;1;2417;11100033
699232;-1;548;40100033
699360;1;7774;11100033
699694;9;15739;13100033
701156;-1;7397;40100032
704028;2;8435;21100033
708109;9;15759;13100033
711400;0;15622;50100031
719290;9;2448;13100031
720928;9;2319;13100033
723889;0;617;50100033
726807;0;40006;50100032
731319;-1;8003;40100032
733712;-1;22565;40100033
736303;9;535;13100033
738983;-1;22581;40100033
742641;1;848;11100033
743412;-1;7631;40100032
744598;1;521;11100033
744781;-1;15811;40100031
746925;0;7791;50100033
747557;9;22664;13100033
752241;9;40343;13100033
752364;-1;40231;40100031
755273;-1;12757;40100032
758728;9;7720;13100033
764473;-1;2523;40100031
765005;1;522;11100013
765364;-1;15608;40100031
765884;-1;7397;40100031
772260;0;2660;50100033
776278;1;13552;11100033
776367;0;2112;50100032
779938;7;13610;71100033
783766;7;13558;71100033
784544;9;22464;13100033
786184;6;8434;61100033
786237;-1;15750;40100032
793877;9;2111;13100033
795175;1;2330;11100033
798547;-1;13529;40100032
800385;9;2163;13100031
802656;9;701;13100033
803041;-1;40295;40100031
806015;9;12749;13100033
807297;1;617;11100033
815531;-1;969;40100032
822467;-1;2209;40100031
826412;1;13427;11100032
827129;1;8005;11100033
828406;-1;40144;40100031
828660;9;7331;13100033
830496;1;7802;11100033
830985;-1;111;40100033
833636;-1;113;40100031
835909;0;8441;50100033
840244;0;8439;50100032
843304;1;2330;11100033
844721;1;8442;11100033
852141;-1;40383;40100033
852254;-1;542;40100033
853477;9;109;13100033
854184;1;8433;11100033
861514;0;2488;50100031
861745;-1;22229;40100033
861765;9;15646;13100033
863574;9;7942;13100031
864639;9;7772;13100033
867024;0;15535;50100031
876979;-1;709;40100033
884211;9;7331;13100033
885112;0;620;50100031
885333;0;7341;50100033
886802;1;646;11100032
899185;7;40194;71100033
908059;0;13350;50100032
908185;2;8439;21100031
909167;-1;2171;40100031
909847;0;16923;50100031
914144;7;2518;71100033
916622;0;13532;50100031
918027;-1;639;40100033
923402;4;8438;41100033
926877;9;15726;13100031
927272;9;15583;13100033
931412;7;7647;71100033
931579;7;40101;71100033
938588;7;2155;71100033
940061;0;2456;50100032
940949;-1;2579;40100032
943024;0;7336;50100033
944056;-1;7460;40100033
951416;9;7628;13100013
951827;7;2174;71100031
952575;9;15720;13100033
955967;9;108;13100033
960612;-1;2226;40100032
964525;-1;2457;40100031
967348;1;15570;11100033
972583;-1;7335;40100033
974228;-1;2308;40100032
978089;7;12192;71100033
984856;-1;2264;40100031
985240;9;97;13100033
990693;0;13587;50100033
991884;0;8047;50100033
992161;9;8109;13100033
993807;0;13532;50100031
995323;-1;161;40100033
995324;-1;8256;40100033
995403;-1;8475;40100032
1001707;0;539;50100031
1002016;-1;12704;40100032
1002578;-1;7696;40100032
1004756;7;13576;71100033
1004795;7;516;71100033
1014636;-1;15676;40100033
1019005;-1;40144;40100031
1022692;9;7331;13100033
1024732;-1;13474;40100033
1028354;-1;22688;40100033
1031084;0;615;50100033
1032924;9;2111;13100033
1036523;-1;13557;40100033
1039429;9;7331;13100033
1044206;-1;531;40100033
1045831;-1;13350;40100031
1055072;0;40416;50100031
1058071;9;2625;13100033
1059128;-1;13303;40100031
1062401;-1;22628;40100031
1063134;1;2553;11100033
1063618;0;22535;50100033
1068566;7;2164;71100031
1068623;-1;2532;40100032
1070021;-1;20460;40100031
1076610;5;8434;51100033
1078547;0;2155;50100031
1081745;-1;8441;40100033
1086676;9;2173;13100033
1087719;1;40043;11100032
1094466;7;12509;71100031
1096942;0;22697;50100031
1097798;1;7724;11100033
1102417;0;2707;50100031
1103037;-1;12711;40100033
1108204;9;665;13100033
1108793;0;2476;50100031
1112105;9;8429;13100033
1122854;0;22173;50100031
1123786;9;22397;13100031
1126298;-1;40343;40100031
1127036;11;24316;36103533
1127263;7;8004;71100033
1131285;9;24329;13100023
1131635;9;2163;13100031
1132710;-1;40006;40100031
1136816;0;2559;50100031
1138110;9;13551;13100033
1140826;1;15832;11100033
1142442;1;7543;11100033
1143341;0;126;50100033
1146127;-1;8433;40100031
1149947;7;8435;71100033
1155484;3;8441;31100033
1155922;-1;22413;40100031
1159103;0;1087;50100033
1166262;7;22523;71100033
1167755;9;13491;13100033
1170941;0;2413;50100031
1176551;-1;2387;40100031
1178599;9;518;13100013
1178793;-1;2518;40100033
1179847;-1;40295;40100031
1180867;7;8454;71100023
1182864;-1;13620;40100032
1182971;9;40455;13100033
1184832;-1;13393;40100032
1186691;7;12617;71100031
1198042;9;2411;13100033
1201064;0;12519;50100031
1201623;7;40194;71100033
1203370;10;8425;23100033
1208377;0;40416;50100031
1208619;8;24313;81100033
1208694;1;13587;11100033
1210103;-1;24313;40100032
1210869;0;22612;50100033
1212484;1;7724;11100033
1213172;0;22535;50100033
1214213;9;15759;13100033
1216321;7;15614;71100033
1217379;0;13586;50100031
1219321;1;2553;11100033
1222063;9;22461;13100033
1222288;9;15646;13100033
1224111;7;131;71100031
1224330;0;7419;50100033
1228997;9;610;13100031
1236001;-1;2232;40100031
1236640;9;2375;13100033
1240708;-1;7631;40100032
1244383;9;8442;13100033
1244764;9;7326;13100033
1245746;9;11248;13100033
1246612;0;2425;50100031
1247070;1;13513;11100033
1251432;9;2233;13100031
1266145;1;114;11100033
1267432;0;13331;50100032
1270914;1;12747;11100033
1277958;-1;7967;40100033
1282316;-1;7508;40100033
1290736;-1;22640;40100032
1292505;-1;13557;40100033
1296504;1;7634;11100033
1297613;-1;20376;40100031
1298200;-1;2491;40100031
1298650;-1;13457;40100032
1300155;-1;2179;40100032
1303068;0;16923;50100031
1303570;9;22544;13100033
1305356;-1;15596;40100033
1307009;0;2426;50100031
1307104;0;15728;50100031
1307489;0;2409;50100031
1309606;2;8434;21100033
1313326;9;2205;13100033
1313775;9;22626;13100033
1320383;0;123;50100031
1321141;4;8433;41100033
1321777;0;12593;50100031
1326374;0;117;50100031
1332579;-1;2248;40100031
1334086;9;535;13100033
1337429;-1;15676;40100033
1340275;1;804;11100031
1343243;1;714;11100033
1343959;0;8325;50100032
1347542;1;2457;11100031
1350730;7;7372;71100033
1357065;0;531;50100033
1365974;7;15781;71100033
1369953;9;2378;13100033
1372093;9;22155;13100033
1373003;0;11548;50100031
1373004;0;714;50100033
1373186;-1;22672;40100032
1374080;9;2283;13100033
1384528;7;12686;71100033
1384784;1;615;11100033
1386133;1;972;11100031
1388170;9;701;13100033
1389424;4;8434;41100033
1392218;7;15719;71100031
1392837;-1;13405;40100032
1393298;9;7625;13100033
1394229;7;40320;71100033
1397828;0;2456;50100032
1398561;-1;40025;40100031
1400225;9;2612;13100033
1404292;9;701;13100033
1405156;0;22608;50100031
1406593;9;2422;13100033
1406888;9;7722;13100033
1417779;-1;13398;40100032
1427081;-1;847;40100033
1429767;1;15750;11100031
1431805;1;22010;11100033
1432024;9;2375;13100033
1432237;0;40416;50100032
1436017;0;2174;50100032
1436617;0;13586;50100032
1443833;-1;40144;40100031
1444039;1;114;11100033
1448241;1;7959;11100033
1453987;-1;22255;40100032
1455580;-1;7397;40100031
1460442;-1;13376;40100032
1463986;0;13469;50100031
1465347;9;2530;13100033
1468301;1;13504;11100033
1470610;9;15759;13100033
1471453;-1;13580;40100033
1474527;9;2111;13100033
1476231;9;611;13100033
1476770;7;7638;71100033
1479013;-1;522;40100013
1486230;-1;15770;40100033
1489840;-1;637;40100033
1490089;-1;15598;40100031
1490090;-1;13403;40100032
1491487;7;40194;71100033
1494601;1;521;11100033
1497503;7;2611;71100033
1501972;9;22155;13100033
1505438;1;16923;11100031
1508601;-1;2412;40100033
1510591;1;13463;11100031
1511098;1;2266;11100033
1517051;1;13539;11100031
1517865;0;13469;50100031
1518856;0;13463;50100031
1521460;1;8439;11100031
1523231;0;13469;50100031
1525121;-1;22649;40100031
1534852;0;2560;50100033
1549940;-1;11144;40100032
1554031;9;7331;13100033
1554346;-1;15501;40100032
1554863;9;107;13100033
1556342;-1;800;40100033
1558094;9;129;13100031
1562081;0;13538;50100031
1563232;0;116;50100031
1564310;1;13557;11100033
1564693;7;799;71100033
1569588;6;8435;61100033
1572109;-1;112;40100031
1573115;-1;7725;40100033
1573309;9;22544;13100033
1576127;-1;2654;40100033
1577034;4;8444;41100033
1578329;9;772;17104133
1579920;7;2121;71100011
1581603;-1;12594;40100031
1584080;3;11678;31100033
1586037;9;7629;13100033
1589734;1;129;11100032
1591366;1;8415;11100033
1595132;1;643;11100033
1606416;-1;15793;40100032
1607082;1;2612;11100033
1609570;-1;2120;40100032
1610327;0;7791;50100033
1615125;1;13587;11100033
1618296;9;22027;13100033
1627111;0;15614;50100032
1633506;0;970;50100031
1639111;1;2233;11100031
1646578;0;2151;50100031
1646966;-1;40279;40100032
1647931;7;22702;71100033
1648777;9;7331;13100033
1661551;9;7625;13100033
1662110;9;7720;13100033
1670278;1;2119;11100031
1674846;1;13504;11100033
1679252;-1;2494;40100031
1683001;9;15840;13100033
1686286;9;7470;16103433
1690428;-1;22418;40100032
1690429;0;2174;50100031
1690625;0;13403;50100032
1696947;-1;710;40100033
1697995;7;7722;71100033
1699500;9;7470;16103433
1700909;-1;22255;40100032
1702222;-1;2416;40100031
1703233;9;8206;13100033
1704970;0;2428;50100031
1708783;-1;947;40100031
1711420;-1;12704;40100032
1712800;9;22464;13100033
1713701;9;7907;13100033
1714242;7;721;71100033
1718492;-1;40298;40100031
1721483;7;2330;71100033
1736420;7;2223;71100033
1739077;1;15570;11100033
1739220;9;7505;13100033
1740400;-1;2289;40100032
1747220;0;22070;50100032
1752104;7;40422;71100033
1753396;0;7709;50100012
1756134;1;15832;11100033
1759568;-1;7418;40100033
1762373;-1;710;40100033
1762643;9;7625;13100033
1769419;9;40029;13100033
1771721;0;8413;50100033
1773440;9;2123;13100033
1788259;9;22494;13100033
1789229;-1;2465;40100031
1791277;-1;2374;40100031
1792588;9;22626;13100033
1798422;7;2329;71100033
1799343;0;15614;50100032
1806225;-1;11147;40100032
1806578;9;2283;13100033
1806788;9;2134;13100033
1806858;1;7659;11100033
1810767;0;2299;50100031
1812082;-1;2266;40100032
1813648;1;2112;11100032
1813713;-1;13539;40100031
1818267;0;13532;50100031
1822964;-1;40285;40100031
1824066;-1;40399;40100033
1830293;9;108;13100033
1834054;9;8425;13100033
1834562;-1;7776;40100033
1841027;-1;2143;40100031
1848273;9;518;13100013
1850823;-1;7541;40100031
1854876;1;8436;11100033
1856911;-1;40422;40100033
1862330;9;772;17104133
1864634;1;12655;11100033
1865097;-1;15614;40100031
1867774;-1;15646;40100031
1868203;-1;2358;40100032
1871052;1;15812;11100033
1871441;-1;566;40100033
1872665;1;2517;11100033
1878522;1;7349;11100033
1878977;-1;13303;40100031
1880041;9;531;13100033
1883626;9;2283;13100033
1885864;1;2234;11100033
1888300;-1;7788;40100033
1894915;-1;12757;40100032
1901771;1;530;11100033
1903703;0;2472;50100033
1904378;0;2456;50100031
1907424;-1;8434;40100033
1907460;-1;2120;40100032
1908064;9;11265;13100033
1908399;7;2109;71100011
1909535;1;710;11100033
1911099;1;117;11100031
1913932;0;15614;50100032
1915606;9;15646;13100033
1919533;7;11265;71100033
1921842;1;40038;11100033
1923807;9;2422;13100033
1924936;9;2444;13100033
1925948;9;665;13100033
1928235;1;646;11100032
1929003;9;7328;13100033
1933669;1;12683;11100032
1940492;1;12715;11100033
1942437;1;13427;11100032
1942523;-1;24302;40100031
1943899;7;13558;71100033
1946971;-1;40257;40100031
1946972;-1;521;40100033
1948280;9;968;13100033
1951886;0;22493;50100031
1952894;0;12749;50100033
1953709;-1;40298;40100031
1954886;9;7331;13100033
1954923;0;12704;50100031
1955665;1;534;11100033
1956007;7;2112;71100031
1957284;9;2448;13100031
1961734;1;13590;11100033
1962018;-1;12518;40100032
1972647;9;106;13100033
1975786;9;15583;13100033
1978807;0;2412;50100033
1978835;-1;521;40100033
1980114;-1;8441;40100033
1981600;0;40298;50100032
1982266;9;22022;13100033
1982418;1;625;11100033
1983110;1;2330;11100033
1987119;0;12757;50100032
1988773;1;646;11100032
1997207;-1;12691;40100032
1999638;-1;2223;40100033
1999962;1;2338;11100033
2002902;9;2530;13100033
2005346;-1;22608;40100032
2009219;-1;2417;40100031
2010962;9;191;13100033
2010973;-1;2312;40100031
2014400;9;15720;13100033
2015160;9;2319;13100033
2017979;9;22050;13100033
2018120;-1;7924;40100033
2018917;-1;22672;40100032
2019885;9;22664;13100033
2025529;9;7625;13100033
2027598;-1;531;40100033
2033301;9;2635;13100033
2034878;9;13461;13100031
2035431;1;523;11100033
2038574;8;24311;81100033
2039639;1;125;11100033
2042228;5;8441;51100033
2042670;-1;8439;40100032
2045720;-1;632;40100033
2046020;3;8444;31100033
2046662;9;2447;13100033
2047725;0;22424;50100032
2048548;7;11265;71100033
2048792;0;22265;50100033
2049522;0;13593;50100033
2050396;0;40328;50100033
2052487;-1;7418;40100033
2053123;7;12652;71100031
2054477;9;8429;13100033
2056625;1;534;11100033
2058430;3;8448;31100033
2059807;1;2457;11100031
2063084;1;22612;11100033
2070285;-1;7343;40100032
2071344;7;13552;71100033
2071955;-1;2461;40100032
2072043;-1;706;40100031
2072103;1;11594;11100033
2073020;0;13463;50100031
2073319;9;13503;13100033
2075700;9;8339;13100033
2080439;1;12761;11100032
2081110;9;7326;13100033
2082406;0;2171;50100031
2083165;1;12747;11100033
2083998;0;8047;50100033
2085606;9;7628;13100013
2086385;1;2553;11100033
2088051;1;15770;11100033
2088942;7;7648;71100033
2091057;9;7331;13100033
2094606;9;701;13100033
2101338;-1;22535;40100033
2106751;7;2460;71100033
2108041;1;12683;11100032
2110941;1;24311;11100032
2113502;-1;8047;40100033
2116374;9;40455;13100033
2117194;9;40343;13100033
2117700;9;7628;13100013
2119942;-1;16766;40100032
2120213;0;2457;50100031
2124658;9;40343;13100033
2133390;-1;11265;40100031
2134508;9;107;13100033
2136128;1;2532;11100033
2137251;1;2339;11100033
2138219;-1;8433;40100031
2140131;0;2469;50100031
2147514;-1;22424;40100031
2152034;9;2283;13100033
2154525;7;7403;71100031
2164226;9;8255;13100033
2166906;9;22356;13100033
2168703;1;13587;11100033
2170604;1;123;11100031
2170772;1;2330;11100033
2172549;1;126;11100033
2175093;9;8427;13100033
2178154;0;620;50100031
2180511;1;12655;11100033
2180805;9;13461;13100031
2184916;0;13538;50100031
2186621;-1;7801;40100033
2186886;9;7626;13100033
2187521;1;2112;11100032
2191356;0;40038;50100033
2196664;1;22195;11100032
2197417;-1;2339;40100031
2205562;-1;531;40100033
2209770;7;2313;71100031
2214079;-1;40422;40100033
2216442;-1;12602;40100033
2223658;7;40284;71100033
2223672;9;40080;13100033
2225519;0;13538;50100031
2225564;0;12593;50100031
2234361;1;522;11100013
2235611;1;22356;11100033
2241707;-1;40343;40100031
2247032;-1;40416;40100032
2269563;9;7651;13100033
2271820;0;2553;50100031
2272102;-1;12711;40100033
2282111;-1;523;40100033
2284029;1;525;11100033
2286153;1;7508;11100033
2287586;-1;15676;40100033
2302604;1;15646;11100031
2311316;1;525;11100033
2313403;1;11687;11100033
2319567;-1;13551;40100032
2322875;-1;22628;40100032
2323944;0;22434;50100032
2325160;-1;2359;40100031
2327615;1;7819;11100033
2327781;-1;847;40100033
2328053;-1;12704;40100032
2329162;0;2457;50100031
2330802;9;13561;13100033
2331910;9;22027;13100033
2333434;9;772;17104133
2338449;1;12747;11100033
2341239;1;535;11100033
2344020;7;2469;71100033
2346782;-1;2266;40100032
2348596;1;15596;11100033
2351690;7;517;71100033
2354795;-1;2135;40100033
2358930;9;22464;13100033
2361811;-1;15768;40100031
2362949;0;31194;50100032
2365507;9;7331;13100033
2368014;9;967;13100033
2372727;1;13559;11100033
2373388;1;8160;11100033
2373416;-1;123;40100031
2376058;9;2444;13100033
2380186;9;7331;13100033
2380801;9;11265;13100033
2383013;1;15646;11100031
2383334;1;2153;11100031
2390642;9;11265;13100033
2391607;-1;13463;40100031
2394137;1;12655;11100033
2396638;9;2124;13100033
2403083;0;774;50100031
2404540;1;22430;11100033
2406367;9;7331;13100033
2411575;-1;161;40100033
2412765;0;13457;50100031
2413026;7;22343;71100031
2415014;7;111;71100033
2422318;1;2112;11100032
2424102;-1;8047;40100033
2424714;5;8438;51100033
2425342;9;22155;13100033
2426414;1;2601;11100033
2426513;-1;7639;40100032
2428896;0;20407;50100031
2436935;1;646;11100032
2438666;-1;13557;40100033
2443317;9;772;17104133
2447025;3;8439;31100033
2459569;-1;15746;40100032
2463816;9;2551;13100031
2466150;-1;129;40100032
2468738;9;518;13100013
2469607;-1;8433;40100032
2475450;-1;2267;40100033
2476185;1;15832;11100033
2479109;-1;11548;40100031
2480565;-1;12719;40100033
2481935;9;191;13100033
2484081;1;7541;11100033
2490962;0;2112;50100032
2495366;9;8429;13100033
2496139;-1;2412;40100033
2505427;9;2319;13100033
2509729;-1;618;40100033
2515355;1;2325;11100033
2516057;7;8004;71100033
2516481;-1;2258;40100031
2520308;1;15646;11100031
2520816;0;13463;50100031
2521326;7;13539;71100031
2524696;1;2121;11100012
2533630;1;2121;11100012
2536909;1;40288;11100033
2538164;-1;2120;40100032
2546255;-1;111;40100033
2547186;9;11265;13100033
2548275;-1;2456;40100031
2550063;-1;15646;40100031
2552189;1;707;11100011
2552190;1;22535;11100033
2552696;7;31194;71100031
2555355;0;13504;50100033
2559478;-1;40310;40100032
2563173;-1;2461;40100032
2564933;0;22418;50100031
2567520;7;8436;71100033
2569535;-1;13376;40100032
2578133;1;31221;11100033
2579370;1;16766;11100033
2586586;1;40193;11100031
2588287;1;12588;11100032
2591365;1;40073;11100033
2593129;7;8424;71100033
2593507;-1;40073;40100033
2600772;-1;7706;40100032
2605117;9;40457;13100033
2606584;-1;721;40100032
2608133;9;2486;13100033
2608895;0;22418;50100031
2610001;1;7339;11100033
2610400;-1;40298;40100032
2612443;-1;2286;40100032
2613833;9;7626;13100033
2614578;1;625;11100033
2617443;9;12192;13100033
2623561;9;13551;13100033
2624661;9;2283;13100033
2627311;0;548;50100033
2628263;-1;13376;40100032
2633334;9;40343;13100033
2637009;1;2112;11100032
2637293;1;2518;11100033
2640692;-1;616;40100033
2643311;-1;852;40100031
2643457;9;13582;13100033
2643544;0;8438;50100033
2643777;9;15646;13100033
2644648;1;2153;11100031
2645072;1;2601;11100033
2647395;9;2444;13100033
2648841;1;13383;11100033
2655210;1;22356;11100033
2656935;-1;16766;40100032
2661251;1;522;11100013
2662217;8;24302;81100033
2662381;9;22597;13100033
2664556;-1;7352;40100033
2665816;1;15753;11100033
2668404;7;7338;71100031
2675010;0;10916;50100033
2676782;8;8444;81100033
2677943;-1;12711;40100033
2677960;9;15840;13100033
2679089;1;2525;11100033
2679906;1;2112;11100032
2686078;9;15739;13100033
2691188;2;8436;21100033
2692619;9;24316;13100033
2694206;0;12632;50100033
2696772;-1;13331;40100032
2698351;9;15726;13100031
2705302;4;8438;41100033
2707587;0;8438;50100033
2709105;7;2361;71100033
2709296;0;15757;50100031
2718646;7;517;71100033
2725961;1;616;11100033
2737736;-1;8417;40100033
2737737;-1;7434;40100033
2739576;0;13331;50100032
2741652;1;710;11100033
2747168;-1;8449;40100033
2750436;1;2121;11100012
2764338;0;2115;50100031
2771795;-1;2227;40100031
2779507;0;714;50100033
2779695;9;2163;13100032
2786452;-1;2206;40100031
2792252;-1;12762;40100031
2793977;7;7975;71100033
2800464;9;108;13100033
2801374;1;13587;11100033
2802235;-1;13551;40100032
2803571;-1;16766;40100032
2807248;9;7331;13100033
2813838;1;40298;11100032
2814285;0;12593;50100032
2815665;9;8162;13100033
2815763;0;117;50100031
2817445;7;8004;71100033
2818170;-1;13586;40100032
2818694;1;13552;11100033
2820164;-1;7722;40100033
2824201;1;2361;11100033
2827296;9;7626;13100033
2832616;0;8444;50100031
2832863;-1;22366;40100033
2832965;7;40424;71100033
2833893;9;22155;13100033
2836062;-1;13451;40100032
2837029;1;7633;11100033
2840759;9;7629;13100033
2842324;7;13621;71100033
2843071;9;22523;13100033
2843770;-1;40422;40100033
2844117;0;15750;50100031
2845754;-1;721;40100031
2845791;1;13587;11100033
2854923;9;15840;13100033
2862181;1;40298;11100032
2863825;1;646;11100032
2865604;-1;22581;40100033
2865931;1;2116;11100031
2869712;-1;7636;40100031
2870063;-1;22672;40100032
2877232;1;22195;11100032
2878042;1;40073;11100033
2878547;0;13587;50100033
2878931;9;7629;13100033
2884277;-1;969;40100032
2886471;1;2330;11100033
2886811;9;22397;13100031
2887852;-1;15726;40100031
2888386;8;8438;81100033
2889322;9;11287;13100033
2891247;1;134;11100031
2895848;0;708;50100033
2898000;-1;13532;40100032
2902896;-1;2570;40100031
2908685;-1;536;40100031
2917960;9;2625;13100033
2920102;7;8436;71100033
2924768;7;40194;71100033
2928842;1;7592;11100033
2933696;-1;12719;40100033
2936275;9;7772;13100033
2936678;9;8425;13100033
2940460;1;40298;11100032
2950765;-1;2120;40100032
2953783;9;516;13100033
2955225;1;15646;11100031
2956301;0;13612;50100031
2959509;9;15840;13100033
2960039;9;11265;13100033
2962293;1;40043;11100032
2970488;1;8306;11100033
2976252;0;2151;50100031
2984587;-1;13342;40100032
2985429;-1;1014;40100033
2985876;1;8438;11100033
3001745;0;112;50100032
3002041;1;12747;11100033
3003180;8;8444;81100033
3003455;9;7328;13100033
3004370;9;2530;13100033
3006039;1;7507;11100033
3012769;0;2174;50100031
3014525;1;11687;11100033
3021608;1;539;11100031
3022410;1;22356;11100033
3022959;1;16766;11100033
3024402;9;40080;13100033
3025754;7;15622;71100033
3034315;0;525;50100033
3038746;-1;534;40100033
3039507;0;2427;50100031
3041245;9;2422;13100033
3044316;0;2457;50100031
