mrun;cod_nivel;es_mujer;prioritario;lat_con_error;lon_con_error;calidad_georef;cod_com;nom_com
15683511;9;0;1;-31,633623;-71,168144;2;4201;ILLAPEL
15686466;0;0;1;-29,87351;-71,237221;1;4101;LA SERENA
15686691;9;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
15697427;-1;0;0;-34,651611;-71,206238;2;6305;NANCAGUA
15700091;1;0;1;-34,648445;-71,899963;2;6206;PAREDONES
15702166;9;0;0;-34,182892;-70,755806;1;6101;RANCAGUA
15705366;-1;0;1;-41,317383;-72,984612;2;10109;PUERTO VARAS
15705510;9;1;1;-40,574604;-73,135757;2;10301;OSORNO
15706349;9;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
15706935;0;0;1;-40,589836;-73,176964;1;10301;OSORNO
15710489;10;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
15712031;-1;0;0;-29,966877;-71,250847;1;4102;COQUIMBO
15713898;-1;0;1;-34,208923;-70,89959;1;6105;DOÑIHUE
15714914;-1;1;1;-40,795631;-73,216721;2;10305;RIO NEGRO
15715729;9;0;0;-31,633623;-71,168144;2;4201;ILLAPEL
15716660;-1;0;1;-30,604809;-71,205421;2;4301;OVALLE
15722820;9;1;1;-34,18259;-70,651115;2;6108;MACHALI
15724944;0;0;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
15725013;9;1;1;-29,902227;-71,2509;2;4101;LA SERENA
15732255;-1;0;1;-40,574604;-73,135757;2;10301;OSORNO
15733437;0;0;0;-42,623821;-73,772224;2;10203;CHONCHI
15734407;9;0;1;-41,396317;-73,462578;2;10106;LOS MUERMOS
15735979;-1;0;0;-30,604809;-71,205421;2;4301;OVALLE
15738299;9;0;1;-40,574604;-73,135757;2;10301;OSORNO
15739525;-1;0;0;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
15742085;7;0;1;-29,951094;-71,339462;1;4102;COQUIMBO
15742629;1;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
15743984;9;1;1;-34,44664;-70,946281;2;6109;MALLOA
15747104;-1;1;0;-29,879286;-71,229736;1;4101;LA SERENA
15752269;1;1;0;-34,064541;-70,725945;2;6106;GRANEROS
15756742;1;0;0;-20,219791;-70,144272;1;1101;IQUIQUE
15757943;0;1;1;-30,604809;-71,205421;2;4301;OVALLE
15758705;7;0;1;-30,604809;-71,205421;2;4301;OVALLE
15765502;-1;0;1;-34,728287;-71,273399;2;6302;CHEPICA
15767544;-1;1;1;-20,213099;-70,153725;2;1101;IQUIQUE
15768839;0;0;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
15770877;1;0;0;-29,902227;-71,2509;2;4101;LA SERENA
15771189;-1;1;0;-41,475449;-72,988136;1;10101;PUERTO MONTT
15775159;1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
15778230;1;0;0;-41,325397;-72,975533;1;10109;PUERTO VARAS
15785306;-1;1;1;-34,728287;-71,273399;2;6302;CHEPICA
15786952;0;1;1;-41,868153;-73,828209;2;10202;ANCUD
15788685;9;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
15791037;1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
15791773;9;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
15792766;1;1;0;-30,604809;-71,205421;2;4301;OVALLE
15793780;0;1;0;-41,317383;-72,984612;2;10109;PUERTO VARAS
15799900;1;1;0;-34,182194;-70,708206;1;6101;RANCAGUA
15801816;1;1;0;-31,629539;-71,167702;1;4201;ILLAPEL
15807463;1;1;1;-34,70842;-71,041237;2;6303;CHIMBARONGO
15815178;-1;1;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
15815868;1;1;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
15819532;-1;1;0;-29,967569;-71,341087;1;4102;COQUIMBO
15821157;-1;1;1;-33,98008;-70,711525;2;6110;MOSTAZAL
15824260;0;1;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
15825350;1;0;0;-29,989891;-71,336517;1;4102;COQUIMBO
15830475;-1;0;0;-29,989895;-71,330124;1;4102;COQUIMBO
15833781;7;1;1;-34,286243;-70,816078;2;6116;REQUINOA
15834270;0;0;1;-30,604809;-71,205421;2;4301;OVALLE
15834746;9;1;1;-40,572933;-73,123665;1;10301;OSORNO
15839237;1;1;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
15840579;9;0;1;-42,889313;-73,474136;2;10207;QUEILEN
15842341;0;1;1;-30,833839;-71,258026;2;4304;PUNITAQUI
15848561;9;0;0;-34,287685;-71,084137;2;6104;COLTAUCO
15849102;0;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
15849529;1;0;1;-31,633682;-71,172707;1;4201;ILLAPEL
15850358;-1;0;1;-29,902227;-71,2509;2;4101;LA SERENA
15852400;1;1;1;-41,868153;-73,828209;2;10202;ANCUD
15854618;9;1;1;-43,118206;-73,61805;2;10208;QUELLON
15855960;0;1;0;-34,064541;-70,725945;2;6106;GRANEROS
15856043;0;0;0;-20,235794;-70,138008;1;1101;IQUIQUE
15864348;0;0;1;-42,482834;-73,762733;2;10201;CASTRO
15865347;0;1;0;-34,579697;-70,993629;1;6301;SAN FERNANDO
15866892;0;0;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
15869466;7;0;0;-42,482834;-73,762733;2;10201;CASTRO
15878437;2;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
15881049;0;0;0;-30,604809;-71,205421;2;4301;OVALLE
15881095;0;0;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
15885279;7;1;1;-30,604809;-71,205421;2;4301;OVALLE
15887631;-1;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
15889412;1;1;0;-30,604809;-71,205421;2;4301;OVALLE
15891915;1;0;0;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
15897224;-1;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
15900095;9;1;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
15902443;1;1;1;-34,648445;-71,899963;2;6206;PAREDONES
15906668;0;1;1;-53,161156;-70,894127;1;12101;PUNTA ARENAS
15913412;1;0;0;-29,954834;-71,263023;1;4102;COQUIMBO
15915155;9;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
15917447;0;1;0;-20,282772;-70,103371;1;1107;ALTO HOSPICIO
15920918;0;1;0;-30,604809;-71,205421;2;4301;OVALLE
15922557;0;0;0;-31,633623;-71,168144;2;4201;ILLAPEL
15928783;-1;1;1;-41,256516;-73,005882;2;10107;LLANQUIHUE
15928891;7;1;1;-29,953829;-71,338135;2;4102;COQUIMBO
15929882;1;1;0;-34,439323;-71,07608;2;6117;SAN VICENTE
15931006;1;1;1;-31,633623;-71,168144;2;4201;ILLAPEL
15934647;-1;1;1;-34,226551;-70,964355;2;6105;DOÑIHUE
15942370;7;1;0;-30,604809;-71,205421;2;4301;OVALLE
15945506;-1;0;0;-40,574604;-73,135757;2;10301;OSORNO
15948376;9;0;1;-30,604809;-71,205421;2;4301;OVALLE
15953822;-1;1;1;-40,578812;-73,152641;1;10301;OSORNO
15956447;1;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
15958895;9;1;1;-42,482834;-73,762733;2;10201;CASTRO
15960378;1;0;0;-20,229366;-70,129173;1;1101;IQUIQUE
15960883;-1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
15963457;7;1;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
15965153;-1;1;1;-40,55735;-73,175919;1;10301;OSORNO
15970094;9;0;1;-30,028849;-70,516579;2;4105;PAIGUANO
15971833;-1;0;0;-34,269714;-70,951683;2;6103;COINCO
15975437;0;0;0;-34,408901;-70,860115;2;6115;RENGO
15977381;9;0;1;-33,98008;-70,711525;2;6110;MOSTAZAL
15979501;-1;0;1;-33,98008;-70,711525;2;6110;MOSTAZAL
15983669;0;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
15986776;0;1;0;-20,256798;-70,127953;1;1101;IQUIQUE
15994632;10;1;0;-53,152447;-70,933563;1;12101;PUNTA ARENAS
15994904;7;0;0;-34,408901;-70,860115;2;6115;RENGO
15999873;-1;0;1;-29,902227;-71,2509;2;4101;LA SERENA
16002517;0;0;1;-34,286243;-70,816078;2;6116;REQUINOA
16003397;-1;0;0;-40,57283;-73,174011;1;10301;OSORNO
16012681;9;1;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
16013623;-1;0;0;-42,482834;-73,762733;2;10201;CASTRO
16014735;-1;0;0;-31,63686;-71,193062;1;4201;ILLAPEL
16014802;9;1;1;-42,482834;-73,762733;2;10201;CASTRO
16022254;0;1;0;-34,18174;-70,764;1;6101;RANCAGUA
16024148;-1;1;1;-29,902227;-71,2509;2;4101;LA SERENA
16026636;0;0;0;-34,035225;-70,664581;1;6102;CODEGUA
16027844;9;0;1;-42,623821;-73,772224;2;10203;CHONCHI
16028926;7;1;1;-40,564133;-73,162552;1;10301;OSORNO
16031265;0;1;0;-29,959826;-71,339569;1;4102;COQUIMBO
16032370;-1;1;0;-34,651611;-71,206238;2;6305;NANCAGUA
16032927;-1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
16036067;1;1;1;-29,886881;-71,244904;1;4101;LA SERENA
16036343;1;1;0;-41,396317;-73,462578;2;10106;LOS MUERMOS
16037591;9;0;1;-34,039124;-70,667595;2;6102;CODEGUA
16038138;-1;1;0;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
16039367;1;1;1;-29,902227;-71,2509;2;4101;LA SERENA
16040708;0;1;1;-30,833839;-71,258026;2;4304;PUNITAQUI
16040944;9;1;0;-34,131275;-70,740417;1;6101;RANCAGUA
16042578;9;0;1;-30,604809;-71,205421;2;4301;OVALLE
16045670;-1;1;1;-29,953829;-71,338135;2;4102;COQUIMBO
16047184;-1;0;0;-29,902227;-71,2509;2;4101;LA SERENA
16047645;1;0;0;-29,952669;-71,349701;1;4102;COQUIMBO
16052875;1;0;0;-34,064541;-70,725945;2;6106;GRANEROS
16057289;1;0;1;-41,772583;-73,127243;2;10102;CALBUCO
16061217;-1;1;0;-33,98008;-70,711525;2;6110;MOSTAZAL
16061581;1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
16062043;0;0;1;-20,213099;-70,153725;2;1101;IQUIQUE
16064238;0;1;0;-34,397587;-70,868179;1;6115;RENGO
16069073;-1;1;1;-30,604809;-71,205421;2;4301;OVALLE
16069312;-1;1;1;-29,953829;-71,338135;2;4102;COQUIMBO
16069444;-1;1;0;-30,028849;-70,516579;2;4105;PAIGUANO
16070742;9;0;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
16072543;-1;1;0;-31,177759;-71,002197;2;4302;COMBARBALA
16074064;1;0;1;-29,872662;-71,236221;1;4101;LA SERENA
16074263;1;0;1;-34,064541;-70,725945;2;6106;GRANEROS
16074352;9;0;1;-42,380592;-73,647926;2;10205;DALCAHUE
16075715;9;0;1;-40,574604;-73,135757;2;10301;OSORNO
16080956;9;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
16081341;1;1;1;-41,623501;-73,595055;2;10108;MAULLIN
16082580;1;0;1;-29,902227;-71,2509;2;4101;LA SERENA
16083071;9;0;0;-40,795631;-73,216721;2;10305;RIO NEGRO
16083301;1;1;1;-30,604809;-71,205421;2;4301;OVALLE
16084284;1;1;0;-53,156849;-70,901909;1;12101;PUNTA ARENAS
16084576;-1;1;0;-53,157806;-70,893044;1;12101;PUNTA ARENAS
16085463;0;1;1;-34,226551;-70,964355;2;6105;DOÑIHUE
16086068;9;0;1;-34,286243;-70,816078;2;6116;REQUINOA
16088130;-1;0;0;-41,868153;-73,828209;2;10202;ANCUD
16092127;0;1;0;-29,902227;-71,2509;2;4101;LA SERENA
16093431;0;1;0;-34,408901;-70,860115;2;6115;RENGO
16097327;0;1;1;-30,604809;-71,205421;2;4301;OVALLE
16097545;-1;1;0;-29,902227;-71,2509;2;4101;LA SERENA
16098080;-1;1;1;-54,934601;-67,596947;2;12201;CABO DE HORNOS
16098941;7;1;1;-29,902227;-71,2509;2;4101;LA SERENA
16102295;9;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
16103037;-1;0;0;-33,98008;-70,711525;2;6110;MOSTAZAL
16106093;-1;0;0;-30,604809;-71,205421;2;4301;OVALLE
16109999;-1;0;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
16111397;-1;0;0;-34,152946;-70,764626;1;6101;RANCAGUA
16113722;-1;0;1;-31,909607;-71,511116;2;4203;LOS VILOS
16115259;9;0;1;-42,144165;-73,472809;2;10209;QUEMCHI
16116243;9;0;1;-31,633623;-71,168144;2;4201;ILLAPEL
16120117;-1;1;0;-29,982624;-71,341728;1;4102;COQUIMBO
16121427;1;0;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
16122671;-1;0;0;-29,902227;-71,2509;2;4101;LA SERENA
16124599;-1;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
16130423;9;0;0;-34,439323;-71,07608;2;6117;SAN VICENTE
16135738;-1;0;1;-34,226551;-70,964355;2;6105;DOÑIHUE
16142817;1;0;1;-29,902227;-71,2509;2;4101;LA SERENA
16143428;7;1;0;-20,213099;-70,153725;2;1101;IQUIQUE
16146215;9;0;0;-34,597839;-71,363297;2;6306;PALMILLA
16150102;2;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
16151740;-1;0;0;-34,208759;-70,817383;2;6111;OLIVAR
16155763;-1;0;0;-40,574604;-73,135757;2;10301;OSORNO
16156978;-1;0;1;-41,772583;-73,127243;2;10102;CALBUCO
16160541;9;0;1;-34,639771;-71,365753;2;6310;SANTA CRUZ
16161690;-1;0;0;-41,256516;-73,005882;2;10107;LLANQUIHUE
16163822;9;1;1;-53,174469;-70,922081;1;12101;PUNTA ARENAS
16172477;-1;1;1;-20,271736;-70,093506;1;1107;ALTO HOSPICIO
16180430;1;0;1;-20,264433;-70,100204;1;1107;ALTO HOSPICIO
16180557;0;1;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
16181390;0;0;1;-34,396488;-71,169037;2;6112;PEUMO
16186632;1;1;1;-29,902227;-71,2509;2;4101;LA SERENA
16190504;-1;0;1;-40,574604;-73,135757;2;10301;OSORNO
16198983;9;1;1;-40,574604;-73,135757;2;10301;OSORNO
16201881;9;1;0;-41,317383;-72,984612;2;10109;PUERTO VARAS
16202776;1;1;0;-34,064541;-70,725945;2;6106;GRANEROS
16203448;1;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
16205277;-1;0;0;-30,604809;-71,205421;2;4301;OVALLE
16206435;-1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
16207269;0;0;0;-30,695105;-70,957626;2;4303;MONTE PATRIA
16209920;-1;0;0;-20,240522;-70,136597;1;1101;IQUIQUE
16216563;-1;0;0;-41,464127;-72,96373;1;10101;PUERTO MONTT
16222970;0;1;1;-41,772583;-73,127243;2;10102;CALBUCO
16229606;0;1;0;-34,15176;-70,719345;1;6101;RANCAGUA
16231764;0;0;1;-34,354427;-70,964424;2;6114;QUINTA DE TILCOCO
16233553;7;0;1;-31,909607;-71,511116;2;4203;LOS VILOS
16237240;1;1;0;-42,482834;-73,762733;2;10201;CASTRO
16245447;1;0;0;-29,919165;-71,222588;1;4101;LA SERENA
16246545;1;0;0;-20,22695;-70,135704;1;1101;IQUIQUE
16249719;9;1;1;-34,064541;-70,725945;2;6106;GRANEROS
16253833;9;1;1;-40,574604;-73,135757;2;10301;OSORNO
16253881;9;1;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
16257048;1;0;1;-29,902227;-71,2509;2;4101;LA SERENA
16258139;9;0;0;-34,408901;-70,860115;2;6115;RENGO
16258395;9;0;1;-20,224863;-70,142799;1;1101;IQUIQUE
16258978;9;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
16259771;9;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
16260815;-1;0;0;-34,157932;-70,72773;1;6101;RANCAGUA
16272108;-1;1;0;-30,604809;-71,205421;2;4301;OVALLE
16272769;-1;1;0;-29,992264;-71,325127;1;4102;COQUIMBO
16275215;7;1;1;-40,574604;-73,135757;2;10301;OSORNO
16275725;-1;0;0;-29,950802;-71,264412;1;4102;COQUIMBO
16276072;-1;1;1;-34,408901;-70,860115;2;6115;RENGO
16278271;1;1;1;-29,902227;-71,2509;2;4101;LA SERENA
16278742;1;1;0;-40,577534;-73,126335;1;10301;OSORNO
16280478;0;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
16280598;9;1;0;-41,876621;-73,836861;1;10202;ANCUD
16281493;-1;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
16282089;9;0;1;-20,259398;-69,786568;2;1401;POZO ALMONTE
16282398;7;0;1;-34,206142;-71,6549;2;6202;LA ESTRELLA
16284068;1;1;1;-20,211565;-70,135353;1;1101;IQUIQUE
16285634;9;0;1;-41,460991;-72,94268;1;10101;PUERTO MONTT
16285887;-1;1;1;-31,626387;-71,16053;1;4201;ILLAPEL
16288123;-1;0;0;-31,627573;-71,166603;1;4201;ILLAPEL
16290604;0;1;0;-29,917192;-71,215431;1;4101;LA SERENA
16291845;-1;1;1;-29,958305;-71,343994;1;4102;COQUIMBO
16293503;-1;1;0;-29,960369;-71,255615;1;4102;COQUIMBO
16294606;1;0;0;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
16295091;9;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
16298639;-1;0;0;-41,868153;-73,828209;2;10202;ANCUD
16299983;9;0;0;-20,233736;-70,130867;1;1101;IQUIQUE
16301801;1;0;0;-29,984941;-71,3424;1;4102;COQUIMBO
16307033;0;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
16307805;0;1;0;-34,358288;-71,283089;2;6113;PICHIDEGUA
16313240;7;0;1;-34,408901;-70,860115;2;6115;RENGO
16316192;7;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
16318615;1;0;0;-29,960989;-71,342262;1;4102;COQUIMBO
16319663;-1;0;1;-20,271633;-70,104515;1;1107;ALTO HOSPICIO
16324957;9;0;1;-41,396317;-73,462578;2;10106;LOS MUERMOS
16329861;12;1;0;-53,167778;-70,916962;1;12101;PUNTA ARENAS
16330061;0;0;0;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
16330100;0;1;1;-30,604809;-71,205421;2;4301;OVALLE
16331369;9;1;1;-20,21101;-70,142395;1;1101;IQUIQUE
16332393;3;0;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
16332566;1;1;0;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
16356776;0;0;1;-43,118206;-73,61805;2;10208;QUELLON
16358409;9;1;1;-29,887167;-71,234459;1;4101;LA SERENA
16362019;-1;0;0;-30,604809;-71,205421;2;4301;OVALLE
16363722;9;1;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
16368651;9;0;1;-40,574604;-73,135757;2;10301;OSORNO
16371172;-1;1;1;-34,358288;-71,283089;2;6113;PICHIDEGUA
16372602;9;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
16372700;0;1;0;-29,909149;-71,226105;1;4101;LA SERENA
16374423;-1;1;0;-41,481918;-72,975868;1;10101;PUERTO MONTT
16378024;9;0;0;-40,570339;-73,146156;1;10301;OSORNO
16382750;0;1;0;-30,695105;-70,957626;2;4303;MONTE PATRIA
16384326;1;0;1;-34,064541;-70,725945;2;6106;GRANEROS
16388395;-1;1;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
16394805;1;0;0;-29,996487;-71,327766;1;4102;COQUIMBO
16395793;7;1;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
16397622;0;0;0;-34,292046;-71,309166;2;6107;LAS CABRAS
16402892;-1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
16404075;9;1;1;-40,571827;-73,11142;1;10301;OSORNO
16405585;9;0;1;-29,953829;-71,338135;2;4102;COQUIMBO
16409568;-1;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
16410781;1;1;1;-40,582516;-73,156998;1;10301;OSORNO
16411963;7;1;0;-40,577106;-73,174492;1;10301;OSORNO
16414861;1;1;1;-20,213099;-70,153725;2;1101;IQUIQUE
16425348;1;0;1;-34,387108;-72,00441;2;6201;PICHILEMU
16426076;1;1;0;-29,954077;-71,244659;1;4102;COQUIMBO
16427411;1;0;0;-29,960161;-71,340179;1;4102;COQUIMBO
16427474;11;0;0;-53,165012;-70,935753;1;12101;PUNTA ARENAS
16429941;1;1;1;-41,46162;-72,915665;1;10101;PUERTO MONTT
16439730;7;0;1;-29,902227;-71,2509;2;4101;LA SERENA
16441508;4;1;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
16456764;0;0;1;-30,604809;-71,205421;2;4301;OVALLE
16457657;-1;0;1;-41,317383;-72,984612;2;10109;PUERTO VARAS
16458248;0;1;1;-41,396317;-73,462578;2;10106;LOS MUERMOS
16458288;9;1;1;-29,902227;-71,2509;2;4101;LA SERENA
16461482;0;0;1;-40,412209;-73,011978;2;10307;SAN PABLO
16461989;1;1;1;-30,833839;-71,258026;2;4304;PUNITAQUI
16465595;-1;1;0;-20,218258;-70,134056;1;1101;IQUIQUE
16466457;1;0;0;-53,294964;-70,369629;2;12301;PORVENIR
16473329;9;1;0;-34,44664;-70,946281;2;6109;MALLOA
16473587;-1;1;1;-34,590801;-70,999756;1;6301;SAN FERNANDO
16479546;9;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
16484257;1;1;0;-42,889313;-73,474136;2;10207;QUEILEN
16484981;9;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
16486508;1;0;0;-29,994556;-71,32785;1;4102;COQUIMBO
16488436;9;0;1;-40,59108;-73,177437;1;10301;OSORNO
16494593;7;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
16496520;-1;1;0;-29,879042;-71,229042;1;4101;LA SERENA
16503597;9;1;1;-30,604809;-71,205421;2;4301;OVALLE
16506192;9;1;1;-30,604809;-71,205421;2;4301;OVALLE
16506445;0;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
16506761;1;0;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
16519213;1;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
16527424;7;1;1;-34,269714;-70,951683;2;6103;COINCO
16530906;7;0;0;-31,633623;-71,168144;2;4201;ILLAPEL
16532283;9;1;1;-34,70842;-71,041237;2;6303;CHIMBARONGO
16532792;9;1;1;-29,902227;-71,2509;2;4101;LA SERENA
16535623;1;0;1;-34,064541;-70,725945;2;6106;GRANEROS
16535942;0;0;0;-41,447678;-72,920074;1;10101;PUERTO MONTT
16546574;7;0;1;-40,574604;-73,135757;2;10301;OSORNO
16552097;-1;1;1;-30,604809;-71,205421;2;4301;OVALLE
16552848;9;0;0;-34,439323;-71,07608;2;6117;SAN VICENTE
16554183;1;0;0;-34,292046;-71,309166;2;6107;LAS CABRAS
16555377;7;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
16559976;0;0;0;-30,604809;-71,205421;2;4301;OVALLE
16560120;0;0;1;-20,210333;-70,145248;1;1101;IQUIQUE
16562678;0;1;1;-29,920395;-71,218658;1;4101;LA SERENA
16564759;-1;0;1;-20,270054;-70,098152;1;1107;ALTO HOSPICIO
16565976;-1;0;1;-34,444336;-70,94664;1;6109;MALLOA
16571317;-1;0;0;-42,482834;-73,762733;2;10201;CASTRO
16578003;9;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
16581546;-1;0;0;-34,639771;-71,365753;2;6310;SANTA CRUZ
16583159;9;0;0;-33,98008;-70,711525;2;6110;MOSTAZAL
16583932;-1;0;0;-53,13541;-70,925606;1;12101;PUNTA ARENAS
16584440;9;0;1;-42,471001;-73,488426;2;10210;QUINCHAO
16589682;9;1;1;-34,18259;-70,651115;2;6108;MACHALI
16590198;-1;1;1;-41,153004;-73,421379;2;10104;FRESIA
16592837;0;0;1;-34,638374;-71,117798;2;6308;PLACILLA
16598145;-1;0;1;-40,574604;-73,135757;2;10301;OSORNO
16599248;9;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
16600789;0;1;0;-41,317383;-72,984612;2;10109;PUERTO VARAS
16601262;-1;0;0;-30,604809;-71,205421;2;4301;OVALLE
16601503;1;1;1;-30,604809;-71,205421;2;4301;OVALLE
16603608;-1;1;0;-29,976093;-71,336716;1;4102;COQUIMBO
16607639;7;1;0;-30,593245;-71,195114;1;4301;OVALLE
16620060;0;1;1;-33,953205;-71,83033;2;6205;NAVIDAD
16629401;-1;0;0;-34,171875;-70,731331;1;6101;RANCAGUA
16630708;-1;0;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
16651491;1;1;1;-41,868153;-73,828209;2;10202;ANCUD
16652074;0;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
16657774;9;0;1;-41,135899;-73,028061;2;10105;FRUTILLAR
16661105;1;0;0;-29,974001;-71,323257;1;4102;COQUIMBO
16664281;9;1;1;-31,629766;-71,175468;1;4201;ILLAPEL
16670594;-1;1;1;-34,728287;-71,273399;2;6302;CHEPICA
16670851;-1;1;0;-34,226551;-70,964355;2;6105;DOÑIHUE
16672549;-1;0;1;-29,97048;-71,310875;1;4102;COQUIMBO
16676706;9;0;1;-29,953829;-71,338135;2;4102;COQUIMBO
16677187;-1;1;1;-29,868185;-71,240364;1;4101;LA SERENA
16677423;7;0;1;-43,118206;-73,61805;2;10208;QUELLON
16678263;-1;1;0;-20,213099;-70,153725;2;1101;IQUIQUE
16682725;0;1;1;-34,226551;-70,964355;2;6105;DOÑIHUE
16683600;1;1;1;-20,222198;-70,145607;1;1101;IQUIQUE
16684939;-1;1;1;-42,144165;-73,472809;2;10209;QUEMCHI
16687124;9;0;1;-41,623501;-73,595055;2;10108;MAULLIN
16691768;1;0;1;-34,226551;-70,964355;2;6105;DOÑIHUE
16693263;1;0;0;-20,219156;-70,143936;1;1101;IQUIQUE
16694332;9;1;0;-41,477253;-72,913948;1;10101;PUERTO MONTT
16696401;0;1;1;-40,59391;-73,122452;1;10301;OSORNO
16697415;-1;0;0;-34,064541;-70,725945;2;6106;GRANEROS
16705291;-1;1;0;-29,902227;-71,2509;2;4101;LA SERENA
16707911;0;0;1;-29,880211;-71,233276;1;4101;LA SERENA
16707930;-1;1;0;-34,407021;-70,852737;1;6115;RENGO
16710322;9;0;1;-41,460884;-72,936302;1;10101;PUERTO MONTT
16715771;7;0;0;-53,294964;-70,369629;2;12301;PORVENIR
16724628;9;1;1;-34,18259;-70,651115;2;6108;MACHALI
16725851;2;0;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
16739948;-1;1;1;-40,574604;-73,135757;2;10301;OSORNO
16747853;1;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
16754512;0;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
16755469;9;1;0;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
16756708;7;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
16760349;-1;1;1;-42,623821;-73,772224;2;10203;CHONCHI
16760450;-1;0;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
16763421;-1;1;1;-41,472382;-72,986885;1;10101;PUERTO MONTT
16765298;1;0;0;-34,387108;-72,00441;2;6201;PICHILEMU
16766998;0;0;1;-33,98008;-70,711525;2;6110;MOSTAZAL
16767737;-1;0;1;-34,44664;-70,946281;2;6109;MALLOA
16773035;0;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
16775079;-1;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
16776181;-1;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
16777152;7;1;0;-34,43388;-71,082779;1;6117;SAN VICENTE
