mrun;cod_nivel;es_mujer;prioritario;lat_con_error;lon_con_error;calidad_georef;cod_com;nom_com
270;-1;0;0;-20,217398;-70,143433;1;1101;IQUIQUE
983;9;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
2952;9;0;1;-43,118206;-73,61805;2;10208;QUELLON
6026;-1;1;0;-29,902227;-71,2509;2;4101;LA SERENA
18840;5;0;1;-53,166973;-70,948669;1;12101;PUNTA ARENAS
21688;1;0;1;-29,902227;-71,2509;2;4101;LA SERENA
28851;-1;0;0;-34,208759;-70,817383;2;6111;OLIVAR
29379;9;1;0;-34,226551;-70,964355;2;6105;DOÑIHUE
29380;9;1;1;-30,833839;-71,258026;2;4304;PUNITAQUI
30530;-1;0;1;-29,902227;-71,2509;2;4101;LA SERENA
30555;9;0;0;-30,604809;-71,205421;2;4301;OVALLE
32450;1;1;1;-41,623501;-73,595055;2;10108;MAULLIN
36399;-1;1;0;-29,870474;-71,229935;1;4101;LA SERENA
38156;-1;0;0;-54,934601;-67,596947;2;12201;CABO DE HORNOS
42008;1;1;0;-29,902227;-71,2509;2;4101;LA SERENA
43552;0;1;0;-29,996037;-71,324791;1;4102;COQUIMBO
47213;1;1;1;-41,481083;-73,000572;1;10101;PUERTO MONTT
47701;1;0;0;-34,70842;-71,041237;2;6303;CHIMBARONGO
49891;2;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
52487;0;0;1;-30,604809;-71,205421;2;4301;OVALLE
53362;-1;1;1;-20,267225;-70,109703;1;1107;ALTO HOSPICIO
56992;1;1;1;-42,623821;-73,772224;2;10203;CHONCHI
62025;0;1;0;-20,229713;-70,134804;1;1101;IQUIQUE
63338;9;1;0;-29,897644;-71,265488;1;4101;LA SERENA
63862;9;1;0;-34,639771;-71,365753;2;6310;SANTA CRUZ
66007;-1;0;1;-41,135899;-73,028061;2;10105;FRUTILLAR
66313;9;1;0;-53,294964;-70,369629;2;12301;PORVENIR
75499;7;1;0;-29,902227;-71,2509;2;4101;LA SERENA
75581;0;0;1;-34,071609;-70,735748;1;6106;GRANEROS
77022;-1;0;0;-34,070511;-70,729256;1;6106;GRANEROS
77287;0;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
78912;1;0;0;-30,604809;-71,205421;2;4301;OVALLE
87993;-1;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
89592;-1;1;0;-34,635944;-71,347542;1;6310;SANTA CRUZ
98250;-1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
102712;1;1;0;-30,604809;-71,205421;2;4301;OVALLE
104245;0;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
105439;1;0;1;-30,585997;-71,198341;1;4301;OVALLE
107537;9;1;1;-20,233229;-70,12989;1;1101;IQUIQUE
107546;0;0;1;-34,18259;-70,651115;2;6108;MACHALI
109747;9;0;1;-34,439323;-71,07608;2;6117;SAN VICENTE
110893;9;1;1;-42,482834;-73,762733;2;10201;CASTRO
111575;-1;0;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
112524;-1;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
113213;1;1;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
113507;7;0;0;-29,902227;-71,2509;2;4101;LA SERENA
114354;1;0;1;-40,574604;-73,135757;2;10301;OSORNO
119134;9;1;1;-41,467205;-72,919518;1;10101;PUERTO MONTT
119209;1;0;0;-20,281202;-70,079437;1;1107;ALTO HOSPICIO
120181;-1;1;1;-42,380592;-73,647926;2;10205;DALCAHUE
121181;9;1;0;-30,604809;-71,205421;2;4301;OVALLE
122944;0;0;1;-30,604809;-71,205421;2;4301;OVALLE
126758;9;0;1;-34,269714;-70,951683;2;6103;COINCO
129889;9;0;1;-41,772583;-73,127243;2;10102;CALBUCO
133157;0;1;0;-53,162735;-70,939629;1;12101;PUNTA ARENAS
134840;0;1;0;-29,867952;-71,228882;1;4101;LA SERENA
137397;0;0;1;-30,604809;-71,205421;2;4301;OVALLE
140137;0;1;1;-20,218563;-70,135727;1;1101;IQUIQUE
144958;1;0;1;-34,439323;-71,07608;2;6117;SAN VICENTE
146365;7;0;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
147582;7;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
149887;-1;0;0;-53,145279;-70,915192;1;12101;PUNTA ARENAS
152404;-1;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
153934;1;0;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
156085;1;1;0;-29,905605;-71,246918;1;4101;LA SERENA
157842;9;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
160271;9;1;1;-34,639771;-71,365753;2;6310;SANTA CRUZ
160446;1;0;1;-20,213099;-70,153725;2;1101;IQUIQUE
161659;0;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
161996;9;1;1;-20,217762;-70,141075;1;1101;IQUIQUE
168491;9;1;0;-40,684441;-72,600021;2;10304;PUYEHUE
169695;1;1;1;-41,771927;-73,13401;1;10102;CALBUCO
178252;9;0;1;-29,964815;-71,262161;1;4102;COQUIMBO
179223;-1;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
179556;0;0;1;-30,605953;-71,200874;1;4301;OVALLE
181519;0;0;0;-34,18259;-70,651115;2;6108;MACHALI
182428;9;1;0;-34,583561;-70,989891;2;6301;SAN FERNANDO
182839;-1;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
182973;-1;1;1;-43,118206;-73,61805;2;10208;QUELLON
184170;9;1;1;-34,597839;-71,363297;2;6306;PALMILLA
186974;9;1;1;-31,909607;-71,511116;2;4203;LOS VILOS
187068;9;1;0;-34,408901;-70,860115;2;6115;RENGO
194291;-1;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
196688;1;0;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
201111;1;0;1;-29,902227;-71,2509;2;4101;LA SERENA
203460;-1;0;1;-41,623501;-73,595055;2;10108;MAULLIN
204252;0;0;0;-30,604809;-71,205421;2;4301;OVALLE
205090;-1;1;1;-34,064541;-70,725945;2;6106;GRANEROS
209615;1;1;0;-20,279255;-70,09568;1;1107;ALTO HOSPICIO
210842;1;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
210919;9;1;1;-30,033573;-70,713631;2;4106;VICUÑA
215398;9;1;0;-41,317383;-72,984612;2;10109;PUERTO VARAS
220139;9;1;1;-20,208174;-70,145515;1;1101;IQUIQUE
231397;0;1;1;-34,226551;-70,964355;2;6105;DOÑIHUE
231673;-1;1;0;-40,563839;-73,115059;1;10301;OSORNO
234331;0;1;0;-29,902227;-71,2509;2;4101;LA SERENA
243794;1;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
243938;9;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
244253;9;1;1;-29,953829;-71,338135;2;4102;COQUIMBO
244336;9;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
244791;1;0;1;-30,033573;-70,713631;2;4106;VICUÑA
247766;9;0;1;-42,380592;-73,647926;2;10205;DALCAHUE
248081;0;0;1;-34,387108;-72,00441;2;6201;PICHILEMU
248795;-1;1;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
251024;1;0;0;-29,924528;-71,201965;1;4101;LA SERENA
253542;-1;0;1;-43,118206;-73,61805;2;10208;QUELLON
255548;9;0;0;-43,118206;-73,61805;2;10208;QUELLON
257722;0;0;0;-34,149017;-70,73613;1;6101;RANCAGUA
260225;1;0;0;-29,977911;-71,331429;1;4102;COQUIMBO
267892;0;0;1;-34,639771;-71,365753;2;6310;SANTA CRUZ
268859;-1;1;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
271343;-1;0;0;-41,772583;-73,127243;2;10102;CALBUCO
280768;7;1;0;-20,488676;-69,324051;1;1405;PICA
282350;1;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
283140;7;0;1;-42,482834;-73,762733;2;10201;CASTRO
287193;7;1;0;-34,408901;-70,860115;2;6115;RENGO
287344;9;0;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
289280;-1;1;1;-30,609482;-71,225479;1;4301;OVALLE
290763;2;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
292770;7;1;1;-30,604809;-71,205421;2;4301;OVALLE
295407;1;0;0;-20,230612;-70,139465;1;1101;IQUIQUE
296823;7;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
310740;1;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
313721;9;0;1;-41,772583;-73,127243;2;10102;CALBUCO
321140;-1;1;1;-29,902227;-71,2509;2;4101;LA SERENA
322048;9;1;0;-29,902227;-71,2509;2;4101;LA SERENA
330836;6;0;0;-53,165012;-70,935753;1;12101;PUNTA ARENAS
333633;7;1;1;-29,936203;-71,251801;1;4101;LA SERENA
333988;9;0;1;-34,354427;-70,964424;2;6114;QUINTA DE TILCOCO
338211;1;1;1;-34,70842;-71,041237;2;6303;CHIMBARONGO
339678;9;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
341935;1;0;1;-30,604809;-71,205421;2;4301;OVALLE
345043;0;0;0;-34,173256;-70,756378;1;6101;RANCAGUA
347305;0;1;1;-30,033573;-70,713631;2;4106;VICUÑA
347790;-1;0;0;-34,161785;-70,725334;1;6101;RANCAGUA
348453;1;1;0;-20,213099;-70,153725;2;1101;IQUIQUE
349020;-1;1;1;-53,18018;-70,95076;1;12101;PUNTA ARENAS
351255;0;1;0;-34,18259;-70,651115;2;6108;MACHALI
359085;4;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
363560;1;1;0;-34,226551;-70,964355;2;6105;DOÑIHUE
364582;9;1;1;-30,408751;-70,9384;2;4305;RIO HURTADO
365232;-1;1;0;-20,267469;-70,125298;1;1101;IQUIQUE
365765;11;1;0;-53,148422;-70,906883;1;12101;PUNTA ARENAS
375904;9;0;1;-53,179798;-70,948792;1;12101;PUNTA ARENAS
378691;9;0;1;-34,639771;-71,365753;2;6310;SANTA CRUZ
378947;-1;1;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
379785;9;0;1;-34,44664;-70,946281;2;6109;MALLOA
380065;-1;1;0;-34,226551;-70,964355;2;6105;DOÑIHUE
384375;1;1;1;-29,953009;-71,342278;1;4102;COQUIMBO
384934;1;0;0;-34,286243;-70,816078;2;6116;REQUINOA
390140;-1;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
393774;-1;1;0;-41,469204;-72,956604;1;10101;PUERTO MONTT
396615;-1;1;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
398365;9;0;0;-34,208759;-70,817383;2;6111;OLIVAR
398741;7;1;1;-29,511904;-71,200783;2;4104;LA HIGUERA
405849;-1;1;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
415250;0;0;1;-34,157207;-70,721695;1;6101;RANCAGUA
415291;1;1;0;-29,973015;-71,257439;1;4102;COQUIMBO
417693;0;0;0;-29,902227;-71,2509;2;4101;LA SERENA
430382;7;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
431316;9;0;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
434423;1;0;0;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
436906;9;1;1;-20,213099;-70,153725;2;1101;IQUIQUE
437813;0;1;1;-29,902227;-71,2509;2;4101;LA SERENA
439683;-1;0;1;-34,226551;-70,964355;2;6105;DOÑIHUE
440827;0;0;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
448748;0;0;0;-41,623501;-73,595055;2;10108;MAULLIN
449604;1;1;1;-42,482834;-73,762733;2;10201;CASTRO
449804;-1;0;0;-40,913002;-73,158173;2;10303;PURRANQUE
452687;-1;0;0;-41,487587;-72,897522;1;10101;PUERTO MONTT
455708;0;1;0;-53,294964;-70,369629;2;12301;PORVENIR
456375;9;1;0;-34,358288;-71,283089;2;6113;PICHIDEGUA
456672;9;1;0;-34,439323;-71,07608;2;6117;SAN VICENTE
463365;9;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
467074;0;0;0;-42,472401;-73,765869;1;10201;CASTRO
476947;-1;0;1;-40,574604;-73,135757;2;10301;OSORNO
477487;9;0;1;-34,064541;-70,725945;2;6106;GRANEROS
479951;-1;0;1;-30,604809;-71,205421;2;4301;OVALLE
481788;9;1;0;-41,965805;-72,470123;2;10403;HUALAIHUE
487091;9;1;0;-20,275255;-70,124985;1;1101;IQUIQUE
492709;1;0;0;-20,22994;-70,142845;1;1101;IQUIQUE
497816;1;0;1;-20,29524;-70,106071;1;1101;IQUIQUE
497963;1;0;1;-34,286243;-70,816078;2;6116;REQUINOA
498017;9;1;0;-42,482834;-73,762733;2;10201;CASTRO
507417;7;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
507813;-1;0;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
509492;-1;0;1;-41,868153;-73,828209;2;10202;ANCUD
510385;1;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
513761;9;1;1;-34,396488;-71,169037;2;6112;PEUMO
523562;7;1;1;-29,902227;-71,2509;2;4101;LA SERENA
530984;-1;1;0;-40,574604;-73,135757;2;10301;OSORNO
537931;-1;0;0;-40,574604;-73,135757;2;10301;OSORNO
538402;1;0;1;-43,118206;-73,61805;2;10208;QUELLON
554023;-1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
558201;11;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
563895;-1;0;1;-41,623501;-73,595055;2;10108;MAULLIN
568176;0;0;1;-34,4786;-71,478569;2;6307;PERALILLO
578958;-1;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
579751;1;0;1;-34,439323;-71,07608;2;6117;SAN VICENTE
580360;1;0;1;-20,265244;-70,121872;1;1101;IQUIQUE
582574;9;0;1;-51,725929;-72,509537;2;12401;NATALES
587365;-1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
588511;-1;1;1;-34,064541;-70,725945;2;6106;GRANEROS
588534;0;1;0;-29,929699;-71,247543;1;4101;LA SERENA
590045;-1;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
592568;-1;0;1;-41,772583;-73,127243;2;10102;CALBUCO
595242;9;0;1;-41,135899;-73,028061;2;10105;FRUTILLAR
597104;-1;0;1;-53,149849;-70,916451;1;12101;PUNTA ARENAS
597407;0;0;1;-31,633623;-71,168144;2;4201;ILLAPEL
602044;9;1;1;-41,477371;-72,974022;1;10101;PUERTO MONTT
604196;7;1;1;-29,864656;-71,238007;1;4101;LA SERENA
605142;1;1;0;-42,439232;-73,60302;2;10204;CURACO DE VELEZ
607313;-1;0;1;-29,976751;-71,323669;1;4102;COQUIMBO
609917;-1;0;0;-34,206627;-70,756744;1;6111;OLIVAR
609984;9;0;1;-20,263565;-70,102226;1;1107;ALTO HOSPICIO
610650;9;1;0;-53,16058;-70,895218;1;12101;PUNTA ARENAS
616778;9;1;1;-41,256516;-73,005882;2;10107;LLANQUIHUE
617277;0;1;0;-30,033573;-70,713631;2;4106;VICUÑA
618507;9;1;1;-40,574604;-73,135757;2;10301;OSORNO
619013;-1;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
630300;7;1;1;-29,991541;-71,32534;1;4102;COQUIMBO
632315;7;0;0;-29,920319;-71,21476;1;4101;LA SERENA
632553;-1;0;0;-34,639771;-71,365753;2;6310;SANTA CRUZ
633858;9;1;1;-40,574604;-73,135757;2;10301;OSORNO
638263;2;0;0;-53,170277;-70,94561;1;12101;PUNTA ARENAS
639638;9;1;1;-40,913002;-73,158173;2;10303;PURRANQUE
644193;1;0;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
646077;0;1;1;-40,574604;-73,135757;2;10301;OSORNO
648675;0;1;0;-29,971012;-71,311317;1;4102;COQUIMBO
649205;0;1;1;-30,604809;-71,205421;2;4301;OVALLE
649491;0;0;0;-30,604809;-71,205421;2;4301;OVALLE
649987;-1;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
651168;1;1;1;-29,947472;-71,263191;1;4101;LA SERENA
652833;-1;1;1;-34,396488;-71,169037;2;6112;PEUMO
655210;-1;1;1;-30,604809;-71,205421;2;4301;OVALLE
657206;-1;0;1;-34,713455;-71,045769;1;6303;CHIMBARONGO
657754;-1;0;0;-34,439323;-71,07608;2;6117;SAN VICENTE
659868;0;0;1;-20,213099;-70,153725;2;1101;IQUIQUE
661599;1;1;1;-29,902227;-71,2509;2;4101;LA SERENA
661681;3;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
668126;0;1;0;-29,953829;-71,338135;2;4102;COQUIMBO
672377;-1;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
672997;1;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
675388;9;0;1;-34,358288;-71,283089;2;6113;PICHIDEGUA
679179;0;0;0;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
680266;1;0;1;-30,833839;-71,258026;2;4304;PUNITAQUI
681217;0;0;1;-34,18259;-70,651115;2;6108;MACHALI
684603;-1;0;0;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
686031;5;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
688118;7;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
689098;0;0;1;-41,464867;-72,924568;1;10101;PUERTO MONTT
691904;1;0;1;-31,177759;-71,002197;2;4302;COMBARBALA
696362;1;1;0;-34,226551;-70,964355;2;6105;DOÑIHUE
699232;-1;1;0;-29,902227;-71,2509;2;4101;LA SERENA
699360;1;0;0;-41,772583;-73,127243;2;10102;CALBUCO
699694;9;0;0;-34,70842;-71,041237;2;6303;CHIMBARONGO
701156;-1;0;0;-40,579926;-73,156837;1;10301;OSORNO
704028;2;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
708109;9;0;0;-34,18259;-70,651115;2;6108;MACHALI
711400;0;1;1;-34,639771;-71,365753;2;6310;SANTA CRUZ
719290;9;0;0;-34,639771;-71,365753;2;6310;SANTA CRUZ
720928;9;1;1;-34,354427;-70,964424;2;6114;QUINTA DE TILCOCO
723889;0;1;0;-29,95496;-71,352455;1;4102;COQUIMBO
726807;0;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
731319;-1;0;0;-42,472958;-73,781166;1;10201;CASTRO
733712;-1;0;1;-41,868153;-73,828209;2;10202;ANCUD
736303;9;1;0;-29,902227;-71,2509;2;4101;LA SERENA
738983;-1;0;1;-42,599369;-73,676056;2;10206;PUQUELDON
742641;1;0;0;-30,695105;-70,957626;2;4303;MONTE PATRIA
743412;-1;0;1;-41,476128;-72,982536;1;10101;PUERTO MONTT
744598;1;1;1;-29,959951;-71,24688;1;4102;COQUIMBO
744781;-1;0;0;-34,596336;-70,99633;1;6301;SAN FERNANDO
746925;0;0;1;-41,772583;-73,127243;2;10102;CALBUCO
747557;9;1;1;-41,47303;-72,965919;1;10101;PUERTO MONTT
752241;9;0;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
752364;-1;1;0;-29,945871;-71,244942;1;4101;LA SERENA
755273;-1;1;1;-20,213099;-70,153725;2;1101;IQUIQUE
758728;9;1;1;-41,256516;-73,005882;2;10107;LLANQUIHUE
764473;-1;1;1;-34,638374;-71,117798;2;6308;PLACILLA
765005;1;1;1;-29,867432;-71,230095;1;4101;LA SERENA
765364;-1;0;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
765884;-1;1;0;-40,585258;-73,177757;1;10301;OSORNO
772260;0;1;0;-33,953205;-71,83033;2;6205;NAVIDAD
776278;1;0;0;-29,928507;-71,254471;1;4101;LA SERENA
776367;0;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
779938;7;1;0;-29,906109;-71,245331;1;4101;LA SERENA
783766;7;0;1;-29,953829;-71,338135;2;4102;COQUIMBO
784544;9;1;0;-42,482834;-73,762733;2;10201;CASTRO
786184;6;1;1;-53,169697;-70,931664;1;12101;PUNTA ARENAS
786237;-1;1;1;-34,160244;-70,69706;1;6101;RANCAGUA
793877;9;0;0;-34,18132;-70,76619;1;6101;RANCAGUA
795175;1;0;0;-34,439323;-71,07608;2;6117;SAN VICENTE
798547;-1;0;0;-29,902227;-71,2509;2;4101;LA SERENA
800385;9;0;0;-34,186485;-70,76004;1;6101;RANCAGUA
802656;9;0;1;-30,604809;-71,205421;2;4301;OVALLE
803041;-1;0;0;-20,278616;-70,126953;1;1101;IQUIQUE
806015;9;0;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
807297;1;1;1;-29,967155;-71,258087;1;4102;COQUIMBO
815531;-1;0;0;-31,624956;-71,161644;1;4201;ILLAPEL
822467;-1;1;1;-34,064541;-70,725945;2;6106;GRANEROS
826412;1;1;0;-30,695105;-70,957626;2;4303;MONTE PATRIA
827129;1;0;0;-42,482834;-73,762733;2;10201;CASTRO
828406;-1;1;0;-29,881142;-71,241226;1;4101;LA SERENA
828660;9;1;1;-40,565094;-73,167732;1;10301;OSORNO
830496;1;0;0;-41,772583;-73,127243;2;10102;CALBUCO
830985;-1;0;0;-20,225933;-70,140602;1;1101;IQUIQUE
833636;-1;0;1;-20,267946;-70,102318;2;1107;ALTO HOSPICIO
835909;0;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
840244;0;0;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
843304;1;0;1;-34,439323;-71,07608;2;6117;SAN VICENTE
844721;1;1;1;-53,159473;-70,899254;1;12101;PUNTA ARENAS
852141;-1;1;1;-42,144165;-73,472809;2;10209;QUEMCHI
852254;-1;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
853477;9;1;1;-20,232527;-70,137604;1;1101;IQUIQUE
854184;1;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
861514;0;0;1;-34,70842;-71,041237;2;6303;CHIMBARONGO
861745;-1;0;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
861765;9;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
863574;9;0;1;-41,153004;-73,421379;2;10104;FRESIA
864639;9;0;1;-41,772583;-73,127243;2;10102;CALBUCO
867024;0;0;0;-34,408901;-70,860115;2;6115;RENGO
876979;-1;1;0;-30,604809;-71,205421;2;4301;OVALLE
884211;9;1;0;-40,574604;-73,135757;2;10301;OSORNO
885112;0;0;0;-29,955126;-71,262711;1;4102;COQUIMBO
885333;0;0;1;-40,550499;-73,16407;1;10301;OSORNO
886802;1;0;1;-29,965752;-71,335167;1;4102;COQUIMBO
899185;7;1;0;-29,902227;-71,2509;2;4101;LA SERENA
908059;0;1;1;-29,902227;-71,2509;2;4101;LA SERENA
908185;2;0;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
909167;-1;0;0;-34,152676;-70,701172;1;6101;RANCAGUA
909847;0;1;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
914144;7;1;1;-34,638374;-71,117798;2;6308;PLACILLA
916622;0;1;1;-30,604809;-71,205421;2;4301;OVALLE
918027;-1;0;1;-29,953829;-71,338135;2;4102;COQUIMBO
923402;4;1;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
926877;9;1;1;-34,170376;-70,740807;2;6101;RANCAGUA
927272;9;0;1;-34,292046;-71,309166;2;6107;LAS CABRAS
931412;7;1;1;-41,456474;-72,946587;1;10101;PUERTO MONTT
931579;7;1;0;-33,98008;-70,711525;2;6110;MOSTAZAL
938588;7;0;1;-34,170376;-70,740807;2;6101;RANCAGUA
940061;0;1;0;-34,593102;-70,985191;1;6301;SAN FERNANDO
940949;-1;0;1;-34,639771;-71,365753;2;6310;SANTA CRUZ
943024;0;1;1;-40,574604;-73,135757;2;10301;OSORNO
944056;-1;1;0;-40,684441;-72,600021;2;10304;PUYEHUE
951416;9;1;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
951827;7;0;0;-34,162991;-70,724136;1;6101;RANCAGUA
952575;9;1;0;-34,408901;-70,860115;2;6115;RENGO
955967;9;0;1;-19,994591;-69,771507;2;1404;HUARA
960612;-1;1;1;-33,98008;-70,711525;2;6110;MOSTAZAL
964525;-1;0;1;-34,588326;-70,982712;1;6301;SAN FERNANDO
967348;1;0;0;-34,72868;-71,643997;2;6304;LOLOL
972583;-1;0;0;-40,571831;-73,177437;1;10301;OSORNO
974228;-1;0;1;-34,408901;-70,860115;2;6115;RENGO
978089;7;0;0;-42,482834;-73,762733;2;10201;CASTRO
984856;-1;1;1;-34,19989;-70,759308;1;6111;OLIVAR
985240;9;0;0;-20,213099;-70,153725;2;1101;IQUIQUE
990693;0;0;0;-29,902227;-71,2509;2;4101;LA SERENA
991884;0;0;1;-41,868153;-73,828209;2;10202;ANCUD
992161;9;1;0;-41,461033;-72,925697;1;10101;PUERTO MONTT
993807;0;1;0;-30,604809;-71,205421;2;4301;OVALLE
995323;-1;0;0;-20,259398;-69,786568;2;1401;POZO ALMONTE
995324;-1;1;1;-43,118206;-73,61805;2;10208;QUELLON
995403;-1;0;1;-53,294964;-70,369629;2;12301;PORVENIR
1001707;0;0;1;-29,902227;-71,2509;2;4101;LA SERENA
1002016;-1;1;0;-20,270823;-70,104225;1;1107;ALTO HOSPICIO
1002578;-1;0;0;-41,472149;-72,937233;2;10101;PUERTO MONTT
1004756;7;1;1;-29,902227;-71,2509;2;4101;LA SERENA
1004795;7;0;0;-29,902227;-71,2509;2;4101;LA SERENA
1014636;-1;0;1;-34,161171;-70,702515;1;6101;RANCAGUA
1019005;-1;0;0;-29,876234;-71,228218;1;4101;LA SERENA
1022692;9;1;1;-40,574604;-73,135757;2;10301;OSORNO
1024732;-1;0;1;-29,902227;-71,2509;2;4101;LA SERENA
1028354;-1;1;1;-41,472149;-72,937233;2;10101;PUERTO MONTT
1031084;0;0;0;-29,953829;-71,338135;2;4102;COQUIMBO
1032924;9;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
1036523;-1;1;1;-29,953829;-71,338135;2;4102;COQUIMBO
1039429;9;0;0;-40,574604;-73,135757;2;10301;OSORNO
1044206;-1;1;0;-29,920609;-71,214157;1;4101;LA SERENA
1045831;-1;0;0;-29,891853;-71,248329;1;4101;LA SERENA
1055072;0;0;1;-20,220713;-70,138;1;1101;IQUIQUE
1058071;9;1;1;-34,597839;-71,363297;2;6306;PALMILLA
1059128;-1;1;0;-29,958542;-71,264404;1;4102;COQUIMBO
1062401;-1;0;1;-40,574604;-73,135757;2;10301;OSORNO
1063134;1;0;1;-34,639771;-71,365753;2;6310;SANTA CRUZ
1063618;0;1;0;-42,482834;-73,762733;2;10201;CASTRO
1068566;7;1;0;-34,170376;-70,740807;2;6101;RANCAGUA
1068623;-1;1;1;-34,728287;-71,273399;2;6302;CHEPICA
1070021;-1;0;1;-33,98008;-70,711525;2;6110;MOSTAZAL
1076610;5;1;1;-53,157867;-70,912186;2;12101;PUNTA ARENAS
1078547;0;1;0;-34,208759;-70,817383;2;6111;OLIVAR
1081745;-1;1;1;-53,162632;-70,897278;1;12101;PUNTA ARENAS
1086676;9;0;0;-34,170376;-70,740807;2;6101;RANCAGUA
1087719;1;1;0;-20,213099;-70,153725;2;1101;IQUIQUE
1094466;7;1;0;-20,213099;-70,153725;2;1101;IQUIQUE
1096942;0;0;0;-42,466969;-73,767197;1;10201;CASTRO
1097798;1;1;0;-41,317383;-72,984612;2;10109;PUERTO VARAS
1102417;0;1;1;-34,396793;-71,618919;2;6204;MARCHIHUE
1103037;-1;1;1;-20,283169;-70,095261;1;1107;ALTO HOSPICIO
1108204;9;1;1;-30,033573;-70,713631;2;4106;VICUÑA
1108793;0;1;1;-34,583561;-70,989891;2;6301;SAN FERNANDO
1112105;9;1;0;-53,157867;-70,912186;2;12101;PUNTA ARENAS
1122854;0;0;0;-42,482834;-73,762733;2;10201;CASTRO
1123786;9;0;1;-40,574604;-73,135757;2;10301;OSORNO
