mrun;cod_nivel;rbd;cod_curso;preferencia_postulante;agregada_por_continuidad;prioridad_matriculado;prioridad_hermano;prioridad_hijo_funcionario;prioridad_exalumno;loteria_original
12391843;7;2206;71100031;4;0;0;0;0;0;2
12391843;7;15515;71100033;2;0;0;0;0;0;2
12391843;7;15855;71100031;3;0;0;0;0;0;4
12391843;7;40310;71100033;1;0;0;0;0;0;2
12393308;7;8439;71100033;3;0;0;0;0;0;1
12393308;7;8444;71100033;1;0;0;0;0;1;3
12393308;7;8454;71100023;2;0;0;0;0;0;8
12393308;7;40256;71100031;4;1;1;0;0;0; 
12398593;0;8439;50100032;3;0;0;0;0;0;14
12398593;0;8444;50100031;2;0;0;0;0;0;4
12398593;0;8454;50100022;1;0;0;0;0;0;2
12402820;1;535;11100033;1;0;0;0;0;0;3
12402820;1;13552;11100033;2;0;0;0;0;0;34
12403577;1;2457;11100031;2;0;0;0;0;0;13
12403577;1;2458;11100033;1;0;0;1;0;0;31
12405547;-1;13467;40100032;2;0;0;0;0;0;3
12405547;-1;13562;40100033;1;0;0;1;0;0;7
12405926;9;2285;13100033;1;0;0;0;0;0;35
12414279;0;22173;50100031;2;0;0;0;0;0;9
12414279;0;22697;50100031;1;0;0;0;0;0;17
12415265;1;8181;11100033;1;0;1;1;0;0;1
12415714;-1;7975;40100031;3;0;0;0;0;0;12
12415714;-1;22472;40100031;2;0;0;0;0;0;3
12415714;-1;22493;40100031;1;0;0;1;0;0;9
12415818;9;701;13100033;1;0;0;0;0;0;28
12415818;9;13551;13100033;2;0;0;0;0;0;45
12416329;9;8206;13100033;1;0;0;0;0;0;16
12416329;9;40457;13100033;2;0;0;0;0;0;29
12416689;9;7331;13100033;2;0;0;0;0;0;111
12416689;9;22397;13100031;1;0;0;0;0;0;37
12418401;0;12511;50100031;2;0;0;0;0;0;10
12418401;0;12553;50100033;1;0;1;0;0;1;7
12418401;0;12757;50100031;3;0;0;0;0;0;2
12420648;-1;12602;40100033;1;0;0;0;0;0;47
12420648;-1;12691;40100032;3;0;0;0;0;0;4
12420648;-1;12711;40100033;4;0;0;0;0;0;23
12420648;-1;40422;40100033;2;0;0;0;0;0;15
12423907;9;2530;13100033;2;0;0;0;0;0;15
12423907;9;2551;13100031;1;0;0;0;0;0;47
12427725;-1;521;40100033;1;0;0;0;0;0;18
12427725;-1;548;40100033;2;0;0;0;0;0;6
12427725;-1;40231;40100031;3;0;0;0;0;0;31
12431124;0;2167;50100032;1;0;0;0;0;0;6
12431124;0;2286;50100031;2;0;0;1;0;0;5
12431234;9;7326;13100033;1;0;0;0;0;0;34
12431234;9;7331;13100033;2;0;0;0;0;0;92
12435546;1;13330;11100032;4;0;0;0;0;0;45
12435546;1;13557;11100033;3;0;0;0;0;0;12
12435546;1;40298;11100031;1;0;0;0;0;0;9
12435546;1;40298;11100032;2;0;0;0;0;0;29
12444474;-1;7333;40100033;5;0;0;0;0;0;1
12444474;-1;7335;40100033;8;0;0;0;0;0;7
12444474;-1;7343;40100032;1;0;0;0;0;0;51
12444474;-1;7349;40100033;6;0;0;0;0;0;20
12444474;-1;7385;40100031;3;0;0;0;0;0;5
12444474;-1;11594;40100033;2;0;0;0;0;0;7
12444474;-1;22255;40100032;7;0;0;0;0;0;27
12444474;-1;22355;40100033;4;0;0;0;0;0;8
12444474;-1;22628;40100031;9;0;0;0;0;0;8
12444607;-1;2457;40100031;2;0;0;0;0;0;5
12444607;-1;15593;40100032;3;0;0;0;0;0;23
12444607;-1;15811;40100031;1;0;0;0;0;0;36
12445433;7;2112;71100031;1;0;0;0;0;0;11
12445433;7;2120;71100033;3;0;0;0;0;0;3
12445433;7;2125;71100031;5;1;1;0;0;0; 
12445433;7;2178;71100031;2;0;0;0;0;0;5
12445433;7;15632;71100031;4;0;0;0;0;0;1
12451336;9;7830;13100033;1;0;0;0;0;0;3
12451336;9;22655;13100033;2;0;0;0;0;0;3
12454039;9;7328;13100033;2;0;0;0;0;0;32
12454039;9;7331;13100033;1;0;0;0;0;0;38
12454974;1;646;11100032;1;0;0;0;0;0;51
12454974;1;13341;11100033;2;0;0;0;0;0;8
12461471;-1;1049;40100033;1;0;0;1;0;0;5
12461471;-1;13398;40100032;2;0;0;0;0;0;12
12461652;9;516;13100033;1;0;0;0;0;0;5
12461652;9;530;13100033;3;0;0;0;0;0;1
12461652;9;578;13100033;2;0;0;0;0;0;12
12461652;9;11155;13100033;5;0;0;0;0;0;13
12461652;9;13330;13100031;6;0;0;0;0;0;5
12461652;9;13344;13100033;4;0;0;0;0;0;9
12467042;7;517;71100033;2;0;0;0;0;0;10
12467042;7;548;71100033;4;1;1;0;0;0; 
12467042;7;13426;71100031;3;0;0;0;0;0;3
12467042;7;40194;71100033;1;0;0;0;0;0;1
12475261;9;2123;13100033;3;0;0;0;0;0;7
12475261;9;2134;13100033;4;0;0;0;0;0;106
12475261;9;2259;13100033;2;0;0;0;0;0;14
12475261;9;15759;13100033;1;0;0;0;0;0;29
12478095;-1;522;40100013;1;0;0;0;0;0;12
12478095;-1;31194;40100031;2;0;0;0;0;0;15
12478439;7;706;71100033;2;0;0;0;0;0;2
12478439;7;712;71100033;1;0;0;0;0;0;7
12478915;9;7626;13100033;1;0;0;0;0;0;99
12478915;9;22494;13100033;2;0;0;0;0;0;80
12493883;-1;22439;40100033;1;0;0;0;0;0;1
12494661;-1;2457;40100031;3;0;0;0;0;0;10
12494661;-1;15593;40100032;1;0;0;0;0;0;27
12494661;-1;15811;40100031;2;0;0;0;0;0;27
12499110;7;706;71100033;1;0;0;0;0;0;8
12499110;7;714;71100033;2;0;0;0;0;0;3
12499459;1;2126;11100033;3;0;0;0;0;0;13
12499459;1;15650;11100031;2;0;0;0;0;0;1
12499459;1;15650;11100032;1;0;0;0;0;0;10
12502091;1;7631;11100031;3;0;0;0;0;0;20
12502091;1;7647;11100033;2;0;0;0;0;0;10
12502091;1;7704;11100032;4;0;0;0;0;0;5
12502091;1;22702;11100033;1;0;0;0;0;0;12
12508130;1;2311;11100033;1;0;0;0;0;0;2
12508130;1;2313;11100033;2;0;0;0;0;0;2
12510778;-1;620;40100031;1;0;0;0;0;0;8
12510778;-1;13405;40100031;2;0;0;0;0;0;1
12517267;1;7346;11100032;4;0;0;1;0;0;3
12517267;1;16766;11100033;1;0;0;0;0;0;11
12517267;1;22265;11100033;2;0;0;0;0;0;6
12517267;1;22608;11100032;3;0;0;0;0;0;4
12519205;9;22464;13100033;3;0;0;0;0;0;3
12519205;9;40455;13100033;1;0;0;0;0;0;23
12519205;9;40457;13100033;2;0;0;0;0;0;6
12520870;7;2129;71100031;1;0;0;0;0;0;4
12520870;7;2159;71100031;2;0;0;0;0;0;12
12523224;9;772;17104133;1;0;0;0;0;0;23
12523224;9;40126;13100033;2;0;0;0;0;0;42
12525279;9;535;13100033;6;0;0;0;0;0;6
12525279;9;613;13100031;2;0;0;0;0;0;9
12525279;9;646;13100033;4;0;0;0;0;0;38
12525279;9;13504;13100033;3;0;0;0;0;0;17
12525279;9;13582;13100033;5;0;0;0;0;0;8
12525279;9;40064;13100033;1;0;0;0;0;0;12
12529107;0;616;50100033;1;0;0;0;0;0;3
12529107;0;13559;50100031;2;0;0;0;0;0;8
12531600;7;13558;71100033;1;0;0;0;0;0;16
12531600;7;13561;71100033;2;0;0;0;0;0;13
12531600;7;13626;71100033;3;0;0;0;0;0;3
12531877;-1;125;40100033;4;0;0;0;0;0;22
12531877;-1;12518;40100032;5;0;0;0;0;0;27
12531877;-1;12593;40100032;3;0;0;0;0;0;13
12531877;-1;12717;40100032;2;0;0;0;0;0;8
12531877;-1;12757;40100032;1;0;0;0;0;0;13
12532630;-1;969;40100031;2;0;0;0;0;0;17
12532630;-1;11147;40100032;1;0;0;0;0;0;15
12533979;2;8436;21100033;1;0;0;0;0;0;3
12533979;2;8441;21100033;2;0;0;0;0;0;1
12533979;2;24327;21100033;3;1;1;0;0;0; 
12535637;-1;116;40100031;3;0;0;0;0;0;15
12535637;-1;125;40100033;5;0;0;0;0;0;6
12535637;-1;126;40100033;6;0;0;0;0;0;25
12535637;-1;12594;40100031;2;0;0;0;0;0;2
12535637;-1;12757;40100031;4;0;0;0;0;0;4
12535637;-1;40295;40100031;1;0;0;0;0;0;2
12536538;9;2111;13100033;4;0;0;1;0;0;37
12536538;9;2124;13100033;7;0;0;0;0;0;19
12536538;9;2164;13100031;5;0;0;0;0;0;92
12536538;9;11265;13100033;2;0;0;0;0;0;44
12536538;9;15726;13100031;3;0;0;0;0;0;32
12536538;9;15750;13100033;1;0;0;0;0;0;1
12536538;9;15793;13100033;6;0;0;0;0;0;41
12538457;1;521;11100033;3;0;0;0;0;0;27
12538457;1;525;11100033;1;0;0;0;0;0;86
12538457;1;527;11100033;2;0;0;0;0;0;44
12538457;1;530;11100033;6;0;0;0;0;0;48
12538457;1;40298;11100031;4;0;0;0;0;0;10
12538457;1;40298;11100032;5;0;0;0;0;0;36
12541713;1;12588;11100032;2;0;0;0;0;0;6
12541713;1;12715;11100033;1;0;0;0;0;0;63
12543173;1;7631;11100031;1;0;0;0;0;0;6
12543173;1;22692;11100033;3;0;0;0;0;0;13
12543173;1;40285;11100033;2;0;0;0;0;0;10
12545773;-1;7706;40100031;3;0;0;0;0;0;2
12545773;-1;7706;40100032;4;0;0;0;0;0;1
12545773;-1;16923;40100031;1;0;0;0;0;0;3
12545773;-1;16923;40100032;2;0;0;0;0;0;20
12545773;-1;40351;40100031;5;0;0;0;0;0;2
12545773;-1;40351;40100032;6;0;0;0;0;0;21
12548447;-1;111;40100033;1;0;0;0;0;0;5
12548447;-1;117;40100031;2;0;0;0;0;0;10
12548447;-1;129;40100032;3;0;0;0;0;0;11
12553684;-1;969;40100031;2;0;0;1;0;0;9
12553684;-1;969;40100032;3;0;0;1;0;0;5
12553684;-1;971;40100013;1;0;0;0;0;0;4
12554141;-1;616;40100033;6;0;0;0;0;0;11
12554141;-1;13314;40100031;2;0;0;0;0;0;1
12554141;-1;13314;40100032;3;0;0;0;0;0;8
12554141;-1;13342;40100032;5;0;0;0;0;0;16
12554141;-1;13593;40100033;4;0;0;0;0;0;4
12554141;-1;13608;40100032;1;0;0;0;0;0;25
12554439;0;7334;50100031;1;0;0;0;0;0;2
12554439;0;22255;50100031;2;0;0;0;0;0;3
12555031;9;7625;13100033;3;0;0;0;0;0;46
12555031;9;7629;13100033;4;0;0;0;0;0;33
12555031;9;22461;13100033;1;0;0;0;0;0;23
12555031;9;22494;13100033;2;0;0;0;0;0;102
12555031;9;22544;13100033;5;0;0;0;0;0;30
12555031;9;22553;13100033;6;0;0;0;0;0;15
12567738;1;2457;11100031;1;0;0;0;0;0;17
12567738;1;2458;11100033;2;0;0;0;0;0;2
12569305;-1;24329;40100022;1;0;0;0;0;0;6
12569305;-1;24334;40100032;2;0;0;0;0;0;6
12579362;-1;11594;40100033;1;0;0;1;0;0;8
12579362;-1;22628;40100032;2;0;0;0;0;0;14
12580356;9;8174;13100033;1;0;0;0;0;0;5
12580356;9;8194;13100033;2;0;0;0;0;0;8
12581015;1;8126;11100033;2;0;0;0;0;0;1
12581015;1;22260;11100033;3;1;1;0;0;0; 
12581015;1;40383;11100033;1;0;0;0;0;0;1
12587005;-1;12602;40100033;1;0;0;0;0;0;40
12587005;-1;40073;40100033;3;0;0;0;0;0;16
12587005;-1;40399;40100033;2;0;0;0;0;0;15
12587550;-1;523;40100033;2;0;0;0;0;0;6
12587550;-1;13376;40100032;1;0;0;0;0;0;28
12587885;1;113;11100031;1;0;0;0;0;0;1
12587885;1;40422;11100033;2;0;0;0;0;0;10
12588091;9;7625;13100033;1;0;0;0;0;0;23
12588091;9;7626;13100033;2;0;0;0;0;0;32
12588091;9;22664;13100033;3;0;0;0;0;0;17
12594411;-1;969;40100031;2;0;0;0;0;0;8
12594411;-1;971;40100013;1;0;0;0;0;0;5
12594803;1;2234;11100033;3;0;0;0;0;1;4
12594803;1;15515;11100033;1;0;0;0;0;0;3
12594803;1;15646;11100031;2;0;0;0;0;0;1
12598299;0;13463;50100031;4;0;0;0;0;0;23
12598299;0;13475;50100031;3;0;0;0;0;0;10
12598299;0;13586;50100032;2;0;0;0;0;0;18
12598299;0;13587;50100033;1;0;0;0;0;0;24
12603882;0;2682;50100031;2;0;0;0;0;0;1
12603882;0;2686;50100031;1;0;0;0;0;0;1
12607322;1;22581;11100033;1;0;0;0;0;0;1
12609946;0;22176;50100033;2;0;0;1;0;0;5
12609946;0;22535;50100033;1;0;1;1;0;0;3
12612533;1;8005;11100033;2;0;0;0;0;0;2
12612533;1;22065;11100033;1;0;0;0;0;0;8
12616471;0;711;50100033;1;0;0;0;0;0;42
12616471;0;13532;50100031;2;0;0;0;0;0;31
12620445;-1;13331;40100032;1;0;0;0;0;0;9
12620445;-1;40153;40100032;2;0;0;0;0;0;12
12620887;0;7405;50100031;2;0;0;0;0;0;13
12620887;0;16766;50100031;3;0;0;0;0;0;8
12620887;0;22255;50100031;1;0;0;0;0;0;6
12620887;0;22265;50100033;4;0;0;0;0;0;6
12621076;9;516;13100033;1;0;0;0;0;0;34
12621076;9;613;13100031;2;0;0;0;0;0;22
12625744;-1;12602;40100033;1;0;0;0;0;0;10
12625744;-1;12691;40100032;2;0;0;0;0;0;14
12625744;-1;12704;40100032;3;0;0;0;0;0;33
12628908;-1;22196;40100033;1;0;0;1;0;0;1
12628908;-1;22327;40100033;2;0;0;0;0;0;8
12628908;-1;22380;40100033;3;0;0;0;0;0;2
12629332;0;7630;50100011;2;0;0;0;0;0;1
12629332;0;7665;50100031;3;0;0;0;0;0;3
12629332;0;7709;50100011;1;0;0;0;0;0;1
12629841;1;7333;11100033;2;0;0;0;0;0;2
12629841;1;7349;11100033;1;0;0;0;0;0;5
12634129;-1;2179;40100032;1;0;0;0;0;0;1
12634129;-1;11265;40100032;2;0;0;0;0;0;5
12641433;-1;8436;40100033;2;0;0;0;0;0;1
12641433;-1;8439;40100031;1;0;0;0;0;0;11
12644326;1;530;11100033;2;0;0;0;0;0;113
12644326;1;13587;11100033;1;0;0;0;0;0;29
12644604;1;666;11100033;2;0;0;0;0;0;3
12644604;1;673;11100033;1;0;0;0;0;0;3
12648356;9;7625;13100033;1;0;0;0;0;0;27
12648356;9;7626;13100033;3;0;0;0;0;0;6
12648356;9;7629;13100033;4;0;0;0;0;0;67
12648356;9;22494;13100033;2;0;0;0;0;0;82
12648654;1;709;11100033;2;0;0;0;0;0;4
12648654;1;13551;11100033;1;0;0;0;0;0;8
12648795;-1;971;40100013;1;0;0;0;0;0;6
12648795;-1;11147;40100032;2;0;0;0;0;0;9
12651877;0;13587;50100033;2;0;0;0;0;0;2
12651877;0;40298;50100032;1;0;0;0;0;0;12
12652604;9;2283;13100033;1;0;0;1;0;0;28
12652604;9;15720;13100033;2;0;0;0;0;0;20
12656542;9;7626;13100033;2;0;0;0;0;0;23
12656542;9;7628;13100013;1;0;0;0;0;0;7
12660014;1;2247;11100033;1;0;0;0;0;0;10
12660014;1;2255;11100033;2;0;0;0;0;0;2
12661912;0;711;50100033;2;0;0;0;0;0;6
12661912;0;714;50100033;1;0;0;0;0;0;21
12662121;-1;2553;40100032;2;0;0;0;0;0;7
12662121;-1;2579;40100032;1;0;0;0;0;0;17
12662390;-1;12634;40100031;2;0;0;0;0;0;23
12662390;-1;12691;40100032;1;0;0;1;0;0;22
12663517;0;7333;50100033;4;0;0;0;0;0;6
12663517;0;7396;50100033;6;0;0;0;0;0;2
12663517;0;16766;50100031;2;0;0;0;0;0;7
12663517;0;22355;50100033;1;0;0;0;0;0;2
12663517;0;40403;50100033;3;0;0;0;0;0;1
12663517;0;40418;50100033;5;0;0;0;0;0;2
12664507;9;7772;13100033;1;0;0;0;0;0;8
12664507;9;7776;13100033;2;0;0;0;0;0;10
12664979;-1;2553;40100032;2;0;0;0;0;0;3
12664979;-1;2555;40100031;1;0;0;0;1;0;6
12672896;7;2129;71100031;2;0;0;0;0;0;20
12672896;7;2155;71100033;4;0;0;0;0;0;2
12672896;7;2159;71100031;3;0;0;0;0;0;24
12672896;7;2165;71100033;1;0;0;0;0;0;3
12672896;7;2393;71100033;6;1;1;0;0;0; 
12672896;7;15650;71100031;5;0;0;0;0;0;1
12675053;-1;12634;40100031;1;0;0;0;0;0;24
12675053;-1;40422;40100033;2;0;0;0;0;0;12
12677237;9;40455;13100033;1;0;0;0;0;0;15
12677237;9;40457;13100033;2;0;0;0;0;0;18
12678049;-1;8003;40100032;4;0;0;0;0;0;20
12678049;-1;8004;40100032;3;0;0;0;0;0;5
12678049;-1;22176;40100033;2;0;0;0;0;0;2
12678049;-1;22697;40100032;1;0;0;0;0;0;3
12678074;9;1036;13100033;1;0;0;0;0;0;7
12678074;9;13394;13100033;2;0;0;0;0;0;2
12678074;9;13627;13100033;3;1;1;0;0;0; 
12680354;-1;8047;40100033;3;0;0;0;0;0;9
12680354;-1;8108;40100033;2;0;0;0;0;0;10
12680354;-1;22210;40100033;4;1;1;0;0;0; 
12680354;-1;40423;40100033;1;0;0;1;0;0;5
12688097;1;521;11100033;2;0;0;0;0;0;25
12688097;1;13587;11100033;1;0;0;0;0;0;37
12689279;0;7907;50100033;2;0;0;0;0;0;3
12689279;0;22086;50100033;3;1;1;0;0;0; 
12689279;0;22309;50100031;1;0;0;0;0;0;1
12692934;0;2223;50100033;4;0;0;0;0;0;3
12692934;0;15646;50100031;3;0;0;1;0;0;5
12692934;0;20460;50100031;1;0;0;0;0;0;2
12692934;0;20460;50100032;2;0;0;0;0;0;3
12695149;9;7328;13100033;1;0;0;0;0;0;12
12695149;9;7331;13100033;2;0;0;0;0;0;74
12697892;0;710;50100033;2;0;0;0;0;0;11
12697892;0;13538;50100031;1;0;0;0;0;1;38
12700416;0;2457;50100031;1;0;0;0;0;0;6
12700416;0;2461;50100031;2;0;0;0;0;0;1
12701679;1;2414;11100033;1;0;0;0;0;0;3
12701679;1;2415;11100031;2;0;0;0;0;0;6
12701679;1;2416;11100033;3;0;0;0;0;0;1
12701679;1;2417;11100033;4;1;1;0;0;0; 
12702278;-1;13457;40100032;3;0;0;0;0;0;30
12702278;-1;13538;40100031;2;0;0;0;0;0;7
12702278;-1;13538;40100032;1;0;0;0;0;0;8
12703360;-1;24313;40100032;1;0;0;0;0;0;28
12703360;-1;24334;40100031;2;0;0;0;0;0;1
12710291;-1;2579;40100032;1;0;0;1;0;0;2
12710291;-1;15501;40100032;2;0;0;0;0;0;18
12712927;1;2686;11100033;1;0;0;0;0;0;1
12716792;-1;112;40100031;2;0;0;0;0;0;3
12716792;-1;12593;40100031;1;0;0;0;0;0;13
12721848;-1;2294;40100032;1;0;0;1;0;0;3
12723142;1;525;11100033;1;0;0;0;0;0;10
12723142;1;530;11100033;2;0;0;0;0;0;4
12723142;1;535;11100033;3;0;0;0;0;0;20
12723142;1;618;11100033;4;0;0;0;0;0;15
12723142;1;40208;11100033;5;0;0;0;0;0;1
12724346;-1;8323;40100033;1;0;0;1;0;0;4
12724346;-1;8325;40100031;2;0;0;0;0;0;2
12729385;9;2134;13100033;1;0;0;0;0;0;123
12729385;9;15769;13100031;2;0;0;0;0;0;14
12729583;9;2486;13100033;2;0;0;0;0;0;12
12729583;9;15739;13100033;1;0;0;0;0;0;4
12730302;-1;8433;40100032;1;0;0;0;0;0;4
12730302;-1;8436;40100033;2;0;0;0;0;0;18
12731504;0;8413;50100033;2;0;0;0;0;0;6
12731504;0;8417;50100033;3;0;0;0;0;0;2
12731504;0;8421;50100031;1;0;0;0;0;0;5
12734192;-1;706;40100031;1;0;0;0;0;0;3
12734192;-1;708;40100033;3;0;0;0;0;0;10
12734192;-1;711;40100033;2;0;0;0;0;0;11
12737051;0;2559;50100031;2;0;0;0;0;0;11
12737051;0;2612;50100031;1;0;0;0;0;0;1
12737051;0;2615;50100031;3;0;0;0;0;0;1
12737349;1;112;11100032;3;1;1;0;0;0; 
12737349;1;114;11100033;2;0;0;0;0;0;26
12737349;1;119;11100033;1;0;0;0;0;0;1
12737785;-1;12518;40100032;2;0;0;0;0;0;34
12737785;-1;12757;40100032;1;0;0;0;0;0;16
12737816;9;530;13100033;2;0;0;0;0;0;42
12737816;9;11155;13100033;1;0;0;0;0;0;19
12739340;9;7326;13100033;5;0;0;0;0;0;9
12739340;9;7331;13100033;1;0;0;0;0;0;4
12739340;9;22270;13100013;2;0;0;0;0;0;18
12739340;9;22397;13100031;4;0;0;0;0;0;10
12739340;9;22626;13100033;3;0;0;0;0;0;49
12740106;1;522;11100013;2;0;0;0;0;0;38
12740106;1;530;11100033;3;0;0;0;0;0;7
12740106;1;535;11100033;1;0;0;0;0;0;22
12740800;-1;12593;40100031;2;0;0;0;0;0;19
12740800;-1;12621;40100031;1;0;0;0;0;0;9
12741639;9;8429;13100033;2;0;0;0;0;0;44
12741639;9;8442;13100033;1;0;0;0;0;0;10
12741639;9;24329;13100023;3;0;0;0;0;0;5
12743174;0;2279;50100031;1;0;0;0;0;0;1
12746548;0;12686;50100033;2;0;0;0;0;0;22
12746548;0;12715;50100033;1;0;0;0;0;0;13
12747729;9;7326;13100033;3;0;0;0;0;0;23
12747729;9;7331;13100033;2;0;0;0;0;0;135
12747729;9;22397;13100031;1;0;0;0;0;0;5
12756211;9;15646;13100033;1;0;0;0;0;0;44
12756211;9;15840;13100033;2;0;0;0;0;0;30
12756531;0;2164;50100032;1;0;0;0;0;0;2
12756531;0;2174;50100031;4;0;0;0;0;0;7
12756531;0;2174;50100032;5;0;0;0;0;0;9
12756531;0;2179;50100031;2;0;0;0;0;0;5
12756531;0;2179;50100032;3;0;0;0;0;0;1
12756531;0;15503;50100032;6;0;0;0;0;0;14
12757618;-1;13457;40100032;2;0;0;0;0;0;37
12757618;-1;13532;40100032;3;0;0;0;0;0;36
12757618;-1;13538;40100032;1;0;0;0;0;0;3
12757830;9;8427;13100033;1;0;0;0;0;0;13
12757830;9;8429;13100033;3;0;0;0;0;0;33
12757830;9;8442;13100033;2;0;0;0;0;0;15
12764076;0;13463;50100031;3;0;0;0;0;0;21
12764076;0;13475;50100031;1;0;0;0;0;0;2
12764076;0;13586;50100032;2;0;0;0;0;0;20
12765484;7;565;71100033;1;0;0;0;0;0;18
12765484;7;31194;71100031;2;0;0;0;0;0;2
12765484;7;40298;71100033;3;1;1;0;0;0; 
12767422;9;1013;13100033;1;0;0;0;0;0;3
12767422;9;1036;13100033;3;0;0;0;0;0;4
12767422;9;13394;13100033;2;0;0;0;0;0;1
12767742;0;2115;50100031;1;0;0;1;0;0;1
12767742;0;2140;50100031;2;0;0;0;0;0;2
12770976;1;2124;11100031;1;0;0;0;0;0;6
12770976;1;2155;11100032;2;0;0;0;0;0;47
12770976;1;15643;11100031;3;0;0;0;0;0;9
12770976;1;15746;11100032;4;1;1;0;0;0; 
12777524;0;7333;50100033;2;0;0;0;0;0;10
12777524;0;7346;50100031;1;0;0;0;0;0;6
12780787;-1;13403;40100032;1;0;0;0;0;0;2
12780787;-1;13529;40100032;3;0;0;0;0;0;1
12780787;-1;40021;40100032;2;0;0;0;0;0;5
12783404;1;114;11100033;4;0;0;0;0;0;9
12783404;1;117;11100031;1;0;0;0;0;0;25
12783404;1;119;11100033;5;0;0;0;0;0;22
12783404;1;129;11100032;3;0;0;0;0;0;5
12783404;1;134;11100031;7;0;0;0;0;0;16
12783404;1;12515;11100031;6;0;0;0;0;0;12
12783404;1;12761;11100032;2;0;0;0;0;0;36
12784673;9;7626;13100033;3;0;0;0;0;0;5
12784673;9;22494;13100033;2;0;0;0;0;0;65
12784673;9;40343;13100033;1;0;0;0;0;0;33
12787944;1;12602;11100033;1;0;0;0;0;0;4
12787944;1;12715;11100033;2;0;0;0;0;0;39
12792100;0;12510;50100031;8;0;0;0;0;0;3
12792100;0;12511;50100031;6;0;0;0;0;0;11
12792100;0;12519;50100031;3;0;0;0;0;0;2
12792100;0;12593;50100031;5;0;0;0;0;0;18
12792100;0;12678;50100031;2;0;0;0;0;0;7
12792100;0;12717;50100031;4;0;0;0;0;0;10
12792100;0;12762;50100031;7;0;0;0;0;0;11
12792100;0;40295;50100031;9;0;0;0;0;0;3
12792100;0;40416;50100031;1;0;0;0;0;0;9
12794681;9;7328;13100033;2;0;0;0;0;0;8
12794681;9;7331;13100033;1;0;0;0;0;0;113
12794681;9;22270;13100013;4;0;0;0;0;0;3
12794681;9;22523;13100033;3;0;0;0;0;0;10
12794681;9;22626;13100033;5;0;0;0;0;0;14
12795717;1;2559;11100033;3;0;0;0;0;0;9
12795717;1;2565;11100033;1;0;0;0;0;0;3
12795717;1;15501;11100031;2;0;0;0;0;0;5
12796729;9;613;13100031;4;0;0;0;0;0;18
12796729;9;13330;13100031;2;0;0;0;0;0;10
12796729;9;13504;13100033;1;0;0;0;0;0;11
12796729;9;13610;13100033;3;0;0;0;0;0;1
12801170;9;2111;13100033;1;0;0;0;0;0;123
12801170;9;2124;13100033;2;0;0;0;0;0;31
12801170;9;2134;13100033;3;0;0;0;0;0;14
12801170;9;11265;13100033;4;0;0;0;0;0;54
12801713;9;2625;13100033;3;0;0;0;0;0;21
12801713;9;2681;13100031;2;0;0;0;0;0;5
12801713;9;2701;13100031;1;0;0;0;0;0;6
12803460;1;2311;11100033;2;0;0;0;0;0;1
12803460;1;2313;11100033;1;0;0;0;0;0;1
12806240;7;2109;71100011;1;0;0;0;0;0;3
12806240;7;2114;71100013;2;0;0;0;0;0;2
12818892;1;7631;11100031;1;0;0;0;0;0;3
12818892;1;7632;11100033;2;0;0;0;0;0;9
12819539;9;7772;13100033;1;0;0;0;0;0;19
12819539;9;7776;13100033;2;0;0;0;0;0;7
12820090;0;535;50100033;2;0;0;0;0;0;7
12820090;0;40298;50100031;1;0;0;0;0;0;2
12822204;-1;7397;40100032;1;0;0;0;0;0;14
12822204;-1;22424;40100032;2;0;0;0;0;0;7
12823703;-1;798;40100031;1;0;0;0;0;0;5
12823703;-1;848;40100033;2;0;0;0;0;0;4
12824117;9;7626;13100033;2;0;0;0;0;0;96
12824117;9;22664;13100033;1;0;0;1;0;0;43
12828219;1;2114;11100013;1;0;0;0;0;0;27
12828219;1;2116;11100031;3;0;0;0;0;0;15
12828219;1;2121;11100012;2;0;0;0;0;0;18
12829882;1;2267;11100033;1;0;0;0;0;0;2
12830310;-1;666;40100033;2;0;0;0;0;0;1
12830310;-1;680;40100031;1;0;0;0;0;0;1
12832754;-1;2308;40100032;2;0;0;0;0;0;8
12832754;-1;2320;40100031;3;0;0;0;0;0;6
12832754;-1;15571;40100033;1;0;0;0;0;0;2
12833165;1;525;11100033;2;0;0;0;0;0;76
12833165;1;31221;11100033;1;0;0;0;0;0;66
12835639;2;8448;21100033;3;0;0;0;0;0;1
12835639;2;24302;21100031;1;0;0;0;0;0;3
12835639;2;24313;21100031;2;0;0;0;0;0;11
12836878;-1;2456;40100032;2;0;0;0;0;0;6
12836878;-1;15593;40100032;1;0;0;0;0;0;26
12836878;-1;15811;40100031;3;0;0;0;0;0;9
12839165;1;8439;11100031;1;0;0;0;0;0;6
12839165;1;8444;11100031;2;0;0;0;0;0;4
12841022;9;7651;13100033;1;0;0;0;0;0;1
12841049;0;7341;50100033;1;0;0;1;0;0;1
12841049;0;40403;50100033;2;0;0;0;0;0;5
12845591;9;516;13100033;1;0;0;0;0;0;18
12845591;9;518;13100013;2;0;0;0;0;0;19
12845591;9;613;13100031;3;0;0;0;0;0;44
12845591;9;646;13100033;4;0;0;0;0;0;35
12849055;1;522;11100013;2;0;0;0;0;0;13
12849055;1;535;11100033;1;0;0;0;0;0;48
12849055;1;40298;11100032;3;0;0;0;0;0;73
12853060;5;8442;51100033;1;0;0;0;0;1;5
12853060;5;8455;51100013;3;1;1;0;0;0; 
12853060;5;24313;51100033;2;0;0;0;0;0;4
