mrun;cod_nivel;rbd;cod_curso;preferencia_postulante;agregada_por_continuidad;prioridad_matriculado;prioridad_hermano;prioridad_hijo_funcionario;prioridad_exalumno;loteria_original
4455781;3;24329;31100023;3;1;1;0;0;0; 
4463663;9;7629;13100033;2;0;0;0;0;0;18
4463663;9;7772;13100033;1;0;0;0;0;0;23
4465447;-1;7631;40100032;1;0;0;0;0;0;22
4465447;-1;22509;40100033;2;0;0;0;0;0;3
4465447;-1;40285;40100031;3;0;0;0;0;0;11
4466315;7;12652;71100031;3;0;0;0;0;0;10
4466315;7;12655;71100033;1;0;0;0;0;0;4
4466315;7;12686;71100033;2;0;0;0;0;0;6
4466589;-1;7637;40100031;2;0;0;0;0;0;14
4466589;-1;7638;40100033;3;0;0;0;0;0;1
4466589;-1;7639;40100032;1;0;0;0;0;0;12
4467381;-1;2409;40100031;1;0;0;0;0;0;2
4467381;-1;2410;40100031;2;0;0;0;0;0;1
4473155;9;7628;13100013;3;0;0;0;0;0;39
4473155;9;7629;13100033;1;0;0;0;0;0;80
4473155;9;22664;13100033;2;0;0;0;0;0;1
4474168;-1;12621;40100032;4;0;0;0;0;0;10
4474168;-1;12704;40100032;1;0;0;0;0;0;18
4474168;-1;40073;40100033;3;0;0;0;0;0;2
4474168;-1;40422;40100033;2;0;0;0;0;0;19
4483913;1;125;11100033;4;0;0;0;0;0;57
4483913;1;130;11100032;2;0;0;0;0;0;40
4483913;1;131;11100031;3;0;0;0;0;0;31
4483913;1;12515;11100031;1;0;0;0;0;0;48
4484321;7;13491;71100033;3;1;1;0;0;0; 
4484321;7;13514;71100033;2;0;0;0;0;0;3
4484321;7;40208;71100033;1;0;0;0;0;0;2
4487580;1;7632;11100033;1;0;0;0;0;0;3
4487580;1;7634;11100033;4;0;0;0;0;0;21
4487580;1;7641;11100033;2;0;0;0;0;0;5
4487580;1;7644;11100033;3;0;0;0;0;0;4
4489776;-1;2112;40100031;3;0;0;0;0;0;19
4489776;-1;2124;40100031;2;0;0;0;0;0;5
4489776;-1;11265;40100031;4;0;0;0;0;0;10
4489776;-1;15793;40100032;1;0;0;1;0;0;3
4492506;0;711;50100033;2;0;0;0;0;0;4
4492506;0;13538;50100031;1;0;0;0;0;1;69
4492756;7;517;71100033;1;0;0;0;0;0;24
4492756;7;530;71100033;2;0;0;0;0;0;5
4492756;7;13637;71100033;3;0;0;0;0;0;3
4498021;9;22461;13100033;1;0;0;0;0;0;57
4498021;9;22544;13100033;3;0;0;0;0;0;25
4498021;9;40343;13100033;2;0;0;0;0;0;31
4500557;7;2121;71100011;3;0;0;0;0;0;8
4500557;7;2151;71100031;2;0;0;0;0;0;8
4500557;7;2174;71100031;4;0;0;0;0;0;6
4500557;7;40006;71100033;1;0;0;0;0;0;4
4500557;7;40146;71100033;5;1;1;0;0;0; 
4504257;1;2654;11100033;1;0;0;0;0;0;3
4504257;1;11261;11100033;2;0;0;0;0;0;2
4504257;1;15522;11100032;3;0;0;0;0;0;1
4504257;1;20330;11100031;4;0;0;0;0;0;5
4508756;-1;7975;40100031;2;0;0;0;0;0;7
4508756;-1;7977;40100033;3;0;0;0;0;0;1
4508756;-1;22472;40100031;1;0;0;0;0;0;8
4509772;7;2455;71100031;1;0;0;0;0;0;4
4509772;7;2467;71100031;3;1;1;0;0;0; 
4509772;7;15684;71100033;2;0;0;0;0;0;1
4513186;9;967;13100033;2;0;0;0;0;0;10
4513186;9;968;13100033;1;0;0;0;0;0;6
4513186;9;982;13100033;3;1;1;0;0;0; 
4525422;7;7907;71100033;1;0;0;0;0;0;1
4525422;7;22262;71100033;2;0;1;0;0;1;1
4527976;1;2223;11100033;2;0;0;0;0;0;8
4527976;1;11277;11100033;1;0;0;1;0;0;15
4530378;9;12655;13100033;1;0;0;0;0;0;33
4530378;9;12749;13100033;2;0;0;0;0;0;11
4535847;0;15803;50100031;2;0;0;0;0;0;1
4535847;0;15844;50100031;1;0;0;0;0;0;1
4543643;-1;7631;40100031;2;0;0;0;0;0;1
4543643;-1;7631;40100032;3;0;0;0;0;0;2
4543643;-1;7643;40100032;1;0;0;0;0;0;3
4543643;-1;7706;40100031;4;0;0;0;0;0;4
4543643;-1;7706;40100032;5;0;0;0;0;0;6
4543643;-1;7724;40100031;7;0;0;0;0;0;4
4543643;-1;22672;40100032;6;0;0;0;0;0;16
4545188;9;1013;13100033;2;0;0;0;0;0;4
4545188;9;1036;13100033;1;0;0;0;0;0;2
4545188;9;13394;13100033;3;1;1;0;0;0; 
4545466;0;7630;50100012;2;0;0;0;0;0;4
4545466;0;7631;50100031;3;1;1;0;0;0; 
4545466;0;7709;50100012;1;0;0;0;0;0;12
4547592;-1;10905;40100033;1;0;0;0;0;0;9
4550758;0;8444;50100031;2;0;0;0;0;0;10
4550758;0;8444;50100032;1;0;0;0;0;0;16
4550758;0;8454;50100022;3;0;0;0;0;0;19
4552981;-1;7654;40100033;1;0;0;0;0;0;1
4552981;-1;7665;40100031;3;0;0;0;0;0;6
4552981;-1;7672;40100033;2;0;0;0;0;0;1
4556894;9;7505;13100033;1;0;0;0;0;0;5
4556894;9;7542;13100033;3;0;0;0;0;0;1
4556894;9;22322;13100033;2;0;0;0;0;0;9
4558291;1;123;11100031;2;0;0;0;0;0;10
4558291;1;12515;11100031;1;0;0;0;0;0;42
4559234;-1;8003;40100032;2;0;0;0;0;0;18
4559234;-1;8004;40100032;1;0;0;0;0;0;13
4560524;9;11105;13100033;2;0;0;0;0;0;6
4560524;9;13582;13100033;1;0;0;0;0;0;11
4561303;1;2590;11100033;2;0;0;0;0;0;1
4561303;1;15570;11100033;1;0;0;0;0;0;6
4561635;-1;616;40100033;3;0;0;0;0;0;6
4561635;-1;13314;40100032;2;0;0;0;0;0;1
4561635;-1;13342;40100032;1;0;0;0;0;0;5
4561635;-1;13621;40100031;4;0;0;0;0;0;15
4561906;0;646;50100031;1;0;0;0;0;0;25
4561906;0;13405;50100032;3;1;1;0;0;0; 
4561906;0;13621;50100031;2;0;0;0;0;0;5
4563896;1;7371;11100033;2;0;0;1;0;0;1
4563896;1;7412;11100033;1;0;0;1;0;0;2
4572758;-1;753;40100033;1;0;0;0;0;0;1
4576090;-1;7343;40100032;2;0;0;0;0;0;24
4576090;-1;16766;40100032;1;0;0;0;0;0;20
4580190;0;7333;50100033;2;0;0;0;0;0;9
4580190;0;7334;50100032;1;0;0;0;0;0;11
4580190;0;7336;50100033;3;0;0;0;0;0;6
4580190;0;7346;50100031;4;0;0;0;0;0;2
4595914;9;8442;13100033;2;0;0;0;0;0;28
4595914;9;24329;13100023;1;0;0;0;0;0;11
4596449;0;2415;50100031;1;0;0;1;0;0;2
4596449;0;2416;50100031;2;0;0;0;0;0;1
4596997;7;131;71100031;3;0;0;0;0;0;8
4596997;7;12509;71100031;1;0;0;0;0;0;3
4596997;7;12631;71100033;2;0;0;0;0;0;18
4596997;7;40295;71100033;4;1;1;0;0;0; 
4605590;-1;7975;40100031;2;0;0;0;0;0;5
4605590;-1;22472;40100031;1;0;0;0;0;0;4
4611447;-1;616;40100033;1;0;0;1;0;0;18
4611447;-1;13559;40100031;2;0;0;0;0;0;1
4611447;-1;13612;40100032;3;0;0;0;0;0;5
4615937;9;2259;13100033;2;0;0;0;0;0;7
4615937;9;15759;13100033;1;0;0;0;0;0;19
4616086;1;2121;11100012;1;0;0;0;0;0;10
4616086;1;2147;11100033;2;0;0;0;0;0;4
4620334;1;111;11100033;3;0;0;0;0;0;10
4620334;1;134;11100031;4;0;0;0;0;0;26
4620334;1;12515;11100031;2;0;0;0;0;0;59
4620334;1;12579;11100033;1;0;0;0;0;0;13
4620334;1;12726;11100033;5;0;0;0;0;0;21
4621666;9;629;13100033;1;0;0;0;0;0;6
4621666;9;646;13100033;2;0;0;0;0;1;24
4624586;-1;7643;40100032;1;0;0;1;0;0;8
4624586;-1;7647;40100033;2;0;0;0;0;0;4
4625248;7;8424;71100033;1;0;0;0;0;0;2
4625248;7;8444;71100033;3;1;1;0;0;0; 
4625248;7;8448;71100033;2;0;0;0;0;0;1
4626950;1;8206;11100033;2;0;0;0;0;0;1
4626950;1;22554;11100033;1;0;0;0;0;0;2
4628777;9;8411;13100033;1;0;0;0;0;0;5
4628777;9;24300;13100033;2;0;0;1;0;0;7
4643168;9;2123;13100033;1;0;0;0;0;0;127
4643168;9;2134;13100033;3;0;0;0;0;0;69
4643168;9;2173;13100033;4;0;0;0;0;0;48
4643168;9;15840;13100033;2;0;0;0;0;0;26
4644817;-1;22065;40100033;2;0;0;0;0;0;4
4644817;-1;22663;40100033;1;0;0;0;0;0;2
4646441;7;2116;71100033;1;0;0;0;0;1;3
4646441;7;11265;71100033;2;0;0;0;0;0;6
4653664;-1;125;40100033;1;0;0;1;0;0;16
4653664;-1;40416;40100032;2;0;0;0;0;0;19
4653928;1;12588;11100032;3;0;0;0;0;0;1
4653928;1;12602;11100033;1;0;0;0;0;0;28
4653928;1;12715;11100033;4;0;0;0;0;0;27
4653928;1;40073;11100033;2;0;0;0;0;0;4
4656240;1;616;11100033;2;0;0;0;0;0;22
4656240;1;646;11100032;1;0;0;0;0;0;3
4661582;-1;12621;40100031;2;0;0;0;0;0;17
4661582;-1;12621;40100032;3;0;0;0;0;0;11
4661582;-1;40416;40100032;1;0;0;0;0;0;20
4663763;9;7626;13100033;3;0;0;0;0;0;69
4663763;9;7629;13100033;4;0;0;0;0;0;79
4663763;9;22494;13100033;1;0;0;0;0;0;27
4663763;9;22664;13100033;2;0;0;0;0;0;10
4663763;9;40343;13100033;5;0;0;0;0;0;23
4673342;9;13551;13100033;1;0;0;0;0;0;7
4673342;9;40126;13100033;2;0;0;0;0;0;11
4676024;9;8105;13100033;2;0;0;0;0;0;2
4676024;9;8108;13100033;3;0;0;0;0;0;7
4676024;9;22505;13100033;1;0;0;0;0;0;2
4677322;-1;2612;40100032;1;0;0;0;0;0;2
4682407;1;525;11100033;2;0;0;0;0;0;67
4682407;1;13504;11100033;1;0;0;0;0;0;31
4693234;0;708;50100033;1;0;0;0;0;0;7
4693234;0;711;50100033;2;0;0;0;0;0;13
4693492;1;2330;11100033;1;0;0;0;0;0;15
4693492;1;15596;11100033;3;0;0;0;0;0;13
4693492;1;15832;11100033;2;0;0;0;0;0;17
4698677;1;521;11100033;5;0;0;0;0;0;31
4698677;1;536;11100033;2;0;0;0;0;0;7
4698677;1;548;11100033;3;0;0;0;0;0;6
4698677;1;618;11100033;1;0;0;0;0;0;13
4698677;1;13587;11100033;4;0;0;0;0;0;34
4703280;9;40455;13100033;2;0;0;0;0;0;18
4703280;9;40457;13100033;1;0;0;0;0;0;1
4704041;9;7331;13100033;1;0;0;1;0;0;45
4704041;9;7614;13100031;2;0;0;0;0;1;1
4707847;9;2134;13100033;1;0;0;0;0;0;140
4707847;9;11265;13100033;2;0;0;0;0;0;32
4711179;1;8161;11100033;3;0;0;0;0;0;1
4711179;1;22623;11100033;1;0;0;1;0;0;1
4711179;1;40424;11100033;2;0;0;0;0;0;2
4711520;1;522;11100013;3;0;0;0;0;0;35
4711520;1;40298;11100031;1;0;0;0;0;0;7
4711520;1;40298;11100032;2;0;0;0;0;0;3
4715451;9;2422;13100033;1;0;0;0;0;0;8
4715451;9;15596;13100033;2;0;0;0;0;0;15
4725860;9;8425;13100033;2;0;0;0;0;0;33
4725860;9;8427;13100033;1;0;0;0;0;0;17
4725860;9;24316;13100033;3;0;0;0;0;0;26
4726021;9;2123;13100033;3;0;0;0;0;0;96
4726021;9;2163;13100031;2;0;0;0;0;0;26
4726021;9;2164;13100031;5;0;0;0;0;0;102
4726021;9;11265;13100033;1;0;0;0;0;0;95
4726021;9;15840;13100033;4;0;0;0;0;0;44
4726939;9;8108;13100033;1;0;0;0;0;0;1
4726939;9;8109;13100033;2;0;0;0;0;0;11
4727737;1;2553;11100033;2;0;0;0;0;0;1
4727737;1;2555;11100033;3;0;0;0;0;0;1
4727737;1;15501;11100032;1;0;0;0;0;0;21
4729737;-1;111;40100033;1;0;0;0;0;0;28
4729737;-1;125;40100033;2;0;0;0;0;0;19
4730004;9;12632;13100033;1;0;0;0;0;0;8
4730004;9;12747;13100033;3;0;0;0;0;0;12
4730004;9;12749;13100033;2;0;0;0;0;0;7
4730823;9;2123;13100033;2;0;0;0;0;0;46
4730823;9;2378;13100033;5;0;0;0;0;0;19
4730823;9;2444;13100033;1;0;0;0;0;0;58
4730823;9;2448;13100031;7;0;0;0;0;0;20
4730823;9;2486;13100033;4;0;0;0;0;0;2
4730823;9;2635;13100033;8;0;0;0;0;0;1
4730823;9;15583;13100033;6;0;0;0;0;0;21
4730823;9;15596;13100033;3;0;0;0;0;0;5
4731475;-1;13331;40100032;1;0;1;0;0;0;3
4731475;-1;13612;40100032;2;0;0;0;0;0;10
4731694;1;112;11100032;3;0;0;0;0;0;11
4731694;1;113;11100031;6;0;0;0;0;0;22
4731694;1;114;11100033;4;0;0;0;0;0;25
4731694;1;123;11100031;8;0;0;0;0;0;19
4731694;1;125;11100033;5;0;0;0;0;0;32
4731694;1;12515;11100031;7;0;0;0;0;0;25
4731694;1;12683;11100032;1;0;0;0;0;0;14
4731694;1;12761;11100032;2;0;0;0;0;0;26
4732799;9;2134;13100033;3;0;0;0;0;0;73
4732799;9;2205;13100033;2;0;0;0;0;0;23
4732799;9;15646;13100033;1;0;0;0;0;0;24
4734304;0;2457;50100031;1;0;0;0;0;0;8
4734304;0;2472;50100033;2;0;0;0;0;0;2
4734386;9;7331;13100033;1;0;0;0;0;0;27
4734386;9;22397;13100031;2;0;0;0;0;0;38
4734386;9;22626;13100033;3;0;0;0;0;0;55
4735839;-1;8435;40100033;1;0;0;1;0;0;2
4735839;-1;8441;40100033;2;0;0;0;0;0;1
4735839;-1;24302;40100031;3;0;0;0;0;0;6
4738530;1;527;11100033;2;0;0;0;0;0;33
4738530;1;530;11100033;3;0;0;0;0;0;27
4738530;1;13587;11100033;1;0;0;0;0;0;7
4739452;-1;12661;40100031;2;0;0;0;0;0;3
4739452;-1;12757;40100032;1;0;0;0;0;0;17
4740730;0;714;50100033;2;0;0;0;0;0;12
4740730;0;721;50100031;1;0;0;1;0;0;14
4742199;1;8046;11100033;2;0;0;0;0;0;3
4742199;1;40459;11100033;1;0;0;0;0;0;2
4752272;-1;22009;40100032;2;0;0;0;0;0;12
4752272;-1;40351;40100032;1;0;0;0;0;0;31
4753039;7;7448;71100033;2;0;0;0;0;0;1
4753039;7;7449;71100033;3;0;0;0;0;0;1
4753039;7;7460;71100033;1;0;0;0;0;0;1
4753708;9;2111;13100033;1;0;0;0;0;0;77
4753708;9;2123;13100033;2;0;0;0;0;0;126
4753708;9;2124;13100033;3;0;0;0;0;0;25
4754376;1;525;11100033;5;0;0;0;0;0;15
4754376;1;530;11100033;3;0;0;0;0;0;66
4754376;1;13552;11100033;1;0;0;0;0;0;1
4754376;1;13587;11100033;4;0;0;0;0;0;55
4754376;1;13610;11100033;2;0;0;0;0;0;6
4759708;-1;13405;40100031;2;0;0;0;0;0;4
4759708;-1;13529;40100032;1;0;0;0;0;0;6
4759708;-1;13620;40100031;4;0;0;0;0;0;4
4759708;-1;40021;40100031;3;0;0;0;0;0;1
4760646;9;7331;13100033;2;0;0;0;0;0;88
4760646;9;7470;17104133;1;0;0;0;0;0;2
4760735;-1;12518;40100032;1;0;0;0;0;0;26
4760735;-1;12553;40100033;3;0;0;0;0;0;4
4760735;-1;12593;40100032;2;0;0;0;0;0;10
4760735;-1;12621;40100032;4;0;0;0;0;0;15
4762483;-1;8438;40100033;2;0;0;0;0;0;11
4762483;-1;24313;40100032;1;0;0;0;0;0;22
4763644;1;2223;11100033;2;0;0;0;0;0;25
4763644;1;2233;11100031;1;0;0;0;0;0;9
4763927;1;530;11100033;2;0;0;0;0;0;101
4763927;1;31221;11100033;1;0;0;0;0;0;2
4766128;0;2220;50100033;2;0;0;0;0;0;1
4766128;0;15646;50100032;1;0;0;0;0;0;6
4766128;0;15726;50100031;3;1;1;0;0;0; 
4767447;0;114;50100031;2;0;0;0;0;0;2
4767447;0;117;50100031;1;0;0;0;0;0;26
4768399;9;2123;13100033;1;0;0;0;0;0;133
4768399;9;15769;13100031;2;0;0;0;0;0;4
4769796;11;8424;34101233;2;0;0;0;0;0;3
4769796;11;24307;33100033;3;1;1;0;0;0; 
4769796;11;24316;36103633;1;0;0;0;0;0;1
4771563;0;7706;50100031;2;0;0;0;0;0;14
4771563;0;16923;50100031;1;0;0;0;0;0;4
4771563;0;40343;50100031;3;0;0;0;0;0;4
4774988;7;799;71100033;2;0;0;0;0;0;2
4774988;7;13462;71100033;1;0;0;0;0;0;1
4779430;-1;2155;40100031;1;0;0;0;0;0;18
4779430;-1;15598;40100031;2;0;0;0;0;0;10
4779430;-1;40038;40100033;3;0;0;0;0;0;8
4781711;7;7724;71100033;3;1;1;0;0;0; 
4781711;7;7958;71100033;1;0;0;0;0;1;3
4781711;7;7959;71100033;2;0;0;0;0;0;4
4783573;1;7958;11100033;2;0;0;0;0;0;14
4783573;1;7959;11100033;1;0;0;0;0;0;4
4785169;-1;8206;40100033;2;0;0;0;0;0;1
4785169;-1;22156;40100031;1;0;0;0;0;0;6
4786615;7;2109;71100011;1;0;0;0;0;0;4
4786615;7;2234;71100033;3;0;0;1;0;0;1
4786615;7;15781;71100033;2;0;0;0;0;0;2
4786886;0;114;50100031;2;0;0;0;0;0;27
4786886;0;12621;50100031;1;0;0;0;0;0;1
4790935;9;2134;13100033;1;0;0;0;0;0;27
4790935;9;2205;13100033;2;0;0;0;0;0;11
4791873;-1;8433;40100031;1;0;0;0;0;0;4
4791873;-1;24302;40100031;2;0;0;0;0;0;4
4794917;-1;2226;40100032;2;0;0;0;0;0;1
4794917;-1;2234;40100033;1;0;0;1;0;0;1
4799651;-1;2456;40100031;1;0;0;1;0;0;8
4799651;-1;2457;40100031;2;0;0;0;0;0;34
4808874;-1;718;40100033;2;0;0;0;0;0;1
4808874;-1;13538;40100032;1;0;0;0;0;0;65
4813057;-1;535;40100033;4;0;0;0;0;0;39
4813057;-1;631;40100033;1;0;0;0;0;0;5
4813057;-1;11144;40100032;2;0;0;0;0;0;19
4813057;-1;31194;40100032;3;0;0;0;0;0;10
4813057;-1;40298;40100032;5;0;0;0;0;0;34
4816018;12;11678;43100033;1;0;0;0;0;0;1
4816018;12;24305;43100033;2;0;0;0;0;0;1
4818419;1;13513;11100033;2;0;0;0;0;0;40
4818419;1;13551;11100033;1;0;0;0;0;0;7
4818419;1;13590;11100033;3;0;0;0;0;0;1
4823313;-1;12602;40100033;1;0;0;0;0;0;22
4823313;-1;12691;40100032;3;0;0;0;0;0;15
4823313;-1;12704;40100032;2;0;0;0;0;0;30
4823867;9;22022;13100033;1;0;0;0;0;0;20
4823867;9;22234;13100033;2;0;0;0;0;0;5
4833655;1;2553;11100033;2;0;0;1;0;0;19
4833655;1;2611;11100033;1;0;0;0;0;0;7
4835783;0;8310;50100033;1;0;0;0;0;0;1
4836721;7;625;71100033;4;1;1;0;0;0; 
4836721;7;13396;71100031;3;0;0;0;0;0;1
4836721;7;13558;71100033;2;0;0;0;0;0;8
4836721;7;40033;71100033;1;0;0;0;0;0;3
4838505;-1;7337;40100033;3;0;0;0;0;0;5
4838505;-1;7407;40100031;1;0;0;0;0;0;6
4838505;-1;22230;40100032;2;0;0;0;0;0;1
4840720;9;8422;13100013;2;0;0;0;0;0;1
4840720;9;24300;13100033;1;0;0;0;0;0;6
4841047;0;12519;50100031;6;0;0;0;0;0;8
4841047;0;12621;50100031;4;0;0;0;0;0;9
4841047;0;12621;50100032;5;0;0;0;0;0;2
4841047;0;12661;50100031;7;0;0;0;0;0;4
4841047;0;12678;50100031;9;0;0;0;0;0;17
4841047;0;12757;50100031;1;0;0;0;0;0;1
4841047;0;12757;50100032;2;0;0;0;0;0;19
4841047;0;12762;50100031;8;0;0;0;0;0;5
4841047;0;40295;50100031;3;0;0;0;0;0;11
4845546;0;2636;50100031;1;0;0;0;0;0;1
4846929;7;22041;71100033;2;0;1;0;0;1;3
4846929;7;22505;71100033;1;0;0;0;0;0;1
4847170;9;11157;13100033;3;1;1;0;0;0; 
4847170;9;13503;13100033;1;0;0;0;0;0;13
4847170;9;40298;13100033;2;0;0;0;0;0;11
4847368;1;972;11100031;1;0;0;0;0;0;4
4847368;1;13428;11100033;2;0;0;0;0;0;4
4848028;1;111;11100033;1;0;0;0;0;0;19
4848028;1;122;11100033;3;0;0;0;0;0;9
4848028;1;123;11100031;4;0;0;0;0;0;2
4848028;1;126;11100033;2;0;0;0;0;0;1
4849019;9;11287;13100033;2;0;0;0;0;0;8
4849019;9;15646;13100033;1;0;0;0;0;0;25
4850869;9;15720;13100033;1;0;0;0;0;0;37
4850869;9;15731;13100033;2;0;0;0;0;0;7
4855033;1;2553;11100033;2;0;0;0;0;0;11
4855033;1;15501;11100032;1;0;0;0;0;0;32
4857671;-1;12511;40100032;2;0;0;0;0;0;7
4857671;-1;12757;40100031;1;0;0;0;0;0;2
4858373;8;8429;81100033;2;0;0;0;0;0;9
4858373;8;8433;81100033;4;0;0;0;0;0;2
4858373;8;8438;81100033;5;0;0;0;0;0;7
4858373;8;8439;81100033;3;0;0;0;0;0;4
4858373;8;8444;81100033;1;0;0;0;0;0;11
4860799;9;530;13100033;1;0;0;0;0;0;41
4860799;9;13503;13100033;2;0;0;0;0;0;36
4865820;-1;7337;40100033;2;0;0;0;0;0;8
4865820;-1;7339;40100033;1;0;0;1;0;0;5
4865820;-1;7348;40100033;3;0;0;0;0;0;4
4866580;-1;8310;40100033;1;0;0;1;0;0;2
4868122;9;2444;13100033;1;0;0;0;0;0;49
4868122;9;2447;13100033;2;0;0;0;0;0;26
4871373;7;2155;71100033;3;0;0;0;0;0;7
4871373;7;2159;71100031;2;0;0;0;0;0;10
4871373;7;15676;71100033;1;0;0;0;0;0;3
4872511;1;646;11100032;1;0;0;0;0;0;56
4872511;1;647;11100032;2;0;0;0;0;0;22
4872721;1;111;11100033;2;0;0;0;0;0;7
4872721;1;117;11100031;3;0;0;0;0;0;24
4872721;1;134;11100031;1;0;0;0;0;0;15
4872721;1;12579;11100033;4;0;0;0;0;0;9
4874938;9;516;13100033;5;0;0;0;0;0;21
4874938;9;530;13100033;1;0;0;0;0;1;23
4874938;9;535;13100033;6;0;0;0;0;0;7
4874938;9;578;13100033;2;0;0;0;0;0;7
4874938;9;611;13100033;3;0;0;0;0;0;6
4874938;9;802;13100033;4;0;0;0;0;0;8
4887816;9;2111;13100033;3;0;0;0;0;0;120
4887816;9;2123;13100033;5;0;0;0;0;0;50
4887816;9;2124;13100033;4;0;0;0;0;0;29
4887816;9;2134;13100033;2;0;0;0;0;0;130
4887816;9;15646;13100033;1;0;0;0;0;0;6
4898388;-1;7958;40100031;1;0;0;0;0;0;4
4898388;-1;7958;40100032;2;0;0;0;0;0;1
4898388;-1;7959;40100033;3;0;0;0;0;0;10
4898738;1;2122;11100031;2;0;0;0;0;0;2
4898738;1;15646;11100031;1;0;0;0;0;0;17
4906281;7;2525;71100033;2;1;1;0;0;0; 
4906281;7;2527;71100033;1;0;0;0;0;0;1
4908021;9;2447;13100033;1;0;0;0;0;0;4
4908021;9;2448;13100031;2;0;0;1;0;0;15
4908192;1;521;11100033;3;0;0;0;0;0;33
4908192;1;535;11100033;1;0;0;0;0;0;53
4908192;1;40298;11100032;2;0;0;0;0;0;15
4909154;-1;7706;40100032;1;0;0;0;0;0;14
4909154;-1;22009;40100032;2;0;0;0;0;0;11
4909154;-1;40285;40100031;3;0;0;0;0;0;14
4910571;9;2448;13100031;2;0;0;0;0;0;29
4910571;9;2518;13100033;1;0;0;1;0;0;6
4912610;-1;7633;40100031;3;0;0;0;0;0;3
4912610;-1;7633;40100032;4;0;0;0;0;0;1
4912610;-1;7637;40100031;2;0;0;0;0;0;16
4912610;-1;7639;40100032;1;0;0;0;0;0;31
4912610;-1;22009;40100033;5;0;0;0;0;0;23
4913747;1;525;11100033;2;0;0;0;0;0;59
4913747;1;530;11100033;4;0;0;0;0;0;68
4913747;1;13463;11100031;1;0;0;0;0;0;44
4913747;1;31221;11100033;3;0;0;0;0;0;36
4920687;0;8256;50100033;2;0;0;0;0;0;6
4920687;0;22380;50100033;1;0;0;0;0;0;2
4920687;0;22525;50100031;3;1;1;0;0;0; 
4924137;9;106;13100033;1;0;0;0;0;0;13
4924137;9;12591;13100033;2;0;0;0;0;0;14
4926250;9;2134;13100033;1;0;0;0;0;0;121
4926250;9;2163;13100031;2;0;0;0;0;0;55
4926250;9;2164;13100031;3;0;0;0;0;0;84
4927234;9;701;13100033;3;0;0;0;0;0;24
4927234;9;772;17104133;2;0;0;0;0;0;40
4927234;9;13551;13100033;1;0;0;0;0;0;35
4936080;7;12604;71100033;1;0;0;0;0;0;10
4936080;7;40320;71100033;2;0;0;0;0;0;5
4936621;0;2527;50100031;1;0;0;0;0;0;1
4936713;1;130;11100031;2;0;0;0;0;0;5
4936713;1;40043;11100032;1;0;0;0;0;0;18
4938644;1;130;11100032;1;0;0;0;0;0;46
4938644;1;131;11100031;2;0;0;0;0;0;39
4938644;1;40043;11100032;3;0;0;0;0;0;10
4938797;-1;13342;40100032;1;0;0;0;0;0;22
4938797;-1;40153;40100032;2;0;0;0;0;0;1
4939056;9;799;13100033;2;0;0;0;0;1;1
4939056;9;802;13100033;1;0;0;0;0;0;1
4944278;0;13457;50100031;2;0;0;0;0;0;39
4944278;0;13532;50100031;3;0;0;0;0;0;28
4944278;0;13538;50100031;1;0;0;0;0;0;60
4944449;7;2456;71100033;1;0;0;0;0;1;5
4944449;7;2457;71100031;2;0;0;0;0;0;6
4944449;7;15757;71100033;3;1;1;0;0;0; 
4945687;9;8427;13100033;1;0;0;0;0;0;9
4945687;9;8429;13100033;2;0;0;0;0;0;14
4946841;1;7632;11100033;3;0;0;0;0;0;12
4946841;1;7644;11100033;4;0;0;0;0;0;6
4946841;1;7647;11100033;1;0;0;0;0;0;2
4946841;1;22686;11100033;5;0;0;1;0;0;11
4946841;1;40285;11100033;2;0;0;0;0;0;8
4946844;7;519;71100033;3;0;0;0;0;0;3
4946844;7;583;71100033;7;1;1;0;0;0; 
4946844;7;13344;71100033;1;0;0;0;0;0;10
4946844;7;13376;71100033;6;0;0;0;0;0;3
4946844;7;13417;71100033;4;0;0;0;0;0;5
4946844;7;13474;71100033;5;0;0;0;0;0;2
4946844;7;13586;71100033;2;0;0;0;0;0;7
4946923;0;8475;50100031;1;0;0;1;0;0;2
4946923;0;16895;50100031;2;0;0;0;0;0;4
4947194;1;13513;11100033;1;0;0;0;0;0;13
4947194;1;13551;11100033;2;0;0;0;0;0;12
4947580;0;2114;50100011;2;0;0;0;0;0;2
4947580;0;2118;50100031;1;0;0;0;0;0;9
4950554;-1;522;40100013;2;0;0;0;0;0;17
4950554;-1;535;40100033;1;0;0;1;0;0;1
4953153;0;8413;50100033;2;0;1;0;0;1;2
4953153;0;8421;50100031;1;0;0;1;0;0;1
4954425;-1;126;40100033;2;0;0;0;0;0;23
4954425;-1;129;40100032;1;0;0;0;0;0;5
4954425;-1;12511;40100032;3;0;0;0;0;0;14
4954425;-1;12519;40100032;4;0;0;0;0;0;4
4955684;0;2494;50100031;1;0;0;0;0;0;1
4955684;0;11263;50100031;2;0;0;0;0;0;1
4965661;9;2530;13100033;2;0;0;0;0;0;17
4965661;9;2551;13100031;1;0;0;0;0;0;17
4965661;9;2612;13100033;3;0;0;0;0;0;15
4965661;9;40080;13100033;4;0;0;0;0;0;6
4969307;8;8429;81100033;1;0;0;0;0;0;3
4969307;8;8454;81100023;2;0;0;0;0;0;6
4975002;9;2111;13100033;5;0;0;0;0;0;31
4975002;9;2123;13100033;2;0;0;0;0;0;119
