mrun;rbd_admitido_geo_con_error;cod_curso_admitido_geo_con_error;orden_postulantes
11791429;7907;13100033;5192
11791714;694;40100033;8012
11793055;12588;11100032;1824
11800885;2486;13100033;4731
11805506;24302;40100032;7401
11810401;646;11100032;173
11811979;7391;11100033;1113
11812422;982;40100033;8810
11812609;40298;11100032;376
11817899;22544;13100033;3415
11819601;22566;11100033;1554
11820321;22010;40100031;8016
11825195;7338;71100031;6406
11827385;13538;40100032;7975
11830083;15598;50100032;37
11831975;15596;40100033;6944
11835593;7958;50100031;788
11836933;8005;11100033;2463
11841225;24329;31100023;2084
11841536;15596;13100033;4776
11841909;2469;71100033;6075
11854079;16895;41100033;1778
11861895;535;11100033;627
11865235;13463;11100031;513
11866453;22086;11100033;6641
11866917;7572;40100033;7807
11867241;15503;50100032;5699
11868907;22009;40100033;3277
11869075;40298;11100032;1109
11876589;20564;50100031;4564
11885611;7328;13100033;3077
11885635;2583;13100033;4033
11889229;22355;11100031;1546
11889994;708;40100033;7493
11891485;2286;11100033;1075
11893076;706;11100033;1461
11893444;40422;40100033;6746
11895290;15515;40100032;8134
11904258;22686;11100033;291
11922696;2286;40100031;8505
11934508;1036;71100033;6061
11935751;8109;13100033;3429
11938813;13552;11100033;6549
11941103;8003;40100032;6750
11941519;12594;50100032;5270
11942625;12553;50100033;3373
11942667;2599;11100033;6491
11948194;15570;11100033;5681
11949702;7628;13100013;3897
11962450;12192;13100033;2756
11966391;8417;41100033;1649
11969347;8441;41100033;1258
11977601;8450;40100033;6947
11979367;7332;40100033;3002
11981779;12719;40100033;8019
11982472;11155;13100033;3749
11985496;2301;11100031;756
11985538;534;50100033;6293
11996336;2124;11100031;193
11997202;8438;40100033;8708
12005679;2283;13100033;4124
12005968;22434;50100032;6608
12008116;15646;11100031;1822
12009229;40298;11100032;1971
12016885;111;40100033;9040
12019136;2444;13100033;4736
12022102;22672;40100032;7048
12022697;2134;13100033;3560
12025068;2205;13100033;4755
12028590;15608;40100031;7005
12033500;2112;71100031;3644
12034504;15501;40100032;7550
12035795;40257;40100031;8986
12036866;15676;40100033;558
12040770;523;11100033;1667
12041397;13504;40100033;8440
12044984;20376;50100032;2003
12055040;2423;50100031;1843
12060607;22494;13100033;4391
12061472;7331;13100033;4980
12064298;112;11100032;591
12064969;530;11100033;6667
12068718;161;40100033;7810
12070103;7326;13100033;3486
12070760;20407;40100032;8344
12071251;2412;40100033;8805
12072891;15793;13100033;3455
12075852;8162;13100033;4396
12077178;711;11100033;5878
12084209;2397;40100032;952
12084982;15711;50100031;1174
12085009;111;40100033;8091
12086377;2111;13100033;3701
12086940;630;40100031;2401
12089234;2461;40100032;5162
12090926;525;50100033;4563
12091644;2283;13100033;4401
12093113;2537;40100033;8942
12095875;7349;50100033;24
12103498;2206;40100031;8104
12104233;40279;50100031;5475
12105106;22309;50100031;2218
12107426;22616;11100033;705
12108827;15614;11100032;1821
12109172;8256;40100033;7717
12110413;15832;11100033;6227
12115715;535;11100033;270
12118387;646;11100032;581
12119154;12747;13100033;3585
12120617;13553;13100033;4265
12124441;13342;40100032;7255
12124842;15755;40100032;7925
12126913;15593;40100032;8516
12129742;2551;13100031;4270
12130640;12617;11100032;1783
12132395;710;50100033;783
12133629;40073;11100033;500
12137511;7341;40100033;2099
12148448;22616;71100033;6122
12148754;7941;13100033;3245
12150361;2412;40100033;8307
12156058;8429;13100033;3664
12157155;8177;71100033;2227
12157343;131;11100031;1492
12158553;516;71100033;6501
12158587;22356;11100033;608
12164036;516;13100033;4209
12164651;40399;40100033;7307
12166829;2413;40100031;7621
12167113;2579;40100032;8698
12168819;107;13100033;3362
12172048;2120;50100031;2015
12173745;2701;13100031;3272
12177325;757;50100033;2662
12181626;2412;40100033;7204
12183093;2444;13100033;2613
12187638;2423;11100032;6681
12191167;13539;11100031;1729
12196415;13341;11100033;5937
12199652;7331;13100033;3830
12202867;2111;13100033;4248
12204499;11248;13100033;4332
12211240;22539;50100033;3107
12211527;525;40100033;8562
12213125;7372;71100033;5647
12215254;8103;40100033;9050
12220872;8438;51100033;733
12226953;109;13100033;3118
12228826;7343;40100032;2391
12240043;22461;13100033;4634
12241751;8411;13100033;2363
12243308;15832;11100033;1474
12246243;11594;11100033;180
12246688;2134;13100033;3243
12249704;22113;13100033;3557
12249889;7333;40100033;8549
12251479;2518;40100033;8787
12251525;772;17104133;3360
12252038;7328;13100033;3364
12254901;982;40100033;8136
12258353;2153;11100031;197
12261186;8454;50100022;4056
12261776;2329;13100033;3922
12269605;107;13100033;2783
12270741;847;40100033;8913
12281188;22688;40100033;9058
12283933;40298;40100031;5698
12291791;40144;50100031;1859
12297179;2406;13100033;5071
12310959;15614;40100031;8369
12314742;2132;11100033;9136
12314851;13606;50100032;1068
12314941;15832;11100033;404
12315013;15807;40100031;7732
12320810;11277;11100033;1789
12321517;525;11100033;386
12322643;13342;40100032;7612
12323805;12747;50100031;3520
12333948;2330;11100033;1723
12340207;12757;40100032;7923
12346641;13538;40100032;8809
12348406;639;50100033;34
12349359;31221;11100033;1790
12354653;20330;11100031;74
12356348;8444;11100031;2244
12359732;847;40100033;8869
12365382;2319;13100033;4527
12366208;2171;40100031;6943
12367271;13330;11100032;71
12369290;13590;13100033;3150
12369432;40073;40100033;7664
12373667;12761;11100032;821
12376269;22155;71100033;5800
12379879;13344;13100033;3990
12380007;8438;50100033;2543
12386166;7352;40100033;5696
12388066;13562;40100033;7727
12391843;40310;71100033;6378
12393308;8444;71100033;5666
12398593;8454;50100022;2593
12402820;535;11100033;603
12403577;2458;11100033;6560
12405547;13562;40100033;7986
12405926;2285;13100033;2715
12414279;8004;50100031;454
12415265;8181;11100033;1441
12415714;22493;40100031;3213
12415818;701;13100033;3259
12416329;40457;13100033;4885
12416689;22397;13100031;2902
12418401;12553;50100033;3284
12420648;40422;40100033;8722
12423907;2530;13100033;5107
12427725;521;40100033;5240
12431124;2167;50100032;6266
12431234;7326;13100033;3832
12435546;40298;11100032;915
12444474;11594;40100033;7414
12444607;2457;40100031;2110
12445433;2112;71100031;5494
12451336;7830;13100033;2713
12454039;7331;13100033;4986
12454974;646;11100032;6327
12461471;1049;40100033;6923
12461652;516;13100033;4823
12467042;40194;71100033;5672
12475261;15759;13100033;3485
12478095;522;40100013;8452
12478439;712;71100033;5972
12478915;7626;13100033;3710
12493883;22439;40100033;8581
12494661;2457;40100031;7440
12499110;706;71100033;6083
12499459;2126;11100033;713
12502091;22702;11100033;1565
12508130;2311;11100033;1041
12510778;620;40100031;8211
12517267;16766;11100033;1773
12519205;40455;13100033;2528
12520870;2129;71100031;6171
12523224;772;17104133;4902
12525279;40064;13100033;3491
12529107;616;50100033;2720
12531600;13561;71100033;6113
12531877;12757;40100032;8389
12532630;11147;40100032;7363
12533979;8436;21100033;5630
12535637;40295;40100031;9037
12536538;15750;13100033;3967
12538457;525;11100033;1405
12541713;12588;11100032;1338
12543173;7631;11100031;6352
12545773;16923;40100032;7212
12548447;111;40100033;7859
12553684;971;40100013;8553
12554141;13314;40100031;2982
12554439;7334;50100031;5306
12555031;22461;13100033;4049
12567738;2457;11100031;1154
12569305;24329;40100022;2945
12579362;11594;40100033;7953
12580356;8174;13100033;2687
12581015;40383;11100033;304
12587005;40399;40100033;7791
12587550;13376;40100032;7750
12587885;113;11100031;1662
12588091;7625;13100033;4312
12594411;971;40100013;8676
12594803;15515;11100033;2472
12598299;13587;50100033;5992
12603882;2686;50100031;5020
12607322;22581;11100033;1900
12609946;22535;50100033;3089
12612533;22065;11100033;314
12616471;13532;50100031;2693
12620445;13331;40100032;9035
12620887;22255;50100031;2402
12621076;516;13100033;4892
12625744;12602;40100033;6965
12628908;22196;40100033;7512
12629332;7665;50100031;6421
12629841;7349;11100033;599
12634129;2179;40100032;5407
12641433;8436;40100033;7614
12644326;13587;11100033;6228
12644604;673;11100033;813
12648356;7625;13100033;2714
12648654;711;11100033;6098
12648795;971;40100013;8959
12651877;40298;50100032;3508
12652604;2283;13100033;2438
12656542;7628;13100013;4665
12660014;2247;11100033;6451
12661912;714;50100033;1520
12662121;2579;40100032;7219
12662390;12691;40100032;8288
12663517;22355;50100033;245
12664507;7772;13100033;3249
12664979;2555;40100031;221
12672896;2165;71100033;5347
12675053;40422;40100033;7685
12677237;40455;13100033;4499
12678049;22697;40100032;8878
12678074;1036;13100033;5166
12680354;40423;40100033;8195
12688097;13587;11100033;166
12689279;22309;50100031;4770
12692934;20460;50100031;5954
12695149;7328;13100033;4389
12697892;13538;50100031;5000
12700416;2457;50100031;4573
12701679;2414;11100033;515
12702278;13538;40100032;7412
12703360;24334;40100031;7679
12710291;2579;40100032;8060
12712927;2686;11100033;1693
12716792;12593;40100031;8080
12721848;2294;40100032;7824
12723142;525;11100033;6004
12724346;8323;40100033;8973
12729385;15769;13100031;2657
12729583;15739;13100033;9447
12730302;8433;40100032;8994
12731504;8421;50100031;1062
12734192;706;40100031;8923
12737051;2612;50100031;6630
12737349;119;11100033;5869
12737785;12757;40100032;7181
12737816;11155;13100033;3964
12739340;7331;13100033;4291
12740106;535;11100033;5876
12740800;12621;40100031;234
12741639;8442;13100033;4001
12743174;2279;50100031;6161
12746548;12715;50100033;5259
12747729;22397;13100031;3911
12756211;15646;13100033;4913
12756531;2164;50100032;2351
12757618;13538;40100032;6888
12757830;8427;13100033;3335
12764076;13475;50100031;3019
12765484;31194;71100031;4583
12767422;1013;13100033;2972
12767742;2115;50100031;554
12770976;2124;11100031;800
12777524;7346;50100031;3320
12780787;13403;40100032;8536
12783404;117;11100031;6028
12784673;40343;13100033;4531
12787944;12602;11100033;1764
12792100;12678;50100031;3152
12794681;7331;13100033;3160
12795717;2565;11100033;1535
12796729;13504;13100033;5032
12801170;2124;13100033;4876
12801713;2701;13100031;3366
12803460;2313;11100033;1097
12806240;2109;71100011;6500
12818892;7631;11100031;520
12819539;7772;13100033;4082
12820090;535;50100033;3984
12822204;7397;40100032;7979
12823703;798;40100031;8645
12824117;22664;13100033;2766
12828219;2121;11100012;626
12829882;2267;11100033;319
12830310;680;40100031;8122
12832754;15571;40100033;7092
12833165;525;11100033;362
12835639;24302;21100031;3070
12836878;2456;40100032;8761
12839165;8439;11100031;1043
12841022;7651;13100033;2535
12841049;7341;50100033;2665
12845591;516;13100033;2776
12849055;535;11100033;900
12853060;8442;51100033;6118
12855729;7626;13100033;4337
12870994;12593;50100032;1061
12875732;40285;71100033;5979
12883802;22494;13100033;4025
12884612;2330;11100033;1620
12894792;22196;13100033;3803
12895316;1050;40100033;7278
12896866;22424;40100031;7770
12897443;22657;11100033;112
12903882;616;50100033;3611
12905036;710;11100033;1096
12906052;2279;40100032;8270
12906811;2123;13100033;4320
12907193;932;40100033;8441
12908852;2425;50100031;1523
12909539;13504;40100033;7762
12911753;15720;13100033;4161
12918309;112;40100031;7718
12919396;22493;11100033;162
12930666;24334;40100031;8318
12931888;8111;13100033;4436
12933336;13538;40100032;8992
12937635;709;40100033;7099
12939912;522;40100013;2425
12940207;2458;11100033;280
12945623;2153;11100031;635
12945628;721;50100031;6418
12946749;12534;71100033;6439
12948115;13559;11100033;6046
12951277;15832;11100033;6386
12954256;13612;40100032;8636
12955134;13590;40100033;6834
12956329;107;13100033;2769
12958375;525;11100033;68
12958940;7685;40100031;7127
12960428;12715;11100033;315
12960513;13561;13100033;4009
12961877;22688;40100033;8990
12961925;7352;40100033;8508
12963539;2626;40100032;8088
12963670;707;71100011;6331
12965406;2461;40100032;7221
12969156;7942;40100032;7904
12971289;22609;50100031;1860
12975124;7331;13100033;4535
12976782;2461;50100031;671
12980604;11687;41100033;9245
12981649;7335;40100033;8808
12982988;2132;40100033;7605
12984253;8046;50100033;1868
12990082;12678;50100031;5319
12998357;13590;40100033;6935
13009229;2262;40100032;7430
13015261;22480;40100033;7304
13016375;2412;40100033;7118
13016578;22692;40100031;241
13019236;2265;50100031;9022
13021634;516;71100033;6498
13021821;112;50100032;2631
13022552;11265;40100031;8917
13023018;40416;50100031;2139
13024080;2559;11100033;6089
13024964;129;11100032;494
13029839;117;11100031;307
13033170;2250;11100031;185
13037071;13342;40100032;7471
13038990;2553;11100033;1574
13039000;8206;13100033;4777
13039515;13331;40100031;8634
13041076;22609;40100031;8969
13041133;2112;40100031;8482
13041871;22493;11100033;377
13042763;22686;11100033;1686
13045658;22022;13100033;4430
13048551;24329;13100023;3942
13053539;12634;11100031;5733
13061560;13474;40100033;6896
13062009;8433;50100031;5009
13065573;2121;11100012;1292
13066170;2171;50100031;6622
13067800;618;50100033;1177
13070478;40298;50100032;1501
13072507;8424;34101133;2443
13073424;15775;13100013;3932
13074032;12747;11100033;6323
13076125;22480;40100033;7716
13081131;40457;13100033;3797
13082651;13559;11100033;269
13085586;15720;13100033;2439
13087329;12594;40100032;8555
13095763;2114;40100011;6926
13109827;2395;40100032;7433
13110337;2553;50100031;5266
13112820;122;40100033;8532
13112965;706;11100033;612
13114661;15632;40100032;7778
13118867;969;50100033;666
13119075;2247;50100031;4762
13125818;22430;40100033;8961
13126914;22010;71100033;5817
13135429;2704;11100033;6545
13135940;530;11100033;6640
13144543;8441;50100033;18
13150546;7959;50100033;6263
13150936;617;40100033;8510
13156876;12604;71100033;5664
13168681;2467;40100032;6868
13171030;8475;40100032;8651
13173522;620;40100031;7116
13177352;15646;13100033;3943
13178540;646;11100032;5940
13184360;7722;40100033;7604
13185947;15515;11100033;580
13187802;7641;40100032;6839
13188058;534;40100033;8416
13205268;15593;40100032;8164
13206126;13303;40100032;6905
13206239;7638;71100033;5779
13209601;7459;11100033;1592
13209988;13576;13100033;3554
13210936;8442;11100033;412
13214775;2123;13100033;4023
13218717;2111;13100033;1777
13221430;617;11100033;6480
13224740;13457;50100031;2079
13227690;7629;13100033;4786
13229126;22702;11100033;5915
13231418;7632;11100033;940
13238813;1077;40100033;7273
13238869;15646;13100033;3700
13242405;7704;11100032;1216
13244947;13475;71100033;5962
13246759;7422;11100033;1550
13247081;22283;11100031;6218
13247451;119;40100033;8009
13248375;2293;11100033;1337
13253284;7791;50100033;3766
13258218;7639;40100032;8364
13261272;2283;13100033;3740
13262011;40383;71100033;5644
13263225;40080;13100033;2612
13274464;2518;50100033;2346
13275272;13621;40100031;8116
13286510;13532;50100031;3510
13291019;2122;40100031;8845
13296320;8442;13100033;4085
13298537;8444;41100033;1983
13299235;2205;13100033;3438
13302085;525;50100033;2746
13314851;12747;11100033;611
13320955;8436;71100033;6274
13322470;15720;13100033;3179
13324116;13606;40100031;8435
13326392;117;11100031;854
13327305;20564;40100031;9052
13340435;15759;13100033;3696
13340871;548;40100033;7371
13341083;7639;40100032;9008
13342192;7372;71100033;5850
13344185;24316;13100033;4160
13345376;22021;13100033;3927
13352006;707;11100011;6045
13352707;15720;13100033;4689
13353509;15808;13100033;4081
13354232;523;11100033;5657
13358885;7907;40100033;7994
13359024;15806;40100032;7354
13361325;24300;23100033;3568
13368027;13627;50100033;5424
13376228;7696;50100031;2161
13380875;617;50100033;135
13382900;22424;40100032;8796
13384266;16766;40100032;7480
13385718;15832;11100033;1036
13387016;15806;40100032;7018
13387301;15762;50100033;2547
13389139;8194;13100033;4470
13391669;12719;11100033;1805
13392469;11265;13100033;4030
13397138;2124;13100033;2726
13397757;2247;11100033;1102
13398860;646;50100031;870
13401289;7654;40100033;7233
13404550;534;11100033;428
13405936;7724;71100033;5109
13407955;7907;40100033;7200
13412233;897;11100033;171
13413445;12761;11100032;45
13419980;126;40100033;7397
13421204;13552;11100033;6328
13425701;12747;11100033;9140
13425801;12655;13100033;2350
13428260;8255;13100033;3805
13429213;8433;11100033;3569
13430124;15593;40100032;8817
13433634;2701;13100031;4123
13437536;7419;40100033;7747
13437940;15594;40100032;8077
13439005;8434;50100033;1239
13439675;535;71100033;6405
13442372;632;40100033;8254
13443321;2310;40100031;8873
13448462;12691;11100032;1132
13449140;12594;50100032;4068
13450560;22688;40100033;8071
13451197;13552;11100033;629
13452211;13529;40100032;8169
13452232;12631;71100033;5537
13453019;852;40100031;7159
13453063;2116;40100031;7056
13453376;40177;11100032;990
13454834;2551;13100031;5083
13455677;13532;40100032;7730
13456650;711;11100033;849
13458799;2701;13100031;3161
13458964;2406;13100033;3039
13459073;7346;50100031;2240
13460703;2525;11100033;6177
13464670;8434;41100033;1844
13466389;12511;40100032;8607
13466794;7706;40100032;9077
13468533;40422;13100033;3550
13475208;12593;50100031;1506
13475522;125;11100033;6308
13479507;16923;40100032;5215
13482059;22539;50100033;3108
13486300;15720;13100033;4243
13486777;11155;13100033;3176
13488006;2285;13100033;4016
13488054;13558;13100033;3921
13488946;2590;11100033;790
13490041;106;13100033;3232
13491538;40234;40100031;8729
13493055;2575;11100033;5881
13493886;15724;50100031;5700
13495442;22195;50100031;2284
13496480;15832;11100033;1766
13506666;535;13100033;3934
13512401;7331;13100033;4971
13515854;40219;11100031;908
13519961;7654;40100033;9110
13524613;7907;11100033;593
13525780;13457;50100031;5503
13527950;2427;50100031;5263
13530420;2320;40100031;8526
13535298;22535;40100033;8895
13535551;12691;40100032;7735
13536218;2330;11100033;72
13537306;22270;13100013;4114
13540769;16766;40100032;568
13541596;12602;40100033;7686
13541616;12593;50100032;5512
13545802;13503;13100033;3271
13546640;7626;13100033;3711
13548262;2456;40100032;7036
13552893;2457;11100031;1343
13553249;2476;40100031;2105
13559977;12757;40100032;8299
13561025;40284;71100033;4835
13563477;13376;40100032;7185
13579559;20376;13100033;4850
13586327;8435;71100033;6244
13598986;40064;13100033;5124
13600196;40343;13100033;4927
13600891;12757;40100032;7892
13602597;40298;40100032;7983
13603257;7634;11100033;6684
13604815;2115;40100031;7541
13607410;15614;11100032;396
13611598;12192;13100033;5123
13615532;12719;11100033;1298
13619564;2660;40100033;7111
13619976;521;11100033;211
13622243;8433;50100032;4358
13623180;7339;11100033;890
13636984;13350;40100031;9086
13638182;2528;11100033;1809
13642000;20460;40100031;8795
13642341;2409;40100031;7058
13653729;7644;40100031;7410
13655688;8311;11100033;1467
13658342;2518;11100033;1677
13666814;31221;11100033;5791
13667572;16766;40100032;8665
13676197;2565;11100033;2153
13676869;2123;13100033;4866
13682479;13593;11100033;533
13694107;2164;13100031;3724
13694315;22493;11100033;1414
13696980;13344;13100033;9218
13697081;8276;11100033;637
13704444;620;40100031;973
13710849;31194;40100031;7715
13712252;2612;13100033;3327
13712606;8194;13100033;3552
13715449;2444;13100033;3503
13715705;24313;40100032;8026
13724569;15614;40100031;6889
13724902;22322;11100033;707
13724990;2285;13100033;4212
13726009;2125;11100031;451
13728344;8442;23100033;2538
13730822;7958;11100033;850
13734448;7850;71100033;5775
13734526;40208;11100033;1610
13734939;2380;50100031;2318
13740802;2134;13100033;3789
13740975;536;40100031;5253
13748764;7772;13100033;2684
13752008;13620;50100032;1941
13765776;7328;13100033;4208
13771297;13342;40100032;7680
13773641;2409;50100031;2144
13777720;22380;11100033;881
13778172;13494;50100031;1188
13780879;2285;11100033;1549
13791060;8439;50100032;1951
13797821;40328;50100033;132
13798768;109;13100033;2723
13799520;22430;11100033;356
13799546;2444;13100033;2299
13803179;40298;11100032;1981
13805626;7958;11100033;203
13808850;2412;50100033;1060
13811397;7644;11100033;5683
13817475;531;40100033;8474
13818204;7629;13100033;4458
13821029;2456;71100033;6192
13822597;22493;11100033;699
13824244;2155;40100032;7916
13829198;15589;11100032;651
13831237;13633;40100032;8289
13832651;562;11100033;5999
13834062;8439;50100032;5830
13834142;774;71100033;6366
13834735;13504;40100033;7637
13841670;12686;71100033;5079
13848139;8005;11100033;6002
13849427;7959;50100033;1632
13851131;970;50100031;341
13856456;7629;13100033;3549
13859004;11265;13100033;4087
13859124;22113;13100033;3593
13860207;711;40100033;6917
13861303;15750;40100032;6820
13861872;7907;50100033;6778
13863181;2570;71100033;5578
13866912;7450;40100033;5604
13879890;610;13100031;4294
13883641;13504;11100033;631
13886143;22173;40100031;9061
13888156;40351;40100032;7213
13893715;15726;13100031;2839
13902990;22022;13100033;4186
13903823;8454;81100023;5226
13904437;2138;50100033;5409
13911539;129;13100031;5061
13911783;13621;50100031;5365
13914412;13626;11100033;992
13930064;616;50100033;2072
13930713;2329;71100033;5741
13935005;646;50100031;2306
13935447;7791;50100033;4058
13935451;22553;13100033;4037
13935856;7634;11100033;912
13937644;31221;11100033;108
13942896;13538;40100032;8751
13943417;13330;13100031;5118
13945493;8433;21100033;9177
13950502;2210;71100033;5750
13951767;8174;13100033;2685
13952475;847;40100033;7650
13956691;2233;40100031;8558
13969127;22372;71100033;6060
13973369;2300;40100032;7853
13974526;15646;50100032;5507
13974771;12652;71100031;5621
13976793;516;13100033;4089
13980531;15840;13100033;4467
13991050;708;50100033;2792
13991324;22027;13100033;3270
13997979;1048;13100033;3100
13998082;15755;50100032;5313
13999144;15793;13100033;4166
14000101;13538;40100032;8121
14002142;2126;11100033;5725
14002497;2301;40100032;7725
14004666;523;11100033;604
14004913;7505;13100033;2845
14005808;8433;31100033;2265
14008265;24329;13100023;3436
14012783;625;11100033;1551
14014665;2559;50100031;4277
14019726;117;50100031;1928
14020853;7722;40100033;2415
14021208;7391;11100033;6679
14023826;2163;13100032;4259
14024540;22270;13100013;2906
14024604;8454;71100023;5888
14027371;708;40100033;8935
14029388;2553;40100032;6983
14032873;31221;11100033;1449
14032956;11277;11100033;748
14033400;22461;13100033;3412
14034499;2226;40100032;216
14038086;7629;13100033;3068
14040766;11111;13100033;4474
14041344;24313;40100032;7660
14041701;7907;13100033;4739
14043579;626;40100031;7843
14044091;15596;13100033;4444
14050445;7896;40100033;8875
14051316;612;50100033;5470
14053522;12602;11100033;6588
14054661;2112;40100031;6968
14056502;7714;40100033;238
14056706;15857;11100032;400
14057315;15593;40100032;7617
14058303;13504;50100033;131
14063437;2532;40100032;6924
14063532;1049;50100033;1980
14070749;535;11100033;1424
14072952;24316;13100033;4747
14073534;534;50100033;675
14074267;15779;40100031;7316
14074736;22692;40100031;7416
14076675;12749;50100033;5426
14078895;15720;13100033;4860
14079958;2457;11100031;1602
14080276;2599;40100031;7351
14085204;721;50100031;3196
14092335;7346;11100032;6255
14093920;7724;50100031;3470
14094049;126;11100033;5658
14097011;22692;11100033;583
14100176;22195;40100032;8217
14107151;22041;71100033;5813
14109967;2123;13100033;4897
14110158;7659;11100033;207
14110333;106;13100033;2881
14114500;706;40100031;8010
14116207;12634;40100031;7721
14119216;2132;40100033;9139
14121896;22309;40100031;8962
14122299;1048;13100033;2904
14123206;8436;11100033;300
14123750;7802;40100033;8049
14129657;1036;11100033;317
14130183;2266;40100032;8014
14131615;970;11100033;1769
14132657;13341;50100033;5258
14133244;615;11100033;1469
14133438;2330;40100032;7595
14134002;22461;13100033;4183
14134127;13557;11100033;6097
14145286;8421;40100032;8128
14146244;523;40100033;5255
14152992;15732;71100033;5458
14153383;2134;13100033;4904
14157193;7639;40100032;8785
14157365;31221;11100033;398
14162889;40416;40100032;7369
14166827;20489;40100033;1283
14171033;516;71100033;6125
14173644;7346;11100032;188
14173905;2681;13100031;5194
14174330;8108;13100033;3553
14174905;13551;40100032;6155
14178457;2444;13100033;4553
14179241;12594;11100033;6489
14181311;2308;40100032;7437
14184871;847;40100033;8834
14190842;40295;13100033;3434
14193902;2553;40100032;7281
14198812;2205;13100033;2857
14202075;7722;71100033;6067
14203154;535;11100033;6094
14204100;12711;40100033;7845
14204414;13486;13100033;5151
14206446;15594;40100032;6703
14208322;22175;11100033;925
14210706;7898;40100033;7703
14211316;22664;13100033;2985
14216610;614;11100033;532
14223209;8422;21100013;3370
14223598;12617;11100032;1007
14227117;31221;11100033;6313
14228224;13376;40100032;6800
14228363;13457;40100032;2953
14230348;16895;71100033;6126
14231577;117;50100031;2702
14233169;22418;50100031;6102
14234579;40455;13100033;4185
14244113;959;11100033;5760
14244835;12566;13100033;4539
14254248;22493;11100033;427
14260293;40298;40100032;7252
14263862;2625;13100033;4888
14264113;13303;40100032;7218
14266292;530;11100033;6101
14269692;7634;11100033;5877
14278010;7710;11100032;1472
14279305;2283;13100033;4500
14283862;527;11100033;5568
14283979;40288;50100032;4558
14284104;7958;11100033;836
14285320;7907;13100033;4177
14286818;40025;11100033;981
14286973;7626;13100033;4345
14288942;13586;50100032;1945
14290819;40343;40100031;7326
14291788;12757;40100032;7941
14292134;7418;40100033;570
14296637;22010;11100033;930
14297906;40288;40100033;7296
14302320;16923;40100032;7084
14302457;773;71100033;5807
14305849;13538;40100032;8621
14307469;7959;11100033;1392
14312599;7776;11100033;115
14321674;22010;11100033;1495
14324292;13474;40100033;220
14327448;2388;40100031;7067
14334135;12691;40100032;8758
14335089;13376;40100032;6814
14339474;15793;50100031;2376
14340920;22616;11100033;697
14343581;8421;40100032;8662
14351793;2111;13100033;4555
14352668;2124;13100033;2797
14362125;22418;40100032;6619
14362666;13463;40100031;8856
14364266;22195;11100032;1833
14364534;8439;31100033;2296
14365497;7791;40100033;8285
14367681;802;13100033;4584
14370443;22688;40100033;8538
14372276;13539;50100031;5480
14372592;7629;13100033;4740
14375628;8454;81100023;9241
14375696;13303;40100032;6904
14376368;134;11100031;1916
14380656;13586;40100032;7227
14381090;7772;13100033;4463
14381327;2469;11100033;2081
14381818;2457;50100031;2162
14382284;13331;50100032;3020
14382290;8005;71100033;5352
14383190;522;11100013;1125
14391317;2163;13100031;3368
14393701;701;13100033;4495
14394095;2579;40100032;8280
14398980;7772;13100033;5035
14399329;22688;40100033;6791
14412787;13376;40100032;226
14415326;7650;71100033;5317
14416335;2559;50100031;3773
14416656;7331;13100033;4744
14420233;2448;13100031;2973
14421792;7956;13100033;4174
14424092;968;13100033;3849
14424317;2174;71100031;5559
14425350;24311;81100033;5224
14426859;15817;40100031;6873
14427276;620;40100031;7559
14428183;2155;50100032;2118
14429346;13331;50100031;1267
14429516;15583;13100033;4336
14430083;13586;50100032;5360
14431000;2319;13100033;4595
14432688;7722;11100033;838
14436200;2330;50100031;2813
14437423;12652;71100031;5283
14438809;2518;11100033;4206
14439171;8417;21100033;5441
14447135;117;50100031;4276
14452119;2286;40100031;7000
14452433;2263;13100033;4644
14456669;2348;11100033;1870
14462787;2283;13100033;4921
14472746;8435;11100033;1051
14477039;2232;40100031;8614
14477394;2222;13100033;2500
14479276;24329;40100022;8172
14480155;709;50100033;2076
14480673;2222;13100033;2493
14484982;7341;50100033;4286
14486298;709;40100033;8885
14486380;8454;23100023;3344
14488511;15720;13100033;4985
14492163;111;50100033;3408
14492517;13587;50100033;5720
14493585;22195;11100032;816
14495231;16923;40100032;8183
14495780;8430;13100033;3219
14496738;22692;50100032;1931
14496863;522;11100013;1456
14502480;22343;40100032;7780
14504584;13612;50100031;1640
14518038;838;11100033;6590
14521209;12749;11100033;351
14521366;7349;40100033;7057
14521443;108;13100033;2885
14539833;2125;11100031;1029
14540243;2163;13100032;3379
14543342;8174;13100033;3583
14548105;15614;71100033;6273
14550185;40144;50100031;1372
14551644;40298;11100032;5786
14552512;13504;11100033;262
14552997;706;40100031;7758
14553312;12621;40100031;6137
14553889;2375;13100033;3452
14557173;970;11100033;1606
14558342;2308;40100032;8360
14560018;108;13100033;3133
14561463;13424;40100031;9020
14561782;126;71100033;6195
14563646;7772;13100033;5281
14572562;40422;40100033;8103
14573665;15779;40100031;8408
14583825;40144;50100031;2373
14586783;2134;13100033;4587
14589515;13463;11100031;1417
14591446;7975;40100031;7047
14596981;2714;11100033;2142
14597753;15526;50100031;458
14602802;13620;40100031;7381
14604772;15646;11100031;1427
14605104;31194;50100032;2484
14611557;13637;50100031;5269
14611834;144;13100031;4996
14616421;15593;40100032;7643
14622451;12593;40100031;7673
14627602;616;11100033;1393
14628027;15705;50100031;2147
14630268;22027;13100033;5093
14630864;13587;11100033;1794
14630943;13463;40100031;8203
14631318;22322;40100033;1757
14632149;7907;40100033;7654
