rbd;cod_nivel;cod_curso;cod_ense;cod_grado;cod_jor;cod_espe;con_copago;solo_hombres;solo_mujeres;lat;lon;cupos_totales;vacantes;vacantes_regular;vacantes_prioritarios;software_aleatorio;habilitado_distancia
774;7;71100033;110;7;3;0;0;0;0;-30,394209;-70,871132;30;1;1;0;1;1
774;9;13100033;310;1;3;0;0;0;0;-30,394209;-70,871132;30;7;7;0;1;1
775;1;11100033;110;1;3;0;0;0;0;-30,382299;-70,844139;6;5;5;0;1;0
776;1;11100033;110;1;3;0;0;0;0;-30,402039;-70,888054;20;19;17;2;1;0
777;1;11100033;110;1;3;0;0;0;0;-30,284573;-70,632675;5;4;4;0;1;0
778;1;11100033;110;1;3;0;0;0;0;-30,385246;-70,597572;10;9;8;1;1;0
780;1;11100033;110;1;3;0;0;0;0;-30,473433;-71,034096;5;0;0;0;1;0
783;1;11100033;110;1;3;0;0;0;0;-30,295206;-71,158455;5;5;4;1;1;0
784;1;11100033;110;1;3;0;0;0;0;-30,429455;-70,981781;4;4;3;1;1;0
785;1;11100033;110;1;3;0;0;0;0;-30,369991;-70,920746;6;6;5;1;1;0
786;1;11100033;110;1;3;0;0;0;0;-30,448242;-70,850563;4;4;3;1;1;0
787;1;11100033;110;1;3;0;0;0;0;-30,314001;-70,731873;4;4;3;1;1;0
788;1;11100033;110;1;3;0;0;0;0;-30,294582;-70,715569;5;3;3;0;1;0
789;1;11100033;110;1;3;0;0;0;0;-30,412615;-70,905853;8;8;6;2;1;0
790;1;11100033;110;1;3;0;0;0;0;-30,509224;-70,819862;28;26;23;3;1;0
792;1;11100033;110;1;3;0;0;0;0;-30,459221;-70,773773;5;5;4;1;1;0
793;-1;40100031;10;4;1;0;0;0;0;-30,334246;-70,744682;10;6;6;0;1;1
793;0;50100031;10;5;1;0;0;0;0;-30,334246;-70,744682;11;4;4;0;1;1
793;1;11100033;110;1;3;0;0;0;0;-30,334246;-70,744682;12;7;7;0;1;1
793;7;71100033;110;7;3;0;0;0;0;-30,334246;-70,744682;10;8;7;1;1;1
795;1;11100033;110;1;3;0;0;0;0;-30,36969;-71,128754;4;4;3;1;1;0
797;1;11100033;110;1;3;0;0;0;0;-30,354666;-70,692383;5;4;4;0;1;0
798;-1;40100031;10;4;1;0;0;0;0;-30,770203;-70,944206;70;5;5;0;1;1
798;0;50100033;10;5;3;0;0;0;0;-30,770203;-70,944206;135;77;77;0;1;1
798;1;11100033;110;1;3;0;0;0;0;-30,770203;-70,944206;135;57;57;0;1;1
798;7;71100033;110;7;3;0;0;0;0;-30,770203;-70,944206;90;26;26;0;1;1
799;0;50100033;10;5;3;0;0;0;0;-30,693905;-70,957924;36;17;17;0;1;1
799;1;11100033;110;1;3;0;0;0;0;-30,693905;-70,957924;36;10;10;0;1;1
799;7;71100033;110;7;3;0;0;0;0;-30,693905;-70,957924;72;15;15;0;1;1
799;9;13100033;310;1;3;0;0;0;0;-30,693905;-70,957924;80;8;8;0;1;1
800;-1;40100033;10;4;3;0;0;0;0;-30,84;-70,981674;13;3;3;0;1;1
800;0;50100033;10;5;3;0;0;0;0;-30,84;-70,981674;18;8;8;0;1;1
800;1;11100033;110;1;3;0;0;0;0;-30,84;-70,981674;45;21;21;0;1;1
800;7;71100033;110;7;3;0;0;0;0;-30,84;-70,981674;45;32;32;0;1;1
802;9;13100033;310;1;3;0;0;0;0;-30,697182;-70,958809;210;93;93;0;1;1
803;-1;40100033;10;4;3;0;0;0;0;-30,963211;-70,771149;35;28;28;0;1;1
803;0;50100033;10;5;3;0;0;0;0;-30,963211;-70,771149;35;15;15;0;1;1
803;1;11100033;110;1;3;0;0;0;0;-30,963211;-70,771149;40;14;14;0;1;1
803;7;71100033;110;7;3;0;0;0;0;-30,963211;-70,771149;40;8;8;0;1;1
804;0;50100031;10;5;1;0;0;0;0;-30,723486;-70,773521;37;17;17;0;1;1
804;1;11100031;110;1;1;0;0;0;0;-30,723486;-70,773521;30;11;11;0;1;1
804;7;71100033;110;7;3;0;0;0;0;-30,723486;-70,773521;45;30;30;0;1;1
805;1;11100033;110;1;3;0;0;0;0;-30,830683;-70,653687;3;2;2;0;1;0
806;1;11100033;110;1;3;0;0;0;0;-31,016867;-70,580009;6;5;5;0;1;0
807;1;11100033;110;1;3;0;0;0;0;-30,805771;-70,596039;8;8;6;2;1;0
809;1;11100033;110;1;3;0;0;0;0;-30,762163;-71,044418;2;2;1;1;1;0
809;7;71100033;110;7;3;0;0;0;0;-30,762163;-71,044418;2;2;1;1;1;0
810;1;11100033;110;1;3;0;0;0;0;-30,743624;-70,599731;4;3;2;1;1;0
812;1;11100033;110;1;3;0;0;0;0;-30,755596;-70,726494;8;3;3;0;1;0
813;1;11100033;110;1;3;0;0;0;0;-30,78364;-70,818207;8;8;6;2;1;0
814;1;11100033;110;1;3;0;0;0;0;-30,97718;-70,738876;8;5;5;0;1;0
816;1;11100031;110;1;1;0;0;0;0;-30,63772;-70,947845;8;8;6;2;1;0
817;1;11100033;110;1;3;0;0;0;0;-31,025869;-70,610184;5;3;3;0;1;0
818;1;11100033;110;1;3;0;0;0;0;-30,763258;-70,70652;4;4;3;1;1;0
819;1;11100033;110;1;3;0;0;0;0;-30,765688;-70,685669;5;5;4;1;1;0
820;1;11100031;110;1;1;0;0;0;0;-30,92907;-70,774689;10;10;8;2;1;0
821;-1;40100033;10;4;3;0;0;0;0;-30,702639;-70,926125;10;0;0;0;1;1
821;0;50100033;10;5;3;0;0;0;0;-30,702639;-70,926125;16;0;0;0;1;1
821;1;11100033;110;1;3;0;0;0;0;-30,702639;-70,926125;20;4;4;0;1;1
821;7;71100033;110;7;3;0;0;0;0;-30,702639;-70,926125;20;0;0;0;1;1
822;-1;40100033;10;4;3;0;0;0;0;-30,711645;-70,879959;12;6;6;0;2;1
822;0;50100033;10;5;3;0;0;0;0;-30,711645;-70,879959;18;3;3;0;2;1
822;1;11100033;110;1;3;0;0;0;0;-30,711645;-70,879959;30;14;14;0;2;1
822;7;71100033;110;7;3;0;0;0;0;-30,711645;-70,879959;40;31;29;2;2;1
823;1;11100033;110;1;3;0;0;0;0;-30,851757;-70,741982;10;10;8;2;1;0
824;1;11100031;110;1;1;0;0;0;0;-30,754871;-70,652641;4;3;3;0;1;0
825;1;11100033;110;1;3;0;0;0;0;-30,823856;-70,800468;8;7;6;1;1;0
826;1;11100033;110;1;3;0;0;0;0;-30,751863;-70,675377;4;4;3;1;1;0
827;-1;40100033;10;4;3;0;0;0;0;-30,855211;-70,771088;30;26;22;4;1;1
827;0;50100033;10;5;3;0;0;0;0;-30,855211;-70,771088;30;3;3;0;1;1
827;1;11100033;110;1;3;0;0;0;0;-30,855211;-70,771088;40;20;20;0;1;1
827;7;71100033;110;7;3;0;0;0;0;-30,855211;-70,771088;40;25;25;0;1;1
830;1;11100033;110;1;3;0;0;0;0;-30,819357;-70,973274;9;9;7;2;1;0
831;1;11100031;110;1;1;0;0;0;0;-30,894056;-70,660759;14;14;11;3;1;0
833;-1;40100031;10;4;1;0;0;0;0;-30,854128;-70,707588;20;17;16;1;1;1
833;0;50100031;10;5;1;0;0;0;0;-30,854128;-70,707588;20;11;11;0;1;1
833;1;11100033;110;1;3;0;0;0;0;-30,854128;-70,707588;25;8;8;0;1;1
833;7;71100033;110;7;3;0;0;0;0;-30,854128;-70,707588;30;23;23;0;1;1
835;1;11100033;110;1;3;0;0;0;0;-30,883617;-70,773727;12;12;10;2;1;0
836;1;11100033;110;1;3;0;0;0;0;-30,716272;-70,81041;4;2;2;0;1;0
837;-1;40100033;10;4;3;0;0;0;0;-30,705975;-70,959946;15;0;0;0;1;0
837;0;50100033;10;5;3;0;0;0;0;-30,705975;-70,959946;15;0;0;0;1;0
837;1;11100033;110;1;3;0;0;0;0;-30,705975;-70,959946;15;10;9;1;1;0
838;1;11100033;110;1;3;0;0;0;0;-30,752811;-70,85685;8;3;3;0;1;0
839;-1;40100031;10;4;1;0;0;0;0;-30,752775;-70,843849;8;5;5;0;1;0
839;0;50100031;10;5;1;0;0;0;0;-30,752775;-70,843849;8;8;6;2;1;0
839;1;11100033;110;1;3;0;0;0;0;-30,752775;-70,843849;13;4;4;0;1;0
839;7;71100033;110;7;3;0;0;0;0;-30,752775;-70,843849;12;9;8;1;1;0
841;1;11100033;110;1;3;0;0;0;0;-30,886009;-70,782295;6;6;5;1;1;0
843;1;11100033;110;1;3;0;0;0;0;-30,566898;-70,780869;5;4;4;0;1;0
844;1;11100033;110;1;3;0;0;0;0;-30,703474;-70,829468;4;1;1;0;1;0
845;9;13100033;310;1;3;0;0;0;0;-31,178219;-71,000359;150;34;34;0;1;1
847;-1;40100033;10;4;3;0;0;0;0;-31,175554;-71,001289;100;70;70;0;1;1
847;0;50100033;10;5;3;0;0;0;0;-31,175554;-71,001289;90;14;14;0;1;1
847;1;11100033;110;1;3;0;0;0;0;-31,175554;-71,001289;105;23;23;0;1;1
847;7;71100033;110;7;3;0;0;0;0;-31,175554;-71,001289;117;26;26;0;1;1
848;-1;40100033;10;4;3;0;0;0;0;-30,880285;-71,011169;35;14;14;0;1;1
848;0;50100033;10;5;3;0;0;0;0;-30,880285;-71,011169;45;4;4;0;1;1
848;1;11100033;110;1;3;0;0;0;0;-30,880285;-71,011169;60;17;17;0;1;1
848;7;71100033;110;7;3;0;0;0;0;-30,880285;-71,011169;58;21;21;0;1;1
849;-1;40100033;10;4;3;0;0;0;0;-31,091915;-70,956398;14;2;2;0;1;1
849;0;50100033;10;5;3;0;0;0;0;-31,091915;-70,956398;14;8;7;1;1;1
849;1;11100033;110;1;3;0;0;0;0;-31,091915;-70,956398;22;9;9;0;1;1
849;7;71100033;110;7;3;0;0;0;0;-31,091915;-70,956398;22;12;12;0;1;1
850;1;11100033;110;1;3;0;0;0;0;-31,042719;-71,040642;8;5;5;0;1;0
850;7;71100033;110;7;3;0;0;0;0;-31,042719;-71,040642;6;1;1;0;1;0
851;-1;40100031;10;4;1;0;0;0;0;-30,954082;-71,067741;13;10;9;1;1;1
851;0;50100031;10;5;1;0;0;0;0;-30,954082;-71,067741;13;5;5;0;1;1
851;1;11100033;110;1;3;0;0;0;0;-30,954082;-71,067741;20;8;8;0;1;1
851;7;71100033;110;7;3;0;0;0;0;-30,954082;-71,067741;20;12;12;0;1;1
852;-1;40100031;10;4;1;0;0;0;0;-31,116978;-71,160454;10;6;6;0;1;1
852;0;50100031;10;5;1;0;0;0;0;-31,116978;-71,160454;10;0;0;0;1;1
852;1;11100033;110;1;3;0;0;0;0;-31,116978;-71,160454;18;1;1;0;1;1
852;7;71100033;110;7;3;0;0;0;0;-31,116978;-71,160454;10;0;0;0;1;1
857;1;11100033;110;1;3;0;0;0;0;-30,898916;-71,024376;15;14;12;2;1;1
859;1;11100033;110;1;3;0;0;0;0;-30,910452;-71,188011;6;6;5;1;1;0
862;1;11100031;110;1;1;0;0;0;0;-31,055672;-70,893944;4;3;3;0;1;0
864;1;11100033;110;1;3;0;0;0;0;-31,241549;-71,015778;2;1;1;0;1;0
865;1;11100033;110;1;3;0;0;0;0;-31,085573;-71,213028;3;3;2;1;1;0
868;1;11100033;110;1;3;0;0;0;0;-31,203789;-70,97876;1;1;0;1;1;0
869;1;11100031;110;1;1;0;0;0;0;-31,073992;-71,141632;8;8;6;2;1;0
870;1;11100033;110;1;3;0;0;0;0;-31,261408;-71,001534;6;2;2;0;1;0
870;7;71100033;110;7;3;0;0;0;0;-31,261408;-71,001534;3;3;2;1;1;0
871;1;11100033;110;1;3;0;0;0;0;-31,104006;-70,920601;10;5;5;0;1;0
871;7;71100033;110;7;3;0;0;0;0;-31,104006;-70,920601;10;6;6;0;1;0
872;1;11100033;110;1;3;0;0;0;0;-31,108818;-71,110367;5;5;4;1;1;0
874;1;11100033;110;1;3;0;0;0;0;-31,234457;-71,044014;4;4;3;1;1;0
875;1;11100033;110;1;3;0;0;0;0;-31,000395;-70,906853;3;3;2;1;1;0
876;1;11100033;110;1;3;0;0;0;0;-30,949614;-71,188835;13;9;8;1;1;1
876;7;71100033;110;7;3;0;0;0;0;-30,949614;-71,188835;10;4;4;0;1;1
879;1;11100033;110;1;3;0;0;0;0;-31,030647;-71,177223;3;3;2;1;1;0
879;7;71100033;110;7;3;0;0;0;0;-31,030647;-71,177223;3;2;2;0;1;0
883;1;11100033;110;1;3;0;0;0;0;-30,973894;-71,213181;5;5;4;1;1;0
884;1;11100033;110;1;3;0;0;0;0;-31,354364;-71,025352;5;5;4;1;1;0
886;1;11100033;110;1;3;0;0;0;0;-30,945475;-70,902115;5;5;4;1;1;0
887;1;11100031;110;1;1;0;0;0;0;-31,200329;-70,96785;4;4;3;1;1;0
888;1;11100033;110;1;3;0;0;0;0;-31,223755;-70,940407;6;6;5;1;1;0
888;7;71100033;110;7;3;0;0;0;0;-31,223755;-70,940407;10;5;5;0;1;0
889;1;11100031;110;1;1;0;0;0;0;-31,069845;-71,005463;5;5;4;1;1;0
890;1;11100033;110;1;3;0;0;0;0;-31,137043;-70,951538;3;2;2;0;1;0
891;1;11100033;110;1;3;0;0;0;0;-31,087038;-70,967575;3;2;2;0;1;0
892;1;11100033;110;1;3;0;0;0;0;-31,121065;-70,832008;5;3;3;0;1;0
892;7;71100033;110;7;3;0;0;0;0;-31,121065;-70,832008;6;3;3;0;1;0
896;1;11100033;110;1;3;0;0;0;0;-31,072803;-71,050331;3;2;2;0;1;0
897;-1;40100033;10;4;3;0;0;0;0;-30,833637;-71,256317;35;28;27;1;1;1
897;0;50100033;10;5;3;0;0;0;0;-30,833637;-71,256317;60;37;37;0;1;1
897;1;11100033;110;1;3;0;0;0;0;-30,833637;-71,256317;60;40;40;0;1;1
897;7;71100033;110;7;3;0;0;0;0;-30,833637;-71,256317;60;14;14;0;1;1
899;1;11100031;110;1;1;0;0;0;0;-30,819809;-71,093559;5;5;4;1;1;0
900;1;11100033;110;1;3;0;0;0;0;-31,094261;-71,464088;5;4;4;0;1;0
902;1;11100033;110;1;3;0;0;0;0;-30,842052;-71,510139;5;5;4;1;1;0
904;1;11100033;110;1;3;0;0;0;0;-30,727692;-71,356224;4;2;2;0;1;0
905;-1;40100033;10;4;3;0;0;0;0;-30,751518;-71,401817;8;4;4;0;1;1
905;0;50100033;10;5;3;0;0;0;0;-30,751518;-71,401817;12;4;4;0;1;1
905;1;11100033;110;1;3;0;0;0;0;-30,751518;-71,401817;30;22;22;0;1;1
905;7;71100033;110;7;3;0;0;0;0;-30,751518;-71,401817;23;18;18;0;1;1
906;1;11100033;110;1;3;0;0;0;0;-30,867964;-71,466293;3;3;2;1;1;0
907;1;11100033;110;1;3;0;0;0;0;-30,897839;-71,31321;5;4;4;0;1;0
908;-1;40100033;10;4;3;0;0;0;0;-30,63942;-71,426613;20;14;14;0;2;1
908;0;50100033;10;5;3;0;0;0;0;-30,63942;-71,426613;20;13;13;0;2;1
908;1;11100033;110;1;3;0;0;0;0;-30,63942;-71,426613;20;11;11;0;2;1
908;7;71100033;110;7;3;0;0;0;0;-30,63942;-71,426613;20;11;11;0;2;1
909;1;11100033;110;1;3;0;0;0;0;-30,879553;-71,398468;8;8;6;2;1;0
910;-1;40100033;10;4;3;0;0;0;0;-30,657482;-71,485161;15;14;11;3;1;0
910;0;50100033;10;5;3;0;0;0;0;-30,657482;-71,485161;15;13;11;2;1;0
910;1;11100033;110;1;3;0;0;0;0;-30,657482;-71,485161;20;17;17;0;1;0
910;7;71100033;110;7;3;0;0;0;0;-30,657482;-71,485161;15;12;11;1;1;0
911;1;11100033;110;1;3;0;0;0;0;-30,867172;-71,423027;4;4;3;1;1;0
914;1;11100033;110;1;3;0;0;0;0;-30,901941;-71,554512;8;8;6;2;1;0
915;-1;40100031;10;4;1;0;0;0;0;-30,64538;-71,342613;15;12;11;1;1;0
915;0;50100031;10;5;1;0;0;0;0;-30,64538;-71,342613;15;10;10;0;1;0
915;1;11100031;110;1;1;0;0;0;0;-30,64538;-71,342613;15;6;6;0;1;0
915;7;71100031;110;7;1;0;0;0;0;-30,64538;-71,342613;15;9;9;0;1;0
916;1;11100033;110;1;3;0;0;0;0;-30,667969;-71,500198;5;5;4;1;1;0
917;1;11100033;110;1;3;0;0;0;0;-30,813354;-71,391853;6;6;5;1;1;1
922;1;11100033;110;1;3;0;0;0;0;-30,795177;-71,22155;5;5;4;1;1;0
923;1;11100033;110;1;3;0;0;0;0;-31,043064;-71,527824;6;6;5;1;1;0
924;-1;40100033;10;4;3;0;0;0;0;-30,689207;-71,280548;10;8;8;0;1;0
924;0;50100033;10;5;3;0;0;0;0;-30,689207;-71,280548;10;4;4;0;1;0
924;1;11100033;110;1;3;0;0;0;0;-30,689207;-71,280548;12;4;4;0;1;0
925;1;11100033;110;1;3;0;0;0;0;-30,950653;-71,501556;5;4;4;0;1;0
928;1;11100033;110;1;3;0;0;0;0;-30,764839;-71,28968;5;5;4;1;1;0
929;-1;40100033;10;4;3;0;0;0;0;-30,736572;-71,34185;11;5;4;1;1;1
929;0;50100033;10;5;3;0;0;0;0;-30,736572;-71,34185;14;0;0;0;1;1
929;1;11100033;110;1;3;0;0;0;0;-30,736572;-71,34185;25;14;14;0;1;1
929;7;71100033;110;7;3;0;0;0;0;-30,736572;-71,34185;25;16;16;0;1;1
931;1;11100033;110;1;3;0;0;0;0;-30,840332;-71,281731;5;4;4;0;1;0
932;-1;40100033;10;4;3;0;0;0;0;-30,725187;-71,303619;10;4;4;0;1;1
932;0;50100033;10;5;3;0;0;0;0;-30,725187;-71,303619;20;2;2;0;1;1
932;1;11100033;110;1;3;0;0;0;0;-30,725187;-71,303619;20;7;7;0;1;1
932;7;71100031;110;7;1;0;0;0;0;-30,725187;-71,303619;20;15;15;0;1;1
933;1;11100031;110;1;1;0;0;0;0;-30,810028;-71,153465;5;5;4;1;1;0
934;1;11100031;110;1;1;0;0;0;0;-30,860861;-71,354393;5;5;4;1;1;0
935;1;11100033;110;1;3;0;0;0;0;-30,683649;-71,518082;5;5;4;1;1;0
936;1;11100033;110;1;3;0;0;0;0;-30,739658;-71,417679;4;3;2;1;1;0
937;-1;40100033;10;4;3;0;0;0;0;-30,762997;-71,543556;10;5;5;0;1;1
937;0;50100033;10;5;3;0;0;0;0;-30,762997;-71,543556;10;4;4;0;1;1
937;1;11100033;110;1;3;0;0;0;0;-30,762997;-71,543556;9;2;2;0;1;1
937;7;71100033;110;7;3;0;0;0;0;-30,762997;-71,543556;16;6;6;0;1;1
939;1;11100033;110;1;3;0;0;0;0;-31,071033;-71,308121;6;6;5;1;1;1
940;1;11100033;110;1;3;0;0;0;0;-31,066389;-71,40477;5;5;4;1;1;0
943;1;11100033;110;1;3;0;0;0;0;-31,127562;-71,599312;5;5;4;1;1;0
945;1;11100033;110;1;3;0;0;0;0;-30,848412;-71,147415;5;5;4;1;1;0
945;7;71100033;110;7;3;0;0;0;0;-30,848412;-71,147415;15;12;12;0;1;0
946;-1;40100032;10;4;2;0;0;0;0;-30,797127;-71,256256;28;19;19;0;1;1
946;0;50100031;10;5;1;0;0;0;0;-30,797127;-71,256256;28;12;12;0;1;1
946;1;11100033;110;1;3;0;0;0;0;-30,797127;-71,256256;28;11;11;0;1;1
946;7;71100033;110;7;3;0;0;0;0;-30,797127;-71,256256;28;14;14;0;1;1
947;-1;40100031;10;4;1;0;0;0;0;-30,713749;-71,241898;35;25;22;3;1;1
947;0;50100031;10;5;1;0;0;0;0;-30,713749;-71,241898;35;20;19;1;1;1
947;1;11100033;110;1;3;0;0;0;0;-30,713749;-71,241898;35;22;22;0;1;1
947;7;71100033;110;7;3;0;0;0;0;-30,713749;-71,241898;35;23;23;0;1;1
948;1;11100033;110;1;3;0;0;0;0;-30,790916;-71,539429;5;5;4;1;2;0
949;1;11100031;110;1;1;0;0;0;0;-31,122156;-71,407204;6;5;5;0;1;0
950;1;11100033;110;1;3;0;0;0;0;-30,963964;-71,641563;5;5;4;1;1;0
951;1;11100033;110;1;3;0;0;0;0;-30,770998;-71,413879;5;5;4;1;1;0
952;1;11100033;110;1;3;0;0;0;0;-30,829195;-71,56649;10;10;8;2;1;1
953;1;11100033;110;1;3;0;0;0;0;-30,71077;-71,489761;25;25;21;4;1;0
953;7;71100033;110;7;3;0;0;0;0;-30,71077;-71,489761;36;28;28;0;1;0
954;1;11100033;110;1;3;0;0;0;0;-30,921709;-71,409546;6;6;5;1;1;0
955;1;11100033;110;1;3;0;0;0;0;-30,928499;-71,261169;6;6;5;1;1;0
956;1;11100031;110;1;1;0;0;0;0;-30,94948;-71,290215;6;4;4;0;1;0
957;1;11100033;110;1;3;0;0;0;0;-30,793209;-71,288864;5;5;4;1;1;0
959;-1;40100033;10;4;3;0;0;0;0;-30,837891;-71,255356;35;0;0;0;1;1
959;0;50100033;10;5;3;0;0;0;0;-30,837891;-71,255356;45;1;1;0;1;1
959;1;11100033;110;1;3;0;0;0;0;-30,837891;-71,255356;70;24;24;0;1;1
959;7;71100033;110;7;3;0;0;0;0;-30,837891;-71,255356;35;8;8;0;1;1
960;1;11100031;110;1;1;0;0;0;0;-30,899698;-71,287903;6;4;4;0;2;0
962;1;11100033;110;1;3;0;0;0;0;-31,141045;-71,517914;7;7;5;2;1;0
963;1;11100033;110;1;3;0;0;0;0;-30,986446;-71,561386;6;5;5;0;1;0
967;7;71100033;110;7;3;0;0;0;0;-31,634462;-71,168251;70;45;45;0;1;0
967;9;13100033;310;1;3;0;0;0;0;-31,634462;-71,168251;140;29;29;0;1;0
968;9;13100033;310;1;3;0;0;0;0;-31,641212;-71,178261;210;18;18;0;1;0
969;-1;40100031;10;4;1;0;0;0;0;-31,630503;-71,161133;30;4;4;0;1;0
969;-1;40100032;10;4;2;0;0;0;0;-31,630503;-71,161133;30;23;23;0;1;0
969;0;50100033;10;5;3;0;0;0;0;-31,630503;-71,161133;60;10;10;0;1;0
969;1;11100033;110;1;3;0;0;0;0;-31,630503;-71,161133;60;0;0;0;1;0
969;7;71100033;110;7;3;0;0;0;0;-31,630503;-71,161133;60;0;0;0;1;0
970;-1;40100031;10;4;1;0;0;0;0;-31,631874;-71,168243;22;15;15;0;1;0
970;0;50100031;10;5;1;0;0;0;0;-31,631874;-71,168243;22;6;6;0;1;0
970;1;11100033;110;1;3;0;0;0;0;-31,631874;-71,168243;30;11;11;0;1;0
970;7;71100033;110;7;3;0;0;0;0;-31,631874;-71,168243;30;18;18;0;1;0
971;-1;40100013;10;4;3;0;0;0;1;-31,632303;-71,166336;54;28;28;0;1;0
971;0;50100013;10;5;3;0;0;0;1;-31,632303;-71,166336;50;11;11;0;1;0
971;1;11100013;110;1;3;0;0;0;1;-31,632303;-71,166336;52;2;2;0;1;0
971;7;71100013;110;7;3;0;0;0;1;-31,632303;-71,166336;60;8;8;0;1;0
972;0;50100031;10;5;1;0;0;0;0;-31,630808;-71,174767;20;14;14;0;1;0
972;1;11100031;110;1;1;0;0;0;0;-31,630808;-71,174767;24;4;4;0;1;0
972;7;71100031;110;7;1;0;0;0;0;-31,630808;-71,174767;33;8;8;0;1;0
973;-1;40100033;10;4;3;0;0;0;0;-31,590246;-71,066742;10;5;5;0;1;0
973;0;50100033;10;5;3;0;0;0;0;-31,590246;-71,066742;22;12;12;0;1;0
973;1;11100033;110;1;3;0;0;0;0;-31,590246;-71,066742;22;6;6;0;1;0
973;7;71100033;110;7;3;0;0;0;0;-31,590246;-71,066742;22;12;12;0;1;0
974;-1;40100031;10;4;1;0;0;0;0;-31,726431;-71,270248;15;12;12;0;1;0
974;0;50100031;10;5;1;0;0;0;0;-31,726431;-71,270248;15;9;9;0;1;0
974;1;11100033;110;1;3;0;0;0;0;-31,726431;-71,270248;15;7;7;0;1;0
974;7;71100033;110;7;3;0;0;0;0;-31,726431;-71,270248;15;8;8;0;1;0
976;-1;40100033;10;4;3;0;0;0;0;-31,754383;-71,159416;15;10;10;0;1;0
976;0;50100033;10;5;3;0;0;0;0;-31,754383;-71,159416;15;0;0;0;1;0
976;1;11100033;110;1;3;0;0;0;0;-31,754383;-71,159416;15;6;6;0;1;0
976;7;71100033;110;7;3;0;0;0;0;-31,754383;-71,159416;15;8;8;0;1;0
977;-1;40100031;10;4;1;0;0;0;0;-31,738117;-71,12355;15;11;11;0;1;0
977;0;50100031;10;5;1;0;0;0;0;-31,738117;-71,12355;15;6;6;0;1;0
977;1;11100031;110;1;1;0;0;0;0;-31,738117;-71,12355;15;10;10;0;1;0
977;7;71100031;110;7;1;0;0;0;0;-31,738117;-71,12355;15;8;8;0;1;0
978;1;11100033;110;1;3;0;0;0;0;-31,435101;-71,011528;5;5;4;1;1;0
981;1;11100033;110;1;3;0;0;0;0;-31,727654;-71,207909;5;4;4;0;1;0
982;-1;40100033;10;4;3;0;0;0;0;-31,642031;-71,191742;35;21;21;0;1;0
982;0;50100033;10;5;3;0;0;0;0;-31,642031;-71,191742;35;0;0;0;1;0
982;1;11100033;110;1;3;0;0;0;0;-31,642031;-71,191742;70;30;30;0;1;0
982;7;71100033;110;7;3;0;0;0;0;-31,642031;-71,191742;35;1;1;0;1;0
982;9;13100033;310;1;3;0;0;0;0;-31,642031;-71,191742;25;13;13;0;1;0
984;1;11100033;110;1;3;0;0;0;0;-31,641775;-71,354301;2;2;1;1;1;0
985;1;11100033;110;1;3;0;0;0;0;-31,609968;-71,130936;6;6;5;1;1;0
986;1;11100033;110;1;3;0;0;0;0;-31,466173;-71,146439;5;4;4;0;1;0
987;-1;40100031;10;4;1;0;0;0;0;-31,632399;-71,168968;70;0;0;0;1;1
987;0;50100031;10;5;1;0;0;0;0;-31,632399;-71,168968;80;0;0;0;1;1
987;1;11100031;110;1;1;0;0;0;0;-31,632399;-71,168968;84;1;1;0;1;1
987;7;71100033;110;7;3;0;0;0;0;-31,632399;-71,168968;90;0;0;0;1;1
987;9;13100033;310;1;3;0;0;0;0;-31,632399;-71,168968;90;1;1;0;1;1
988;9;13100033;310;1;3;0;0;0;0;-31,627638;-71,158768;132;65;65;0;1;1
990;-1;40100033;10;4;3;0;0;0;0;-31,729685;-71,257034;15;4;4;0;1;1
990;0;50100033;10;5;3;0;0;0;0;-31,729685;-71,257034;20;6;6;0;1;1
990;1;11100033;110;1;3;0;0;0;0;-31,729685;-71,257034;30;8;8;0;1;1
990;7;71100033;110;7;3;0;0;0;0;-31,729685;-71,257034;35;16;16;0;1;1
991;1;11100033;110;1;3;0;0;0;0;-31,636089;-71,226814;5;5;4;1;1;0
993;1;11100033;110;1;3;0;0;0;0;-31,733614;-71,261536;8;7;6;1;1;0
994;1;11100033;110;1;3;0;0;0;0;-31,414906;-71,051926;5;5;4;1;1;0
995;1;11100031;110;1;1;0;0;0;0;-31,555552;-70,851196;10;3;3;0;1;0
995;7;71100031;110;7;1;0;0;0;0;-31,555552;-70,851196;10;6;6;0;1;0
996;1;11100033;110;1;3;0;0;0;0;-31,782055;-71,145454;5;5;4;1;1;1
997;1;11100033;110;1;3;0;0;0;0;-31,612801;-71,022491;5;5;4;1;1;1
998;1;11100033;110;1;3;0;0;0;0;-31,636995;-71,326805;5;5;4;1;1;0
999;1;11100033;110;1;3;0;0;0;0;-31,700285;-71,244095;5;5;4;1;1;0
1001;1;11100033;110;1;3;0;0;0;0;-31,602577;-71,191139;6;6;5;1;1;0
1002;1;11100033;110;1;3;0;0;0;0;-31,816389;-71,162338;5;5;4;1;1;0
1003;1;11100031;110;1;1;0;0;0;0;-31,627157;-71,168205;5;5;4;1;1;1
1004;1;11100033;110;1;3;0;0;0;0;-31,576521;-70,926727;6;5;5;0;1;0
1005;1;11100033;110;1;3;0;0;0;0;-31,637663;-71,364204;5;5;4;1;1;1
1006;1;11100033;110;1;3;0;0;0;0;-31,577032;-70,99794;12;4;4;0;1;1
