rbd;cod_nivel;cod_curso;cod_ense;cod_grado;cod_jor;cod_espe;con_copago;solo_hombres;solo_mujeres;lat;lon;cupos_totales;vacantes;vacantes_regular;vacantes_prioritarios;software_aleatorio;habilitado_distancia
97;9;13100033;310;1;3;0;0;0;0;-20,219835;-70,153236;173;99;99;0;1;1
103;1;11100033;110;1;3;0;0;0;0;-20,221096;-70,138168;35;0;0;0;1;0
103;7;71100033;110;7;3;0;0;0;0;-20,221096;-70,138168;70;8;8;0;1;0
103;9;13100033;310;1;3;0;0;0;0;-20,221096;-70,138168;35;0;0;0;1;0
106;7;71100033;110;7;3;0;0;0;0;-20,293949;-70,127777;36;30;28;2;1;0
106;9;13100033;310;1;3;0;0;0;0;-20,293949;-70,127777;108;59;59;0;1;0
107;9;13100033;310;1;3;0;0;0;0;-20,219744;-70,15239;175;109;109;0;1;0
108;9;13100033;310;1;3;0;0;0;0;-20,225796;-70,148727;210;79;79;0;1;0
109;9;13100033;310;1;3;0;0;0;0;-20,216951;-70,153381;70;26;26;0;1;0
110;-1;40100031;10;4;1;0;0;0;0;-20,217588;-70,146912;70;1;1;0;1;1
110;0;50100031;10;5;1;0;0;0;0;-20,217588;-70,146912;70;0;0;0;1;1
110;1;11100031;110;1;1;0;0;0;0;-20,217588;-70,146912;70;0;0;0;1;1
110;7;71100031;110;7;1;0;0;0;0;-20,217588;-70,146912;70;3;3;0;1;1
110;9;13100033;310;1;3;0;0;0;0;-20,217588;-70,146912;70;0;0;0;1;1
111;-1;40100033;10;4;3;0;0;0;0;-20,225891;-70,141411;70;8;8;0;1;1
111;0;50100033;10;5;3;0;0;0;0;-20,225891;-70,141411;70;9;9;0;1;1
111;1;11100033;110;1;3;0;0;0;0;-20,225891;-70,141411;70;6;6;0;1;1
111;7;71100033;110;7;3;0;0;0;0;-20,225891;-70,141411;70;14;14;0;1;1
112;-1;40100031;10;4;1;0;0;0;0;-20,214476;-70,135857;36;16;16;0;1;1
112;0;50100031;10;5;1;0;0;0;0;-20,214476;-70,135857;36;0;0;0;1;1
112;0;50100032;10;5;2;0;0;0;0;-20,214476;-70,135857;36;32;29;3;1;1
112;1;11100032;110;1;2;0;0;0;0;-20,214476;-70,135857;70;6;6;0;1;1
112;7;71100031;110;7;1;0;0;0;0;-20,214476;-70,135857;70;15;15;0;1;1
113;-1;40100031;10;4;1;0;0;0;0;-20,232044;-70,137695;80;50;50;0;1;0
113;0;50100031;10;5;1;0;0;0;0;-20,232044;-70,137695;90;43;43;0;1;0
113;1;11100031;110;1;1;0;0;0;0;-20,232044;-70,137695;120;49;49;0;1;0
113;7;71100031;110;7;1;0;0;0;0;-20,232044;-70,137695;105;6;6;0;1;0
114;-1;40100031;10;4;1;0;0;0;0;-20,220236;-70,144112;35;26;24;2;1;0
114;0;50100031;10;5;1;0;0;0;0;-20,220236;-70,144112;35;3;3;0;1;0
114;1;11100033;110;1;3;0;0;0;0;-20,220236;-70,144112;70;36;36;0;1;0
114;7;71100033;110;7;3;0;0;0;0;-20,220236;-70,144112;70;15;15;0;1;0
116;-1;40100031;10;4;1;0;0;0;0;-20,22728;-70,13485;70;40;40;0;2;0
116;0;50100031;10;5;1;0;0;0;0;-20,22728;-70,13485;70;7;7;0;2;0
116;1;11100031;110;1;1;0;0;0;0;-20,22728;-70,13485;70;0;0;0;2;0
116;7;71100031;110;7;1;0;0;0;0;-20,22728;-70,13485;70;13;13;0;2;0
117;-1;40100031;10;4;1;0;0;0;0;-20,220398;-70,146248;30;24;21;3;1;0
117;-1;40100033;10;4;3;0;0;0;0;-20,220398;-70,146248;30;0;0;0;1;0
117;0;50100031;10;5;1;0;0;0;0;-20,220398;-70,146248;30;23;23;0;1;0
117;0;50100033;10;5;3;0;0;0;0;-20,220398;-70,146248;30;0;0;0;1;0
117;1;11100031;110;1;1;0;0;0;0;-20,220398;-70,146248;30;28;24;4;1;0
117;1;11100033;110;1;3;0;0;0;0;-20,220398;-70,146248;35;0;0;0;1;0
117;7;71100031;110;7;1;0;0;0;0;-20,220398;-70,146248;35;33;28;5;1;0
117;7;71100033;110;7;3;0;0;0;0;-20,220398;-70,146248;35;3;3;0;1;0
119;-1;40100033;10;4;3;0;0;0;0;-20,213514;-70,145119;35;10;10;0;1;1
119;0;50100033;10;5;3;0;0;0;0;-20,213514;-70,145119;35;1;1;0;1;1
119;1;11100033;110;1;3;0;0;0;0;-20,213514;-70,145119;70;3;3;0;1;1
119;7;71100033;110;7;3;0;0;0;0;-20,213514;-70,145119;35;0;0;0;1;1
122;-1;40100033;10;4;3;0;0;0;0;-20,236214;-70,141014;40;13;13;0;1;0
122;0;50100033;10;5;3;0;0;0;0;-20,236214;-70,141014;40;3;3;0;1;0
122;1;11100033;110;1;3;0;0;0;0;-20,236214;-70,141014;40;5;5;0;1;0
122;7;71100033;110;7;3;0;0;0;0;-20,236214;-70,141014;40;7;7;0;1;0
123;-1;40100031;10;4;1;0;0;0;0;-20,239721;-70,128853;35;10;10;0;2;0
123;0;50100031;10;5;1;0;0;0;0;-20,239721;-70,128853;70;35;35;0;2;0
123;1;11100031;110;1;1;0;0;0;0;-20,239721;-70,128853;70;32;32;0;2;0
123;7;71100031;110;7;1;0;0;0;0;-20,239721;-70,128853;35;5;5;0;2;0
124;9;13100033;310;1;3;0;0;0;0;-20,241995;-70,137436;257;0;0;0;1;0
125;-1;40100033;10;4;3;0;0;0;0;-20,245417;-70,138123;70;2;2;0;1;0
125;0;50100033;10;5;3;0;0;0;0;-20,245417;-70,138123;70;3;3;0;1;0
125;1;11100033;110;1;3;0;0;0;0;-20,245417;-70,138123;105;11;11;0;1;0
125;7;71100033;110;7;3;0;0;0;0;-20,245417;-70,138123;105;11;11;0;1;0
125;9;13100031;310;1;1;0;0;0;0;-20,245417;-70,138123;70;0;0;0;1;0
126;-1;40100033;10;4;3;0;0;0;0;-20,243599;-70,131493;60;3;3;0;1;0
126;0;50100033;10;5;3;0;0;0;0;-20,243599;-70,131493;60;6;6;0;1;0
126;1;11100033;110;1;3;0;0;0;0;-20,243599;-70,131493;105;42;42;0;1;0
126;7;71100033;110;7;3;0;0;0;0;-20,243599;-70,131493;70;18;18;0;1;0
127;1;11100011;110;1;1;0;1;0;1;-20,222324;-70,148384;82;1;1;0;1;0
127;7;71100011;110;7;1;0;1;0;1;-20,222324;-70,148384;82;0;0;0;1;0
127;9;13100011;310;1;1;0;1;0;1;-20,222324;-70,148384;84;1;1;0;1;0
129;-1;40100032;10;4;2;0;0;0;0;-20,221087;-70,151436;45;42;36;6;1;0
129;0;50100032;10;5;2;0;0;0;0;-20,221087;-70,151436;45;40;35;5;1;0
129;1;11100032;110;1;2;0;1;0;0;-20,221087;-70,151436;45;43;37;6;1;0
129;7;71100032;110;7;2;0;1;0;0;-20,221087;-70,151436;45;32;29;3;1;0
129;9;13100031;310;1;1;0;1;0;0;-20,221087;-70,151436;45;34;27;7;1;0
130;1;11100031;110;1;1;0;1;0;0;-20,223463;-70,144226;26;0;0;0;1;0
130;1;11100032;110;1;2;0;1;0;0;-20,223463;-70,144226;24;7;5;2;1;0
130;7;71100031;110;7;1;0;1;0;0;-20,223463;-70,144226;32;1;1;0;1;0
130;9;13100031;310;1;1;0;1;0;0;-20,223463;-70,144226;35;0;0;0;1;0
131;1;11100031;110;1;1;0;0;0;0;-20,224636;-70,148178;28;6;6;0;1;1
131;7;71100031;110;7;1;0;0;0;0;-20,224636;-70,148178;38;24;22;2;1;1
131;9;13100031;310;1;1;0;0;0;0;-20,224636;-70,148178;43;3;3;0;1;1
132;0;50100031;10;5;1;0;1;0;0;-20,289623;-70,127502;40;0;0;0;1;0
132;0;50100032;10;5;2;0;1;0;0;-20,289623;-70,127502;39;0;0;0;1;0
132;1;11100031;110;1;1;0;1;0;0;-20,289623;-70,127502;136;1;0;1;1;0
132;7;71100033;110;7;3;0;1;0;0;-20,289623;-70,127502;112;1;0;1;1;0
132;9;13100033;310;1;3;0;1;0;0;-20,289623;-70,127502;137;0;0;0;1;0
133;-1;40100032;10;4;2;0;0;0;0;-20,225142;-70,148499;35;0;0;0;2;1
133;0;50100031;10;5;1;0;0;0;0;-20,225142;-70,148499;45;0;0;0;2;1
133;1;11100031;110;1;1;0;0;0;0;-20,225142;-70,148499;70;0;0;0;2;1
133;7;71100031;110;7;1;0;0;0;0;-20,225142;-70,148499;70;0;0;0;2;1
133;9;13100031;310;1;1;0;0;0;0;-20,225142;-70,148499;38;0;0;0;2;1
134;1;11100031;110;1;1;0;0;0;0;-20,215584;-70,154388;32;8;8;0;1;0
134;7;71100031;110;7;1;0;0;0;0;-20,215584;-70,154388;32;6;6;0;1;0
134;9;13100031;310;1;1;0;0;0;0;-20,215584;-70,154388;32;0;0;0;1;0
144;1;11100031;110;1;1;0;1;0;0;-20,223633;-70,143044;25;0;0;0;1;0
144;7;71100031;110;7;1;0;1;0;0;-20,223633;-70,143044;29;0;0;0;1;0
144;9;13100031;310;1;1;0;1;0;0;-20,223633;-70,143044;39;2;2;0;1;0
154;1;11100033;110;1;3;0;0;0;0;-19,92428;-69,511116;10;7;7;0;1;0
154;7;71100033;110;7;3;0;0;0;0;-19,92428;-69,511116;10;8;7;1;1;0
156;-1;40100033;10;4;3;0;0;0;0;-19,597984;-70,212975;4;4;3;1;1;0
156;0;50100033;10;5;3;0;0;0;0;-19,597984;-70,212975;8;5;5;0;1;0
156;1;11100033;110;1;3;0;0;0;0;-19,597984;-70,212975;6;0;0;0;1;0
156;7;71100033;110;7;3;0;0;0;0;-19,597984;-70,212975;6;2;2;0;1;0
158;1;11100033;110;1;3;0;0;0;0;-19,53726;-69,20697;5;5;4;1;1;0
159;1;11100033;110;1;3;0;0;0;0;-19,554653;-69,246017;5;5;4;1;1;0
160;-1;40100033;10;4;3;0;0;0;0;-19,865898;-69,432045;10;7;7;0;1;0
160;0;50100033;10;5;3;0;0;0;0;-19,865898;-69,432045;10;9;8;1;1;0
160;1;11100033;110;1;3;0;0;0;0;-19,865898;-69,432045;10;6;6;0;1;0
160;7;71100033;110;7;3;0;0;0;0;-19,865898;-69,432045;10;6;6;0;1;0
161;-1;40100033;10;4;3;0;0;0;0;-19,996876;-69,772636;25;5;5;0;1;1
161;0;50100033;10;5;3;0;0;0;0;-19,996876;-69,772636;25;8;8;0;1;1
161;1;11100033;110;1;3;0;0;0;0;-19,996876;-69,772636;25;3;3;0;1;1
161;7;71100033;110;7;3;0;0;0;0;-19,996876;-69,772636;25;1;1;0;1;1
161;9;13100033;310;1;3;0;0;0;0;-19,996876;-69,772636;40;6;6;0;1;1
162;1;11100033;110;1;3;0;0;0;0;-19,779835;-69,161095;10;6;6;0;1;0
162;7;71100033;110;7;3;0;0;0;0;-19,779835;-69,161095;10;6;6;0;1;0
165;1;11100033;110;1;3;0;0;0;0;-19,683926;-69,188393;5;4;4;0;1;1
167;0;50100031;10;5;1;0;0;0;0;-19,311802;-69,424637;12;6;6;0;1;1
167;1;11100033;110;1;3;0;0;0;0;-19,311802;-69,424637;14;3;3;0;1;1
167;7;71100033;110;7;3;0;0;0;0;-19,311802;-69,424637;20;9;9;0;1;1
168;1;11100033;110;1;3;0;0;0;0;-19,323591;-69,456696;6;6;5;1;1;0
169;1;11100033;110;1;3;0;0;0;0;-19,342068;-69,497017;2;2;1;1;1;0
170;1;11100033;110;1;3;0;0;0;0;-19,189184;-69,411568;2;2;1;1;1;0
171;1;11100033;110;1;3;0;0;0;0;-19,309515;-69,392776;5;5;4;1;1;0
172;1;11100033;110;1;3;0;0;0;0;-19,317728;-69,41053;5;5;4;1;1;0
173;1;11100033;110;1;3;0;0;0;0;-19,350691;-69,514977;3;2;2;0;1;0
174;1;11100033;110;1;3;0;0;0;0;-19,381556;-69,571472;4;3;3;0;1;0
175;1;11100033;110;1;3;0;0;0;0;-19,314688;-69,400093;3;3;2;1;1;1
177;1;11100033;110;1;3;0;0;0;0;-19,467209;-68,644753;10;10;8;2;1;0
177;7;71100033;110;7;3;0;0;0;0;-19,467209;-68,644753;10;7;7;0;1;0
178;-1;40100033;10;4;3;0;0;0;0;-19,276478;-68,639137;20;17;16;1;1;1
178;0;50100033;10;5;3;0;0;0;0;-19,276478;-68,639137;20;16;16;0;1;1
178;1;11100033;110;1;3;0;0;0;0;-19,276478;-68,639137;20;14;14;0;1;1
178;7;71100033;110;7;3;0;0;0;0;-19,276478;-68,639137;20;11;11;0;1;1
178;9;13100033;310;1;3;0;0;0;0;-19,276478;-68,639137;20;10;10;0;1;1
179;1;11100033;110;1;3;0;0;0;0;-19,322823;-68,880554;10;9;7;2;1;0
185;1;11100033;110;1;3;0;0;0;0;-19,302841;-68,617798;10;9;7;2;1;0
186;1;11100033;110;1;3;0;0;0;0;-19,228968;-68,804489;10;10;8;2;1;0
187;-1;40100033;10;4;3;0;0;0;0;-20,488291;-69,324875;28;13;12;1;1;1
187;0;50100033;10;5;3;0;0;0;0;-20,488291;-69,324875;28;2;2;0;1;1
187;1;11100033;110;1;3;0;0;0;0;-20,488291;-69,324875;42;8;8;0;1;1
187;7;71100033;110;7;3;0;0;0;0;-20,488291;-69,324875;37;0;0;0;1;1
188;-1;40100031;10;4;1;0;0;0;0;-20,513231;-69,360008;9;0;0;0;1;0
188;0;50100031;10;5;1;0;0;0;0;-20,513231;-69,360008;10;1;1;0;1;0
188;1;11100033;110;1;3;0;0;0;0;-20,513231;-69,360008;17;0;0;0;1;0
188;7;71100033;110;7;3;0;0;0;0;-20,513231;-69,360008;24;5;5;0;1;0
191;9;13100033;310;1;3;0;0;0;0;-20,253241;-69,784859;170;26;26;0;1;1
192;-1;40100033;10;4;3;0;0;0;0;-20,071035;-69,217613;8;5;5;0;1;1
192;0;50100033;10;5;3;0;0;0;0;-20,071035;-69,217613;8;2;2;0;1;1
192;1;11100033;110;1;3;0;0;0;0;-20,071035;-69,217613;5;3;2;1;1;1
192;7;71100033;110;7;3;0;0;0;0;-20,071035;-69,217613;8;3;3;0;1;1
193;-1;40100031;10;4;1;0;0;0;0;-20,251362;-69,787018;61;0;0;0;1;1
193;0;50100031;10;5;1;0;0;0;0;-20,251362;-69,787018;70;0;0;0;1;1
193;1;11100031;110;1;1;0;0;0;0;-20,251362;-69,787018;70;0;0;0;1;1
193;7;71100031;110;7;1;0;0;0;0;-20,251362;-69,787018;60;1;1;0;1;1
195;-1;40100033;10;4;3;0;0;0;0;-20,337646;-69,655426;25;0;0;0;1;1
195;0;50100033;10;5;3;0;0;0;0;-20,337646;-69,655426;30;9;9;0;1;1
195;1;11100033;110;1;3;0;0;0;0;-20,337646;-69,655426;30;0;0;0;1;1
195;7;71100033;110;7;3;0;0;0;0;-20,337646;-69,655426;25;6;6;0;1;1
196;1;11100033;110;1;3;0;0;0;0;-20,927782;-69,05336;5;4;3;1;1;0
196;7;71100033;110;7;3;0;0;0;0;-20,927782;-69,05336;3;3;2;1;1;0
198;-1;40100033;10;4;3;0;0;0;0;-20,430569;-69,560463;10;8;6;2;1;1
198;0;50100033;10;5;3;0;0;0;0;-20,430569;-69,560463;10;3;3;0;1;1
198;1;11100033;110;1;3;0;0;0;0;-20,430569;-69,560463;10;1;1;0;1;1
198;7;71100033;110;7;3;0;0;0;0;-20,430569;-69,560463;10;4;4;0;1;1
516;7;71100033;110;7;3;0;0;0;0;-29,903276;-71,244797;31;18;18;0;1;0
516;9;13100033;310;1;3;0;0;0;0;-29,903276;-71,244797;285;213;204;9;1;0
517;7;71100033;110;7;3;0;0;0;0;-29,902954;-71,243362;120;41;41;0;1;1
517;9;13100033;310;1;3;0;0;0;0;-29,902954;-71,243362;187;2;2;0;1;1
518;9;13100013;310;1;3;0;0;0;1;-29,906326;-71,253967;180;77;77;0;1;1
519;-1;40100033;10;4;3;0;0;0;0;-29,878531;-71,24057;87;0;0;0;1;1
519;0;50100033;10;5;3;0;0;0;0;-29,878531;-71,24057;87;1;1;0;1;1
519;1;11100033;110;1;3;0;0;0;0;-29,878531;-71,24057;120;0;0;0;1;1
519;7;71100033;110;7;3;0;0;0;0;-29,878531;-71,24057;120;60;60;0;1;1
521;-1;40100033;10;4;3;0;0;0;0;-29,931774;-71,25061;34;21;17;4;1;1
521;0;50100033;10;5;3;0;0;0;0;-29,931774;-71,25061;34;2;2;0;1;1
521;1;11100033;110;1;3;0;0;0;0;-29,931774;-71,25061;36;14;14;0;1;1
521;7;71100033;110;7;3;0;0;0;0;-29,931774;-71,25061;36;8;8;0;1;1
521;9;13100033;310;1;3;0;0;0;0;-29,931774;-71,25061;40;40;36;4;1;1
522;-1;40100013;10;4;3;0;0;0;1;-29,90609;-71,25515;35;18;18;0;1;1
522;0;50100013;10;5;3;0;0;0;1;-29,90609;-71,25515;35;0;0;0;1;1
522;1;11100013;110;1;3;0;0;0;1;-29,90609;-71,25515;80;44;44;0;1;1
522;7;71100013;110;7;3;0;0;0;1;-29,90609;-71,25515;40;15;15;0;1;1
523;-1;40100033;10;4;3;0;0;0;0;-29,875528;-71,247375;35;26;26;0;1;0
523;0;50100033;10;5;3;0;0;0;0;-29,875528;-71,247375;35;24;24;0;1;0
523;1;11100033;110;1;3;0;0;0;0;-29,875528;-71,247375;35;13;13;0;1;0
523;7;71100033;110;7;3;0;0;0;0;-29,875528;-71,247375;70;50;50;0;1;0
525;-1;40100033;10;4;3;0;0;0;0;-29,906839;-71,246376;75;35;35;0;1;0
525;0;50100033;10;5;3;0;0;0;0;-29,906839;-71,246376;145;105;98;7;1;0
525;1;11100033;110;1;3;0;0;0;0;-29,906839;-71,246376;80;30;30;0;1;0
525;7;71100033;110;7;3;0;0;0;0;-29,906839;-71,246376;80;39;39;0;1;0
526;-1;40100032;10;4;2;0;0;0;0;-29,919989;-71,251724;40;1;1;0;1;1
526;0;50100031;10;5;1;0;0;0;0;-29,919989;-71,251724;40;0;0;0;1;1
526;1;11100033;110;1;3;0;0;0;0;-29,919989;-71,251724;40;0;0;0;1;1
526;7;71100033;110;7;3;0;0;0;0;-29,919989;-71,251724;40;0;0;0;1;1
526;9;13100033;310;1;3;0;0;0;0;-29,919989;-71,251724;40;0;0;0;1;1
527;-1;40100033;10;4;3;0;0;0;0;-29,907047;-71,255432;35;13;13;0;1;0
527;0;50100033;10;5;3;0;0;0;0;-29,907047;-71,255432;35;0;0;0;1;0
527;1;11100033;110;1;3;0;0;0;0;-29,907047;-71,255432;80;45;45;0;1;0
527;7;71100033;110;7;3;0;0;0;0;-29,907047;-71,255432;80;41;41;0;1;0
528;-1;40100013;10;4;3;0;0;0;1;-29,906408;-71,24469;30;0;0;0;1;1
528;0;50100013;10;5;3;0;0;0;1;-29,906408;-71,24469;30;0;0;0;1;1
528;1;11100013;110;1;3;0;0;0;1;-29,906408;-71,24469;40;1;1;0;1;1
528;7;71100013;110;7;3;0;0;0;1;-29,906408;-71,24469;40;13;13;0;1;1
530;-1;40100033;10;4;3;0;0;0;0;-29,89786;-71,25341;30;1;1;0;1;0
530;0;50100033;10;5;3;0;0;0;0;-29,89786;-71,25341;30;0;0;0;1;0
530;1;11100033;110;1;3;0;0;0;0;-29,89786;-71,25341;70;16;16;0;1;0
530;7;71100033;110;7;3;0;0;0;0;-29,89786;-71,25341;70;29;29;0;1;0
530;9;13100033;310;1;3;0;0;0;0;-29,89786;-71,25341;140;4;4;0;1;0
531;-1;40100033;10;4;3;0;0;0;0;-29,91246;-71,220673;30;13;13;0;1;0
531;0;50100033;10;5;3;0;0;0;0;-29,91246;-71,220673;30;4;4;0;1;0
531;1;11100033;110;1;3;0;0;0;0;-29,91246;-71,220673;40;0;0;0;1;0
531;7;71100033;110;7;3;0;0;0;0;-29,91246;-71,220673;40;9;9;0;1;0
531;9;13100033;310;1;3;0;0;0;0;-29,91246;-71,220673;40;16;16;0;1;0
533;7;71100031;110;7;1;0;0;0;0;-29,873356;-71,242783;22;15;15;0;1;0
534;-1;40100033;10;4;3;0;0;0;0;-29,887005;-71,236382;28;15;15;0;2;1
534;0;50100033;10;5;3;0;0;0;0;-29,887005;-71,236382;28;5;5;0;2;1
534;1;11100033;110;1;3;0;0;0;0;-29,887005;-71,236382;80;43;43;0;2;1
534;7;71100033;110;7;3;0;0;0;0;-29,887005;-71,236382;80;40;40;0;2;1
535;-1;40100033;10;4;3;0;0;0;0;-29,942753;-71,263451;38;5;5;0;1;1
535;0;50100033;10;5;3;0;0;0;0;-29,942753;-71,263451;73;35;35;0;1;1
535;1;11100033;110;1;3;0;0;0;0;-29,942753;-71,263451;149;116;106;10;1;1
535;7;71100033;110;7;3;0;0;0;0;-29,942753;-71,263451;114;67;67;0;1;1
535;9;13100033;310;1;3;0;0;0;0;-29,942753;-71,263451;114;72;66;6;1;1
536;-1;40100031;10;4;1;0;0;0;0;-29,91077;-71,22921;20;19;17;2;1;0
536;0;50100031;10;5;1;0;0;0;0;-29,91077;-71,22921;30;18;18;0;1;0
536;1;11100033;110;1;3;0;0;0;0;-29,91077;-71,22921;30;14;14;0;1;0
536;7;71100033;110;7;3;0;0;0;0;-29,91077;-71,22921;30;20;20;0;1;0
539;-1;40100031;10;4;1;0;0;0;0;-29,939249;-71,146278;20;11;11;0;1;1
539;0;50100031;10;5;1;0;0;0;0;-29,939249;-71,146278;20;6;6;0;1;1
539;1;11100031;110;1;1;0;0;0;0;-29,939249;-71,146278;20;6;6;0;1;1
539;7;71100031;110;7;1;0;0;0;0;-29,939249;-71,146278;20;4;4;0;1;1
540;-1;40100033;10;4;3;0;0;0;0;-29,897871;-71,185318;20;18;17;1;1;1
540;0;50100033;10;5;3;0;0;0;0;-29,897871;-71,185318;20;8;8;0;1;1
540;1;11100033;110;1;3;0;0;0;0;-29,897871;-71,185318;30;16;16;0;1;1
540;7;71100033;110;7;3;0;0;0;0;-29,897871;-71,185318;30;24;24;0;1;1
542;-1;40100033;10;4;3;0;0;0;0;-29,843134;-71,119186;31;24;22;2;2;0
542;0;50100033;10;5;3;0;0;0;0;-29,843134;-71,119186;31;16;16;0;2;0
542;1;11100033;110;1;3;0;0;0;0;-29,843134;-71,119186;31;16;16;0;2;0
542;7;71100033;110;7;3;0;0;0;0;-29,843134;-71,119186;31;23;23;0;2;0
543;-1;40100033;10;4;3;0;0;0;0;-29,942286;-71,121307;24;14;14;0;2;1
543;0;50100033;10;5;3;0;0;0;0;-29,942286;-71,121307;24;4;4;0;2;1
543;1;11100033;110;1;3;0;0;0;0;-29,942286;-71,121307;28;8;8;0;2;1
543;7;71100033;110;7;3;0;0;0;0;-29,942286;-71,121307;31;17;17;0;2;1
546;-1;40100031;10;4;1;0;0;0;0;-29,915094;-71,149406;30;26;23;3;1;1
546;0;50100031;10;5;1;0;0;0;0;-29,915094;-71,149406;30;17;17;0;1;1
546;1;11100033;110;1;3;0;0;0;0;-29,915094;-71,149406;30;24;24;0;1;1
546;7;71100033;110;7;3;0;0;0;0;-29,915094;-71,149406;30;21;21;0;1;1
548;-1;40100033;10;4;3;0;0;0;0;-29,90464;-71,234299;9;4;4;0;1;0
548;0;50100033;10;5;3;0;0;0;0;-29,90464;-71,234299;11;4;4;0;1;0
548;1;11100033;110;1;3;0;0;0;0;-29,90464;-71,234299;20;10;10;0;1;0
548;7;71100033;110;7;3;0;0;0;0;-29,90464;-71,234299;20;10;10;0;1;0
549;1;11100033;110;1;3;0;0;0;0;-30,053907;-71,05426;8;7;5;2;1;0
550;1;11100033;110;1;3;0;0;0;0;-29,636726;-70,956718;8;7;5;2;1;0
551;-1;40100033;10;4;3;0;0;0;0;-29,977726;-71,056389;12;2;2;0;1;1
551;0;50100033;10;5;3;0;0;0;0;-29,977726;-71,056389;12;5;5;0;1;1
551;1;11100033;110;1;3;0;0;0;0;-29,977726;-71,056389;25;14;14;0;1;1
551;7;71100033;110;7;3;0;0;0;0;-29,977726;-71,056389;25;18;18;0;1;1
552;1;11100033;110;1;3;0;0;0;0;-29,640602;-71,095131;10;9;7;2;1;0
554;1;11100033;110;1;3;0;0;0;0;-29,987539;-71,008575;6;6;5;1;1;0
556;-1;40100033;10;4;3;0;0;0;0;-29,891516;-71,143898;20;10;10;0;2;1
556;0;50100033;10;5;3;0;0;0;0;-29,891516;-71,143898;25;12;12;0;2;1
556;1;11100033;110;1;3;0;0;0;0;-29,891516;-71,143898;40;20;20;0;2;1
556;7;71100033;110;7;3;0;0;0;0;-29,891516;-71,143898;30;10;10;0;2;1
557;-1;40100033;10;4;3;0;0;0;0;-29,973051;-71,089226;28;2;2;0;1;1
557;0;50100033;10;5;3;0;0;0;0;-29,973051;-71,089226;28;9;9;0;1;1
557;1;11100033;110;1;3;0;0;0;0;-29,973051;-71,089226;28;1;1;0;1;1
557;7;71100033;110;7;3;0;0;0;0;-29,973051;-71,089226;28;12;12;0;1;1
558;1;11100033;110;1;3;0;0;0;0;-29,816195;-71,279984;7;5;4;1;1;0
560;-1;40100031;10;4;1;0;0;0;0;-30,008303;-71,036713;14;4;4;0;1;1
560;0;50100031;10;5;1;0;0;0;0;-30,008303;-71,036713;16;1;1;0;1;1
560;1;11100031;110;1;1;0;0;0;0;-30,008303;-71,036713;16;0;0;0;1;1
560;7;71100031;110;7;1;0;0;0;0;-30,008303;-71,036713;16;5;5;0;1;1
561;1;11100033;110;1;3;0;0;0;0;-29,720448;-71,216316;8;5;5;0;1;0
562;-1;40100033;10;4;3;0;0;0;0;-29,879128;-71,271141;23;19;17;2;1;1
562;0;50100033;10;5;3;0;0;0;0;-29,879128;-71,271141;22;6;6;0;1;1
562;1;11100033;110;1;3;0;0;0;0;-29,879128;-71,271141;40;16;16;0;1;1
562;7;71100033;110;7;3;0;0;0;0;-29,879128;-71,271141;40;30;30;0;1;1
563;1;11100033;110;1;3;0;0;0;0;-29,642401;-70,772141;5;5;4;1;1;0
564;1;11100033;110;1;3;0;0;0;0;-30,034971;-71,10952;8;5;5;0;1;0
565;-1;40100033;10;4;3;0;1;0;0;-29,935125;-71,275391;30;0;0;0;1;0
565;0;50100033;10;5;3;0;1;0;0;-29,935125;-71,275391;35;0;0;0;1;0
565;1;11100033;110;1;3;0;1;0;0;-29,935125;-71,275391;80;0;0;0;1;0
565;7;71100033;110;7;3;0;1;0;0;-29,935125;-71,275391;84;3;3;0;1;0
565;9;13100033;310;1;3;0;1;0;0;-29,935125;-71,275391;42;0;0;0;1;0
566;-1;40100033;10;4;3;0;0;0;0;-29,883223;-71,225121;35;11;11;0;1;1
566;0;50100033;10;5;3;0;0;0;0;-29,883223;-71,225121;40;16;16;0;1;1
566;1;11100033;110;1;3;0;0;0;0;-29,883223;-71,225121;40;2;2;0;1;1
566;7;71100033;110;7;3;0;0;0;0;-29,883223;-71,225121;40;11;11;0;1;1
567;-1;40100033;10;4;3;0;1;0;0;-29,879034;-71,245613;70;0;0;0;2;0
567;0;50100033;10;5;3;0;1;0;0;-29,879034;-71,245613;88;0;0;0;2;0
567;1;11100033;110;1;3;0;1;0;0;-29,879034;-71,245613;88;0;0;0;2;0
567;7;71100033;110;7;3;0;1;0;0;-29,879034;-71,245613;89;0;0;0;2;0
567;9;13100033;310;1;3;0;1;0;0;-29,879034;-71,245613;90;0;0;0;2;0
568;0;50100031;10;5;1;0;1;0;0;-29,904461;-71,249535;40;0;0;0;1;0
568;1;11100033;110;1;3;0;1;0;0;-29,904461;-71,249535;45;0;0;0;1;0
568;7;71100033;110;7;3;0;1;0;0;-29,904461;-71,249535;45;1;1;0;1;0
568;9;13100033;310;1;3;0;1;0;0;-29,904461;-71,249535;45;0;0;0;1;0
570;-1;40100032;10;4;2;0;1;0;0;-29,908178;-71,253418;35;0;0;0;1;0
570;0;50100031;10;5;1;0;1;0;0;-29,908178;-71,253418;45;0;0;0;1;0
570;1;11100033;110;1;3;0;1;0;0;-29,908178;-71,253418;45;0;0;0;1;0
