mrun;rbd_admitido_geo_con_error;cod_curso_admitido_geo_con_error
95543;1739;131000000123
95587;25304;131000000133
96148;4165;131000000133
96337;20052;211000000133
96423;8674;711000000123
96896;9008;131000000133
97173;15583;131000000133
97460;40208;131000000133
97806;10450;611000000133
98101;22535;231000000133
98760;7720;231000000133
99615;24407;511000000113
100669;25434;311000000133
100924;11608;711000000133
102015;1347;131000000133
103302;9409;341041002112
103877;8508;341041005133
104047;24885;231000000133
104209;9862;131000000133
104451;24473;361063011133
105401;10450;811000000133
105719;2908;131000000133
106086;4805;131000000133
106818;17838;111000000133
107140;22140;151052009133
107235;15726;211000000131
110293;11831;131000000133
111414;22752;811000000133
111493;12691;211000000132
111662;9100;311000000133
112372;2997;611000000131
112755;25716;411000000133
112883;16886;331000000133
113422;24885;811000000133
113631;25599;511000000133
113848;40080;331000000133
114161;9828;131000000133
115453;20158;811000000131
115557;22752;171072007133
115558;4562;131000000131
115589;22312;411000000133
115815;25737;231000000133
116375;25458;131000000132
117207;16886;131000000133
117433;10551;811000000133
117516;40289;131000000133
117543;4513;611000000133
117990;3248;131000000133
118677;24329;131000000123
118893;9982;131000000131
120004;1502;131000000133
120066;10592;311000000133
120667;24883;211000000133
120730;40078;611000000133
120984;9803;311000000132
121248;1195;131000000131
121273;12682;811000000133
121597;3305;131000000133
123049;6933;611000000133
123380;1599;111000000132
123419;10085;211000000132
123486;25042;711000000131
123639;322;611000000133
123755;22065;811000000133
124229;9150;131000000133
125502;1515;131000000133
125523;9342;111000000131
126070;4533;131000000111
126455;4562;331000000131
126504;15817;231000000133
127009;10461;711000000133
127486;14687;411000000133
127620;5656;231000000133
128939;24558;211000000131
129377;7627;431000000123
129384;399;131000000133
129936;10000;811000000133
130727;10526;131000000133
131571;6584;131000000133
131605;25458;131000000132
131914;9106;131000000133
131952;9864;131000000133
132162;10696;331000000133
132612;1689;811000000133
132749;5666;811000000132
133126;2084;331000000133
133325;25073;511000000131
133670;5001;211000000133
133897;1533;211000000123
133927;6007;331000000133
134533;11242;211000000133
135175;11348;331000000133
135227;1863;231000000133
135431;10075;341041005133
135520;17915;131000000133
136107;30006;311000000133
136584;9804;511000000131
136693;10970;711000000133
137580;10450;811000000133
137629;1504;131000000131
137779;25230;211000000131
138584;694;511000000133
138734;14359;211000000132
139357;254;111000000113
139535;7775;131000000133
140016;22113;131000000133
140504;1262;351051005133
142557;4553;131000000111
142598;2134;131000000133
142852;4535;131000000131
144344;6200;211000000133
144404;24231;131000000133
145028;16713;311000000133
145505;15808;131000000133
145536;24800;411000000133
145618;10772;231000000133
146072;13461;131000000133
146994;18218;311000000133
147560;10348;211000000132
147658;5599;511000000133
148026;11591;131000000133
148088;12001;211000000131
148374;4578;211000000133
148491;1443;131000000133
149775;12630;131000000133
151084;26411;511000000133
151960;9285;231000000133
153603;25717;811000000131
154616;9900;131000000133
155222;4270;131000000133
155388;3248;351058033133
156032;12860;811000000131
156085;13330;511000000132
156734;5566;131000000133
156880;9721;211000000133
157792;7629;131000000133
157876;2896;331000000133
158046;9887;131000000133
158349;280;131000000133
158414;3730;711000000133
158818;2064;131000000133
158874;1312;511000000133
159564;421;811000000133
159885;8714;611000000131
160300;6090;811000000133
161286;41135;131000000133
161664;16886;131000000133
162034;4715;131000000133
162182;7643;111000000131
162427;9982;131000000131
162901;31030;711000000133
163835;11830;611000000131
165073;5566;351052010133
165325;968;231000000133
165739;9982;231000000133
166381;8485;431000000121
166912;8706;611000000133
167144;3248;131000000133
167820;2359;211000000133
169483;25593;711000000133
173862;11931;311000000133
173880;20184;131000000133
174347;6188;211000000133
174582;517;811000000133
174616;8685;811000000133
175254;535;411000000133
175340;25592;131000000133
175417;25599;511000000133
175477;1500;231000000233
175519;22758;131000000133
176008;12710;311000000133
176099;10283;211000000133
177372;20449;311000000131
177950;22084;131000000133
178036;16697;131000000133
178564;448;131000000133
178702;24426;311000000133
179595;8487;711000000112
180233;12151;231000000133
180366;9060;131000000133
181533;12836;811000000133
182427;2934;461064008133
182435;8756;131000000233
183104;9714;611000000133
183138;5597;711000000133
184099;25258;131000000133
184629;9065;131000000131
186886;20263;611000000133
187091;26012;211000000133
187502;5666;331000000131
187800;6304;211000000133
188106;10279;711000000133
188411;19968;131000000133
188756;25717;711000000131
189677;5001;611000000133
190611;5128;211000000111
191107;7628;811000000113
191785;4103;811000000133
192593;9917;811000000133
192927;8849;611000000133
193868;25071;311000000133
193932;14922;411000000133
194229;10493;411000000132
194312;12602;351058034133
194733;25523;711000000133
194927;22616;611000000133
195239;7772;131000000133
195696;22629;431000000133
196861;7236;331000000133
197397;22229;611000000133
198861;578;131000000133
200151;6497;231000000133
200294;9947;711000000123
200696;40080;131000000133
200997;14879;131000000133
202194;22658;411000000133
202990;1195;231000000131
203076;2733;131000000133
203234;4834;711000000133
203811;5666;131000000132
203853;25591;231000000133
205270;9891;211000000131
206835;227;311000000133
207861;1504;131000000131
207901;1262;151052009133
208136;5606;311000000133
209239;9299;411000000133
210083;7059;411000000133
210487;25749;711000000133
210521;1268;211000000132
211257;2125;311000000131
211258;1087;511000000133
212453; ; 
212655;10397;351052010133
212878;24445;211000000133
213534;25238;311000000131
214037;16634;711000000133
214095;8429;131000000133
216788;8485;711000000132
217190;22634;231000000133
217474;10773;231000000133
217559;5663;231000000133
219405;3481;411000000133
219433;10482;311000000132
219614;10689;511000000133
219749;10901;411000000133
220038;4166;361064001113
220377;523;711000000133
220683;8598;131000000133
222563;3643;351053014133
222729;14868;231000000133
222771;1121;131000000133
223023;4180;411000000133
223055;7696;211000000131
223128;12610;131000000133
223161;8643;131000000113
223716;25121;431000000133
224217;14201;211000000131
224246;14879;311000000133
224666;8825;611000000133
224826;229;211000000133
224882;10640;411000000133
224986;9801;131000000133
225818;13637;411000000133
225849;304;711000000133
225896;7654;611000000133
225897;4140;611000000333
226811;3886;431000000131
227010;24766;411000000132
227123;618;111000000133
227639;10255;131000000133
228197;1700;411000000132
228329;17733;611000000131
228665;11789;411000000133
228824;8997;331000000131
229171;26137;611000000133
229424;15759;131000000133
229449;2014;711000000233
229819;10725;131000000133
229871; ; 
230840;15724;211000000133
230934;9104;211000000133
231649;10749;611000000133
233041;5666;131000000132
233410;1305;611000000133
233957;8437;211000000133
234061;26362;211000000231
234358;3554;211000000133
234410;14201;711000000133
235146;2559;511000000133
235176;25525;711000000133
235317;2064;131000000133
236031;1593;611000000133
236117; ; 
236824;10253;611000000133
237049;9324;331000000133
237174;9097;311000000133
237282;2416;511000000133
238281;12192;231000000133
238392;2118;711000000133
238591;10167;411000000133
238909;10142;411000000131
239155;3618;131000000133
239884;5218;431000000133
240015;25197;231000000133
240748;4535;131000000131
241756;8505;131000000111
241986;9533;311000000132
242226;2733;131000000133
242842;11199;231000000133
243384;7102;361064008133
244192;41135;131000000133
244481;25089;311000000133
245284;10721;711000000133
246076;31030;711000000133
247460;4578;211000000133
247734;24229;311000000133
247775;4951;131000000133
248084;22464;341041005133
248489;40043;211000000132
248505;9926;611000000133
248650;10832;131000000333
248854;10241;811000000133
249192;24622;411000000131
249202; ; 
249475;26168;131000000133
249690;40282;511000000133
250772;2625;331000000133
250780;24444;131000000131
251194;5566;131000000133
251232;1183;331000000133
251333;7637;311000000133
251905;12567;311000000133
252574;22674;131000000133
253370;9861;111000000133
253969;9862;231000000133
254376;326;211000000133
254553;10783;711000000133
255585;25220;361063009133
255624;25717;311000000131
255798;9660;131000000133
255999;8507;131000000131
256088;1676;231000000133
256480;400;431000000133
256566;15775;131000000113
256873;12961;131000000133
258144;11936;411000000133
258263;25303;511000000132
258343;10207;111000000133
258600;26130;411000000133
259327;8945;131000000113
259388;2736;111000000132
259403;336;511000000131
259735;40099;361063011133
259763;26053;611000000133
260166;6562;711000000133
260763;2415;411000000131
260801;3290;231000000113
261835;317;511000000133
262261;574;711000000123
263620;6816;311000000133
264210;7633;711000000133
264382;5666;431000000131
265194;25197;131000000133
265636;40054;411000000133
267768;9940;431000000133
268683;9085;111000000133
268852;4482;611000000133
269166;618;411000000133
269929;12762;311000000131
270417;5150;711000000133
270420;9993;511000000133
270930;10638;411000000233
272215;2021;711000000133
272568;10474;211000000131
272829;31036;611000000133
273135;6348;131000000133
273741;22428;311000000133
273985;24685;711000000133
274617;8495;131000000133
275765;239;111000000133
276073;8485;711000000132
276408;16676;611000000133
276687;12650;451054018133
277169;22022;131000000133
277201;542;611000000133
277583;1014;711000000133
277667;11147;511000000131
278818;25050;131000000133
279239;1301;711000000133
279434;229;211000000133
279481;15682;411000000132
280474;2694;611000000133
281701;527;211000000133
283216;10427;711000000133
283317;16844;131000000133
283670;3361;311000000133
284223;13163;611000000133
285043;12747;231000000133
285632;20219;211000000133
285676;11931;511000000133
286355;12823;131000000133
286403;9082;131000000133
286964;10704;511000000133
287548;31010;711000000133
287619;25592;131000000133
287848;20085;611000000133
287987;10746;131000000133
288147;11830;211000000131
288290;19906;351053014133
288815;10377;111000000131
288845;10076;131000000133
288965;3387;431000000133
289386;3111;411000000133
290057;10715;331000000133
290176;18065;111000000133
290394;3260;811000000133
290477;5666;131000000132
290702;13590;131000000133
290736;4805;131000000133
291028;4898;511000000133
291866;26538;511000000133
291960;9065;231000000131
292548;3143;311000000133
293415;10489;411000000133
294305;22464;341041005133
294904;629;231000000133
295438;25026;111000000133
296614;3714;411000000132
296993;2249;511000000133
297252;10726;231000000133
297287;45;511000000113
297370;5510;711000000133
298319;31010;711000000133
298334;22012;131000000133
298872;13551;131000000133
298992;5342;411000000133
299631;40298;131000000133
299793;5614;511000000133
301298;8501;341041002133
302041;16410;231000000131
302926;9312;231000000133
303432;16588;331000000133
303450;25238;311000000131
304154;26012;331000000133
304361;3398;711000000133
304727;721;111000000133
305597;19906;351053014133
305921;20158;711000000131
306220;9486;811000000133
306835;12830;131000000133
307733;567;431000000133
309790;10399;131000000133
309826;5666;131000000132
310218;9206;111000000133
311644;3731;211000000131
311965;16589;411000000133
312015;4636;411000000133
312296;8005;131000000133
312297;2530;131000000133
312913;11608;351051009133
313082;7956;131000000133
313163;5655;441041005131
314247;17915;131000000133
314322;10578;611000000133
314348;9104;111000000133
314478;22566;111000000133
314516;8739;711000000131
314552;3056;711000000133
315084;9673;211000000133
316372;7630;811000000113
319319;1667;311000000133
319572;5001;411000000133
319699;25393;131000000133
320058;4452;711000000133
320124;7412;311000000133
320980;13637;211000000133
321140;31221;311000000133
321307;14387;211000000131
321440;24473;461061003133
321572;9008;131000000133
321798;9075;131000000133
322094;2583;331000000133
322647;12720;111000000133
322714;10337;231000000133
324916;31087;611000000133
325043;10336;811000000131
325521;7664;211000000133
325715;11931;411000000133
326021;25718;111000000132
326114;7593;711000000133
326318;1191;611000000133
326550;527;411000000133
327598;1930;711000000133
328327;22616;711000000133
328659;10400;311000000133
329050;8546;111000000133
329236;2209;611000000133
329254;22270;131000000133
329715;8504;231000000111
331370;9874;611000000133
331751;12602;811000000133
331856;5652;131000000113
331908;15775;131000000113
333179;2938;131000000133
333399;8105;131000000133
333659;9953;711000000131
334125;15769;131000000133
335398;7334;611000000133
335707;10103;411000000133
336152;2938;131000000133
336488;31221;811000000133
336725;14351;211000000131
337210;2265;811000000133
337305;10429;211000000133
338297;1742;411000000132
338333;7592;511000000133
338508;25853;131000000133
339369;9606;711000000133
340102;8424;131000000133
340448;294;411000000133
341013;10200;511000000113
341307;5439;341041002133
341687;16604;131000000133
344172;610;131000000131
344984;2123;811000000133
345066;25027;211000000131
345091;1663;131000000131
345186;10233;311000000131
345346;18170;611000000133
345835;12079;511000000133
346353;9206;411000000133
346845;2551;131000000131
347277;25050;131000000133
348551;2444;131000000133
348599;1221;311000000133
348958;9584;131000000133
349315;9075;131000000133
349778;40080;131000000133
350227;8444;611000000133
351575;6224;311000000133
351849;2050;131000000131
352031;16468;211000000133
352296;5580;411000000133
352742;3479;231000000133
352811;10785;711000000133
352816;10816;611000000133
353167;25447;311000000133
353509;24473;231000000133
353992;1217;511000000333
354443;6254;211000000133
355295;26219;131000000133
355974;1192;611000000133
356135;4553;131000000111
356262;2551;131000000131
356999;15515;511000000133
357091;10911;131000000133
358695;3033;211000000131
359448;2938;131000000133
360702;1167;341041005133
361550;454;711000000133
361634;1488;511000000133
361846;9618;811000000133
361847;14659;131000000133
361924;284;131000000133
362116;22436;211000000133
362872;22367;111000000133
363114;1366;131000000133
363596;40295;511000000133
363603;9979;411000000132
364126;10832;131000000333
365372;5344;131000000133
365896;1598;711000000131
366078;7236;131000000133
366118;3797;431000000133
366447;26068;211000000131
366667;41617;131000000133
366991;14717;311000000133
367174;8841;331000000133
369194;1502;131000000133
369587;25544;111000000133
369897;1863;331000000133
370199;26168;131000000133
370326;12961;131000000133
370518;11741;211000000132
370637;1909;311000000231
371188;6753;131000000133
371243;25599;211000000131
371675;25331;511000000131
372090;1516;611000000133
372741;3251;811000000133
373264;22688;711000000133
373374;15627;111000000133
373876;12602;231000000133
374409;12111;131000000133
374478;10272;711000000133
374642;13582;451052010133
374851;7958;111000000133
375116;3641;131000000133
375989;7973;231000000133
376036;3539;131000000133
377652;24444;131000000131
377694;691;811000000133
378477;16462;131000000133
378506;11265;711000000133
378628;10712;611000000133
378910;10686;311000000133
378951;25101;211000000133
379011;31190;711000000133
379660;12860;711000000131
379896;25386;131000000133
379988;13561;711000000133
380089;8706;411000000233
380095;22664;231000000133
381914;16446;411000000133
382118;12095;711000000133
382122;9892;611000000133
383929;3305;131000000133
384529;25709;331000000133
384725; ; 
384937;1130;411000000133
385242;8;711000000133
387102;5716;611000000131
387941;535;111000000133
388339;6766;711000000133
388638;1377;211000000133
388926;9368;411000000133
389104;7128;331000000133
389602; ; 
390415;1672;131000000133
390502;9072;811000000133
390833;516;131000000133
391609;4737;611000000131
391781;5128;411000000113
391801;536;211000000133
392323;12591;331000000133
392330;2375;131000000133
392364;3267;511000000133
392444;20082;211000000131
392700;1449;511000000133
392798;1570;811000000133
394288;10901;311000000133
395004;9472;131000000133
396109;4616;311000000133
396275;9013;211000000133
396419;1520;711000000133
397722;9959;231000000133
397771;6584;131000000133
398153;20127;131000000133
398368;279;451054018133
401087;10748;211000000132
401782;15646;131000000133
404869;9071;331000000131
405386;17652;411000000133
405596;12242;131000000133
405627;5957;431000000133
405835;131;411000000131
406088;2123;131000000133
406945;22113;431000000133
407286;16685;511000000133
407417;24229;611000000133
407545;5289;711000000133
407581;6304;411000000133
408550;9406;331000000123
409545;2942;211000000132
409847;3797;211000000133
410030;6190;411000000133
410244;20095;131000000133
410428;7299;131000000133
410492; ; 
410745;11712;231000000133
411307;4708;131000000133
412144;9948;611000000131
412295;7659;211000000133
412685;2121;211000000112
412969;8822;231000000133
413065;18199;611000000233
413656;9206;511000000133
413910;12547;311000000133
414291;3296;471072007133
415001;7325;711000000133
415207;8819;431000000133
416478;5666;131000000132
416682;2993;511000000133
417088;9869;211000000133
417444;4506;311000000133
417649;9874;711000000133
417993;16564;131000000133
418124;716;411000000133
418390;20449;111000000132
419009;24889;311000000133
419158;9810;411000000133
419276;9890;511000000131
421351;13177;211000000133
421479;10173;311000000132
422787;7015;331000000133
422908;12830;131000000133
423197;22664;361061003133
423201;25950;131000000133
426145;25153;811000000133
426260;24226;211000000133
426410;10831;231000000133
426570;610;131000000131
427021;7131;511000000133
427091;9993;411000000133
427651;9366;211000000131
428253;12810;311000000133
428712;24431;111000000131
429724;9618;411000000133
432389;534;311000000133
432586;5703;131000000133
433076;1524;211000000133
433724;25396;711000000133
433845;10711;131000000133
434892;10607;131000000131
434938;1749;231000000133
435050;9385;811000000132
436687;1602;611000000131
436752;2330;311000000133
436836;293;311000000133
436980;19913;371071001133
437387;8813;131000000131
438269;14510;431000000133
438463;7673;411000000133
438941;26381;811000000133
440785;8485;711000000132
440911;9834;231000000133
441386;12573;431000000131
442599;14720;131000000133
442975;107;131000000133
443404;5215;351052013133
443824;9213;811000000133
444056;6588;411000000133
444442;1675;131000000133
444496;10750;111000000131
444829;26033;211000000131
445608;7634;111000000133
445899;578;131000000133
446073;6691;111000000133
446279;17860;811000000131
446854;11394;411000000133
447384;7626;441041005133
448044;12547;211000000133
448503;12151;431000000133
448571;6085;131000000133
448870;1397;111000000123
449237;25693;611000000133
449652;1599;511000000131
449867;9663;511000000131
450800;13608;711000000133
451967;11792;611000000131
452164;25230;111000000131
452210;10099;111000000133
453004;22408;611000000133
453530; ; 
454419;5106;711000000133
454668;9754;131000000133
454736;22325;411000000133
454797;22140;151053014133
455492;10845;431000000133
455838;9150;611000000133
456629;24878;611000000133
456942;25005;211000000133
457984;9660;131000000133
458293;15759;131000000133
459067;1757;811000000133
459152;8501;811000000133
459874;4140;611000000333
460044;10105;511000000133
460178;10848;711000000133
460854;2012;361061001133
460897; ; 
461298;9583;131000000133
461395;3165;131000000133
461476;25797;411000000132
461658;1599;611000000131
462254;9534;811000000133
462622;25369;211000000132
463231;8685;211000000131
463654;4977;131000000133
463734;1961;611000000133
464949; ; 
465757;26372;131000000133
465795;967;131000000133
465868;1757;231000000133
466171;284;131000000133
467461;9852;411000000133
467880;9341;611000000131
468383;9922;111000000131
468807;294;211000000133
468878;3461;131000000133
469252;20053;131000000133
469415;14373;711000000133
469434; ; 
470230;24800;111000000133
470433;4574;311000000113
470622;16945;211000000133
471932;22322;311000000133
471994;4868;411000000133
472161;10716;511000000131
472209;10646;711000000133
475519;2300;811000000233
475864;22246;811000000133
475934;5666;231000000132
476178;516;131000000133
476263;8501;131000000133
476289;5016;711000000133
478232;5861;811000000133
479050;14616;131000000333
479441;16886;131000000133
479919;26137;711000000133
480037;294;111000000133
480287;1459;211000000133
480583;15787;231000000133
480584;13475;341041005133
480820;3639;511000000133
481029;25352;231000000133
481348;10699;431000000233
481460;2162;811000000131
481928;10470;131000000133
482594;16886;131000000133
482639;26292;131000000133
482738;1757;131000000133
483322;10827;611000000133
483943;24626;231000000133
484435;9939;411000000131
485914;5343;131000000133
486095;22554;211000000133
486144;9834;211000000133
487005;8938;331000000133
487140;3941;811000000133
487580;5393;131000000133
487925;7726;711000000133
487926;25387;711000000133
488255;25960;131000000133
488351;2835;131000000133
488630;10638;131000000133
489813;31221;111000000133
493359;14482;211000000133
494045;40014;311000000133
496176;24879;311000000133
497141;8491;131000000122
497178;9213;511000000133
497300;12077;411000000133
498358;10725;131000000133
498564;31345;231000000133
498778;6897;231000000133
499416;10621;711000000133
499732;8019;311000000133
499742;14779;711000000133
499764;10586;311000000133
499828;31074;131000000113
500620;10014;611000000131
501312;24931;111000000131
501876;4897;131000000133
502393;3123;111000000133
502851;629;211000000133
503937;10413;211000000132
504348;10241;511000000133
504402;10482;231000000131
504871;5264;431000000133
505338;12961;131000000133
506502;106;131000000133
508311;16756;411000000133
508662;4571;131000000133
508774;2942;211000000132
508969;4977;131000000133
509730;2625;131000000133
511152;8488;131000000113
511660;3439;411000000133
512528;12255;611000000131
512619;11909;611000000131
512673;26538;811000000133
514423;14414;311000000132
514515;4358;611000000133
514736;10377;311000000133
514965;13503;131000000133
515782;7629;131000000133
516097;5588;211000000133
516349;4951;231000000133
516843;2339;711000000133
517205;4560;131000000133
517986;562;511000000133
518367;7956;131000000133
518418;1858;311000000133
518483;10832;131000000333
519974;9609;211000000133
520209;11139;131000000133
520470;9648;111000000132
520786;1757;131000000133
521013;9771;231000000133
521149;25288;311000000131
522378;2865;171072007133
522462;24626;511000000133
523429;8491;131000000122
523469;7973;231000000133
523772;9551;111000000131
523875;1213;131000000133
523970;1194;231000000133
526038;200;341041005133
526817;22229;611000000133
527007;8499;331000000123
528055; ; 
528818;25448;711000000133
528874;4951;131000000133
529154;9158;211000000132
529760;24946;611000000133
529808;8631;411000000133
529938;12961;131000000133
530257;24231;331000000133
530773;11942;711000000131
530833;12037;231000000133
530945;2121;211000000112
531135; ; 
531830;1468;611000000133
532559;40038;211000000133
533238;16830;131000000133
534369;8489;331000000113
534794;25969;711000000133
535258;25751;231000000131
536385; ; 
536851;9897;131000000133
537274;16444;811000000133
538005;40176;111000000133
539437;20260;611000000133
540626;25921;611000000133
541414;25017;311000000133
541468;12747;231000000133
541876;9788;511000000131
542482;25198;331000000133
542529;2283;131000000133
542819;9013;311000000133
543471;26168;131000000133
543780;24987;611000000133
543839;610;131000000131
544303;14670;211000000131
544539;4702;231000000133
544563;8487;711000000112
544992;516;231000000133
545035;7628;131000000113
545079;7626;131000000133
546715;8345;131000000133
547271;297;411000000133
548089;8490;331000000133
548621;3961;131000000133
548700;16843;411000000133
548701;535;411000000133
549000;10140;311000000133
549007;19913;131000000133
549060;8;131000000133
549309;1604;231000000133
550204;26157;231000000133
550282;8325;711000000133
551376;15601;411000000132
551596;9285;131000000133
552023;417;711000000133
553599;25709;231000000133
553691;13463;311000000133
553872;6830;331000000111
554286;9063;451052013133
554287;24473;131000000133
554412;6223;231000000133
554937;534;511000000133
554979;7627;711000000123
556617;1515;331000000133
556922;10044;131000000133
557069;1748;311000000133
557693;8369;151053014133
558872;25576;511000000133
559354;2134;131000000133
559828;15646;311000000133
559890;13474;111000000133
561260;4982;131000000132
561545;13427;411000000133
561789;9666;131000000133
561825;9342;411000000131
562674;8942;211000000132
563958;9087;131000000133
563993;1672;131000000133
564291;8352;131000000133
564702;25032;311000000133
564942;13168;131000000133
564943;10543;131000000133
565309;25853;361064001133
566564;16844;351052010133
567394;9304;311000000133
567568;10044;231000000133
568898;24489;611000000133
570842;25032;231000000133
570958;9328;341041005131
571978; ; 
572270;12634;611000000133
572370;12961;131000000133
573566;14879;111000000133
574017;6500;311000000133
574156;11591;361063009133
574613; ; 
575872;4843;811000000133
577052;8819;611000000133
577311;1856;311000000133
577617;13475;411000000133
577824;1464;131000000133
578119;7331;231000000133
578634;7907;131000000133
578638;31116;131000000133
578944;18080;131000000133
579087;22664;131000000133
579931;6305;511000000133
581104;13560;111000000133
581286;12117;131000000133
581767;40025;131000000133
582314;535;311000000133
583223;7346;611000000133
583779;22022;131000000133
583820;399;131000000133
583822;40298;131000000133
583859;1443;131000000133
585234;12961;131000000133
586001;10663;131000000133
587132;9909;431000000133
587543;2940;361064001133
587833; ; 
588453;10396;131000000133
588511;2206;311000000133
588859;10432;311000000133
589562;25342;131000000133
589672;1693;511000000131
590665;9609;211000000133
590869;9007;131000000133
592557;305;711000000133
593170;5955;211000000133
593433;3443;511000000133
593682;9064;131000000133
594082;17915;811000000133
594253;8499;711000000123
594409;25556;611000000133
594804;15583;371072007133
594952;5959;211000000133
595111;12650;131000000133
595518;12027;111000000133
597927;16793;131000000133
598406;10641;231000000133
598857;8576;811000000131
599101;24407;611000000113
599439;25071;811000000133
599526;12151;711000000133
599765;7;131000000133
599834;24438;131000000133
601422;144;811000000131
601578;14315;211000000133
601795;15535;711000000133
602232;7942;811000000131
603144;1196;361064001133
603588;9510;611000000133
604022;10565;511000000133
604035;280;131000000133
604197;9486;331000000133
604523;24445;511000000133
604704;4140;471071005133
604934;26108;811000000133
604949;1443;131000000133
605066;8108;511000000133
605904;2151;611000000131
606101;13463;311000000133
606942;1880;231000000133
