mrun;nivel;rbd_admitido;cod_ense_admitido;cod_grado_admitido;respuesta_postulante;rbd_admitido_post_resp;cod_ense_admitido_post_resp;cod_grado_admitido_post_resp
21579350;0;8441;10;5;5;8441;10;5
21580631;0;8442;10;5;5;8442;10;5
21601897;0;24311;10;5;6;24311;10;5
21604454;-1;8439;10;4;7; ; ; 
21608093;9;24300;310;1;5;24300;310;1
21615551;9;24316;310;1;5;24316;310;1
21616403;-1;24318;10;4;5;24318;10;4
21618317;9;24300;310;1;5;24300;310;1
21620123;9;8427;310;1;5;8427;310;1
21629377;0;8433;10;5;5;8433;10;5
21638092;1;8475;110;1;5;8475;110;1
21650122;-1;24329;10;4;5;24329;10;4
21650782;0;8457;10;5;5;8457;10;5
21673768;9;8425;310;1;5;8425;310;1
21676973;-1;8412;10;4;5;8412;10;4
21681468;7;8454;110;7;5;8454;110;7
21693400;-1;24329;10;4;4; ; ; 
21701579;0;11678;10;5;4; ; ; 
21727334;-1;24338;10;4;3;24338;10;4
21730651;-1;8435;10;4;5;8435;10;4
21733529;-1;8436;10;4;3;8436;10;4
21738609;0;8475;10;5;5;8475;10;5
21746621;0;8475;10;5;5;8475;10;5
21751466;0;8421;10;5;5;8421;10;5
21753250;9;8411;310;1;4; ; ; 
21754845;0;8457;10;5;5;8457;10;5
21757366;-1;8434;10;4;7; ; ; 
21762841;0;8455;10;5;3;8455;10;5
21771899;-1;8441;10;4;7; ; ; 
21795846;7;8457;110;7;5;8457;110;7
21810524;7;8438;110;7;3;8438;110;7
21814353;-1;24307;10;4;5;24307;10;4
21816432;-1;11680;10;4;5;11680;10;4
21826068;0;8475;10;5;5;8475;10;5
21838972;9;24316;310;1;5;24316;310;1
21839540;-1;8457;10;4;5;8457;10;4
21849458;9;24316;310;1;5;24316;310;1
21866159;1;8415;110;1;7; ; ; 
21868298;1;8434;110;1;5;8434;110;1
21888073;9;8411;310;1;4; ; ; 
21902226;9;8474;310;1;3;8474;310;1
21909099;1;8438;110;1;7; ; ; 
21909103;0;8454;10;5;5;8454;10;5
21922899;-1;8437;10;4;3;8437;10;4
21929698;9;24300;310;1;5;24300;310;1
21941363;-1;8436;10;4;5;8436;10;4
21988950;0;11680;10;5;3;11680;10;5
22013095;9;8425;310;1;5;8425;310;1
22014807;9;8427;310;1;5;8427;310;1
22017637;7;8424;110;7;4; ; ; 
22022807;9;8425;310;1;3;8425;310;1
22024808;0;8433;10;5;4; ; ; 
22057694;1;24327;110;1;5;24327;110;1
22065655;0;24305;10;5;5;24305;10;5
22083827;-1;24338;10;4;5;24338;10;4
22102090;-1;8479;10;4;3;8479;10;4
22103550;-1;24318;10;4;5;24318;10;4
22113060;9;8429;310;1;4; ; ; 
22116799;0;8475;10;5;5;8475;10;5
22122201;1;24329;110;1;5;24329;110;1
22125500;9;8429;310;1;5;8429;310;1
22126411;7;24313;110;7;5;24313;110;7
22144745;1;24319;110;1;4; ; ; 
22160270;9;8429;310;1;4; ; ; 
22162019;0;8434;10;5;5;8434;10;5
22163282;1;24319;110;1;5;24319;110;1
22180832;9;8424;310;1;5;8424;310;1
22187925;0;8442;10;5;5;8442;10;5
22190278;-1;8439;10;4;5;8439;10;4
22193344;9;8424;310;1;5;8424;310;1
22213762;-1;8458;10;4;3;8458;10;4
22214139;1;8435;110;1;3;8435;110;1
22231506;0;8439;10;5;3;8439;10;5
22239149;-1;8438;10;4;3;8438;10;4
22243844;-1;24313;10;4;5;24313;10;4
22258442;-1;8458;10;4;5;8458;10;4
22258536;-1;8442;10;4;3;8442;10;4
22267800;1;8442;110;1;5;8442;110;1
22277479;9;8424;310;1;3;8424;310;1
22277674;0;8455;10;5;5;8455;10;5
22289952;-1;8483;10;4;3;8483;10;4
22299080;0;8442;10;5;3;8442;10;5
22299333;-1;8483;10;4;3;8483;10;4
22316254;0;8415;10;5;6;8415;10;5
22317715;1;24327;110;1;3;24327;110;1
22326243;7;8421;110;7;3;8421;110;7
22327839;9;11678;310;1;5;11678;310;1
22329791;-1;8454;10;4;5;8454;10;4
22336456;7;24313;110;7;5;24313;110;7
22339715;9;8422;310;1;3;8422;310;1
22340226;-1;8448;10;4;5;8448;10;4
22355460;1;8448;110;1;5;8448;110;1
22358169;9;24329;310;1;6;24319;310;1
22365639;-1;8442;10;4;5;8442;10;4
22373774;9;8411;310;1;5;8411;310;1
22375474;9;8424;310;1;5;8424;310;1
22378500;9;8425;310;1;5;8425;310;1
22379246;0;8433;10;5;3;8433;10;5
22385267;9;8425;310;1;5;8425;310;1
22389611;9;8430;310;1;5;8430;310;1
22392071;0;8455;10;5;5;8455;10;5
22397476;1;24313;110;1;6;24313;110;1
22398004;-1;24311;10;4;5;24311;10;4
22402442;1;8435;110;1;7; ; ; 
22411799;0;8444;10;5;5;8444;10;5
22445485;-1;8433;10;4;4; ; ; 
22454638;-1;24334;10;4;3;24334;10;4
22458655;1;24319;110;1;5;24319;110;1
22467170;-1;16895;10;4;5;16895;10;4
22476378;1;24327;110;1;5;24327;110;1
22478770;9;8411;310;1;5;8411;310;1
22493836;-1;8479;10;4;3;8479;10;4
22497446;1;24302;110;1;3;24302;110;1
22508321;-1;24313;10;4;5;24313;10;4
22512451;-1;8458;10;4;5;8458;10;4
22512737;9;8425;310;1;5;8425;310;1
22514171;-1;24334;10;4;5;24334;10;4
22532213;9;8411;310;1;3;8411;310;1
22537510;9;8454;310;1;4; ; ; 
22543481;9;24327;310;1;5;24327;310;1
22545852;9;8429;310;1;5;8429;310;1
22564136;0;8438;10;5;3;8438;10;5
22569094;-1;8442;10;4;5;8442;10;4
22581905;-1;8438;10;4;7; ; ; 
22592748;1;24319;110;1;6;24319;110;1
22593353;1;8482;110;1;5;8482;110;1
22609872;-1;8454;10;4;5;8454;10;4
22610987;-1;8412;10;4;5;8412;10;4
22611768;-1;8412;10;4;5;8412;10;4
22615576;7;24313;110;7;3;24313;110;7
22617889;-1;24329;10;4;5;24329;10;4
22625740;9;8457;310;1;5;8457;310;1
22632747;1;11678;110;1;4; ; ; 
22646492;-1;24329;10;4;5;24329;10;4
22647282;1;24302;110;1;5;24302;110;1
22648296;-1;8441;10;4;5;8441;10;4
22655197;9;24307;310;1;5;24307;310;1
22659689;9;8411;310;1;5;8411;310;1
22666506;9;8424;310;1;7;8454;310;1
22668043;1;24327;110;1;5;24327;110;1
22671724;-1;8422;10;4;5;8422;10;4
22687128;9;8474;310;1;5;8474;310;1
22688102;1;8441;110;1;7;24327;110;1
22690165;-1;24313;10;4;3;24313;10;4
22692062;-1;16895;10;4;4; ; ; 
22703694;9;24300;310;1;3;24300;310;1
22704602;-1;8421;10;4;5;8421;10;4
22717407;1;24313;110;1;6;24313;110;1
22721856;-1;24338;10;4;4; ; ; 
22740741;0;11680;10;5;5;11680;10;5
22747658;9;8411;310;1;5;8411;310;1
22755760;-1;8435;10;4;5;8435;10;4
22755855;9;24316;310;1;5;24316;310;1
22761564;1;8444;110;1;7;11687;110;1
22764007;1;8433;110;1;7; ; ; 
22765529;0;8455;10;5;3;8455;10;5
22766384;-1;24313;10;4;5;24313;10;4
22778742;-1;8439;10;4;5;8439;10;4
22787565;9;24300;310;1;5;24300;310;1
22800406;-1;8442;10;4;7; ; ; 
22801874;-1;8412;10;4;5;8412;10;4
22805095;-1;24334;10;4;5;24334;10;4
22812833;9;8427;310;1;5;8427;310;1
22813723;1;8438;110;1;3;8438;110;1
22815938;-1;8421;10;4;5;8421;10;4
22821612;0;8454;10;5;5;8454;10;5
22828400;0;8458;10;5;5;8458;10;5
22832905;-1;11678;10;4;5;11678;10;4
22859606;0;8421;10;5;5;8421;10;5
22861215;-1;24307;10;4;5;24307;10;4
22864488;9;8427;310;1;5;8427;310;1
22867019;9;8427;310;1;5;8427;310;1
22869416;7;8458;110;7;4; ; ; 
22874703;9;8454;310;1;4; ; ; 
22884281;1;24319;110;1;5;24319;110;1
22886501;9;8425;310;1;5;8425;310;1
22888854;9;8427;310;1;5;8427;310;1
22893142;0;24329;10;5;5;24329;10;5
22893500;-1;24329;10;4;3;24329;10;4
22896312;1;8438;110;1;6;24327;110;1
22901530;-1;8412;10;4;5;8412;10;4
22929502;7;8424;110;7;5;8424;110;7
22941095;9;8424;310;1;5;8424;310;1
22941802;9;8427;310;1;5;8427;310;1
22942342;7;8412;110;7;5;8412;110;7
22963192;-1;8458;10;4;5;8458;10;4
22965202;9;8425;310;1;7; ; ; 
22970576;9;24300;310;1;5;24300;310;1
22993632;9;8427;310;1;5;8427;310;1
22995537;0;8475;10;5;5;8475;10;5
22999769;1;8442;110;1;3;8442;110;1
23007431;-1;24305;10;4;4; ; ; 
23011922;-1;8475;10;4;3;8475;10;4
23017511;0;8442;10;5;3;8442;10;5
23030988;-1;24317;10;4;5;24317;10;4
23033158;0;24305;10;5;7; ; ; 
23041264;9;8429;310;1;5;8429;310;1
23062748;9;8424;310;1;5;8424;310;1
23071950;9;8429;310;1;5;8429;310;1
23077216;-1;8438;10;4;5;8438;10;4
23085790;-1;8439;10;4;5;8439;10;4
23095607;9;11678;310;1;3;11678;310;1
23098650;-1;8442;10;4;7; ; ; 
23101311;9;8425;310;1;4; ; ; 
23102020;9;8411;310;1;5;8411;310;1
23130527;7;8429;110;7;7; ; ; 
23135672;9;8425;310;1;5;8425;310;1
23141809;-1;24313;10;4;5;24313;10;4
23153024;9;8424;310;1;5;8424;310;1
23163392;0;8439;10;5;4; ; ; 
23178409;9;8411;310;1;5;8411;310;1
23192434;-1;11687;10;4;7; ; ; 
23194440;-1;24313;10;4;5;24313;10;4
23218606;-1;8458;10;4;3;8458;10;4
23222724;-1;8412;10;4;5;8412;10;4
23223594;9;24316;310;1;5;24316;310;1
23232793;-1;24302;10;4;5;24302;10;4
23235067;1;24318;110;1;6;24318;110;1
23240459;-1;8421;10;4;5;8421;10;4
23244618;0;8434;10;5;5;8434;10;5
23260852;0;24305;10;5;3;24305;10;5
23264442;-1;8442;10;4;5;8442;10;4
23265292;7;24305;110;7;6;24305;110;7
23284422;-1;24307;10;4;5;24307;10;4
23290890;9;24329;310;1;3;24329;310;1
23291720;-1;8413;10;4;5;8413;10;4
23295738;-1;24317;10;4;5;24317;10;4
23296548;-1;24318;10;4;3;24318;10;4
23298063;1;8442;110;1;3;8442;110;1
23301175;9;8425;310;1;5;8425;310;1
23305997;9;8425;310;1;3;8425;310;1
23313348;0;8435;10;5;7; ; ; 
23314468;7;8454;110;7;5;8454;110;7
23322555;9;8411;310;1;5;8411;310;1
23345243;9;8425;310;1;7; ; ; 
23350773;1;8433;110;1;3;8433;110;1
23354144;9;8454;310;1;5;8454;310;1
23365036;1;8439;110;1;5;8439;110;1
23368364;1;8439;110;1;5;8439;110;1
23376496;9;8457;310;1;5;8457;310;1
23378674;-1;8412;10;4;3;8412;10;4
23380492;-1;24338;10;4;5;24338;10;4
23381516;0;24302;10;5;5;24302;10;5
23383823;0;8458;10;5;5;8458;10;5
23385679;1;8438;110;1;3;8438;110;1
23388789;-1;24307;10;4;5;24307;10;4
23395746;-1;8433;10;4;5;8433;10;4
23401751;1;8433;110;1;7;24311;110;1
23410860;7;8438;110;7;3;8438;110;7
23413283;9;8429;310;1;7; ; ; 
23429162;9;24300;310;1;5;24300;310;1
23437148;-1;8479;10;4;5;8479;10;4
23439686;0;8457;10;5;5;8457;10;5
23442047;9;8424;310;1;5;8424;310;1
23445433;-1;8442;10;4;5;8442;10;4
23455939;9;8429;310;1;5;8429;310;1
23461751;9;8425;310;1;5;8425;310;1
23462050;1;8413;110;1;5;8413;110;1
23464527;0;8444;10;5;7; ; ; 
23468211;0;8435;10;5;3;8435;10;5
23477040;0;24313;10;5;5;24313;10;5
23495767;7;8457;110;7;5;8457;110;7
23498026;1;8439;110;1;3;8439;110;1
23499052;9;8474;310;1;5;8474;310;1
23503343;9;24316;310;1;3;24316;310;1
23507272;1;24329;110;1;5;24329;110;1
23508368;-1;24307;10;4;5;24307;10;4
23522022;9;8429;310;1;6;24316;310;1
23534545;0;8435;10;5;7; ; ; 
23536196;-1;8437;10;4;7; ; ; 
23544460;7;8454;110;7;5;8454;110;7
23554464;-1;8438;10;4;3;8438;10;4
23568353;-1;8433;10;4;7; ; ; 
23568813;-1;8438;10;4;5;8438;10;4
23579254;-1;24329;10;4;5;24329;10;4
23585973;-1;8442;10;4;4; ; ; 
23592357;1;8439;110;1;5;8439;110;1
23613830;7;8429;110;7;3;8429;110;7
23626650;9;24300;310;1;5;24300;310;1
23637365;9;8427;310;1;5;8427;310;1
23649336;0;8455;10;5;5;8455;10;5
23651595;9;8457;310;1;5;8457;310;1
23654290;0;8439;10;5;7; ; ; 
23659816;1;11687;110;1;4; ; ; 
23660117;-1;24307;10;4;5;24307;10;4
23680178;0;24313;10;5;5;24313;10;5
23693256;9;8430;310;1;5;8430;310;1
23694215;0;24305;10;5;4; ; ; 
23700082;-1;8421;10;4;5;8421;10;4
23701720;-1;8475;10;4;4; ; ; 
23704384;9;24316;310;1;3;24316;310;1
23711519;7;8457;110;7;5;8457;110;7
23716203;0;11678;10;5;5;11678;10;5
23718425;9;8424;310;1;5;8424;310;1
23727769;9;8429;310;1;5;8429;310;1
23730724;-1;8412;10;4;5;8412;10;4
23732364;-1;8442;10;4;4; ; ; 
23735060;7;8439;110;7;3;8439;110;7
23736638;7;24327;110;7;5;24327;110;7
23740264;-1;8421;10;4;5;8421;10;4
23748286;1;16895;110;1;5;16895;110;1
23752066;-1;24313;10;4;5;24313;10;4
23756650;-1;8483;10;4;3;8483;10;4
23761668;1;24327;110;1;5;24327;110;1
23770368;9;8424;310;1;5;8424;310;1
23777454;1;11687;110;1;7; ; ; 
23798475;1;8475;110;1;5;8475;110;1
23807251;7;8454;110;7;3;8454;110;7
23811880;0;8455;10;5;4; ; ; 
23818553;1;8444;110;1;7; ; ; 
23823509;9;8454;310;1;3;8454;310;1
23828498;9;8429;310;1;5;8429;310;1
23833107;9;8424;310;1;5;8424;310;1
23833174;1;24327;110;1;5;24327;110;1
23863105;-1;8454;10;4;5;8454;10;4
23895895;9;24300;310;1;5;24300;310;1
23907834;-1;8483;10;4;5;8483;10;4
23914897;9;8429;310;1;4; ; ; 
23918219;7;8424;110;7;5;8424;110;7
23919460;-1;8433;10;4;7;24305;10;4
23924704;0;8436;10;5;6;8455;10;5
23927933;0;16895;10;5;5;16895;10;5
23938996;0;8455;10;5;5;8455;10;5
23941800;-1;8439;10;4;7;24338;10;4
23948783;-1;24305;10;4;5;24305;10;4
23956774;1;8423;110;1;3;8423;110;1
23962622;9;8425;310;1;7; ; ; 
23965864;1;24319;110;1;5;24319;110;1
23971757;-1;8442;10;4;5;8442;10;4
23978088;1;8413;110;1;5;8413;110;1
23983138;-1;8458;10;4;5;8458;10;4
23985045;1;24329;110;1;6;24329;110;1
23994930;9;8429;310;1;6;8429;310;1
23997283;9;24300;310;1;4; ; ; 
23999489;9;8429;310;1;5;8429;310;1
24013496;1;8419;110;1;3;8419;110;1
24038296;9;8425;310;1;5;8425;310;1
24072696;0;8435;10;5;4; ; ; 
24074831;1;8433;110;1;4; ; ; 
24079150;9;8427;310;1;5;8427;310;1
24105178;-1;8433;10;4;4; ; ; 
24130610;9;8429;310;1;4; ; ; 
24130661;1;8457;110;1;5;8457;110;1
24146354;9;24329;310;1;4; ; ; 
24162307;9;24316;310;1;5;24316;310;1
24170540;-1;24318;10;4;5;24318;10;4
24172589;-1;8422;10;4;5;8422;10;4
24178832;-1;8436;10;4;5;8436;10;4
24184092;9;8474;310;1;5;8474;310;1
24189160;-1;8412;10;4;5;8412;10;4
24233908;1;24319;110;1;5;24319;110;1
24233919;-1;24334;10;4;3;24334;10;4
24243661;-1;11687;10;4;5;11687;10;4
24254367;9;24300;310;1;5;24300;310;1
24254795;9;8425;310;1;6;8425;310;1
24256956;9;8474;310;1;3;8474;310;1
24261188;7;11687;110;7;6;11687;110;7
24269584;9;8425;310;1;5;8425;310;1
24278186;-1;24338;10;4;5;24338;10;4
24292720;0;8457;10;5;3;8457;10;5
24325381;0;24329;10;5;3;24329;10;5
24330427;0;8455;10;5;5;8455;10;5
24335335;0;8434;10;5;5;8434;10;5
24344549;-1;24317;10;4;5;24317;10;4
24344598;-1;8433;10;4;5;8433;10;4
24348206;-1;8483;10;4;3;8483;10;4
24351475;-1;24313;10;4;5;24313;10;4
24365450;-1;8441;10;4;5;8441;10;4
24367073;-1;8454;10;4;5;8454;10;4
24368744;-1;24311;10;4;3;24311;10;4
24370388;9;8424;310;1;3;8424;310;1
24374096;9;24327;310;1;5;24327;310;1
24380929;-1;8454;10;4;5;8454;10;4
24399205;9;8424;310;1;5;8424;310;1
24400246;9;24307;310;1;5;24307;310;1
24406322;-1;8454;10;4;5;8454;10;4
24419627;7;8454;110;7;5;8454;110;7
24431159;1;8436;110;1;3;8436;110;1
24441500;9;24316;310;1;6;24316;310;1
24442362;-1;8441;10;4;5;8441;10;4
24457108;-1;8412;10;4;5;8412;10;4
24470378;0;8455;10;5;5;8455;10;5
24478838;7;8434;110;7;7; ; ; 
24491704;9;8427;310;1;4; ; ; 
24494037;-1;24313;10;4;5;24313;10;4
24496488;9;8430;310;1;3;8430;310;1
24504830;-1;24302;10;4;3;24302;10;4
24519350;1;8483;110;1;5;8483;110;1
24536890;-1;8412;10;4;5;8412;10;4
24540169;-1;24307;10;4;5;24307;10;4
24541339;-1;8436;10;4;5;8436;10;4
24547909;-1;24307;10;4;5;24307;10;4
24563155;1;8454;110;1;3;8454;110;1
24567020;9;8474;310;1;3;8474;310;1
24570292;-1;24302;10;4;7;24329;10;4
24584057;0;8455;10;5;5;8455;10;5
24584640;1;8454;110;1;3;8454;110;1
24585417;0;8433;10;5;7; ; ; 
24585692;1;8444;110;1;3;8444;110;1
24617018;0;11680;10;5;5;11680;10;5
24617360;9;24300;310;1;5;24300;310;1
24624187;-1;8438;10;4;5;8438;10;4
24625746;-1;24307;10;4;5;24307;10;4
24639051;9;24300;310;1;5;24300;310;1
24643952;0;24329;10;5;5;24329;10;5
24649031;1;24319;110;1;5;24319;110;1
24661578;0;8457;10;5;5;8457;10;5
24685989;-1;11680;10;4;5;11680;10;4
24693235;1;8444;110;1;3;8444;110;1
24698498;-1;8483;10;4;5;8483;10;4
24708173;-1;8439;10;4;3;8439;10;4
24716622;-1;8433;10;4;3;8433;10;4
24736196;9;8429;310;1;7; ; ; 
24745382;1;8439;110;1;5;8439;110;1
24751536;0;8455;10;5;5;8455;10;5
24758541;0;8458;10;5;5;8458;10;5
24758711;1;8421;110;1;5;8421;110;1
24762220;9;8425;310;1;4; ; ; 
24770043;7;8458;110;7;6;8458;110;7
24787137;9;8425;310;1;4; ; ; 
24813500;1;24311;110;1;5;24311;110;1
24819396;9;8457;310;1;5;8457;310;1
24824570;9;8429;310;1;5;8429;310;1
24826318;9;8425;310;1;5;8425;310;1
24836589;-1;8422;10;4;5;8422;10;4
24836890;9;8424;310;1;6;8424;310;1
24855214;0;8415;10;5;5;8415;10;5
24860278;-1;24318;10;4;5;24318;10;4
24866456;-1;8457;10;4;3;8457;10;4
24872316;1;8434;110;1;4; ; ; 
24883599;-1;16895;10;4;5;16895;10;4
24885808;-1;24317;10;4;5;24317;10;4
24893571;9;24316;310;1;5;24316;310;1
24908565;-1;8415;10;4;5;8415;10;4
24914132;-1;8439;10;4;6;8439;10;4
24915210;-1;8454;10;4;5;8454;10;4
24922248;-1;8441;10;4;3;8441;10;4
24926538;9;8424;310;1;5;8424;310;1
24935035;9;24329;310;1;5;24329;310;1
24937833;-1;8439;10;4;3;8439;10;4
24959937;-1;8413;10;4;5;8413;10;4
24964159;0;8433;10;5;3;8433;10;5
24973062;9;24300;310;1;5;24300;310;1
24981802;-1;24313;10;4;5;24313;10;4
24986341;7;11678;110;7;3;11678;110;7
24989838;0;8436;10;5;3;8436;10;5
24998142;-1;24305;10;4;5;24305;10;4
24999865;9;8474;310;1;5;8474;310;1
25133735;9;8429;310;1;7; ; ; 
25138753;9;8424;310;1;5;8424;310;1
25181324;9;8424;310;1;6;8457;310;1
25463242;9;8424;310;1;5;8424;310;1
25463268;9;8427;310;1;5;8427;310;1
25463642;9;8411;310;1;3;8411;310;1
25467414;9;24316;310;1;5;24316;310;1
25471045;9;8429;310;1;5;8429;310;1
25471111;9;8429;310;1;7; ; ; 
25475751;9;8430;310;1;7;8424;310;1
25477099;1;24319;110;1;5;24319;110;1
25477567;9;8425;310;1;5;8425;310;1
25479400;9;24316;310;1;5;24316;310;1
25479429;9;8430;310;1;4; ; ; 
25490620;-1;8458;10;4;5;8458;10;4
25493349;-1;8412;10;4;5;8412;10;4
25497600;0;8439;10;5;5;8439;10;5
25501628;-1;8436;10;4;3;8436;10;4
