mrun;id_familia;id_bloque;nivel;es_mujer;prioritario;lat_con_error;lon_con_error
7964360; ; ;-1;1;1;-51.728733;-72.492813
7966692; ; ;0;0;1;-53.149452;-70.908356
7974180;43; ;9;0;1;-53.16684;-70.932442
7975166; ; ;9;1;1;-53.164223;-70.916336
7983893; ; ;-1;1;0;-53.149593;-70.911652
7991705; ; ;-1;1;1;-53.175602;-70.930054
7995182; ; ;9;1;1;-53.142387;-70.900261
8000750; ; ;9;0;1;-51.73568;-72.490021
8002532; ; ;1;1;0;-53.183086;-70.944298
8005720; ; ;9;0;1;-53.163765;-70.943153
8013747; ; ;9;1;0;-51.73484;-72.486465
8018100; ; ;9;0;0;-53.159428;-70.937523
8020710; ; ;0;0;0;-53.140068;-70.898193
8023726; ; ;-1;1;0;-53.170414;-70.944244
8027747; ; ;1;0;0;-53.15337;-70.913361
8040035; ; ;-1;0;0;-53.143623;-70.896156
8044841; ; ;-1;0;0;-53.163532;-70.915878
8049327; ; ;-1;0;0;-53.164623;-70.916359
8067833; ; ;1;0;0;-53.164078;-70.916023
8076543; ; ;0;1;0;-53.164017;-70.915718
8076710; ; ;9;0;1;-53.183308;-70.947243
8087351; ; ;9;0;1;-53.163528;-70.918465
8089359; ; ;9;1;0;-53.16367;-70.92128
8091312; ; ;9;1;1;-53.151714;-70.888222
8092356; ; ;-1;1;0;-53.163811;-70.917587
8100158; ; ;9;1;0;-53.164665;-70.918503
8106416; ; ;9;0;1;-53.164486;-70.917831
8115521; ; ;9;0;1;-53.16597;-70.936615
8128589; ; ;-1;0;1;-53.163261;-70.918228
8133512; ; ;-1;1;0;-53.127365;-70.879326
8137955; ; ;-1;1;0;-53.294907;-70.368439
8137956; ; ;-1;0;1;-53.163849;-70.917694
8143862; ; ;-1;0;1;-51.721287;-72.496025
8156772; ; ;0;1;0;-53.163723;-70.916313
8166147; ; ;1;1;0;-53.164268;-70.915642
8169758; ; ;9;1;1;-51.736935;-72.503098
8188750;129; ;9;0;0;-53.154102;-70.902161
8196698; ; ;-1;1;0;-53.143482;-70.915176
8200487;79; ;7;0;0;-53.163185;-70.92701
8219760; ; ;-1;1;0;-53.143452;-70.905922
8219797; ; ;0;1;0;-53.140812;-70.892502
8220126; ; ;0;0;0;-53.163303;-70.916901
8223788; ; ;-1;1;0;-53.171169;-70.943604
8246798; ; ;0;1;0;-53.163235;-70.917168
8263269; ; ;1;0;0;-53.168903;-70.922745
8266484; ; ;1;1;0;-53.125412;-70.881187
8273296; ; ;9;1;0;-51.733295;-72.515434
8278436; ; ;-1;0;1;-53.171753;-70.938309
8297903; ; ;-1;0;0;-53.16436;-70.917213
8307373; ; ;1;0;0;-53.160099;-70.945251
8312131; ; ;0;0;0;-53.143806;-70.924522
8318416; ; ;-1;1;0;-53.167099;-70.942703
8320095; ; ;-1;0;0;-53.166664;-70.931221
8336717; ; ;-1;0;0;-53.135277;-70.892136
8339991; ; ;1;1;1;-53.164371;-70.916924
8341715;132;132;7;1;0;-53.164249;-70.917198
8346737; ; ;0;1;0;-53.156845;-70.912201
8348232;143; ;1;0;1;-53.164654;-70.915611
8365592; ; ;9;0;1;-53.164612;-70.916122
8372630; ; ;0;0;0;-53.16412;-70.915848
8373784; ; ;0;0;0;-53.164452;-70.917877
8411563; ; ;9;1;1;-51.733425;-72.517143
8413292; ; ;1;1;0;-53.162945;-70.915756
8415091; ; ;9;1;1;-53.225742;-70.639931
8418957; ; ;0;0;0;-53.29652;-70.367287
8420546; ; ;-1;1;0;-54.934669;-67.603889
8429869; ; ;0;1;0;-53.163921;-70.917419
8437751; ; ;9;1;1;-53.164257;-70.91655
8438285; ; ;1;0;0;-53.163715;-70.91304
8444331; ; ;9;0;1;-53.295998;-70.36721
8452169; ; ;9;0;0;-51.734383;-72.480064
8470286; ; ;-1;0;0;-53.143024;-70.882851
8470623; ; ;0;0;0;-53.163605;-70.943871
8475985; ; ;-1;1;0;-53.164562;-70.917191
8483830; ; ;1;1;0;-53.155449;-70.902092
8487453; ; ;-1;1;0;-53.153816;-70.907043
8491245; ; ;9;0;0;-53.155075;-70.942101
8497380; ; ;1;1;1;-53.163498;-70.915855
8498635;147; ;0;1;0;-53.16412;-70.917313
8510412; ; ;-1;0;0;-53.296074;-70.36731
8516138; ; ;9;0;0;-53.166809;-70.948227
8533467; ; ;-1;0;1;-53.164124;-70.916161
8538529; ; ;7;1;0;-53.156624;-70.931213
8553573; ; ;-1;1;0;-51.737347;-72.478134
8554163; ; ;9;0;0;-53.168056;-70.925323
8555103; ; ;7;0;1;-53.15464;-70.926895
8564402; ; ;9;0;1;-53.174229;-70.940918
8585311; ; ;0;0;0;-53.142422;-70.883247
8593058; ; ;9;0;0;-53.173;-70.920998
8594423; ; ;9;0;1;-53.142101;-70.916313
8595812; ; ;-1;1;0;-53.135532;-70.908066
8603924; ; ;-1;0;0;-53.163361;-70.915787
8603925; ; ;-1;1;0;-53.12513;-70.873245
8621216; ; ;1;1;0;-53.163639;-70.917511
8627165; ; ;-1;1;0;-53.143188;-70.905724
8628519; ; ;-1;0;0;-53.156803;-70.889984
8662699; ; ;0;0;0;-53.14576;-70.909409
8665440; ; ;9;0;1;-53.159771;-70.89843
8673223; ; ;-1;1;0;-53.1651;-70.931343
8675026; ; ;9;1;0;-53.131416;-70.874062
8679091; ; ;9;1;0;-53.16885;-70.939911
8682888; ; ;1;1;1;-53.153828;-70.929985
8688078; ; ;9;0;1;-53.173973;-70.929497
8689800; ; ;-1;0;0;-53.163033;-70.91626
8701359; ; ;9;0;1;-53.163445;-70.917709
8718499; ; ;-1;0;0;-53.134396;-70.917389
8722164; ; ;1;1;0;-53.152885;-70.946228
8729531;136;136;0;0;0;-53.178146;-70.938522
8739055; ; ;1;0;0;-53.13271;-70.891129
8757348; ; ;-1;0;1;-51.256912;-72.342209
8769547; ; ;9;0;1;-51.730785;-72.512466
8771023; ; ;0;1;1;-53.183376;-70.930038
8778939; ; ;-1;1;0;-51.734642;-72.492363
8782191;59;59;-1;0;0;-53.171021;-70.91935
8807727; ; ;9;0;1;-53.16748;-70.94194
8808509; ; ;9;0;0;-53.16328;-70.917053
8820837; ; ;9;0;1;-53.150883;-70.941032
8832891;48;48;7;0;0;-53.135197;-70.882591
8833153; ; ;0;0;0;-53.151966;-70.940773
8839576; ; ;-1;1;0;-53.14143;-70.875656
8842333; ; ;1;0;0;-53.170914;-70.932228
8845099; ; ;9;0;0;-53.164009;-70.916145
8846603; ; ;-1;0;0;-53.176674;-70.920746
8847842; ; ;7;0;0;-53.163208;-70.917572
8851988; ; ;9;0;1;-53.17255;-70.932388
8852892; ; ;-1;1;0;-53.153606;-70.922737
8857290; ; ;-1;0;0;-53.164692;-70.917931
8859762; ; ;1;0;0;-51.724789;-72.497406
8865627; ; ;9;0;1;-53.163994;-70.938919
8869231; ; ;0;0;1;-53.295689;-70.367737
8874043; ; ;9;0;1;-51.733875;-72.517715
8874044; ; ;9;0;0;-53.295906;-70.367981
8876870; ; ;9;0;1;-53.151779;-70.907188
8887155; ; ;-1;0;1;-53.159966;-70.936111
8888836; ; ;-1;0;0;-51.737591;-72.478226
8891549; ; ;-1;0;0;-53.14782;-70.883316
8893734;118;118;-1;1;0;-53.296482;-70.365349
8899941; ; ;9;1;1;-53.295719;-70.368027
8901699; ; ;-1;0;0;-53.163483;-70.917336
8907532; ; ;0;1;1;-53.14146;-70.922768
8924283; ; ;1;0;1;-53.162487;-70.942329
8927867; ; ;9;0;0;-53.163837;-70.915672
8932226; ; ;0;0;0;-53.182983;-70.939758
8936621;30;30;9;1;0;-53.161701;-70.896599
8952088;25;25;7;1;0;-53.134933;-70.901573
8997292; ; ;7;0;0;-53.139996;-70.895668
9000256; ; ;-1;0;1;-53.177952;-70.949432
9001861; ; ;-1;0;0;-53.29454;-70.362839
9004752; ; ;1;0;1;-53.160889;-70.932495
9010153;160; ;9;0;1;-51.728138;-72.502563
9023911; ; ;1;0;1;-53.163918;-70.916298
9024399;128;128;7;1;0;-53.162941;-70.916512
9027001; ; ;9;1;0;-53.163101;-70.91613
9030305; ; ;-1;0;0;-53.152901;-70.937981
9038184; ; ;9;0;1;-53.163506;-70.91745
9050620; ; ;9;0;0;-53.167553;-70.944031
9056870; ; ;-1;0;1;-53.148884;-70.901703
9069808; ; ;0;1;0;-53.156986;-70.908546
9076123; ; ;1;1;0;-53.199924;-70.936615
9076666; ; ;0;0;0;-53.153793;-70.916634
9078285; ; ;-1;0;1;-53.166378;-70.906921
9080802;7; ;0;1;1;-53.295448;-70.367004
9103473; ; ;-1;1;1;-53.163475;-70.916473
9103553; ; ;0;1;0;-53.162331;-70.898582
9104631; ; ;9;0;0;-54.934059;-67.617317
9117714; ; ;1;0;1;-53.157192;-70.900475
9126044; ; ;9;0;0;-53.145985;-70.899742
9129638; ; ;9;0;1;-53.147659;-70.931137
9132578; ; ;1;1;0;-53.156601;-70.93734
9133088; ; ;-1;1;0;-53.296864;-70.366798
9141058; ; ;0;0;0;-53.156425;-70.898216
9143213; ; ;0;1;0;-53.163906;-70.91745
9144090; ; ;0;1;0;-53.150928;-70.88829
9159247; ; ;-1;1;0;-51.733372;-72.484032
9163750; ; ;-1;0;0;-53.171238;-70.918991
9168006;99; ;9;0;0;-53.163448;-70.917847
9173869; ; ;-1;0;0;-53.163948;-70.916832
9174252; ; ;1;0;1;-51.739578;-72.492081
9198584; ; ;-1;1;0;-53.14687;-70.898903
9201146; ; ;9;1;1;-53.183243;-70.947418
9218360; ; ;0;1;0;-53.293602;-70.370125
9230509;19; ;-1;0;0;-53.132477;-70.924583
9236526; ; ;-1;1;1;-53.141315;-70.914505
9243378; ; ;7;1;1;-53.163372;-70.917252
9253533; ; ;-1;1;0;-53.17078;-70.944214
9281989; ; ;1;1;0;-53.1637;-70.915886
9283945; ; ;-1;1;0;-53.163853;-70.931473
9285135; ; ;1;1;1;-53.164139;-70.915741
9285279; ; ;9;0;0;-53.165417;-70.902855
9307520; ; ;1;1;0;-53.18045;-70.932014
9327496; ; ;-1;0;1;-53.181442;-70.947937
9335245; ; ;-1;1;0;-53.169785;-70.942101
9343363; ; ;9;1;0;-53.165676;-70.926346
9343503; ; ;1;0;0;-53.146584;-70.904465
9354181;1;1;-1;0;0;-51.722443;-72.492104
9363908; ; ;7;0;0;-53.16317;-70.917664
9370610; ; ;0;0;0;-53.149311;-70.927719
9379302; ; ;9;0;1;-53.164585;-70.916924
9387148; ; ;-1;1;0;-53.181499;-70.93914
9390974; ; ;9;0;1;-53.136093;-70.928665
9392046; ; ;9;1;1;-53.161045;-70.936134
9393889; ; ;0;1;0;-53.158592;-70.914116
9398485; ; ;-1;0;0;-53.169964;-70.924889
9407237; ; ;-1;0;0;-53.143436;-70.90435
9413741; ; ;9;0;0;-53.150009;-70.904587
9422382;96;96;0;1;1;-51.722725;-72.492722
9422656; ; ;0;0;0;-53.143082;-70.895782
9428213; ; ;0;1;0;-53.144447;-70.917229
9441945;47;47;0;0;0;-53.151821;-70.912048
9460152; ; ;9;1;1;-53.163353;-70.945946
9464338; ; ;0;0;0;-53.142006;-70.919266
9466157; ; ;-1;0;0;-54.934162;-67.604195
9470272; ; ;9;0;1;-51.733013;-72.51738
9473856; ; ;-1;1;1;-53.158928;-70.944817
9488677; ; ;9;0;1;-53.163818;-70.917534
9495365; ; ;9;0;1;-53.163876;-70.917801
9497226;132;132;-1;0;0;-53.163544;-70.918251
9503593;110; ;0;1;0;-53.153404;-70.888565
9504324; ; ;9;0;0;-53.137138;-70.910927
9504566;111;111;-1;0;1;-53.141533;-70.893944
9510846; ; ;-1;0;0;-53.147087;-70.912918
9533261; ; ;-1;0;0;-53.155201;-70.938293
9535180; ; ;-1;1;0;-53.164108;-70.918259
9535446; ; ;9;1;1;-53.162659;-70.878624
9536867; ; ;9;0;1;-53.164265;-70.917915
9536885; ; ;1;0;0;-53.163258;-70.915909
9548099; ; ;9;1;1;-53.174057;-70.924347
9551904; ; ;0;1;1;-53.166298;-70.911209
9561141; ; ;9;0;1;-53.141705;-70.928642
9561374; ; ;9;0;1;-53.161896;-70.941185
9582497; ; ;-1;1;0;-53.163654;-70.918068
9607962; ; ;-1;0;1;-53.154564;-70.925537
9616794; ; ;-1;0;0;-53.160736;-70.942268
9639785; ; ;9;1;1;-53.164478;-70.917648
9652759; ; ;0;1;1;-53.151146;-70.905113
9661803;142; ;-1;1;0;-53.163494;-70.917603
9662618; ; ;9;0;1;-53.164032;-70.906517
9671395; ; ;9;0;0;-53.163628;-70.917747
9691936; ; ;-1;1;1;-53.156849;-70.923012
9692406; ; ;9;0;0;-53.296314;-70.366745
9706811; ; ;1;1;1;-53.164654;-70.917305
9717859; ; ;0;1;0;-53.16132;-70.943489
9723029; ; ;1;0;0;-53.168278;-70.9319
9731570; ; ;9;1;1;-53.137695;-70.895531
9739359; ; ;-1;1;0;-53.156216;-70.93895
9745519;29; ;9;0;1;-53.167881;-70.929993
9753876; ; ;1;0;0;-53.163654;-70.93145
9763548; ; ;-1;1;1;-53.163342;-70.916824
9768712; ; ;-1;1;0;-53.163651;-70.915909
9770134; ; ;-1;1;0;-53.124538;-70.871971
9774930; ; ;-1;0;1;-53.145538;-70.922447
9785988; ; ;-1;0;0;-53.161602;-70.913887
9786407; ; ;9;0;0;-53.164577;-70.917969
9804150; ; ;0;1;0;-53.14328;-70.903633
9811162; ; ;9;1;1;-53.168251;-70.92836
9819545; ; ;0;0;0;-52.650192;-71.465103
9819575; ; ;9;1;1;-53.148636;-70.930611
9819819; ; ;9;0;1;-52.507275;-71.439392
9820338; ; ;0;1;0;-53.13879;-70.930702
9820806; ; ;9;0;1;-53.163399;-70.918388
9828043;157; ;9;0;0;-53.163876;-70.9179
9841379; ; ;9;1;0;-53.163612;-70.916611
9842715; ; ;1;0;0;-53.150509;-70.909744
9856017; ; ;9;0;0;-53.165077;-70.942711
9897985; ; ;-1;1;0;-53.153782;-70.939644
9906594; ; ;-1;1;0;-53.138;-70.911682
9909401; ; ;0;1;0;-53.124397;-70.885368
9909853; ; ;-1;0;0;-53.164772;-70.942314
9921748; ; ;-1;1;0;-53.167824;-70.946419
9922787; ; ;9;1;1;-53.159832;-70.904045
9939990; ; ;-1;0;0;-53.162582;-70.911797
9945485; ; ;9;1;1;-53.295341;-70.366539
9945569; ; ;9;1;1;-51.732559;-72.516579
9979574; ; ;-1;0;0;-53.134342;-70.930016
9992061; ; ;-1;0;0;-53.161446;-70.943443
9993997; ; ;-1;1;0;-53.162968;-70.917358
10003217; ; ;9;1;1;-53.16325;-70.915955
10003534; ; ;-1;1;1;-53.148457;-70.900078
10013219; ; ;-1;0;1;-51.724766;-72.497231
10027276; ; ;-1;0;1;-53.1647;-70.915947
10030134; ; ;-1;0;0;-53.149746;-70.904831
10046258; ; ;9;1;0;-53.296535;-70.367096
10066822; ; ;-1;0;0;-53.146748;-70.90303
10090518; ; ;-1;0;0;-53.163002;-70.916573
10092615; ; ;9;1;0;-53.164116;-70.918312
10107940; ; ;1;1;0;-53.137264;-70.921654
10130107;82; ;9;0;0;-53.13625;-70.918945
10130617; ; ;0;0;0;-54.793171;-68.278366
10133810; ; ;0;0;0;-53.162941;-70.941849
10186433; ; ;-1;1;0;-53.161545;-70.941597
10190886; ; ;0;1;0;-53.294914;-70.371399
10195480; ; ;7;0;0;-53.151459;-70.944199
10198815; ; ;9;0;1;-53.164005;-70.916229
10198970;148; ;-1;1;1;-51.740788;-72.483047
10206889; ; ;7;0;0;-53.144272;-70.919289
10216062; ; ;-1;1;0;-53.163399;-70.916252
10223911; ; ;9;0;0;-53.168762;-70.933846
10226965; ; ;0;0;0;-53.135727;-70.922562
10228264; ; ;-1;1;0;-53.142467;-70.907326
10234018; ; ;9;1;0;-51.734818;-72.476196
10238317; ; ;9;1;0;-53.167606;-70.942734
10239281; ; ;-1;0;0;-53.158024;-70.938828
10245467; ; ;9;0;1;-53.295322;-70.377457
10245990; ; ;9;1;0;-53.14024;-70.898689
10277581; ; ;0;0;0;-53.164112;-70.918587
10283793; ; ;-1;0;0;-53.1614;-70.948563
10296328; ; ;9;0;1;-53.164131;-70.943634
10305376; ; ;0;0;0;-53.157261;-70.938034
10309536; ; ;-1;0;0;-53.168007;-70.922615
10311538; ; ;9;0;0;-53.148399;-70.900352
10325443; ; ;-1;1;0;-53.136909;-70.89991
10332441; ; ;-1;1;0;-53.133598;-70.927788
10342127; ; ;-1;0;1;-51.725044;-72.506409
10352362; ; ;9;1;1;-53.15564;-70.915291
10366110; ; ;0;0;0;-53.173389;-70.930862
10370909; ; ;-1;1;1;-49.293064;-74.738861
10373621; ; ;-1;1;0;-53.175053;-70.922409
10376927; ; ;-1;0;0;-51.732368;-72.494209
10419345; ; ;0;1;0;-53.152142;-70.889687
10428316; ; ;9;0;0;-53.141247;-70.89109
10433016; ; ;-1;0;0;-53.155224;-70.94178
10456946; ; ;9;1;1;-53.141193;-70.914413
10459555; ; ;9;1;1;-53.133579;-70.923645
10463031; ; ;-1;0;0;-53.127472;-70.9179
10473539; ; ;-1;1;0;-53.162724;-70.916397
10481742;97; ;7;1;0;-51.724709;-72.510544
10491704; ; ;0;1;0;-53.163467;-70.915741
10493946; ; ;-1;0;0;-53.149803;-70.903831
10502909; ; ;9;1;1;-51.73288;-72.517174
10502910; ; ;9;0;1;-53.164368;-70.916481
10506599; ; ;-1;1;0;-53.1745;-70.929985
10520590; ; ;-1;0;1;-53.164497;-70.91732
10525941; ; ;-1;1;0;-53.132114;-70.913391
10535105; ; ;-1;1;0;-51.735023;-72.490402
10536213; ; ;0;1;0;-53.153225;-70.935455
10536579; ; ;9;0;1;-53.162159;-70.897293
10538767; ; ;0;0;0;-53.124157;-70.879486
10556371; ; ;9;0;1;-53.134872;-70.920631
10563790; ; ;-1;1;0;-53.136765;-70.923912
10573943; ; ;-1;1;0;-51.739113;-72.485718
10575169;144; ;-1;0;0;-53.163116;-70.915726
10575687; ; ;-1;1;0;-53.164021;-70.915871
10585108; ; ;0;0;0;-53.136436;-70.917862
10585408; ; ;9;1;0;-53.142578;-70.915314
10587034; ; ;9;0;1;-53.163086;-70.897522
10593233; ; ;-1;0;0;-53.164646;-70.916656
10606199; ; ;9;0;1;-53.164406;-70.918114
10609683; ; ;0;0;0;-53.293175;-70.369408
10611318; ; ;-1;0;0;-51.725544;-72.498421
10614854; ; ;-1;1;0;-53.1633;-70.926704
10619959;10;10;0;0;0;-53.124691;-70.884621
10626883; ; ;-1;1;0;-53.130634;-70.913406
10627583; ; ;9;1;0;-53.167759;-70.93351
10631702; ; ;0;0;0;-53.158932;-70.947128
10636357; ; ;-1;1;0;-53.164288;-70.917847
10639172; ; ;9;0;1;-51.723743;-72.559319
10639754; ; ;9;0;0;-53.139202;-70.89798
10644946; ; ;-1;1;1;-53.16148;-70.936745
10652893; ; ;0;0;0;-53.163109;-70.916679
10652967; ; ;1;0;0;-53.162357;-70.896149
10664642; ; ;-1;0;0;-53.154751;-70.909851
10666280; ; ;-1;0;1;-53.171265;-70.928177
10675824; ; ;0;1;1;-53.176437;-70.923035
10676908; ; ;0;1;0;-53.143414;-70.882957
10678641; ; ;9;0;1;-53.162975;-70.917915
10686464; ; ;9;1;1;-53.156101;-70.898857
10692921; ; ;-1;0;0;-53.164314;-70.916199
10695616; ; ;-1;1;0;-53.162952;-70.918411
10707163; ; ;-1;0;0;-53.163425;-70.942093
10711523; ; ;-1;0;0;-53.163174;-70.917206
10712908; ; ;-1;0;1;-53.163223;-70.917458
10724466; ; ;1;1;0;-53.162979;-70.916496
10742266; ; ;1;0;0;-53.165146;-70.909027
10743137;93; ;7;1;1;-53.163448;-70.918388
10746461; ; ;-1;1;0;-53.166729;-70.938049
10766803; ; ;1;0;0;-53.16795;-70.932953
10775939; ; ;9;1;1;-51.723282;-72.474152
10781383; ; ;0;1;1;-53.151943;-70.943871
10811366; ; ;9;0;1;-51.740051;-72.480682
10824302; ; ;0;0;0;-53.154224;-70.933952
10833871; ; ;1;1;0;-53.170483;-70.787308
10848599; ; ;9;1;1;-53.17141;-70.927307
10853906; ; ;0;0;0;-53.176781;-70.931221
10861241; ; ;0;1;0;-53.138378;-70.872055
10863403; ; ;-1;0;0;-53.130253;-70.918488
10869648; ; ;9;1;0;-53.167988;-70.942986
10872475; ; ;-1;1;0;-52.946636;-71.131531
10873591; ; ;-1;1;0;-53.154324;-70.935234
10873624; ; ;0;1;0;-53.155132;-70.923836
10876418; ; ;9;1;1;-53.148445;-70.892418
10886836; ; ;-1;0;0;-53.162949;-70.918365
10888780; ; ;0;0;0;-51.730377;-72.496178
10892967; ; ;1;1;1;-51.72052;-72.493179
10896731;11; ;9;1;1;-51.734081;-72.517334
10910565; ; ;1;0;0;-53.137508;-70.892227
10917177; ; ;0;1;0;-53.142906;-70.894699
10924086; ; ;9;0;0;-53.160347;-70.94783
10927381; ; ;9;1;1;-53.145363;-70.943184
10936050; ; ;-1;1;0;-53.152481;-70.940865
10940016; ; ;0;0;0;-53.059113;-70.862411
10964386; ; ;9;0;0;-53.15976;-70.897224
10967454; ; ;-1;1;0;-53.149178;-70.912323
10967823; ; ;-1;1;1;-51.732651;-72.515846
10969108; ; ;9;1;1;-53.295128;-70.366951
11000002; ; ;0;1;0;-53.137897;-70.906609
11004670; ; ;9;0;1;-51.740044;-72.490067
11007995; ; ;0;1;1;-52.71579;-69.251358
11017297; ; ;0;0;0;-53.147644;-70.90596
11024376; ; ;-1;1;0;-53.142853;-70.88797
11066820; ; ;9;0;1;-53.164204;-70.917641
11069918; ; ;9;0;1;-53.167992;-70.943779
11071304; ; ;1;0;0;-53.140907;-70.897598
11090473; ; ;1;0;0;-53.164356;-70.915993
11094183; ; ;9;1;1;-51.731316;-72.498245
11095125; ; ;-1;1;0;-53.160179;-70.937172
11101405; ; ;1;1;0;-53.163143;-70.916389
11105566; ; ;9;1;1;-53.164528;-70.918449
11111152; ; ;-1;0;0;-53.162308;-70.897507
11114726; ; ;9;0;1;-53.217983;-70.631157
11127517; ; ;9;1;0;-53.184246;-70.933327
11139251; ; ;9;0;0;-53.163509;-70.917282
11141497; ; ;-1;1;0;-53.296375;-70.375801
11150101;101; ;1;0;0;-53.174976;-70.928642
11170728; ; ;9;1;1;-53.1637;-70.916031
11171172; ; ;-1;1;1;-51.733562;-72.48568
11173627; ; ;9;1;1;-51.739182;-72.48716
11174718; ; ;-1;1;0;-53.173145;-70.945099
11178531; ; ;-1;0;1;-53.164131;-70.91642
11193219; ; ;-1;0;1;-53.148876;-70.901505
11193413; ; ;9;1;0;-53.155323;-70.90184
11210841; ; ;0;0;0;-53.125488;-70.878639
11216250; ; ;9;1;1;-53.163662;-70.917961
11219992; ; ;-1;1;0;-53.140778;-70.895706
11227686; ; ;-1;0;0;-53.146118;-70.940536
11233826;77; ;1;1;0;-53.164261;-70.93782
11243038; ; ;-1;0;1;-53.295692;-70.370972
11247156; ; ;-1;0;1;-53.295586;-70.366417
11253810; ; ;-1;0;0;-53.164337;-70.917084
11257962;85; ;9;0;0;-53.131824;-70.926346
11263995; ; ;-1;0;0;-53.164268;-70.915916
11270024; ; ;-1;0;1;-51.738846;-72.487442
11273870; ; ;9;1;0;-53.147984;-70.93544
11286829;153; ;9;1;1;-51.73267;-72.493195
11290516; ; ;7;1;1;-51.738884;-72.492653
11301081; ; ;9;0;0;-53.136559;-70.922218
11312266; ; ;1;1;0;-53.138042;-70.921394
11321416; ; ;-1;0;0;-53.142662;-70.89975
11324630; ; ;9;1;1;-51.739281;-72.480568
11337105; ; ;-1;0;0;-51.727428;-72.507393
11341576; ; ;1;1;0;-53.164688;-70.917694
11348562; ; ;9;1;1;-53.163937;-70.917473
11351654; ; ;9;0;1;-53.142082;-70.878716
11357518; ; ;9;1;1;-53.163479;-70.916878
11360957; ; ;-1;0;0;-51.740616;-72.486038
11386537; ; ;-1;1;0;-53.162697;-70.897346
11395551; ; ;1;1;0;-53.16301;-70.91732
11406717; ; ;0;1;0;-53.141251;-70.914734
11406903; ; ;9;0;1;-53.168591;-70.944069
11458636; ; ;0;0;0;-53.142353;-70.901535
11465732; ; ;-1;1;1;-53.178604;-70.948555
11479722; ; ;-1;0;0;-53.163433;-70.91571
11482951; ; ;1;0;0;-53.150272;-70.931969
11495911; ; ;0;1;0;-53.159592;-70.904503
11497657; ; ;-1;0;0;-53.177155;-70.944008
11499989; ; ;-1;1;0;-53.138958;-70.906319
11507244;54;54;1;0;1;-53.164375;-70.918541
11509599; ; ;1;1;0;-53.160019;-70.890671
11515319; ; ;9;0;1;-53.163235;-70.917244
11516340; ; ;-1;0;0;-53.159943;-70.912102
11521277; ; ;9;1;1;-53.163986;-70.917496
11521280; ; ;9;0;1;-53.162979;-70.916679
11522138; ; ;9;0;0;-53.175896;-70.93116
11525747; ; ;0;0;1;-51.730896;-72.496155
11541829; ; ;9;0;1;-53.163815;-70.916489
11567200; ; ;-1;0;1;-53.163246;-70.917709
11567362; ; ;0;1;0;-53.160877;-70.925903
11569183; ; ;9;0;1;-51.740448;-72.491394
11595493; ; ;-1;1;0;-53.163464;-70.917336
11602066; ; ;-1;0;1;-54.934227;-67.617561
11603086; ; ;0;0;0;-53.163872;-70.916565
11607980; ; ;1;0;0;-53.140156;-70.914757
11612345; ; ;7;1;0;-53.164398;-70.936531
11615649; ; ;9;0;0;-53.158363;-70.932518
11619378; ; ;0;0;0;-53.164467;-70.918434
11625901; ; ;-1;1;0;-53.16354;-70.91745
11646770; ; ;-1;1;0;-51.732193;-72.509865
11650651; ; ;9;0;0;-53.163002;-70.916893
11661945; ; ;9;1;1;-51.736763;-72.503639
11671501; ; ;0;0;0;-53.154682;-70.908607
11672142; ; ;-1;0;1;-53.155769;-70.943115
11672848; ; ;0;0;0;-53.163895;-70.917801
11686595; ; ;-1;0;0;-53.295517;-70.366173
11697449; ; ;0;0;1;-53.155594;-70.921165
11701178; ; ;0;0;0;-53.152439;-70.912376
11704972; ; ;1;0;0;-53.140499;-70.89389
11716649; ; ;-1;1;1;-53.163055;-70.943085
11717917; ; ;9;0;0;-53.12603;-70.877922
11721341; ; ;9;1;1;-53.149437;-70.889336
11745602; ; ;9;1;1;-53.161297;-70.92131
11749402; ; ;9;1;0;-53.171894;-70.918732
11755329; ; ;7;1;1;-53.163322;-70.917046
11757000; ; ;9;1;0;-53.133568;-70.923843
11758315; ; ;-1;1;1;-53.163849;-70.916016
11759221; ; ;-1;0;1;-54.937199;-67.607101
11761202; ; ;0;1;0;-53.162971;-70.917603
11779674; ; ;-1;1;0;-53.163277;-70.915993
11780480; ; ;1;1;0;-53.163963;-70.917389
11796403; ; ;0;0;1;-51.732559;-72.515671
11797623; ; ;9;0;0;-53.164257;-70.917305
11806785; ; ;-1;0;1;-51.72121;-72.493355
11813228; ; ;-1;1;1;-53.164555;-70.916832
11828387; ; ;-1;0;0;-53.164631;-70.918213
11830331; ; ;-1;0;0;-53.157566;-70.901321
11834807; ; ;-1;0;0;-53.161114;-70.945908
11840102; ; ;-1;1;0;-53.129425;-70.902466
11842186; ; ;-1;0;1;-53.123543;-70.883316
11854478; ; ;-1;0;0;-53.142445;-70.90123
11859352; ; ;9;0;0;-53.181156;-70.93631
11866410;36; ;-1;0;1;-51.740517;-72.491013
11875764; ; ;9;0;0;-51.732883;-72.517403
11879439; ; ;9;0;0;-51.733738;-72.515709
11884956; ; ;1;0;0;-51.7379;-72.493668
11912870; ; ;-1;1;1;-53.163597;-70.920235
11914217; ; ;7;1;0;-53.13448;-70.906815
11922673;139; ;-1;1;1;-51.730392;-72.492378
11924530; ; ;9;1;1;-53.134632;-70.92379
11929243; ; ;1;1;0;-53.163277;-70.915695
11930597; ; ;-1;0;0;-53.16391;-70.917389
11932935; ; ;-1;0;0;-53.12923;-70.870369
