mrun;id_familia;id_bloque;nivel;es_mujer;prioritario;lat_con_error;lon_con_error
422370; ; ;9;1;1;-53.171749;-70.921227
443134; ; ;-1;1;0;-53.164009;-70.918373
444757; ; ;-1;0;0;-53.175579;-70.938713
451226;60;60;-1;1;0;-51.733868;-72.509377
452098; ; ;-1;1;0;-53.131912;-70.870819
457907; ; ;9;0;1;-51.72142;-72.494583
462049; ; ;1;0;1;-53.163025;-70.917061
463089; ; ;-1;0;0;-53.167534;-70.936874
464891; ; ;0;1;0;-53.159187;-70.897774
468826; ; ;-1;0;1;-51.740227;-72.487762
499192; ; ;9;0;0;-53.166946;-70.934418
500774; ; ;0;1;0;-53.146084;-70.920975
524187;40; ;1;1;0;-53.162975;-70.917725
526488; ; ;-1;0;1;-53.333183;-70.050804
565108;75;75;-1;0;0;-53.135426;-70.888908
569340; ; ;0;1;0;-53.131603;-70.922066
573647; ; ;1;0;0;-53.155907;-70.904007
576951; ; ;9;1;1;-53.160088;-70.933807
577844; ; ;1;0;0;-53.155205;-70.938728
581418;46; ;9;0;0;-53.163227;-70.916008
596350; ; ;-1;1;0;-53.140343;-70.902321
606372; ; ;-1;0;1;-51.733856;-72.51593
615503; ; ;-1;1;1;-53.142216;-70.904922
635479;82; ;0;1;0;-53.137344;-70.92041
636466; ; ;-1;0;1;-53.168522;-70.940903
644193; ; ;0;0;0;-53.14518;-70.933372
651822; ; ;9;1;1;-53.106537;-70.890274
658517; ; ;-1;1;1;-53.166698;-70.940613
667398; ; ;-1;0;0;-53.083878;-70.877312
672754; ; ;-1;0;0;-53.145901;-70.888794
673405; ; ;-1;0;1;-53.152462;-70.943382
680210; ; ;9;0;0;-53.161209;-70.91806
681559; ; ;-1;0;0;-53.143116;-70.926743
685648; ; ;9;1;1;-53.158424;-70.903168
693547; ; ;-1;1;1;-53.158062;-70.934303
693593; ; ;-1;1;0;-53.147465;-70.925827
700194; ; ;7;0;1;-53.172958;-70.934715
701460; ; ;9;0;0;-53.147179;-70.913155
710788; ; ;-1;0;1;-51.733234;-72.517479
715445; ; ;9;0;1;-53.14444;-70.921204
729270; ; ;-1;0;0;-53.162933;-70.916557
733805; ; ;-1;1;0;-53.163326;-70.918457
735075; ; ;9;1;1;-51.739143;-72.481712
735981; ; ;-1;0;1;-51.739838;-72.479988
740769; ; ;1;1;1;-51.737816;-72.4795
758028;104; ;0;0;0;-53.183029;-70.943184
768654; ; ;0;0;0;-53.164112;-70.917366
771925; ; ;9;1;1;-51.732525;-72.516945
790826; ; ;0;1;0;-53.146816;-70.913818
807521; ; ;9;1;1;-53.221916;-70.641182
815005; ; ;1;0;0;-53.159367;-70.90625
822731; ; ;0;0;1;-53.149628;-70.929794
823920; ; ;-1;0;0;-53.164001;-70.916306
827484; ; ;9;0;1;-53.164421;-70.915947
833209; ; ;1;0;0;-53.15337;-70.91671
833458; ; ;-1;1;1;-51.739952;-72.486298
835909; ; ;-1;0;0;-53.167244;-70.926323
842863; ; ;9;0;0;-53.163979;-70.916206
854184; ; ;0;1;0;-53.147667;-70.898468
856570; ; ;9;0;0;-51.731613;-72.497658
859087; ; ;-1;1;1;-53.168736;-70.944267
875047; ; ;9;1;1;-51.741028;-72.491508
885452;66; ;-1;0;0;-53.162979;-70.917854
894377; ; ;9;0;0;-53.178715;-70.935875
897166; ; ;9;0;1;-53.136471;-70.92897
898252;88; ;0;0;1;-53.164574;-70.915985
899536; ; ;1;0;0;-53.156792;-70.936317
915104; ; ;9;0;1;-53.144482;-70.930786
923657; ; ;7;0;0;-53.162933;-70.917831
924076; ; ;-1;1;0;-53.139481;-70.9049
936112; ; ;-1;0;1;-51.735989;-72.478249
939474; ; ;-1;0;0;-53.166706;-70.949402
952138; ; ;9;0;1;-53.164078;-70.916885
953531; ; ;0;1;0;-53.162868;-70.92173
960107; ; ;9;0;1;-53.135288;-70.920517
961934; ; ;0;1;0;-53.163254;-70.918518
966961; ; ;-1;1;0;-53.153629;-70.91021
977497;12; ;1;0;0;-53.140209;-70.897293
993720; ; ;-1;1;0;-53.163464;-70.918129
1005746; ; ;-1;1;0;-53.165054;-70.942413
1006389; ; ;7;0;0;-53.163391;-70.916702
1012376; ; ;7;0;0;-53.163982;-70.940018
1021374; ; ;-1;0;0;-53.174706;-70.940773
1028846; ; ;1;1;0;-53.16362;-70.916733
1033074; ; ;0;0;1;-53.136162;-70.923645
1034071; ; ;9;0;0;-53.144604;-70.917656
1034501; ; ;9;0;0;-53.163738;-70.917023
1066094; ; ;-1;0;1;-53.163807;-70.918114
1081047; ; ;0;1;0;-53.164669;-70.918022
1091731; ; ;-1;1;0;-53.135971;-70.923904
1094209; ; ;0;0;0;-53.135155;-70.909805
1100171; ; ;-1;1;1;-53.163975;-70.918312
1102298; ; ;9;0;1;-53.295467;-70.367554
1116787; ; ;9;0;1;-53.132923;-70.927635
1126339; ; ;9;0;1;-51.739021;-72.48687
1129968; ; ;-1;0;0;-53.142933;-70.914352
1139829; ; ;-1;0;0;-53.163193;-70.915733
1150351; ; ;1;0;0;-53.169765;-70.946129
1153540; ; ;9;0;1;-53.293377;-70.363457
1159757; ; ;-1;1;0;-53.171776;-70.920349
1181351; ; ;0;0;1;-53.163937;-70.917412
1197352; ; ;0;1;0;-53.169628;-70.935188
1207545; ; ;0;0;0;-53.143379;-70.899834
1217853; ; ;9;1;0;-53.14262;-70.900673
1230885; ; ;-1;1;1;-53.167099;-70.937431
1232100; ; ;-1;0;0;-53.152252;-70.930061
1249543; ; ;-1;1;0;-51.737293;-72.483398
1256155; ; ;1;0;0;-53.149189;-70.911469
1256646;131;131;-1;0;0;-53.14378;-70.90728
1258878; ; ;-1;1;0;-51.739071;-72.48233
1268266;113; ;7;1;0;-53.147038;-70.902985
1268612; ; ;-1;1;0;-53.164169;-70.917664
1293977; ; ;0;1;0;-53.160442;-70.89595
1297390; ; ;0;0;0;-53.164589;-70.916229
1301542; ; ;-1;1;0;-51.726116;-72.497513
1304620; ; ;9;0;0;-53.163399;-70.912354
1308011; ; ;9;1;0;-53.164555;-70.91613
1309705;15; ;9;1;1;-53.295044;-70.371559
1312574; ; ;9;1;0;-53.168617;-70.929909
1324547; ; ;-1;0;1;-53.151211;-70.907204
1326134; ; ;-1;0;0;-53.147682;-70.934822
1329370; ; ;1;0;1;-53.163158;-70.916542
1343681; ; ;9;0;0;-53.174259;-70.93206
1356234; ; ;1;0;0;-53.160618;-70.930862
1357068; ; ;9;1;1;-53.163143;-70.917259
1358867; ; ;1;0;0;-53.133205;-70.922974
1360920; ; ;-1;0;0;-53.163151;-70.917839
1365932; ; ;1;0;0;-53.164036;-70.917091
1369699; ; ;-1;0;1;-53.164017;-70.916367
1373008; ; ;9;0;0;-53.16423;-70.918213
1376916; ; ;9;1;1;-53.163857;-70.916588
1401265; ; ;-1;0;1;-53.143806;-70.904129
1410278; ; ;9;0;0;-53.129322;-70.912369
1413259; ; ;-1;0;1;-53.164173;-70.916893
1422825; ; ;9;0;0;-51.734489;-72.490608
1431858; ; ;-1;1;0;-53.143044;-70.897072
1445276; ; ;9;0;0;-53.160458;-70.939217
1451613; ; ;-1;1;1;-53.165241;-70.94558
1452055;14; ;9;1;0;-53.163612;-70.918526
1464643; ; ;0;0;0;-53.140003;-70.894531
1473382; ; ;-1;0;1;-53.163311;-70.917633
1484689; ; ;9;1;0;-53.163128;-70.917793
1490863; ; ;-1;1;0;-53.164341;-70.916046
1513104; ; ;-1;1;0;-53.163521;-70.917709
1514269; ; ;-1;1;0;-53.158382;-70.893143
1521460; ; ;0;1;0;-53.137817;-70.893684
1546986; ; ;-1;0;0;-53.164219;-70.917755
1548219; ; ;9;1;0;-53.161552;-70.930077
1562693; ; ;0;0;0;-53.179691;-70.924446
1589123; ; ;-1;0;0;-53.162964;-70.916954
1591128; ; ;0;1;0;-53.163021;-70.916069
1593418; ; ;-1;1;0;-53.164242;-70.918411
1611255; ; ;-1;1;0;-53.163628;-70.917664
1616557; ; ;9;0;0;-51.734024;-72.499245
1617944; ; ;9;1;1;-53.130535;-70.873215
1628248; ; ;-1;0;0;-53.164124;-70.916298
1640020; ; ;-1;0;0;-53.174454;-70.936195
1648657; ; ;9;1;0;-53.160366;-70.932678
1649185; ; ;9;1;0;-53.164436;-70.916428
1662769; ; ;0;1;0;-53.163277;-70.91626
1673975; ; ;-1;1;0;-53.176395;-70.938293
1681878; ; ;9;1;0;-53.164051;-70.915672
1686652; ; ;0;1;0;-51.72998;-72.508751
1698514; ; ;-1;1;0;-53.164059;-70.915939
1703937; ; ;1;1;0;-53.138992;-70.917763
1710708; ; ;-1;1;0;-53.142437;-70.905869
1718921; ; ;9;0;0;-53.295689;-70.36689
1735262; ; ;1;0;1;-53.166088;-70.932533
1745612; ; ;-1;0;0;-53.175774;-70.942238
1759497; ; ;1;1;0;-53.164009;-70.916451
1760297; ; ;-1;1;0;-53.172535;-70.922813
1762342;23;23;1;1;0;-53.147133;-70.9011
1767082; ; ;9;0;0;-53.16431;-70.917435
1768529; ; ;0;1;0;-53.151318;-70.922028
1771721; ; ;-1;0;0;-51.730568;-72.498589
1784011;12; ;9;1;1;-53.160961;-70.931488
1784094; ; ;9;1;0;-53.155025;-70.897491
1793020; ; ;9;0;1;-53.164459;-70.916786
1793339; ; ;9;0;1;-51.739368;-72.493378
1794444; ; ;0;0;0;-53.171944;-70.921082
1800406; ; ;0;1;0;-53.142834;-70.884491
1806487; ; ;-1;1;1;-53.162945;-70.918465
1838705; ; ;9;0;0;-51.734528;-72.500938
1838838; ; ;9;1;0;-53.128052;-70.918686
1842235; ; ;0;1;0;-53.164196;-70.91555
1854506; ; ;-1;1;0;-53.159294;-70.900864
1854876; ; ;0;1;0;-53.144257;-70.882957
1855063; ; ;9;0;0;-53.296211;-70.366684
1878115; ; ;9;0;0;-53.291096;-70.362617
1893270; ; ;-1;0;1;-51.732395;-72.501717
1921507;64; ;0;1;0;-53.142475;-70.893829
1922900; ; ;9;0;0;-53.295837;-70.367447
1925181; ; ;0;0;1;-53.151386;-70.943871
1941315; ; ;-1;0;1;-53.155003;-70.939102
1969475; ; ;-1;1;1;-53.163071;-70.917709
1983912; ; ;-1;0;1;-51.730118;-72.49453
1985491; ; ;0;0;1;-53.154747;-70.937508
1985961; ; ;9;0;0;-53.143257;-70.906822
2008726; ; ;9;1;1;-51.731266;-72.482925
2021562; ; ;-1;1;0;-53.149345;-70.914185
2023165; ; ;-1;1;0;-53.183395;-70.935143
2024178; ; ;0;1;0;-53.136539;-70.888321
2030289; ; ;0;1;0;-53.16309;-70.918297
2045740; ; ;-1;1;0;-53.172218;-70.935013
2049838; ; ;9;1;1;-53.170128;-70.92897
2063087; ; ;-1;1;0;-53.162945;-70.916946
2065263; ; ;9;1;0;-53.12833;-70.865967
2066353; ; ;-1;0;1;-51.720165;-72.493744
2068888; ; ;9;1;0;-53.171421;-70.921265
2069154; ; ;0;1;0;-53.1474;-70.934387
2085569; ; ;7;0;1;-53.173489;-70.966484
2091645; ; ;-1;1;1;-53.164394;-70.916862
2092615; ; ;9;1;1;-51.733173;-72.484535
2099023; ; ;9;0;0;-53.136734;-70.915558
2106606; ; ;9;0;1;-51.7407;-72.488991
2114855; ; ;9;1;0;-53.160534;-70.908302
2118883; ; ;0;0;0;-53.155758;-70.935379
2121596; ; ;-1;1;0;-53.14547;-70.940765
2123717; ; ;9;0;0;-53.150314;-70.943062
2124113;91; ;-1;1;1;-51.738979;-72.480904
2124301; ; ;-1;1;0;-53.169277;-70.947823
2125988; ; ;-1;1;0;-53.163372;-70.917778
2140285;163;163;7;1;0;-53.164265;-70.918076
2141251; ; ;-1;0;0;-53.164253;-70.916916
2156243; ; ;1;1;0;-53.164066;-70.916641
2159013; ; ;9;0;1;-53.167603;-70.938866
2170862; ; ;-1;1;1;-53.164608;-70.915588
2185827; ; ;-1;1;0;-53.165337;-70.927368
2191139; ; ;-1;1;1;-53.144463;-70.923775
2191402; ; ;0;0;0;-53.16082;-70.925438
2194123; ; ;-1;0;0;-51.740673;-72.485588
2206270;124;124;-1;0;0;-53.161816;-70.947784
2223365; ; ;-1;0;0;-53.163651;-70.916206
2225840; ; ;-1;0;0;-53.165291;-70.943703
2232067; ; ;-1;1;1;-53.154995;-70.940208
2241811; ; ;-1;1;0;-51.727329;-72.50235
2260416; ; ;-1;0;1;-53.161404;-70.924255
2266289; ; ;9;0;1;-53.164642;-70.912552
2274429; ; ;9;1;0;-53.182003;-70.938194
2283458; ; ;0;1;0;-53.157459;-70.898239
2287603; ; ;-1;0;0;-53.163105;-70.917007
2288503; ; ;9;0;0;-51.734196;-72.487358
2313934; ; ;1;0;0;-53.147236;-70.91964
2329161; ; ;-1;1;0;-51.730721;-72.506836
2356919; ; ;-1;0;1;-53.164684;-70.916687
2361035; ; ;-1;1;1;-51.731895;-72.477852
2361168; ; ;9;1;1;-53.163483;-70.918182
2365600; ; ;0;1;0;-53.158382;-70.892372
2372558; ; ;-1;1;0;-53.163509;-70.918015
2373937;42; ;-1;0;1;-53.164425;-70.918297
2393410; ; ;9;0;0;-53.168743;-70.942749
2394176; ; ;-1;0;0;-51.733994;-72.485359
2405122; ; ;-1;1;0;-51.731689;-72.504112
2408804;66; ;9;0;0;-53.148396;-70.933861
2408825; ; ;1;0;0;-53.162998;-70.916977
2410423; ; ;1;0;0;-53.185261;-70.946648
2411009;30;30;0;0;0;-53.161594;-70.897369
2412003; ; ;-1;1;1;-53.163929;-70.916031
2415352; ; ;7;0;1;-53.170479;-70.943764
2420878; ; ;0;1;0;-53.163845;-70.927376
2423287; ; ;-1;0;0;-53.148533;-70.901253
2435338; ; ;1;1;0;-53.149986;-70.90416
2443755; ; ;-1;0;1;-51.734013;-72.516708
2446620; ; ;-1;1;0;-53.16404;-70.918243
2461367; ; ;-1;0;1;-53.176971;-70.942474
2463336; ; ;-1;0;0;-53.151646;-70.90358
2464097; ; ;-1;0;1;-51.727211;-72.505516
2464325; ; ;0;1;0;-53.163158;-70.915741
2464644; ; ;9;0;1;-53.180271;-70.938187
2469223; ; ;-1;0;0;-51.733624;-72.517189
2483580; ; ;0;0;0;-53.144131;-70.880478
2495732; ; ;9;0;1;-53.132996;-70.928658
2498436; ; ;-1;0;0;-53.179726;-70.944954
2508552; ; ;0;1;0;-53.164227;-70.916359
2511459; ; ;9;1;0;-53.157478;-70.945457
2513221;154;154;0;1;0;-53.138165;-70.908981
2514197; ; ;9;1;1;-51.73354;-72.515221
2526750; ; ;-1;1;0;-51.731636;-72.507599
2530130; ; ;-1;1;0;-53.16555;-70.937134
2537986; ; ;1;0;0;-53.142422;-70.907249
2538543; ; ;1;1;1;-53.295319;-70.368698
2539352; ; ;-1;1;0;-53.156212;-70.936646
2544819; ; ;9;0;0;-53.29549;-70.361702
2553411; ; ;9;1;0;-51.734203;-72.481697
2556428; ; ;9;0;1;-53.151772;-70.899414
2571706; ; ;0;1;0;-53.296036;-70.365807
2572357; ; ;0;0;0;-53.158577;-70.901543
2593085; ; ;1;0;0;-53.152332;-70.906258
2596645; ; ;-1;0;0;-53.172241;-70.925644
2616508; ; ;-1;0;1;-53.135025;-70.925346
2622182; ; ;7;1;0;-53.141407;-70.898979
2624176; ; ;-1;1;0;-51.724197;-72.50071
2634465; ; ;9;0;1;-53.295959;-70.366241
2643544;61; ;-1;1;0;-53.163357;-70.918236
2649468; ; ;-1;1;0;-53.178867;-70.945229
2650402; ; ;9;0;0;-53.134735;-70.92173
2664652; ; ;-1;0;1;-51.734299;-72.492882
2678300; ; ;-1;0;1;-53.163883;-70.917946
2694690; ; ;9;1;0;-53.164452;-70.915794
2697360; ; ;-1;1;0;-53.154694;-70.936569
2699721; ; ;1;0;0;-53.146122;-70.899872
2712711; ; ;-1;1;0;-53.164127;-70.916534
2718031; ; ;-1;0;0;-53.159294;-70.926376
2753495; ; ;-1;0;0;-53.16346;-70.916321
2755112; ; ;-1;0;0;-53.143883;-70.90374
2756112;139; ;9;1;1;-51.740479;-72.481705
2758201;109; ;7;1;0;-53.174458;-70.922615
2759494; ; ;0;1;0;-53.163662;-70.915916
2768520; ; ;-1;0;0;-53.157803;-70.90316
2768569; ; ;9;0;1;-53.175159;-70.947174
2773286; ; ;1;1;1;-51.729019;-72.4963
2777521; ; ;9;1;0;-53.163437;-70.917656
2779587; ; ;0;0;0;-53.143692;-70.886116
2784767; ; ;-1;0;0;-53.164349;-70.917831
2789856; ; ;-1;0;0;-53.1647;-70.915871
2790926; ; ;0;1;0;-53.163403;-70.918098
2804042;138;138;7;0;1;-53.148453;-70.935509
2811336; ; ;9;0;0;-53.163551;-70.915909
2827890; ; ;-1;0;1;-53.163521;-70.918037
2840468; ; ;-1;0;1;-53.173267;-70.925087
2844239; ; ;1;1;0;-53.149666;-70.902855
2849275; ; ;0;1;0;-53.172245;-70.926048
2859980; ; ;9;1;0;-53.164677;-70.917213
2861396; ; ;9;1;0;-53.136208;-70.905518
2878644; ; ;0;0;1;-53.163635;-70.916084
2878972; ; ;-1;1;0;-53.124542;-70.884575
2879018; ; ;1;0;1;-53.17886;-70.947044
2885432; ; ;-1;1;0;-53.16375;-70.917206
2887283; ; ;0;0;1;-53.164608;-70.916733
2901116; ; ;-1;1;0;-53.162941;-70.918488
2918339; ; ;-1;1;0;-53.13258;-70.923386
2939942; ; ;9;0;0;-53.16325;-70.917686
2952864; ; ;7;1;0;-53.165787;-70.938286
2968267; ; ;9;0;0;-53.163563;-70.916374
2972855; ; ;1;0;0;-53.163597;-70.915855
2981534; ; ;0;0;0;-53.153175;-70.922508
2992868;8; ;9;0;1;-52.55397;-70.407928
3007729; ; ;0;0;0;-53.165146;-70.934525
3011869; ; ;9;1;1;-53.155144;-70.919334
3014866; ; ;0;0;0;-53.164528;-70.917892
3023993; ; ;9;0;1;-53.154778;-70.916649
3026114; ; ;-1;1;0;-53.16428;-70.917709
3028848; ; ;9;0;1;-53.158035;-70.907967
3034629; ; ;0;1;0;-53.163628;-70.916046
3050471; ; ;9;0;1;-51.739479;-72.488403
3062879; ; ;0;1;0;-53.158092;-70.938774
3064065; ; ;1;0;0;-53.18182;-70.940361
3074500; ; ;1;1;0;-53.1632;-70.917358
3084546; ; ;-1;1;0;-53.163513;-70.91806
3089801; ; ;0;0;0;-53.144821;-70.896202
3092018; ; ;-1;1;1;-53.140446;-70.896355
3094743; ; ;-1;0;0;-53.164577;-70.917381
3098307; ; ;0;1;0;-53.163765;-70.916046
3104995; ; ;7;0;0;-53.155922;-70.901093
3112279; ; ;1;1;0;-53.148632;-70.906937
3123149; ; ;9;1;0;-53.14011;-70.893692
3126909; ; ;-1;1;0;-53.161308;-70.939934
3134114; ; ;-1;1;0;-53.174095;-70.929115
3138166; ; ;9;1;0;-51.730305;-72.497017
3144107; ; ;9;1;1;-53.29591;-70.367744
3169246; ; ;9;1;1;-53.163567;-70.917671
3179863; ; ;0;0;0;-53.171677;-70.92112
3181331; ; ;9;0;0;-53.136078;-70.927116
3201105; ; ;1;0;0;-53.159897;-70.911148
3205664; ; ;9;0;1;-53.1661;-70.921097
3205767; ; ;-1;0;0;-53.164639;-70.918198
3217356; ; ;0;1;0;-53.164104;-70.921387
3222336;32; ;9;0;1;-51.738369;-72.485374
3223070; ; ;9;0;0;-51.723175;-72.494385
3225031; ; ;-1;1;1;-53.133202;-70.911453
3229715; ; ;1;1;0;-53.164181;-70.916756
3231892; ; ;7;1;1;-53.164448;-70.917198
3236570; ; ;1;0;0;-53.161373;-70.896347
3249150;56; ;-1;0;0;-53.295742;-70.366264
3254005;77; ;9;0;0;-53.165337;-70.938248
3265861; ; ;-1;1;0;-53.157284;-70.945648
3268677; ; ;0;1;0;-53.163258;-70.916229
3287766; ; ;-1;1;0;-53.164711;-70.918198
3288239; ; ;1;1;0;-54.934799;-67.604317
3288609; ; ;-1;1;0;-51.73418;-72.485863
3291559; ; ;9;1;0;-53.18008;-70.941566
3300872; ; ;-1;0;0;-53.141666;-70.920906
3310562; ; ;-1;0;0;-53.16333;-70.915672
3314530; ; ;0;0;0;-53.163376;-70.916245
3322377; ; ;9;0;0;-53.163284;-70.918549
3369891; ; ;-1;0;1;-53.16415;-70.91716
3370595; ; ;0;1;0;-53.164375;-70.917473
3372972; ; ;1;0;0;-53.144333;-70.912437
3395313; ; ;9;0;0;-53.151657;-70.911263
3400003; ; ;1;0;0;-53.164017;-70.917084
3414224;115;115;9;0;1;-53.141628;-70.92675
3425387; ; ;1;1;0;-53.137665;-70.90554
3425514; ; ;-1;1;0;-53.163143;-70.917015
3434826; ; ;-1;0;0;-53.158844;-70.926361
3436832; ; ;-1;1;0;-53.147472;-70.88871
3452160; ; ;1;0;0;-53.156147;-70.909843
3459506; ; ;-1;1;0;-53.168003;-70.929062
3463165; ; ;-1;0;0;-53.146805;-70.923195
3472397; ; ;0;0;0;-53.124809;-70.881775
3475057; ; ;7;1;0;-53.177662;-70.937439
3479091; ; ;-1;1;0;-53.29451;-70.368134
3480459; ; ;0;1;1;-53.153515;-70.939941
3486720; ; ;-1;0;0;-53.172123;-70.936501
3490186;151; ;0;0;0;-53.163715;-70.915932
3491311; ; ;-1;1;0;-53.163219;-70.915825
3494255;109; ;9;0;0;-53.174809;-70.919975
3494256; ; ;9;0;0;-53.13139;-70.916084
3499601; ; ;-1;0;0;-51.738815;-72.485451
3502874; ; ;-1;1;0;-53.164268;-70.916496
3506527; ; ;-1;1;0;-53.164093;-70.918259
3507002; ; ;-1;1;0;-52.316021;-69.690041
3508468; ; ;0;0;0;-53.158325;-70.927734
3512280; ; ;9;0;1;-53.168495;-70.940445
3516532; ; ;-1;1;0;-53.145065;-70.911102
3521586; ; ;-1;0;1;-53.155094;-70.94352
3536222; ; ;-1;0;0;-53.170982;-70.943863
3542961; ; ;1;1;1;-53.162941;-70.913734
3550852; ; ;-1;1;0;-53.148438;-70.90036
3563553; ; ;9;0;0;-53.154564;-70.936775
3570938; ; ;-1;0;0;-53.16396;-70.917458
3575476; ; ;-1;0;0;-51.73325;-72.516502
3583895; ; ;0;1;0;-51.729256;-72.495903
3588312; ; ;9;0;0;-53.1642;-70.91832
3595013; ; ;9;1;1;-53.178822;-70.94767
3599600; ; ;-1;1;0;-53.163521;-70.918564
3604955; ; ;0;1;0;-53.164013;-70.917419
3606785; ; ;0;1;0;-53.163757;-70.918365
3626660;98;98;1;0;0;-53.296238;-70.366104
3628621; ; ;9;0;0;-53.163422;-70.916397
3633795; ; ;9;0;0;-53.163765;-70.916016
3647928; ; ;9;1;1;-53.17337;-70.937996
3651423;45; ;-1;0;0;-51.734108;-72.516937
3660081; ; ;9;1;1;-53.163757;-70.918465
3675848; ; ;9;0;1;-53.146992;-70.921127
3692627; ; ;-1;1;0;-53.163128;-70.918106
3694179; ; ;-1;0;0;-53.168461;-70.938042
3695688; ; ;0;1;0;-53.158825;-70.913681
3702804; ; ;9;1;1;-53.167664;-70.947762
3706327; ; ;0;0;0;-53.16465;-70.918221
3720901;51; ;9;0;0;-53.164814;-70.93177
3726930;25;25;-1;1;0;-53.134365;-70.90226
3727420; ; ;1;1;0;-53.163013;-70.916557
3758239; ; ;9;0;1;-53.164459;-70.916214
3763556; ; ;-1;1;0;-53.175632;-70.94487
3767458; ; ;9;0;0;-53.16769;-70.933594
3769115; ; ;-1;1;0;-51.733994;-72.51564
3770911; ; ;1;1;0;-53.16452;-70.918419
3782332; ; ;0;0;0;-53.150616;-70.906464
3789335; ; ;1;1;0;-53.147148;-70.918007
3810701; ; ;0;0;0;-53.145016;-70.907784
3813295; ; ;-1;1;1;-53.16428;-70.915787
3815321; ; ;-1;1;0;-51.730408;-72.496208
3817100; ; ;1;1;0;-53.164112;-70.917252
3817521; ; ;-1;0;0;-53.170158;-70.942436
3821278; ; ;0;0;0;-53.164219;-70.915771
3862416;61; ;0;1;0;-53.141735;-70.926804
3869360; ; ;1;1;0;-53.163651;-70.917656
3880385; ; ;0;0;0;-53.157337;-70.900414
3881734; ; ;9;1;1;-53.163979;-70.91584
3885456; ; ;0;0;0;-53.163033;-70.9179
3897659; ; ;1;1;0;-53.16378;-70.915833
3898060; ; ;1;1;0;-53.150932;-70.887093
3923175; ; ;-1;1;0;-53.145222;-70.899139
3933039; ; ;9;1;0;-53.164261;-70.938606
3934641; ; ;9;1;1;-51.723785;-72.472778
3951707; ; ;-1;0;0;-53.137024;-70.906654
3959264; ; ;0;0;0;-53.164215;-70.918175
3963263; ; ;0;1;1;-51.735073;-72.491966
3977851;97; ;-1;0;0;-51.725372;-72.510178
3978181; ; ;1;1;1;-53.163506;-70.917656
3989499; ; ;1;1;0;-53.138206;-70.892181
3994868; ; ;0;0;0;-53.166809;-70.931007
4005930; ; ;7;0;0;-53.163918;-70.916351
4018706;133; ;-1;1;1;-51.733227;-72.477577
4021262; ; ;1;0;1;-51.735367;-72.49752
4022188; ; ;-1;1;0;-51.732288;-72.507614
4027629; ; ;0;1;0;-53.14257;-70.909348
4031541; ; ;7;0;0;-53.164185;-70.9161
4034062; ; ;-1;1;1;-53.163097;-70.917114
4045299; ; ;-1;0;1;-52.315639;-69.690918
4053435; ; ;9;1;1;-51.735863;-72.481483
4056415; ; ;-1;0;0;-51.733044;-72.516975
4057550;22; ;-1;0;1;-51.734154;-72.483574
4057936; ; ;9;0;0;-52.50853;-71.439575
4061593; ; ;9;1;0;-53.174805;-70.94059
4069648; ; ;-1;0;0;-53.128529;-70.919548
4076013; ; ;9;0;0;-53.162991;-70.918411
4078029; ; ;-1;1;1;-51.733799;-72.515953
4084505; ; ;-1;0;0;-53.177677;-70.938271
4099218; ; ;0;1;0;-53.141296;-70.882523
4099981; ; ;1;0;1;-53.161449;-70.935745
4117671; ; ;9;1;1;-51.728432;-72.505394
4120438; ; ;9;1;1;-53.166637;-70.936417
