mrun;rbd;nivel;cod_ense;cod_grado;preferencia_postulante;agregada_por_continuidad;tipo_prioridad;loteria_original;loteria_ordenada
331447;24316;9;310;1;7;0;7;142;144
331447;24319;9;310;1;4;0;7;27;30
331447;24327;9;310;1;1;0;7;68;80
331447;24338;9;310;1;2;0;7;84;87
353847;8448;7;110;7;4;1;1; ;1
353847;24305;7;110;7;2;0;7;23;25
353847;24307;7;110;7;1;0;7;66;67
353847;24338;7;110;7;3;0;7;19;24
359194;8457;-1;10;4;4;0;7;91;94
359194;8458;-1;10;4;1;0;7;167;174
359194;24305;-1;10;4;5;0;7;15;36
359194;24307;-1;10;4;3;0;7;428;433
359194;24318;-1;10;4;2;0;7;168;168
379056;8435;-1;10;4;3;0;7;73;73
379056;8458;-1;10;4;2;0;7;182;185
379056;24318;-1;10;4;1;0;7;165;165
379139;8441;7;110;7;4;1;1; ;2
379139;8454;7;110;7;1;0;7;13;26
379139;24307;7;110;7;2;0;7;21;28
379139;24329;7;110;7;3;0;7;19;22
390115;8436;0;10;5;4;0;7;10;13
390115;8438;0;10;5;3;0;7;19;20
390115;8455;0;10;5;5;0;7;141;141
390115;8457;0;10;5;1;0;7;106;112
390115;24307;0;10;5;2;0;7;258;258
399210;11678;7;110;7;1;0;7;9;11
399210;24327;7;110;7;2;0;7;41;42
420921;8429;7;110;7;2;0;7;9;10
420921;8442;7;110;7;3;1;1; ;6
420921;24327;7;110;7;1;0;7;52;53
422370;8424;9;310;1;1;0;7;111;118
422370;8429;9;310;1;6;0;7;129;136
422370;8430;9;310;1;3;0;7;144;145
422370;8457;9;310;1;2;0;7;68;75
422370;24307;9;310;1;4;0;7;201;214
422370;24327;9;310;1;5;0;4;7;14
443134;8457;-1;10;4;1;0;7;19;30
443134;24307;-1;10;4;2;0;7;73;103
444757;11678;-1;10;4;3;0;7;58;58
444757;24305;-1;10;4;1;0;7;206;207
444757;24307;-1;10;4;6;0;7;393;400
444757;24311;-1;10;4;5;0;7;67;68
444757;24313;-1;10;4;2;0;7;85;89
444757;24338;-1;10;4;4;0;7;110;113
451226;8412;-1;10;4;1;0;2;130;16
451226;8421;-1;10;4;2;0;7;15;33
452098;8439;-1;10;4;5;0;7;77;77
452098;8457;-1;10;4;2;0;7;143;145
452098;11680;-1;10;4;3;0;7;153;160
452098;24305;-1;10;4;1;0;7;47;60
452098;24307;-1;10;4;4;0;7;306;320
452098;24311;-1;10;4;6;0;7;86;86
457907;8411;9;310;1;1;0;7;51;55
457907;8421;9;310;1;3;0;7;82;82
457907;24300;9;310;1;2;0;7;41;48
462049;8444;1;110;1;6;0;7;2;10
462049;8454;1;110;1;1;0;7;15;23
462049;8458;1;110;1;4;0;7;49;57
462049;24307;1;110;1;3;0;7;110;114
462049;24318;1;110;1;5;0;7;24;33
462049;24327;1;110;1;2;0;4;34;26
463089;11678;-1;10;4;5;0;7;31;38
463089;11680;-1;10;4;4;0;7;86;101
463089;24305;-1;10;4;2;0;7;103;112
463089;24329;-1;10;4;1;0;7;49;56
463089;24338;-1;10;4;3;0;7;134;134
464891;8455;0;10;5;1;0;2;98;11
464891;8457;0;10;5;2;0;7;58;81
468826;8412;-1;10;4;1;0;7;128;131
468826;8413;-1;10;4;3;0;7;42;42
468826;8421;-1;10;4;2;0;7;77;81
499192;8424;9;310;1;1;0;7;232;237
499192;8425;9;310;1;4;0;2;170;7
499192;11680;9;310;1;3;0;7;86;86
499192;24305;9;310;1;6;0;7;36;39
499192;24327;9;310;1;5;0;7;151;157
499192;24338;9;310;1;2;0;7;4;8
500774;11680;0;10;5;1;0;7;110;120
500774;24307;0;10;5;2;0;7;39;47
524187;8439;1;110;1;3;0;7;13;25
524187;8442;1;110;1;1;0;7;6;24
524187;24313;1;110;1;2;0;7;31;36
526488;8412;-1;10;4;2;0;7;97;103
526488;8483;-1;10;4;1;0;4;14;13
565108;8454;-1;10;4;3;0;7;59;65
565108;24307;-1;10;4;2;0;7;486;486
565108;24329;-1;10;4;1;0;2;15;6
569340;8437;0;10;5;5;1;1; ;2
569340;11678;0;10;5;4;0;7;36;39
569340;11680;0;10;5;3;0;7;39;58
569340;24307;0;10;5;1;0;7;68;74
569340;24311;0;10;5;2;0;7;18;24
573647;8438;1;110;1;4;0;7;21;28
573647;8454;1;110;1;3;0;7;21;29
573647;11680;1;110;1;2;0;7;106;106
573647;24305;1;110;1;1;0;7;60;61
576951;8424;9;310;1;4;0;7;319;322
576951;8455;9;310;1;5;0;7;84;88
576951;24307;9;310;1;3;0;7;218;231
576951;24316;9;310;1;2;0;7;92;95
576951;24327;9;310;1;1;0;4;8;15
577844;8454;1;110;1;2;0;7;30;38
577844;8458;1;110;1;1;0;1;78;7
581418;8424;9;310;1;3;0;7;2;20
581418;8425;9;310;1;2;0;7;233;238
581418;8430;9;310;1;5;0;7;122;123
581418;24307;9;310;1;1;0;7;22;37
581418;24316;9;310;1;4;0;7;130;132
596350;8439;-1;10;4;5;0;7;67;67
596350;8442;-1;10;4;4;0;7;132;133
596350;11680;-1;10;4;1;0;7;138;146
596350;24307;-1;10;4;2;0;7;189;210
596350;24338;-1;10;4;3;0;7;109;112
606372;8413;-1;10;4;1;0;7;24;24
606372;8421;-1;10;4;2;0;7;62;69
615503;8442;-1;10;4;3;0;4;4;14
615503;8457;-1;10;4;2;0;7;150;152
615503;11680;-1;10;4;4;0;7;240;241
615503;24305;-1;10;4;5;0;4;37;17
615503;24307;-1;10;4;1;0;4;4;34
635479;8437;0;10;5;3;0;7;5;10
635479;8439;0;10;5;2;0;7;7;12
635479;8444;0;10;5;1;0;7;41;45
636466;8435;-1;10;4;3;0;7;54;57
636466;24302;-1;10;4;2;0;7;75;75
636466;24318;-1;10;4;1;0;2;86;12
644193;8433;0;10;5;9;0;7;19;23
644193;8435;0;10;5;8;0;7;2;4
644193;8436;0;10;5;1;0;7;11;14
644193;8437;0;10;5;10;0;7;7;11
644193;8439;0;10;5;3;0;7;38;40
644193;8441;0;10;5;5;0;7;7;11
644193;8458;0;10;5;6;0;7;42;47
644193;11680;0;10;5;4;0;7;100;111
644193;24305;0;10;5;2;0;7;10;18
644193;24307;0;10;5;7;0;7;168;171
644193;24313;0;10;5;11;0;7;22;30
651822;8424;9;310;1;5;0;7;298;302
651822;8429;9;310;1;3;0;4;9;15
651822;8430;9;310;1;4;0;7;52;53
651822;8455;9;310;1;2;0;7;96;99
651822;24307;9;310;1;1;0;7;78;93
658517;8435;-1;10;4;4;0;7;38;42
658517;8458;-1;10;4;2;0;7;93;105
658517;24302;-1;10;4;3;0;4;14;15
658517;24318;-1;10;4;1;0;2;103;15
667398;8449;-1;10;4;1;0;2;4;4
672754;11680;-1;10;4;1;0;7;118;129
672754;24305;-1;10;4;3;0;7;149;156
672754;24307;-1;10;4;2;0;7;426;431
673405;8441;-1;10;4;1;0;4;21;20
673405;8458;-1;10;4;2;0;7;227;228
680210;8454;9;310;1;2;0;7;7;29
680210;24327;9;310;1;3;0;7;289;291
680210;24329;9;310;1;1;0;7;69;79
681559;11680;-1;10;4;1;0;7;127;136
681559;24305;-1;10;4;2;0;7;167;172
685648;8455;9;310;1;3;0;7;25;31
685648;8457;9;310;1;1;0;7;50;59
685648;24307;9;310;1;2;0;7;380;389
685648;24327;9;310;1;4;0;7;239;244
693547;8441;-1;10;4;1;0;7;72;73
693547;8458;-1;10;4;2;0;4;28;34
693547;11687;-1;10;4;3;0;4;2;6
693547;24318;-1;10;4;4;0;4;32;30
693593;11678;-1;10;4;3;0;7;38;44
693593;11680;-1;10;4;4;0;7;82;97
693593;24307;-1;10;4;1;0;7;312;326
693593;24338;-1;10;4;2;0;7;27;39
700194;8424;7;110;7;1;0;4;1;6
700194;8429;7;110;7;3;0;4;2;2
700194;24307;7;110;7;2;0;7;33;37
701460;8424;9;310;1;1;0;7;132;139
701460;11678;9;310;1;2;0;7;35;41
701460;24307;9;310;1;3;0;7;268;279
701460;24327;9;310;1;4;0;7;33;48
701460;24329;9;310;1;5;0;7;47;57
710788;8415;-1;10;4;2;0;7;23;25
710788;8417;-1;10;4;1;0;2;15;9
715445;8429;9;310;1;3;0;7;45;54
715445;8454;9;310;1;4;0;7;103;118
715445;24316;9;310;1;1;0;7;227;228
715445;24329;9;310;1;2;0;4;2;12
729270;11680;-1;10;4;2;0;7;165;171
729270;24307;-1;10;4;1;0;7;13;51
733805;11680;-1;10;4;1;0;7;129;138
733805;24307;-1;10;4;2;0;7;464;465
735075;8411;9;310;1;2;0;7;53;57
735075;24300;9;310;1;1;0;7;74;79
735981;8412;-1;10;4;1;0;2;51;11
735981;8415;-1;10;4;2;0;7;20;23
740769;8413;1;110;1;1;0;2;6;3
740769;8422;1;110;1;2;0;7;6;6
758028;8454;0;10;5;1;0;2;2;3
758028;24329;0;10;5;2;0;7;51;52
768654;8442;0;10;5;4;0;7;39;43
768654;11678;0;10;5;1;0;7;51;52
768654;11680;0;10;5;5;0;7;83;98
768654;24307;0;10;5;3;0;7;251;252
768654;24338;0;10;5;2;0;7;44;49
771925;8421;9;310;1;2;0;7;46;49
771925;24300;9;310;1;1;0;7;111;114
790826;8442;0;10;5;2;0;7;29;33
790826;8444;0;10;5;1;0;7;49;50
807521;8474;9;310;1;1;0;4;9;11
807521;24327;9;310;1;2;0;7;29;44
815005;8435;1;110;1;3;1;1; ;2
815005;8454;1;110;1;2;0;7;5;14
815005;24329;1;110;1;1;0;2;27;6
822731;8434;0;10;5;2;0;4;11;11
822731;8439;0;10;5;1;0;4;14;5
823920;8454;-1;10;4;2;0;7;116;118
823920;24329;-1;10;4;1;0;2;30;8
827484;8425;9;310;1;2;0;7;55;68
827484;8430;9;310;1;3;0;7;80;81
827484;24316;9;310;1;1;0;7;336;336
833209;8454;1;110;1;2;0;7;2;12
833209;8458;1;110;1;3;0;7;13;23
833209;24307;1;110;1;1;0;7;180;181
833458;8421;-1;10;4;1;0;7;100;101
833458;8422;-1;10;4;2;0;4;19;14
835909;8435;-1;10;4;1;0;7;16;20
835909;8437;-1;10;4;2;0;7;39;40
835909;24302;-1;10;4;3;0;7;27;33
842863;8425;9;310;1;2;0;7;74;86
842863;8427;9;310;1;1;0;7;92;97
842863;8429;9;310;1;3;0;7;256;260
854184;11680;0;10;5;1;0;7;69;86
854184;24307;0;10;5;2;0;7;183;185
856570;8411;9;310;1;2;0;7;99;101
856570;24300;9;310;1;1;0;7;79;83
859087;8435;-1;10;4;3;0;7;36;40
859087;8458;-1;10;4;2;0;7;181;184
859087;24302;-1;10;4;4;0;7;57;58
859087;24318;-1;10;4;1;0;2;3;1
875047;8422;9;310;1;2;0;7;20;22
875047;24300;9;310;1;3;0;7;86;90
875047;24317;9;310;1;1;0;7;7;7
885452;8439;-1;10;4;2;0;2;8;1
885452;11680;-1;10;4;3;0;7;18;37
885452;24307;-1;10;4;1;0;7;403;409
894377;8425;9;310;1;3;0;7;214;220
894377;8427;9;310;1;1;0;7;187;189
894377;8454;9;310;1;2;0;7;44;63
894377;24305;9;310;1;4;0;7;99;100
897166;8424;9;310;1;3;0;7;36;44
897166;8430;9;310;1;2;0;7;152;153
897166;24316;9;310;1;1;0;7;306;306
898252;8433;0;10;5;2;0;7;3;8
898252;8438;0;10;5;3;0;7;35;36
898252;24313;0;10;5;1;0;4;26;13
898252;24329;0;10;5;4;0;7;37;39
899536;8434;1;110;1;4;1;1; ;7
899536;8454;1;110;1;3;0;7;27;35
899536;8458;1;110;1;2;0;7;61;69
899536;24329;1;110;1;1;0;7;38;42
915104;8425;9;310;1;2;0;4;41;42
915104;24316;9;310;1;1;0;4;7;9
923657;8429;7;110;7;3;0;7;11;11
923657;8454;7;110;7;2;0;7;23;34
923657;24302;7;110;7;4;1;1; ;2
923657;24307;7;110;7;1;0;7;75;75
924076;11680;-1;10;4;1;0;7;231;233
924076;24305;-1;10;4;3;0;7;108;117
924076;24307;-1;10;4;2;0;7;193;214
936112;8412;-1;10;4;2;0;7;96;102
936112;8415;-1;10;4;1;0;7;41;41
936112;8421;-1;10;4;3;0;7;35;47
939474;8434;-1;10;4;2;0;7;20;25
939474;8435;-1;10;4;3;0;7;18;22
939474;24318;-1;10;4;1;0;2;21;3
952138;8424;9;310;1;5;0;7;114;121
952138;8425;9;310;1;3;0;4;24;30
952138;8427;9;310;1;6;0;7;166;168
952138;8430;9;310;1;4;0;7;72;73
952138;8454;9;310;1;2;0;7;137;149
952138;24316;9;310;1;1;0;7;310;310
953531;8455;0;10;5;2;0;7;55;67
953531;8457;0;10;5;3;0;7;41;71
953531;24305;0;10;5;6;0;7;49;54
953531;24307;0;10;5;1;0;2;84;3
953531;24311;0;10;5;5;0;7;35;39
953531;24338;0;10;5;4;0;7;15;23
960107;24307;9;310;1;2;0;7;363;373
960107;24316;9;310;1;1;0;7;235;236
961934;8455;0;10;5;2;0;7;8;30
961934;8457;0;10;5;1;0;7;62;82
966961;8435;-1;10;4;3;0;7;72;72
966961;24302;-1;10;4;2;0;7;19;28
966961;24318;-1;10;4;1;0;2;34;6
977497;8442;1;110;1;4;1;1; ;9
977497;11678;1;110;1;3;0;2;28;6
977497;11680;1;110;1;2;0;7;97;98
977497;24307;1;110;1;1;0;7;149;151
993720;8435;-1;10;4;1;0;2;42;2
993720;24302;-1;10;4;3;0;7;25;31
993720;24318;-1;10;4;2;0;7;6;35
1005746;8457;-1;10;4;3;0;7;64;68
1005746;8458;-1;10;4;2;0;7;88;100
1005746;24318;-1;10;4;1;0;2;90;13
1006389;11678;7;110;7;4;0;7;19;21
1006389;24305;7;110;7;3;0;7;22;24
1006389;24307;7;110;7;1;0;7;82;82
1006389;24319;7;110;7;2;0;7;7;9
1006389;24338;7;110;7;5;0;7;8;15
1012376;8458;7;110;7;1;0;7;16;22
1012376;24318;7;110;7;2;0;1;11;8
1021374;11680;-1;10;4;1;0;7;146;154
1021374;24305;-1;10;4;3;0;7;153;160
1021374;24307;-1;10;4;4;0;7;292;306
1021374;24329;-1;10;4;2;0;7;34;42
1028846;8434;1;110;1;3;0;7;10;20
1028846;8437;1;110;1;4;0;7;1;4
1028846;8441;1;110;1;2;0;7;10;15
1028846;8455;1;110;1;1;0;7;24;35
1028846;8457;1;110;1;5;0;7;6;14
1033074;8439;0;10;5;2;0;7;43;45
1033074;8444;0;10;5;1;0;2;50;10
1034071;8454;9;310;1;1;0;7;89;104
1034071;24307;9;310;1;2;0;7;137;151
1034501;8427;9;310;1;1;0;7;100;105
1034501;24316;9;310;1;2;0;7;121;123
1066094;8454;-1;10;4;2;0;4;28;13
1066094;24329;-1;10;4;1;0;4;11;15
1081047;8455;0;10;5;2;0;7;143;143
1081047;11678;0;10;5;1;0;2;14;6
1081047;24338;0;10;5;3;0;7;49;54
1091731;8439;-1;10;4;3;0;7;25;30
1091731;8442;-1;10;4;2;0;2;16;2
1091731;24307;-1;10;4;1;0;2;26;3
1094209;11680;0;10;5;1;0;2;180;17
1094209;24338;0;10;5;2;0;1;11;5
1100171;8433;-1;10;4;2;0;4;25;14
1100171;8435;-1;10;4;1;0;7;65;66
1100171;8436;-1;10;4;3;0;7;22;25
1102298;8424;9;310;1;3;0;7;290;294
1102298;8454;9;310;1;2;0;7;88;103
1102298;8474;9;310;1;1;0;2;14;3
1116787;8424;9;310;1;1;0;7;53;61
1116787;8429;9;310;1;7;0;7;143;150
1116787;8430;9;310;1;8;0;7;71;72
1116787;8454;9;310;1;4;0;7;57;75
1116787;11678;9;310;1;6;0;7;63;68
1116787;24307;9;310;1;5;0;7;169;182
1116787;24316;9;310;1;2;0;7;55;59
1116787;24327;9;310;1;3;0;4;9;16
1126339;8411;9;310;1;1;0;2;103;9
1126339;24300;9;310;1;2;0;7;103;106
1129968;8436;-1;10;4;3;0;7;79;79
1129968;8439;-1;10;4;2;0;7;51;52
1129968;24334;-1;10;4;1;0;7;25;25
1139829;11680;-1;10;4;1;0;7;178;184
1139829;24311;-1;10;4;2;0;7;23;26
1150351;8438;1;110;1;3;0;7;23;30
1150351;8439;1;110;1;5;0;7;11;23
1150351;8458;1;110;1;1;0;7;9;19
1150351;24302;1;110;1;4;0;7;26;27
1150351;24318;1;110;1;2;0;7;20;29
1153540;8424;9;310;1;2;0;7;78;86
1153540;8474;9;310;1;1;0;7;52;52
1159757;8433;-1;10;4;2;0;7;13;24
1159757;8434;-1;10;4;1;0;7;59;59
1159757;8457;-1;10;4;3;0;7;141;143
1181351;24305;0;10;5;1;0;4;58;9
1181351;24329;0;10;5;2;0;7;59;60
1197352;8455;0;10;5;2;0;7;147;147
1197352;8457;0;10;5;1;0;1;59;24
1207545;11680;0;10;5;2;0;7;1;23
1207545;24307;0;10;5;1;0;7;157;160
1217853;8424;9;310;1;1;0;7;374;376
1217853;8425;9;310;1;3;0;7;73;85
1217853;8429;9;310;1;4;0;7;113;120
1217853;8430;9;310;1;5;0;7;107;108
1217853;24316;9;310;1;2;0;7;141;143
1230885;8435;-1;10;4;4;0;7;28;32
1230885;8458;-1;10;4;2;0;7;238;239
1230885;24305;-1;10;4;3;0;7;63;75
1230885;24318;-1;10;4;1;0;2;36;7
1232100;8437;-1;10;4;1;0;5;9;9
1232100;8458;-1;10;4;3;0;7;241;241
1232100;24334;-1;10;4;2;0;7;29;29
1249543;8421;-1;10;4;3;0;7;113;113
1249543;8422;-1;10;4;2;0;7;4;17
1249543;24317;-1;10;4;1;0;7;53;53
1256155;8436;1;110;1;1;0;1;13;4
1256155;8442;1;110;1;2;0;7;4;22
1256646;8442;-1;10;4;3;0;7;13;34
1256646;8454;-1;10;4;1;0;7;130;131
1256646;24307;-1;10;4;2;0;7;117;145
1258878;8412;-1;10;4;2;0;7;74;81
1258878;8421;-1;10;4;1;0;7;111;111
1268266;8438;7;110;7;4;1;1; ;6
1268266;8439;7;110;7;3;0;7;2;7
1268266;8442;7;110;7;2;0;7;8;16
1268266;24307;7;110;7;1;0;7;22;29
1268612;8439;-1;10;4;4;0;7;3;16
1268612;8442;-1;10;4;2;0;7;79;84
1268612;11680;-1;10;4;3;0;7;10;29
1268612;24338;-1;10;4;1;0;2;58;5
1293977;8438;0;10;5;5;0;7;2;4
1293977;8455;0;10;5;2;0;7;11;32
1293977;8457;0;10;5;6;0;7;97;106
1293977;11680;0;10;5;1;0;7;128;135
1293977;24307;0;10;5;3;0;7;94;99
1293977;24313;0;10;5;4;0;7;36;41
1297390;8442;0;10;5;7;0;7;25;30
1297390;8454;0;10;5;6;0;7;35;40
1297390;11680;0;10;5;3;0;7;2;24
1297390;24305;0;10;5;1;0;7;84;86
1297390;24307;0;10;5;4;0;7;3;19
1297390;24329;0;10;5;5;0;7;22;27
1297390;24338;0;10;5;2;0;7;53;58
1301542;8412;-1;10;4;1;0;5;94;29
1301542;8422;-1;10;4;2;0;7;10;22
1304620;8454;9;310;1;6;0;7;5;27
1304620;11680;9;310;1;2;0;7;70;70
1304620;24305;9;310;1;1;0;7;18;22
1304620;24307;9;310;1;8;0;7;166;179
1304620;24319;9;310;1;7;0;7;101;103
1304620;24327;9;310;1;5;0;7;201;207
1304620;24329;9;310;1;3;0;7;11;25
1304620;24338;9;310;1;4;0;7;70;73
1308011;8424;9;310;1;1;0;7;39;47
1308011;8457;9;310;1;3;0;7;26;39
1308011;24307;9;310;1;2;0;7;20;35
1309705;8430;9;310;1;2;0;7;19;20
1309705;8474;9;310;1;1;0;2;1;1
1312574;8425;9;310;1;2;0;7;249;252
1312574;8429;9;310;1;3;0;7;241;247
1312574;8430;9;310;1;1;0;7;137;138
1324547;8438;-1;10;4;1;0;2;2;1
1324547;8454;-1;10;4;3;0;7;112;114
1324547;24311;-1;10;4;2;0;7;89;89
1326134;8454;-1;10;4;2;0;7;152;152
1326134;24307;-1;10;4;1;0;7;29;62
1329370;8439;1;110;1;3;0;7;10;22
1329370;8442;1;110;1;2;0;7;44;56
1329370;24305;1;110;1;4;0;7;88;89
1329370;24307;1;110;1;5;0;7;111;115
1329370;24327;1;110;1;1;0;7;129;130
1343681;11678;9;310;1;4;0;7;61;66
1343681;11680;9;310;1;2;0;7;68;68
1343681;24305;9;310;1;1;0;7;101;102
1343681;24319;9;310;1;3;0;7;26;29
1343681;24329;9;310;1;6;1;1; ;9
1343681;24338;9;310;1;5;0;7;73;76
1356234;8433;1;110;1;2;0;7;13;20
1356234;24311;1;110;1;1;0;7;20;24
1357068;8455;9;310;1;2;0;7;10;18
1357068;8457;9;310;1;3;0;1;41;6
1357068;24327;9;310;1;1;0;7;258;262
1358867;8438;1;110;1;1;0;7;9;16
1358867;8442;1;110;1;2;0;7;18;35
1360920;8454;-1;10;4;2;0;7;56;62
1360920;24307;-1;10;4;1;0;2;243;17
1365932;11678;1;110;1;5;0;7;15;22
1365932;11680;1;110;1;1;0;7;13;21
1365932;24307;1;110;1;3;0;7;167;168
1365932;24311;1;110;1;6;1;1; ;1
1365932;24319;1;110;1;2;0;7;20;30
1365932;24327;1;110;1;4;0;7;104;112
1369699;8439;-1;10;4;3;0;7;59;59
1369699;24307;-1;10;4;1;0;7;234;251
1369699;24313;-1;10;4;2;0;4;2;11
1373008;8430;9;310;1;4;0;7;85;86
1373008;11680;9;310;1;3;0;7;77;77
1373008;24319;9;310;1;2;0;7;4;13
1373008;24327;9;310;1;1;0;7;179;185
1376916;8424;9;310;1;1;0;7;362;365
1376916;8457;9;310;1;2;0;7;66;73
1376916;24307;9;310;1;3;0;7;219;232
1376916;24316;9;310;1;4;0;7;46;50
1401265;8439;-1;10;4;2;0;7;30;35
1401265;8442;-1;10;4;1;0;4;38;20
1401265;24307;-1;10;4;3;0;7;361;370
1410278;11680;9;310;1;3;0;7;49;49
1410278;24305;9;310;1;4;0;7;35;38
1410278;24307;9;310;1;1;0;7;184;197
1410278;24327;9;310;1;2;0;7;70;82
1413259;8438;-1;10;4;3;0;7;65;65
1413259;11678;-1;10;4;1;0;7;64;64
1413259;24307;-1;10;4;2;0;7;59;89
1413259;24318;-1;10;4;4;0;7;108;114
1422825;8411;9;310;1;3;0;7;86;88
1422825;8421;9;310;1;2;0;7;59;61
1422825;24300;9;310;1;1;0;7;94;98
1431858;8457;-1;10;4;4;0;7;17;28
1431858;11678;-1;10;4;5;0;7;69;69
1431858;11680;-1;10;4;2;0;7;198;203
1431858;24307;-1;10;4;1;0;7;71;101
1431858;24338;-1;10;4;3;0;7;90;95
1445276;8425;9;310;1;6;0;7;256;259
1445276;8427;9;310;1;7;0;7;63;68
1445276;8429;9;310;1;4;0;7;205;212
1445276;8430;9;310;1;2;0;7;108;109
1445276;24307;9;310;1;3;0;7;64;79
1445276;24316;9;310;1;5;0;7;218;219
1445276;24327;9;310;1;1;0;7;164;170
1451613;8433;-1;10;4;2;0;7;50;52
1451613;24318;-1;10;4;1;0;4;29;29
1452055;24307;9;310;1;1;0;7;60;75
1452055;24327;9;310;1;2;0;7;113;123
1464643;11680;0;10;5;1;0;7;161;162
1464643;24305;0;10;5;2;0;7;25;31
1473382;8434;-1;10;4;1;0;7;26;30
1473382;24302;-1;10;4;2;0;7;37;41
