mrun;rbd;nivel;cod_ense;cod_grado;preferencia_postulante;agregada_por_continuidad;tipo_prioridad;loteria_original;loteria_ordenada
6027815;11680;9;310;1;1;0;7;79;79
6027815;24307;9;310;1;2;0;7;205;218
6027815;24319;9;310;1;4;0;7;36;38
6027815;24327;9;310;1;3;0;7;66;78
6028632;8457;1;110;1;2;0;7;56;59
6028632;24307;1;110;1;3;0;7;123;126
6028632;24319;1;110;1;1;0;2;30;5
6030549;8424;9;310;1;2;0;7;110;117
6030549;8425;9;310;1;1;0;7;270;273
6030549;8429;9;310;1;7;0;7;238;244
6030549;8430;9;310;1;5;0;7;116;117
6030549;8457;9;310;1;4;0;7;13;28
6030549;24307;9;310;1;6;0;7;190;203
6030549;24316;9;310;1;3;0;7;147;149
6032099;8434;1;110;1;2;0;7;14;23
6032099;8454;1;110;1;1;0;7;34;42
6032099;24307;1;110;1;3;0;7;177;178
6032099;24313;1;110;1;4;0;7;17;26
6032099;24329;1;110;1;5;0;7;13;23
6032562;8454;0;10;5;2;0;7;37;42
6032562;24329;0;10;5;1;0;1;10;2
6040149;8454;-1;10;4;3;0;7;150;150
6040149;8458;-1;10;4;2;0;7;1;37
6040149;24318;-1;10;4;1;0;7;2;33
6041689;11680;-1;10;4;2;0;7;139;147
6041689;24305;-1;10;4;3;0;7;155;162
6041689;24307;-1;10;4;1;0;7;323;337
6048905;8455;1;110;1;4;0;7;71;73
6048905;24305;1;110;1;3;0;7;61;62
6048905;24319;1;110;1;2;0;4;40;16
6048905;24327;1;110;1;1;0;4;20;24
6049371;8438;0;10;5;4;0;7;36;37
6049371;11680;0;10;5;3;0;7;28;48
6049371;24307;0;10;5;2;0;7;82;88
6049371;24338;0;10;5;1;0;7;41;46
6056059;8448;7;110;7;6;1;1; ;2
6056059;8454;7;110;7;4;0;7;20;31
6056059;24302;7;110;7;3;0;7;1;8
6056059;24307;7;110;7;1;0;7;90;90
6056059;24327;7;110;7;2;0;7;26;28
6056059;24329;7;110;7;5;0;7;5;8
6065196;8424;9;310;1;2;0;7;168;175
6065196;8425;9;310;1;4;0;7;115;126
6065196;8427;9;310;1;1;0;7;158;161
6065196;24316;9;310;1;3;0;7;68;72
6069480;8434;-1;10;4;1;0;7;2;14
6069480;8439;-1;10;4;4;0;7;88;88
6069480;8454;-1;10;4;3;0;7;4;18
6069480;24307;-1;10;4;2;0;7;30;63
6069480;24313;-1;10;4;5;0;7;35;45
6082260;8457;-1;10;4;3;0;7;153;155
6082260;11680;-1;10;4;1;0;7;66;83
6082260;24307;-1;10;4;2;0;7;366;374
6095871;8429;9;310;1;5;0;7;130;137
6095871;24305;9;310;1;4;0;7;37;40
6095871;24307;9;310;1;3;0;7;149;163
6095871;24327;9;310;1;2;0;7;259;263
6095871;24329;9;310;1;1;0;7;42;52
6098511;11678;1;110;1;1;0;7;17;24
6098511;11680;1;110;1;2;0;7;20;28
6098511;24305;1;110;1;4;0;7;1;2
6098511;24319;1;110;1;6;0;7;38;45
6098511;24329;1;110;1;5;0;7;43;46
6098511;24338;1;110;1;3;0;7;37;38
6114175;8442;1;110;1;2;0;1;9;13
6114175;8455;1;110;1;4;0;4;36;17
6114175;8457;1;110;1;3;0;7;40;46
6114175;24307;1;110;1;1;0;7;114;118
6120872;8442;7;110;7;5;0;7;7;15
6120872;11680;7;110;7;3;0;7;7;10
6120872;24307;7;110;7;2;0;7;16;23
6120872;24327;7;110;7;1;0;7;27;29
6120872;24329;7;110;7;4;0;7;2;6
6121602;8425;9;310;1;2;0;7;132;143
6121602;8427;9;310;1;1;0;7;160;163
6121602;8429;9;310;1;3;0;7;22;31
6132112;8427;9;310;1;2;0;7;78;83
6132112;8454;9;310;1;1;0;7;100;115
6132112;24316;9;310;1;3;0;7;333;333
6146309;8437;-1;10;4;2;0;7;35;37
6146309;24307;-1;10;4;1;0;7;142;169
6149100;8429;9;310;1;2;0;7;49;57
6149100;24307;9;310;1;1;0;7;93;107
6149100;24316;9;310;1;3;0;7;290;290
6153526;11680;-1;10;4;1;0;2;208;12
6153526;24307;-1;10;4;2;0;7;406;412
6158494;8454;1;110;1;4;1;1; ;1
6158494;11680;1;110;1;2;0;7;114;114
6158494;24307;1;110;1;1;0;7;102;106
6158494;24338;1;110;1;3;0;7;44;45
6160889;11678;9;310;1;3;0;7;12;21
6160889;24307;9;310;1;1;0;7;31;46
6160889;24316;9;310;1;2;0;7;309;309
6184191;8458;-1;10;4;2;0;7;31;55
6184191;24307;-1;10;4;1;0;7;226;244
6201995;8455;0;10;5;1;0;2;85;8
6201995;8457;0;10;5;2;0;7;30;65
6201995;24302;0;10;5;3;1;1; ;1
6206563;8411;9;310;1;3;0;7;40;44
6206563;8421;9;310;1;2;0;7;51;54
6206563;24300;9;310;1;1;0;7;10;29
6226679;8411;9;310;1;1;0;7;44;48
6226679;24300;9;310;1;2;0;7;47;54
6228783;8434;-1;10;4;1;0;7;34;37
6228783;8436;-1;10;4;4;0;7;47;49
6228783;8458;-1;10;4;5;0;7;185;187
6228783;24302;-1;10;4;2;0;7;48;50
6228783;24307;-1;10;4;6;0;7;386;393
6228783;24318;-1;10;4;3;0;7;43;58
6228783;24329;-1;10;4;7;0;7;29;39
6229417;8442;0;10;5;3;0;7;3;16
6229417;8454;0;10;5;2;0;7;12;23
6229417;8458;0;10;5;5;0;7;6;17
6229417;24307;0;10;5;1;0;7;76;82
6229417;24329;0;10;5;4;0;7;15;20
6242149;8439;1;110;1;2;0;1;21;11
6242149;8442;1;110;1;3;0;7;39;51
6242149;24307;1;110;1;1;0;7;127;130
6242155;24307;-1;10;4;2;0;7;75;105
6242155;24313;-1;10;4;1;0;2;81;6
6259403;8475;1;110;1;2;0;7;4;4
6259403;16895;1;110;1;1;0;7;3;3
6265560;8435;-1;10;4;3;0;7;47;50
6265560;8441;-1;10;4;2;0;7;44;48
6265560;8458;-1;10;4;1;0;4;17;30
6265560;24302;-1;10;4;4;0;7;59;60
6265560;24318;-1;10;4;5;0;4;11;23
6266789;8424;9;310;1;1;0;7;243;247
6266789;24307;9;310;1;3;0;7;296;306
6266789;24327;9;310;1;2;0;7;50;63
6269113;8436;-1;10;4;4;0;7;33;35
6269113;8437;-1;10;4;3;0;7;13;15
6269113;8442;-1;10;4;2;0;7;122;124
6269113;24307;-1;10;4;1;0;7;60;90
6269499;8434;0;10;5;1;0;7;25;27
6269499;8448;0;10;5;3;0;7;2;4
6269499;24302;0;10;5;2;0;7;4;9
6274710;8442;1;110;1;2;0;7;32;46
6274710;24307;1;110;1;1;0;7;134;137
6274710;24313;1;110;1;3;0;7;13;22
6278472;8412;-1;10;4;1;0;2;138;18
6278472;8415;-1;10;4;2;0;7;40;40
6281828;8434;1;110;1;5;1;1; ;3
6281828;8455;1;110;1;2;0;7;28;37
6281828;8457;1;110;1;4;0;7;31;37
6281828;8458;1;110;1;3;0;7;72;77
6281828;24311;1;110;1;1;0;7;10;14
6335519;11678;9;310;1;6;0;7;5;14
6335519;11680;9;310;1;1;0;7;4;7
6335519;24307;9;310;1;4;0;7;118;132
6335519;24319;9;310;1;2;0;7;57;59
6335519;24327;9;310;1;3;0;7;42;56
6335519;24338;9;310;1;5;0;7;24;28
6338674;8433;0;10;5;1;0;7;20;24
6338674;8441;0;10;5;3;0;7;5;9
6338674;8458;0;10;5;2;0;7;24;31
6342858;8457;9;310;1;4;0;7;28;41
6342858;24305;9;310;1;2;0;7;68;71
6342858;24307;9;310;1;3;0;7;257;269
6342858;24327;9;310;1;1;0;7;84;96
6346189;8439;7;110;7;3;1;1; ;1
6346189;11680;7;110;7;1;0;7;2;5
6346189;24307;7;110;7;2;0;7;58;59
6350978;8424;9;310;1;3;0;7;348;351
6350978;8427;9;310;1;2;0;7;211;212
6350978;8454;9;310;1;4;0;7;148;159
6350978;24327;9;310;1;1;0;7;129;138
6352794;11680;1;110;1;2;0;7;24;32
6352794;24319;1;110;1;1;0;2;15;2
6355264;8449;-1;10;4;1;0;2;2;3
6356766;8424;9;310;1;5;0;7;117;124
6356766;8425;9;310;1;1;0;7;293;295
6356766;8427;9;310;1;4;0;7;139;144
6356766;8430;9;310;1;3;0;7;92;93
6356766;24316;9;310;1;2;0;7;107;110
6359649;8454;-1;10;4;5;0;7;147;147
6359649;11680;-1;10;4;1;0;7;217;220
6359649;24305;-1;10;4;2;0;7;208;209
6359649;24311;-1;10;4;3;0;7;14;20
6359649;24329;-1;10;4;4;0;7;61;64
6367302;8411;9;310;1;2;0;7;43;47
6367302;8421;9;310;1;3;0;7;41;45
6367302;24300;9;310;1;1;0;7;50;57
6367302;24317;9;310;1;4;0;7;13;13
6380821;8429;9;310;1;1;0;4;2;9
6380821;24307;9;310;1;2;0;7;344;354
6397752;8421;9;310;1;2;0;7;36;41
6397752;24300;9;310;1;1;0;7;89;93
6402375;8455;0;10;5;3;0;7;76;86
6402375;8457;0;10;5;4;0;7;102;111
6402375;11680;0;10;5;2;0;7;12;33
6402375;24307;0;10;5;1;0;7;16;31
6403552;8455;0;10;5;1;0;2;111;14
6403552;8457;0;10;5;2;0;1;109;41
6409348;8439;0;10;5;2;0;7;2;7
6409348;8442;0;10;5;4;0;7;7;19
6409348;8444;0;10;5;1;0;7;48;49
6409348;24307;0;10;5;3;0;7;140;143
6423896;8457;-1;10;4;2;0;7;178;178
6423896;24302;-1;10;4;1;0;7;36;40
6429671;8412;0;10;5;1;0;7;27;27
6429671;8413;0;10;5;3;0;7;3;5
6429671;8421;0;10;5;2;0;7;1;9
6431519;8413;-1;10;4;2;0;7;44;44
6431519;8421;-1;10;4;1;0;2;22;3
6434337;8425;9;310;1;6;0;7;193;201
6434337;8429;9;310;1;8;0;7;149;156
6434337;8455;9;310;1;2;0;7;69;74
6434337;8457;9;310;1;3;0;7;52;61
6434337;24307;9;310;1;5;0;7;258;270
6434337;24316;9;310;1;7;0;4;31;21
6434337;24327;9;310;1;1;0;7;32;47
6434337;24338;9;310;1;4;0;7;76;79
6446039;8424;9;310;1;5;0;7;280;284
6446039;8425;9;310;1;1;0;7;146;157
6446039;8427;9;310;1;3;0;7;46;51
6446039;8430;9;310;1;4;0;7;82;83
6446039;24316;9;310;1;2;0;7;206;207
6450498;8424;9;310;1;2;0;7;207;213
6450498;8425;9;310;1;3;0;7;229;234
6450498;8429;9;310;1;4;0;7;217;224
6450498;8430;9;310;1;5;0;4;8;6
6450498;24316;9;310;1;1;0;7;81;84
6464199;11680;-1;10;4;1;0;2;2;1
6464199;24307;-1;10;4;3;0;7;171;196
6464199;24311;-1;10;4;2;0;7;34;37
6465241;8435;0;10;5;7;0;7;5;7
6465241;8442;0;10;5;1;0;7;26;31
6465241;8458;0;10;5;4;0;7;70;73
6465241;24305;0;10;5;2;0;7;28;34
6465241;24307;0;10;5;6;0;7;189;191
6465241;24329;0;10;5;5;0;7;57;58
6465241;24338;0;10;5;3;0;7;77;82
6465295;11680;-1;10;4;1;0;7;45;62
6465295;24338;-1;10;4;2;0;7;100;103
6474679;8438;-1;10;4;3;0;7;35;38
6474679;8441;-1;10;4;5;0;7;61;62
6474679;8442;-1;10;4;4;0;7;23;41
6474679;8457;-1;10;4;2;0;7;101;104
6474679;8458;-1;10;4;8;0;7;187;189
6474679;11678;-1;10;4;7;0;7;75;75
6474679;24302;-1;10;4;9;0;7;4;20
6474679;24307;-1;10;4;1;0;7;359;368
6474679;24338;-1;10;4;6;0;7;42;52
6487359;8475;-1;10;4;2;0;7;1;16
6487359;16895;-1;10;4;1;0;7;24;25
6490384;8444;0;10;5;1;0;7;12;27
6490384;24307;0;10;5;2;0;7;129;132
6490384;24313;0;10;5;3;0;7;4;17
6514147;8412;0;10;5;4;0;7;29;29
6514147;8413;0;10;5;2;0;7;7;7
6514147;8421;0;10;5;1;0;2;8;3
6514147;8422;0;10;5;3;0;7;7;7
6517807;8454;1;110;1;4;1;1; ;5
6517807;11680;1;110;1;2;0;7;4;13
6517807;24311;1;110;1;1;0;7;9;13
6517807;24319;1;110;1;3;0;7;21;31
6529595;8436;-1;10;4;4;0;7;75;75
6529595;8457;-1;10;4;6;0;7;165;167
6529595;8458;-1;10;4;3;0;7;97;109
6529595;24305;-1;10;4;1;0;7;7;28
6529595;24307;-1;10;4;5;0;7;309;323
6529595;24311;-1;10;4;2;0;7;15;21
6541774;8424;9;310;1;1;0;7;406;408
6541774;8427;9;310;1;2;0;7;42;48
6541774;8454;9;310;1;4;0;7;78;93
6541774;24316;9;310;1;3;0;7;223;224
6550742;8424;9;310;1;3;0;7;377;379
6550742;24316;9;310;1;1;0;7;293;293
6550742;24329;9;310;1;4;0;7;27;39
6550742;24338;9;310;1;2;0;7;68;71
6557442;8439;1;110;1;3;0;1;5;8
6557442;24307;1;110;1;2;0;7;156;157
6557442;24327;1;110;1;1;0;7;106;113
6568166;8433;-1;10;4;3;0;4;2;7
6568166;8458;-1;10;4;1;0;7;59;76
6568166;24318;-1;10;4;2;0;5;92;31
6568887;11678;-1;10;4;5;0;4;39;10
6568887;11680;-1;10;4;4;0;7;221;223
6568887;24307;-1;10;4;2;0;7;163;188
6568887;24313;-1;10;4;1;0;4;14;13
6568887;24338;-1;10;4;3;0;4;36;14
6569620;8438;-1;10;4;2;0;7;29;32
6569620;8457;-1;10;4;1;0;7;163;165
6589848;8434;-1;10;4;3;0;7;30;34
6589848;8454;-1;10;4;2;0;7;65;69
6589848;11680;-1;10;4;1;0;7;4;24
6589889;8412;-1;10;4;2;0;7;8;34
6589889;8422;-1;10;4;1;0;7;46;46
6591819;8454;0;10;5;3;0;7;66;68
6591819;8458;0;10;5;2;0;2;30;7
6591819;24318;0;10;5;1;0;7;1;4
6598007;8434;-1;10;4;2;0;7;61;61
6598007;24318;-1;10;4;1;0;2;7;2
6598246;8438;1;110;1;3;1;1; ;2
6598246;8455;1;110;1;1;0;7;56;59
6598246;8457;1;110;1;2;0;7;20;27
6610428;8455;7;110;7;3;0;4;22;11
6610428;8457;7;110;7;1;0;7;4;5
6610428;24313;7;110;7;2;0;1;3;2
6613975;8454;1;110;1;3;0;7;48;55
6613975;24311;1;110;1;4;0;7;28;32
6613975;24327;1;110;1;1;0;7;59;78
6613975;24329;1;110;1;2;0;7;41;45
6616186;8455;0;10;5;1;0;7;35;51
6616186;11680;0;10;5;2;0;7;166;167
6616186;24307;0;10;5;3;0;7;224;225
6632471;11680;1;110;1;1;0;7;91;92
6632471;24307;1;110;1;3;0;7;105;109
6632471;24327;1;110;1;4;0;7;1;32
6632471;24338;1;110;1;2;0;7;45;46
6646390;8455;0;10;5;2;0;4;80;21
6646390;8457;0;10;5;1;0;7;72;90
6646390;8458;0;10;5;4;0;7;87;88
6646390;24307;0;10;5;3;0;7;144;147
6661412;8455;0;10;5;2;0;7;104;107
6661412;8457;0;10;5;1;0;1;73;29
6663213;8457;-1;10;4;1;0;7;7;21
6663213;24318;-1;10;4;2;0;7;138;139
6668990;11680;9;310;1;6;0;7;46;46
6668990;24305;9;310;1;4;0;7;49;52
6668990;24307;9;310;1;1;0;7;287;297
6668990;24319;9;310;1;5;0;7;40;42
6668990;24327;9;310;1;2;0;7;121;130
6668990;24329;9;310;1;3;0;7;64;74
6674193;11680;-1;10;4;1;0;7;202;207
6674193;24305;-1;10;4;2;0;7;71;83
6688442;8438;1;110;1;3;0;7;13;20
6688442;8439;1;110;1;6;0;7;18;28
6688442;8442;1;110;1;5;0;7;34;47
6688442;8455;1;110;1;4;0;7;61;63
6688442;24307;1;110;1;8;0;4;4;8
6688442;24313;1;110;1;2;0;7;20;28
6688442;24318;1;110;1;7;0;7;39;48
6688442;24338;1;110;1;1;0;7;47;48
6701332;8439;-1;10;4;2;0;7;47;48
6701332;24311;-1;10;4;3;0;7;102;102
6701332;24318;-1;10;4;1;0;7;120;123
6705324;8442;0;10;5;3;0;7;54;57
6705324;8458;0;10;5;1;0;7;38;43
6705324;24302;0;10;5;5;0;7;12;17
6705324;24305;0;10;5;4;0;7;59;62
6705324;24307;0;10;5;2;0;7;165;168
6707501;8436;-1;10;4;2;0;7;18;22
6707501;24307;-1;10;4;1;0;7;124;152
6711464;11680;1;110;1;3;0;7;81;83
6711464;24307;1;110;1;2;0;7;84;90
6711464;24319;1;110;1;1;0;7;6;21
6714419;8457;-1;10;4;2;0;7;113;116
6714419;11680;-1;10;4;3;0;7;90;104
6714419;24307;-1;10;4;4;0;7;154;180
6714419;24338;-1;10;4;1;0;7;111;114
6722410;8424;9;310;1;1;0;7;208;214
6722410;8457;9;310;1;2;0;1;61;8
6722410;24307;9;310;1;3;0;7;126;140
6723142;11680;-1;10;4;2;0;7;212;216
6723142;24334;-1;10;4;3;0;4;8;3
6723142;24338;-1;10;4;1;0;2;54;4
6723837;8412;-1;10;4;1;0;2;26;4
6723837;8413;-1;10;4;2;0;7;21;22
6727681;8457;-1;10;4;1;0;7;55;60
6727681;11680;-1;10;4;3;0;7;99;111
6727681;24302;-1;10;4;2;0;7;52;53
6727681;24305;-1;10;4;5;0;7;5;26
6727681;24318;-1;10;4;6;0;7;84;95
6727681;24338;-1;10;4;4;0;7;91;96
6732676;8455;0;10;5;1;0;2;41;4
6732676;8457;0;10;5;2;0;1;46;20
6734215;8457;-1;10;4;1;0;7;48;54
6734215;8458;-1;10;4;2;0;7;235;236
6736217;8454;-1;10;4;1;0;4;3;7
6736217;8458;-1;10;4;2;0;2;30;3
6738401;8433;0;10;5;2;0;7;4;9
6738401;8448;0;10;5;3;0;7;6;7
6738401;24307;0;10;5;1;0;7;236;237
6745273;8435;1;110;1;3;0;7;3;9
6745273;24302;1;110;1;2;0;7;12;14
6745273;24318;1;110;1;1;0;7;28;37
6746868;11680;0;10;5;1;0;7;107;117
6746868;24307;0;10;5;3;0;7;216;217
6746868;24338;0;10;5;2;0;7;81;86
6748290;8435;7;110;7;3;0;7;2;2
6748290;8441;7;110;7;1;0;1;2;8
6748290;8458;7;110;7;2;0;7;7;14
6748290;24318;7;110;7;4;0;7;3;13
6756660;8424;7;110;7;3;0;7;35;35
6756660;8438;7;110;7;5;1;1; ;3
6756660;11678;7;110;7;4;0;7;17;19
6756660;24307;7;110;7;2;0;7;73;74
6756660;24327;7;110;7;1;0;7;20;22
6764400;8425;9;310;1;2;0;7;298;300
6764400;8427;9;310;1;3;0;7;142;147
6764400;24316;9;310;1;1;0;7;60;64
6773637;8424;7;110;7;2;0;7;23;26
6773637;8434;7;110;7;4;1;1; ;3
6773637;8457;7;110;7;3;0;7;25;26
6773637;24307;7;110;7;1;0;7;63;64
6779199;8436;-1;10;4;2;0;7;3;14
6779199;8442;-1;10;4;1;0;7;115;117
6807101;8421;9;310;1;1;0;7;39;44
6807101;24300;9;310;1;2;0;7;85;89
6807970;8424;9;310;1;2;0;7;48;56
6807970;8427;9;310;1;4;0;7;229;229
6807970;8429;9;310;1;1;0;7;142;149
6807970;24307;9;310;1;3;0;7;410;417
6818412;8425;9;310;1;1;0;7;134;145
6818412;8427;9;310;1;2;0;7;132;137
6818412;8430;9;310;1;3;0;7;67;68
6821200;8427;9;310;1;2;0;7;95;100
6821200;8454;9;310;1;1;0;7;132;144
6821234;8429;9;310;1;3;0;7;272;276
6821234;24307;9;310;1;2;0;7;247;260
6821234;24327;9;310;1;1;0;7;123;132
6826277;8475;1;110;1;1;0;7;1;1
6826277;16895;1;110;1;2;0;7;11;11
6828399;24307;-1;10;4;2;0;7;172;197
6828399;24334;-1;10;4;1;0;7;31;31
6832409;8424;9;310;1;2;0;7;213;218
6832409;8429;9;310;1;1;0;2;249;8
6832409;8454;9;310;1;3;0;7;21;42
6844756;8454;0;10;5;1;0;7;4;15
6844756;24305;0;10;5;3;0;7;16;24
6844756;24311;0;10;5;4;0;7;51;53
6844756;24329;0;10;5;2;0;7;21;26
6847161;8411;9;310;1;2;0;7;31;36
6847161;8422;9;310;1;3;1;1; ;2
6847161;24300;9;310;1;1;0;7;83;87
6866510;8424;9;310;1;2;0;7;234;239
6866510;8429;9;310;1;1;0;7;179;186
6866510;24316;9;310;1;3;0;7;326;326
6866510;24327;9;310;1;4;0;7;254;258
6871008;8424;9;310;1;1;0;2;306;7
6871008;24307;9;310;1;2;0;7;374;384
6876820;8454;-1;10;4;2;0;7;44;50
6876820;8458;-1;10;4;1;0;2;179;22
6876820;24318;-1;10;4;3;0;7;111;116
6879486;8425;9;310;1;1;0;4;39;41
6879486;8429;9;310;1;2;0;7;224;231
6879486;24316;9;310;1;3;0;7;58;62
6880995;8421;9;310;1;2;0;6;26;4
6880995;24300;9;310;1;1;0;2;72;3
6894297;8424;9;310;1;1;0;7;276;280
6894297;8425;9;310;1;3;0;7;56;69
6894297;8427;9;310;1;2;0;7;197;199
6895782;8442;-1;10;4;2;0;7;118;120
6895782;24307;-1;10;4;1;0;2;409;27
6904554;11680;-1;10;4;2;0;7;76;92
6904554;24307;-1;10;4;1;0;7;68;98
6904554;24313;-1;10;4;3;0;7;42;51
6904898;24307;9;310;1;2;0;7;140;154
6904898;24319;9;310;1;3;0;7;49;51
6904898;24327;9;310;1;1;0;7;279;281
6920426;8434;-1;10;4;4;0;7;18;23
6920426;8435;-1;10;4;3;0;7;3;11
6920426;8436;-1;10;4;2;0;7;43;45
6920426;8458;-1;10;4;1;0;7;194;196
6921536;8439;0;10;5;2;0;7;28;30
6921536;8454;0;10;5;1;0;4;19;8
6922814;8436;0;10;5;4;0;7;30;31
6922814;8444;0;10;5;1;0;4;11;11
6922814;24307;0;10;5;2;0;4;24;10
6922814;24313;0;10;5;3;0;4;27;14
6927721;8424;9;310;1;3;0;7;169;176
6927721;8427;9;310;1;2;0;7;103;108
6927721;8430;9;310;1;5;0;7;126;127
6927721;24307;9;310;1;4;0;7;32;47
6927721;24316;9;310;1;1;0;7;48;52
6927794;8457;-1;10;4;4;0;7;9;23
6927794;11680;-1;10;4;3;0;7;174;180
6927794;24305;-1;10;4;5;0;7;114;123
6927794;24307;-1;10;4;1;0;7;16;54
6927794;24338;-1;10;4;2;0;7;19;33
6932978;8412;-1;10;4;2;0;7;134;136
6932978;8413;-1;10;4;1;0;7;33;33
6932978;8422;-1;10;4;3;0;7;9;21
6943128;8437;-1;10;4;1;0;7;18;20
6943128;8439;-1;10;4;3;0;7;101;101
6943128;11678;-1;10;4;4;0;7;26;33
6943128;11680;-1;10;4;2;0;7;192;197
6953008;8412;0;10;5;3;0;7;17;17
6953008;8413;0;10;5;6;0;4;1;2
6953008;8415;0;10;5;4;0;7;1;2
6953008;8417;0;10;5;2;0;7;2;2
6953008;8421;0;10;5;1;0;7;12;16
6953008;24317;0;10;5;5;0;4;6;1
6959268;8458;-1;10;4;4;0;7;160;168
6959268;11680;-1;10;4;3;0;7;1;22
6959268;24305;-1;10;4;1;0;7;70;82
6959268;24307;-1;10;4;2;0;7;380;388
6959268;24311;-1;10;4;5;0;7;31;34
6967452;24307;-1;10;4;1;0;7;417;422
6967452;24318;-1;10;4;3;0;7;16;40
6967452;24329;-1;10;4;2;0;7;90;90
6967870;11680;0;10;5;1;0;2;31;1
6967870;24305;0;10;5;2;0;7;35;41
6968079;8424;9;310;1;4;0;7;296;300
6968079;24305;9;310;1;3;0;7;95;96
6968079;24307;9;310;1;2;0;7;199;212
6968079;24327;9;310;1;1;0;7;56;69
6971076;8425;9;310;1;1;0;2;37;2
6971076;8429;9;310;1;2;0;7;273;277
6971076;8430;9;310;1;5;0;7;151;152
6971076;24319;9;310;1;4;0;7;28;31
6971076;24327;9;310;1;3;0;7;232;238
6971708;8421;9;310;1;2;0;7;17;24
6971708;24300;9;310;1;1;0;4;14;18
6973849;8424;9;310;1;3;0;7;230;235
6973849;8425;9;310;1;4;0;4;18;26
6973849;24307;9;310;1;2;0;7;362;372
6973849;24327;9;310;1;1;0;7;207;213
6980921;8421;-1;10;4;2;0;7;75;79
6980921;24317;-1;10;4;1;0;7;47;47
6983269;24307;9;310;1;2;0;7;47;62
6983269;24319;9;310;1;1;0;7;29;32
6983269;24327;9;310;1;3;0;7;216;222
6992603;8441;-1;10;4;2;0;7;59;60
6992603;8458;-1;10;4;1;0;7;129;137
6992603;11687;-1;10;4;3;0;4;1;5
6992603;24307;-1;10;4;4;0;7;374;382
6993832;8435;-1;10;4;3;0;7;8;14
6993832;24302;-1;10;4;1;0;7;73;73
6993832;24318;-1;10;4;2;0;7;106;112
6994082;8455;0;10;5;2;0;4;25;16
6994082;8457;0;10;5;1;0;1;83;33
7003595;8429;9;310;1;4;1;1; ;2
7003595;24307;9;310;1;3;0;7;26;41
7003595;24327;9;310;1;1;0;7;195;201
7003595;24338;9;310;1;2;0;7;80;83
7014917;8421;0;10;5;1;0;7;3;11
7014917;24317;0;10;5;2;0;7;7;8
7018704;8424;9;310;1;1;0;7;125;132
7018704;8427;9;310;1;2;0;7;107;112
7018704;8429;9;310;1;4;0;7;97;105
7018704;8430;9;310;1;3;0;7;110;111
7025951;8454;-1;10;4;1;0;7;24;33
7025951;24307;-1;10;4;2;0;7;261;276
7031024;8413;1;110;1;1;0;1;9;2
7031024;8415;1;110;1;3;0;7;9;12
7031024;8417;1;110;1;2;0;7;2;3
7033060;8454;9;310;1;4;1;1; ;3
7033060;24305;9;310;1;3;0;7;69;72
7033060;24307;9;310;1;2;0;7;394;402
7033060;24319;9;310;1;1;0;7;70;72
7043627;8436;-1;10;4;6;0;7;64;65
7043627;8438;-1;10;4;4;0;7;63;63
7043627;8457;-1;10;4;1;0;7;74;78
7043627;11678;-1;10;4;7;0;7;66;66
7043627;24302;-1;10;4;2;0;7;60;61
7043627;24305;-1;10;4;3;0;7;120;128
7043627;24307;-1;10;4;5;0;7;266;281
7049949;8424;9;310;1;3;0;7;224;229
7049949;8427;9;310;1;4;0;4;37;27
7049949;8429;9;310;1;2;0;7;234;241
7049949;8430;9;310;1;5;0;7;86;87
7049949;24316;9;310;1;1;0;7;118;120
7068632;8425;9;310;1;1;0;7;62;74
7068632;24316;9;310;1;2;0;7;272;273
7077364;8454;1;110;1;4;0;7;51;57
7077364;11680;1;110;1;2;0;7;39;47
7077364;24305;1;110;1;1;0;7;80;81
7077364;24329;1;110;1;5;0;7;29;35
7077364;24338;1;110;1;3;0;7;11;15
7080332;8424;9;310;1;2;0;7;108;116
7080332;8425;9;310;1;1;0;2;155;6
7080332;8427;9;310;1;3;0;7;114;119
7086697;24307;-1;10;4;2;0;7;94;123
7086697;24338;-1;10;4;1;0;5;130;16
7093307;24305;-1;10;4;2;0;7;157;164
7093307;24307;-1;10;4;1;0;7;239;256
7093307;24338;-1;10;4;3;0;7;104;107
7094958;8424;9;310;1;3;0;7;85;93
7094958;8429;9;310;1;2;0;7;245;251
7094958;8454;9;310;1;4;0;7;4;26
7094958;24307;9;310;1;1;0;7;351;361
7100434;8412;1;110;1;2;0;7;9;10
7100434;8421;1;110;1;1;0;7;12;13
7100434;8422;1;110;1;3;0;7;1;1
7101540;8430;9;310;1;3;0;7;76;77
7101540;8474;9;310;1;4;0;7;62;62
7101540;24307;9;310;1;2;0;7;36;51
7101540;24319;9;310;1;5;0;7;52;54
7101540;24327;9;310;1;1;0;7;209;215
7109394;8425;9;310;1;1;0;7;15;50
7109394;8427;9;310;1;2;0;7;84;89
7109394;8429;9;310;1;4;0;7;82;90
7109394;24305;9;310;1;3;0;7;42;45
7110160;8457;-1;10;4;1;0;2;79;5
7110160;24305;-1;10;4;2;0;7;152;159
7110160;24307;-1;10;4;3;0;7;264;279
7128809;8457;-1;10;4;1;0;7;158;160
7128809;24305;-1;10;4;2;0;7;68;80
7128809;24311;-1;10;4;3;0;7;13;19
7131231;8411;9;310;1;1;0;7;19;29
7131231;24300;9;310;1;2;0;7;38;45
7139705;8454;-1;10;4;1;0;7;11;22
7139705;24318;-1;10;4;2;0;7;161;162
7149521;11678;0;10;5;4;0;7;57;58
