rbd;cod_nivel;cod_curso;cod_ense;cod_grado;cod_jor;cod_espe;cod_sede;con_copago;solo_hombres;solo_mujeres;lat;lon;cupos_totales;vacantes;vacantes_pie;vacantes_prioritarios;vacantes_alta_exigencia_t;vacantes_alta_exigencia_r;vacantes_regular;software_aleatorio;habilitado_distancia
2355;9;131000000123;310;1;3;0;1;1;1;0;-34,439049;-71,084999;80;0;0;0;0;0;0;1;1
2355;10;231000000123;310;2;3;0;1;1;1;0;-34,439049;-71,084999;86;5;0;0;0;0;5;1;1
2355;11;331000000123;310;3;3;0;1;1;1;0;-34,439049;-71,084999;83;2;0;0;0;0;2;1;1
2355;12;431000000123;310;4;3;0;1;1;1;0;-34,439049;-71,084999;62;0;0;0;0;0;0;1;1
2356;0;501000000111;10;5;1;0;1;1;0;1;-34,43927;-71,086472;36;0;0;0;0;0;0;2;1
2356;1;111000000111;110;1;1;0;1;1;0;1;-34,43927;-71,086472;66;0;0;0;0;0;0;2;1
2356;2;211000000111;110;2;1;0;1;1;0;1;-34,43927;-71,086472;37;0;0;0;0;0;0;2;1
2356;3;311000000111;110;3;1;0;1;1;0;1;-34,43927;-71,086472;72;0;0;0;0;0;0;2;1
2356;4;411000000111;110;4;1;0;1;1;0;1;-34,43927;-71,086472;67;0;0;0;0;0;0;2;1
2356;5;511000000111;110;5;1;0;1;1;0;1;-34,43927;-71,086472;72;0;0;0;0;0;0;2;1
2356;6;611000000111;110;6;1;0;1;1;0;1;-34,43927;-71,086472;72;0;0;0;0;0;0;2;1
2356;7;711000000111;110;7;1;0;1;1;0;1;-34,43927;-71,086472;72;0;0;0;0;0;0;2;1
2356;8;811000000111;110;8;1;0;1;1;0;1;-34,43927;-71,086472;72;1;0;0;0;0;1;2;1
2356;9;131000000111;310;1;1;0;1;1;0;1;-34,43927;-71,086472;72;0;0;0;0;0;0;2;1
2356;10;231000000111;310;2;1;0;1;1;0;1;-34,43927;-71,086472;65;0;0;0;0;0;0;2;1
2356;11;331000000111;310;3;1;0;1;1;0;1;-34,43927;-71,086472;66;3;0;0;0;0;3;2;1
2356;12;431000000111;310;4;1;0;1;1;0;1;-34,43927;-71,086472;65;0;0;0;0;0;0;2;1
2359;-1;401000000131;10;4;1;0;1;0;0;0;-34,413479;-71,24247;16;0;0;0;0;0;0;2;1
2359;0;501000000131;10;5;1;0;1;0;0;0;-34,413479;-71,24247;16;6;1;0;0;0;5;2;1
2359;1;111000000133;110;1;3;0;1;0;0;0;-34,413479;-71,24247;20;6;2;0;0;0;4;2;1
2359;2;211000000133;110;2;3;0;1;0;0;0;-34,413479;-71,24247;25;4;2;0;0;0;2;2;1
2359;3;311000000133;110;3;3;0;1;0;0;0;-34,413479;-71,24247;28;0;0;0;0;0;0;2;1
2359;4;411000000133;110;4;3;0;1;0;0;0;-34,413479;-71,24247;20;4;2;0;0;0;2;2;1
2359;5;511000000133;110;5;3;0;1;0;0;0;-34,413479;-71,24247;23;1;0;0;0;0;1;2;1
2359;6;611000000133;110;6;3;0;1;0;0;0;-34,413479;-71,24247;17;2;0;0;0;0;2;2;1
2359;7;711000000133;110;7;3;0;1;0;0;0;-34,413479;-71,24247;20;5;0;0;0;0;5;2;1
2359;8;811000000133;110;8;3;0;1;0;0;0;-34,413479;-71,24247;20;5;0;0;0;0;5;2;1
2360;-1;401000000131;10;4;1;0;1;0;0;0;-34,366261;-71,265259;16;9;2;0;0;0;7;1;1
2360;0;501000000131;10;5;1;0;1;0;0;0;-34,366261;-71,265259;16;1;0;0;0;0;1;1;1
2360;1;111000000133;110;1;3;0;1;0;0;0;-34,366261;-71,265259;30;14;2;0;0;0;12;1;1
2360;2;211000000133;110;2;3;0;1;0;0;0;-34,366261;-71,265259;30;23;0;0;0;0;23;1;1
2360;3;311000000133;110;3;3;0;1;0;0;0;-34,366261;-71,265259;30;13;0;0;0;0;13;1;1
2360;4;411000000133;110;4;3;0;1;0;0;0;-34,366261;-71,265259;30;19;0;0;0;0;19;1;1
2360;5;511000000133;110;5;3;0;1;0;0;0;-34,366261;-71,265259;30;4;0;0;0;0;4;1;1
2360;6;611000000133;110;6;3;0;1;0;0;0;-34,366261;-71,265259;30;21;0;1;0;0;20;1;1
2360;7;711000000133;110;7;3;0;1;0;0;0;-34,366261;-71,265259;30;16;0;0;0;0;16;1;1
2360;8;811000000133;110;8;3;0;1;0;0;0;-34,366261;-71,265259;30;15;0;0;0;0;15;1;1
2361;-1;401000000131;10;4;1;0;1;0;0;0;-34,356171;-71,283821;80;63;4;1;0;0;58;1;1
2361;0;501000000131;10;5;1;0;1;0;0;0;-34,356171;-71,283821;80;50;2;0;0;0;48;1;1
2361;1;111000000133;110;1;3;0;1;0;0;0;-34,356171;-71,283821;80;44;4;0;0;0;40;1;1
2361;2;211000000133;110;2;3;0;1;0;0;0;-34,356171;-71,283821;80;51;2;0;0;0;49;1;1
2361;3;311000000133;110;3;3;0;1;0;0;0;-34,356171;-71,283821;80;27;0;0;0;0;27;1;1
2361;4;411000000133;110;4;3;0;1;0;0;0;-34,356171;-71,283821;80;36;0;0;0;0;36;1;1
2361;5;511000000133;110;5;3;0;1;0;0;0;-34,356171;-71,283821;80;28;0;0;0;0;28;1;1
2361;6;611000000133;110;6;3;0;1;0;0;0;-34,356171;-71,283821;80;37;3;0;0;0;34;1;1
2361;7;711000000133;110;7;3;0;1;0;0;0;-34,356171;-71,283821;80;37;0;0;0;0;37;1;1
2361;8;811000000133;110;8;3;0;1;0;0;0;-34,356171;-71,283821;80;47;4;0;0;0;43;1;1
2362;-1;401000000131;10;4;1;0;1;0;0;0;-34,408218;-71,301964;22;5;2;0;0;0;3;2;1
2362;0;501000000131;10;5;1;0;1;0;0;0;-34,408218;-71,301964;14;0;0;0;0;0;0;2;1
2362;1;111000000133;110;1;3;0;1;0;0;0;-34,408218;-71,301964;16;1;1;0;0;0;0;2;1
2362;2;211000000133;110;2;3;0;1;0;0;0;-34,408218;-71,301964;23;0;0;0;0;0;0;2;1
2362;3;311000000133;110;3;3;0;1;0;0;0;-34,408218;-71,301964;16;3;1;0;0;0;2;2;1
2362;4;411000000133;110;4;3;0;1;0;0;0;-34,408218;-71,301964;23;0;0;0;0;0;0;2;1
2362;5;511000000133;110;5;3;0;1;0;0;0;-34,408218;-71,301964;23;0;0;0;0;0;0;2;1
2362;6;611000000133;110;6;3;0;1;0;0;0;-34,408218;-71,301964;30;0;0;0;0;0;0;2;1
2362;7;711000000133;110;7;3;0;1;0;0;0;-34,408218;-71,301964;34;4;0;0;0;0;4;2;1
2362;8;811000000133;110;8;3;0;1;0;0;0;-34,408218;-71,301964;30;7;1;0;0;0;6;2;1
2363;-1;401000000131;10;4;1;0;1;0;0;0;-34,401371;-71,366707;28;13;2;0;0;0;11;1;1
2363;0;501000000131;10;5;1;0;1;0;0;0;-34,401371;-71,366707;28;5;2;0;0;0;3;1;1
2363;1;111000000133;110;1;3;0;1;0;0;0;-34,401371;-71,366707;25;7;2;0;0;0;5;1;1
2363;2;211000000133;110;2;3;0;1;0;0;0;-34,401371;-71,366707;25;11;2;0;0;0;9;1;1
2363;3;311000000133;110;3;3;0;1;0;0;0;-34,401371;-71,366707;25;10;0;0;0;0;10;1;1
2363;4;411000000133;110;4;3;0;1;0;0;0;-34,401371;-71,366707;28;3;2;0;0;0;1;1;1
2363;5;511000000133;110;5;3;0;1;0;0;0;-34,401371;-71,366707;25;12;2;0;0;0;10;1;1
2363;6;611000000133;110;6;3;0;1;0;0;0;-34,401371;-71,366707;25;11;1;0;0;0;10;1;1
2363;7;711000000133;110;7;3;0;1;0;0;0;-34,401371;-71,366707;25;8;0;0;0;0;8;1;1
2363;8;811000000133;110;8;3;0;1;0;0;0;-34,401371;-71,366707;25;15;0;0;0;0;15;1;1
2364;-1;401000000131;10;4;1;0;1;0;0;0;-34,309929;-71,344292;25;15;1;0;0;0;14;1;1
2364;0;501000000131;10;5;1;0;1;0;0;0;-34,309929;-71,344292;25;12;1;0;0;0;11;1;1
2364;1;111000000131;110;1;1;0;1;0;0;0;-34,309929;-71,344292;25;4;1;0;0;0;3;1;1
2364;2;211000000131;110;2;1;0;1;0;0;0;-34,309929;-71,344292;25;6;1;0;0;0;5;1;1
2364;3;311000000131;110;3;1;0;1;0;0;0;-34,309929;-71,344292;25;4;0;0;0;0;4;1;1
2364;4;411000000131;110;4;1;0;1;0;0;0;-34,309929;-71,344292;25;5;0;0;0;0;5;1;1
2364;5;511000000131;110;5;1;0;1;0;0;0;-34,309929;-71,344292;25;3;0;0;0;0;3;1;1
2364;6;611000000131;110;6;1;0;1;0;0;0;-34,309929;-71,344292;25;6;0;0;0;0;6;1;1
2364;7;711000000131;110;7;1;0;1;0;0;0;-34,309929;-71,344292;25;8;0;0;0;0;8;1;1
2364;8;811000000131;110;8;1;0;1;0;0;0;-34,309929;-71,344292;25;18;0;0;0;0;18;1;1
2365;-1;401000000131;10;4;1;0;1;0;0;0;-34,308109;-71,389183;30;17;2;0;0;0;15;1;1
2365;0;501000000131;10;5;1;0;1;0;0;0;-34,308109;-71,389183;35;16;2;0;0;0;14;1;1
2365;1;111000000133;110;1;3;0;1;0;0;0;-34,308109;-71,389183;34;10;2;0;0;0;8;1;1
2365;2;211000000133;110;2;3;0;1;0;0;0;-34,308109;-71,389183;35;9;2;0;0;0;7;1;1
2365;3;311000000133;110;3;3;0;1;0;0;0;-34,308109;-71,389183;35;10;1;0;0;0;9;1;1
2365;4;411000000133;110;4;3;0;1;0;0;0;-34,308109;-71,389183;60;30;4;0;0;0;26;1;1
2365;5;511000000133;110;5;3;0;1;0;0;0;-34,308109;-71,389183;40;6;0;0;0;0;6;1;1
2365;6;611000000133;110;6;3;0;1;0;0;0;-34,308109;-71,389183;32;8;0;0;0;0;8;1;1
2365;7;711000000133;110;7;3;0;1;0;0;0;-34,308109;-71,389183;40;10;0;0;0;0;10;1;1
2365;8;811000000133;110;8;3;0;1;0;0;0;-34,308109;-71,389183;35;4;0;0;0;0;4;1;1
2366;-1;401000000131;10;4;1;0;1;0;0;0;-34,417332;-71,194839;9;7;2;0;0;0;5;1;1
2366;0;501000000131;10;5;1;0;1;0;0;0;-34,417332;-71,194839;9;1;1;0;0;0;0;1;1
2366;1;111000000133;110;1;3;0;1;0;0;0;-34,417332;-71,194839;14;6;2;0;0;0;4;1;1
2366;2;211000000133;110;2;3;0;1;0;0;0;-34,417332;-71,194839;14;9;2;0;0;0;7;1;1
2366;3;311000000133;110;3;3;0;1;0;0;0;-34,417332;-71,194839;14;2;1;0;0;0;1;1;1
2366;4;411000000133;110;4;3;0;1;0;0;0;-34,417332;-71,194839;14;13;2;0;0;0;11;1;1
2366;5;511000000133;110;5;3;0;1;0;0;0;-34,417332;-71,194839;15;10;2;0;0;0;8;1;1
2366;6;611000000133;110;6;3;0;1;0;0;0;-34,417332;-71,194839;15;11;1;0;0;0;10;1;1
2367;-1;401000000131;10;4;1;0;1;0;0;0;-34,35754;-71,412109;30;15;2;2;0;0;11;1;1
2367;0;501000000131;10;5;1;0;1;0;0;0;-34,35754;-71,412109;30;15;0;0;0;0;15;1;1
2367;1;111000000133;110;1;3;0;1;0;0;0;-34,35754;-71,412109;31;22;2;0;0;0;20;1;1
2367;2;211000000133;110;2;3;0;1;0;0;0;-34,35754;-71,412109;31;16;2;0;0;0;14;1;1
2367;3;311000000133;110;3;3;0;1;0;0;0;-34,35754;-71,412109;31;15;0;0;0;0;15;1;1
2367;4;411000000133;110;4;3;0;1;0;0;0;-34,35754;-71,412109;31;14;0;0;0;0;14;1;1
2367;5;511000000133;110;5;3;0;1;0;0;0;-34,35754;-71,412109;31;17;0;0;0;0;17;1;1
2367;6;611000000133;110;6;3;0;1;0;0;0;-34,35754;-71,412109;31;19;0;0;0;0;19;1;1
2372;-1;401000000133;10;4;3;0;1;0;0;0;-34,440708;-71,28791;12;7;1;0;0;0;6;1;1
2372;0;501000000133;10;5;3;0;1;0;0;0;-34,440708;-71,28791;12;5;1;0;0;0;4;1;1
2372;1;111000000133;110;1;3;0;1;0;0;0;-34,440708;-71,28791;10;6;1;0;0;0;5;1;1
2372;2;211000000133;110;2;3;0;1;0;0;0;-34,440708;-71,28791;10;2;0;0;0;0;2;1;1
2372;3;311000000133;110;3;3;0;1;0;0;0;-34,440708;-71,28791;10;9;0;1;0;0;8;1;1
2372;4;411000000133;110;4;3;0;1;0;0;0;-34,440708;-71,28791;10;8;0;1;0;0;7;1;1
2373;-1;401000000133;10;4;3;0;1;0;0;0;-34,29586;-71,438766;10;5;0;2;0;0;3;1;1
2373;0;501000000133;10;5;3;0;1;0;0;0;-34,29586;-71,438766;10;5;2;0;0;0;3;1;1
2373;1;111000000133;110;1;3;0;1;0;0;0;-34,29586;-71,438766;15;6;2;0;0;0;4;1;1
2373;2;211000000133;110;2;3;0;1;0;0;0;-34,29586;-71,438766;16;5;2;0;0;0;3;1;1
2373;3;311000000133;110;3;3;0;1;0;0;0;-34,29586;-71,438766;15;8;2;0;0;0;6;1;1
2373;4;411000000133;110;4;3;0;1;0;0;0;-34,29586;-71,438766;15;9;2;0;0;0;7;1;1
2373;5;511000000133;110;5;3;0;1;0;0;0;-34,29586;-71,438766;15;5;2;0;0;0;3;1;1
2373;6;611000000133;110;6;3;0;1;0;0;0;-34,29586;-71,438766;10;5;0;0;0;0;5;1;1
2374;-1;401000000131;10;4;1;0;1;0;0;0;-34,416889;-71,373161;10;0;0;0;0;0;0;1;1
2374;0;501000000131;10;5;1;0;1;0;0;0;-34,416889;-71,373161;10;3;1;0;0;0;2;1;1
2374;1;111000000133;110;1;3;0;1;0;0;0;-34,416889;-71,373161;14;0;0;0;0;0;0;1;1
2374;2;211000000133;110;2;3;0;1;0;0;0;-34,416889;-71,373161;10;1;1;0;0;0;0;1;1
2374;3;311000000133;110;3;3;0;1;0;0;0;-34,416889;-71,373161;10;6;1;0;0;0;5;1;1
2374;4;411000000133;110;4;3;0;1;0;0;0;-34,416889;-71,373161;10;3;0;0;0;0;3;1;1
2374;5;511000000133;110;5;3;0;1;0;0;0;-34,416889;-71,373161;10;3;1;0;0;0;2;1;1
2374;6;611000000133;110;6;3;0;1;0;0;0;-34,416889;-71,373161;10;3;0;0;0;0;3;1;1
2375;9;131000000133;310;1;3;0;1;0;0;0;-34,361252;-71,278816;135;58;0;0;0;0;58;1;1
2375;10;231000000133;310;2;3;0;1;0;0;0;-34,361252;-71,278816;125;7;0;0;0;0;7;1;1
2375;11;331000000133;310;3;3;0;1;0;0;0;-34,361252;-71,278816;41;6;0;0;0;0;6;1;1
2375;11;341041005133;410;3;3;41005;1;0;0;0;-34,361252;-71,278816;35;2;0;0;0;0;2;1;1
2375;11;351056027133;510;3;3;56027;1;0;0;0;-34,361252;-71,278816;30;4;0;0;0;0;4;1;1
2375;12;431000000133;310;4;3;0;1;0;0;0;-34,361252;-71,278816;40;7;0;0;0;0;7;1;1
2375;12;441041005133;410;4;3;41005;1;0;0;0;-34,361252;-71,278816;35;13;0;0;0;0;13;1;1
2375;12;451056027133;510;4;3;56027;1;0;0;0;-34,361252;-71,278816;30;3;0;0;0;0;3;1;1
2378;9;131000000133;310;1;3;0;1;0;0;0;-34,397629;-71,1633;120;58;0;0;0;0;58;1;0
2378;10;231000000133;310;2;3;0;1;0;0;0;-34,397629;-71,1633;120;35;0;0;0;0;35;1;0
2378;11;331000000133;310;3;3;0;1;0;0;0;-34,397629;-71,1633;40;27;1;2;0;0;24;1;0
2378;11;341041005133;410;3;3;41005;1;0;0;0;-34,397629;-71,1633;45;11;0;0;0;0;11;1;0
2378;11;351057030133;510;3;3;57030;1;0;0;0;-34,397629;-71,1633;40;34;2;2;0;0;30;1;0
2378;11;371072007133;710;3;3;72007;1;0;0;0;-34,397629;-71,1633;40;25;0;0;0;0;25;1;0
2378;12;431000000133;310;4;3;0;1;0;0;0;-34,397629;-71,1633;40;15;0;0;0;0;15;1;0
2378;12;441041005133;410;4;3;41005;1;0;0;0;-34,397629;-71,1633;40;13;0;0;0;0;13;1;0
2378;12;451057030133;510;4;3;57030;1;0;0;0;-34,397629;-71,1633;40;32;1;1;0;0;30;1;0
2378;12;471072007133;710;4;3;72007;1;0;0;0;-34,397629;-71,1633;40;23;0;0;0;0;23;1;0
2379;-1;401000000131;10;4;1;0;1;0;0;0;-34,394749;-71,170807;70;50;0;2;0;0;48;1;1
2379;0;501000000131;10;5;1;0;1;0;0;0;-34,394749;-71,170807;70;33;4;0;0;0;29;1;1
2379;1;111000000131;110;1;1;0;1;0;0;0;-34,394749;-71,170807;90;69;5;2;0;0;62;1;0
2379;2;211000000131;110;2;1;0;1;0;0;0;-34,394749;-71,170807;90;61;5;0;0;0;56;1;0
2379;3;311000000133;110;3;3;0;1;0;0;0;-34,394749;-71,170807;90;61;4;0;0;0;57;1;0
2379;4;411000000133;110;4;3;0;1;0;0;0;-34,394749;-71,170807;90;49;1;0;0;0;48;1;0
2379;5;511000000133;110;5;3;0;1;0;0;0;-34,394749;-71,170807;90;43;0;0;0;0;43;1;0
2379;6;611000000133;110;6;3;0;1;0;0;0;-34,394749;-71,170807;90;64;6;0;0;0;58;1;0
2379;7;711000000133;110;7;3;0;1;0;0;0;-34,394749;-71,170807;90;58;2;0;0;0;56;1;0
2379;8;811000000133;110;8;3;0;1;0;0;0;-34,394749;-71,170807;90;47;0;0;0;0;47;1;0
2380;-1;401000000132;10;4;2;0;1;0;0;0;-34,391991;-71,183548;20;17;0;2;0;0;15;1;1
2380;0;501000000131;10;5;1;0;1;0;0;0;-34,391991;-71,183548;25;9;2;0;0;0;7;1;1
2380;1;111000000133;110;1;3;0;1;0;0;0;-34,391991;-71,183548;20;9;0;0;0;0;9;1;1
2380;2;211000000133;110;2;3;0;1;0;0;0;-34,391991;-71,183548;25;4;0;0;0;0;4;1;1
2380;3;311000000133;110;3;3;0;1;0;0;0;-34,391991;-71,183548;25;2;0;0;0;0;2;1;1
2380;4;411000000133;110;4;3;0;1;0;0;0;-34,391991;-71,183548;28;3;0;0;0;0;3;1;1
2380;5;511000000133;110;5;3;0;1;0;0;0;-34,391991;-71,183548;25;6;0;0;0;0;6;1;1
2380;6;611000000133;110;6;3;0;1;0;0;0;-34,391991;-71,183548;25;7;0;0;0;0;7;1;1
2380;7;711000000133;110;7;3;0;1;0;0;0;-34,391991;-71,183548;27;1;0;0;0;0;1;1;1
2380;8;811000000133;110;8;3;0;1;0;0;0;-34,391991;-71,183548;25;4;0;0;0;0;4;1;1
2381;-1;401000000131;10;4;1;0;1;0;0;0;-34,30508;-71,269783;25;13;2;0;0;0;11;1;1
2381;0;501000000131;10;5;1;0;1;0;0;0;-34,30508;-71,269783;25;15;2;0;0;0;13;1;1
2381;1;111000000133;110;1;3;0;1;0;0;0;-34,30508;-71,269783;25;13;2;0;0;0;11;1;1
2381;2;211000000133;110;2;3;0;1;0;0;0;-34,30508;-71,269783;25;13;0;0;0;0;13;1;1
2381;3;311000000133;110;3;3;0;1;0;0;0;-34,30508;-71,269783;25;10;0;0;0;0;10;1;1
2381;4;411000000133;110;4;3;0;1;0;0;0;-34,30508;-71,269783;25;9;1;0;0;0;8;1;1
2381;5;511000000133;110;5;3;0;1;0;0;0;-34,30508;-71,269783;25;15;0;0;0;0;15;1;1
2381;6;611000000133;110;6;3;0;1;0;0;0;-34,30508;-71,269783;25;11;2;0;0;0;9;1;1
2381;7;711000000133;110;7;3;0;1;0;0;0;-34,30508;-71,269783;25;14;1;0;0;0;13;1;1
2381;8;811000000133;110;8;3;0;1;0;0;0;-34,30508;-71,269783;25;5;0;0;0;0;5;1;1
2384;-1;401000000131;10;4;1;0;1;0;0;0;-34,343269;-71,230721;18;12;2;0;0;0;10;1;1
2384;0;501000000131;10;5;1;0;1;0;0;0;-34,343269;-71,230721;18;8;2;0;0;0;6;1;1
2384;1;111000000133;110;1;3;0;1;0;0;0;-34,343269;-71,230721;20;8;1;0;0;0;7;1;1
2384;2;211000000133;110;2;3;0;1;0;0;0;-34,343269;-71,230721;20;12;0;0;0;0;12;1;1
2384;3;311000000133;110;3;3;0;1;0;0;0;-34,343269;-71,230721;20;2;0;0;0;0;2;1;1
2384;4;411000000133;110;4;3;0;1;0;0;0;-34,343269;-71,230721;20;8;0;0;0;0;8;1;1
2384;5;511000000133;110;5;3;0;1;0;0;0;-34,343269;-71,230721;20;6;0;0;0;0;6;1;1
2384;6;611000000133;110;6;3;0;1;0;0;0;-34,343269;-71,230721;20;4;0;0;0;0;4;1;1
2384;7;711000000133;110;7;3;0;1;0;0;0;-34,343269;-71,230721;20;8;0;0;0;0;8;1;1
2384;8;811000000133;110;8;3;0;1;0;0;0;-34,343269;-71,230721;20;13;0;0;0;0;13;1;1
2386;-1;401000000133;10;4;3;0;1;0;0;0;-34,355122;-71,216072;43;6;0;0;0;0;6;1;1
2386;0;501000000133;10;5;3;0;1;0;0;0;-34,355122;-71,216072;43;0;0;0;0;0;0;1;1
2386;1;111000000133;110;1;3;0;1;0;0;0;-34,355122;-71,216072;45;2;2;0;0;0;0;1;1
2386;2;211000000133;110;2;3;0;1;0;0;0;-34,355122;-71,216072;45;3;1;0;0;0;2;1;1
2386;3;311000000133;110;3;3;0;1;0;0;0;-34,355122;-71,216072;45;4;0;0;0;0;4;1;1
2386;4;411000000133;110;4;3;0;1;0;0;0;-34,355122;-71,216072;45;1;0;0;0;0;1;1;1
2386;5;511000000133;110;5;3;0;1;0;0;0;-34,355122;-71,216072;45;1;1;0;0;0;0;1;1
2386;6;611000000133;110;6;3;0;1;0;0;0;-34,355122;-71,216072;45;7;0;0;0;0;7;1;1
2386;7;711000000133;110;7;3;0;1;0;0;0;-34,355122;-71,216072;45;10;0;0;0;0;10;1;1
2386;8;811000000133;110;8;3;0;1;0;0;0;-34,355122;-71,216072;45;10;1;0;0;0;9;1;1
2387;-1;401000000131;10;4;1;0;1;0;0;0;-34,293419;-71,089081;25;13;2;0;0;0;11;1;1
2387;0;501000000131;10;5;1;0;1;0;0;0;-34,293419;-71,089081;25;9;1;0;0;0;8;1;1
2387;1;111000000133;110;1;3;0;1;0;0;0;-34,293419;-71,089081;30;2;0;0;0;0;2;1;1
2387;2;211000000133;110;2;3;0;1;0;0;0;-34,293419;-71,089081;30;9;0;0;0;0;9;1;1
2387;3;311000000133;110;3;3;0;1;0;0;0;-34,293419;-71,089081;30;0;0;0;0;0;0;1;1
2387;4;411000000133;110;4;3;0;1;0;0;0;-34,293419;-71,089081;30;11;0;0;0;0;11;1;1
2387;5;511000000133;110;5;3;0;1;0;0;0;-34,293419;-71,089081;30;0;0;0;0;0;0;1;1
2387;6;611000000133;110;6;3;0;1;0;0;0;-34,293419;-71,089081;30;0;0;0;0;0;0;1;1
2387;7;711000000133;110;7;3;0;1;0;0;0;-34,293419;-71,089081;30;0;0;0;0;0;0;1;1
2387;8;811000000133;110;8;3;0;1;0;0;0;-34,293419;-71,089081;30;0;0;0;0;0;0;1;1
2388;-1;401000000131;10;4;1;0;1;0;0;0;-34,265369;-71,05497;30;10;2;0;0;0;8;1;1
2388;0;501000000131;10;5;1;0;1;0;0;0;-34,265369;-71,05497;30;21;2;2;0;0;17;1;1
2388;1;111000000133;110;1;3;0;1;0;0;0;-34,265369;-71,05497;25;1;1;0;0;0;0;1;1
2388;2;211000000133;110;2;3;0;1;0;0;0;-34,265369;-71,05497;30;7;2;0;0;0;5;1;1
2388;3;311000000133;110;3;3;0;1;0;0;0;-34,265369;-71,05497;33;3;1;0;0;0;2;1;1
2388;4;411000000133;110;4;3;0;1;0;0;0;-34,265369;-71,05497;30;3;0;0;0;0;3;1;1
2388;5;511000000133;110;5;3;0;1;0;0;0;-34,265369;-71,05497;30;7;2;0;0;0;5;1;1
2388;6;611000000133;110;6;3;0;1;0;0;0;-34,265369;-71,05497;33;0;0;0;0;0;0;1;1
2388;7;711000000133;110;7;3;0;1;0;0;0;-34,265369;-71,05497;30;9;0;0;0;0;9;1;1
2388;8;811000000133;110;8;3;0;1;0;0;0;-34,265369;-71,05497;30;8;0;0;0;0;8;1;1
2389;-1;401000000131;10;4;1;0;1;0;0;0;-34,263939;-71,029198;30;1;1;0;0;0;0;2;1
2389;0;501000000131;10;5;1;0;1;0;0;0;-34,263939;-71,029198;29;2;2;0;0;0;0;2;1
2389;1;111000000133;110;1;3;0;1;0;0;0;-34,263939;-71,029198;31;0;0;0;0;0;0;2;1
2389;2;211000000133;110;2;3;0;1;0;0;0;-34,263939;-71,029198;27;0;0;0;0;0;0;2;1
2389;3;311000000133;110;3;3;0;1;0;0;0;-34,263939;-71,029198;30;0;0;0;0;0;0;2;1
2389;4;411000000133;110;4;3;0;1;0;0;0;-34,263939;-71,029198;32;0;0;0;0;0;0;2;1
2389;5;511000000133;110;5;3;0;1;0;0;0;-34,263939;-71,029198;51;0;0;0;0;0;0;2;1
2389;6;611000000133;110;6;3;0;1;0;0;0;-34,263939;-71,029198;32;0;0;0;0;0;0;2;1
2389;7;711000000133;110;7;3;0;1;0;0;0;-34,263939;-71,029198;30;1;0;0;0;0;1;2;1
2389;8;811000000133;110;8;3;0;1;0;0;0;-34,263939;-71,029198;26;2;0;0;0;0;2;2;1
2390;-1;401000000132;10;4;2;0;1;0;0;0;-34,246971;-71,071388;24;14;0;0;0;0;14;1;1
2390;0;501000000131;10;5;1;0;1;0;0;0;-34,246971;-71,071388;24;13;0;0;0;0;13;1;1
2390;1;111000000133;110;1;3;0;1;0;0;0;-34,246971;-71,071388;25;6;0;0;0;0;6;1;1
2390;2;211000000133;110;2;3;0;1;0;0;0;-34,246971;-71,071388;25;11;0;0;0;0;11;1;1
2390;3;311000000133;110;3;3;0;1;0;0;0;-34,246971;-71,071388;16;3;0;0;0;0;3;1;1
2390;4;411000000133;110;4;3;0;1;0;0;0;-34,246971;-71,071388;30;7;0;0;0;0;7;1;1
2390;5;511000000133;110;5;3;0;1;0;0;0;-34,246971;-71,071388;30;17;0;0;0;0;17;1;1
2390;6;611000000133;110;6;3;0;1;0;0;0;-34,246971;-71,071388;15;3;0;0;0;0;3;1;1
2390;7;711000000133;110;7;3;0;1;0;0;0;-34,246971;-71,071388;15;3;0;0;0;0;3;1;1
2390;8;811000000133;110;8;3;0;1;0;0;0;-34,246971;-71,071388;15;4;0;0;0;0;4;1;1
2391;-1;401000000133;10;4;3;0;1;0;0;0;-34,2798;-71,02626;15;12;2;2;0;0;8;1;1
2391;0;501000000133;10;5;3;0;1;0;0;0;-34,2798;-71,02626;10;4;2;0;0;0;2;1;1
2391;1;111000000133;110;1;3;0;1;0;0;0;-34,2798;-71,02626;15;6;1;0;0;0;5;1;1
2391;2;211000000133;110;2;3;0;1;0;0;0;-34,2798;-71,02626;15;11;1;0;0;0;10;1;1
2391;3;311000000133;110;3;3;0;1;0;0;0;-34,2798;-71,02626;10;1;0;0;0;0;1;1;1
2391;4;411000000133;110;4;3;0;1;0;0;0;-34,2798;-71,02626;10;4;1;0;0;0;3;1;1
2391;5;511000000133;110;5;3;0;1;0;0;0;-34,2798;-71,02626;15;9;0;0;0;0;9;1;1
2391;6;611000000133;110;6;3;0;1;0;0;0;-34,2798;-71,02626;10;5;1;0;0;0;4;1;1
2392;-1;401000000131;10;4;1;0;1;0;0;0;-34,281872;-71,092583;10;9;2;1;0;0;6;1;1
2392;0;501000000131;10;5;1;0;1;0;0;0;-34,281872;-71,092583;10;3;1;0;0;0;2;1;1
2392;1;111000000133;110;1;3;0;1;0;0;0;-34,281872;-71,092583;10;2;2;0;0;0;0;1;1
2392;2;211000000133;110;2;3;0;1;0;0;0;-34,281872;-71,092583;8;1;1;0;0;0;0;1;1
2392;3;311000000133;110;3;3;0;1;0;0;0;-34,281872;-71,092583;14;2;0;0;0;0;2;1;1
