rbd;cod_nivel;cod_curso;cod_ense;cod_grado;cod_jor;cod_espe;cod_sede;con_copago;solo_hombres;solo_mujeres;lat;lon;cupos_totales;vacantes;vacantes_pie;vacantes_prioritarios;vacantes_alta_exigencia_t;vacantes_alta_exigencia_r;vacantes_regular;software_aleatorio;habilitado_distancia
6460;-1;401000000133;10;4;3;0;1;0;0;0;-38,786819;-73,396973;28;0;0;0;0;0;0;1;1
6460;0;501000000133;10;5;3;0;1;0;0;0;-38,786819;-73,396973;31;1;1;0;0;0;0;1;1
6460;1;111000000133;110;1;3;0;1;0;0;0;-38,786819;-73,396973;35;0;0;0;0;0;0;1;1
6460;7;711000000133;110;7;3;0;1;0;0;0;-38,786819;-73,396973;35;5;0;0;0;0;5;1;1
6461;-1;401000000131;10;4;1;0;1;0;0;0;-38,89782;-73,253433;10;7;0;0;0;0;7;1;1
6461;0;501000000131;10;5;1;0;1;0;0;0;-38,89782;-73,253433;10;0;0;0;0;0;0;1;1
6461;1;111000000133;110;1;3;0;1;0;0;0;-38,89782;-73,253433;20;10;0;0;0;0;10;1;1
6461;7;711000000133;110;7;3;0;1;0;0;0;-38,89782;-73,253433;25;2;0;0;0;0;2;1;1
6464;1;111000000133;110;1;3;0;1;0;0;0;-38,8927;-73,315872;20;20;0;3;0;0;17;1;1
6465;1;111000000133;110;1;3;0;1;0;0;0;-38,877579;-73,190979;8;8;2;2;0;0;4;1;1
6465;7;711000000133;110;7;3;0;1;0;0;0;-38,877579;-73,190979;40;37;2;4;0;0;31;1;1
6465;9;131000000133;310;1;3;0;1;0;0;0;-38,877579;-73,190979;40;31;0;0;0;0;31;1;0
6471;1;111000000133;110;1;3;0;1;0;0;0;-38,837311;-73,283974;8;8;0;2;0;0;6;1;1
6471;7;711000000133;110;7;3;0;1;0;0;0;-38,837311;-73,283974;5;0;0;0;0;0;0;1;1
6474;1;111000000133;110;1;3;0;1;0;0;0;-38,753819;-73,298653;7;7;2;2;0;0;3;1;1
6475;1;111000000131;110;1;1;0;1;0;0;0;-38,83131;-73,21283;20;19;2;2;0;0;15;1;1
6475;7;711000000131;110;7;1;0;1;0;0;0;-38,83131;-73,21283;20;17;2;1;0;0;14;1;1
6477;1;111000000133;110;1;3;0;1;0;0;0;-38,79747;-73,30201;15;14;2;2;0;0;10;1;1
6478;1;111000000133;110;1;3;0;1;0;0;0;-38,90752;-73,33799;25;23;2;2;0;0;19;1;1
6478;7;711000000133;110;7;3;0;1;0;0;0;-38,90752;-73,33799;25;17;0;0;0;0;17;1;1
6479;1;111000000133;110;1;3;0;1;0;0;0;-38,863651;-73,367592;6;5;0;1;0;0;4;1;1
6480;1;111000000133;110;1;3;0;1;0;0;0;-38,85041;-73,343803;10;7;2;0;0;0;5;1;0
6480;7;711000000133;110;7;3;0;1;0;0;0;-38,85041;-73,343803;15;9;0;0;0;0;9;1;0
6481;1;111000000133;110;1;3;0;1;0;0;0;-38,80241;-73,358276;25;24;2;3;0;0;19;1;1
6482;1;111000000133;110;1;3;0;1;0;0;0;-38,84441;-73,20208;10;10;0;2;0;0;8;1;1
6485;-1;401000000131;10;4;1;0;1;0;0;0;-38,853649;-73,242287;10;4;2;0;0;0;2;1;1
6485;0;501000000131;10;5;1;0;1;0;0;0;-38,853649;-73,242287;10;5;2;0;0;0;3;1;1
6485;1;111000000133;110;1;3;0;1;0;0;0;-38,853649;-73,242287;30;23;2;0;0;0;21;1;1
6485;7;711000000133;110;7;3;0;1;0;0;0;-38,853649;-73,242287;30;24;2;0;0;0;22;1;1
6486;1;111000000133;110;1;3;0;1;0;0;0;-38,84351;-73,231087;5;4;0;1;0;0;3;1;1
6487;-1;401000000133;10;4;3;0;1;0;0;0;-38,831509;-73,32151;10;1;1;0;0;0;0;1;1
6487;0;501000000133;10;5;3;0;1;0;0;0;-38,831509;-73,32151;10;1;1;0;0;0;0;1;1
6487;1;111000000133;110;1;3;0;1;0;0;0;-38,831509;-73,32151;12;5;0;0;0;0;5;1;1
6487;7;711000000133;110;7;3;0;1;0;0;0;-38,831509;-73,32151;8;5;0;0;0;0;5;1;1
6488;-1;401000000133;10;4;3;0;1;0;0;0;-38,840401;-73,362038;20;18;2;2;0;0;14;1;1
6488;0;501000000133;10;5;3;0;1;0;0;0;-38,840401;-73,362038;20;15;2;0;0;0;13;1;1
6488;1;111000000133;110;1;3;0;1;0;0;0;-38,840401;-73,362038;20;12;2;0;0;0;10;1;1
6488;7;711000000133;110;7;3;0;1;0;0;0;-38,840401;-73,362038;20;12;0;0;0;0;12;1;1
6489;1;111000000133;110;1;3;0;1;0;0;0;-38,879341;-73,195053;22;22;2;4;0;0;16;1;1
6490;1;111000000133;110;1;3;0;1;0;0;0;-38,72049;-73,308899;3;3;1;1;0;0;1;1;1
6492;1;111000000133;110;1;3;0;1;0;0;0;-38,721409;-73,287903;6;6;2;1;0;0;3;1;1
6495;-1;401000000131;10;4;1;0;1;0;0;0;-38,905781;-73,322319;7;6;0;2;0;0;4;1;1
6495;0;501000000131;10;5;1;0;1;0;0;0;-38,905781;-73,322319;8;2;0;0;0;0;2;1;1
6495;1;111000000133;110;1;3;0;1;0;0;0;-38,905781;-73,322319;11;4;1;0;0;0;3;1;1
6495;7;711000000133;110;7;3;0;1;0;0;0;-38,905781;-73,322319;20;13;0;0;0;0;13;1;1
6496;1;111000000133;110;1;3;0;1;0;0;0;-38,813549;-73,380531;30;28;2;4;0;0;22;1;0
6496;7;711000000133;110;7;3;0;1;0;0;0;-38,813549;-73,380531;30;25;0;0;0;0;25;1;0
6496;9;131000000133;310;1;3;0;1;0;0;0;-38,813549;-73,380531;30;27;1;2;0;0;24;1;1
6497;7;711000000133;110;7;3;0;1;0;0;0;-38,71265;-73,159981;30;23;2;0;0;0;21;1;1
6497;9;131000000133;310;1;3;0;1;0;0;0;-38,71265;-73,159981;190;37;0;0;0;0;37;1;1
6499;-1;401000000131;10;4;1;0;1;0;0;0;-38,63176;-73,31395;30;12;2;0;0;0;10;1;1
6499;0;501000000131;10;5;1;0;1;0;0;0;-38,63176;-73,31395;30;7;2;0;0;0;5;1;1
6499;1;111000000133;110;1;3;0;1;0;0;0;-38,63176;-73,31395;35;12;2;0;0;0;10;1;1
6499;7;711000000133;110;7;3;0;1;0;0;0;-38,63176;-73,31395;35;0;0;0;0;0;0;1;1
6500;-1;401000000131;10;4;1;0;1;0;0;0;-38,709;-73,140831;60;1;1;0;0;0;0;1;1
6500;0;501000000131;10;5;1;0;1;0;0;0;-38,709;-73,140831;60;0;0;0;0;0;0;1;1
6500;1;111000000133;110;1;3;0;1;0;0;0;-38,709;-73,140831;70;9;4;0;0;0;5;1;1
6500;7;711000000133;110;7;3;0;1;0;0;0;-38,709;-73,140831;120;19;0;0;0;0;19;1;1
6500;9;131000000133;310;1;3;0;1;0;0;0;-38,709;-73,140831;120;1;0;0;0;0;1;1;1
6501;-1;401000000131;10;4;1;0;1;0;0;0;-38,71064;-73,155632;20;0;0;0;0;0;0;1;1
6501;-1;401000000132;10;4;2;0;1;0;0;0;-38,71064;-73,155632;30;1;1;0;0;0;0;1;1
6501;0;501000000131;10;5;1;0;1;0;0;0;-38,71064;-73,155632;40;7;4;0;0;0;3;1;1
6501;0;501000000132;10;5;2;0;1;0;0;0;-38,71064;-73,155632;30;2;2;0;0;0;0;1;1
6501;1;111000000133;110;1;3;0;1;0;0;0;-38,71064;-73,155632;70;26;0;0;0;0;26;1;1
6501;7;711000000133;110;7;3;0;1;0;0;0;-38,71064;-73,155632;70;11;0;0;0;0;11;1;1
6502;-1;401000000132;10;4;2;0;1;0;0;0;-38,7444;-73,41185;17;0;0;0;0;0;0;1;1
6502;0;501000000131;10;5;1;0;1;0;0;0;-38,7444;-73,41185;17;11;2;0;0;0;9;1;1
6502;1;111000000133;110;1;3;0;1;0;0;0;-38,7444;-73,41185;17;4;2;0;0;0;2;1;1
6502;7;711000000133;110;7;3;0;1;0;0;0;-38,7444;-73,41185;17;2;0;0;0;0;2;1;1
6504;-1;401000000132;10;4;2;0;1;0;0;0;-38,69252;-73,364281;30;27;2;3;0;0;22;1;1
6504;0;501000000131;10;5;1;0;1;0;0;0;-38,69252;-73,364281;30;20;2;0;0;0;18;1;1
6504;1;111000000131;110;1;1;0;1;0;0;0;-38,69252;-73,364281;30;25;2;1;0;0;22;1;1
6504;7;711000000131;110;7;1;0;1;0;0;0;-38,69252;-73,364281;30;14;0;0;0;0;14;1;1
6506;1;111000000133;110;1;3;0;1;0;0;0;-38,600609;-73,218613;8;8;0;2;0;0;6;1;1
6508;1;111000000133;110;1;3;0;1;0;0;0;-38,564671;-73,202217;6;6;0;1;0;0;5;1;1
6510;1;111000000133;110;1;3;0;1;0;0;0;-38,782761;-73,190933;8;8;0;2;0;0;6;1;1
6512;1;111000000133;110;1;3;0;1;0;0;0;-38,491539;-73,24398;6;6;0;1;0;0;5;1;1
6515;1;111000000133;110;1;3;0;1;0;0;0;-38,84082;-73,150124;8;8;0;2;0;0;6;1;1
6518;1;111000000133;110;1;3;0;1;0;0;0;-38,609539;-73,135223;8;7;0;1;0;0;6;1;1
6521;1;111000000133;110;1;3;0;1;0;0;0;-38,55545;-73,170822;8;8;0;2;0;0;6;1;1
6522;1;111000000133;110;1;3;0;1;0;0;0;-38,658562;-73,394203;5;5;0;1;0;0;4;1;1
6523;1;111000000133;110;1;3;0;1;0;0;0;-38,682621;-73,416809;6;6;0;1;0;0;5;1;1
6524;1;111000000133;110;1;3;0;1;0;0;0;-38,677601;-73,254852;10;10;0;2;0;0;8;1;1
6525;1;111000000133;110;1;3;0;1;0;0;0;-38,733372;-73,363487;6;6;0;1;0;0;5;1;1
6526;1;111000000133;110;1;3;0;1;0;0;0;-38,634209;-73,281532;8;8;0;2;0;0;6;1;1
6527;1;111000000133;110;1;3;0;1;0;0;0;-38,521961;-73,412453;5;5;0;1;0;0;4;1;1
6528;1;111000000133;110;1;3;0;1;0;0;0;-38,548611;-73,47924;20;16;2;0;0;0;14;1;1
6528;7;711000000133;110;7;3;0;1;0;0;0;-38,548611;-73,47924;30;28;1;3;0;0;24;1;1
6529;1;111000000133;110;1;3;0;1;0;0;0;-38,53828;-73,350517;4;4;0;1;0;0;3;1;1
6530;1;111000000133;110;1;3;0;1;0;0;0;-38,5923;-73,398949;4;4;0;1;0;0;3;1;1
6539;1;111000000133;110;1;3;0;1;0;0;0;-38,621891;-73,477928;6;6;0;1;0;0;5;1;1
6540;1;111000000133;110;1;3;0;1;0;0;0;-38,69191;-73,158623;4;4;0;1;0;0;3;1;1
6542;-1;401000000132;10;4;2;0;1;0;0;0;-38,62991;-73,314003;12;8;0;0;0;0;8;1;1
6542;0;501000000132;10;5;2;0;1;0;0;0;-38,62991;-73,314003;13;1;0;0;0;0;1;1;1
6542;1;111000000132;110;1;2;0;1;0;0;0;-38,62991;-73,314003;25;18;0;0;0;0;18;1;1
6542;7;711000000131;110;7;1;0;1;0;0;0;-38,62991;-73,314003;25;10;0;0;0;0;10;1;1
6545;1;111000000133;110;1;3;0;1;0;0;0;-38,41605;-73,163239;5;5;0;1;0;0;4;1;1
6546;1;111000000133;110;1;3;0;1;0;0;0;-38,48634;-73,345772;10;10;0;2;0;0;8;1;1
6547;1;111000000133;110;1;3;0;1;0;0;0;-38,593971;-73,467857;6;6;0;1;0;0;5;1;1
6549;1;111000000133;110;1;3;0;1;0;0;0;-38,57703;-73,32058;10;10;0;2;0;0;8;1;1
6550;1;111000000133;110;1;3;0;1;0;0;0;-38,52256;-73,48661;15;14;2;2;0;0;10;1;1
6550;7;711000000133;110;7;3;0;1;0;0;0;-38,52256;-73,48661;10;7;1;0;0;0;6;1;1
6552;1;111000000133;110;1;3;0;1;0;0;0;-38,71347;-73,089981;10;8;0;1;0;0;7;1;0
6553;1;111000000133;110;1;3;0;1;0;0;0;-38,492039;-73,320663;10;10;0;2;0;0;8;1;1
6555;1;111000000133;110;1;3;0;1;0;0;0;-38,62056;-73,302841;5;5;0;1;0;0;4;1;1
6558;1;111000000133;110;1;3;0;1;0;0;0;-38,72295;-73,099586;5;5;0;1;0;0;4;1;1
6560;1;111000000133;110;1;3;0;1;0;0;0;-38,70594;-73,121002;15;12;2;0;0;0;10;1;1
6562;1;111000000133;110;1;3;0;1;0;0;0;-38,843719;-73,113113;10;6;2;0;0;0;4;1;1
6562;7;711000000133;110;7;3;0;1;0;0;0;-38,843719;-73,113113;10;1;0;0;0;0;1;1;1
6564;-1;401000000133;10;4;3;0;1;0;0;0;-38,779079;-73,152679;12;9;0;0;0;0;9;1;1
6564;0;501000000133;10;5;3;0;1;0;0;0;-38,779079;-73,152679;13;9;0;0;0;0;9;1;1
6564;1;111000000133;110;1;3;0;1;0;0;0;-38,779079;-73,152679;10;3;0;0;0;0;3;1;1
6564;7;711000000133;110;7;3;0;1;0;0;0;-38,779079;-73,152679;12;4;0;0;0;0;4;1;1
6566;-1;401000000133;10;4;3;0;1;0;0;0;-38,715359;-73,119049;11;9;2;0;0;0;7;1;1
6566;0;501000000133;10;5;3;0;1;0;0;0;-38,715359;-73,119049;9;3;2;0;0;0;1;1;1
6566;1;111000000133;110;1;3;0;1;0;0;0;-38,715359;-73,119049;12;1;1;0;0;0;0;1;1
6566;7;711000000133;110;7;3;0;1;0;0;0;-38,715359;-73,119049;12;7;0;0;0;0;7;1;1
6567;1;111000000131;110;1;1;0;1;0;0;0;-38,666592;-73,06192;5;5;0;1;0;0;4;1;1
6569;-1;401000000131;10;4;1;0;1;0;0;0;-38,784321;-73,223793;10;9;2;1;0;0;6;1;1
6569;0;501000000131;10;5;1;0;1;0;0;0;-38,784321;-73,223793;15;6;2;0;0;0;4;1;1
6569;1;111000000133;110;1;3;0;1;0;0;0;-38,784321;-73,223793;20;16;2;0;0;0;14;1;1
6569;7;711000000133;110;7;3;0;1;0;0;0;-38,784321;-73,223793;35;28;1;0;0;0;27;1;1
6570;1;111000000133;110;1;3;0;1;0;0;0;-38,742538;-73,098663;10;10;0;2;0;0;8;1;1
6572;1;111000000131;110;1;1;0;1;0;0;0;-38,704071;-73,235527;30;28;0;5;0;0;23;1;1
6572;7;711000000131;110;7;1;0;1;0;0;0;-38,704071;-73,235527;40;33;0;0;0;0;33;1;1
6575;1;111000000133;110;1;3;0;1;0;0;0;-38,7631;-73,188751;10;9;0;1;0;0;8;1;1
6575;7;711000000133;110;7;3;0;1;0;0;0;-38,7631;-73,188751;10;8;0;0;0;0;8;1;1
6576;1;111000000133;110;1;3;0;1;0;0;0;-38,50914;-73,322502;10;10;0;2;0;0;8;1;1
6577;-1;401000000131;10;4;1;0;1;0;0;0;-38,817532;-73,111427;17;9;2;0;0;0;7;1;1
6577;0;501000000131;10;5;1;0;1;0;0;0;-38,817532;-73,111427;13;4;2;0;0;0;2;1;1
6577;1;111000000133;110;1;3;0;1;0;0;0;-38,817532;-73,111427;13;4;2;0;0;0;2;1;1
6577;7;711000000133;110;7;3;0;1;0;0;0;-38,817532;-73,111427;14;5;0;0;0;0;5;1;1
6578;1;111000000133;110;1;3;0;1;0;0;0;-38,439388;-73,15345;10;10;0;2;0;0;8;1;1
6580;1;111000000133;110;1;3;0;1;0;0;0;-38,75845;-73,098503;10;10;0;2;0;0;8;1;1
6583;1;111000000131;110;1;1;0;1;0;0;0;-38,81274;-73,185364;15;12;2;0;0;0;10;1;1
6584;9;131000000133;310;1;3;0;1;0;0;0;-38,748268;-72,950981;155;16;0;0;0;0;16;2;1
6585;7;711000000133;110;7;3;0;1;0;0;0;-38,745979;-72,952408;35;0;0;0;0;0;0;1;1
6585;9;131000000133;310;1;3;0;1;0;0;0;-38,745979;-72,952408;225;2;0;0;0;0;2;1;1
6586;-1;401000000133;10;4;3;0;1;0;0;0;-38,60598;-72,843498;28;0;0;0;0;0;0;1;1
6586;0;501000000133;10;5;3;0;1;0;0;0;-38,60598;-72,843498;28;8;1;0;0;0;7;1;1
6586;1;111000000133;110;1;3;0;1;0;0;0;-38,60598;-72,843498;32;7;2;0;0;0;5;1;0
6586;7;711000000133;110;7;3;0;1;0;0;0;-38,60598;-72,843498;64;11;0;0;0;0;11;1;0
6586;9;131000000133;310;1;3;0;1;0;0;0;-38,60598;-72,843498;64;27;0;0;0;0;27;1;1
6587;-1;401000000131;10;4;1;0;1;0;0;0;-38,741299;-72,955658;22;0;0;0;0;0;0;1;1
6587;0;501000000131;10;5;1;0;1;0;0;0;-38,741299;-72,955658;25;1;0;0;0;0;1;1;1
6587;0;501000000132;10;5;2;0;1;0;0;0;-38,741299;-72,955658;23;21;0;3;0;0;18;1;1
6587;1;111000000133;110;1;3;0;1;0;0;0;-38,741299;-72,955658;70;31;0;0;0;0;31;1;1
6587;7;711000000133;110;7;3;0;1;0;0;0;-38,741299;-72,955658;105;7;0;0;0;0;7;1;1
6588;-1;401000000133;10;4;3;0;1;0;0;0;-38,748169;-72,947159;35;17;2;0;0;0;15;1;1
6588;0;501000000133;10;5;3;0;1;0;0;0;-38,748169;-72,947159;36;13;2;0;0;0;11;1;1
6588;1;111000000133;110;1;3;0;1;0;0;0;-38,748169;-72,947159;35;2;2;0;0;0;0;1;1
6588;7;711000000133;110;7;3;0;1;0;0;0;-38,748169;-72,947159;70;45;0;0;0;0;45;1;1
6589;-1;401000000133;10;4;3;0;1;0;0;0;-38,739769;-72,948174;20;2;2;0;0;0;0;1;1
6589;0;501000000133;10;5;3;0;1;0;0;0;-38,739769;-72,948174;30;4;2;0;0;0;2;1;1
6589;1;111000000133;110;1;3;0;1;0;0;0;-38,739769;-72,948174;30;10;0;0;0;0;10;1;1
6589;7;711000000133;110;7;3;0;1;0;0;0;-38,739769;-72,948174;25;5;0;0;0;0;5;1;1
6593;-1;401000000131;10;4;1;0;1;0;0;0;-38,78244;-72,848892;10;1;0;0;0;0;1;1;1
6593;0;501000000131;10;5;1;0;1;0;0;0;-38,78244;-72,848892;10;2;0;0;0;0;2;1;1
6593;1;111000000133;110;1;3;0;1;0;0;0;-38,78244;-72,848892;12;1;1;0;0;0;0;1;1
6593;7;711000000133;110;7;3;0;1;0;0;0;-38,78244;-72,848892;11;6;0;0;0;0;6;1;1
6594;1;111000000133;110;1;3;0;1;0;0;0;-38,60157;-72,847908;5;2;0;0;0;0;2;1;1
6595;1;111000000133;110;1;3;0;1;0;0;0;-38,640999;-72,882004;5;4;0;0;0;0;4;1;1
6599;-1;401000000133;10;4;3;0;1;0;0;0;-38,60157;-72,847908;12;6;0;0;0;0;6;1;1
6599;0;501000000133;10;5;3;0;1;0;0;0;-38,60157;-72,847908;12;9;0;0;0;0;9;1;1
6599;1;111000000133;110;1;3;0;1;0;0;0;-38,60157;-72,847908;10;6;0;0;0;0;6;1;1
6600;1;111000000133;110;1;3;0;1;0;0;0;-38,8549;-72,99205;20;20;0;3;0;0;17;1;1
6602;1;111000000133;110;1;3;0;1;0;0;0;-38,6996;-72,956673;10;10;0;2;0;0;8;1;1
6604;-1;401000000131;10;4;1;0;1;0;0;0;-38,53384;-72,439293;35;7;2;0;0;0;5;1;1
6604;0;501000000131;10;5;1;0;1;0;0;0;-38,53384;-72,439293;35;8;2;0;0;0;6;1;1
6604;1;111000000133;110;1;3;0;1;0;0;0;-38,53384;-72,439293;40;4;1;0;0;0;3;1;1
6604;7;711000000133;110;7;3;0;1;0;0;0;-38,53384;-72,439293;40;1;0;0;0;0;1;1;1
6605;1;111000000133;110;1;3;0;1;0;0;0;-38,658691;-72,99614;10;8;1;1;0;0;6;1;1
6608;-1;401000000131;10;4;1;0;1;0;0;0;-38,672272;-72,90377;7;6;1;2;0;0;3;1;1
6608;0;501000000131;10;5;1;0;1;0;0;0;-38,672272;-72,90377;7;1;1;0;0;0;0;1;1
6608;1;111000000133;110;1;3;0;1;0;0;0;-38,672272;-72,90377;7;3;1;0;0;0;2;1;1
6611;-1;401000000131;10;4;1;0;1;0;0;0;-38,633862;-72,967209;10;5;0;0;0;0;5;1;1
6611;0;501000000131;10;5;1;0;1;0;0;0;-38,633862;-72,967209;10;9;0;1;0;0;8;1;1
6611;1;111000000133;110;1;3;0;1;0;0;0;-38,633862;-72,967209;8;1;0;0;0;0;1;1;1
6612;1;111000000133;110;1;3;0;1;0;0;0;-38,60157;-72,847908;5;4;0;0;0;0;4;1;1
6616;1;111000000133;110;1;3;0;1;0;0;0;-38,60157;-72,847908;5;5;0;1;0;0;4;1;1
6621;1;111000000133;110;1;3;0;1;0;0;0;-38,60157;-72,847908;4;4;0;1;0;0;3;1;1
6622;1;111000000133;110;1;3;0;1;0;0;0;-38,60157;-72,847908;5;5;0;1;0;0;4;1;1
6623;-1;401000000133;10;4;3;0;1;0;0;0;-38,70425;-72,864243;5;2;1;0;0;0;1;1;1
6623;0;501000000133;10;5;3;0;1;0;0;0;-38,70425;-72,864243;5;1;1;0;0;0;0;1;1
6623;1;111000000133;110;1;3;0;1;0;0;0;-38,70425;-72,864243;10;7;1;0;0;0;6;1;1
6624;-1;401000000133;10;4;3;0;1;0;0;0;-38,60157;-72,847908;12;5;0;0;0;0;5;1;1
6624;0;501000000133;10;5;3;0;1;0;0;0;-38,60157;-72,847908;12;4;0;0;0;0;4;1;1
6624;1;111000000133;110;1;3;0;1;0;0;0;-38,60157;-72,847908;8;2;0;0;0;0;2;1;1
6625;1;111000000133;110;1;3;0;1;0;0;0;-38,78875;-73,064453;4;4;0;1;0;0;3;1;1
6626;1;111000000133;110;1;3;0;1;0;0;0;-38,60157;-72,847908;6;4;0;0;0;0;4;1;1
6627;1;111000000133;110;1;3;0;1;0;0;0;-38,646;-72,787003;5;5;0;1;0;0;4;1;1
6628;1;111000000133;110;1;3;0;1;0;0;0;-38,73637;-73,041512;10;8;2;0;0;0;6;1;1
6630;1;111000000133;110;1;3;0;1;0;0;0;-38,60157;-72,847908;5;5;0;1;0;0;4;1;1
6633;-1;401000000131;10;4;1;0;1;0;0;0;-38,766071;-72,849854;10;4;0;0;0;0;4;1;1
6633;0;501000000131;10;5;1;0;1;0;0;0;-38,766071;-72,849854;10;8;0;0;0;0;8;1;1
6633;1;111000000133;110;1;3;0;1;0;0;0;-38,766071;-72,849854;10;5;1;0;0;0;4;1;1
6635;1;111000000133;110;1;3;0;1;0;0;0;-38,741291;-72,953011;4;2;0;0;0;0;2;1;1
6639;-1;401000000131;10;4;1;0;1;0;0;0;-38,847591;-73,041786;10;10;0;2;0;0;8;1;1
6639;0;501000000131;10;5;1;0;1;0;0;0;-38,847591;-73,041786;12;1;0;0;0;0;1;1;1
6639;1;111000000133;110;1;3;0;1;0;0;0;-38,847591;-73,041786;20;19;1;2;0;0;16;1;1
6641;7;711000000133;110;7;3;0;1;0;0;0;-38,600399;-72,849129;40;33;0;0;0;0;33;1;1
6641;9;131000000133;310;1;3;0;1;0;0;0;-38,600399;-72,849129;40;13;0;0;0;0;13;1;0
6643;9;131000000133;310;1;3;0;1;0;0;0;-38,604229;-72,842438;105;14;0;0;0;0;14;1;1
6644;-1;401000000131;10;4;1;0;1;0;0;0;-38,739651;-72,955063;35;0;0;0;0;0;0;2;1
6644;0;501000000131;10;5;1;0;1;0;0;0;-38,739651;-72,955063;80;36;0;0;0;0;36;2;1
6644;1;111000000133;110;1;3;0;1;0;0;0;-38,739651;-72,955063;90;3;0;0;0;0;3;2;1
6644;7;711000000133;110;7;3;0;1;0;0;0;-38,739651;-72,955063;90;1;0;0;0;0;1;2;1
6644;9;131000000133;310;1;3;0;1;0;0;0;-38,739651;-72,955063;90;1;0;0;0;0;1;2;1
6647;1;111000000133;110;1;3;0;1;0;0;0;-38,746761;-72,954514;30;24;0;0;0;0;24;1;1
6649;-1;401000000131;10;4;1;0;1;0;0;0;-38,603359;-72,846893;35;14;0;0;0;0;14;1;1
6649;0;501000000131;10;5;1;0;1;0;0;0;-38,603359;-72,846893;35;14;0;0;0;0;14;1;1
6649;1;111000000133;110;1;3;0;1;0;0;0;-38,603359;-72,846893;45;26;0;0;0;0;26;1;1
6649;7;711000000133;110;7;3;0;1;0;0;0;-38,603359;-72,846893;45;32;0;0;0;0;32;1;1
6649;9;131000000133;310;1;3;0;1;0;0;0;-38,603359;-72,846893;45;35;0;1;0;0;34;1;1
6650;-1;401000000131;10;4;1;0;1;0;0;0;-38,602428;-72,846977;35;14;0;0;0;0;14;1;1
6650;0;501000000131;10;5;1;0;1;0;0;0;-38,602428;-72,846977;35;14;0;0;0;0;14;1;1
6650;1;111000000133;110;1;3;0;1;0;0;0;-38,602428;-72,846977;45;8;1;0;0;0;7;1;1
6650;7;711000000133;110;7;3;0;1;0;0;0;-38,602428;-72,846977;42;1;0;0;0;0;1;1;1
6650;9;131000000133;310;1;3;0;1;0;0;0;-38,602428;-72,846977;45;15;0;0;0;0;15;1;1
6652;-1;401000000133;10;4;3;0;1;0;0;0;-38,811131;-72,879593;30;27;0;4;0;0;23;2;1
6652;0;501000000133;10;5;3;0;1;0;0;0;-38,811131;-72,879593;22;15;0;0;0;0;15;2;1
6652;1;111000000133;110;1;3;0;1;0;0;0;-38,811131;-72,879593;19;8;0;0;0;0;8;2;1
6652;7;711000000133;110;7;3;0;1;0;0;0;-38,811131;-72,879593;30;21;0;0;0;0;21;2;1
6653;1;111000000133;110;1;3;0;1;0;0;0;-38,52314;-72,87793;10;10;0;2;0;0;8;1;1
6654;1;111000000133;110;1;3;0;1;0;0;0;-38,793671;-72,874657;30;26;0;2;0;0;24;1;1
6654;7;711000000133;110;7;3;0;1;0;0;0;-38,793671;-72,874657;27;25;0;4;0;0;21;1;1
6656;1;111000000133;110;1;3;0;1;0;0;0;-38,69841;-73,02124;11;7;0;0;0;0;7;1;1
6656;7;711000000133;110;7;3;0;1;0;0;0;-38,69841;-73,02124;22;6;0;0;0;0;6;1;1
6658;1;111000000133;110;1;3;0;1;0;0;0;-38,619228;-72,815353;5;5;0;1;0;0;4;1;1
6660;1;111000000133;110;1;3;0;1;0;0;0;-38,561161;-72,885582;29;28;0;4;0;0;24;1;1
6662;1;111000000133;110;1;3;0;1;0;0;0;-38,851742;-72,943939;16;16;0;3;0;0;13;1;1
6662;7;711000000133;110;7;3;0;1;0;0;0;-38,851742;-72,943939;21;16;0;0;0;0;16;1;1
6665;1;111000000133;110;1;3;0;1;0;0;0;-38,82193;-73,050468;5;5;0;1;0;0;4;1;1
6666;1;111000000133;110;1;3;0;1;0;0;0;-38,781441;-72,946693;25;19;0;0;0;0;19;2;1
6666;7;711000000133;110;7;3;0;1;0;0;0;-38,781441;-72,946693;40;26;0;0;0;0;26;2;1
6667;-1;401000000131;10;4;1;0;1;0;0;0;-38,760208;-73,008118;10;6;0;0;0;0;6;1;1
6667;0;501000000131;10;5;1;0;1;0;0;0;-38,760208;-73,008118;10;0;0;0;0;0;0;1;1
6667;1;111000000133;110;1;3;0;1;0;0;0;-38,760208;-73,008118;13;4;0;0;0;0;4;1;1
6667;7;711000000133;110;7;3;0;1;0;0;0;-38,760208;-73,008118;14;1;0;0;0;0;1;1;1
6668;1;111000000133;110;1;3;0;1;0;0;0;-38,587379;-72,87207;10;10;0;2;0;0;8;1;1
6669;-1;401000000133;10;4;3;0;1;0;0;0;-38,681;-72,831444;10;1;0;0;0;0;1;1;1
6669;0;501000000133;10;5;3;0;1;0;0;0;-38,681;-72,831444;15;5;0;0;0;0;5;1;1
6669;1;111000000133;110;1;3;0;1;0;0;0;-38,681;-72,831444;28;9;2;0;0;0;7;1;1
6669;7;711000000133;110;7;3;0;1;0;0;0;-38,681;-72,831444;30;14;0;0;0;0;14;1;1
6670;1;111000000133;110;1;3;0;1;0;0;0;-38,499519;-72,884071;6;3;2;0;0;0;1;1;1
6670;7;711000000133;110;7;3;0;1;0;0;0;-38,499519;-72,884071;12;10;2;0;0;0;8;1;1
