rbd;cod_nivel;cod_curso;cod_ense;cod_grado;cod_jor;cod_espe;cod_sede;con_copago;solo_hombres;solo_mujeres;lat;lon;cupos_totales;vacantes;vacantes_pie;vacantes_prioritarios;vacantes_alta_exigencia_t;vacantes_alta_exigencia_r;vacantes_regular;software_aleatorio;tiene_orden_pie;tiene_orden_alta_t
995;2;211000000131;110;2;1;0;1;0;0;0;-31,55555;-70,851196;14;4;0;0;0;0;4;1;0;0
995;3;311000000131;110;3;1;0;1;0;0;0;-31,55555;-70,851196;7;4;0;0;0;0;4;1;0;0
995;4;411000000131;110;4;1;0;1;0;0;0;-31,55555;-70,851196;7;4;0;0;0;0;4;1;0;0
995;5;511000000131;110;5;1;0;1;0;0;0;-31,55555;-70,851196;8;6;0;0;0;0;6;1;0;0
995;6;611000000131;110;6;1;0;1;0;0;0;-31,55555;-70,851196;10;6;0;0;0;0;6;1;0;0
995;7;711000000131;110;7;1;0;1;0;0;0;-31,55555;-70,851196;15;13;0;1;0;0;12;1;0;0
995;8;811000000131;110;8;1;0;1;0;0;0;-31,55555;-70,851196;15;12;0;0;0;0;12;1;0;0
996;1;111000000133;110;1;3;0;1;0;0;0;-31,782049;-71,145447;3;3;0;1;0;0;2;1;0;0
996;2;211000000133;110;2;3;0;1;0;0;0;-31,782049;-71,145447;2;2;0;1;0;0;1;1;0;0
996;3;311000000133;110;3;3;0;1;0;0;0;-31,782049;-71,145447;2;1;0;0;0;0;1;1;0;0
996;4;411000000133;110;4;3;0;1;0;0;0;-31,782049;-71,145447;2;1;0;0;0;0;1;1;0;0
996;5;511000000133;110;5;3;0;1;0;0;0;-31,782049;-71,145447;3;3;0;1;0;0;2;1;0;0
996;6;611000000133;110;6;3;0;1;0;0;0;-31,782049;-71,145447;3;2;0;0;0;0;2;1;0;0
998;1;111000000133;110;1;3;0;1;0;0;0;-31,636999;-71,326813;5;5;0;1;0;0;4;1;0;0
998;2;211000000133;110;2;3;0;1;0;0;0;-31,636999;-71,326813;5;5;0;1;0;0;4;1;0;0
998;3;311000000133;110;3;3;0;1;0;0;0;-31,636999;-71,326813;5;4;0;0;0;0;4;1;0;0
998;4;411000000133;110;4;3;0;1;0;0;0;-31,636999;-71,326813;5;5;0;1;0;0;4;1;0;0
998;5;511000000133;110;5;3;0;1;0;0;0;-31,636999;-71,326813;5;3;0;0;0;0;3;1;0;0
998;6;611000000133;110;6;3;0;1;0;0;0;-31,636999;-71,326813;5;4;0;0;0;0;4;1;0;0
999;1;111000000133;110;1;3;0;1;0;0;0;-31,700279;-71,244087;5;5;0;1;0;0;4;1;0;0
999;2;211000000133;110;2;3;0;1;0;0;0;-31,700279;-71,244087;5;5;0;1;0;0;4;1;0;0
999;3;311000000133;110;3;3;0;1;0;0;0;-31,700279;-71,244087;5;4;0;0;0;0;4;1;0;0
999;4;411000000133;110;4;3;0;1;0;0;0;-31,700279;-71,244087;5;5;0;1;0;0;4;1;0;0
999;5;511000000133;110;5;3;0;1;0;0;0;-31,700279;-71,244087;5;3;0;0;0;0;3;1;0;0
999;6;611000000133;110;6;3;0;1;0;0;0;-31,700279;-71,244087;5;4;0;0;0;0;4;1;0;0
1001;1;111000000133;110;1;3;0;1;0;0;0;-31,602579;-71,191139;5;5;0;1;0;0;4;1;0;0
1001;2;211000000133;110;2;3;0;1;0;0;0;-31,602579;-71,191139;5;4;0;0;0;0;4;1;0;0
1001;3;311000000133;110;3;3;0;1;0;0;0;-31,602579;-71,191139;5;4;0;0;0;0;4;1;0;0
1001;4;411000000133;110;4;3;0;1;0;0;0;-31,602579;-71,191139;5;5;0;1;0;0;4;1;0;0
1001;5;511000000133;110;5;3;0;1;0;0;0;-31,602579;-71,191139;5;4;0;0;0;0;4;1;0;0
1001;6;611000000133;110;6;3;0;1;0;0;0;-31,602579;-71,191139;5;2;0;0;0;0;2;1;0;0
1002;1;111000000133;110;1;3;0;1;0;0;0;-31,816389;-71,162338;3;3;0;1;0;0;2;1;0;0
1002;2;211000000133;110;2;3;0;1;0;0;0;-31,816389;-71,162338;3;3;0;1;0;0;2;1;0;0
1002;3;311000000133;110;3;3;0;1;0;0;0;-31,816389;-71,162338;3;3;0;1;0;0;2;1;0;0
1002;4;411000000133;110;4;3;0;1;0;0;0;-31,816389;-71,162338;5;1;0;0;0;0;1;1;0;0
1002;5;511000000133;110;5;3;0;1;0;0;0;-31,816389;-71,162338;3;2;0;0;0;0;2;1;0;0
1002;6;611000000133;110;6;3;0;1;0;0;0;-31,816389;-71,162338;3;2;0;0;0;0;2;1;0;0
1004;1;111000000133;110;1;3;0;1;0;0;0;-31,576521;-70,926727;3;3;0;1;0;0;2;1;0;0
1004;2;211000000133;110;2;3;0;1;0;0;0;-31,576521;-70,926727;3;2;0;0;0;0;2;1;0;0
1004;3;311000000133;110;3;3;0;1;0;0;0;-31,576521;-70,926727;3;1;0;0;0;0;1;1;0;0
1004;4;411000000133;110;4;3;0;1;0;0;0;-31,576521;-70,926727;3;0;0;0;0;0;0;1;0;0
1004;5;511000000133;110;5;3;0;1;0;0;0;-31,576521;-70,926727;3;3;0;1;0;0;2;1;0;0
1004;6;611000000133;110;6;3;0;1;0;0;0;-31,576521;-70,926727;3;2;0;0;0;0;2;1;0;0
1005;1;111000000133;110;1;3;0;1;0;0;0;-31,637659;-71,364197;2;2;0;1;0;0;1;1;0;0
1005;2;211000000133;110;2;3;0;1;0;0;0;-31,637659;-71,364197;2;2;0;1;0;0;1;1;0;0
1005;3;311000000133;110;3;3;0;1;0;0;0;-31,637659;-71,364197;2;2;0;1;0;0;1;1;0;0
1005;4;411000000133;110;4;3;0;1;0;0;0;-31,637659;-71,364197;2;2;0;1;0;0;1;1;0;0
1005;5;511000000133;110;5;3;0;1;0;0;0;-31,637659;-71,364197;3;2;0;0;0;0;2;1;0;0
1005;6;611000000133;110;6;3;0;1;0;0;0;-31,637659;-71,364197;3;2;0;0;0;0;2;1;0;0
1006;1;111000000133;110;1;3;0;1;0;0;0;-31,57703;-70,99794;10;10;0;2;0;0;8;1;0;0
1006;2;211000000133;110;2;3;0;1;0;0;0;-31,57703;-70,99794;10;2;0;0;0;0;2;1;0;0
1006;3;311000000133;110;3;3;0;1;0;0;0;-31,57703;-70,99794;10;7;0;0;0;0;7;1;0;0
1006;4;411000000133;110;4;3;0;1;0;0;0;-31,57703;-70,99794;10;6;0;0;0;0;6;1;0;0
1006;5;511000000133;110;5;3;0;1;0;0;0;-31,57703;-70,99794;10;7;0;0;0;0;7;1;0;0
1006;6;611000000133;110;6;3;0;1;0;0;0;-31,57703;-70,99794;10;3;0;0;0;0;3;1;0;0
1006;7;711000000133;110;7;3;0;1;0;0;0;-31,57703;-70,99794;10;4;0;0;0;0;4;1;0;0
1006;8;811000000133;110;8;3;0;1;0;0;0;-31,57703;-70,99794;10;4;0;0;0;0;4;1;0;0
1008;1;111000000133;110;1;3;0;1;0;0;0;-31,504141;-71,230339;5;5;0;1;0;0;4;1;0;0
1008;2;211000000133;110;2;3;0;1;0;0;0;-31,504141;-71,230339;5;3;0;0;0;0;3;1;0;0
1008;3;311000000133;110;3;3;0;1;0;0;0;-31,504141;-71,230339;5;5;0;1;0;0;4;1;0;0
1008;4;411000000133;110;4;3;0;1;0;0;0;-31,504141;-71,230339;5;5;0;1;0;0;4;1;0;0
1008;5;511000000133;110;5;3;0;1;0;0;0;-31,504141;-71,230339;5;5;0;1;0;0;4;1;0;0
1008;6;611000000133;110;6;3;0;1;0;0;0;-31,504141;-71,230339;5;4;0;0;0;0;4;1;0;0
1010;1;111000000131;110;1;1;0;1;0;0;0;-31,66243;-71,301224;5;5;0;1;0;0;4;1;0;0
1010;2;211000000131;110;2;1;0;1;0;0;0;-31,66243;-71,301224;5;5;0;1;0;0;4;1;0;0
1010;3;311000000131;110;3;1;0;1;0;0;0;-31,66243;-71,301224;5;3;0;0;0;0;3;1;0;0
1010;4;411000000131;110;4;1;0;1;0;0;0;-31,66243;-71,301224;5;5;0;1;0;0;4;1;0;0
1010;5;511000000131;110;5;1;0;1;0;0;0;-31,66243;-71,301224;5;4;0;0;0;0;4;1;0;0
1010;6;611000000131;110;6;1;0;1;0;0;0;-31,66243;-71,301224;5;5;0;1;0;0;4;1;0;0
1011;1;111000000131;110;1;1;0;1;0;0;0;-31,719219;-71,202583;2;2;1;1;0;0;0;1;0;0
1011;2;211000000131;110;2;1;0;1;0;0;0;-31,719219;-71,202583;2;2;1;1;0;0;0;1;0;0
1011;3;311000000131;110;3;1;0;1;0;0;0;-31,719219;-71,202583;1;1;1;0;0;0;0;1;0;0
1011;4;411000000131;110;4;1;0;1;0;0;0;-31,719219;-71,202583;2;1;1;0;0;0;0;1;0;0
1011;5;511000000131;110;5;1;0;1;0;0;0;-31,719219;-71,202583;2;2;1;1;0;0;0;1;0;0
1011;6;611000000131;110;6;1;0;1;0;0;0;-31,719219;-71,202583;2;2;1;1;0;0;0;1;0;0
1013;7;711000000133;110;7;3;0;1;0;0;0;-31,77644;-70,965553;35;35;2;6;0;0;27;1;0;0
1013;8;811000000133;110;8;3;0;1;0;0;0;-31,77644;-70,965553;35;21;0;0;0;0;21;1;0;0
1013;9;131000000133;310;1;3;0;1;0;0;0;-31,77644;-70,965553;105;77;0;3;0;0;74;1;0;0
1013;10;231000000133;310;2;3;0;1;0;0;0;-31,77644;-70,965553;105;11;0;0;0;0;11;1;0;0
1013;11;331000000133;310;3;3;0;1;0;0;0;-31,77644;-70,965553;35;10;0;0;0;0;10;1;0;0
1013;11;351053015133;510;3;3;53015;1;0;0;0;-31,77644;-70,965553;30;8;0;0;0;0;8;1;0;0
1013;11;361064008133;610;3;3;64008;1;0;0;0;-31,77644;-70,965553;30;8;0;0;0;0;8;1;0;0
1013;12;431000000133;310;4;3;0;1;0;0;0;-31,77644;-70,965553;35;16;0;0;0;0;16;1;0;0
1013;12;451053015133;510;4;3;53015;1;0;0;0;-31,77644;-70,965553;30;12;0;0;0;0;12;1;0;0
1013;12;461064008133;610;4;3;64008;1;0;0;0;-31,77644;-70,965553;30;3;0;0;0;0;3;1;0;0
1014;-1;401000000133;10;4;3;0;1;0;0;0;-31,77887;-70,965012;35;35;0;6;0;0;29;1;0;0
1014;0;501000000133;10;5;3;0;1;0;0;0;-31,77887;-70,965012;35;18;0;0;0;0;18;1;0;0
1014;1;111000000133;110;1;3;0;1;0;0;0;-31,77887;-70,965012;70;49;0;0;0;0;49;1;0;0
1014;2;211000000133;110;2;3;0;1;0;0;0;-31,77887;-70,965012;70;34;0;0;0;0;34;1;0;0
1014;3;311000000133;110;3;3;0;1;0;0;0;-31,77887;-70,965012;70;26;0;0;0;0;26;1;0;0
1014;4;411000000133;110;4;3;0;1;0;0;0;-31,77887;-70,965012;70;30;0;0;0;0;30;1;0;0
1014;5;511000000133;110;5;3;0;1;0;0;0;-31,77887;-70,965012;70;33;0;0;0;0;33;1;0;0
1014;6;611000000133;110;6;3;0;1;0;0;0;-31,77887;-70,965012;35;8;0;0;0;0;8;1;0;0
1014;7;711000000133;110;7;3;0;1;0;0;0;-31,77887;-70,965012;70;33;0;0;0;0;33;1;0;0
1014;8;811000000133;110;8;3;0;1;0;0;0;-31,77887;-70,965012;40;3;0;0;0;0;3;1;0;0
1015;-1;401000000133;10;4;3;0;1;0;0;0;-31,768761;-70,977364;16;15;0;3;0;0;12;1;0;0
1015;0;501000000133;10;5;3;0;1;0;0;0;-31,768761;-70,977364;20;5;0;0;0;0;5;1;0;0
1015;1;111000000133;110;1;3;0;1;0;0;0;-31,768761;-70,977364;30;14;0;0;0;0;14;1;0;0
1015;2;211000000133;110;2;3;0;1;0;0;0;-31,768761;-70,977364;30;9;0;0;0;0;9;1;0;0
1015;3;311000000133;110;3;3;0;1;0;0;0;-31,768761;-70,977364;32;0;0;0;0;0;0;1;0;0
1015;4;411000000133;110;4;3;0;1;0;0;0;-31,768761;-70,977364;30;4;0;0;0;0;4;1;0;0
1015;5;511000000133;110;5;3;0;1;0;0;0;-31,768761;-70,977364;30;4;0;0;0;0;4;1;0;0
1015;6;611000000133;110;6;3;0;1;0;0;0;-31,768761;-70,977364;30;15;0;0;0;0;15;1;0;0
1015;7;711000000133;110;7;3;0;1;0;0;0;-31,768761;-70,977364;30;12;0;0;0;0;12;1;0;0
1015;8;811000000133;110;8;3;0;1;0;0;0;-31,768761;-70,977364;30;16;0;0;0;0;16;1;0;0
1016;-1;401000000133;10;4;3;0;1;0;0;0;-31,899099;-70,682053;25;25;0;4;0;0;21;1;0;0
1016;0;501000000133;10;5;3;0;1;0;0;0;-31,899099;-70,682053;25;18;0;0;0;0;18;1;0;0
1016;1;111000000133;110;1;3;0;1;0;0;0;-31,899099;-70,682053;25;16;0;0;0;0;16;1;0;0
1016;2;211000000133;110;2;3;0;1;0;0;0;-31,899099;-70,682053;25;15;0;0;0;0;15;1;0;0
1016;3;311000000133;110;3;3;0;1;0;0;0;-31,899099;-70,682053;25;16;0;0;0;0;16;1;0;0
1016;4;411000000133;110;4;3;0;1;0;0;0;-31,899099;-70,682053;25;22;0;2;0;0;20;1;0;0
1016;5;511000000133;110;5;3;0;1;0;0;0;-31,899099;-70,682053;25;8;0;0;0;0;8;1;0;0
1016;6;611000000133;110;6;3;0;1;0;0;0;-31,899099;-70,682053;25;14;0;0;0;0;14;1;0;0
1016;7;711000000133;110;7;3;0;1;0;0;0;-31,899099;-70,682053;25;15;0;0;0;0;15;1;0;0
1016;8;811000000133;110;8;3;0;1;0;0;0;-31,899099;-70,682053;25;16;0;0;0;0;16;1;0;0
1017;-1;401000000133;10;4;3;0;1;0;0;0;-31,79114;-71,056396;15;15;0;3;0;0;12;1;0;0
1017;0;501000000133;10;5;3;0;1;0;0;0;-31,79114;-71,056396;15;10;0;0;0;0;10;1;0;0
1017;1;111000000133;110;1;3;0;1;0;0;0;-31,79114;-71,056396;20;11;0;0;0;0;11;1;0;0
1017;2;211000000133;110;2;3;0;1;0;0;0;-31,79114;-71,056396;20;9;0;0;0;0;9;1;0;0
1017;3;311000000133;110;3;3;0;1;0;0;0;-31,79114;-71,056396;20;12;0;0;0;0;12;1;0;0
1017;4;411000000133;110;4;3;0;1;0;0;0;-31,79114;-71,056396;20;6;0;0;0;0;6;1;0;0
1017;5;511000000133;110;5;3;0;1;0;0;0;-31,79114;-71,056396;20;10;0;0;0;0;10;1;0;0
1017;6;611000000133;110;6;3;0;1;0;0;0;-31,79114;-71,056396;20;15;0;0;0;0;15;1;0;0
1017;7;711000000133;110;7;3;0;1;0;0;0;-31,79114;-71,056396;20;18;0;1;0;0;17;1;0;0
1017;8;811000000133;110;8;3;0;1;0;0;0;-31,79114;-71,056396;20;10;0;0;0;0;10;1;0;0
1018;-1;401000000133;10;4;3;0;1;0;0;0;-31,7857;-71,022522;10;10;0;2;0;0;8;1;0;0
1018;0;501000000133;10;5;3;0;1;0;0;0;-31,7857;-71,022522;10;8;0;0;0;0;8;1;0;0
1018;1;111000000133;110;1;3;0;1;0;0;0;-31,7857;-71,022522;15;10;0;0;0;0;10;1;0;0
1018;2;211000000133;110;2;3;0;1;0;0;0;-31,7857;-71,022522;15;7;0;0;0;0;7;1;0;0
1018;3;311000000133;110;3;3;0;1;0;0;0;-31,7857;-71,022522;15;4;0;0;0;0;4;1;0;0
1018;4;411000000133;110;4;3;0;1;0;0;0;-31,7857;-71,022522;15;6;0;0;0;0;6;1;0;0
1018;5;511000000133;110;5;3;0;1;0;0;0;-31,7857;-71,022522;15;4;0;0;0;0;4;1;0;0
1018;6;611000000133;110;6;3;0;1;0;0;0;-31,7857;-71,022522;15;6;0;0;0;0;6;1;0;0
1018;7;711000000133;110;7;3;0;1;0;0;0;-31,7857;-71,022522;30;27;0;4;0;0;23;1;0;0
1018;8;811000000133;110;8;3;0;1;0;0;0;-31,7857;-71,022522;30;21;0;0;0;0;21;1;0;0
1019;-1;401000000131;10;4;1;0;1;0;0;0;-31,88308;-70,730927;30;30;0;5;0;0;25;1;0;0
1019;0;501000000131;10;5;1;0;1;0;0;0;-31,88308;-70,730927;30;11;0;0;0;0;11;1;0;0
1019;1;111000000133;110;1;3;0;1;0;0;0;-31,88308;-70,730927;30;5;0;0;0;0;5;1;0;0
1019;2;211000000133;110;2;3;0;1;0;0;0;-31,88308;-70,730927;30;13;0;0;0;0;13;1;0;0
1019;3;311000000133;110;3;3;0;1;0;0;0;-31,88308;-70,730927;30;7;0;0;0;0;7;1;0;0
1019;4;411000000133;110;4;3;0;1;0;0;0;-31,88308;-70,730927;30;14;0;0;0;0;14;1;0;0
1019;5;511000000133;110;5;3;0;1;0;0;0;-31,88308;-70,730927;30;13;0;0;0;0;13;1;0;0
1019;6;611000000133;110;6;3;0;1;0;0;0;-31,88308;-70,730927;30;17;0;0;0;0;17;1;0;0
1019;7;711000000133;110;7;3;0;1;0;0;0;-31,88308;-70,730927;25;17;0;0;0;0;17;1;0;0
1019;8;811000000133;110;8;3;0;1;0;0;0;-31,88308;-70,730927;25;12;0;0;0;0;12;1;0;0
1020;-1;401000000133;10;4;3;0;1;0;0;0;-31,897511;-70,62133;25;25;0;4;0;0;21;1;0;0
1020;0;501000000133;10;5;3;0;1;0;0;0;-31,897511;-70,62133;25;14;0;0;0;0;14;1;0;0
1020;1;111000000133;110;1;3;0;1;0;0;0;-31,897511;-70,62133;30;16;0;0;0;0;16;1;0;0
1020;2;211000000133;110;2;3;0;1;0;0;0;-31,897511;-70,62133;30;13;0;0;0;0;13;1;0;0
1020;3;311000000133;110;3;3;0;1;0;0;0;-31,897511;-70,62133;30;15;0;0;0;0;15;1;0;0
1020;4;411000000133;110;4;3;0;1;0;0;0;-31,897511;-70,62133;30;18;0;0;0;0;18;1;0;0
1020;5;511000000133;110;5;3;0;1;0;0;0;-31,897511;-70,62133;30;15;0;0;0;0;15;1;0;0
1020;6;611000000133;110;6;3;0;1;0;0;0;-31,897511;-70,62133;30;16;0;0;0;0;16;1;0;0
1020;7;711000000133;110;7;3;0;1;0;0;0;-31,897511;-70,62133;30;11;0;0;0;0;11;1;0;0
1020;8;811000000133;110;8;3;0;1;0;0;0;-31,897511;-70,62133;30;18;0;0;0;0;18;1;0;0
1021;1;111000000133;110;1;3;0;1;0;0;0;-31,704901;-70,761047;3;3;0;1;0;0;2;1;0;0
1021;2;211000000133;110;2;3;0;1;0;0;0;-31,704901;-70,761047;3;2;0;1;0;0;1;1;0;0
1021;3;311000000133;110;3;3;0;1;0;0;0;-31,704901;-70,761047;3;3;0;1;0;0;2;1;0;0
1021;4;411000000133;110;4;3;0;1;0;0;0;-31,704901;-70,761047;3;3;0;1;0;0;2;1;0;0
1021;5;511000000133;110;5;3;0;1;0;0;0;-31,704901;-70,761047;3;3;0;1;0;0;2;1;0;0
1021;6;611000000133;110;6;3;0;1;0;0;0;-31,704901;-70,761047;3;2;0;1;0;0;1;1;0;0
1022;-1;401000000133;10;4;3;0;1;0;0;0;-31,90131;-70,772797;15;15;0;3;0;0;12;1;0;0
1022;0;501000000133;10;5;3;0;1;0;0;0;-31,90131;-70,772797;15;12;0;1;0;0;11;1;0;0
1022;1;111000000133;110;1;3;0;1;0;0;0;-31,90131;-70,772797;15;7;0;0;0;0;7;1;0;0
1022;2;211000000133;110;2;3;0;1;0;0;0;-31,90131;-70,772797;15;4;0;0;0;0;4;1;0;0
1022;3;311000000133;110;3;3;0;1;0;0;0;-31,90131;-70,772797;15;8;0;0;0;0;8;1;0;0
1022;4;411000000133;110;4;3;0;1;0;0;0;-31,90131;-70,772797;15;8;0;0;0;0;8;1;0;0
1022;5;511000000133;110;5;3;0;1;0;0;0;-31,90131;-70,772797;15;12;0;1;0;0;11;1;0;0
1022;6;611000000133;110;6;3;0;1;0;0;0;-31,90131;-70,772797;15;10;0;1;0;0;9;1;0;0
1022;7;711000000133;110;7;3;0;1;0;0;0;-31,90131;-70,772797;15;11;0;1;0;0;10;1;0;0
1022;8;811000000133;110;8;3;0;1;0;0;0;-31,90131;-70,772797;15;7;0;0;0;0;7;1;0;0
1027;1;111000000131;110;1;1;0;1;0;0;0;-31,8647;-70,843086;15;15;0;3;0;0;12;1;0;0
1027;2;211000000131;110;2;1;0;1;0;0;0;-31,8647;-70,843086;15;12;0;0;0;0;12;1;0;0
1027;3;311000000131;110;3;1;0;1;0;0;0;-31,8647;-70,843086;15;13;0;3;0;0;10;1;0;0
1027;4;411000000131;110;4;1;0;1;0;0;0;-31,8647;-70,843086;15;13;0;2;0;0;11;1;0;0
1027;5;511000000131;110;5;1;0;1;0;0;0;-31,8647;-70,843086;9;5;0;0;0;0;5;1;0;0
1027;6;611000000131;110;6;1;0;1;0;0;0;-31,8647;-70,843086;15;14;0;3;0;0;11;1;0;0
1030;1;111000000133;110;1;3;0;1;0;0;0;-31,737829;-70,950577;10;10;0;2;0;0;8;1;0;0
1030;2;211000000133;110;2;3;0;1;0;0;0;-31,737829;-70,950577;10;5;0;0;0;0;5;1;0;0
1030;3;311000000133;110;3;3;0;1;0;0;0;-31,737829;-70,950577;6;1;0;0;0;0;1;1;0;0
1030;4;411000000133;110;4;3;0;1;0;0;0;-31,737829;-70,950577;6;3;0;0;0;0;3;1;0;0
1030;5;511000000133;110;5;3;0;1;0;0;0;-31,737829;-70,950577;5;2;0;0;0;0;2;1;0;0
1030;6;611000000133;110;6;3;0;1;0;0;0;-31,737829;-70,950577;5;4;0;1;0;0;3;1;0;0
1031;-1;401000000133;10;4;3;0;1;0;0;0;-31,758249;-71,054382;10;10;0;2;0;0;8;1;0;0
1031;0;501000000133;10;5;3;0;1;0;0;0;-31,758249;-71,054382;10;4;0;0;0;0;4;1;0;0
1031;1;111000000133;110;1;3;0;1;0;0;0;-31,758249;-71,054382;10;1;0;0;0;0;1;1;0;0
1031;2;211000000133;110;2;3;0;1;0;0;0;-31,758249;-71,054382;10;5;0;0;0;0;5;1;0;0
1031;3;311000000133;110;3;3;0;1;0;0;0;-31,758249;-71,054382;10;2;0;0;0;0;2;1;0;0
1031;4;411000000133;110;4;3;0;1;0;0;0;-31,758249;-71,054382;10;1;0;0;0;0;1;1;0;0
1031;5;511000000133;110;5;3;0;1;0;0;0;-31,758249;-71,054382;10;0;0;0;0;0;0;1;0;0
1031;6;611000000133;110;6;3;0;1;0;0;0;-31,758249;-71,054382;10;6;0;0;0;0;6;1;0;0
1031;7;711000000133;110;7;3;0;1;0;0;0;-31,758249;-71,054382;20;11;0;0;0;0;11;1;0;0
1031;8;811000000133;110;8;3;0;1;0;0;0;-31,758249;-71,054382;20;13;0;0;0;0;13;1;0;0
1032;1;111000000133;110;1;3;0;1;0;0;0;-31,732019;-70,831306;13;13;0;2;0;0;11;1;0;0
1032;2;211000000133;110;2;3;0;1;0;0;0;-31,732019;-70,831306;13;9;0;1;0;0;8;1;0;0
1032;3;311000000133;110;3;3;0;1;0;0;0;-31,732019;-70,831306;13;9;0;0;0;0;9;1;0;0
1032;4;411000000133;110;4;3;0;1;0;0;0;-31,732019;-70,831306;13;7;0;0;0;0;7;1;0;0
1032;5;511000000133;110;5;3;0;1;0;0;0;-31,732019;-70,831306;13;11;0;1;0;0;10;1;0;0
1032;6;611000000133;110;6;3;0;1;0;0;0;-31,732019;-70,831306;13;10;0;0;0;0;10;1;0;0
1032;7;711000000133;110;7;3;0;1;0;0;0;-31,732019;-70,831306;13;7;0;0;0;0;7;1;0;0
1032;8;811000000133;110;8;3;0;1;0;0;0;-31,732019;-70,831306;13;8;0;0;0;0;8;1;0;0
1033;-1;401000000133;10;4;3;0;1;0;0;0;-31,84115;-70,876213;15;15;0;3;0;0;12;1;0;0
1033;0;501000000133;10;5;3;0;1;0;0;0;-31,84115;-70,876213;15;5;0;0;0;0;5;1;0;0
1033;1;111000000133;110;1;3;0;1;0;0;0;-31,84115;-70,876213;15;11;0;0;0;0;11;1;0;0
1033;2;211000000133;110;2;3;0;1;0;0;0;-31,84115;-70,876213;15;5;0;0;0;0;5;1;0;0
1033;3;311000000133;110;3;3;0;1;0;0;0;-31,84115;-70,876213;15;8;0;0;0;0;8;1;0;0
1033;4;411000000133;110;4;3;0;1;0;0;0;-31,84115;-70,876213;15;4;0;0;0;0;4;1;0;0
1033;5;511000000133;110;5;3;0;1;0;0;0;-31,84115;-70,876213;15;5;0;0;0;0;5;1;0;0
1033;6;611000000133;110;6;3;0;1;0;0;0;-31,84115;-70,876213;15;9;0;2;0;0;7;1;0;0
1033;7;711000000133;110;7;3;0;1;0;0;0;-31,84115;-70,876213;15;12;0;1;0;0;11;1;0;0
1033;8;811000000133;110;8;3;0;1;0;0;0;-31,84115;-70,876213;15;6;0;0;0;0;6;1;0;0
1034;1;111000000133;110;1;3;0;1;0;0;0;-31,94449;-70,609978;15;15;0;3;0;0;12;1;0;0
1034;2;211000000133;110;2;3;0;1;0;0;0;-31,94449;-70,609978;15;11;0;1;0;0;10;1;0;0
1034;3;311000000133;110;3;3;0;1;0;0;0;-31,94449;-70,609978;15;7;0;0;0;0;7;1;0;0
1034;4;411000000133;110;4;3;0;1;0;0;0;-31,94449;-70,609978;15;8;0;0;0;0;8;1;0;0
1034;5;511000000133;110;5;3;0;1;0;0;0;-31,94449;-70,609978;15;8;0;0;0;0;8;1;0;0
1034;6;611000000133;110;6;3;0;1;0;0;0;-31,94449;-70,609978;15;13;0;3;0;0;10;1;0;0
1034;7;711000000133;110;7;3;0;1;0;0;0;-31,94449;-70,609978;15;11;0;0;0;0;11;1;0;0
1034;8;811000000133;110;8;3;0;1;0;0;0;-31,94449;-70,609978;15;11;0;1;0;0;10;1;0;0
1036;-1;401000000133;10;4;3;0;1;0;0;0;-31,78203;-70,965363;70;70;2;11;0;0;57;1;0;0
1036;0;501000000133;10;5;3;0;1;0;0;0;-31,78203;-70,965363;70;30;1;0;0;0;29;1;0;0
1036;1;111000000133;110;1;3;0;1;0;0;0;-31,78203;-70,965363;84;29;1;0;0;0;28;1;0;0
1036;2;211000000133;110;2;3;0;1;0;0;0;-31,78203;-70,965363;84;16;0;0;0;0;16;1;0;0
1036;3;311000000133;110;3;3;0;1;0;0;0;-31,78203;-70,965363;84;8;0;0;0;0;8;1;0;0
1036;4;411000000133;110;4;3;0;1;0;0;0;-31,78203;-70,965363;84;7;0;0;0;0;7;1;0;0
1036;5;511000000133;110;5;3;0;1;0;0;0;-31,78203;-70,965363;84;6;0;0;0;0;6;1;0;0
1036;6;611000000133;110;6;3;0;1;0;0;0;-31,78203;-70,965363;85;4;2;0;0;0;2;1;0;0
1036;7;711000000133;110;7;3;0;1;0;0;0;-31,78203;-70,965363;84;7;0;0;0;0;7;1;0;0
1036;8;811000000133;110;8;3;0;1;0;0;0;-31,78203;-70,965363;84;28;0;0;0;0;28;1;0;0
1036;9;131000000133;310;1;3;0;1;0;0;0;-31,78203;-70,965363;84;0;0;0;0;0;0;1;0;0
1036;10;231000000133;310;2;3;0;1;0;0;0;-31,78203;-70,965363;126;40;0;0;0;0;40;1;0;0
1036;11;331000000133;310;3;3;0;1;0;0;0;-31,78203;-70,965363;84;0;0;0;0;0;0;1;0;0
1036;12;431000000133;310;4;3;0;1;0;0;0;-31,78203;-70,965363;112;41;0;0;0;0;41;1;0;0
1037;1;111000000133;110;1;3;0;1;0;0;0;-31,738029;-70,920441;6;6;0;1;0;0;5;1;0;0
1037;2;211000000133;110;2;3;0;1;0;0;0;-31,738029;-70,920441;6;5;0;0;0;0;5;1;0;0
1037;3;311000000133;110;3;3;0;1;0;0;0;-31,738029;-70,920441;6;3;0;0;0;0;3;1;0;0
1037;4;411000000133;110;4;3;0;1;0;0;0;-31,738029;-70,920441;6;6;0;1;0;0;5;1;0;0
1037;5;511000000133;110;5;3;0;1;0;0;0;-31,738029;-70,920441;6;3;0;0;0;0;3;1;0;0
