mrun;cod_nivel;es_mujer;prioritario;alto_rendimiento;lat_con_error;lon_con_error
3901329;1;0;1;0;-33,4508509837374;-71,6372283167514
3902041;9;1;1;0;-39,0345874160596;-73,1125230261682
3903167;9;0;1;0;-38,7716835906659;-72,5890246926943
3903664;9;0;1;0;-22,4693515004304;-68,9386895758434
3903706;1;1;0;0;-33,5834980488067;-71,6031175374905
3904108;5;0;0;0;-34,1831418956214;-70,6517287837843
3904302;1;0;0;0;-22,4358126616946;-68,9108487660674
3904459;9;1;1;1;-34,1741394227467;-70,7832904428977
3904703;9;1;1;0;-35,1092538323231;-71,2868448772366
3905281;9;1;0;0;-53,1711217342443;-70,9212998845306
3905486;1;0;0;0;-40,584830820351;-73,1625348434052
3906353;9;1;1;1;-20,2169331150355;-70,1552363977661
3906964;-1;0;1;0;-36,9673810336874;-72,1010416408707
3907803;1;0;1;0;-43,1799827641261;-71,865039705634
3908828;-1;0;0;0;-36,6123163171807;-72,9578560796844
3908947;-1;0;0;0;-34,3085149150067;-71,3895139208503
3908999;4;0;1;0;-20,2926473933287;-70,1058152785677
3909595;7;1;1;0;-20,2731317265105;-70,1026328572667
3910112;0;0;1;0;-36,7500817107578;-73,0032452550138
3910437;-1;1;1;0;-41,3955814573271;-72,9168392991113
3910700;-1;0;0;0;-32,8319786510238;-70,5991856841488
3911259;9;1;0;1;-35,1153549924773;-71,284136592486
3912677;0;0;0;0;-23,6713809386071;-70,39738457899
3913819;9;0;0;1;-36,9808355250155;-73,1642308193493
3916488;-1;0;1;0;-35,4354445419471;-71,6602352952206
3916508;9;1;1;0;-34,406649507073;-70,8509976643367
3916910;-1;0;1;0;-29,9578210929464;-71,3473378471178
3916930;10;1;1;0;-29,991299681154;-71,3411506450177
3917489;12;1;1;0;-34,1710516284619;-70,7070320571437
3917845;2;0;1;0;-20,2796750835628;-70,0808319497117
3918603;-1;1;1;0;-36,8255843395421;-73,0571903583681
3919299;0;1;1;0;-34,0610331329378;-70,7419105872535
3919655;1;1;1;0;-36,8020179420567;-73,0362729978283
3919811;1;0;0;0;-34,3337104008453;-70,7247884792607
3920052;-1;1;0;0;-34,1394390527247;-70,7324962938512
3920231;2;0;0;0;-29,9187785838911;-71,2135542417095
3920920;9;0;0;0;-33,4568933532973;-71,6595990997993
3920925;-1;0;0;0;-30,583860458356;-71,1867796778561
3920987;7;1;1;0;-32,4570259198743;-71,2354970897586
3921360;-1;1;1;0;-33,5956913954429;-71,5953037242962
3922243;9;0;1;0;-29,9728818662811;-71,3221093237861
3922926;7;1;1;0;-29,9022300021958;-71,2527389789757
3923174;1;1;1;0;-38,7545169949367;-72,165630126184
3923456;9;1;1;0;-18,4775710774215;-70,2914202235348
3923608;-1;1;1;0;-35,3085722634369;-71,5244781315973
3923920;8;0;1;0;-20,2184418913053;-70,1445920494393
3924044;9;0;1;0;-18,574659057498;-70,0804433120667
3924461;1;0;0;0;-36,1005148906528;-71,8163061694337
3924668;9;1;1;0;-38,7351800065944;-72,5907490923004
3924932;0;1;0;0;-33,0139340372137;-71,2566540748123
3925268;-1;1;0;0;-26,2462417097766;-69,6254546354261
3925651;1;0;0;0;-22,4679048725956;-68,9318218714483
3925768;-1;1;0;0;-31,174128771642;-71,0047351248724
3925962;1;1;1;0;-33,5710049648149;-71,6029795397398
3926532;9;0;0;0;-36,7926249028018;-73,0839401664131
3926959;-1;1;1;0;-36,6025104077422;-72,9640901326984
3929234;-1;1;1;0;-22,4423014885157;-68,9301617844674
3929422;-1;1;1;0;-38,5288395560981;-72,439977172313
3929840;9;0;1;0;-27,3672001170478;-70,3331543770156
3930078;0;0;1;0;-20,2905174815416;-70,0905044012671
3930464;9;1;0;1;-35,5933765266559;-71,7326977110547
3930637;9;1;0;0;-22,4547618150039;-68,9289894081758
3931037;-1;0;1;0;-32,7891538951277;-71,5261109426135
3931119;11;1;1;0;-20,2701136482214;-70,1072439706634
3931839;-1;1;0;0;-34,9781685744692;-71,238593785243
3932438;9;0;1;0;-34,9785124330739;-71,2524091759912
3932544;-1;1;1;0;-34,1640579817346;-70,7151990278327
3932725;9;0;0;0;-18,4327412593073;-70,2943958761514
3932727;9;0;1;0;-37,12637235129;-72,5528315320418
3932904;-1;1;1;0;-23,5725780109884;-70,3768084320966
3933004;-1;0;1;0;-23,6594882967314;-70,3913939840836
3933380;0;1;0;0;-32,9957615082065;-71,522066359252
3933425;2;0;0;0;-34,4084438398181;-70,8538505175237
3933769;1;0;0;0;-33,0479320836497;-71,6258597107255
3933779;0;1;0;0;-29,8824838629987;-71,2167476874517
3933937;-1;0;1;0;-33,0617168070811;-71,6380801017829
3934114;1;1;1;0;-32,7820873823864;-71,1652827474184
3935091;9;0;1;0;-27,0717236373851;-70,804636607964
3936126;-1;0;0;0;-34,4103299170652;-70,8768276090314
3936137;4;1;1;0;-29,8856343393411;-71,225220815958
3936238;4;0;0;0;-29,971700786867;-71,3107439928184
3936330;10;0;1;0;-34,1689287342136;-70,7828138033569
3937211;-1;0;0;0;-36,8827189404307;-73,1490131835745
3938050;9;0;0;1;-36,848383732742;-73,1390312942488
3938686;9;1;1;0;-29,9489653936685;-71,2535447646936
3938895;10;1;1;0;-34,2951266101163;-71,3098063010772
3939260;9;0;0;1;-39,8627864894485;-72,816147801843
3940176;-1;1;1;0;-33,0630080152757;-71,3929053150731
3941275;7;0;0;0;-30,6012945712702;-71,1997624204951
3941480;-1;0;1;0;-39,2902637758594;-71,9615244964921
3942117;3;0;0;0;-34,4065272002762;-70,8479999718485
3942753;-1;1;1;0;-32,4591712085577;-71,2317098703267
3943469;-1;1;0;0;-36,9862516465289;-73,1675419508375
3944341;-1;0;1;0;-39,4561157028568;-72,781036849527
3944620;2;0;1;0;-41,4759788972916;-72,980799385799
3945240;-1;1;0;0;-35,1067829008984;-71,2861106695415
3945782;0;0;1;0;-36,1306453854935;-71,8204936500351
3946464;9;1;1;1;-34,3377754991699;-70,8722533208167
3946774;1;0;0;0;-33,3326528368519;-71,3990971940571
3948411;-1;0;0;0;-35,4286498376486;-71,6306890663168
3949911;1;0;0;0;-30,588549197219;-71,1865745819344
3950958;10;1;0;0;-41,4444959133516;-72,9439077803477
3951186;0;0;1;0;-41,1097740624771;-73,0526039905704
3951840;6;1;0;0;-29,9717279175469;-71,2518887225855
3952703;-1;0;1;0;-35,4131677783593;-71,6153177306037
3952881;9;1;0;1;-40,5774449401995;-73,1146416548315
3953216;9;0;1;0;-30,9607960871219;-70,7742029928412
3953670;9;0;0;0;-41,3943773889871;-72,9108780012765
3954407;9;1;1;0;-42,5755355503719;-73,5181505741707
3954531;9;1;1;0;-34,3949849157495;-70,8564306379489
3955429;5;1;1;0;-40,914142477332;-73,1546485655482
3956063;1;1;1;0;-35,9600381030039;-72,3333480376817
3956234;9;1;1;0;-36,8062660280019;-73,0401459928942
3956610;7;1;0;0;-38,7234595545163;-72,6113767719871
3957674;1;0;0;0;-22,4648937525157;-68,9462197831583
3958867;1;1;0;0;-23,6737318050274;-70,4017697584611
3959191;7;1;1;0;-18,4511297347333;-70,2836425643315
3959229;1;0;0;0;-34,1792308263716;-70,7164813155848
3959235;9;1;0;0;-36,2577321244635;-72,0906187604669
3959749;0;1;0;0;-36,9048170050929;-73,1504459085201
3960027;0;1;1;0;-29,9128183315585;-71,2249419022725
3960293;9;0;1;0;-40,5646885406952;-73,1706120847456
3961025;9;1;1;0;-38,583042599837;-72,4433496876518
3961532;9;0;0;0;-36,7443279273639;-73,1036078266264
3962271;9;1;1;0;-35,4310429564826;-71,6238908781295
3962665;9;0;0;1;-35,8696786308687;-71,5938457581953
3964055;-1;1;0;0;-37,4656828916081;-72,3318548196063
3964114;0;0;0;0;-36,5853935939073;-72,0991411428241
3964225;10;0;1;0;-34,1704636419424;-70,7806961265354
3964252;1;0;1;0;-34,1827677392253;-71,4627320970379
3964501;1;1;0;0;-32,9341000459917;-71,5137197894995
3964756;7;0;0;0;-36,60499588575;-72,1048055279622
3965911;4;1;0;0;-31,783374956154;-70,9622455806633
3966216;-1;1;0;0;-33,0635295033486;-71,5388788076445
3966265;4;0;1;0;-20,2720326566984;-70,1081159915707
3967374;-1;0;0;0;-29,9539910448519;-71,3393451931889
3968639;0;1;1;0;-30,6022839869811;-71,1868296268238
3969121;1;1;1;0;-35,8288218762126;-71,9207297116152
3969569;9;1;0;0;-33,0036828427991;-71,5036672289428
3970158;3;0;1;0;-20,2451455359523;-70,141696835477
3970417;9;0;1;0;-38,7524028624213;-72,6216330939862
3970448;1;0;1;0;-29,9742091501314;-71,3301563089557
3970637;-1;1;1;0;-33,0344269298241;-71,6531425983737
3970998;0;1;1;0;-33,0590182539993;-71,6226916565043
3971475;1;1;1;0;-34,1503202566118;-70,6985591345283
3971499;-1;1;0;0;-22,4774766484119;-68,9333579342552
3971811;9;1;1;0;-41,4728133921871;-72,9378922912401
3972273;-1;0;1;0;-34,8695714773836;-71,1649025723684
3973595;9;0;1;0;-37,8065633396725;-73,3911215892481
3973692;9;1;0;1;-35,1307136625676;-71,2658439306596
3974278;0;1;0;0;-36,7225551128711;-73,1358914306994
3974497;1;0;1;0;-36,964977904885;-72,9300355044896
3974853;7;0;0;0;-23,5711090801562;-70,3774536484386
3975346;-1;1;0;0;-33,1412845667453;-71,5704756066983
3975708;1;0;0;0;-29,9251850767052;-71,2037213236172
3977104;9;1;1;0;-32,7493382630614;-70,7349233172845
3977710;1;0;1;0;-20,2409082367329;-70,1354414730988
3977735;0;1;1;0;-39,8204030804874;-73,2426377883111
3977778;0;1;0;0;-38,7360018234367;-72,6268929188677
3978293;9;0;1;0;-34,1567854410651;-70,71600747364
3978427;5;1;1;0;-41,4805791652595;-72,9788216286684
3979103;-1;1;1;0;-37,5862529661943;-72,1489135543005
3979480;1;0;1;0;-34,1502557613297;-70,7446019380507
3980709;9;1;1;0;-41,4690533528258;-72,9404184294309
3981008;1;1;1;0;-36,725367495615;-73,1127825378073
3981588;9;0;1;0;-34,6202945868158;-71,3722398889324
3981883;1;0;1;0;-23,6309296699911;-70,3817944713314
3982155;-1;1;0;0;-23,5962715412958;-70,3829759955014
3982213;4;0;0;0;-33,1252358109849;-71,567791336047
3982221;1;1;0;0;-35,4586937843606;-71,6755981048009
3982380;-1;0;1;0;-41,3854289351264;-72,8973174829712
3983123;9;0;0;1;-35,9576346428588;-71,6798942114821
3983355;8;1;1;1;-29,8738251296197;-71,2308163070456
3983525;0;0;0;0;-36,7432207134214;-73,090307419281
3983756;9;0;0;0;-39,8574574958416;-73,2449820120141
3984416;9;0;0;0;-41,4882373893591;-73,0000424024092
3984493;9;0;1;0;-28,5933902269994;-70,7530266276617
3985222;11;1;0;0;-29,9022791400511;-71,2527471542061
3985551;0;0;0;0;-38,7356309405381;-72,5893216773239
3985552;-1;1;0;0;-37,0074796906858;-73,1568413952742
3985818;7;1;0;1;-45,5766483017658;-72,062278424878
3986309;-1;1;1;0;-40,3340465207401;-72,9393382083028
3987221;-1;1;1;0;-35,8436003635686;-71,5774240081786
3988015;-1;0;0;0;-33,1159842625251;-71,5798148766144
3988309;-1;0;1;0;-30,894818626767;-70,7750150668871
3988450;-1;0;0;0;-39,8374655218593;-73,2318937170556
3992122;9;1;1;1;-34,5848768684244;-70,9115515758747
3992295;9;1;0;1;-38,7243235327141;-72,6077268232989
3993080;9;1;0;0;-38,7122501728214;-72,5542698042692
3993254;1;0;0;0;-35,4653096654355;-71,6716927583587
3995641;2;1;0;0;-41,4692690405097;-73,0001570066138
3996612;9;0;0;0;-20,2723911578694;-70,1029815800843
3996736;7;0;1;0;-32,4538991032384;-71,2410538925648
3996771;1;0;0;0;-29,9932221891171;-71,3322558542293
3996901;3;0;1;0;-34,4000709107678;-72,0085445369925
3996953;1;0;0;0;-36,7127030698945;-73,1124320355414
3997384;11;1;0;0;-33,6236493268385;-71,608597796652
3997680;-1;0;1;0;-20,2123097091758;-70,1377928828538
3997712;0;0;0;0;-32,9299439382233;-71,5499053461481
3998230;10;0;0;0;-40,7975687718133;-73,2169397355891
3998664;9;0;1;0;-37,956647820186;-72,4338459090136
3999990;7;1;0;1;-36,6057818195223;-72,0679067338448
4000243;8;1;1;1;-41,3231060125983;-73,0804312218546
4000425;3;0;0;0;-34,710458425038;-71,039367358844
4000630;9;1;0;0;-27,359583705556;-70,3088154681111
4000658;-1;1;0;0;-38,9250714320702;-72,0274240840648
4000659;-1;0;0;0;-38,7284673762384;-72,6210895873612
4000994;-1;1;1;0;-45,4132205359045;-72,6968740556282
4001428;1;0;1;0;-36,1509500892485;-71,8306736384429
4003035;11;1;1;1;-40,5757276872349;-73,1714966646446
4003254;5;0;0;0;-53,1286058818254;-70,9138572149538
4003471;3;0;1;0;-31,9219164667175;-71,5119961626515
4003523;9;0;1;0;-38,4111878262618;-72,7876447626542
4003708;-1;1;1;0;-28,5823807465592;-70,7555373912479
4003983;9;1;1;0;-40,3266791372771;-72,5499647005162
4004717;7;1;1;1;-40,9057566342203;-73,1630933885825
4004976;4;1;0;0;-53,1365770454349;-70,9069255977206
4005563;9;0;1;0;-29,8690971083646;-71,2277166280094
4005827;-1;1;1;0;-30,6041210207346;-71,197342663226
4006575;1;1;1;0;-35,4352311130051;-71,6409697086518
4006866;-1;0;0;0;-30,5932596664412;-71,201631868141
4007423;1;0;0;0;-29,9152924576504;-71,2354956849236
4007565;9;1;1;1;-35,4024626055093;-71,6375301004619
4007841;-1;0;1;0;-36,9883425156407;-72,3960885694577
4008509;-1;0;0;0;-36,7820167132002;-73,1064009399914
4009195;7;0;0;0;-20,2545861412158;-69,7877785148948
4010339;0;0;1;0;-29,8800221756539;-71,228557180925
4010340;0;1;0;0;-34,1850343552066;-70,6780310368883
4010341;-1;0;1;0;-34,366101648643;-71,264077491178
4011173;0;0;0;0;-36,8954787819295;-73,1310446653131
4011896;-1;1;1;0;-36,1366229157056;-71,8409596077913
4012026;5;1;0;0;-34,6532510693733;-71,1960373814969
4013182;9;0;0;1;-38,7272281924909;-72,6201274645988
4013467;9;0;1;0;-39,8587635501867;-72,811078360287
4013967;9;1;1;1;-29,9892275401907;-71,3415290152167
4014053;9;1;1;0;-41,4092934780566;-73,2822955931071
4015716;1;0;0;0;-34,9740612472835;-71,2610134877549
4015724;9;1;1;0;-29,8724176733262;-71,2289653146944
4015974;9;1;1;0;-38,7561625314072;-72,6197691211815
4016181;0;0;0;0;-29,8780723123231;-71,229420047395
4016788;-1;0;1;0;-32,8931382931862;-71,254969610618
4016789;-1;1;1;0;-37,4722689190037;-72,3546897790658
4017761;-1;0;0;0;-23,5743482466525;-70,3886156861535
4017806;-1;1;0;0;-20,2196691675215;-70,1530435407392
4017844;-1;1;0;0;-36,8125202733649;-73,0712177346145
4017895;-1;1;1;0;-36,7895114396957;-73,1107407254718
4018083;-1;0;1;0;-36,7982826087269;-73,0920389743956
4018368;-1;0;1;0;-35,4170857517333;-71,641586501146
4018586;9;1;0;1;-29,9534480731145;-71,302292389283
4023772;7;0;0;0;-20,2835666920656;-70,0880858885994
4024979;-1;0;1;0;-37,0815591838308;-73,1665728393319
4025143;-1;0;1;0;-38,9904749158208;-73,0779664575593
4025521;-1;1;0;0;-23,5849614733682;-70,3751180565229
4025730;4;1;0;0;-34,1954565676356;-70,888622369073
4025771;4;1;1;0;-34,0643521874174;-70,7306823093419
4025862;1;0;0;0;-30,6949855685234;-70,9565649832357
4026552;0;1;1;0;-34,1768161280062;-70,6462892273919
4027030;3;1;0;0;-20,2715550811322;-70,1078704198998
4027116;-1;1;1;0;-18,4347263316787;-70,2851054946378
4027608;-1;0;0;0;-29,9585605720725;-71,3479525880646
4028325;1;1;0;0;-20,2367597665223;-70,1324143215077
4028442;-1;0;0;0;-33,5899489688661;-71,5938870789125
4028921;7;1;1;0;-34,9723010744728;-71,2523071992312
4029227;1;0;0;0;-30,5872148983976;-71,1822992044673
4029354;9;1;0;0;-40,5758804575744;-73,1747461266041
4029738;9;0;0;0;-35,8454238904596;-71,6154978554339
4030016;0;1;0;0;-29,8821574184028;-71,2242748169641
4030059;-1;0;1;0;-36,6209358153365;-72,0666856706112
4030158;9;1;1;0;-33,0604619755543;-71,3869118660189
4030295;1;0;0;0;-20,2195774777381;-70,1395613345295
4030677;9;0;1;0;-37,6124526245364;-73,6609502239324
4033039;9;1;0;1;-35,1201081259908;-71,2769507644969
4034741;9;1;1;1;-38,7452271795446;-72,9481962786377
4037047;-1;1;0;0;-35,5393789897612;-71,4854686849859
4038050;-1;0;0;0;-34,0713297542984;-70,7166544723424
4038377;5;1;0;0;-20,2279199534387;-70,1424542471861
4038412;0;1;0;0;-37,4755331133951;-72,3367795362255
4038987;1;1;0;0;-36,8556867220906;-73,142034210618
4039682;4;0;1;0;-41,4684400711891;-72,9694991662126
4041492;9;0;1;0;-41,4690310998605;-72,9405654245328
4041497;7;1;0;1;-36,9937756525995;-73,1505044300354
4042419;7;0;1;0;-32,7765040550487;-70,9644738643691
4042920;-1;1;1;0;-37,7870624040774;-72,6869373922074
4043006;-1;0;1;0;-42,1420803887193;-73,4735518660765
4044002;9;0;0;1;-29,9917777930561;-71,3317738536778
4044139;0;0;1;0;-38,8156512861163;-71,6590172115359
4045002;0;0;0;0;-36,883675558841;-73,1491600369998
4045140;9;1;1;0;-35,9673083247979;-72,3149750996419
4045429;9;1;0;0;-29,9547590341668;-71,3390250669136
4046846;9;0;1;0;-27,3753041603963;-70,339669043103
4047784;-1;1;1;0;-29,8684240541508;-71,2449794063995
4048245;9;1;1;0;-35,4533024569711;-71,6805337273729
4049436;-1;1;0;0;-33,0497630522914;-71,4514926536251
4050636;0;0;1;0;-35,5359017600207;-71,4890935365406
4050976;1;1;1;0;-36,1339090166541;-72,7970215780398
4051177;7;1;1;0;-33,0315229460824;-71,5457700754114
4052177;-1;0;1;0;-27,3509257730801;-70,3142411659507
4052921;-1;1;1;0;-33,0606858812272;-71,5379998259776
4053027;-1;0;1;0;-34,1727789072917;-70,7689694125889
4053502;9;0;0;0;-34,2252808823102;-70,9635890693348
4053755;1;1;0;0;-36,6282736500156;-72,1280876607193
4054280;9;1;1;1;-41,755339190441;-73,1604406687173
4054705;9;1;1;1;-29,9523985971784;-71,3490242730187
4054836;7;0;1;1;-35,9545590749918;-72,3470803862751
4055077;1;0;0;0;-23,6015398192893;-70,3805157065727
4055304;1;1;1;0;-37,2447083417206;-73,3159733173897
4056243;-1;0;1;0;-20,2695095578542;-70,1038422536862
4056782;10;0;0;0;-33,9802722865075;-70,7108652489144
4056823;1;1;0;0;-29,9952994590584;-71,3223431763784
4057177;9;1;0;0;-45,5796576343564;-72,0542612461514
4057550;1;0;1;0;-51,73714957348;-72,4863944801366
4058479;5;1;0;0;-30,6154763596373;-71,2101637542659
4058759;11;0;1;0;-41,7694686383102;-73,1331210354933
4059094;1;0;0;0;-42,4304695498496;-73,7630662632071
4059185;9;0;1;0;-35,688245038774;-71,7239455590103
4059582;11;1;1;1;-29,8858848638346;-71,2499432859322
4059847;8;1;0;0;-20,2403405091194;-70,1337227634473
4060971;0;1;0;0;-20,2549539500473;-70,1334349733719
4061727;5;0;1;0;-29,9727966412455;-71,2439978959735
4061752;-1;0;1;0;-18,440813987755;-70,2885173962326
4062242;9;0;0;0;-31,7808390212032;-70,9656005811575
4062658;9;0;1;0;-36,8361645436209;-72,4287875498064
4062778;9;0;1;0;-39,3056366888474;-72,2234956387632
4062907;7;0;0;0;-38,7606845141682;-72,6395087252818
4063556;0;0;1;0;-33,022762616093;-71,553753247772
4064754;9;0;1;0;-38,2509518994706;-72,6831267941742
4065295;9;0;0;0;-18,4476684168262;-70,2991143271928
4065409;0;1;0;0;-34,0639767001872;-70,7264243987427
4065649;1;1;1;0;-39,8512965789034;-73,2142445136774
4066399;-1;1;1;0;-22,0921674135848;-70,196189802945
4066435;-1;0;0;0;-36,611094777378;-72,0824149356449
4066819;1;1;1;0;-32,3888337371332;-71,3754842770103
4067013;9;1;1;1;-37,464213799616;-72,361669126204
4068718;5;1;0;0;-34,1592792545722;-70,6668643987884
4071801;-1;0;0;0;-32,8569047835014;-70,9887065551686
4072359;-1;1;1;0;-33,0568938611064;-71,5953959695239
4072670;7;0;1;0;-31,63168802504;-71,1762947476159
4072977;-1;1;1;0;-34,0787152373069;-70,6839365521838
4073393;0;1;0;0;-29,9247915405864;-71,2036114487545
4074340;0;0;0;0;-33,3068220799875;-71,410756518373
4074401;0;0;1;0;-29,9806194536794;-71,2424010441294
4074421;1;0;0;0;-41,4630294220558;-72,9687766935894
4074801;9;1;0;0;-36,9900594314863;-73,1571437057425
4075642;0;0;1;0;-38,7444635286879;-72,5799555205776
4075788;10;0;1;0;-34,3566990496137;-71,2863757394415
4076197;9;0;0;0;-41,3990893703568;-72,9190862931629
4076315;9;0;1;0;-36,7344177066339;-72,9911664250876
4076702;2;1;0;0;-29,9704149432503;-71,2614365802353
4077269;-1;1;1;0;-36,6273417730242;-72,1064649100385
4077645;0;0;0;0;-27,3607588554924;-70,316723371795
4078439;-1;1;0;0;-34,2926416680207;-71,3100321326545
4078524;-1;1;1;0;-41,2665582494675;-73,0005976769252
4079358;7;0;0;0;-22,4536465799256;-68,9485501234955
4079507;9;1;0;1;-36,6017281615545;-72,9517782130843
4080284;5;0;1;0;-29,9629869136546;-71,2992251140558
4080511;-1;0;1;0;-35,421810771978;-71,6547515645154
4081179;1;0;1;0;-27,3936241616477;-70,2958215476794
4083124;9;1;1;0;-39,8602578865096;-72,8099753009138
4083415;9;0;0;1;-33,596734400057;-71,5967847153374
4083671;0;0;1;0;-33,049690412786;-71,0169136888784
4084086;10;0;1;0;-29,8782233533178;-71,2457399879103
4084132;0;0;0;0;-31,8966787782266;-70,6701958882723
4084267;9;0;0;1;-36,9521652013836;-73,0222740396254
4084825;1;0;1;0;-20,219991150433;-70,138742303969
4085161;0;0;0;0;-23,5302698997386;-70,3957301642855
4087285;-1;0;0;0;-40,0710714741094;-72,8704980267353
4088256;9;0;1;0;-36,624561962652;-72,1057848670087
4088689;0;1;1;0;-40,3026060671263;-73,0658656930463
4088960;9;1;1;0;-29,8784146052481;-71,2725029839667
4089317;0;0;0;0;-53,1447681200243;-70,9358729851048
4091651;9;1;1;0;-31,9171353198101;-71,5170474060836
4092042;-1;1;0;0;-41,445989399645;-72,9369630189388
4092539;-1;0;1;0;-32,8321784632821;-70,5749741058946
4093683;-1;1;1;0;-41,3948351617952;-72,8951354980544
4093778;9;0;0;0;-32,6855823313068;-71,2113695091855
4097587;-1;1;0;0;-23,5660372230829;-70,387640843221
4097759;0;0;1;0;-41,4006786505856;-72,9122315283812
4097776;7;1;1;1;-36,8606768041109;-73,0457428194119
4098139;9;0;0;0;-35,443007202902;-71,6228564594915
4098550;1;1;0;0;-29,920472977448;-71,2508400446098
4098713;9;1;1;0;-32,6793412618512;-70,7312378271387
4099184;7;0;0;0;-32,8330118105127;-70,6010338104651
4100232;-1;1;0;0;-37,093617522275;-73,1621533456987
4102152;1;0;0;0;-34,5690641406217;-71,0011871657911
4103158;9;0;0;0;-34,2252764173565;-70,9638988302779
4104178;-1;0;0;0;-34,1714796418928;-70,7376007819894
4104223;0;0;1;0;-36,9895849399959;-73,1433619714954
4104341;11;1;0;0;-23,5928730079247;-70,3792858996361
4104486;0;0;0;0;-34,3932327716774;-70,8496980543626
4105254;0;0;0;0;-33,0083453816488;-71,264686001565
4105816;1;1;0;0;-35,5903411281336;-71,7253562064801
4106629;-1;0;1;0;-38,0421408238167;-73,0699882646839
4106681;-1;1;1;0;-38,7256989870398;-72,6197408123476
4106736;1;0;1;0;-34,6479870175264;-71,1988656189814
4107194;9;0;0;0;-23,6515117290543;-70,3980095354665
4107792;0;0;1;0;-23,5769730615413;-70,3761267927808
4107973;8;1;0;0;-34,1486416515746;-70,7243541336981
4108922;1;1;0;0;-27,3894001850741;-70,3263004247579
4108923;1;0;1;0;-34,9980208627289;-71,3442137551855
4109271;9;0;1;0;-38,7661161152932;-72,5937937255575
4110772;9;1;1;1;-38,2494941824695;-72,6833392991352
4110866;7;0;1;0;-33,4081108291026;-71,6895882196592
4111213;0;1;0;0;-32,8849460685697;-71,26697895279
4111699;1;1;0;0;-20,2552498509338;-70,1068548527801
4112129;-1;1;0;0;-43,0351475282246;-73,5889512411619
4112659;-1;1;0;0;-23,5836001242465;-70,3810162960859
4112970;0;0;0;0;-35,3297132114148;-72,4280218896537
4112974;-1;1;0;0;-39,8309390117644;-73,2344599097712
4113189;1;0;0;0;-36,9564859530608;-73,1513149229236
4113254;-1;0;0;0;-30,5952921021841;-71,2008146048488
4114742;7;1;0;0;-23,5886579276894;-70,3781511701386
4114891;9;0;1;0;-29,9971362332666;-71,3225787960588
4115093;-1;1;1;0;-34,994135658364;-71,2063829186462
4115451;-1;0;1;0;-40,5862030033022;-73,1812111023975
4116535;9;0;0;0;-40,5695641826877;-73,1060229518337
4116844;9;0;1;0;-36,5975729343599;-72,1007404051331
4117099;0;1;0;0;-33,0315583853848;-71,5455932589199
4117745;-1;0;0;0;-23,5486878389967;-70,3926796185483
4119003;1;0;1;0;-18,4795598070429;-70,2837730464532
4119267;0;0;1;0;-34,6335937853012;-71,3580064742428
4119407;1;1;1;0;-36,9181675846497;-73,0301502169757
4120598;2;1;0;0;-42,5211006349246;-72,3263056151043
4121209;9;1;0;0;-18,4692935855506;-70,2891401780784
4121341;9;1;1;0;-37,035234317524;-73,1394618239175
4125341;0;0;1;0;-36,8188724941467;-73,0637963565375
4125475;1;1;0;0;-36,5933186225226;-72,0961832381845
4127324;0;1;1;0;-23,6477827331885;-70,3904979039087
4127823;-1;0;1;0;-29,9033807419125;-71,2530747091484
4128349;8;0;1;0;-34,1710618187343;-70,645942143066
4128498;10;1;0;0;-20,245879155499;-70,1295659684211
4129269;6;1;0;0;-34,1771221351907;-70,6947775668559
4130147;1;1;1;0;-32,7442603488739;-70,7285990493541
4130765;-1;0;0;0;-35,3478706927181;-72,3995496776964
4130807;-1;0;0;0;-29,9365718660698;-71,238452188803
4131038;9;1;0;1;-39,2790137904783;-71,9617553128407
4131559;-1;1;1;0;-37,4698257547236;-72,3716654508347
4132439;9;1;0;1;-41,4857756798839;-72,9985433375388
4133064;0;1;1;0;-32,7599806027795;-70,7103591273546
4133435;10;0;0;0;-34,1662464151441;-70,779104910641
4134033;9;1;1;0;-38,4156305169266;-72,7810185564324
4134778;-1;0;0;0;-18,4740778468098;-70,291835358319
4134916;9;1;1;0;-36,848489720455;-73,139301997
4134947;1;0;1;0;-32,876774200046;-71,2599651238535
4135096;-1;1;1;0;-36,8348932617092;-73,1206745792395
4135146;-1;0;1;0;-33,0241582521884;-71,5533909885706
4135630;9;1;0;0;-36,0860101759125;-71,738720072042
4136250;0;0;1;0;-35,517774525211;-71,6880361319837
4136377;1;1;0;0;-22,4546286665233;-68,9284908760563
4136912;2;0;0;0;-29,9754019452608;-71,3386473105548
4137754;9;0;1;0;-36,9964526962597;-73,1478249617604
4137768;12;1;1;1;-34,2000675795781;-70,8171785710241
4138707;-1;0;0;0;-28,5838420193346;-70,7400455996134
4138914;-1;1;0;0;-23,5711287766028;-70,3924500962652
4139294;-1;0;0;0;-34,1690507552219;-70,7652494543004
4139448;7;0;1;0;-34,3565477981118;-71,0196169051287
4139459;-1;1;0;0;-35,0222711395559;-71,1586920872722
4139599;-1;1;0;0;-36,5922375209366;-72,0928386014616
4139880;0;0;1;0;-40,6065754566696;-73,4696053231183
4139952;1;0;0;0;-34,6006248144063;-70,9908897518755
4140101;-1;1;0;0;-33,0567126969329;-71,5895045279681
4141198;-1;0;1;0;-38,7497801151492;-72,5891111863015
4141720;9;0;0;0;-35,4351448879304;-71,6814131883403
4142588;10;0;1;0;-42,4731419182179;-73,4889632409058
4143206;1;1;0;0;-20,2206912175742;-70,1425756835233
