mrun;cod_nivel;es_mujer;prioritario;alto_rendimiento;lat_con_error;lon_con_error
69822;9;1;1;0;-36,6323261434936;-72,1248766633504
72046;9;0;1;0;-37,4830577772146;-73,3306240871163
72075;1;1;1;0;-23,5805645591697;-70,3840071874901
72233;-1;0;1;0;-38,2371749941947;-72,3264595004113
72386;-1;0;1;0;-35,4253128637134;-71,6667803411871
73284;-1;0;1;0;-37,2414682420843;-71,941043340555
74182;0;1;0;0;-28,5827591646704;-70,7400149582613
75887;9;0;1;0;-35,8312113176421;-71,6088313395945
76172;-1;1;1;0;-35,5172055822629;-71,6897815731173
76638;-1;0;0;0;-23,6756215430411;-70,4033754806458
76891;0;0;1;0;-27,363194191426;-70,3377471943624
79437;-1;1;1;0;-27,3622390163584;-70,3111987680012
79696;9;1;0;0;-35,4094398569278;-71,6411434935864
80536;4;0;1;0;-34,0545152359247;-70,7279865208144
80621;1;0;1;0;-35,4018306579145;-71,6492986051596
80916;2;1;0;0;-29,991825068105;-71,3308045019674
81938;10;1;1;0;-30,8389403681916;-71,255570024622
82246;1;1;1;0;-34,1591408926834;-70,7174736733233
82341;9;0;0;1;-38,9976568997316;-73,0878390393739
82426;9;1;0;0;-36,7120482724497;-72,975328252257
83054;9;1;1;0;-34,1704397842861;-70,7805787386248
85215;-1;0;1;0;-29,9804578093867;-71,3347743875904
85681;1;1;1;0;-29,9528138361075;-71,3413928914331
85808;-1;1;0;0;-29,9647097648023;-71,1246243632035
86006;9;0;0;1;-45,5041253178939;-72,7096678713344
86821;-1;1;1;0;-32,7478497189814;-70,6578888418993
87045;9;1;0;0;-36,5900862460897;-72,0589208869588
87113;-1;1;0;0;-53,1641453336882;-70,9092897894719
87922;4;1;0;0;-20,2108965962429;-70,1520946466925
87953;0;1;1;0;-38,040629255882;-73,0752334419175
87957;-1;1;0;0;-35,0559910114305;-71,2761464670626
88699;9;0;0;0;-22,4502434832867;-68,9384309918894
90399;-1;1;1;0;-25,4044476245366;-70,4774960434669
90820;1;0;1;0;-34,169271733736;-70,7411563025287
91239;4;0;1;0;-29,9196196599805;-71,2093937477153
91712;2;1;1;0;-31,9171918836923;-71,5066493851607
91813;-1;1;0;0;-35,4239734102598;-71,6293574679321
93709;-1;0;1;0;-38,7832301823748;-73,4001551791233
94503;-1;0;0;0;-32,8733181167316;-71,251247710164
94549;0;1;1;0;-37,2508131721186;-73,3206459180602
94737;7;1;1;0;-29,8696393971015;-71,226795729851
94916;9;0;1;1;-34,4422176442566;-70,9476731703031
95716;9;0;1;0;-29,8790979553176;-71,2436266769916
96718;1;0;1;0;-34,199129452603;-70,7829916729584
96907;0;1;1;0;-20,2317130508687;-70,1352087295004
98524;0;1;1;0;-41,4691388723193;-72,9401936882816
99047;10;1;0;1;-40,8031429020481;-73,2177600460055
99440;-1;0;0;0;-27,3631218785247;-70,3389140842112
99803;-1;0;1;0;-30,586659200948;-71,1918879100842
100336;2;0;1;0;-40,5903956914181;-73,1813960561635
101441;1;1;1;0;-27,3893288001229;-70,3266041614113
102226;0;1;0;0;-37,4704677868814;-72,3815442920703
102743;-1;1;0;0;-34,0667362730862;-70,7276272537791
102932;7;0;0;0;-35,1094127166039;-71,2798500679392
103154;11;0;1;1;-41,3945459050228;-72,8964980108262
104073;1;0;1;0;-36,8209965282502;-72,9840501960891
104509;-1;1;0;0;-41,4633274397565;-72,9514240288887
104890;7;0;1;0;-53,1392835946265;-70,9159432937195
104927;9;0;0;0;-36,7324783713798;-72,9844205542184
104964;9;1;1;0;-35,8569067178853;-71,615393565362
105439;2;0;1;0;-30,5871437319365;-71,1975368170961
105501;0;1;1;0;-36,1406495479676;-71,8216844328396
105547;-1;1;1;0;-36,781038999583;-73,103888078115
105717;9;0;1;0;-20,2603363076111;-70,0961420677325
106037;9;0;1;0;-42,4810432671067;-73,7614001137585
106356;0;0;0;0;-41,4676884364372;-72,9415667308896
106672;11;1;0;0;-41,4009288514383;-72,9138491733389
107155;-1;1;0;0;-36,8189455992809;-73,0636551036028
107235;-1;0;1;0;-34,1610543437821;-70,7050022845303
107414;1;0;1;0;-32,8431319900167;-70,604822653024
107985;-1;0;0;0;-34,9732110461391;-71,2087299910695
108719;3;1;1;0;-34,226301303188;-70,7893201028184
109150;0;1;0;0;-27,3871072029619;-70,3101541404349
111590;1;0;1;0;-41,3970512604894;-73,4632648100415
111788;9;1;1;1;-33,0045570490098;-71,4824936093239
113381;7;1;1;0;-37,0895180946914;-73,1506900685387
113639;1;1;1;0;-32,7146912040411;-70,9274300964473
114777;1;0;1;0;-29,9778100354351;-71,3475529500822
115949;-1;0;1;0;-27,3562237248748;-70,3123232408885
116131;1;0;1;0;-39,6585720443548;-72,9501721370289
116321;9;1;1;0;-32,8112275398585;-71,2253646244529
116436;9;0;0;0;-41,3338289130069;-72,9668418799014
117251;10;1;0;0;-34,1395353637343;-70,7394848830483
118030;7;0;0;0;-18,4309631044103;-70,2950881570638
118412;9;0;1;1;-20,2386143114835;-70,128480731305
119669;4;0;0;0;-20,2309273962559;-70,1440998484133
120420;7;1;0;0;-20,2454882913996;-70,1327219162938
120571;1;0;1;0;-35,1093305205229;-71,2791566220788
121474;9;0;1;0;-41,478512205104;-72,9645587643579
121517;9;1;0;0;-35,4267469162975;-71,6669832514237
122108;3;1;1;0;-34,069953143482;-70,7338189374782
123119;-1;0;0;0;-20,2690130182838;-70,0955842971321
123397;1;0;1;0;-37,9518939022506;-72,4363456854016
123469;0;0;0;0;-38,7087208885743;-72,5520735874455
123486;4;1;0;0;-29,9864691884414;-71,3320093793433
123671;0;0;0;0;-33,0318165977277;-71,4057106556697
124000;10;1;1;0;-20,2952816279484;-70,1039224730678
124500;2;0;0;0;-29,9583156035888;-71,3496305244223
124502;9;0;0;0;-18,449779308588;-70,2825562474166
126674;-1;0;0;0;-34,1495549193364;-70,7457851857491
127249;-1;1;1;0;-37,0352819539401;-72,3910455160731
127250;-1;1;0;0;-23,5778685810638;-70,3897653505822
127557;-1;0;0;0;-37,2892878137657;-71,9441563496006
128015;7;0;0;0;-27,3632841069428;-70,3136177821735
128814;0;1;1;0;-35,3927840766399;-71,6496573222033
129103;9;1;1;0;-37,7879545103165;-72,692050205026
129712;-1;0;1;0;-33,04438363602;-71,5980164182203
129969;1;0;0;0;-34,9837976996045;-71,2533322192983
130079;9;0;1;0;-38,2507857112478;-72,6826040765737
130144;6;1;0;0;-34,1596634584714;-70,7155002766453
130813;-1;1;0;0;-29,9287939251676;-71,2409032319468
131073;7;0;1;1;-29,9608563806726;-71,2500175149981
131525;9;1;0;1;-23,5924594867396;-70,3954273102012
131645;9;1;1;0;-40,5812058538919;-73,1796166911273
131681;9;0;0;1;-27,3562462921213;-70,3478707300002
132059;0;0;1;0;-32,8970776923342;-71,2624724403317
133799;9;0;1;1;-42,4734016717099;-73,7677514047199
133896;0;0;1;0;-38,7695580406834;-72,594726579261
134041;-1;0;0;0;-42,3749028812118;-73,6487078367535
134820;0;1;1;0;-33,5925939369799;-71,603311465265
134840;1;1;0;0;-29,8680144998961;-71,2287775879864
135196;-1;0;0;0;-36,708205008662;-71,879545496189
135293;-1;1;0;0;-36,8168554205023;-73,0387509121647
135475;9;0;0;0;-29,9684202978839;-71,2481257575918
136107;0;0;0;0;-18,4855818674724;-70,2805012391397
136112;7;0;1;0;-54,9360178548697;-67,6040671824027
137059;10;1;1;1;-34,000031434352;-70,647898505194
137482;10;1;0;1;-31,6335031883678;-71,1674658618272
137527;9;0;0;0;-41,3169163644476;-72,984668187075
138651;-1;0;1;0;-28,564386480516;-70,7764278778445
138997;1;0;0;0;-33,3723867878782;-71,6618560825185
139923;9;0;1;0;-35,4849479362458;-71,4695539800411
140824;1;0;1;0;-38,0663603822332;-72,3895507499777
141027;-1;1;1;0;-29,9604806181923;-71,3475278104833
141539;9;0;0;0;-22,4719557074493;-68,9302254256351
141886;9;0;1;0;-37,7958727372031;-72,7227836745599
142044;7;0;1;0;-36,8191389533985;-73,0432884376377
142347;9;1;1;0;-36,9793723914218;-73,1532102620435
142653;-1;1;0;0;-53,1432304887819;-70,9196561911086
144200;4;0;1;0;-42,4809782797797;-73,780012541927
144343;-1;1;0;0;-25,4028539176045;-70,4714714473464
144367;9;1;0;0;-23,6931634600041;-70,418366854918
144880;9;1;0;1;-37,8011680982705;-72,6996203073972
145636;11;0;0;1;-34,1697168850358;-70,7417878931776
146214;-1;1;1;0;-35,4381969779335;-71,6337498577486
147215;8;0;0;0;-30,6138602821672;-71,2121238460062
147284;4;0;1;0;-34,5994178248412;-70,9816431409912
147782;-1;0;1;0;-34,1688801888876;-70,7605125246799
148471;4;0;0;0;-20,2692343114673;-70,1262768803272
149287;8;1;0;0;-29,9342257401195;-71,2400801486895
149592;11;1;1;0;-29,954289925556;-71,3379613366591
149631;-1;1;1;0;-34,5721707465374;-70,9990610910114
149654;7;1;0;0;-42,3778529444969;-73,6508932410942
149865;1;0;1;0;-29,8676803980529;-71,2437347511051
150355;-1;0;0;0;-23,5841598167198;-70,3918528096198
150679;3;0;0;0;-20,2591520231258;-70,0952424541418
151144;7;1;0;0;-41,4549789722436;-72,9964130583798
151651;1;0;0;0;-39,8449798841659;-73,2519912747945
152379;-1;0;1;0;-20,2206746661284;-70,1392857212543
152405;0;1;1;0;-30,0335384824901;-70,7144531054502
153489;9;1;1;0;-38,6510466529492;-72,11646648399
154045;0;0;0;0;-37,4737405801715;-72,3563714373957
154167;0;0;0;0;-34,2924822902316;-71,3088147662016
156523;3;1;1;0;-29,9749493971692;-71,3006014763452
156734;7;0;1;0;-38,7120761484872;-72,6284110495246
156855;1;0;1;0;-37,0348848684034;-73,1433720990308
159933;9;0;0;0;-35,4254472795419;-71,6680093770062
159981;7;1;0;0;-20,2529398581481;-70,1278800670417
160367;9;0;1;0;-41,2525743648275;-73,0074937096412
160461;9;1;0;1;-20,2613159284913;-69,7791959782331
160735;10;1;0;0;-29,9465937544972;-71,2624758849586
161271;1;1;1;0;-36,985205322245;-73,1595608362011
161623;10;0;0;0;-40,5674897104815;-73,1692507387535
161745;9;0;1;1;-32,4383291051599;-70,9944178429597
161779;1;1;1;0;-40,5955274888449;-73,1707699995394
162631;1;1;1;0;-45,570252932687;-72,0682923700873
163472;1;0;1;0;-35,4636091403707;-71,6704980822737
164268;1;0;1;0;-34,128531769011;-70,7316099439303
165737;9;0;0;1;-41,3986915332883;-72,9052298170821
166807;7;0;1;0;-39,3374391206555;-71,7839633262548
166965;0;1;0;0;-37,1741721539671;-72,9360337311848
167074;0;1;0;0;-37,453608717802;-72,3399454921872
170000;9;1;1;0;-43,1166566290483;-73,6033100841817
170477;1;0;0;0;-23,6903136762149;-70,4074438292292
171645;0;0;0;0;-38,7666990618497;-72,7654847708482
172233;9;0;1;0;-18,4815164254519;-70,2853342697279
172352;1;0;1;0;-37,0358475904305;-72,4061231835027
172515;1;0;0;0;-18,4929657860419;-70,2879840847616
172822;0;0;0;0;-41,4648633722622;-72,9298190866518
173167;2;0;0;0;-34,6404014499296;-71,1179136323503
173195;-1;0;1;0;-29,9461438686587;-71,3406517142114
173289;9;0;1;0;-33,0568801389817;-71,6080033328239
174090;8;0;1;0;-29,9020775143145;-71,2530235587041
174524;7;0;0;0;-20,252139035253;-70,1306090308808
175711;-1;0;1;0;-41,8914143475057;-73,7929088446413
176836;0;1;0;0;-29,9294361100228;-71,2050396471089
177310;9;1;0;0;-20,2221457160165;-70,1499114977675
177394;9;1;1;0;-33,0017685320474;-71,4917744094697
177547;-1;1;0;0;-36,6134999390911;-72,1104004755533
177943;9;1;0;0;-38,7114833198325;-72,6634758763372
178315;5;0;1;0;-20,225055481618;-70,1489584899493
178417;-1;0;1;0;-27,3847028938982;-70,3019906487396
178435;2;0;0;0;-29,9831909687539;-70,9863443583959
179367;7;0;1;0;-18,4895492434352;-69,526934657149
179439;9;1;1;0;-34,7372260832899;-71,2570024711169
179469;1;1;1;0;-32,8323330530438;-70,6879771506789
179556;1;0;1;0;-30,6059655290281;-71,1997768103686
179582;0;1;0;0;-30,5990497767898;-71,2023614838086
180479;-1;1;0;0;-22,4787043541454;-68,9316689368312
181323;1;0;1;0;-36,8078758867308;-73,0619982144239
181452;9;0;0;1;-23,6179812695347;-70,3808654900567
181680;-1;0;1;0;-37,6177175311236;-73,6651735592689
181964;0;0;0;0;-33,6077301450632;-71,6129781416439
182066;-1;0;1;0;-41,7816478017867;-73,1402941069681
182388;1;1;1;0;-37,3608130520459;-72,865703313267
182607;0;0;1;0;-31,6280434400799;-71,1695379736777
182844;9;0;1;0;-37,6702255008941;-71,8533374920195
183193;1;1;1;0;-23,592361272686;-70,3786866518342
183574;9;0;1;1;-31,7859079150778;-70,9607391744095
184474;-1;1;0;0;-35,4347762723433;-71,6546624880447
185513;9;0;0;0;-36,9732095434021;-73,1433999541096
186193;0;1;1;0;-20,2659021632509;-70,1005168107923
186232;0;0;1;0;-37,8141377400258;-72,7074761619871
187087;0;0;1;0;-36,994671165774;-73,1541288118158
187092;-1;1;1;0;-34,4036774854291;-70,8665311035084
187502;9;0;1;0;-38,7255532730142;-72,6227204122783
187923;9;0;1;0;-35,6762265287009;-71,7438357198407
187974;4;0;1;0;-29,8662228464069;-71,2333668635901
188545;0;0;1;0;-42,3739284242392;-73,6591296617365
188600;1;0;1;0;-36,1415593300202;-71,8221391924
189034;11;0;0;0;-42,4813016764162;-73,7672608989843
189866;1;0;0;0;-30,5989395375292;-71,201420150856
190267;9;0;1;0;-43,9764199992173;-72,4051747900557
190611;-1;1;0;0;-36,828402643939;-73,0519906613221
191063;9;1;0;0;-36,7344985751613;-73,1163770690838
191089;-1;0;0;0;-40,4923405942221;-73,4029743631811
191377;9;1;0;0;-33,4717702543499;-71,5940646261689
191702;9;0;1;0;-33,5163625256598;-70,7490155072225
191819;0;0;1;0;-37,4565285417203;-72,3761578063962
193165;1;1;1;0;-37,666793224627;-73,5347054295098
193346;4;1;1;0;-34,4358177244048;-71,0902548032256
193802;8;1;0;0;-31,3993116838561;-71,455228483282
195046;0;1;0;0;-23,6570578798351;-70,39325956528
195742;9;1;0;1;-40,5782419938034;-73,1169693502594
198736;8;1;1;0;-34,5781134503681;-71,0069347201631
201283;9;1;1;0;-35,4125956883418;-71,6241652589202
201627;9;1;1;0;-33,6078475738491;-71,6029013950665
201927;2;0;0;0;-41,4807692432043;-72,9811338447669
202049;-1;1;1;0;-23,6268733676542;-70,392655302219
202097;-1;0;0;0;-34,9715267561315;-71,2318277918883
202846;-1;1;1;0;-38,8541644613904;-71,6924538444479
204253;1;0;0;0;-34,0843531794203;-70,7377097445177
207211;-1;0;1;0;-29,9633442961451;-71,24795056961
208055;0;0;0;0;-33,0581872819608;-71,3858874996972
209337;-1;1;1;0;-20,2121769613662;-70,1297686636344
210005;9;1;1;0;-34,6956458888614;-71,0322612819694
210520;-1;0;1;0;-35,2779210165652;-71,4997952522486
211967;7;1;0;1;-38,6978107748354;-72,5520981568254
213332;9;0;0;0;-36,7761590863573;-73,0922770651569
213625;-1;0;1;0;-37,6667622216386;-72,0175156911756
214714;3;0;1;0;-29,969091369774;-71,3189062646458
215461;-1;1;1;0;-38,1654397555378;-72,9049367592112
216834;1;0;1;0;-32,5052432662995;-71,4482384962828
218583;-1;0;1;0;-37,8143794325123;-72,6966424751609
218776;5;0;0;0;-20,207495360065;-70,1495431283616
219187;9;1;1;1;-23,6185936191791;-70,3841339214426
219478;-1;1;1;0;-39,3066579044323;-72,21028717819
219499;9;1;0;1;-41,4538484562464;-72,9297111514585
220130;7;0;0;0;-36,424949536103;-71,9584973925278
220415;7;1;0;1;-37,7952301293019;-72,7158943805405
221235;1;1;1;0;-34,5837667769352;-70,9993833448367
221764;0;1;0;0;-22,4867656860357;-68,9539090237631
221896;9;0;0;0;-38,3410276395774;-73,495301853958
222147;1;0;0;0;-23,5315655223786;-70,3949568175044
223054;-1;1;0;0;-38,9848841040905;-72,6483725472096
223140;-1;1;0;0;-38,7336169124182;-72,6459164289292
223437;0;0;0;0;-39,1324987970405;-72,3132634367767
223925;-1;1;0;0;-37,8064356172735;-72,687145406905
223945;9;0;1;0;-34,1873619362666;-70,9140136413731
224217;-1;1;0;0;-32,7497536324333;-70,7243522493913
224827;-1;1;0;0;-23,6499273298209;-70,3865870541444
224864;9;0;1;0;-29,9700796106736;-71,2970697395885
225360;9;1;0;1;-34,1286720524497;-70,7320645338346
225594;-1;0;1;0;-32,8801742502174;-71,2497554425395
226114;4;0;0;0;-34,1585590254392;-70,6679758597554
226505;2;0;1;0;-33,4771712858305;-70,5603681223315
226853;9;0;0;0;-34,1817909346055;-70,7624194116788
227239;-1;1;0;0;-34,1769798026982;-70,7620925873926
227426;9;0;0;0;-33,0326170546596;-71,5650999922294
227682;9;0;0;0;-32,9951971269845;-71,1801336631202
228197;1;0;1;0;-33,0498310465896;-71,5391143095733
228310;-1;0;0;0;-37,4595931864549;-72,3347234912697
228332;1;1;0;0;-20,2671418282515;-70,1006429724779
228532;9;0;0;0;-30,6032152214837;-71,1958403936247
228823;9;1;1;1;-34,1803858634846;-70,738480591073
229711;-1;1;0;0;-40,5781569186447;-73,0999661476863
230190;9;0;0;0;-39,5618272487296;-72,0085381974571
230336;-1;1;1;0;-39,8881076391849;-73,4329017186815
231955;-1;1;1;0;-23,5866108446551;-70,3738458218873
232613;1;0;0;0;-20,2139235093383;-70,1531270953684
232739;2;0;1;0;-41,4773761278221;-72,9801228097136
232941;9;0;0;1;-23,5794772761669;-70,3853531222068
233330;9;0;0;0;-33,0108390568028;-71,2656764462336
236151;9;0;1;0;-34,346866580892;-70,8462445619426
236343;1;1;1;0;-29,8818797713477;-71,2178153932154
237007;7;0;1;0;-36,4993241629156;-72,2169592653787
237285;1;1;0;0;-35,4570772911897;-71,7036607907179
237714;0;1;0;0;-23,5555361529305;-70,3992122583769
238281;7;1;1;0;-42,6020393450934;-73,6713763351615
240067;-1;0;0;0;-53,1514351189255;-70,9472975094502
240156;-1;1;1;0;-32,9840841191604;-71,2237985358981
240254;11;1;0;1;-41,8798291871531;-73,8329193392905
241178;-1;0;0;0;-36,8422671744934;-73,104181097275
242368;1;1;0;0;-20,224839826311;-70,1431397904526
242996;4;0;0;0;-41,4674297842832;-72,9742372691185
243135;5;0;1;0;-40,5684901996383;-73,1101830439398
243292;1;0;1;0;-34,980515948602;-71,2160287970303
243855;10;0;0;0;-30,5894314724243;-71,1908019726747
244136;9;1;0;1;-20,2198059446471;-70,1446489599578
244842;1;1;1;0;-34,401645649701;-70,8434972408732
244885;9;0;1;0;-40,0673536542042;-72,8752720117771
247411;0;1;0;0;-34,3804324707909;-70,8634019629641
248733;9;0;1;0;-34,6019988496922;-71,6541523328221
249515;9;1;1;0;-35,4037665202131;-71,6450436532566
250295;1;1;0;0;-35,8459044845634;-71,5976277928759
250417;9;0;0;1;-31,797748367626;-70,9438955895003
251109;9;1;0;0;-38,7201634921702;-72,5678862722861
251229;9;1;0;0;-30,6062314327128;-71,1925110084136
251917;10;0;0;0;-34,1539070471175;-70,7696281333713
252592;-1;1;1;0;-35,4596557771355;-71,6621936066787
252842;7;0;1;0;-35,5433621370066;-71,4886491865884
252958;1;0;0;0;-29,8919620490074;-71,2503957393997
254089;1;0;1;0;-34,1607384856176;-70,7194666753208
254338;-1;0;1;0;-45,5854011903698;-72,0445545451444
255096;9;0;1;1;-41,7923740688469;-73,4644776757327
255895;-1;0;0;0;-33,0280460767237;-71,5834496697555
256716;-1;0;1;0;-36,9913631271281;-73,1425472316943
257685;9;1;0;0;-34,6359908188357;-71,3520221685756
257721;1;0;0;0;-23,5837838669197;-70,3786199797685
257754;4;0;0;0;-20,2864413620557;-70,1005891760385
259132;-1;1;0;0;-34,9734995778434;-71,2424819961691
260296;-1;0;1;0;-37,2658327727178;-72,2948393263463
261175;1;1;0;0;-36,7144990501828;-73,1142828990918
262550;1;1;1;0;-33,5747663990176;-71,6092533437682
263622;-1;0;1;0;-37,4874781876819;-72,3362331783519
264457;4;1;1;0;-41,874664966775;-73,8105655830605
265315;9;0;0;0;-37,6260405588167;-73,468170199439
265795;9;1;0;1;-33,1176131622063;-71,5782567405923
266274;1;0;1;0;-35,1160122713087;-71,281832321615
266852;9;0;0;0;-39,1001735743974;-72,6773233374608
268451;9;0;0;0;-40,5516492726879;-73,1687028215747
268879;-1;1;0;0;-30,6014825965856;-71,1876376161583
268996;9;1;1;1;-41,4743222428993;-72,9533257193439
271305;-1;1;1;0;-32,880007791035;-71,248849242581
