mrun;rbd_admitido_geo_con_error;cod_curso_admitido_geo_con_error
106672;22478;361064008133
107155;4737;401000000131
107235;11265;401000000131
107414;14414;111000000132
107985;2767;401000000131
108719;2121;311000000112
109150;13133;501000000131
111590;7872;111000000133
111788;1672;131000000133
113381;11707;711000000131
113639;1359;111000000133
114777;646;111000000131
115949;406;401000000131
116131;7032;111000000131
116321;14210;131000000133
116436;7720;131000000133
117251;15643;231000000131
118030;40395;711000000131
118412;40295;131000000133
119669;107;411000000133
120420;12631;711000000133
120571;2843;111000000133
121474;7625;131000000133
121517;2938;131000000133
122108;15646;311000000133
123119;40399;401000000133
123397;5286;111000000131
123469;5597;501000000133
123486;612;411000000133
123671;14453;501000000131
124000;12649;231000000133
124500;13504;211000000133
124502;12630;131000000133
126674;15650;401000000132
127249;18123;401000000132
127250; ; 
127557;4310;401000000133
128015;417;711000000133
128814;16676;501000000133
129103;5216;131000000133
129712;14678;401000000131
129969;2736;111000000132
130079; ; 
130144;15726;611000000133
130813;539;401000000133
131073;11144;711000000133
131525;12855;131000000133
131645;22270;131000000113
131681;13156;131000000133
132059;16945;501000000133
133799;8162;131000000133
133896;5716;501000000132
134041;22334;401000000132
134820;7632;501000000131
134840;31219;111000000233
135196;3885;401000000131
135293;4577;401000000133
135475;516;131000000133
136107;13;501000000133
136112;4758;711000000133
137059;15646;231000000133
137482;967;231000000133
137527;7720;131000000133
138651;464;401000000132
138997;2084;111000000133
139923;2937;131000000133
140824;5387;111000000133
141027;13342;401000000132
141539;218;131000000133
141886;5216;131000000133
142044;4672;711000000133
142347;17915;131000000133
142653;11687;401000000133
144200;22065;411000000133
144343;12941;401000000133
144367; ; 
144880;19972;131000000133
145636;11265;331000000133
146214;2972;401000000133
147215;712;811000000133
147284;15502;411000000131
147782;15682;401000000131
148471;10901;411000000133
149287;521;811000000133
149592;11139;351052009133
149631;15608;401000000133
149654;22334;711000000131
149865;530;111000000133
150355; ; 
150679;12634;311000000133
151144;40343;711000000133
151651;22738;111000000133
152379;122;401000000133
152405;666;501000000131
153489;5568;131000000131
154045;11718;501000000131
154167;2364;501000000131
156523;646;311000000133
156734;5580;711000000133
156855;4994;111000000132
159933;2938;131000000133
159981;12741;711000000133
160367;7956;131000000133
160461; ; 
160735;13372;231000000133
161271;5001;111000000133
161623;22436;231000000133
161745;1167;131000000133
161779;7391;111000000133
162631;24233;111000000133
163472;3010;111000000131
164268;11242;111000000133
165737;7626;131000000133
166807;6052;711000000133
166965;17723;501000000131
167074;4177;501000000132
170000;22196;131000000133
170477;297;111000000131
171645;20226;501000000132
172233;12610;131000000133
172352;12020;111000000133
172515;67;111000000132
172822;7639;501000000131
173167;2518;211000000133
173195;650;401000000131
173289;1515;131000000133
174090;13586;811000000133
174524;106;711000000133
175711;22010;401000000133
176836;546;501000000131
177310;97;131000000133
177394;40155;131000000133
177547;3675;401000000131
177943;19974;131000000133
178315;40295;511000000133
178417;13133;401000000133
178435;683;211000000133
179367;79;711000000133
179439;40080;131000000131
179469;1257;111000000133
179556;709;111000000133
179582;13590;501000000133
180479; ; 
181323;4672;111000000133
181452;12830;131000000133
181680;5039;401000000133
181964;14373;501000000132
182066;22561;401000000133
182388;4459;111000000133
182607;11147;501000000131
182844;12059;131000000133
183193; ; 
183574; ; 
184474;16461;401000000231
185513;12033;131000000131
186193;40422;501000000131
186232;19972;501000000231
187087;4990;501000000133
187092;2285;401000000131
187502;5566;131000000133
187923;3127;171072007133
187974;827;411000000133
188545;22623;501000000131
188600;3390;111000000133
189034;40457;351058035133
189866;709;111000000133
190267;11608;131000000133
190611;4581;401000000133
191063;4709;131000000133
191089;22255;401000000131
191377;14400;131000000133
191702; ; 
191819;4171;501000000131
193165;5106;111000000133
193346;2457;411000000131
193802;13486;811000000133
195046;297;501000000131
195742;22626;131000000133
198736;15811;811000000131
201283;2938;131000000133
201627;2013;131000000133
201927;22419;211000000133
202049;303;401000000132
202097;2735;401000000132
202846;19927;401000000131
204253;15762;111000000133
207211;618;401000000133
208055;1909;501000000132
209337;117;401000000131
210005;2486;131000000133
210520;3017;401000000133
211967;5654;711000000133
213332;4712;131000000133
213625;4382;401000000133
214714;618;311000000133
215461;5471;401000000133
216834;1191;111000000133
218583;5225;401000000131
218776;12515;511000000133
219187;12830;131000000133
219478;20263;401000000133
219499;7626;131000000133
220130;12027;711000000131
220415;5227;711000000133
221235;15779;111000000131
221764; ; 
221896;11400;131000000131
222147;318;111000000133
223054;19968;401000000132
223140;5717;401000000132
223437;6088;501000000131
223925;20042;401000000132
223945;2134;131000000133
224217;1202;401000000133
224827; ; 
224864;13504;131000000133
225360;2164;131000000133
225594;1414;401000000133
226114;2247;411000000133
226505;2664;211000000133
226853;2263;131000000133
227239;2114;401000000111
227426;1663;131000000131
227682;1464;131000000133
228197;12302;111000000132
228310;4269;401000000131
228332;12655;111000000133
228532;701;131000000133
228823;2111;131000000133
229711;16766;401000000131
230190;6085;131000000133
230336;7016;401000000133
231955; ; 
232613;12711;111000000131
232739;22686;211000000133
232941;320;131000000133
233330;1464;131000000133
236151;2285;131000000133
236343;13463;111000000133
237007;4141;711000000133
237285;3111;111000000131
237714;317;501000000131
238281;22535;711000000133
240067;8454;401000000222
240156;1500;401000000132
240254;8105;331000000133
241178;4578;401000000131
242368;131;111000000131
242996;40343;411000000133
243135;22271;511000000133
243292;2734;111000000133
243855;13551;231000000133
244136;129;131000000131
244842;2292;111000000131
244885;7200;131000000133
247411;15588;501000000131
248733;2583;131000000133
249515;2938;131000000133
250295;3294;111000000131
250417; ; 
251109;5656;131000000133
251229; ; 
251917;2167;231000000133
252592;2964;401000000132
252842;3069;711000000133
252958;534;111000000133
254089;2115;111000000131
254338;24231;401000000233
255096;7629;131000000133
255895;1691;401000000131
256716;4985;401000000133
257685;2551;131000000133
257721;305;111000000132
257754;12655;411000000133
259132;2738;401000000113
260296;4255;401000000133
261175;8483;111000000133
262550;2041;111000000111
263622;11429;401000000133
264457;40459;411000000133
265315;5105;131000000131
265795;1517;131000000133
266274;2839;111000000133
266852;6269;131000000133
268451;22397;131000000131
268879;708;401000000133
268996;40343;131000000133
271305;1417;401000000133
271764; ; 
271808;7720;131000000133
271943;3491;501000000133
272296;11155;131000000133
273134;2694;611000000131
274736;2461;611000000133
275992;12747;111000000133
279434;464;401000000132
280190;15720;131000000133
280210;4737;401000000131
280542;15724;401000000132
281367;22414;401000000133
281702;2460;401000000131
282129;30006;401000000131
282456;3910;501000000133
283515;530;411000000133
283735;4977;131000000133
284793;6650;131000000133
285341; ; 
285803;14671;501000000132
286730;968;131000000133
288940;708;401000000133
289280;711;501000000133
289867;13590;211000000133
290428;19921;111000000133
290669;12944;501000000133
291068;4712;111000000132
291631;198;811000000133
294611;4714;401000000111
295478;4818;401000000131
296271;6773;401000000133
297170;3313;131000000133
297477;7956;131000000133
299058;24206;401000000232
299260;2734;401000000133
299272;15781;131000000133
300659;7684;401000000133
300812; ; 
301207;7572;131000000133
301644;12716;111000000133
302720;15646;501000000131
302733;1036;211000000133
302788;578;131000000133
302872;4160;131000000133
303257;6112;131000000133
304086;4562;131000000131
304288;3481;111000000133
305434;5703;131000000133
305659;16541;401000000231
305660;5128;401000000112
305990;4593;501000000133
306394;3849;401000000133
307672;14526;401000000132
307731;40298;231000000133
307732;802;131000000133
308062;201;401000000131
308471;40054;501000000131
308606;13330;131000000131
308659;12518;811000000133
308929;7776;401000000133
309144;12772;511000000133
309235;40399;401000000133
309358;2566;111000000133
309483;4732;111000000133
309552;22175;401000000133
310017;2022;401000000133
312475;2871;401000000133
313401;7941;231000000133
313407;8438;401000000133
314873;8438;501000000133
316377;2087;111000000133
316446;3173;401000000133
316779;20042;401000000132
318438;2964;711000000133
318759;227;111000000132
320067;1233;111000000133
320100;13463;111000000133
320128;3107;401000000133
321222;1697;501000000131
321223;1271;501000000133
321403;97;131000000133
321477;22419;211000000133
322040;2409;211000000131
322218;7629;131000000133
322367;12711;111000000131
322530;106;131000000133
322772;4742;401000000131
323860;4272;401000000133
324237;1684;401000000132
324986;11509;401000000131
325670;2615;111000000133
325814;2017;501000000133
326101;8444;501000000132
327632;7647;401000000133
328533;2022;501000000133
328672;8228;111000000133
332015;15764;411000000133
332317;8;131000000131
332820;40399;401000000133
333850;20508;501000000133
333913;12655;511000000133
334461; ; 
334744;320;401000000131
336035;12711;611000000131
336351;20410;711000000131
336872;1851;711000000133
336939;7206;401000000133
337304;5604;401000000131
337480;4616;401000000133
337652;20052;111000000133
337883;7325;231000000133
339199;22175;511000000133
339497;13163;401000000132
340210;22565;111000000131
340671;4730;501000000131
341518;6336;401000000131
342115;1889;501000000133
342741;11674;111000000133
343076;22356;211000000133
343389;7434;411000000133
343516;6230;401000000131
343896;542;501000000133
344626;4990;711000000133
344792;1370;111000000133
346024;2423;401000000132
346216;302;401000000132
346295;2207;501000000131
346422;2938;131000000133
346556;6791;711000000133
347205; ; 
347306;8393;111000000133
347466;13463;211000000133
347538; ; 
347737;3717;711000000133
349515;15755;111000000131
349828;12050;131000000133
350413;3359;131000000133
350758;2701;331000000131
350870;540;411000000133
350967;15614;711000000133
351118; ; 
351254;5717;111000000132
353204;4746;501000000132
353282;6135;401000000133
354651;18090;501000000133
355179;22319;401000000131
355755;8442;131000000233
355997;6420;401000000131
356226;3717;501000000131
358260;16467;111000000131
358534;12632;231000000133
359085;8441;511000000133
359573;15812;411000000133
359617;971;211000000113
359824;16541;131000000133
361888;707;711000000111
361920;106;811000000133
362249;2448;131000000131
362651;3886;401000000233
363479;6251;111000000133
363641;20489;311000000131
363652;5569;131000000133
363834;12655;351052010133
364140;11741;501000000131
364504;2742;401000000133
364582;40126;231000000133
364641;2124;211000000131
364945;22564;371072007133
364968;40080;131000000131
366211;4579;501000000133
366464;40208;111000000133
366951;5824;401000000132
368551;1326;401000000131
369166;2959;501000000131
369635;11408;401000000133
369796;1335;131000000133
370015;2457;411000000131
370028;2134;131000000133
370325;12037;711000000133
371551;5393;131000000133
371780; ; 
372768;2147;111000000133
373751;22355;111000000131
374330;15502;711000000131
375197;15779;111000000131
377040;7505;131000000133
377838;915;401000000131
378872;2749;401000000133
379260;109;231000000133
380065;15502;501000000131
380970;14779;131000000133
381534;13486;131000000133
381913;1595;111000000133
381914;2959;111000000133
382012;4867;711000000131
382068;11708;401000000132
382455;5694;111000000132
382670;448;131000000133
382906;13557;401000000133
383383;618;211000000133
383468;2625;131000000133
383505;802;131000000133
383739;22535;411000000133
383815;123;501000000131
384066;4730;501000000131
384937;40331;111000000133
385323;3297;401000000132
385415;1389;401000000133
385762;13163;501000000131
385848;31345;131000000133
388639;205;401000000132
389567;40073;111000000133
389779;3261;401000000133
390167;17907;131000000133
391062;16685;401000000133
391760;4736;501000000131
392371;2114;811000000113
392501;5713;131000000131
392666;5566;131000000133
392733;13121;401000000131
393336;3358;401000000133
394432;2234;611000000133
394619;5654;131000000133
394713;16676;401000000133
396615;8441;501000000133
397739;12944;501000000133
398613;14580;131000000133
399021;40155;111000000131
399210;24307;131000000133
399262;13341;501000000133
401194;12602;131000000133
401386;5158;501000000133
402003;2456;401000000131
402526;1596;711000000131
404347;2692;111000000133
404685;2065;401000000133
405302;418;711000000231
405315;14879;501000000133
405702;2244;131000000131
405932;293;501000000132
405952;1590;711000000123
406116;5028;111000000133
406240;40298;311000000133
406945;22113;131000000133
407989;16676;131000000133
408005;1332;501000000133
408521;4869;501000000131
408794;4805;131000000233
409295;255;501000000132
409819;17736;501000000131
410661;6497;131000000133
412188;2136;411000000133
413053;7724;401000000131
413569;2134;131000000133
414666;5717;401000000132
415842;4641;111000000132
417203;2238;401000000131
417658;2123;131000000133
417678;5597;401000000133
419750;2294;401000000133
419864;5614;401000000133
420729;40208;211000000133
421823;16556;111000000131
422786;31116;131000000133
423810;14202;131000000133
423826;3037;401000000133
424197;201;401000000131
424239;17817;401000000131
424688;2151;501000000131
424710;12594;111000000133
425127;1521;131000000113
425154;5664;401000000132
425829;12518;501000000131
426048;11716;401000000133
426232;2532;111000000133
426341;2132;501000000131
426636;2247;401000000131
426818; ; 
426898;2112;211000000122
427162;2103;131000000133
427837;407;111000000133
428336;16541;111000000233
430445; ; 
431281;5666;131000000132
431328;11157;611000000133
431697;13489;331000000113
432313;16460;401000000132
434260;40025;611000000133
434970; ; 
434991;3359;401000000133
435582;5282;131000000133
435718;8449;411000000133
436025;2972;111000000133
436107;2938;131000000133
436382;40298;401000000131
437160;40054;401000000131
437573;11277;111000000133
439065;4609;401000000133
439603; ; 
440911;5879;711000000133
442065;625;401000000133
442491;16452;131000000233
442929;19974;131000000133
443113;562;401000000133
443139;4781;711000000131
443222;708;311000000133
444140;17793;131000000133
444327;4991;401000000133
444757;24313;111000000131
445924;2286;111000000133
445925;420;111000000133
446682;3110;401000000133
447973;7630;111000000112
450516;22343;411000000131
451354;14770;111000000132
452899;40422;501000000131
453696;40208;111000000133
454267;2119;401000000131
455922;1490;131000000133
456079;725;401000000133
456237;2289;401000000132
457394; ; 
457461;16604;131000000133
457472;11261;401000000132
457891;4262;131000000131
458226;13475;401000000132
458705;203;401000000132
459620;4165;131000000133
461339;5578;111000000132
461386;40177;111000000132
462416;566;611000000133
463048;3395;111000000133
463063;8105;331000000133
463230;117;401000000131
463347;2047;711000000113
463414;26;501000000131
463806;5654;501000000132
463827;3957;501000000131
464624;5015;111000000132
466706;24214;501000000131
466761;2134;131000000133
467728;20042;401000000132
467998;2066;501000000133
468692;714;511000000133
468807; ; 
470855;8434;811000000133
471084;40054;401000000131
471517;40256;231000000131
472645;15726;411000000133
472977;618;311000000133
473176;2089;111000000133
473323;1593;401000000132
473494;22686;401000000131
473655;2553;111000000131
473819;5566;131000000133
473834;7970;401000000133
474251;227;111000000132
474650; ; 
474993;4987;401000000133
475673;22436;811000000133
475674;5669;131000000113
476094;8442;131000000233
476295;12634;111000000133
477113;12630;131000000133
478089;4572;131000000131
478953;15775;131000000113
479089;525;511000000133
479123;13504;111000000133
479171;3546;111000000132
479263;2738;401000000113
481214;8439;501000000131
481400;2551;131000000133
481439;4548;111000000131
482533;11532;401000000131
483654;22444;501000000133
484263;22236;511000000133
485460;3481;111000000133
486048;14629;401000000132
486177; ; 
486778;711;311000000133
486909;16766;401000000131
487140;2393;511000000133
487403;2111;131000000133
487463;8;131000000131
487500;1672;131000000133
488661;535;231000000133
490510;7641;111000000133
492092;22519;501000000131
492149;5538;501000000133
493555;22691;131000000133
494533;15768;111000000133
495181;22397;131000000131
496628;2324;401000000131
496768;610;131000000131
497031;705;351055023133
497601;2625;131000000133
498685;7626;131000000133
498714;22688;501000000131
498913; ; 
498959;16729;711000000133
499805;461;401000000133
500259;8345;711000000133
500409;8053;211000000133
501079;8162;231000000133
501408;31219;501000000233
501963;17828;501000000132
502095;12602;311000000133
503497;2179;211000000132
505490;7349;311000000133
505816;4737;111000000132
506132;1397;111000000123
507077;1271;111000000133
507253;208;131000000133
507299;24224;711000000133
507363;20042;401000000132
507761;2134;131000000133
507964;3166;501000000133
508101;40241;311000000133
508678;8437;401000000133
509818;417;711000000133
509942;2018;111000000133
510651;126;401000000131
510763;1536;501000000131
511596;40110;401000000133
512729;16461;401000000231
513107;16793;131000000133
514030;12823;401000000132
514266;792;111000000133
514821;15605;401000000132
515394;11706;131000000133
517015;19925;131000000133
517037;203;401000000132
517096;17860;111000000132
517273;6841;401000000133
519462;13539;711000000131
519662;2140;211000000131
522442;15501;401000000132
522493;15515;401000000132
522535;19972;401000000232
523040;5668;401000000132
524187;8433;311000000133
524831;12838;111000000133
527884;13156;131000000133
528312;112;501000000131
530002;12693;711000000133
530536;2736;111000000132
530563; ; 
530945;22707;401000000131
530992;1756;401000000131
531570;22065;331000000133
531571;5566;131000000133
532184;4831;501000000131
533128;2457;401000000131
533382;8054;401000000133
533418;3569;401000000133
533434;1526;111000000133
534600;1582;111000000132
534919;11532;401000000131
535059;17736;401000000131
535414;8417;111000000133
535538;448;131000000133
536028;2124;131000000133
536659;4536;131000000111
537271;4483;131000000133
537847;405;401000000132
537977;1;131000000133
538368;516;231000000133
538421;1620;711000000133
539163;13154;401000000132
539442;5580;111000000133
539767;4712;111000000132
540378;5001;111000000133
540494;22228;111000000133
540760;13558;131000000133
541084;6270;401000000131
542432;13426;611000000131
542961;12368;131000000133
543199;3354;401000000133
543849;1279;501000000131
544441;1468;401000000133
545147; ; 
545336;12604;431000000133
546073;16541;501000000232
546523;40298;131000000133
547190;13552;111000000133
547839;16541;501000000231
547849;4482;711000000133
548199;2551;131000000133
549885;612;111000000133
552876;13463;311000000133
553161;11265;811000000133
553412; ; 
553810;4175;501000000133
554151;326;401000000132
555215; ; 
555386;2027;501000000133
555796;13486;431000000133
555959;2486;131000000133
556655;6755;131000000133
556679;5588;401000000133
557169;530;111000000133
558604;2165;131000000133
559386;5656;131000000133
560128;3977;401000000133
560517;298;501000000133
561168;3442;111000000133
561997;2167;131000000133
562265;40006;401000000132
563151;15682;231000000131
565302;40146;111000000131
566058;22626;351058035133
566267;1536;501000000131
568133;536;501000000133
568222;22355;111000000131
568756;15596;501000000133
569340;8444;211000000133
569491;8003;501000000131
570200;4641;111000000132
570741;1717;501000000133
571338;22535;711000000133
571368;8438;311000000133
571394;14922;401000000131
571665;5567;131000000133
572317;7340;311000000133
572834;4571;131000000133
573448;634;111000000133
573651;15757;111000000131
573887;289;501000000131
574862;6584;131000000133
575421;5668;401000000132
575949;12757;401000000132
576803;12944;501000000133
577328;22664;131000000133
579280;40343;131000000133
579583;14213;401000000132
579653;2530;331000000133
580457;2162;401000000132
580529;12515;431000000133
581005;799;711000000133
581218;14314;401000000132
581674;2146;211000000133
581693;7505;361061001133
583377;1266;401000000131
583852;3884;111000000133
585133;7102;131000000133
587053;13491;131000000133
587714;14870;111000000133
587775;12037;401000000132
587882;22397;231000000131
588066;113;401000000133
588573;6709;111000000133
588579;16697;131000000133
588720;3328;131000000133
591239;5324;111000000133
591528;17635;131000000133
594892;2139;711000000133
595872;2047;401000000132
596127;12518;111000000133
596263;7942;511000000131
596308;7958;111000000133
596796;5507;131000000133
596987;2827;401000000133
597436;5763;401000000131
597825;8442;411000000133
598932;12749;211000000133
599050;6304;401000000132
599280;144;811000000131
600495;12838;711000000133
600853;322;111000000133
601076;15779;711000000133
602613;12602;311000000133
603888;15614;111000000131
605936;19972;401000000231
606200;11139;131000000133
606681;407;401000000132
607834;2959;501000000131
607955;31221;611000000133
608236;562;611000000133
608340;3017;401000000133
609415;1416;501000000133
610480;11704;401000000133
610825;7405;711000000133
611110;13376;711000000133
611761;4406;401000000132
611895;649;231000000133
612786;2329;131000000133
612934;5001;501000000133
613193;611;131000000133
613385; ; 
613478;31343;131000000133
613769;12962;501000000132
613905;22234;311000000133
614234;4259;401000000132
614297;22664;131000000133
614301;22419;711000000133
614653;7665;611000000131
615311;2458;411000000133
616214;1123;111000000131
616566;2957;111000000132
616609;7613;111000000133
616866;13503;231000000133
617192;7329;131000000133
617578;7659;611000000133
618167;7637;411000000133
618284;2464;401000000131
618404;13133;401000000133
618587;8448;311000000133
619221;20424;401000000132
619685;13559;411000000133
621101;2286;501000000131
621306;419;401000000133
621581;14671;711000000133
621911;1881;501000000133
622019;4593;501000000133
623670;40371;131000000133
625001;19983;131000000133
625158;12691;111000000131
625927;615;411000000133
626520;8442;231000000233
626893; ; 
627076;7738;211000000133
627194;1390;401000000131
627247;312;111000000133
628328;4641;111000000132
628348;6421;401000000131
628615;5442;401000000132
629208;112;501000000131
629659;14805;111000000133
630958;1549;131000000133
630976;20108;401000000132
631398;3069;401000000132
634024;5221;711000000133
634376;6935;501000000133
634574;232;111000000133
634737;12977;501000000131
636584;5824;111000000133
636612;10892;501000000132
637223;4574;111000000113
637460;4660;401000000132
638468;6164;711000000233
639814;8435;401000000133
640708;407;401000000132
641295;7643;111000000131
641494;5227;501000000133
641811;5656;131000000133
642693;6773;111000000133
643723;40006;311000000133
644023;10968;131000000133
644533;8435;401000000133
644656;22495;501000000133
645061;2555;401000000131
645391;22333;111000000133
646576;7638;211000000133
646645; ; 
646724;12885;501000000133
646746;12638;311000000133
647230;15608;401000000133
647444;12590;211000000131
647662;2329;711000000133
648415;227;111000000132
648958;1864;131000000133
649072;4612;401000000132
650071;4406;401000000131
650920;7684;401000000133
651461;40319;131000000133
651896;1503;131000000133
652208;16446;131000000133
652724;22022;131000000133
652981;15646;111000000131
653443;3653;401000000131
654385;22527;401000000133
654491;40208;311000000133
654907;407;501000000131
655082;14706;711000000133
656216;459;501000000133
656323; ; 
656486;8434;511000000133
658201;14351;111000000131
658271;5869;401000000131
658272;3255;401000000133
658680;5566;131000000133
659167;14201;401000000132
659195;2974;131000000133
660166;22535;711000000133
660262;1748;501000000131
660355;4165;131000000133
661442;8109;131000000133
661725;16749;111000000132
663656;31084;131000000133
663789;14397;111000000131
664785;4717;131000000131
664905;14526;501000000131
665957;1537;401000000111
666647;12590;111000000132
666948;3250;401000000131
667128;320;501000000131
669412;618;611000000133
669492;12711;411000000131
670535;1681;131000000131
670823;22356;131000000133
671186;731;401000000133
671631;22319;111000000132
671716;13590;811000000133
671721;4262;131000000131
671827;5015;401000000132
672740;12726;401000000133
673678;3491;401000000133
674136;8206;131000000133
675511;14546;501000000131
676869;1397;111000000123
677257;1701;401000000133
677984;14913;401000000131
678526;3663;401000000133
679562;40171;401000000132
680814;372;711000000133
680869;730;401000000133
681859;4562;131000000131
682944;1338;401000000131
683340;15820;331000000133
684371;22140;151051009133
685207;621;611000000133
685803;28;111000000131
685898;5703;131000000133
686031;8433;611000000133
687362;406;111000000131
687865;22140;151052009133
688053;407;401000000132
688972;4327;401000000133
689075;40073;501000000133
689261;5861;111000000133
689510;3733;131000000133
690404;12830;131000000133
692178;8005;501000000133
692340; ; 
693809;11155;131000000133
693859;4595;501000000133
693939;2745;401000000131
694204;16793;131000000133
694652;2162;211000000132
694821;40399;131000000133
695510;11265;401000000131
696109;6846;131000000133
697278;12716;711000000133
697466;12711;511000000131
697951;11394;111000000133
697974;4989;401000000133
698976;1443;131000000133
699167;6754;131000000133
699642;15596;411000000133
700530;13557;401000000133
701301;4287;151053014133
701668;4989;401000000133
702494;1504;131000000131
703512;403;401000000132
703524;11265;411000000133
703891;4171;401000000132
704337;12830;131000000133
704412;722;501000000133
705292;224;111000000133
705664;11147;401000000132
705979;22686;711000000133
706203;18099;401000000131
706599;40295;231000000133
706802;2847;401000000132
706925;2160;501000000131
706990;15762;811000000133
707132;2132;501000000131
707551;22271;361064008133
709908;8429;131000000133
710905;6766;111000000133
711313;1516;131000000133
712743;16716;711000000133
713209;3711;111000000113
713788;1479;111000000132
715692;284;501000000131
717022;614;401000000133
717740;701;131000000133
718077; ; 
718279;1292;401000000232
718692;2289;401000000132
718947;3745;111000000133
719119;6393;111000000133
719586;5713;501000000132
720381;4595;111000000133
720712;12182;111000000133
721557;2456;211000000133
721674;22544;131000000133
725795;15646;811000000133
726190;22200;331000000131
726513;40256;231000000131
726807;2121;111000000112
727761;3662;131000000133
728214;11706;131000000133
728522;5510;401000000133
730973;4585;401000000133
730990; ; 
731204;14642;711000000133
731636;40189;111000000132
731670;2979;111000000133
731724;3544;501000000131
731786;2178;111000000132
731888; ; 
734414;7632;111000000133
735122;2167;231000000133
735138;2388;511000000133
738191;613;501000000132
738989;5824;401000000132
739376;18;711000000133
739461;1268;711000000133
739504;5216;131000000133
739782;40251;401000000332
741442;1368;111000000111
742329;26;401000000131
742499;2165;411000000133
742621;5713;501000000132
742731;24236;111000000133
742815;7772;131000000133
743389;3328;131000000133
744780;22333;501000000133
746406;2022;401000000133
747333;13590;131000000133
