mrun;cod_nivel;rbd_admitido;cod_curso_admitido
232613;1;12711;111000000131
232739;2;22686;211000000133
232941;9;320;131000000133
233330;9;1464;131000000133
236151;9;2285;131000000133
236343;1;13463;111000000133
237007;7;4141;711000000133
237285;1;3111;111000000131
237714;0;317;501000000131
238281;7;22535;711000000133
240067;-1;8454;401000000222
240156;-1;1500;401000000132
240254;11;8105;331000000133
241178;-1;4578;401000000131
242368;1;131;111000000131
242996;4;40343;411000000133
243135;5;22271;511000000133
243292;1;2734;111000000133
243855;10;13551;231000000133
244136;9;129;131000000131
244842;1;2292;111000000131
244885;9;7200;131000000133
247411;0;15588;501000000131
248733;9;2583;131000000133
249515;9;2938;131000000133
250295;1;3294;111000000131
250417;9; ; 
251109;9;5656;131000000133
251229;9; ; 
251917;10;2167;231000000133
252592;-1;2964;401000000132
252842;7;3069;711000000133
252958;1;534;111000000133
254089;1;2115;111000000131
254338;-1;24231;401000000233
255096;9;7629;131000000133
255895;-1;1691;401000000131
256716;-1;4985;401000000133
257685;9;2551;131000000133
257721;1;305;111000000132
257754;4;12655;411000000133
259132;-1;2738;401000000113
260296;-1;4255;401000000133
261175;1;8483;111000000133
262550;1;2041;111000000111
263622;-1;11429;401000000133
264457;4;40459;411000000133
265315;9;5105;131000000131
265795;9;1517;131000000133
266274;1;2839;111000000133
266852;9;6269;131000000133
268451;9;22397;131000000131
268879;-1;708;401000000133
268996;9;40343;131000000133
271305;-1;1417;401000000133
271764;9; ; 
271808;9;7720;131000000133
271943;0;3491;501000000133
272296;9;11155;131000000133
273134;6;2694;611000000131
274736;6;2461;611000000133
275992;1;12747;111000000133
279434;-1;464;401000000132
280190;9;15720;131000000133
280210;-1;4737;401000000131
280542;-1;15724;401000000132
281367;-1;22414;401000000133
281702;-1;2460;401000000131
282129;-1;30006;401000000131
282456;0;3910;501000000133
283515;4;530;411000000133
283735;9;4977;131000000133
284793;9;6650;131000000133
285341;1; ; 
285803;0;14671;501000000132
286730;9;968;131000000133
288940;-1;708;401000000133
289280;0;711;501000000133
289867;2;721;211000000133
290428;1;19921;111000000133
290669;0;12944;501000000133
291068;1;4712;111000000132
291631;8;198;811000000133
294611;-1;4722;401000000131
295478;-1;4818;401000000131
296271;-1;6773;401000000133
297170;9;3313;131000000133
297477;9;7956;131000000133
299058;-1;24206;401000000232
299260;-1;2734;401000000133
299272;9;15781;131000000133
300659;-1;7684;401000000133
300812;9; ; 
301207;9;7572;131000000133
301644;1;12716;111000000133
302720;0;15646;501000000131
302733;2;1036;211000000133
302788;9;578;131000000133
302872;9;4160;131000000133
303257;9;6112;131000000133
304086;9;4562;131000000131
304288;1;3481;111000000133
305434;9;5703;131000000133
305659;-1;16541;401000000232
305660;-1;5128;401000000112
305990;0;4593;501000000133
306394;-1;3849;401000000133
307672;-1;14526;401000000132
307731;10;40298;231000000133
307732;9;802;131000000133
308062;-1;201;401000000131
308471;0;40054;501000000131
308606;9;13330;131000000131
308659;8;12518;811000000133
308929;-1;7776;401000000133
309144;5;12772;511000000133
309235;-1;40399;401000000133
309358;1;2566;111000000133
309483;1;4732;111000000133
309552;-1;22175;401000000133
310017;-1;2022;401000000133
312475;-1;2871;401000000133
313401;10;7941;231000000133
313407;-1;8438;401000000133
314873;0;8438;501000000133
316377;1;2087;111000000133
316446;-1;3173;401000000133
316779;-1;20042;401000000132
318438;7;2964;711000000133
318759;1;227;111000000132
320067;1;1233;111000000133
320100;1;13463;111000000133
320128;-1;3107;401000000133
321222;0;1697;501000000131
321223;0;1271;501000000133
321403;9;97;131000000133
321477;2;22419;211000000133
322040;2;2409;211000000131
322218;9;7629;131000000133
322367;1;12711;111000000131
322530;9;106;131000000133
322772;-1;4742;401000000131
323860;-1;4272;401000000133
324237;-1;1684;401000000132
324986;-1;11509;401000000131
325670;1;2615;111000000133
325814;0;2017;501000000133
326101;0;8444;501000000132
327632;-1;7647;401000000133
328533;0;2022;501000000133
328672;1;8228;111000000133
332015;4;15764;411000000133
332317;9;8;131000000131
332820;-1;40399;401000000133
333850;0;20508;501000000133
333913;5;12655;511000000133
334461;-1; ; 
334744;-1;320;401000000131
336035;6;12711;611000000131
336351;7;20410;711000000131
336872;7;1851;711000000133
336939;-1;7206;401000000133
337304;-1;5604;401000000131
337480;-1;18218;401000000133
337652;1;20052;111000000133
337883;10;7325;231000000133
339199;5;22175;511000000133
339497;-1;13163;401000000132
340210;1;22565;111000000131
340671;0;4730;501000000131
341518;-1;6336;401000000131
342115;0;1889;501000000133
342741;1;11674;111000000133
343076;2;22356;211000000133
343389;4;7434;411000000133
343516;-1;6230;401000000131
343896;0;542;501000000133
344626;7;4990;711000000133
344792;1;1370;111000000133
346024;-1;2423;401000000132
346216;-1;302;401000000131
346295;0;2207;501000000131
346422;9;2938;131000000133
346556;7;6791;711000000133
347205;-1; ; 
347306;1;8393;111000000133
347466;2;13463;211000000133
347538;-1; ; 
347737;7;3717;711000000133
349515;1;15755;111000000131
349828;9;12050;131000000133
350413;9;3359;131000000133
350758;11;2701;331000000131
350870;4;540;411000000133
350967;7;15614;711000000133
351118;-1; ; 
351254;1;5717;111000000132
353204;0;4746;501000000132
353282;-1;6135;401000000133
354651;0;18090;501000000133
355179;-1;22319;401000000131
355755;9;8442;131000000233
355997;-1;6420;401000000131
356226;0;3717;501000000131
358260;1;16467;111000000131
358534;10;12632;231000000133
359085;5;8441;511000000133
359573;4;15812;411000000133
359617;2;971;211000000113
359824;9;16541;131000000133
361888;7;707;711000000111
361920;8;106;811000000133
362249;9;2448;131000000131
362651;-1;3886;401000000233
363479;1;6251;111000000133
363641;3;20489;311000000131
363652;9;5569;131000000133
363834;11;12655;351052010133
364140;0;11741;501000000131
364504;-1;2742;401000000133
364582;10;40126;231000000133
364641;2;2147;211000000133
364945;11;22564;371072007133
364968;9;40080;131000000131
366211;0;4579;501000000133
366464;1;40208;111000000133
366951;-1;5824;401000000132
368551;-1;1326;401000000131
369166;0;2972;501000000133
369635;-1;11408;401000000133
369796;9;1335;131000000133
370015;4;2457;411000000131
370028;9;2134;131000000133
370325;7;12037;711000000133
371551;9;5393;131000000133
371780;-1; ; 
372768;1;2147;111000000133
373751;1;22355;111000000131
374330;7;15502;711000000131
375197;1;15779;111000000131
377040;9;7505;131000000133
377838;-1;915;401000000131
378872;-1;2749;401000000133
379260;10;109;231000000133
380065;0;15502;501000000131
380970;9;14779;131000000133
381534;9;13486;131000000133
381913;1;1595;111000000133
381914;1;2959;111000000133
382012;7;4867;711000000131
382068;-1;11708;401000000132
382455;1;5583;111000000133
382670;9;448;131000000133
382906;-1;13557;401000000133
383383;2;618;211000000133
383468;9;2625;131000000133
383505;9;802;131000000133
383739;4;22535;411000000133
383815;0;123;501000000131
384066;0;4730;501000000131
384937;1;40331;111000000133
385323;-1;3297;401000000132
385415;-1;1389;401000000133
385762;0;13163;501000000131
385848;9;31345;131000000133
388639;-1;205;401000000132
389567;1;40073;111000000133
389779;-1;3261;401000000133
390167;9;17907;131000000133
391062;-1;16685;401000000133
391760;0;4736;501000000131
392371;8;2114;811000000113
392501;9;5713;131000000131
392666;9;5566;131000000133
392733;-1;13121;401000000131
393336;-1;3358;401000000133
394432;6;2234;611000000133
394619;9;5654;131000000133
394713;-1;16676;401000000133
396615;0;8441;501000000133
397739;0;12944;501000000133
398613;9;14580;131000000133
399021;1;40155;111000000131
399210;9;24307;131000000133
399262;0;13341;501000000133
401194;9;12602;131000000133
401386;0;5158;501000000133
402003;-1;2456;401000000131
402526;7;1596;711000000131
404347;1;2692;111000000133
404685;-1;2065;401000000133
405302;7;418;711000000231
405315;0;14879;501000000133
405702;9;2244;131000000131
405932;0;12962;501000000132
405952;7;1590;711000000123
406116;1;5028;111000000133
406240;3;40298;311000000133
406945;9;22113;131000000133
407989;9;16676;131000000133
408005;0;1332;501000000133
408521;0;4869;501000000131
408794;9;4805;131000000233
409295;0;255;501000000132
409819;0;17736;501000000131
410661;9;6497;131000000133
412188;4;2136;411000000133
413053;-1;7724;401000000131
413569;9;2134;131000000133
414666;-1;5717;401000000132
415842;1;4641;111000000132
417203;-1;2238;401000000131
417658;9;2123;131000000133
417678;-1;5597;401000000133
419750;-1;2294;401000000133
419864;-1;5614;401000000133
420729;2;40208;211000000133
421823;1;16556;111000000131
422786;9;31116;131000000133
423810;9;14202;131000000133
423826;-1;3037;401000000133
424197;-1;201;401000000131
424239;-1;17817;401000000131
424688;0;2151;501000000131
424710;1;12594;111000000133
425127;9;1521;131000000113
425154;-1;5664;401000000132
425829;0;12518;501000000131
426048;-1;11716;401000000133
426232;1;2532;111000000133
426341;0;2132;501000000131
426636;-1;2247;401000000131
426818;9; ; 
426898;2;2112;211000000122
427162;9;2103;131000000133
427837;1;407;111000000133
428336;1;16541;111000000233
430445;-1; ; 
431281;9;5666;131000000132
431328;6;11157;611000000133
431697;11;13489;331000000113
432313;-1;16460;401000000132
434260;6;40025;611000000133
434970;9; ; 
434991;-1;3359;401000000133
435582;9;5282;131000000133
435718;4;8449;411000000133
436025;1;2972;111000000133
436107;9;2938;131000000133
436382;-1;40298;401000000131
437160;-1;40054;401000000131
437573;1;11277;111000000133
439065;-1;4609;401000000133
439603;-1; ; 
440911;7;5879;711000000133
442065;-1;625;401000000133
442491;9;16452;131000000233
442929;9;19974;131000000133
443113;-1;562;401000000133
443139;7;4781;711000000131
443222;3;708;311000000133
444140;9;17793;131000000133
444327;-1;4991;401000000133
444757;1;24313;111000000131
445924;1;2286;111000000133
445925;1;420;111000000133
446682;-1;3110;401000000133
447973;1;7630;111000000112
450516;4;22343;411000000131
451354;1;14770;111000000132
452899;0;40422;501000000131
453696;1;40208;111000000133
454267;-1;2119;401000000131
455922;9;1490;131000000133
456079;-1;725;401000000133
456237;-1;2289;401000000132
457394;0; ; 
457461;9;16604;131000000133
457472;-1;11261;401000000132
457891;9;4262;131000000131
458226;-1;13475;401000000132
458705;-1;203;401000000132
459620;9;4165;131000000133
461339;1;5578;111000000132
461386;1;40177;111000000132
462416;6;566;611000000133
463048;1;3395;111000000133
463063;11;8105;331000000133
463230;-1;117;401000000131
463347;7;2047;711000000113
463414;0;26;501000000131
463806;0;5654;501000000132
463827;0;3957;501000000131
464624;1;5015;111000000132
466706;0;24214;501000000131
466761;9;2134;131000000133
467728;-1;5224;401000000133
467998;0;2066;501000000133
468692;5;714;511000000133
468807;-1; ; 
470855;8;8434;811000000133
471084;-1;40054;401000000131
471517;10;40256;231000000131
472645;4;15726;411000000133
472977;3;618;311000000133
473176;1;2089;111000000133
473323;-1;1593;401000000132
473494;-1;22686;401000000131
473655;1;2553;111000000131
473819;9;5566;131000000133
473834;-1;7970;401000000133
474251;1;227;111000000132
474650;5; ; 
474993;-1;4987;401000000133
475673;8;22436;811000000133
475674;9;5669;131000000113
476094;9;8442;131000000233
476295;1;12634;111000000133
477113;9;12630;131000000133
478089;9;4572;131000000131
478953;9;15775;131000000113
479089;5;525;511000000133
479123;1;13504;111000000133
479171;1;3546;111000000132
479263;-1;2738;401000000113
481214;0;8439;501000000131
481400;9;2612;131000000133
481439;1;4548;111000000131
482533;-1;11532;401000000131
483654;0;22444;501000000133
484263;5;22236;511000000133
485460;1;3481;111000000133
486048;-1;14629;401000000132
486177;-1; ; 
486778;3;711;311000000133
486909;-1;16766;401000000131
487140;5;2393;511000000133
487403;9;2111;131000000133
487463;9;8;131000000131
487500;9;1672;131000000133
488661;10;535;231000000133
490510;1;7688;111000000133
492092;0;22519;501000000131
492149;0;5538;501000000133
493555;9;22691;131000000133
494533;1;15768;111000000133
495181;9;22397;131000000131
496628;-1;2324;401000000131
496768;9;610;131000000131
497031;11;705;351055023133
497601;9;2625;131000000133
498685;9;7626;131000000133
498714;0;22688;501000000131
498913;0; ; 
498959;7;16729;711000000133
499805;-1;461;401000000133
500259;7;8345;711000000133
500409;2;8053;211000000133
501079;10;8162;231000000133
501408;0;31219;501000000233
501963;0;17828;501000000132
502095;3;40073;311000000133
503497;2;2179;211000000132
505490;3;7349;311000000133
505816;1;4737;111000000132
506132;1;1397;111000000123
507077;1;1271;111000000133
507253;9;208;131000000133
507299;7;24224;711000000133
507363;-1;20042;401000000132
507761;9;2134;131000000133
507964;0;3166;501000000133
508101;3;40241;311000000133
508678;-1;8437;401000000133
509818;7;417;711000000133
509942;1;2018;111000000133
510651;-1;126;401000000131
510763;0;1536;501000000131
511596;-1;40110;401000000133
512729;-1;16461;401000000231
513107;9;16793;131000000133
514030;-1;12823;401000000132
514266;1;792;111000000133
514821;-1;15605;401000000132
515394;9;11706;131000000133
517015;9;19925;131000000133
517037;-1;203;401000000132
517096;1;17860;111000000132
517273;-1;6841;401000000133
519462;7;13539;711000000131
519662;2;15726;211000000132
522442;-1;15501;401000000132
522493;-1;15515;401000000132
522535;-1;19972;401000000232
523040;-1;5668;401000000132
524187;3;8433;311000000133
524831;1;12838;111000000133
527884;9;13156;131000000133
528312;0;112;501000000131
530002;7;12693;711000000133
530536;1;2736;111000000132
530563;-1; ; 
530945;-1;22707;401000000131
530992;-1;1756;401000000131
531570;11;22065;331000000133
531571;9;5566;131000000133
532184;0;4831;501000000131
533128;-1;2457;401000000131
533382;-1;8054;401000000133
533418;-1;3569;401000000133
533434;1;1526;111000000133
534600;1;1582;111000000132
534919;-1;11532;401000000131
535059;-1;17736;401000000131
535414;1;8417;111000000133
535538;9;448;131000000133
536028;9;2124;131000000133
536659;9;4536;131000000111
537271;9;4483;131000000133
537847;-1;405;401000000132
537977;9;1;131000000133
538368;10;516;231000000133
538421;7;1620;711000000133
539163;-1;13154;401000000132
539442;1;5580;111000000133
539767;1;4712;111000000132
540378;1;5001;111000000133
540494;1;22228;111000000133
540760;9;13558;131000000133
541084;-1;6270;401000000131
542432;6;13426;611000000131
542961;9;12368;131000000133
543199;-1;3354;401000000133
543849;0;1279;501000000131
544441;-1;1468;401000000133
545147;9; ; 
545336;12;12604;431000000133
546073;0;16541;501000000232
546523;9;40298;131000000133
547190;1;13552;111000000133
547839;0;16541;501000000231
547849;7;4482;711000000133
548199;9;2551;131000000133
549885;1;612;111000000133
552876;3;13463;311000000133
553161;8;11265;811000000133
553412;-1; ; 
553810;0;4175;501000000133
554151;-1;326;401000000132
555215;9; ; 
555386;0;2027;501000000133
555796;12;13486;431000000133
555959;9;2486;131000000133
556655;9;6755;131000000133
556679;-1;5588;401000000133
557169;1;530;111000000133
558604;9;2165;131000000133
559386;9;5656;131000000133
560128;-1;3977;401000000133
560517;0;298;501000000133
561168;1;3442;111000000133
561997;9;2167;131000000133
562265;-1;40006;401000000132
563151;10;15682;231000000131
565302;1;40146;111000000131
566058;11;22114;331000000133
566267;0;1536;501000000131
568133;0;536;501000000133
568222;1;22355;111000000131
568756;0;15596;501000000133
569340;2;8444;211000000133
569491;0;8003;501000000131
570200;1;4641;111000000132
570741;0;1732;501000000131
571338;7;22535;711000000133
571368;3;8438;311000000133
571394;-1;14922;401000000131
571665;9;5567;131000000133
572317;3;7340;311000000133
572834;9;4571;131000000133
573448;1;634;111000000133
573651;1;15757;111000000131
573887;0;289;501000000131
574862;9;6584;131000000133
575421;-1;5668;401000000132
575949;-1;12757;401000000132
576803;0;12944;501000000133
577328;9;22664;131000000133
579280;9;40343;131000000133
579583;-1;14213;401000000131
579653;11;2530;331000000133
580457;-1;2162;401000000132
580529;12;12515;431000000133
581005;7;799;711000000133
581218;-1;14314;401000000132
581674;2;2146;211000000133
581693;11;7505;361061001133
583377;-1;1266;401000000131
583852;1;3884;111000000133
585133;9;7102;131000000133
587053;9;13491;131000000133
587714;1;14870;111000000133
587775;-1;12037;401000000132
587882;10;22397;231000000131
588066;-1;113;401000000133
588573;1;6709;111000000133
588579;9;16697;131000000133
588720;9;3328;131000000133
591239;1;5324;111000000133
591528;9;17635;131000000133
594892;7;2139;711000000133
595872;-1;2047;401000000132
596127;1;12518;111000000133
596263;5;7942;511000000131
596308;1;7958;111000000133
596796;9;5507;131000000133
596987;-1;2827;401000000133
597436;-1;5763;401000000131
597825;4;8442;411000000133
598932;2;12749;211000000133
599050;-1;6304;401000000132
599280;8;144;811000000131
600495;7;12838;711000000133
600853;1;322;111000000133
601076;7;15779;711000000133
602613;3;12602;311000000133
603888;1;15614;111000000131
605936;-1;19972;401000000231
606200;9;11139;131000000133
606681;-1;407;401000000133
607834;0;2959;501000000131
607955;6;31221;611000000133
608236;6;562;611000000133
608340;-1;3017;401000000133
609415;0;1416;501000000133
610480;-1;11704;401000000133
610825;7;7405;711000000133
611110;7;13376;711000000133
611761;-1;4406;401000000132
611895;10;649;231000000133
612786;9;2329;131000000133
612934;0;5001;501000000133
613193;9;611;131000000133
613385;-1; ; 
613478;9;31343;131000000133
613769;0;12962;501000000132
613905;3;22234;311000000133
614234;-1;4259;401000000132
614297;9;22664;131000000133
614301;7;22419;711000000133
614653;6;7665;611000000131
